guest_lane,enemy_id_5,drop_reward_id_1,enemy_id_2,drop_gold_2,drop_gold_4,enemy_id_4,drop_gold_1,enemy_id_3,drop_reward_id_2,drop_reward_id_3,drop_reward_id_4,drop_gold_5,enemy_id_1,odds,id,drop_reward_id_5,drop_gold_3,guest_enemy_id,wave_group_id
0,0,11001083,101010804,0,0,0,281,101010804,11999093,11999102,0,0,101010805,100,101000024,0,0,0,110010083
0,0,11001091,101010902,0,0,0,285,101010901,11999091,0,0,0,101010904,100,101000025,0,0,0,110010091
0,0,11001092,101010903,0,0,0,285,101010901,11999092,0,0,0,101010902,100,101000026,0,0,0,110010092
0,0,11001093,101010905,0,0,101010904,285,101010902,11999093,11999103,0,0,101010906,100,101000027,0,0,0,110010093
0,0,11001101,101011006,0,0,0,291,101011003,11999091,11999093,0,0,101011006,100,101000028,0,0,0,110010101
0,0,11001102,101011004,0,0,0,291,101011008,11999092,11999101,0,0,101011004,100,101000029,0,0,0,110010102
0,0,11001103,0,0,0,0,291,0,0,0,0,0,101011001,100,101000030,0,0,0,110010103
0,0,11002011,101020102,0,0,0,296,101020102,11999091,0,0,0,101020101,100,101000031,0,0,0,110020011
0,0,11002012,101020104,0,0,0,296,0,11999092,0,0,0,101020103,100,101000032,0,0,0,110020012
0,0,11002013,101020101,0,0,0,296,101020106,11999093,11999102,0,0,101020105,100,101000033,0,0,0,110020013
0,0,11002021,101020202,0,0,0,300,0,11999091,0,0,0,101020201,100,101000034,0,0,0,110020021
0,0,11002022,101020203,0,0,0,300,101020204,11999092,0,0,0,101020203,100,101000035,0,0,0,110020022
0,0,11002023,101020205,0,0,0,300,101020206,11999093,11999103,0,0,101020202,100,101000036,0,0,0,110020023
0,0,11002031,101020303,0,0,0,306,0,11999091,0,0,0,101020301,100,101000037,0,0,0,110020031
0,0,11002032,101020305,0,0,0,306,101020302,11999092,0,0,0,101020304,100,101000038,0,0,0,110020032
0,0,11002033,101020304,0,0,101020303,306,101020304,11999093,11999101,0,0,101020305,100,101000039,0,0,0,110020033
0,0,11002041,101020402,0,0,0,311,0,11999091,0,0,0,101020401,100,101000040,0,0,0,110020041
0,0,11002042,101020403,0,0,0,311,101020404,11999092,0,0,0,101020403,100,101000041,0,0,0,110020042
0,0,11002043,101020404,0,0,0,311,101020405,11999093,11999102,0,0,101020404,100,101000042,0,0,0,110020043
0,0,11002051,101020502,0,0,0,311,101020503,11999091,0,0,0,101020501,100,101000043,0,0,0,110020051
0,0,11002052,101020505,0,0,0,311,101020503,11999092,0,0,0,101020504,100,101000044,0,0,0,110020052
0,0,11002053,101020502,0,0,0,311,101020501,11999093,11999103,0,0,101020506,100,101000045,0,0,0,110020053
0,0,11002061,101020601,0,0,0,315,101020602,11999091,0,0,0,101020601,100,101000046,0,0,0,110020061
0,0,11002062,101020604,0,0,0,315,101020602,11999092,0,0,0,101020603,100,101000047,0,0,0,110020062
0,0,11002063,101020604,0,0,101020606,315,101020604,11999093,11999101,0,0,101020603,100,101000048,0,0,0,110020063
0,0,11002071,101020702,0,0,0,321,101020702,11999091,0,0,0,101020701,100,101000049,0,0,0,110020071
0,0,11002072,101020703,0,0,0,321,101020704,11999092,0,0,0,101020703,100,101000050,0,0,0,110020072
0,0,11002073,101020704,0,0,0,321,101020706,11999093,11999102,0,0,101020705,100,101000051,0,0,0,110020073
0,0,11002081,101020801,0,0,0,326,101020802,11999091,11002084,0,0,101020801,100,101000052,0,0,0,110020081
0,0,11002082,101020804,0,0,101020802,326,101020804,11999092,0,0,0,101020803,100,101000053,0,0,0,110020082
0,0,11002083,101020806,0,0,101020807,326,101020807,11999093,11999103,0,0,101020805,100,101000054,0,0,0,110020083
0,0,11002091,101020902,0,0,0,330,101020905,11999091,11002094,0,0,101020901,100,101000055,0,0,0,110020091
0,0,11002092,101020903,0,0,0,330,101020904,11999092,0,0,0,101020903,100,101000056,0,0,0,110020092
0,0,11002093,101020902,0,0,101020905,330,101020904,11999093,11999101,0,0,101020901,100,101000057,0,0,0,110020093
0,0,11002101,101021001,0,0,0,336,101021002,11999091,11002104,0,0,101021001,100,101000058,0,0,0,110020101
0,0,11002102,101021003,0,0,0,336,101021004,11999092,0,0,0,101021003,100,101000059,0,0,0,110020102
0,0,11002103,101021003,0,0,101021005,336,101021002,11999093,11999102,0,0,101021007,100,101000060,0,0,0,110020103
0,0,11002111,101021102,0,0,0,341,101021104,11999091,11002114,0,0,101021101,100,101000061,0,0,0,110020111
0,0,11002112,101021104,0,0,0,341,101021108,11999092,0,0,0,101021102,100,101000062,0,0,0,110020112
0,0,11002113,101021102,0,0,101021104,341,101021103,11999093,11999103,0,0,101021101,100,101000063,0,0,0,110020113
0,0,11002121,101021203,0,0,0,345,0,11999091,0,0,0,101021201,100,101000064,0,0,0,110020121
0,0,11002122,101021201,0,0,0,345,101021202,11990093,11999101,0,0,101021201,100,101000065,0,0,0,110020122
0,0,11002123,0,0,0,0,345,0,0,0,0,0,101021206,100,101000066,0,0,0,110020123
0,0,11003011,101030102,0,0,0,351,0,11999091,0,0,0,101030101,100,101000067,0,0,0,110030011
0,0,11003012,101030103,0,0,0,351,101030105,11999092,0,0,0,101030101,100,101000068,0,0,0,110030012
0,0,11003013,101030104,0,0,101030105,351,101030103,11999093,11999102,0,0,101030102,100,101000069,0,0,0,110030013
0,0,11003021,101030202,0,0,0,356,0,11999091,0,0,0,101030201,100,101000070,0,0,0,110030021
0,0,11003022,101030203,0,0,0,356,101030204,11999092,0,0,0,101030203,100,101000071,0,0,0,110030022
0,0,11003023,101030203,0,0,101030204,356,101030205,11999093,11999103,0,0,101030201,100,101000072,0,0,0,110030023
0,0,11003031,101030301,0,0,0,360,101030302,11999091,0,0,0,101030301,100,101000073,0,0,0,110030031
0,0,11003032,101030301,0,0,0,360,101030304,11999092,0,0,0,101030303,100,101000074,0,0,0,110030032
0,0,11003033,101030307,0,0,101030305,360,101030308,11999093,11999101,0,0,101030306,100,101000075,0,0,0,110030033
0,0,11003041,101030401,0,0,0,366,101030405,11999091,0,0,0,101030401,100,101000076,0,0,0,110030041
0,0,11003042,101030403,0,0,101030405,366,101030404,11999092,0,0,0,101030402,100,101000077,0,0,0,110030042
0,0,11003043,101030404,0,0,101030405,366,101030401,11999093,11999102,0,0,101030402,100,101000078,0,0,0,110030043
0,0,11003051,101030502,0,0,0,371,101030503,11999091,0,0,0,101030501,100,101000079,0,0,0,110030051
0,0,11003052,101030504,0,0,101030506,371,101030505,11999092,0,0,0,101030501,100,101000080,0,0,0,110030052
0,0,11003053,101030501,0,0,101030507,371,101030502,11999093,11999103,0,0,101030508,100,101000081,0,0,0,110030053
0,0,11003061,101030601,0,0,0,375,101030603,11999091,0,0,0,101030601,100,101000082,0,0,0,110030061
0,0,11003062,101030601,0,0,101030602,375,101030604,11999092,0,0,0,101030603,100,101000083,0,0,0,110030062
0,0,11003063,101030601,0,0,101030606,375,101030601,11999093,11999101,0,0,101030605,100,101000084,0,0,0,110030063
0,0,11003071,101030703,0,0,0,381,101030702,11999091,0,0,0,101030701,100,101000085,0,0,0,110030071
0,0,11003072,101030703,0,0,101030705,381,101030702,11999092,0,0,0,101030707,100,101000086,0,0,0,110030072
0,0,11003073,101030706,0,0,101030705,381,101030706,11999093,11999102,0,0,101030701,100,101000087,0,0,0,110030073
0,0,11003081,101030802,0,0,0,386,101030803,11999091,11003084,0,0,101030801,100,101000088,0,0,0,110030081
0,0,11003082,101030804,0,0,101030806,386,101030805,11999092,0,0,0,101030804,100,101000089,0,0,0,110030082
0,0,11003083,101030808,0,0,101030810,386,101030809,11999093,11999103,0,0,101030807,100,101000090,0,0,0,110030083
0,0,11003091,101030901,0,0,0,390,101030902,11999091,11003094,0,0,101030901,100,101000091,0,0,0,110030091
0,0,11003092,101030903,0,0,101030905,390,101030904,11999092,0,0,0,101030901,100,101000092,0,0,0,110030092
0,0,11003093,101030906,0,0,0,390,101030906,11999093,11999101,0,0,101030905,100,101000093,0,0,0,110030093
0,0,11003101,101031004,0,0,0,396,101031002,11999091,11003104,0,0,101031001,100,101000094,0,0,0,110030101
0,0,11003102,101031001,0,0,101031008,396,101031004,11999092,0,0,0,101031007,100,101000095,0,0,0,110030102
0,101031002,11003103,101031004,0,0,101031005,396,101031006,11999093,11999102,0,0,101031007,100,101000096,0,0,0,110030103
0,0,11003111,101031101,0,0,101031102,401,101031102,11999091,11003114,0,0,101031101,100,101000097,0,0,0,110030111
0,0,11003112,101031103,0,0,101031105,401,101031104,11999092,0,0,0,101031103,100,101000098,0,0,0,110030112
0,101031104,11003113,101031107,0,0,101031108,401,101031101,11999093,11999103,0,0,101031106,100,101000099,0,0,0,110030113
0,0,11003121,101031205,0,0,0,405,101031202,11999091,11999101,0,0,101031201,100,101000100,0,0,0,110030121
0,0,11003122,101031204,0,0,0,405,101031205,11999092,11990093,0,0,101031203,100,101000101,0,0,0,110030122
0,0,11003123,0,0,0,0,405,0,0,0,0,0,101031206,100,101000102,0,0,0,110030123
0,0,11004011,101040101,0,0,0,411,101040103,11999191,0,0,0,101040101,100,101000103,0,0,0,110040011
0,0,11004012,101040104,0,0,0,411,101040106,11999192,0,0,0,101040101,100,101000104,0,0,0,110040012
0,0,11004013,101040106,0,0,0,411,101040104,11999193,11999102,0,0,101040106,100,101000105,0,0,0,110040013
0,0,11004021,101040202,0,0,0,420,101040203,11999191,0,0,0,101040201,100,101000106,0,0,0,110040021
0,0,11004022,101040204,0,0,0,420,101040205,11999292,0,0,0,101040202,100,101000107,0,0,0,110040022
0,0,11004023,101040206,0,0,101040204,420,101040205,11999193,11999103,0,0,101040201,100,101000108,0,0,0,110040023
0,0,11004031,101040303,0,0,0,426,101040302,11999191,0,0,0,101040301,100,101000109,0,0,0,110040031
0,101040302,11004032,101040301,0,0,101040302,426,101040301,11999192,0,0,0,101040301,100,101000110,0,0,0,110040032
0,0,11004033,101040306,0,0,101040304,426,101040306,11999193,11999101,0,0,101040305,100,101000111,0,0,0,110040033
0,0,11004041,101040401,0,0,0,431,101040402,11999191,0,0,0,101040401,100,101000112,0,0,0,110040041
0,0,11004042,101040405,0,0,101040408,431,101040406,11999192,0,0,0,101040404,100,101000113,0,0,0,110040042
0,0,11004043,101040402,0,0,101040405,431,101040406,11999193,11999102,0,0,101040407,100,101000114,0,0,0,110040043
0,0,11004051,101040503,0,0,0,435,101040502,11999191,0,0,0,101040501,100,101000115,0,0,0,110040051
0,0,11004052,101040503,0,0,101040504,435,101040504,11999192,0,0,0,101040501,100,101000116,0,0,0,110040052
0,101040507,11004053,101040503,0,0,101040502,435,101040503,11999193,11999103,0,0,101040505,100,101000117,0,0,0,110040053
0,0,11004061,101040602,0,0,101040607,441,101040602,11999191,0,0,0,101040601,100,101000118,0,0,0,110040061
0,0,11004062,101040604,0,0,101040605,441,101040605,11999192,0,0,0,101040603,100,101000119,0,0,0,110040062
0,0,11004063,101040603,0,0,101040607,441,101040607,11999193,11999101,0,0,101040603,100,101000120,0,0,0,110040063
0,0,11004071,101040701,0,0,0,446,101040702,11999191,0,0,0,101040701,100,101000121,0,0,0,110040071
0,0,11004072,101040705,0,0,0,446,101040706,11999192,0,0,0,101040703,100,101000122,0,0,0,110040072
0,0,11004073,101040701,0,0,101040705,446,101040706,11999193,11999102,0,0,101040707,100,101000123,0,0,0,110040073
0,0,11004081,101040801,0,0,0,450,101040803,11999191,0,0,0,101040801,100,101000124,0,0,0,110040081
0,0,11004082,101040806,0,0,101040807,450,101040804,11999192,0,0,0,101040801,100,101000125,0,0,0,110040082
0,0,11004083,101040806,0,0,101040808,450,101040807,11999193,11999103,0,0,101040805,100,101000126,0,0,0,110040083
0,0,11004091,101040901,0,0,0,456,101040902,11999191,11004094,0,0,101040901,100,101000127,0,0,0,110040091
0,0,11004092,101040903,0,0,101040902,456,101040904,11999192,0,0,0,101040903,100,101000128,0,0,0,110040092
0,0,11004093,101040906,0,0,101040905,456,101040901,11999193,11999101,0,0,101040907,100,101000129,0,0,0,110040093
0,0,11004101,101041005,0,0,0,461,101041002,11999191,11004104,0,0,101041001,100,101000130,0,0,0,110040101
0,0,11004102,101041003,0,0,101041002,461,101041003,11999192,0,0,0,101041001,100,101000131,0,0,0,110040102
0,0,11004103,101041005,0,0,101041004,461,101041002,11999193,11999102,0,0,101041005,100,101000132,0,0,0,110040103
0,0,11004111,101041102,0,0,0,465,101041103,11999191,11004114,0,0,101041104,100,101000133,0,0,0,110040111
0,0,11004112,101041104,0,0,101041104,465,101041105,11999192,0,0,0,101041101,100,101000134,0,0,0,110040112
0,0,11004113,101041102,0,0,101041105,465,101041102,11999193,11999103,0,0,101041106,100,101000135,0,0,0,110040113
0,0,11004121,101041202,0,0,0,471,101041203,11999191,11004124,0,0,101041201,100,101000136,0,0,0,110040121
0,0,11004122,101041201,0,0,101041204,471,101041204,11999192,0,0,0,101041205,100,101000137,0,0,0,110040122
0,101041201,11004123,101041203,0,0,101041201,471,101041204,11999193,11999101,0,0,101041205,100,101000138,0,0,0,110040123
0,0,11004131,101041301,0,0,0,476,0,11999191,0,0,0,101041301,100,101000139,0,0,0,110040131
0,0,11004132,101041301,0,0,0,476,101041305,11999102,11990193,0,0,101041303,100,101000140,0,0,0,110040132
0,0,11004133,0,0,0,0,476,0,0,0,0,0,101041306,100,101000141,0,0,0,110040133
0,0,11005011,101050101,0,0,0,480,101050102,11999191,0,0,0,101050103,100,101000142,0,0,0,110050011
0,0,11005012,101050105,0,0,0,480,101050102,11999192,0,0,0,101050101,100,101000143,0,0,0,110050012
0,0,11005013,101050101,0,0,0,480,101050107,11999193,11999201,0,0,101050105,100,101000144,0,0,0,110050013
0,0,11005021,101050202,0,0,0,486,101050202,11999191,0,0,0,101050201,100,101000145,0,0,0,110050021
0,0,11005022,101050204,0,0,0,486,101050202,11999292,0,0,0,101050201,100,101000146,0,0,0,110050022
0,0,11005023,101050207,0,0,101050209,486,101050208,11999193,11999202,0,0,101050206,100,101000147,0,0,0,110050023
0,0,11005031,101050302,0,0,0,491,101050307,11999191,0,0,0,101050301,100,101000148,0,0,0,110050031
0,0,11005032,101050301,0,0,101050307,491,101050304,11999192,0,0,0,101050303,100,101000149,0,0,0,110050032
0,0,11005033,101050305,0,0,0,491,101050306,11999193,11999203,0,0,101050302,100,101000150,0,0,0,110050033
0,0,11005041,101050401,0,0,0,495,101050402,11999191,0,0,0,101050401,100,101000151,0,0,0,110050041
0,0,11005042,101050403,0,0,0,495,101050404,11999192,0,0,0,101050401,100,101000152,0,0,0,110050042
0,0,11005043,101050406,0,0,101050402,495,101050404,11999193,11999201,0,0,101050405,100,101000153,0,0,0,110050043
0,0,11005051,101050502,0,0,0,501,101050504,11999191,0,0,0,101050501,100,101000154,0,0,0,110050051
0,0,11005052,101050503,0,0,0,501,101050504,11999192,0,0,0,101050503,100,101000155,0,0,0,110050052
0,0,11005053,101050505,0,0,101050506,501,101050506,11999193,11999202,0,0,101050507,100,101000156,0,0,0,110050053
0,0,11005061,101050601,0,0,0,506,101050602,11999191,0,0,0,101050603,100,101000157,0,0,0,110050061
0,0,11005062,101050604,0,0,101050602,506,101050605,11999192,0,0,0,101050604,100,101000158,0,0,0,110050062
0,101050607,11005063,101050604,0,0,101050606,506,101050601,11999193,11999203,0,0,101050604,100,101000159,0,0,0,110050063
0,0,11005071,101050702,0,0,0,510,101050703,11999191,0,0,0,101050701,100,101000160,0,0,0,110050071
0,101050706,11005072,101050705,0,0,101050703,510,101050702,11999192,0,0,0,101050704,100,101000161,0,0,0,110050072
0,0,11005073,101050702,0,0,101050709,510,101050703,11999193,11999201,0,0,101050708,100,101000162,0,0,0,110050073
0,0,11005081,101050801,0,0,101050805,516,101050804,11999191,0,0,0,101050801,100,101000163,0,0,0,110050081
0,0,11005082,101050807,0,0,101050803,516,101050802,11999192,0,0,0,101050801,100,101000164,0,0,0,110050082
0,0,11005083,101050807,0,0,101050805,516,101050808,11999193,11999202,0,0,101050806,100,101000165,0,0,0,110050083
0,0,11005091,101050902,0,0,0,521,101050904,11999191,11005094,0,0,101050901,100,101000166,0,0,0,110050091
0,0,11005092,101050903,0,0,0,521,101050901,11999192,0,0,0,101050901,100,101000167,0,0,0,110050092
0,0,11005093,101050901,0,0,101050904,521,101050903,11999193,11999203,0,0,101050902,100,101000168,0,0,0,110050093
0,0,11005101,101051003,0,0,101051002,525,101051002,11999191,11005104,0,0,101051001,100,101000169,0,0,0,110050101
0,0,11005102,101051001,0,0,101051005,525,101051004,11999192,0,0,0,101051003,100,101000170,0,0,0,110050102
0,101051007,11005103,101051001,0,0,101051007,525,101051001,11999193,11999201,0,0,101051006,100,101000171,0,0,0,110050103
0,0,11005111,101051102,0,0,0,531,101051103,11999191,11005114,0,0,101051101,100,101000172,0,0,0,110050111
0,0,11005112,101051104,0,0,101051105,531,101051107,11999192,0,0,0,101051102,100,101000173,0,0,0,110050112
0,101051105,11005113,101051101,0,0,101051105,531,101051106,11999193,11999202,0,0,101051101,100,101000174,0,0,0,110050113
0,0,11005121,101051203,0,0,0,536,101051203,11999191,11005124,0,0,101051202,100,101000175,0,0,0,110050121
0,0,11005122,101051201,0,0,101051203,536,101051205,11999192,0,0,0,101051201,100,101000176,0,0,0,110050122
0,101051205,11005123,101051202,0,0,101051201,536,101051207,11999193,11999203,0,0,101051202,100,101000177,0,0,0,110050123
0,0,11005131,101051307,0,0,0,540,101051303,11999191,11990193,0,0,101051301,100,101000178,0,0,0,110050131
0,0,11005132,101051301,0,0,0,540,101051307,11999192,11999201,0,0,101051304,100,101000179,0,0,0,110050132
0,0,11005133,0,0,0,0,540,0,0,0,0,0,101051309,100,101000180,0,0,0,110050133
0,0,11006011,101060102,0,0,0,546,101060104,11999191,0,0,0,101060101,100,101000181,0,0,0,110060011
0,0,11006012,101060104,0,0,0,546,101060105,11999192,0,0,0,101060103,100,101000182,0,0,0,110060012
0,0,11006013,101060106,0,0,101060108,546,101060107,11999193,11999202,0,0,101060104,100,101000183,0,0,0,110060013
0,0,11006021,101060202,0,0,0,551,101060203,11999191,0,0,0,101060201,100,101000184,0,0,0,110060021
0,0,11006022,101060202,0,0,101060206,551,101060205,11999292,0,0,0,101060204,100,101000185,0,0,0,110060022
0,0,11006023,101060207,0,0,101060205,551,101060208,11999193,11999203,0,0,101060204,100,101000186,0,0,0,110060023
0,0,11006031,101060302,0,0,0,555,101060302,11999191,0,0,0,101060306,100,101000187,0,0,0,110060031
0,101060303,11006032,101060304,0,0,101060301,555,101060302,11999192,0,0,0,101060304,100,101000188,0,0,0,110060032
0,0,11006033,101060304,0,0,101060302,555,101060306,11999193,11999201,0,0,101060305,100,101000189,0,0,0,110060033
0,0,11006041,101060402,0,0,0,561,101060405,11999191,0,0,0,101060401,100,101000190,0,0,0,110060041
0,0,11006042,101060408,0,0,101060406,561,101060403,11999192,0,0,0,101060404,100,101000191,0,0,0,110060042
0,0,11006043,101060408,0,0,101060409,561,101060405,11999193,11999202,0,0,101060407,100,101000192,0,0,0,110060043
0,0,11006051,101060502,0,0,0,566,101060504,11999191,0,0,0,101060501,100,101000193,0,0,0,110060051
0,0,11006052,101060505,0,0,101060504,566,101060506,11999192,0,0,0,101060505,100,101000194,0,0,0,110060052
0,0,11006053,101060508,0,0,101060507,566,101060504,11999193,11999203,0,0,101060501,100,101000195,0,0,0,110060053
0,0,11006061,101060604,0,0,0,570,101060605,11999191,0,0,0,101060601,100,101000196,0,0,0,110060061
0,0,11006062,101060602,0,0,101060604,570,101060605,11999192,0,0,0,101060601,100,101000197,0,0,0,110060062
0,101060607,11006063,101060606,0,0,101060605,570,101060601,11999193,11999201,0,0,101060606,100,101000198,0,0,0,110060063
0,0,11006071,101060702,0,0,0,576,101060702,11999191,0,0,0,101060701,100,101000199,0,0,0,110060071
0,0,11006072,101060704,0,0,101060703,576,101060704,11999192,0,0,0,101060701,100,101000200,0,0,0,110060072
0,0,11006073,101060704,0,0,101060703,576,101060704,11999193,11999202,0,0,101060705,100,101000201,0,0,0,110060073
0,0,11006081,101060802,0,0,0,581,101060805,11999191,0,0,0,101060801,100,101000202,0,0,0,110060081
0,0,11006082,101060805,0,0,101060806,581,101060801,11999192,0,0,0,101060804,100,101000203,0,0,0,110060082
0,0,11006083,101060804,0,0,101060809,581,101060802,11999193,11999203,0,0,101060804,100,101000204,0,0,0,110060083
0,0,11006091,101060903,0,0,101060907,585,101060904,11999191,0,0,0,101060901,100,101000205,0,0,0,110060091
0,0,11006092,101060904,0,0,101060902,585,101060904,11999192,0,0,0,101060903,100,101000206,0,0,0,110060092
0,0,11006093,101060906,0,0,101060907,585,101060902,11999193,11999201,0,0,101060905,100,101000207,0,0,0,110060093
0,0,11006101,101061001,0,0,101061007,591,101061002,11999191,11006104,0,0,101061001,100,101000208,0,0,0,110060101
0,0,11006102,101061004,0,0,0,591,101061005,11999192,0,0,0,101061006,100,101000209,0,0,0,110060102
0,0,11006103,101061006,0,0,101061007,591,101061006,11999193,11999202,0,0,101061003,100,101000210,0,0,0,110060103
0,0,11006111,101061101,0,0,0,596,101061106,11999191,11006114,0,0,101061101,100,101000211,0,0,0,110060111
0,0,11006112,101061103,0,0,101061106,596,101061104,11999192,0,0,0,101061101,100,101000212,0,0,0,110060112
0,0,11006113,101061103,0,0,101061104,596,101061106,11999193,11999203,0,0,101061105,100,101000213,0,0,0,110060113
0,0,11006121,101061202,0,0,0,600,101061204,11999191,11006124,0,0,101061201,100,101000214,0,0,0,110060121
0,0,11006122,101061203,0,0,101061201,600,101061205,11999192,0,0,0,101061204,100,101000215,0,0,0,110060122
0,0,11006123,101061202,0,0,101061207,600,101061204,11999193,11999201,0,0,101061206,100,101000216,0,0,0,110060123
0,0,11006131,101061302,0,0,101061305,606,101061302,11999191,11006134,0,0,101061301,100,101000217,0,0,0,110060131
0,0,11006132,101061301,0,0,101061303,606,101061302,11999192,0,0,0,101061304,100,101000218,0,0,0,110060132
0,101061303,11006133,101061301,0,0,101061305,606,101061302,11999193,11999202,0,0,101061304,100,101000219,0,0,0,110060133
0,0,11006141,101061401,0,0,0,611,101061401,11999191,11006144,0,0,101061405,100,101000220,0,0,0,110060141
0,0,11006142,101061401,0,0,0,611,101061404,11999192,11999203,0,0,101061402,100,101000221,0,0,0,110060142
0,0,11006143,0,0,0,0,611,0,0,0,0,0,101061407,100,101000222,0,0,0,110060143
0,0,11007011,101070101,0,0,0,615,101070102,11999291,0,0,0,101070101,100,101000223,0,0,0,110070011
0,0,11007012,101070102,0,0,101070105,615,101070104,11999292,0,0,0,101070102,100,101000224,0,0,0,110070012
0,0,11007013,101070107,0,0,0,615,101070107,11999293,11999301,0,0,101070106,100,101000225,0,0,0,110070013
0,0,11007021,101070204,0,0,0,621,101070203,11999291,0,0,0,101070201,100,101000226,0,0,0,110070021
0,0,11007022,101070203,0,0,101070205,621,101070204,11999292,0,0,0,101070201,100,101000227,0,0,0,110070022
0,0,11007023,101070203,0,0,101070204,621,101070203,11999293,11999302,0,0,101070206,100,101000228,0,0,0,110070023
0,0,11007031,101070301,0,0,0,626,101070302,11999291,0,0,0,101070301,100,101000229,0,0,0,110070031
0,0,11007032,101070304,0,0,101070306,626,101070305,11999292,0,0,0,101070303,100,101000230,0,0,0,110070032
0,101070309,11007033,101070303,0,0,101070305,626,101070308,11999293,11999303,0,0,101070307,100,101000231,0,0,0,110070033
0,0,11007041,101070402,0,0,101070403,630,101070407,11999291,0,0,0,101070401,100,101000232,0,0,0,110070041
0,0,11007042,101070401,0,0,101070407,630,101070402,11999292,0,0,0,101070401,100,101000233,0,0,0,110070042
0,0,11007043,101070401,0,0,101070406,630,101070402,11999293,11999304,0,0,101070401,100,101000234,0,0,0,110070043
0,0,11007051,101070505,0,0,101070503,636,101070505,11999291,0,0,0,101070501,100,101000235,0,0,0,110070051
0,0,11007052,101070502,0,0,101070503,636,101070503,11999292,0,0,0,101070501,100,101000236,0,0,0,110070052
0,0,11007053,101070505,0,0,101070502,636,101070505,11999293,11999301,0,0,101070504,100,101000237,0,0,0,110070053
0,0,11007061,101070601,0,0,101070603,641,101070605,11999291,0,0,0,101070601,100,101000238,0,0,0,110070061
0,0,11007062,101070601,0,0,101070603,641,101070605,11999292,0,0,0,101070602,100,101000239,0,0,0,110070062
0,0,11007063,101070601,0,0,101070605,641,101070608,11999293,11999302,0,0,101070602,100,101000240,0,0,0,110070063
0,0,11007071,101070701,0,0,0,645,101070704,11999291,0,0,0,101070701,100,101000241,0,0,0,110070071
0,0,11007072,101070704,0,0,101070702,645,101070705,11999292,0,0,0,101070704,100,101000242,0,0,0,110070072
0,101070709,11007073,101070704,0,0,101070708,645,101070704,11999293,11999303,0,0,101070707,100,101000243,0,0,0,110070073
0,0,11007081,101070802,0,0,0,651,101070802,11999291,0,0,0,101070801,100,101000244,0,0,0,110070081
