gimmick_10_x,gimmick_4_id,gimmick_8_x,gimmick_7_id,gimmick_9_x,gimmick_9_id,gimmick_1_x,gimmick_4_x,gimmick_7_x,gimmick_1_id,gimmick_10_id,gimmick_6_id,gimmick_2_x,gimmick_3_x,gimmick_3_id,gimmick_5_id,gimmick_2_id,gimmick_6_x,rail_id,gimmick_5_x,gimmick_8_id
0,BeachTrap_NoCall,0,NONE,0,NONE,400,2400,0,EnemyB,NONE,NONE,700,1550,SummerEnemyA_NoColl,AccelBoardA,Balloon,0,1021,3400,NONE
0,AccelBoardA,0,NONE,0,NONE,800,2500,0,SummerEnemyB,NONE,NONE,1200,1800,BeachTrap,SpeedTerritoryA,BeachTrap,0,1022,3400,NONE
0,WaterMelon,0,NONE,0,NONE,500,2000,0,SummerEnemyC,NONE,BeachTrap,1000,1500,SummerJumpOverEnemyC,BeachTrap,BeachTrap,3500,1023,3000,NONE
0,SpeedTerritoryA_NoColl,0,SummerJumpOverEnemyC,0,NONE,400,1800,3700,SummerEnemyB,NONE,BeachTrap,600,1300,SummerEnemyA_NoColl,EnemyB_NoColl,Balloon,3200,1024,2300,NONE
0,AccelBoardA,0,NONE,0,NONE,900,2700,0,EnemyB,NONE,NONE,1300,2000,AccelBoardA,AccelBoardA,AccelBoardA,0,1025,3400,NONE
0,BeachJumpBoard,0,NONE,0,NONE,400,2500,0,EnemyB,NONE,NONE,800,1500,WaterMelon,NONE,AccelBoardA,0,1026,0,NONE
0,EnemyB_NoColl,0,NONE,0,NONE,400,1700,0,SpeedTerritoryA,NONE,BeachJumpBoard,630,700,Balloon,SummerEnemyA_NoColl,BeachTrap,3100,1027,2600,NONE
0,BeachTrap,0,NONE,0,NONE,600,2700,0,SpeedTerritoryA,NONE,NONE,1400,2300,SummerEnemyD,AccelBoardA,AccelBoardA,0,1028,3200,NONE
0,WarpGateA,0,NONE,0,NONE,500,2500,0,SummerEnemyC,NONE,NONE,1000,1700,SpeedTerritoryA,NONE,BeachTrap,0,1029,0,NONE
0,BeachTrap,0,NONE,0,NONE,500,2500,0,WaterMelon,NONE,SpeedTerritoryA,1500,2000,AccelBoardA,BeachTrap,AccelBoardA,3500,1030,2800,NONE
0,BeachTrap,0,NONE,0,NONE,350,2900,0,Balloon,NONE,AccelBoardA,1200,2200,SpeedTerritoryA_NoColl,SummerEnemyD,SpeedTerritoryA_NoColl,3500,1031,3200,NONE
0,NONE,0,NONE,0,NONE,700,0,0,AccelBoardA,NONE,NONE,1500,3000,SummerEnemyA,NONE,SummerEnemyA,0,1032,0,NONE
0,SpeedTerritoryA,0,NONE,0,NONE,700,3100,0,BeachTrap,NONE,NONE,1400,2200,SummerEnemyA,NONE,AccelBoardA,0,1033,0,NONE
0,SummerJumpOverEnemyD,0,NONE,0,NONE,500,2500,0,BeachTrap,NONE,SpeedTerritoryB,1000,2000,SummerJumpOverEnemyC,SummerJumpOverEnemyA,BeachJumpOverTrap,3500,1034,3000,NONE
0,Balloon,0,EnemyB_NoColl,0,NONE,400,1500,3100,BeachJumpOverTrap,NONE,BeachTrap_NoCall,800,1200,BeachTrap,EnemyB_NoColl,SummerEnemyC,2700,1035,2300,NONE
0,NONE,0,NONE,0,NONE,500,0,0,AccelBoardA,NONE,NONE,1200,2700,BeachTrap,NONE,SpeedTerritoryA,0,1036,0,NONE
0,AccelBoardA,0,NONE,0,NONE,500,3000,0,SummerEnemyD,NONE,NONE,1000,2000,BeachTrap,NONE,AccelBoardA,0,1037,0,NONE
0,EnemyB,0,NONE,0,NONE,500,2700,0,SpeedTerritoryB,NONE,AccelBoardA,1000,2200,AccelBoardA,AccelBoardA,WaterMelon,3500,1038,3000,NONE
0,NONE,0,NONE,0,NONE,800,2400,0,SpeedTerritoryA,NONE,NONE,1700,2500,WarpGateA,NONE,BeachTrap,0,1039,3100,NONE
0,SummerJumpOverEnemyA,0,NONE,0,NONE,500,1800,0,EnemyB,NONE,NONE,1000,1400,SummerJumpOverEnemyA,WarpGateA,SummerEnemyC,0,1040,2500,NONE
0,SummerEnemyC,0,NONE,0,NONE,1000,2800,0,BeachTrap,NONE,NONE,1500,2000,AccelBoardA,AccelBoardA,BeachTrap,0,1041,3300,NONE
0,WaterMelon,0,NONE,0,NONE,500,1800,0,BeachTrap,NONE,AccelBoardA,900,1300,AccelBoardA,SummerJumpOverEnemyA,BeachTrap,3300,1042,2700,NONE
0,SummerEnemyC,0,NONE,0,NONE,500,2200,0,AccelBoardA,NONE,NONE,1100,1500,AccelBoardA,BeachTrap,SummerEnemyB,0,1043,2700,NONE
0,SpeedTerritoryB,0,NONE,0,NONE,500,3300,0,AccelBoardA,NONE,NONE,1400,2300,BeachJumpBoard,NONE,SummerEnemyB,0,1044,0,NONE
0,AccelBoardA,0,NONE,0,NONE,1280,2700,0,EnemyB,NONE,NONE,1900,2300,AccelBoardA,NONE,AccelBoardA,0,1045,0,NONE
0,EnemyB,0,NONE,0,NONE,400,2000,0,AccelBoardA,NONE,NONE,900,1300,AccelBoardA,BeachJumpBoard,AccelBoardA,0,1046,2500,NONE
0,NONE,0,NONE,0,NONE,700,0,0,SpeedTerritoryB,NONE,NONE,1500,2400,WarpGateA,NONE,AccelBoardA,0,1047,0,NONE
0,BeachTrap,0,NONE,0,NONE,550,3100,0,SummerEnemyD,NONE,NONE,1600,2500,BeachTrap,NONE,AccelBoardA,0,1048,0,NONE
0,BeachJumpOverTrap,0,NONE,0,NONE,500,2500,0,SpeedTerritoryB,NONE,BeachTrap,1000,2000,AccelBoardA,BeachTrap,WaterMelon,3500,1049,3000,NONE
0,BeachJumpOverTrap,0,NONE,0,NONE,600,2400,0,BeachJumpOverTrap,NONE,BeachJumpOverTrap,1200,1800,BeachJumpOverTrap,BeachJumpOverTrap,BeachJumpOverTrap,3600,1050,3000,NONE
0,BeachJumpBoard,0,NONE,0,NONE,500,3000,0,BeachJumpBoard,NONE,NONE,1300,2200,BeachJumpBoard,NONE,BeachJumpBoard,0,1051,0,NONE
0,SpeedTerritoryA,0,NONE,0,NONE,300,3500,0,BeachJumpBoard,NONE,NONE,1200,2100,BeachJumpBoard,NONE,BeachJumpBoard,0,1052,0,NONE
0,BeachTrap,0,NONE,0,NONE,600,2400,0,BeachJumpOverTrap,NONE,BeachTrap,1200,1800,BeachJumpOverTrap,BeachTrap,BeachJumpOverTrap,3600,1053,3000,NONE
0,NONE,0,NONE,0,NONE,500,0,0,BeachJumpBoard,NONE,NONE,0,0,NONE,NONE,NONE,0,1054,0,NONE
0,EnemyB,0,NONE,0,NONE,300,3500,0,BeachJumpBoard,NONE,NONE,1200,2100,BeachJumpBoard,NONE,BeachJumpBoard,0,1055,0,NONE
0,BeachJumpOverTrap,0,NONE,0,NONE,600,2400,0,BeachJumpOverTrap,NONE,BeachTrap,1200,1800,BeachJumpOverTrap,BeachJumpOverTrap,BeachJumpOverTrap,3600,1056,3000,NONE
0,NONE,0,NONE,0,NONE,500,0,0,BeachJumpBoard,NONE,NONE,1500,2500,BeachJumpBoard,NONE,BeachJumpBoard,0,1057,0,NONE
0,SummerEnemyC,0,NONE,0,NONE,300,3500,0,BeachJumpBoard,NONE,NONE,1200,2100,BeachJumpBoard,NONE,BeachJumpBoard,0,1058,0,NONE
0,BeachJumpOverTrap,0,NONE,0,NONE,600,2400,0,BeachJumpOverTrap,NONE,BeachTrap,1200,1800,BeachJumpOverTrap,BeachTrap,BeachJumpOverTrap,3600,1059,3000,NONE
0,NONE,0,NONE,0,NONE,1300,0,0,BeachJumpBoard,NONE,NONE,2500,0,NONE,NONE,BeachJumpBoard,0,1060,0,NONE
0,SummerJumpOverEnemyB,0,NONE,0,NONE,300,3500,0,BeachJumpBoard,NONE,NONE,1200,2100,BeachJumpBoard,NONE,BeachJumpBoard,0,1061,0,NONE
0,BeachJumpOverTrap,0,NONE,0,NONE,500,2600,0,SummerEnemyD,NONE,NONE,1200,1800,AccelBoardA,BeachJumpOverTrap,BeachTrap,0,1062,3300,NONE
0,NONE,0,NONE,0,NONE,700,0,0,BeachJumpBoard,NONE,NONE,2300,3300,AccelBoardA,NONE,SpeedTerritoryB,0,1063,0,NONE
0,EnemyB,0,ShellFlyingItem,0,NONE,600,2000,3200,SpeedTerritoryB,NONE,SummerEnemyG,1200,1600,ShellFlyingItem,ShellFlyingItem,ShaveIce,2800,1064,2400,NONE
0,EnemyB,3200,ShellFlyingItem,3600,SummerEnemyG,400,1600,2800,SummerEnemyD,NONE,SummerEnemyA,800,1200,ShaveIce,ShellFlyingItem,BeachTrap,2400,1065,2000,SummerEnemyG
0,ShaveIce,3600,SummerEnemyG,0,NONE,400,2000,3200,BeachJumpBoard,NONE,SummerEnemyC,800,1600,SummerEnemyG,EnemyB,SummerEnemyA_NoColl,2800,1066,2400,SummerEnemyG
0,SpeedTerritoryA,0,SummerEnemyA,0,NONE,400,2400,3600,AccelBoardA,NONE,EnemyB,1100,1800,AccelBoardA,ShaveIce,AccelBoardA,3200,1067,2800,NONE
0,ShaveIce,0,NONE,0,NONE,300,2700,0,WaterMelon,NONE,NONE,1300,2000,WaterMelon,NONE,WaterMelon,0,1068,0,NONE
0,WaterMelon,0,NONE,0,NONE,300,3200,0,WaterMelon,NONE,NONE,1200,2200,WaterMelon,NONE,WaterMelon,0,1069,0,NONE
0,ShaveIce,0,NONE,0,NONE,300,2550,0,WaterMelon,NONE,NONE,1150,1850,WaterMelon,NONE,WaterMelon,0,1070,0,NONE
0,ShaveIce,0,NONE,0,NONE,300,2400,0,WaterMelon,NONE,NONE,1000,1700,WaterMelon,NONE,WaterMelon,0,1071,0,NONE
0,WaterMelon,0,NONE,0,NONE,400,1600,0,BeachTrap,NONE,NONE,800,1200,SummerEnemyA,NONE,SpeedTerritoryB,0,1072,0,NONE
0,Balloon,0,NONE,0,NONE,400,1600,0,BeachTrap,NONE,NONE,800,1200,SummerEnemyB,NONE,SpeedTerritoryB,0,1073,0,NONE
0,BeachJumpBoard,0,NONE,0,NONE,400,1600,0,BeachTrap,NONE,NONE,800,1200,SummerEnemyC,NONE,SpeedTerritoryB,0,1074,0,NONE
0,ShaveIce,0,NONE,0,NONE,400,1600,0,BeachTrap,NONE,NONE,800,1200,SummerEnemyD,NONE,SpeedTerritoryB,0,1075,0,NONE
0,ShaveIce,0,SummerEnemyG,0,NONE,400,1800,3600,SummerEnemyD,NONE,ShellFlyingItem,800,1200,EnemyB,EnemyB,SummerJumpOverEnemyC,3000,1076,2400,NONE
0,ShaveIce,0,SummerEnemyG,0,NONE,400,2000,3600,SpeedTerritoryA,NONE,EnemyB,800,1600,SpeedTerritoryA,SummerEnemyC,WaterMelon,3200,1077,2600,NONE
0,SummerEnemyG,0,NONE,0,NONE,400,2000,3600,Surf,NONE,SummerEnemyG,800,1600,SummerEnemyB,BeachJumpOverTrap,ShellFlyingItem,3600,1078,2800,NONE
0,Surf,0,SummerEnemyB,0,NONE,400,1600,2800,BeachTrap,NONE,ShellFlyingItem,800,1200,BeachTrap,ShellFlyingItem,BeachJumpOverTrap,2400,1079,2000,NONE
0,SummerEnemyB,2800,SummerEnemyB,3200,SummerEnemyB,400,1300,2400,BeachJumpBoard,NONE,Surf,700,1000,BeachTrap_NoCall,SummerEnemyC,SummerEnemyA_NoColl,2000,1080,1600,ShellFlyingItem
0,SummerEnemyB,0,BeachJumpOverTrap,0,NONE,400,1600,3600,SummerEnemyA,NONE,BeachTrap,800,1200,ShellFlyingItem,SummerEnemyB,Surf,2800,1081,2000,NONE
0,SurfB,0,BeachJumpOverTrap,0,NONE,400,2000,3600,SurfB,NONE,SummerEnemyB,800,1600,BeachTrap,SummerEnemyB,ShellFlyingItem,3200,1082,2400,NONE
0,SummerEnemyB,3400,ShellFlyingItem,0,NONE,400,1800,3000,SpeedTerritoryA,NONE,SummerEnemyC,800,1100,ShellFlyingItem,Surf,SurfB,2600,1083,2000,SummerEnemyG
0,SummerEnemyC,0,SummerEnemyC,0,NONE,300,1800,3600,Surf,NONE,SummerEnemyG,800,1500,ShellFlyingItem,SurfB,EnemyB,2800,1084,2500,NONE
0,SummerEnemyC,0,SummerEnemyC,0,NONE,300,1800,3600,SurfB,NONE,SummerEnemyG,800,1500,BeachJumpOverTrap,SurfB,EnemyB,2800,1085,2500,NONE
0,SummerEnemyC,0,BeachJumpOverTrap,0,NONE,300,1800,3600,Surf,NONE,SummerEnemyG,800,1500,ShellFlyingItem,SurfB,EnemyB,2800,1086,2500,NONE
0,SummerEnemyC,0,BeachTrap,0,NONE,300,1800,3600,Surf,NONE,SummerEnemyG,800,1500,ShellFlyingItem,SurfB,EnemyB,2800,1087,2500,NONE
0,NONE,0,NONE,0,NONE,400,0,0,Carpet500,NONE,NONE,0,0,NONE,NONE,NONE,0,1088,0,NONE
0,BeachJumpOverTrap,0,SummerJumpOverEnemyA,0,NONE,500,2100,3500,SummerEnemyA,NONE,BeachJumpOverTrap,1000,1500,BeachTrap,AccelBoardA,SummerEnemyB,3000,1089,2600,NONE
0,AccelBoardA,0,BeachTrap,0,NONE,400,1900,3300,BeachTrap,NONE,SummerEnemyC,900,1500,SummerJumpOverEnemyA,SummerEnemyB,SpeedTerritoryA,2800,1090,2300,NONE
0,SummerEnemyB,0,NONE,0,NONE,500,2700,0,WaterMelon,NONE,NONE,1500,2200,SummerEnemyA,SummerEnemyA,BeachTrap,0,1091,3200,NONE
0,SummerJumpOverEnemyA,0,NONE,0,NONE,600,2200,0,BeachJumpOverTrap,NONE,BeachTrap,1100,1700,BeachTrap,SpeedTerritoryA,SummerEnemyA,3300,1092,2600,NONE
0,ShaveIce,0,NONE,0,NONE,500,2600,0,Surf,NONE,SummerEnemyC,900,1500,ShellFlyingItem,SummerEnemyG,EnemyB,3400,1093,3000,NONE
0,EnemyB,0,NONE,0,NONE,400,2000,0,SummerEnemyC,NONE,SummerEnemyC,800,1300,ShaveIce,SummerEnemyG,BeachJumpOverTrap,3400,1094,2700,NONE
0,ShaveIce,0,NONE,0,NONE,500,2300,0,BeachTrap,NONE,ShellFlyingItem,1000,1900,SpeedTerritoryA,SummerEnemyC,WaterMelon,3300,1095,2800,NONE
0,ShaveIce,0,NONE,0,NONE,400,2500,0,SummerJumpOverEnemyA,NONE,SummerEnemyC,900,1800,SummerEnemyB,ShellFlyingItem,BeachJumpBoard,3500,1096,3000,NONE
0,SummerEnemyC,0,SummerEnemyA,0,NONE,400,1900,3400,SummerEnemyA,NONE,SummerEnemyB,800,1400,AccelBoardA,AccelBoardA,SpeedTerritoryA,3000,1097,2200,NONE
0,BeachTrap,0,BeachTrap,0,NONE,500,1900,3300,BeachTrap,NONE,SummerEnemyB,900,1500,SummerEnemyB,SummerEnemyC,AccelBoardA,3000,1098,2400,NONE
0,AccelBoardA,0,NONE,0,NONE,400,1900,0,SummerEnemyB,NONE,SummerEnemyB,800,1400,SummerEnemyC,SummerEnemyA,BeachTrap,3000,1099,2500,NONE
0,SpeedTerritoryA,0,SummerEnemyB,0,NONE,500,1900,3400,SummerEnemyA,NONE,BeachTrap,900,1300,AccelBoardA,SummerEnemyD,BeachTrap,3000,1100,2300,NONE
0,SummerEnemyB,0,NONE,0,NONE,600,2100,0,SummerEnemyA,NONE,BeachTrap,1000,1600,SpeedTerritoryA,SummerEnemyB,BeachTrap,3300,1101,2700,NONE
0,SummerEnemyB,3400,SummerEnemyA,0,NONE,500,1900,3000,BeachTrap,NONE,BeachTrap,900,1500,AccelBoardA,SummerEnemyC,SummerEnemyA,2700,1102,2300,SummerEnemyB
0,SpeedTerritoryA,0,SummerEnemyC,0,NONE,600,1900,3600,SummerEnemyB,NONE,SpeedTerritoryA,1100,1500,BeachTrap,SummerEnemyB,SummerEnemyC,3300,1103,2800,NONE
0,SummerEnemyA,3300,SpeedTerritoryA,0,NONE,600,1800,2900,BeachTrap,NONE,SummerEnemyA,1000,1400,BeachTrap,AccelBoardA,SummerEnemyD,2600,1104,2200,SummerEnemyC
0,SummerEnemyA,3500,SummerEnemyD,0,NONE,500,1900,3100,SummerJumpOverEnemyA,NONE,SummerJumpOverEnemyC,1000,1500,SummerEnemyC,SummerEnemyD,SummerJumpOverEnemyD,2800,1105,2400,SummerEnemyA
0,SummerEnemyD,0,SummerEnemyC,0,NONE,500,2000,3500,SummerJumpOverEnemyC,NONE,SummerEnemyD,900,1500,SummerJumpOverEnemyB,SummerJumpOverEnemyB,SummerEnemyA,3100,1106,2500,NONE
0,SummerJumpOverEnemyA,0,NONE,0,NONE,600,2300,0,SummerEnemyA,NONE,SummerJumpOverEnemyB,1200,1800,SummerJumpOverEnemyC,SummerEnemyA,SummerJumpOverEnemyC,3400,1107,2800,NONE
0,SummerJumpOverEnemyC,0,NONE,0,NONE,500,2400,0,SummerJumpOverEnemyB,NONE,SummerEnemyB,1000,1700,SummerJumpOverEnemyA,SummerEnemyA,SummerEnemyD,3500,1108,2900,NONE
0,SummerEnemyG,0,NONE,0,NONE,700,2000,0,SurfC,NONE,NONE,1000,1300,SummerEnemyB,SummerEnemyG,ShellFlyingItem,0,8001,3000,NONE
0,SummerEnemyA,0,NONE,0,NONE,700,2000,0,SurfC,NONE,NONE,1000,1300,EnemyB,SummerEnemyG,SummerEnemyA,0,8002,3000,NONE
0,BeachTrap,3100,SpeedTerritoryB,0,NONE,300,1900,2800,SurfB,NONE,SpeedTerritoryA,1300,1600,SummerJumpOverEnemyA,BeachJumpOverTrap,SummerEnemyA,2500,8003,2200,AccelBoardA
0,SpeedTerritoryA_NoColl,0,NONE,0,NONE,300,1800,0,SurfB,NONE,WaterMelon,1300,1600,SummerEnemyA_NoColl,WarpGateA,BeachJumpBoard,3200,8004,2200,NONE
0,SpeedTerritoryA_NoColl,0,NONE,0,NONE,300,2400,0,SurfB,NONE,NONE,1300,2000,SummerEnemyA_NoColl,NONE,Balloon,0,8005,0,NONE
0,BeachTrap,2100,SpeedTerritoryB,3000,SurfB,0,900,1800,NONE,NONE,SpeedTerritoryA,300,600,SummerJumpOverEnemyA,BeachJumpOverTrap,SummerEnemyA,1500,8006,1200,AccelBoardA
0,SpeedTerritoryA_NoColl,0,SurfB,0,NONE,0,800,3000,NONE,NONE,WaterMelon,300,600,SummerEnemyA_NoColl,WarpGateA,BeachJumpBoard,2200,8007,1200,NONE
0,SpeedTerritoryA_NoColl,0,NONE,0,NONE,0,1300,0,NONE,NONE,NONE,300,1000,SummerEnemyA_NoColl,SurfB,Balloon,0,8008,3000,NONE
0,NONE,0,NONE,0,NONE,0,1300,0,NONE,NONE,NONE,300,1000,NONE,NONE,NONE,0,8009,3000,NONE
0,BeachJumpBoard,0,NONE,0,NONE,500,3100,0,AccelBoardA,NONE,NONE,1000,2000,WarpGateA,NONE,AccelBoardA,0,9990,0,NONE
0,SummerJumpOverEnemyB,0,NONE,0,NONE,500,2000,0,AccelBoardA,NONE,NONE,800,1300,BeachTrap,EnemyB,BeachTrap,3000,9991,2500,NONE
0,EnemyB,0,NONE,0,NONE,500,2100,0,AccelBoardA,NONE,BeachTrap,1100,1400,SummerJumpOverEnemyB,AccelBoardA,SummerEnemyC,3300,9992,2800,NONE
0,AccelBoardA,0,SummerEnemyA,0,NONE,500,2500,3600,AccelBoardA,NONE,SummerEnemyA,1200,2000,SummerEnemyA,SummerEnemyB,SummerJumpOverEnemyA,3300,9993,3000,NONE
0,AccelBoardA,0,NONE,0,NONE,300,2000,0,WaterMelon,NONE,AccelBoardA,1000,1500,AccelBoardA,AccelBoardA,AccelBoardA,3000,9994,2500,NONE
0,SpeedTerritoryA,0,NONE,0,NONE,500,1700,0,SummerJumpOverEnemyA,NONE,SummerJumpOverEnemyA,900,1400,BeachJumpOverTrap,BeachJumpOverTrap,EnemyB,3000,9995,2600,NONE
0,AccelBoardA,0,NONE,0,NONE,400,2700,0,SummerJumpOverEnemyB,NONE,NONE,700,1900,AccelBoardA,NONE,WarpGateA,0,9996,0,NONE
0,ShellFlyingItem,0,NONE,0,NONE,400,2700,0,ShaveIce,NONE,NONE,700,1900,SummerEnemyA,ShellFlyingItem,ShellFlyingItem,0,9997,3600,NONE
