teaser_time,count_start_time,teaser_dialog_type,backgroud_size_y,banner_unit_id,close_time,event_id,sheet_id,que_id,series_event_id,backgroud_pos_y,start_time,backgroud_size_x,end_time,backgroud_pos_x,background,original_event_id
"2020/11/14 15:00:00","2020/11/14 15:00:00",0,1060,108201,"2020/11/25 14:59:59",10026,bgm_M135,bgm_M135,0,50,"2020/11/16 15:00:00",1768,"2020/11/23 14:59:59",60,500264,10007
"2020/11/27 15:00:00","2020/11/27 15:00:00",0,1060,100501,"2020/12/18 14:59:59",10027,bgm_M273,bgm_M273,0,50,"2020/11/30 15:00:00",1800,"2020/12/14 14:59:59",60,500836,0
"2020/12/13 15:00:00","2020/12/13 15:00:00",0,1060,100901,"2020/12/24 14:59:59",10028,bgm_M162,bgm_M162,0,50,"2020/12/15 15:00:00",1768,"2020/12/22 14:59:59",60,500143,10008
"2020/12/26 15:00:00","2020/12/26 15:00:00",0,1060,111601,"2021/01/16 14:59:59",10029,bgm_M281,bgm_M281,0,50,"2020/12/29 15:00:00",1768,"2021/01/12 14:59:59",60,500880,0
"2021/01/12 15:00:00","2021/01/12 15:00:00",0,1060,108501,"2021/01/23 14:59:59",10030,bgm_M171,bgm_M171,0,50,"2021/01/14 15:00:00",1768,"2021/01/21 14:59:59",60,500114,10009
"2021/01/25 15:00:00","2021/01/25 15:00:00",0,1060,112101,"2021/02/15 14:59:59",10031,bgm_M294,bgm_M294,0,50,"2021/01/28 15:00:00",1768,"2021/02/11 14:59:59",60,500911,0
"2021/02/12 15:00:00","2021/02/12 15:00:00",0,1060,108901,"2021/02/23 14:59:59",10032,bgm_M182,bgm_M182,0,50,"2021/02/14 15:00:00",1768,"2021/02/21 14:59:59",60,500553,10010
"2021/02/27 15:00:00","2021/02/27 15:00:00",0,1060,112301,"2021/03/20 14:59:59",10033,bgm_M316,bgm_M316,0,50,"2021/03/02 15:00:00",1768,"2021/03/16 14:59:59",60,500016,0
"2021/03/15 15:00:00","2021/03/15 15:00:00",0,1060,109001,"2021/03/26 14:59:59",10034,bgm_M189,bgm_M189,0,50,"2021/03/17 15:00:00",1768,"2021/03/24 14:59:59",60,500600,10011
"2021/03/27 15:00:00","2021/03/27 15:00:00",0,1060,112401,"2021/04/24 14:59:59",10035,bgm_M330,bgm_M330,0,50,"2021/03/30 15:00:00",1768,"2021/04/20 14:59:59",60,500175,0
"2021/03/27 15:00:00","2021/03/27 15:00:00",0,1060,112401,"2021/04/24 14:59:59",10036,bgm_M341,bgm_M341,10035,50,"2021/04/11 15:00:00",1768,"2021/04/20 14:59:59",60,500921,0
"2021/04/13 15:00:00","2021/04/13 15:00:00",0,1060,101401,"2021/04/24 14:59:59",10037,bgm_M206,bgm_M206,0,50,"2021/04/15 15:00:00",1768,"2021/04/22 14:59:59",60,500013,10012
"2021/04/26 15:00:00","2021/04/26 15:00:00",0,1060,111001,"2021/05/17 14:59:59",10038,bgm_M343,bgm_M343,0,50,"2021/04/29 15:00:00",1768,"2021/05/13 14:59:59",60,500751,0
"2021/05/14 15:00:00","2021/05/14 15:00:00",0,1060,109301,"2021/05/25 14:59:59",10039,bgm_M215,bgm_M215,0,50,"2021/05/16 15:00:00",1768,"2021/05/23 14:59:59",60,500133,10013
"2021/05/28 15:00:00","2021/05/28 15:00:00",0,1060,103301,"2021/06/18 14:59:59",10040,bgm_M351,bgm_M351,0,50,"2021/05/31 15:00:00",1768,"2021/06/14 14:59:59",60,500990,0
"2021/06/15 15:00:00","2021/06/15 15:00:00",0,1060,109501,"2021/06/26 14:59:59",10041,bgm_M223,bgm_M223,0,50,"2021/06/17 15:00:00",1768,"2021/06/24 14:59:59",60,500650,10015
"2021/06/28 15:00:00","2021/06/28 15:00:00",0,1060,113001,"2021/07/19 14:59:59",10042,bgm_M375,bgm_M375,0,50,"2021/07/01 15:00:00",1768,"2021/07/15 14:59:59",60,500016,0
"2021/07/14 15:00:00","2021/07/14 15:00:00",0,1060,110101,"2021/07/25 14:59:59",10043,bgm_M237,bgm_M237,0,50,"2021/07/16 15:00:00",1600,"2021/07/23 14:59:59",12,500683,10019
"2021/07/30 15:00:00","2021/07/30 15:00:00",0,1060,113201,"2021/08/20 14:59:59",10044,bgm_M380A,bgm_M380A,0,50,"2021/08/02 15:00:00",1768,"2021/08/16 14:59:59",60,500016,0
"2021/08/15 15:00:00","2021/08/15 15:00:00",0,1060,110501,"2021/08/26 14:59:59",10045,bgm_M245,bgm_M245_02,0,50,"2021/08/17 15:00:00",1768,"2021/08/24 14:59:59",60,500713,10021
"2021/08/29 15:00:00","2021/08/29 15:00:00",0,1060,113501,"2021/09/19 14:59:59",10046,bgm_M393,bgm_M393,0,50,"2021/09/01 15:00:00",1768,"2021/09/15 14:59:59",60,501091,0
"2021/09/15 15:00:00","2021/09/15 15:00:00",0,1060,110701,"2021/09/26 14:59:59",10047,bgm_M254,bgm_M254,0,50,"2021/09/17 15:00:00",1800,"2021/09/24 14:59:59",34,500731,10023
"2021/09/29 15:00:00","2021/09/29 15:00:00",0,1060,113801,"2021/10/20 14:59:59",10048,bgm_M403,bgm_M403,0,50,"2021/10/02 15:00:00",1768,"2021/10/16 14:59:59",60,500016,0
"2021/10/17 15:00:00","2021/10/17 15:00:00",0,1060,111201,"2021/10/28 14:59:59",10049,bgm_M265,bgm_M265_Top,0,50,"2021/10/19 15:00:00",1768,"2021/10/26 14:59:59",60,505033,10025
"2021/10/29 15:00:00","2021/10/29 15:00:00",0,1060,114101,"2021/11/19 14:59:59",10050,bgm_M413,bgm_M413,0,50,"2021/11/01 15:00:00",1768,"2021/11/15 14:59:59",60,501133,0
"2021/11/15 15:00:00","2021/11/15 15:00:00",0,1060,100501,"2021/11/26 14:59:59",10051,bgm_M273,bgm_M273,0,50,"2021/11/17 15:00:00",1800,"2021/11/24 14:59:59",60,500836,10027
"2021/11/28 15:00:00","2021/11/28 15:00:00",0,1060,114201,"2021/12/19 14:59:59",10052,bgm_M421,bgm_M421,0,50,"2021/12/01 15:00:00",1768,"2021/12/15 14:59:59",60,500016,0
"2021/12/08 15:00:00","2021/12/08 15:00:00",0,1060,109701,"2021/12/23 14:59:59",10053,bgm_M228,bgm_M228,0,50,"2021/12/10 15:00:00",1768,"2021/12/21 14:59:59",60,500175,10017
"2021/12/27 15:00:00","2021/12/27 15:00:00",0,1060,114401,"2022/01/17 14:59:59",10054,bgm_M426,bgm_M426,0,50,"2021/12/30 15:00:00",1768,"2022/01/13 14:59:59",60,501171,0
"2022/01/13 15:00:00","2022/01/13 15:00:00",0,1060,111601,"2022/01/24 14:59:59",10055,bgm_M281,bgm_M281,0,50,"2022/01/15 15:00:00",1768,"2022/01/22 14:59:59",60,500880,10029
"2022/01/25 15:00:00","2022/01/25 15:00:00",0,1060,111801,"2022/02/15 14:59:59",10056,bgm_M435,bgm_M435,0,50,"2022/01/28 15:00:00",1768,"2022/02/11 14:59:59",60,501160,0
"2022/02/12 15:00:00","2022/02/12 15:00:00",0,1060,112101,"2022/02/23 14:59:59",10057,bgm_M294,bgm_M294,0,50,"2022/02/14 15:00:00",1768,"2022/02/21 14:59:59",60,500911,10031
"2022/02/25 15:00:00","2022/02/25 15:00:00",0,1060,115601,"2022/03/24 14:59:59",10058,bgm_M442A,bgm_M442A,0,50,"2022/02/28 15:00:00",1768,"2022/03/20 14:59:59",60,500143,0
"2022/02/25 15:00:00","2022/02/25 15:00:00",0,1060,115601,"2022/03/24 14:59:59",10059,bgm_M442B,bgm_M442B,10058,50,"2022/03/10 15:00:00",1768,"2022/03/20 14:59:59",60,501203,0
"2022/03/14 15:00:00","2022/03/14 15:00:00",1,1060,112301,"2022/03/25 14:59:59",10060,bgm_M316,bgm_M316,0,50,"2022/03/16 15:00:00",1768,"2022/03/23 14:59:59",60,500016,10033
"2022/03/25 15:00:00","2022/03/25 15:00:00",0,1060,115801,"2022/04/15 14:59:59",10061,bgm_M451,bgm_M451,0,50,"2022/03/28 15:00:00",1768,"2022/04/11 14:59:59",60,500133,0
"2022/04/05 15:00:00","2022/04/05 15:00:00",0,1060,112401,"2022/04/25 14:59:59",10062,bgm_M330,bgm_M330,0,50,"2022/04/07 15:00:00",1768,"2022/04/23 14:59:59",60,500175,10035
"2022/04/05 15:00:00","2022/04/05 15:00:00",0,1060,112401,"2022/04/25 14:59:59",10063,bgm_M341,bgm_M341,10062,50,"2022/04/15 15:00:00",1768,"2022/04/23 14:59:59",60,500921,10036
"2022/04/25 15:00:00","2022/04/25 15:00:00",0,1060,116201,"2022/05/16 14:59:59",10064,bgm_M457,bgm_M457,0,50,"2022/04/28 15:00:00",1768,"2022/05/12 14:59:59",34,501260,0
"2022/05/16 15:00:00","2022/05/16 15:00:00",0,1060,111001,"2022/05/27 14:59:59",10065,bgm_M343,bgm_M343,0,50,"2022/05/18 15:00:00",1768,"2022/05/25 14:59:59",60,500751,10038
"2022/05/27 15:00:00","2022/06/09 15:00:00",0,1060,116501,"2022/06/17 14:59:59",10066,bgm_M467,bgm_M467,0,50,"2022/05/30 15:00:00",1768,"2022/06/13 14:59:59",60,500016,0
"2022/06/15 15:00:00","2022/06/21 15:00:00",0,1060,103301,"2022/06/26 14:59:59",10067,bgm_M351,bgm_M351,0,50,"2022/06/17 15:00:00",1768,"2022/06/24 14:59:59",60,500990,10040
"2022/06/27 15:00:00","2022/07/10 15:00:00",0,1060,116701,"2022/07/18 14:59:59",10068,bgm_M478,bgm_M478_Lofi,0,50,"2022/06/30 15:00:00",1768,"2022/07/14 14:59:59",60,500016,0
"2022/07/16 15:00:00","2022/07/22 15:00:00",0,1060,113001,"2022/07/27 14:59:59",10069,bgm_M375,bgm_M375,0,50,"2022/07/18 15:00:00",1768,"2022/07/25 14:59:59",60,500016,10042
"2022/07/26 15:00:00","2022/08/08 15:00:00",0,1060,117101,"2022/08/16 14:59:59",10070,bgm_M486,bgm_M486,0,50,"2022/07/29 15:00:00",1768,"2022/08/12 14:59:59",60,500016,0
"2022/08/15 15:00:00","2022/08/21 15:00:00",0,1060,113201,"2022/08/26 14:59:59",10071,bgm_M380A,bgm_M380A,0,50,"2022/08/17 15:00:00",1768,"2022/08/24 14:59:59",60,500016,10044
"2022/08/26 15:00:00","2022/09/08 15:00:00",0,1060,117401,"2022/09/16 14:59:59",10072,bgm_M496,bgm_M496,0,50,"2022/08/29 15:00:00",1768,"2022/09/12 14:59:59",60,501031,0
"2022/09/15 15:00:00","2022/09/21 15:00:00",0,1060,113501,"2022/09/26 14:59:59",10073,bgm_M393,bgm_M393,0,50,"2022/09/17 15:00:00",1768,"2022/09/24 14:59:59",60,501091,10046
"2022/09/26 15:00:00","2022/10/09 15:00:00",0,1060,117501,"2022/10/17 14:59:59",10074,bgm_M508,bgm_M508,0,50,"2022/09/29 15:00:00",1768,"2022/10/13 14:59:59",60,500016,0
"2022/10/15 15:00:00","2022/10/21 15:00:00",0,1060,113801,"2022/10/26 14:59:59",10075,bgm_M403,bgm_M403,0,50,"2022/10/17 15:00:00",1768,"2022/10/24 14:59:59",60,500016,10048
"2022/10/28 15:00:00","2022/11/10 15:00:00",0,1060,117801,"2022/11/18 14:59:59",10076,bgm_M520,bgm_M520,0,50,"2022/10/31 15:00:00",1768,"2022/11/14 14:59:59",60,505033,0
"2022/11/15 15:00:00","2022/11/21 15:00:00",0,1060,114101,"2022/11/26 14:59:59",10077,bgm_M413,bgm_M413,0,50,"2022/11/17 15:00:00",1768,"2022/11/24 14:59:59",60,501133,10050
"2022/11/28 15:00:00","2022/12/11 15:00:00",0,1060,119001,"2022/12/19 14:59:59",10078,bgm_M527,bgm_M527,0,50,"2022/12/01 15:00:00",1768,"2022/12/15 14:59:59",60,500016,0
"2022/12/15 15:00:00","2022/12/21 15:00:00",1,1060,114201,"2022/12/26 14:59:59",10079,bgm_M421,bgm_M421,0,50,"2022/12/17 15:00:00",1768,"2022/12/24 14:59:59",60,500016,10052
"2022/12/26 15:00:00","2023/01/08 15:00:00",0,1060,119201,"2023/01/16 14:59:59",10080,bgm_M536,bgm_M536,0,50,"2022/12/29 15:00:00",1768,"2023/01/12 14:59:59",60,500881,0
"2023/01/13 15:00:00","2023/01/19 15:00:00",0,1060,114401,"2023/01/24 14:59:59",10081,bgm_M426,bgm_M426,0,50,"2023/01/15 15:00:00",1768,"2023/01/22 14:59:59",60,501171,10054
"2023/01/27 15:00:00","2023/02/09 15:00:00",0,1060,120801,"2023/02/17 14:59:59",10082,bgm_M543,bgm_M543,0,50,"2023/01/30 15:00:00",1768,"2023/02/13 14:59:59",60,501483,0
"2023/02/15 15:00:00","2023/02/21 15:00:00",0,1060,111801,"2023/02/26 14:59:59",10083,bgm_M435,bgm_M435,0,50,"2023/02/17 15:00:00",1768,"2023/02/24 14:59:59",60,501160,10056
"2023/02/27 15:00:00","2023/03/18 15:00:00",0,1060,106001,"2023/03/26 14:59:59",10084,bgm_M552,bgm_M552,0,50,"2023/03/02 15:00:00",1768,"2023/03/22 14:59:59",60,510306,0
"2023/02/27 15:00:00","2023/03/18 15:00:00",0,1060,121201,"2023/03/26 14:59:59",10085,bgm_M553,bgm_M553,10084,50,"2023/03/09 15:00:00",1768,"2023/03/22 14:59:59",60,510225,0
"2023/03/10 15:00:00","2023/03/21 15:00:00",0,1060,115601,"2023/03/26 14:59:59",10086,bgm_M442A,bgm_M442A,0,50,"2023/03/12 15:00:00",1768,"2023/03/24 14:59:59",60,500143,10058
"2023/03/10 15:00:00","2023/03/21 15:00:00",0,1060,115601,"2023/03/26 14:59:59",10087,bgm_M442B,bgm_M442B,10086,50,"2023/03/18 15:00:00",1768,"2023/03/24 14:59:59",60,501203,10059
"2023/03/26 15:00:00","2023/04/08 15:00:00",0,1060,121401,"2023/04/16 14:59:59",10088,bgm_M565,bgm_M565,0,50,"2023/03/29 15:00:00",1768,"2023/04/12 14:59:59",60,500118,0
"2023/04/12 15:00:00","2023/04/18 15:00:00",0,1060,115801,"2023/04/23 14:59:59",10089,bgm_M451,bgm_M451,0,50,"2023/04/14 15:00:00",1768,"2023/04/21 14:59:59",60,500133,10061
"2023/04/29 15:00:00","2023/05/12 15:00:00",1,1060,121601,"2023/05/20 14:59:59",10090,bgm_M574,bgm_M574,0,50,"2023/05/02 15:00:00",1768,"2023/05/16 14:59:59",60,500016,0
"2023/05/16 15:00:00","2023/05/22 15:00:00",0,1060,116201,"2023/05/27 14:59:59",10091,bgm_M457,bgm_M457,0,50,"2023/05/18 15:00:00",1768,"2023/05/25 14:59:59",34,501260,10064
"2023/05/27 15:00:00","2023/06/09 15:00:00",0,1060,122001,"2023/06/17 14:59:59",10092,bgm_M582,bgm_M582,0,50,"2023/05/30 15:00:00",1768,"2023/06/13 14:59:59",60,500016,0
"2023/06/13 15:00:00","2023/06/19 15:00:00",0,1060,116501,"2023/06/24 14:59:59",10093,bgm_M467,bgm_M467,0,50,"2023/06/15 15:00:00",1768,"2023/06/22 14:59:59",60,500016,10066
"2023/06/26 15:00:00","2023/07/09 15:00:00",0,1060,122101,"2023/07/17 14:59:59",10094,bgm_M595,bgm_M595,0,50,"2023/06/29 15:00:00",1768,"2023/07/13 14:59:59",60,500016,0
"2023/07/13 15:00:00","2023/07/19 15:00:00",0,1060,116701,"2023/07/24 14:59:59",10095,bgm_M478,bgm_M478_Lofi,0,50,"2023/07/15 15:00:00",1768,"2023/07/22 14:59:59",60,500016,10068
"2023/07/29 15:00:00","2023/08/11 15:00:00",0,1060,122401,"2023/08/19 14:59:59",10096,bgm_M601,bgm_M601,0,50,"2023/08/01 15:00:00",1768,"2023/08/15 14:59:59",60,500016,0
"2023/08/15 15:00:00","2023/08/21 15:00:00",0,1060,117101,"2023/08/26 14:59:59",10097,bgm_M486,bgm_M486,0,50,"2023/08/17 15:00:00",1768,"2023/08/24 14:59:59",60,500016,10070
"2023/08/27 15:00:00","2023/09/09 15:00:00",0,1060,122801,"2023/09/17 14:59:59",10098,bgm_M608,bgm_M608,0,50,"2023/08/30 15:00:00",1768,"2023/09/13 14:59:59",60,500010,0
"2023/09/15 15:00:00","2023/09/21 15:00:00",0,1060,117401,"2023/09/26 14:59:59",10099,bgm_M496,bgm_M496,0,50,"2023/09/17 15:00:00",1768,"2023/09/24 14:59:59",60,501031,10072
"2023/09/22 15:00:00","2023/10/05 15:00:00",0,1060,123101,"2023/10/13 14:59:59",10100,bgm_M618,bgm_M618,0,50,"2023/09/25 15:00:00",1768,"2023/10/09 14:59:59",60,500016,0
"2023/10/15 15:00:00","2023/10/21 15:00:00",0,1060,117501,"2023/10/26 14:59:59",10101,bgm_M508,bgm_M508,0,50,"2023/10/17 15:00:00",1768,"2023/10/24 14:59:59",60,500016,10074
"2023/10/30 15:00:00","2023/11/12 15:00:00",0,1060,123501,"2023/11/20 14:59:59",10102,bgm_M623,bgm_M623,0,50,"2023/11/02 15:00:00",1768,"2023/11/16 14:59:59",60,500096,0
"2023/11/16 15:00:00","2023/11/22 15:00:00",0,1060,117801,"2023/11/27 14:59:59",10103,bgm_M520,bgm_M520,0,50,"2023/11/18 15:00:00",1768,"2023/11/25 14:59:59",60,505033,10076
"2023/11/27 15:00:00","2023/12/10 15:00:00",0,1060,123901,"2023/12/18 14:59:59",10104,bgm_M630,bgm_M630,0,50,"2023/11/30 15:00:00",1768,"2023/12/14 14:59:59",60,500096,0
"2023/12/14 15:00:00","2023/12/20 15:00:00",0,1060,119001,"2023/12/25 14:59:59",10105,bgm_M527,bgm_M527,0,50,"2023/12/16 15:00:00",1768,"2023/12/23 14:59:59",60,500016,10078
"2023/12/25 15:00:00","2024/01/07 15:00:00",0,1060,124001,"2024/01/15 14:59:59",10106,bgm_M638,bgm_M638,0,50,"2023/12/28 15:00:00",1768,"2024/01/11 14:59:59",60,501463,0
"2024/01/14 15:00:00","2024/01/20 15:00:00",0,1060,119201,"2024/01/25 14:59:59",10107,bgm_M536,bgm_M536,0,50,"2024/01/16 15:00:00",1768,"2024/01/23 14:59:59",60,500881,10080
"2024/01/27 15:00:00","2024/02/09 15:00:00",0,1060,124701,"2024/02/17 14:59:59",10108,bgm_M647,bgm_M647,0,50,"2024/01/30 15:00:00",1768,"2024/02/13 14:59:59",60,501884,0
"2024/02/14 15:00:00","2024/02/20 15:00:00",0,1060,120801,"2024/02/25 14:59:59",10109,bgm_M543,bgm_M543,0,50,"2024/02/16 15:00:00",1768,"2024/02/23 14:59:59",60,501483,10082
"2024/02/26 15:00:00","2024/03/16 15:00:00",0,1060,125901,"2024/03/26 14:59:59",10110,bgm_M659,bgm_M659,0,50,"2024/02/29 15:00:00",1768,"2024/03/22 14:59:59",60,500013,0
"2024/02/26 15:00:00","2024/03/16 15:00:00",0,1060,125901,"2024/03/26 14:59:59",10111,bgm_M660,bgm_M660,10110,50,"2024/03/07 15:00:00",1768,"2024/03/22 14:59:59",60,501931,0
"2024/03/07 15:00:00","2024/03/18 15:00:00",0,1060,106001,"2024/03/24 14:59:59",10112,bgm_M552,bgm_M552,0,50,"2024/03/09 15:00:00",1768,"2024/03/22 14:59:59",60,510306,10084
"2024/03/07 15:00:00","2024/03/18 15:00:00",0,1060,121201,"2024/03/24 14:59:59",10113,bgm_M553,bgm_M553,10112,50,"2024/03/14 15:00:00",1768,"2024/03/22 14:59:59",60,510225,10085
"2024/03/28 15:00:00","2024/04/09 15:00:00",0,1060,125201,"2024/04/17 14:59:59",10114,bgm_M668,bgm_M668,0,50,"2024/03/30 15:00:00",1768,"2024/04/13 14:59:59",60,501463,0
"2024/04/13 15:00:00","2024/04/20 15:00:00",0,1060,121401,"2024/04/25 14:59:59",10115,bgm_M565,bgm_M565,0,50,"2024/04/16 15:00:00",1768,"2024/04/23 14:59:59",60,500118,10088
"2024/04/28 15:00:00","2024/05/10 15:00:00",0,1060,125401,"2024/05/18 14:59:59",10116,bgm_MC017,bgm_MC017,0,50,"2024/04/30 15:00:00",1768,"2024/05/14 14:59:59",60,501683,0
"2024/05/14 15:00:00","2024/05/20 15:00:00",1,1060,121601,"2024/05/25 14:59:59",10117,bgm_M574,bgm_M574,0,50,"2024/05/16 15:00:00",1768,"2024/05/23 14:59:59",60,500016,10090
"2024/05/25 15:00:00","2024/06/07 15:00:00",0,1060,127401,"2024/06/15 14:59:59",10118,bgm_MC026,bgm_MC026,0,50,"2024/05/28 15:00:00",1768,"2024/06/11 14:59:59",60,500013,0
"2024/06/12 15:00:00","2024/06/18 15:00:00",0,1060,122001,"2024/06/23 14:59:59",10119,bgm_M582,bgm_M582,0,50,"2024/06/14 15:00:00",1768,"2024/06/21 14:59:59",60,500016,10092
"2024/06/29 15:00:00","2024/07/12 15:00:00",0,1060,126201,"2024/07/20 14:59:59",10120,bgm_MC036,bgm_MC036,0,50,"2024/07/02 15:00:00",1768,"2024/07/16 14:59:59",60,501983,0
"2024/07/14 15:00:00","2024/07/20 15:00:00",0,1060,122101,"2024/07/25 14:59:59",10121,bgm_M595,bgm_M595,0,50,"2024/07/16 15:00:00",1768,"2024/07/23 14:59:59",60,500016,10094
"2024/07/28 15:00:00","2024/08/10 15:00:00",0,1060,126701,"2024/08/18 14:59:59",10122,bgm_MC046,bgm_MC046,0,50,"2024/07/31 15:00:00",1768,"2024/08/14 14:59:59",60,500016,0
"2024/08/15 15:00:00","2024/08/21 15:00:00",0,1060,122401,"2024/08/26 14:59:59",10123,bgm_M601,bgm_M601,0,50,"2024/08/17 15:00:00",1768,"2024/08/24 14:59:59",60,500016,10096
"2024/08/24 15:00:00","2024/09/06 15:00:00",0,1060,127001,"2024/09/14 14:59:59",10124,bgm_MC056,bgm_MC056,0,50,"2024/08/27 15:00:00",1768,"2024/09/10 14:59:59",60,501613,0
"2024/09/12 15:00:00","2024/09/18 15:00:00",0,1060,122801,"2024/09/23 14:59:59",10125,bgm_M608,bgm_M608,0,50,"2024/09/14 15:00:00",1768,"2024/09/21 14:59:59",60,500010,10098
"2024/09/27 15:00:00","2024/10/10 15:00:00",0,1060,127201,"2024/10/18 14:59:59",10126,bgm_MC063,bgm_MC063,0,50,"2024/09/30 15:00:00",1768,"2024/10/14 14:59:59",60,502032,0
