id,login_bonus_id,count,bg_id,character_name,reward_id,description,voice_id,reward_num,reward_type,character_id
45,40001,9,0,"스즈메",91002,"당신과 보내는 첫 여름…\n벌써부터 두근거림이 멈추지 않아요\n즐겁고 근사한 추억이\n또 하나 늘어나겠네요♪",2,150,8,107701
46,40001,10,0,"타마키",91002,"여름이 가장 대목인데\n올해는 너랑 보내고 싶다고\n생각하고 있다냥\n즐거운 추억을 늘려줄 거냥?",2,150,8,107901
57,40003,1,0,"",91002,"",0,150,8,0
58,40003,2,0,"",91002,"",0,150,8,0
59,40003,3,0,"",91002,"",0,150,8,0
60,40003,4,0,"",91002,"",0,150,8,0
61,40003,5,0,"",91002,"",0,150,8,0
62,40003,6,0,"",91002,"",0,150,8,0
63,40003,7,0,"",91002,"",0,150,8,0
64,40003,8,0,"",91002,"",0,150,8,0
65,40003,9,0,"",91002,"",0,150,8,0
66,40003,10,0,"",91002,"",0,150,8,0
67,40004,1,0,"",91002,"",0,150,8,0
68,40004,2,0,"",91002,"",0,150,8,0
69,40004,3,0,"",91002,"",0,150,8,0
70,40004,4,0,"",91002,"",0,150,8,0
71,40004,5,0,"",91002,"",0,150,8,0
72,40004,6,0,"",91002,"",0,150,8,0
73,40004,7,0,"",91002,"",0,150,8,0
74,40004,8,0,"",91002,"",0,150,8,0
75,40004,9,0,"",91002,"",0,150,8,0
76,40004,10,0,"",91002,"",0,150,8,0
77,40005,1,0,"",91002,"",0,150,8,0
78,40005,2,0,"",91002,"",0,150,8,0
79,40005,3,0,"",91002,"",0,150,8,0
80,40005,4,0,"",91002,"",0,150,8,0
81,40005,5,0,"",91002,"",0,150,8,0
82,40005,6,0,"",91002,"",0,150,8,0
83,40005,7,0,"",91002,"",0,150,8,0
84,40005,8,0,"",91002,"",0,150,8,0
85,40005,9,0,"",91002,"",0,150,8,0
86,40005,10,0,"",91002,"",0,150,8,0
87,70000,1,0,"",91002,"",0,500,8,0
88,70000,2,0,"",91002,"",0,500,8,0
89,70001,1,0,"",91002,"",0,300,8,0
90,70001,2,0,"",91002,"",0,300,8,0
91,70001,3,0,"",91002,"",0,300,8,0
92,80001,1,500213,"하츠네",91002,"",1,100,8,101201
93,80001,2,500193,"쿄우카",91002,"",1,100,8,103601
94,80001,3,500263,"마호",91002,"",1,100,8,101001
95,80001,4,500164,"스즈메",91002,"",1,100,8,102501
96,80001,5,500284,"타마키",91002,"",1,100,8,104601
97,80001,6,500070,"아키노",91002,"",1,100,8,103201
98,80001,7,500096,"크리스티나",91002,"",1,100,8,107101
99,80001,8,500096,"토모",91002,"",1,100,8,103701
100,80001,9,500264,"미야코",91002,"",1,100,8,100701
101,80001,10,500143,"안나",91002,"",1,100,8,100901
102,80001,11,500143,"루카",91002,"",1,100,8,105601
103,80001,12,500114,"쿠루미",91002,"",1,100,8,102101
104,80001,13,500600,"리노",91002,"",1,100,8,101101
105,80001,14,500040,"유이",91002,"",1,100,8,100201
106,80001,15,500033,"페코린느",91002,"",1,100,8,105801
107,70002,1,0,"",91002,"",0,500,8,0
108,70002,2,0,"",91002,"",0,500,8,0
109,70003,1,0,"",91002,"",0,300,8,0
110,70003,2,0,"",91002,"",0,300,8,0
111,70003,3,0,"",91002,"",0,300,8,0
112,80002,1,0,"",91002,"",0,100,8,0
113,80002,2,0,"",91002,"",0,100,8,0
114,80002,3,0,"",91002,"",0,100,8,0
115,80002,4,0,"",91002,"",0,100,8,0
116,80002,5,0,"",91002,"",0,100,8,0
117,80002,6,0,"",91002,"",0,100,8,0
118,80002,7,0,"",91002,"",0,100,8,0
119,80002,8,0,"",91002,"",0,100,8,0
120,80002,9,0,"",91002,"",0,100,8,0
121,80002,10,0,"",91002,"",0,100,8,0
122,80002,11,0,"",91002,"",0,100,8,0
123,80002,12,0,"",91002,"",0,100,8,0
124,80002,13,0,"",91002,"",0,100,8,0
125,80002,14,0,"",91002,"",0,100,8,0
126,80002,15,0,"",91002,"",0,100,8,0
127,40006,1,0,"",91002,"",0,150,8,0
128,40006,2,0,"",91002,"",0,150,8,0
129,40006,3,0,"",91002,"",0,150,8,0
130,40006,4,0,"",91002,"",0,150,8,0
131,40006,5,0,"",91002,"",0,150,8,0
132,40006,6,0,"",91002,"",0,150,8,0
133,40006,7,0,"",91002,"",0,150,8,0
134,40006,8,0,"",91002,"",0,150,8,0
135,40006,9,0,"",91002,"",0,150,8,0
136,40006,10,0,"",91002,"",0,150,8,0
137,40007,1,0,"",91002,"",0,150,8,0
138,40007,2,0,"",91002,"",0,150,8,0
139,40007,3,0,"",91002,"",0,150,8,0
140,40007,4,0,"",91002,"",0,150,8,0
141,40007,5,0,"",91002,"",0,150,8,0
142,40007,6,0,"",91002,"",0,150,8,0
143,40007,7,0,"",91002,"",0,150,8,0
144,40007,8,0,"",91002,"",0,150,8,0
145,40007,9,0,"",91002,"",0,150,8,0
146,40007,10,0,"",91002,"",0,150,8,0
147,40008,1,0,"",91002,"",0,150,8,0
148,40008,2,0,"",91002,"",0,150,8,0
149,40008,3,0,"",91002,"",0,150,8,0
150,40008,4,0,"",91002,"",0,150,8,0
151,40008,5,0,"",91002,"",0,150,8,0
152,40008,6,0,"",91002,"",0,150,8,0
153,40008,7,0,"",91002,"",0,150,8,0
154,40008,8,0,"",91002,"",0,150,8,0
155,40008,9,0,"",91002,"",0,150,8,0
156,40008,10,0,"",91002,"",0,150,8,0
157,80003,1,500371,"",91002,"",1,100,8,0
158,80003,2,500371,"",91002,"",1,100,8,0
159,80003,3,500033,"",91002,"",1,100,8,0
160,80003,4,500371,"",91002,"",1,100,8,0
161,80003,5,500033,"",91002,"",1,100,8,0
162,80003,6,500371,"",91002,"",1,100,8,0
163,80003,7,500367,"",91002,"",1,100,8,0
164,80003,8,500367,"",91002,"",1,100,8,0
165,80003,9,500367,"",91002,"",1,100,8,0
166,80003,10,500033,"",91002,"",1,100,8,0
167,80003,11,500033,"",91002,"",1,100,8,0
168,80003,12,500033,"",91002,"",1,100,8,0
169,80003,13,509020,"",91002,"",1,100,8,0
170,80003,14,500371,"",91002,"",1,100,8,0
171,80003,15,500033,"",91002,"",1,100,8,0
183,70004,1,0,"",91002,"",0,500,8,0
184,70004,2,0,"",91002,"",0,500,8,0
185,70005,1,0,"",91002,"",0,300,8,0
186,70005,2,0,"",91002,"",0,300,8,0
187,70005,3,0,"",91002,"",0,300,8,0
188,80004,1,530101,"",91002,"",0,100,8,0
189,80004,2,530102,"",91002,"",0,100,8,0
190,80004,3,530103,"",91002,"",0,100,8,0
191,80004,4,530104,"",91002,"",0,100,8,0
192,80004,5,530105,"",91002,"",0,100,8,0
193,80004,6,530106,"",91002,"",0,100,8,0
194,80004,7,530107,"",91002,"",0,100,8,0
195,80004,8,530108,"",91002,"",0,100,8,0
196,80004,9,530109,"",91002,"",0,100,8,0
197,80004,10,530110,"",91002,"",0,100,8,0
198,80004,11,530111,"",91002,"",0,100,8,0
199,80004,12,530112,"",91002,"",0,100,8,0
200,80004,13,530113,"",91002,"",0,100,8,0
201,80004,14,530114,"",91002,"",0,100,8,0
202,80004,15,530115,"",91002,"",0,100,8,0
203,80004,16,530116,"",91002,"",0,100,8,0
204,80004,17,530117,"",91002,"",0,100,8,0
205,80004,17,530117,"",2805,"",0,1,7,0
206,40009,1,0,"",91002,"",0,150,8,0
207,40009,2,0,"",91002,"",0,150,8,0
208,40009,3,0,"",91002,"",0,150,8,0
209,40009,4,0,"",91002,"",0,150,8,0
210,40009,5,0,"",91002,"",0,150,8,0
211,40009,6,0,"",91002,"",0,150,8,0
212,40009,7,0,"",91002,"",0,150,8,0
213,40009,8,0,"",91002,"",0,150,8,0
214,40009,9,0,"",91002,"",0,150,8,0
215,40009,10,0,"",91002,"",0,150,8,0
216,80005,1,500367,"",91002,"",0,100,8,0
217,80005,2,500367,"",91002,"",0,100,8,0
218,80005,3,500367,"",91002,"",0,100,8,0
219,80005,4,500367,"",91002,"",0,100,8,0
220,80005,5,500367,"",91002,"",0,100,8,0
221,80005,6,500367,"",91002,"",0,100,8,0
222,80005,7,500367,"",91002,"",0,100,8,0
223,80005,8,500367,"",91002,"",0,100,8,0
224,80005,9,500367,"",91002,"",0,100,8,0
225,80005,10,500367,"",91002,"",0,100,8,0
226,80005,11,500367,"",91002,"",0,100,8,0
227,80005,12,500367,"",91002,"",0,100,8,0
228,80005,13,500367,"",91002,"",0,100,8,0
229,80005,14,500367,"",91002,"",0,100,8,0
230,80005,15,500367,"",91002,"",0,100,8,0
231,70006,1,0,"",91002,"",0,500,8,0
232,70006,2,0,"",91002,"",0,500,8,0
233,70007,1,0,"",91002,"",0,300,8,0
234,70007,2,0,"",91002,"",0,300,8,0
235,70007,3,0,"",91002,"",0,300,8,0
236,40010,1,0,"",91002,"",0,150,8,0
237,40010,2,0,"",91002,"",0,150,8,0
238,40010,3,0,"",91002,"",0,150,8,0
239,40010,4,0,"",91002,"",0,150,8,0
240,40010,5,0,"",91002,"",0,150,8,0
241,40010,6,0,"",91002,"",0,150,8,0
242,40010,7,0,"",91002,"",0,150,8,0
243,40010,8,0,"",91002,"",0,150,8,0
244,40010,9,0,"",91002,"",0,150,8,0
245,40010,10,0,"",91002,"",0,150,8,0
246,80006,1,530121,"",91002,"",0,100,8,0
247,80006,2,530122,"",91002,"",0,100,8,0
248,80006,3,530123,"",91002,"",0,100,8,0
249,80006,4,530124,"",91002,"",0,100,8,0
250,80006,5,530125,"",91002,"",0,100,8,0
251,80006,6,530126,"",91002,"",0,100,8,0
252,80006,7,530127,"",91002,"",0,100,8,0
253,80006,8,530128,"",91002,"",0,100,8,0
254,80006,9,530129,"",91002,"",0,100,8,0
255,80006,10,530130,"",91002,"",0,100,8,0
256,80006,11,530131,"",91002,"",0,100,8,0
257,80006,12,530132,"",91002,"",0,100,8,0
258,80006,13,530133,"",91002,"",0,100,8,0
259,80006,14,530134,"",91002,"",0,100,8,0
260,80006,15,530135,"",91002,"",0,100,8,0
261,80006,16,530136,"",91002,"",0,100,8,0
262,80006,17,530137,"",91002,"",0,100,8,0
263,80006,17,530137,"",2816,"",0,1,7,0
264,80007,1,530123,"",91002,"",0,100,8,0
265,80007,2,530124,"",91002,"",0,100,8,0
266,80007,3,530125,"",91002,"",0,100,8,0
267,80007,4,530126,"",91002,"",0,100,8,0
268,80007,5,530127,"",91002,"",0,100,8,0
269,80007,6,530128,"",91002,"",0,100,8,0
270,80007,7,530129,"",91002,"",0,100,8,0
271,80007,8,530130,"",91002,"",0,100,8,0
272,80007,9,530131,"",91002,"",0,100,8,0
273,80007,10,530132,"",91002,"",0,100,8,0
274,80007,11,530133,"",91002,"",0,100,8,0
275,80007,12,530134,"",91002,"",0,100,8,0
276,80007,13,530135,"",91002,"",0,100,8,0
277,80007,14,530136,"",91002,"",0,100,8,0
278,80007,15,530137,"",91002,"",0,100,8,0
279,80007,15,530137,"",9000215,"",0,1,16,0
280,80007,15,530137,"",9000216,"",0,1,16,0
281,70008,1,0,"",91002,"",0,500,8,0
282,70008,2,0,"",91002,"",0,500,8,0
283,70009,1,0,"",91002,"",0,1000,8,0
284,80008,1,530141,"",91002,"",0,100,8,0
285,80008,2,530142,"",91002,"",0,100,8,0
286,80008,3,530143,"",91002,"",0,100,8,0
287,80008,4,530144,"",91002,"",0,100,8,0
288,80008,5,530145,"",91002,"",0,100,8,0
289,80008,6,530146,"",91002,"",0,100,8,0
290,80008,7,530147,"",91002,"",0,100,8,0
291,80008,8,530148,"",91002,"",0,100,8,0
292,80008,9,530149,"",91002,"",0,100,8,0
293,80008,10,530150,"",91002,"",0,100,8,0
294,80008,11,530151,"",91002,"",0,100,8,0
295,80008,12,530152,"",91002,"",0,100,8,0
296,80008,13,530153,"",91002,"",0,100,8,0
297,80008,14,530154,"",91002,"",0,100,8,0
298,80008,15,530155,"",91002,"",0,100,8,0
299,80008,16,530156,"",91002,"",0,100,8,0
300,80008,16,530156,"",2830,"",0,1,7,0
301,20001,1,0,"",91002,"",0,100,8,0
302,20001,1,0,"",23001,"",0,20,2,0
303,20001,2,0,"",91002,"",0,100,8,0
304,20001,2,0,"",23001,"",0,20,2,0
305,20001,3,0,"",24016,"",0,1,2,0
306,20001,3,0,"",23001,"",0,20,2,0
307,20001,4,0,"",91002,"",0,100,8,0
308,20001,4,0,"",23001,"",0,20,2,0
309,20001,5,0,"",91002,"",0,300,8,0
310,20001,5,0,"",23001,"",0,20,2,0
311,20001,6,0,"",91002,"",0,100,8,0
312,20001,6,0,"",23001,"",0,20,2,0
313,20001,7,0,"",91002,"",0,100,8,0
314,20001,7,0,"",23001,"",0,20,2,0
315,20001,8,0,"",91002,"",0,200,8,0
316,20001,8,0,"",23001,"",0,20,2,0
317,20001,9,0,"",91002,"",0,300,8,0
318,20001,9,0,"",23001,"",0,20,2,0
319,20001,10,0,"",24016,"",0,1,2,0
320,20001,10,0,"",23001,"",0,20,2,0
321,40011,1,0,"리리",24001,"이제 곧 여러분과\n만날 수 있군요.\n가슴이 두근거리네요……\n",1,1,2,125801
322,40011,2,0,"크리아",24001,"처음 뵙겠습니다, 크리아예요♪\n여러분과 함께 모험하는 것을\n무척 기대하고 있어요. ",1,1,2,126001
323,40011,3,0,"프레시아",24001,"음~\n이거, 줄게.\n자.",1,1,2,126101
324,40011,4,0,"리리",24001,"다시 한번……\n【얼터 메이든】의\n길드 마스터, 리리라고 합니다.",2,1,2,125801
325,40011,5,0,"크리아",24001,"안녕하세요, 오빠♪\n【얼터 메이든】의\n크리아예요.",2,1,2,126001
326,40011,6,0,"프레시아",24001,"오빠.\n와 줘서 기뻐.",2,1,2,126101
327,80009,1,532001,"",91002,"",0,100,8,0
328,80009,2,532002,"",91002,"",0,100,8,0
329,80009,3,532003,"",91002,"",0,100,8,0
330,80009,4,532004,"",91002,"",0,100,8,0
331,80009,5,532005,"",91002,"",0,100,8,0
332,80009,6,532006,"",91002,"",0,100,8,0
333,80009,7,532007,"",91002,"",0,100,8,0
334,80009,8,532008,"",91002,"",0,100,8,0
335,80009,9,532009,"",91002,"",0,100,8,0
336,80009,10,532010,"",91002,"",0,100,8,0
337,80009,11,532011,"",91002,"",0,100,8,0
338,80009,12,532012,"",91002,"",0,100,8,0
339,80009,13,532013,"",91002,"",0,100,8,0
340,80009,14,532014,"",91002,"",0,100,8,0
341,80009,15,532015,"",91002,"",0,100,8,0
342,40012,1,0,"",24001,"",0,1,2,0
343,40012,2,0,"",24001,"",0,1,2,0
344,40012,3,0,"",4201402,"",0,1,18,0
345,40012,4,0,"",24001,"",0,1,2,0
346,40012,5,0,"",24001,"",0,1,2,0
347,40012,6,0,"",4203402,"",0,1,18,0
348,40012,7,0,"",24001,"",0,1,2,0
349,40012,8,0,"",9000229,"",0,1,16,0
350,70010,1,0,"",91002,"",0,500,8,0
351,70012,1,0,"",41000,"",0,1,2,0
352,70011,1,0,"",91002,"",0,1000,8,0
353,80010,1,530157,"",91002,"",0,100,8,0
354,80010,2,530158,"",91002,"",0,100,8,0
355,80010,3,530159,"",91002,"",0,100,8,0
356,80010,4,530160,"",91002,"",0,100,8,0
357,80010,5,530161,"",91002,"",0,100,8,0
358,80010,6,530162,"",91002,"",0,100,8,0
359,80010,7,530163,"",91002,"",0,100,8,0
360,80010,8,530164,"",91002,"",0,100,8,0
361,80010,9,530165,"",91002,"",0,100,8,0
362,80010,10,530166,"",91002,"",0,100,8,0
363,80010,11,530167,"",91002,"",0,100,8,0
364,80010,12,530168,"",91002,"",0,100,8,0
365,80010,12,530173,"",2844,"",0,1,7,0
366,80010,13,530169,"",91002,"",0,100,8,0
367,80010,13,530173,"",2846,"",0,1,7,0
368,80010,14,530170,"",91002,"",0,100,8,0
369,80010,14,530173,"",2845,"",0,1,7,0
370,80010,15,530171,"",91002,"",0,100,8,0
371,80010,15,530173,"",2843,"",0,5,7,0
372,80010,16,530172,"",91002,"",0,100,8,0
373,80010,16,530173,"",2842,"",0,1,7,0
374,40013,1,0,"",9000236,"",0,1,16,0
375,40013,1,0,"",9000237,"",0,1,16,0
376,40013,1,0,"",9000238,"",0,1,16,0
377,40013,1,0,"",9000239,"",0,1,16,0
378,80011,1,532001,"",91002,"",0,100,8,0
379,80011,2,532002,"",91002,"",0,100,8,0
380,80011,3,532003,"",91002,"",0,100,8,0
381,80011,4,532004,"",91002,"",0,100,8,0
382,80011,5,532005,"",91002,"",0,100,8,0
383,80011,6,532006,"",91002,"",0,100,8,0
384,80011,7,532007,"",91002,"",0,100,8,0
385,80011,8,532008,"",91002,"",0,100,8,0
386,80011,9,532009,"",91002,"",0,100,8,0
387,80011,10,532010,"",91002,"",0,100,8,0
388,80011,11,532011,"",91002,"",0,100,8,0
389,80011,12,532012,"",91002,"",0,100,8,0
390,80011,13,532013,"",91002,"",0,100,8,0
391,80011,14,532014,"",91002,"",0,100,8,0
392,80011,15,532015,"",91002,"",0,100,8,0
393,40014,1,0,"",4305403,"",0,1,18,0
394,40014,2,0,"",9000242,"",0,1,16,0
395,40015,1,0,"",91002,"",0,500,8,0
396,40015,2,0,"",90008,"",0,3000,2,0
397,40015,3,0,"",91002,"",0,500,8,0
398,40015,4,0,"",90008,"",0,3000,2,0
399,40015,5,0,"",91002,"",0,1000,8,0
400,70013,1,0,"",91002,"",0,1000,8,0
401,70014,1,0,"",91002,"",0,500,8,0
402,70015,1,0,"",41000,"",0,1,2,0
403,80012,1,530208,"",91002,"",0,100,8,0
404,80012,2,530209,"",91002,"",0,100,8,0
405,80012,3,530210,"",91002,"",0,100,8,0
406,80012,4,530211,"",91002,"",0,100,8,0
407,80012,5,530212,"",91002,"",0,100,8,0
408,80012,6,530213,"",91002,"",0,100,8,0
409,80012,7,530214,"",91002,"",0,100,8,0
410,80012,8,530215,"",91002,"",0,100,8,0
