start_time,condition_value_2,system_id,disp_group,condition_value_1,condition_num,mission_reward_id,category_icon,stationary_mission_id,mission_condition,event_id,description,condition_value_3,end_time
"2021/06/15 15:00:00",0,8004,20003102,20003114,1,72003014,601,72003014,9003,20003,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8004,20003102,20003115,1,72003015,601,72003015,9003,20003,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8005,20003103,20003201,1,72003016,601,72003016,9003,20003,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8005,20003103,20003202,1,72003017,601,72003017,9003,20003,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8005,20003103,20003203,1,72003018,601,72003018,9003,20003,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8005,20003103,20003204,1,72003019,601,72003019,9003,20003,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8005,20003103,20003205,1,72003020,601,72003020,9003,20003,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8006,20003104,660003101,1,72003021,601,72003021,9001,20003,"가르그 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8007,20003104,660003201,1,72003022,601,72003022,9001,20003,"가르그 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/06/15 15:00:00",0,8010,20003104,660003301,1,72003023,601,72003023,9001,20003,"가르그 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004101,1,72004001,601,72004001,9003,20004,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004102,1,72004002,601,72004002,9003,20004,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004103,1,72004003,601,72004003,9003,20004,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004104,1,72004004,601,72004004,9003,20004,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004105,1,72004005,601,72004005,9003,20004,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004106,1,72004006,601,72004006,9003,20004,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004107,1,72004007,601,72004007,9003,20004,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004108,1,72004008,601,72004008,9003,20004,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004109,1,72004009,601,72004009,9003,20004,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004110,1,72004010,601,72004010,9003,20004,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004111,1,72004011,601,72004011,9003,20004,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004112,1,72004012,601,72004012,9003,20004,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004113,1,72004013,601,72004013,9003,20004,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004114,1,72004014,601,72004014,9003,20004,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8004,20004102,20004115,1,72004015,601,72004015,9003,20004,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8005,20004103,20004201,1,72004016,601,72004016,9003,20004,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8005,20004103,20004202,1,72004017,601,72004017,9003,20004,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8005,20004103,20004203,1,72004018,601,72004018,9003,20004,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8005,20004103,20004204,1,72004019,601,72004019,9003,20004,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8005,20004103,20004205,1,72004020,601,72004020,9003,20004,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8006,20004104,660004101,1,72004021,601,72004021,9001,20004,"텐타퍼스 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8007,20004104,660004201,1,72004022,601,72004022,9001,20004,"텐타퍼스 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/07/19 15:00:00",0,8010,20004104,660004301,1,72004023,601,72004023,9001,20004,"텐타퍼스 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005101,1,72005001,601,72005001,9003,20005,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005102,1,72005002,601,72005002,9003,20005,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005103,1,72005003,601,72005003,9003,20005,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005104,1,72005004,601,72005004,9003,20005,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005105,1,72005005,601,72005005,9003,20005,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005106,1,72005006,601,72005006,9003,20005,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005107,1,72005007,601,72005007,9003,20005,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005108,1,72005008,601,72005008,9003,20005,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005109,1,72005009,601,72005009,9003,20005,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005110,1,72005010,601,72005010,9003,20005,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005111,1,72005011,601,72005011,9003,20005,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005112,1,72005012,601,72005012,9003,20005,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005113,1,72005013,601,72005013,9003,20005,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005114,1,72005014,601,72005014,9003,20005,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8004,20005102,20005115,1,72005015,601,72005015,9003,20005,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8005,20005103,20005201,1,72005016,601,72005016,9003,20005,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8005,20005103,20005202,1,72005017,601,72005017,9003,20005,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8005,20005103,20005203,1,72005018,601,72005018,9003,20005,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8005,20005103,20005204,1,72005019,601,72005019,9003,20005,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8005,20005103,20005205,1,72005020,601,72005020,9003,20005,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8006,20005104,660005101,1,72005021,601,72005021,9001,20005,"섬고래 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8007,20005104,660005201,1,72005022,601,72005022,9001,20005,"섬고래 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/08/17 15:00:00",0,8010,20005104,660005301,1,72005023,601,72005023,9001,20005,"섬고래 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006101,1,72006001,601,72006001,9003,20006,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006102,1,72006002,601,72006002,9003,20006,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006103,1,72006003,601,72006003,9003,20006,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006104,1,72006004,601,72006004,9003,20006,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006105,1,72006005,601,72006005,9003,20006,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006106,1,72006006,601,72006006,9003,20006,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006107,1,72006007,601,72006007,9003,20006,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006108,1,72006008,601,72006008,9003,20006,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006109,1,72006009,601,72006009,9003,20006,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006110,1,72006010,601,72006010,9003,20006,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006111,1,72006011,601,72006011,9003,20006,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006112,1,72006012,601,72006012,9003,20006,"이벤트 퀘스트 1-12 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006113,1,72006013,601,72006013,9003,20006,"이벤트 퀘스트 1-13 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006114,1,72006014,601,72006014,9003,20006,"이벤트 퀘스트 1-14 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8004,20006102,20006115,1,72006015,601,72006015,9003,20006,"이벤트 퀘스트 1-15 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8005,20006103,20006201,1,72006016,601,72006016,9003,20006,"이벤트 퀘스트 1-1 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8005,20006103,20006202,1,72006017,601,72006017,9003,20006,"이벤트 퀘스트 1-2 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8005,20006103,20006203,1,72006018,601,72006018,9003,20006,"이벤트 퀘스트 1-3 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8005,20006103,20006204,1,72006019,601,72006019,9003,20006,"이벤트 퀘스트 1-4 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8005,20006103,20006205,1,72006020,601,72006020,9003,20006,"이벤트 퀘스트 1-5 (HARD)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8006,20006104,660006101,1,72006021,601,72006021,9001,20006,"리빙 메일 1마리를 쓰러뜨리자 (NORMAL 한정)",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8007,20006104,660006201,1,72006022,601,72006022,9001,20006,"리빙 메일 1마리를 쓰러뜨리자 (HARD 한정)",0,"2030/12/31 14:59:59"
"2021/09/16 15:00:00",0,8010,20006104,660006301,1,72006023,601,72006023,9001,20006,"리빙 메일 1마리를 쓰러뜨리자 (VERY HARD 한정)",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007101,1,72007001,601,72007001,9003,20007,"이벤트 퀘스트 1-1 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007102,1,72007002,601,72007002,9003,20007,"이벤트 퀘스트 1-2 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007103,1,72007003,601,72007003,9003,20007,"이벤트 퀘스트 1-3 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007104,1,72007004,601,72007004,9003,20007,"이벤트 퀘스트 1-4 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007105,1,72007005,601,72007005,9003,20007,"이벤트 퀘스트 1-5 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007106,1,72007006,601,72007006,9003,20007,"이벤트 퀘스트 1-6 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007107,1,72007007,601,72007007,9003,20007,"이벤트 퀘스트 1-7 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007108,1,72007008,601,72007008,9003,20007,"이벤트 퀘스트 1-8 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007109,1,72007009,601,72007009,9003,20007,"이벤트 퀘스트 1-9 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007110,1,72007010,601,72007010,9003,20007,"이벤트 퀘스트 1-10 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
"2021/10/21 15:00:00",0,8004,20007102,20007111,1,72007011,601,72007011,9003,20007,"이벤트 퀘스트 1-11 (NORMAL)을 클리어하자",0,"2030/12/31 14:59:59"
