motion_type,search_area_width,unit_name,comment,move_speed,normal_atk_cast_time,unit_id,se_type,atk_type,visual_change_flag,prefab_id,cutin_star6,cutin
0,150,"골렘","【물리】근접 공격\n튼튼한 몸으로 공격과 수비를 두루 갖춘 바위 마물.",270,5.0,201200,16,1,0,201200,0,0
0,150,"블루 골렘","【물리】【마법 방어】근접 공격\n마력이 깃든 바위에서 태어난 골렘. 마법에 내성이 있다.",270,5.0,201201,16,1,0,201201,0,0
0,150,"블루 골렘","【물리】【마법 방어】근접 공격\n마력이 깃든 바위에서 태어난 골렘. 마법에 내성이 있다.",270,5.0,201202,16,1,0,201202,0,0
0,150,"골렘","【물리】근접 공격\n튼튼한 몸으로 공격과 수비를 두루 갖춘 바위 마물.",270,5.0,201203,16,1,0,201203,0,0
0,150,"블루 골렘","【물리】【마법 방어】근접 공격\n마력이 깃든 바위에서 태어난 골렘. 마법에 내성이 있다.",270,5.0,201204,16,1,0,201204,0,0
0,50,"블루 골렘","【물리】【마법 방어】근접 공격\n마력이 깃든 바위에서 태어난 골렘. 마법에 내성이 있다.",270,5.0,201205,16,1,0,201201,0,0
0,10,"골렘","【물리】근접 공격\n튼튼한 몸으로 공격과 수비를 두루 갖춘 바위 마물.",270,5.0,201206,16,1,0,201200,0,0
0,50,"골렘","【물리】근접 공격\n튼튼한 몸으로 공격과 수비를 두루 갖춘 바위 마물.",270,5.0,201207,16,1,0,201200,0,0
0,800,"록 플라워","【물리】중거리 공격\n돌멩이를 탄환처럼 던져 공격하는 바위로 된 움직이는 꽃.",270,3.5,201300,15,1,0,201300,0,0
0,800,"매드 플라워","【물리】중거리 공격\n엉덩이의 꽃은 상당한 악취를 풍기지만 익숙해지면 의외로 자꾸 맡고 싶어지는 모양이다.",270,3.5,201301,15,1,0,201301,0,0
0,800,"캑터스 플라워","【물리】중거리 공격\n만지면 마비되는 가시를 끊임없이 날리며 움직이는 선인장.",270,3.5,201302,15,1,0,201302,0,0
0,1000,"매드 플라워","【물리】중거리 공격\n엉덩이의 꽃은 상당한 악취를 풍기지만 익숙해지면 의외로 자꾸 맡고 싶어지는 모양이다.",270,3.5,201303,15,1,0,201301,0,0
0,1080,"엘더 클라우드","【마법】【보조】범위 공격\n날씨를 자유자재로 조종하여 천둥을 떨어뜨리는 구름 마물.",270,3.0,201400,0,2,0,201400,0,0
0,780,"잠수 해파리","【회복】범위 회복\n주운 잠수복에 물을 넣어 육지에서도 싸울 수 있는 해파리 마물.",270,3.0,201500,0,2,0,201500,0,0
0,800,"드라이어드","【마법】【소환】근접 공격\n대지의 마력으로 버섯 마물을 자유자재로 자라나게 하는 숲의 정령.",270,2.5,201600,15,2,0,201600,0,0
0,800,"페어리","【마법】중거리 공격\n바람을 자유자재로 조종해 모험가를 농락하는 꽃의 정령.",270,2.5,201601,15,2,0,201601,0,0
0,800,"님프","【마법】중거리 공격\n놀이 상대를 발견하면 무분별하게 장난치는 숲의 정령.",270,2.5,201602,15,2,0,201602,0,0
0,800,"페어리","【마법】중거리 공격\n바람을 자유자재로 조종해 모험가를 농락하는 꽃의 정령.",270,2.5,201603,15,2,0,201601,0,0
0,800,"페어리","【마법】중거리 공격\n바람을 자유자재로 조종해 모험가를 농락하는 꽃의 정령.",270,2.5,201604,15,2,0,201601,0,0
0,800,"페어리","【마법】원거리 공격\n바람을 자유자재로 조종해 모험가를 농락하는 꽃의 정령.",270,2.5,201605,15,2,0,201601,0,0
0,150,"움직이는 전사 석상","【물리】【마법 방어】근접 공격\n어떠한 마법 공격도 막아내는 방패를 가진 살아있는 석상.",270,4.0,201700,16,1,0,201700,0,0
0,150,"움직이는 검사 석상","【물리】【물리 방어】근접 공격\n어떠한 물리 공격도 검으로 튕겨내는 살아있는 석상.",270,4.0,201800,5,1,0,201800,0,0
0,1080,"우파루파","【물리】원거리 공격\n질척한 늪에 살고 입에서 강력한 독을 내뱉는 도롱뇽 마물.",270,3.0,201900,0,1,0,201900,0,0
0,1080,"마그마 우파루파","【물리】원거리 공격\n용암의 바다에 숨어 있다가 다가오면 작열하는 체액을 내뱉는 도롱뇽 마물.",270,3.0,201901,0,1,0,201901,0,0
0,150,"터틀 타이런트","【물리】【물리 방어】근접 공격\n어떤 물리 공격도 등껍질로 튕겨내는 거대 거북 마물.",270,5.5,202000,16,1,0,202000,0,0
0,200,"빛나는 버섯","【물리】근접 공격\n드라이어드의 소환에 따라 끊임없이 자라나는 버섯 정령.",270,2.0,202100,14,1,0,202100,0,0
0,200,"빨간 버섯","【물리】근접 공격\n끓이면 의외로 맛있다고 소문이 난 걸어 다니는 버섯.",270,2.0,202101,14,1,0,202101,0,0
0,100,"빨간 버섯","【물리】근접 공격\n끓이면 의외로 맛있다고 소문이 난 걸어 다니는 버섯.",270,2.0,202102,14,1,0,202101,0,0
0,650,"윙 롭","【마법】근접 공격\n커다란 귀를 펄럭이며 힘껏 들이받는 토끼 마물.",270,3.5,202200,15,2,0,202200,0,0
0,1080,"파이어 메이지","【마법】원거리 공격\n지옥에서 소환한 화염으로 마법을 쏘아대는 상급 악마.",270,3.5,202300,17,2,0,202300,0,0
0,1080,"파이어 메이지","【마법】원거리 공격\n지옥에서 소환한 화염으로 마법을 쏘아대는 상급 악마.",270,3.5,202301,17,2,0,202301,0,0
0,1080,"파이어 메이지","【마법】원거리 공격\n지옥에서 불러낸 불꽃으로 마법을 날리는 상급 악마.\n\nㆍ파이어 메이지로부터 입는 모든 데미지로 발생하는 파티 캐릭터의 TP 회복량을 (특대) 감소시킨다.\nㆍ가장 마법 공격력이 낮은 적 하나에게 마법 고정 데미지를 입힌다.\n",270,3.5,202302,17,2,0,202302,0,0
0,750,"케이브 에이프","【물리】근접 공격\n강인한 팔근육으로 종유석을 붙잡고 돌아다니는 커다란 원숭이 마물.",270,3.0,202400,12,1,0,202400,0,0
0,550,"케이브 뱃","【마법】근접 공격\n동굴에서 살며 사냥감의 발소리를 듣고 공격하는 박쥐 마물.",270,3.5,202500,15,2,0,202500,0,0
0,750,"케이브 스네일","【회복】범위 회복\n분비하는 미끈미끈한 액체가 미용에 좋다고 소문난 달팽이 마물.",270,4.0,202600,0,2,0,202600,0,0
0,350,"허밋 나이트","【물리】근접 공격\n쓰러트린 기사의 투구를 껍데기 대신 뒤집어쓴 소라 전사.",270,3.0,202700,6,1,0,202700,0,0
0,50,"허밋 나이트","【물리】근접 공격\n쓰러트린 기사의 투구를 껍데기 대신 뒤집어쓴 소라 전사.",270,3.0,202701,6,1,0,202700,0,0
0,650,"방랑 까마귀","【물리】범위 공격\n아스트룸의 강한 마물을 쓰러뜨리며 돌아다니고 있다는 방랑 까마귀.",270,3.0,202800,4,1,0,202800,0,0
0,650,"떠돌이 솔개","【물리】범위 공격\n황야에서 살고 황야에서 죽는다는 삶을 동경하여 혼자 여행하는 솔개.",270,2.6,202802,4,1,0,202802,0,0
0,200,"포이든","【물리】근접 공격\n날카로운 이빨로 물어뜯어 치명상을 입히는 독도마뱀 마물.",270,2.5,202900,14,1,0,202900,0,0
0,200,"록 리자드","【물리】근접 공격\n두피가 단단해져 갑옷처럼 된 바위 도마뱀 마물.",270,3.0,202901,14,1,0,202901,0,0
0,200,"글래스 리자드","【물리】근접 공격\n잎사귀로 된 목도리가 눈에 띄는 도마뱀계 마물의 멋쟁이 대장.",270,3.0,202902,14,1,0,202902,0,0
0,2050,"록 리자드","【물리】근접 공격\n두피가 단단해져\n갑옷처럼 된 바위 도마뱀 마물.",270,3.0,202903,14,1,0,202903,0,0
0,200,"샐러맨더","【물리】근접 공격\n꼬리 끝의 불꽃을 계속 불태워 항상 몸을 데우며, 두 번 연속 공격을 쏟아내는 도마뱀 마물.",270,0.5,202904,14,1,0,202904,0,0
0,100,"마인 리자드","【물리】근접 공격\n하이 가르그에게 기생하는 바위 도마뱀. 루카의 마력으로 더 견고한 광석 표피로 변모했다.",270,3.0,202905,14,1,0,202905,0,0
0,200,"글래스 리자드","【물리】근접 공격\n잎사귀로 된 목도리가 눈에 띄는 도마뱀계 마물의 멋쟁이 대장.",270,3.0,202906,14,1,0,202906,0,0
0,100,"마인 리자드","【물리】근접 공격\n견고한 광석 표피를 가진 바위 도마뱀.",270,3.0,202907,14,1,0,202905,0,0
0,200,"젤라티나","【마법】근접 공격\n물리 공격을 맞추기 어려운 무척 미끌미끌한 젤리 마물.",270,2.0,203000,15,2,0,203000,0,0
0,200,"플레어 젤라티나","【마법】근접 공격\n산불에 휩싸이는 바람에 불이 붙어 한층 더 흉포해진 젤라티나.",270,2.0,203001,15,2,0,203001,0,0
0,100,"젤라티나","【마법】근접 공격\n물리 공격을 맞추기 어려운 무척 미끌미끌한 젤리 마물.",270,2.0,203002,15,2,0,203000,0,0
0,800,"새끼 왕도마뱀","【마법】근접 공격\n작지만 강력한 불을 뿜는 새끼 왕도마뱀.",270,3.5,203100,17,2,0,203100,0,0
0,800,"새끼 왕도마뱀","【마법】근접 공격\n작지만 강력한 불을 뿜는 새끼 왕도마뱀.",270,3.5,203101,17,2,0,203101,0,0
0,650,"임프","【마법】근접 공격\n작은 키에 어울리지 않는 기다란 손톱으로\n할퀴기 공격을 하는 견습 악마.",270,3.5,203200,12,2,0,203200,0,0
0,150,"고블린 가드","【물리】근접 공격\n자신의 키와 비슷한 크기의 거대한 방패로 동료를 지키는 견습 고블린 병사.",270,4.0,203300,15,1,0,203300,0,0
0,150,"정글 가드","【물리】근접 공격\n얼굴처럼 보이는 거대한 방패로 적을 위협하고 침입자를 막는 정글의 수호자.",270,4.0,203301,15,1,0,203301,0,0
0,50,"고블린 가드","【물리】근접 공격\n자신의 키와 비슷한 크기의 거대한 방패로 동료를 지키는 견습 고블린 병사.",270,4.0,203302,15,1,0,203300,0,0
0,170,"고블린 가드","【물리】근접 공격\n자신의 키와 비슷한 크기의 거대한 방패로 동료를 지키는 견습 고블린 병사.",350,4.0,203303,15,1,0,203303,0,0
0,800,"반짝이는 노린재","【회복】1마리 회복\n엉덩이에 담긴 꿀이 마물의 영양소가 되는 신기한 반딧불.",270,4.0,203400,0,2,0,203400,0,0
0,800,"은방울꽃 벌레","【회복】지속적 단일 회복\n엉덩이의 꽃에서 비늘가루를 흩뿌려 마물을 치유하는 신기한 반딧불.",270,4.0,203401,0,2,0,203401,0,0
0,3000,"반짝이는 노린재","【회복】1마리 회복\n엉덩이에 담긴 꿀이 마물의 영양소가 되는 신기한 반딧불.",270,4.0,203402,0,2,0,203400,0,0
0,750,"드릴 몰","【물리】중거리 공격\n땅속으로 손을 뻗어 발밑을 공격하는 두더지 마물.",270,3.5,203500,16,1,0,203500,0,0
0,750,"아이스 몰","【물리】중거리 공격\n발달한 발톱으로 얼음을 부숴 공격하는 두더지 마물.",270,3.5,203501,16,1,0,203501,0,0
0,600,"아이스 몰","【물리】중거리 공격\n발달한 발톱으로 얼음을 부숴 공격하는 두더지 마물.",1000,3.5,203502,16,1,0,203502,0,0
0,350,"넛츠 슈터","【물리】범위 공격\n다 먹은 견과류의 껍질을 던지는 짓궂은 다람쥐 마물.",270,2.5,203700,15,1,0,203700,0,0
0,350,"스팅크 스컹크","【물리】범위 공격\n눈이 시릴 정도로 강력한 냄새의 가스 폭탄을 자유자재로 구사하는 스컹크 마물.",270,2.5,203702,15,1,0,203702,0,0
0,100,"스팅크 스컹크","【물리】범위 공격\n눈이 시릴 정도로 강력한 냄새의 가스 폭탄을 자유자재로 구사하는 스컹크 마물.",270,2.5,203703,15,1,0,203702,0,0
0,200,"오크","【물리】근접 공격\n쓰러트린 모험자의 갑옷을 몸에 두르고 도끼를 휘두르는 포악한 숲의 수인.",270,2.5,203800,13,1,0,203800,0,0
0,200,"하이 오크","【물리】근접 공격\n엄격한 단련을 통해 강인한 육체를 손에 넣은 오크의 상위 종.",270,2.5,203801,13,1,0,203801,0,0
0,300,"하이 오크","【물리】근접 공격\n엄격한 단련을 통해 강인한 육체를 손에 넣은 오크의 상위 종.",270,2.5,203803,13,1,0,203801,0,0
0,200,"오크","【물리】근접 공격\n쓰러트린 모험자의 갑옷을 몸에 두르고 도끼를 휘두르는 포악한 숲의 수인.",240,2.5,203804,13,1,0,203800,0,0
0,100,"하이 오크","【물리】근접 공격\n엄격한 단련을 통해 강인한 육체를 손에 넣은 오크의 상위 종.",270,2.5,203805,13,1,0,203801,0,0
0,150,"하이 오크","【물리】근접 공격\n엄격한 단련을 통해 강인한 육체를 손에 넣은 오크의 상위 종.",270,2.5,203806,13,1,0,203801,0,0
0,205,"오크","【물리】근접 공격\n쓰러트린 모험자의 갑옷을 몸에 두르고 도끼를 휘두르는 포악한 숲의 수인.",270,2.5,203807,13,1,0,203800,0,0
0,1080,"이블 캐논","【물리】근접 공격\n오랜 시간 동안 사용된 사이에 악마의 혼이 깃든 살아있는 대포.",270,4.0,203900,16,1,0,203900,0,0
0,1080,"본 캐논","【물리】근접 공격\n어디선가 확보한 해골을 쓴 대포. 더 세련된 시체를 찾아 헤맨다.",270,4.0,203901,16,1,0,203901,0,0
0,850,"이블 캐논","【물리】근접 공격\n오랜 시간 동안 사용된 사이에 악마의 혼이 깃든 살아있는 대포.",270,4.0,203902,16,1,0,203900,0,0
0,700,"본 캐논","【물리】범위 공격\n어디선가 확보한 해골을 쓴 대포. 더 세련된 시체를 찾아 헤맨다.",270,4.0,203903,16,1,0,203901,0,0
0,900,"이블 캐논즈","【물리】범위 공격\n쌍을 이루어 행동하는 혼이 깃든 대포. 두 대인 만큼 포격 빈도도 보통의 2배.",270,4.0,203904,16,1,0,203904,0,0
0,800,"본 캐논","【물리】범위 공격\n어디선가 확보한 해골을 쓴 대포. 더 세련된 시체를 찾아 헤맨다.",270,4.0,203905,16,1,0,203901,0,0
0,1000,"이블 캐논즈","【물리】범위 공격\n쌍을 이루어 행동하는 혼이 깃든 대포. 두 대인 만큼 포격 빈도도 보통의 2배.",270,4.0,203906,16,1,0,203904,0,0
0,900,"이블 캐논즈","【물리】범위 공격\n쌍을 이루어 행동하는 혼이 깃든 대포. 두 대인 만큼 포격 빈도도 보통의 2배.",270,4.0,203907,16,1,0,203904,0,0
0,650,"쁘띠 그리핀","【물리】근접 공격\n날개가 작아 아직 날지 못하는 새끼 그리핀.",270,3.5,204000,15,1,0,204000,0,0
0,800,"포치카","【마법】범위 공격\n꽃밭에 살며 특수한 광선으로 사냥감을 약하게 만드는 꽃봉오리 마물.",270,3.0,204100,17,2,0,204100,0,0
0,450,"알토 버드","【회복】범위 회복\n치유의 노랫소리가 멀리까지 울려 퍼지는 마물계의 명가수.",270,4.0,204200,0,2,0,204200,0,0
0,750,"포이즌 팟","【물리】근접 공격\n커다랗게 벌린 입에 담긴 용해액으로 사냥감을 먹어치운다.",270,2.5,204300,15,1,0,204300,0,0
0,3000,"포이즌 팟","【물리】근접 공격\n커다랗게 벌린 입에 담긴 용해액으로 사냥감을 먹어치운다.",270,2.5,204301,15,1,0,204300,0,0
0,750,"포이즌 팟","【물리】근접 공격\n커다랗게 벌린 입에 담긴 용해액으로 사냥감을 먹어치운다.",270,2.5,204302,15,1,0,204302,0,0
0,750,"쁘띠 데빌","【마법】중거리 공격\n갓 익힌 마법을 이용해 마구잡이로 공격하는 아기 악마.",270,3.5,204400,0,2,0,204400,0,0
0,350,"쁘띠 데빌","【마법】중거리 공격\n갓 익힌 마법을 이용해 마구잡이로 공격하는 아기 악마.",270,3.5,204403,0,2,0,204400,0,0
0,200,"해머 캔서","【물리】근접 공격\n커다란 집게발과 단단한 껍질을 두르고 어떤 거대한 상대에게도 덤비는 게 마물.",270,2.5,204500,0,1,0,204500,0,0
0,50,"해머 캔서","【물리】근접 공격\n커다란 집게발과 단단한 껍질을 두르고 어떤 거대한 상대에게도 덤비는 게 마물.",270,2.5,204501,0,1,0,204501,0,0
0,80,"스파이크 크랩","【물리】근거리 공격\n거대한 집게와 단단한 껍질을 자랑하는 게 마물. 모래에 숨어 느긋하게 사냥감을 기다리는 모습이 어쩐지 귀엽다.",270,2.0,204502,0,1,0,204502,0,0
0,20,"스파이크 크랩","【물리】근거리 공격\n거대한 집게와 단단한 껍질을 자랑하는 게 마물. 모래에 숨어 느긋하게 사냥감을 기다리는 모습이 어쩐지 귀엽다.",270,2.0,204503,0,1,0,204502,0,0
0,1080,"매직 레이","【마법】범위 공격\n머리의 돌에서 나오는 초음파로 영리하게 사냥하는 가오리 마물.",270,3.5,204600,0,2,0,204600,0,0
0,200,"리프 보어","【물리】근접 공격\n단단한 잎사귀를 갑옷처럼 몸에 두르고 맹렬한 몸통 박치기를 하는 커다란 멧돼지. 그래봐야 잎사귀. 마법은 막을 수 없다.",270,4.0,204700,0,1,0,204700,0,0
0,200,"샌드 보어","【물리】근접 공격\n모래를 굳혀 갑옷과 같이 두르는 것은 죽음을 겁내지 않는 일족의 전사라는 증표. 그래봐야 모래. 마법은 막지 못한다.",270,4.0,204701,0,1,0,204701,0,0
0,170,"와일드 보어","【물리】근접 공격\n열대 지방에 사는 거대한 원시 멧돼지. 끊임없이 마그마 암석에 돌진한 끝에 갑옷도 부수는 어금니 일격을 체득했다.",270,4.0,204702,0,1,0,204702,0,0
0,200,"리프 보어","【물리】근접 공격\n단단한 잎사귀를 갑옷처럼 몸에 두르고 맹렬한 몸통 박치기를 하는 커다란 멧돼지. 그래봐야 잎사귀. 마법은 막을 수 없다.",270,4.0,204703,0,1,0,204703,0,0
0,150,"루인 돌","【물리】근접 공격\n액트 갈라디온을 따르는 고대의 자동인형. 자신의 의지가 없으며, 파괴될 때까지 계속 싸운다.",270,1.8,204800,0,1,0,204800,0,0
0,600,"고대 소병","【물리】근접 공격\n액트 갈라디온을 따르는 고대의 자동인형. 자신의 의지가 없으며, 파괴될 때까지 계속 싸운다.",270,1.8,204801,0,2,0,204801,0,0
0,350,"고대 소병","【물리】근접 공격\n액트 갈라디온을 따르는 고대의 자동인형. 자신의 의지가 없으며, 파괴될 때까지 계속 싸운다.",270,1.8,204802,0,2,0,204801,0,0
0,100,"고대 소병","【물리】근접 공격\n액트 갈라디온을 따르는 고대의 자동인형. 자신의 의지가 없으며, 파괴될 때까지 계속 싸운다.",270,1.8,204803,0,2,0,204801,0,0
0,100,"리틀 고블린","【물리】근접 공격\n어리지만 용맹한 견습 고블린. 부족한 힘을 메우는 민첩한 움직임으로 전선을 달린다.",270,0.5,204900,0,1,0,204900,0,0
0,500,"독개구리","【물리】근접 공격\n보석으로 위장하여 자신에게 다가온 자를 포식하는 독의 혀를 가진 두꺼비 마물.",270,2.5,205000,0,1,0,205000,0,0
0,500,"독개구리","【물리】근접 공격\n보석으로 위장하여 자신에게 다가온 자를 포식하는 독의 혀를 가진 두꺼비 마물.",270,2.5,205001,0,1,0,205000,0,0
0,550,"망치 코브라","【물리】중거리 공격\n그림자에 숨어 있다가 튀어나와 마력을 빼앗아 배를 채운다고 알려진 마물 뱀의 변종. 마력이 높을수록 표적이 되기 쉽다.",270,2.5,205100,13,1,0,205100,0,0
0,550,"망치 코브라","【물리】중거리 공격\n그림자에 숨어 있다가 튀어나와 마력을 빼앗아 배를 채운다고 알려진 마물 뱀의 변종. 마력이 높을수록 표적이 되기 쉽다.",270,2.5,205101,13,1,0,205101,0,0
0,650,"씨호스 나이트","【물리】중거리 공격\n바다에 빠진 기사의 창을 빼앗아 자신의 구역을 경비하는 해마 전사.",270,2.0,205200,0,1,0,205200,0,0
0,270,"씨호스 나이트","【물리】중거리 공격\n바다에 빠진 기사의 창을 빼앗아 자신의 구역을 경비하는 해마 전사.",270,2.0,205201,0,1,0,205200,0,0
0,550,"아이스 칙","【마법】중거리 공격\n얼음으로 둘러싸인 꽁지깃을 날려서 공격하는 새 마물.",270,3.0,205300,0,2,0,205300,0,0
0,450,"아이스 칙","【마법】중거리 공격\n얼음으로 둘러싸인 꽁지깃을 날려서 공격하는 새 마물.",1000,3.0,205301,0,2,0,205301,0,0
0,550,"아이스 피쉬","【물리】근접 공격\n빙하를 깎아 둥지를 만들고, 다가오는 자는 무차별적으로 공격하는 물고기 마물.",270,2.6,205400,12,1,0,205400,0,0
0,550,"마그마 피쉬","【물리】근접 공격\n암석조차 부숴버리는 강인한 턱으로 주변을 들쑤시고 다니는 물고기 마물.",270,2.4,205401,12,1,0,205401,0,0
0,300,"아이스 피쉬","【물리】근접 공격\n빙하를 깎아 둥지를 만들고, 다가오는 자는 무차별적으로 공격하는 물고기 마물.",1000,2.6,205402,12,1,0,205402,0,0
0,550,"랜드 스네이크","【물리】중거리 공격\n구멍을 파고 사냥감을 가만히 기다려 독 송곳니로 확실하게 숨통을 끊는 뱀 마물.",270,3.0,205500,14,1,0,205500,0,0
0,545,"랜드 스네이크","【물리】중거리 공격\n구멍을 파고 사냥감을 가만히 기다려 독 송곳니로 확실하게 숨통을 끊는 뱀 마물.",270,3.0,205501,14,1,0,205500,0,0
0,100,"크레이지 도기","【물리】근접 공격\n주인과 함께 만들어진 개조된 포악한 개. 커다란 머리를 지탱하려는 필사적인 얼굴이 특히 더 무섭다.",270,2.5,205600,0,1,0,205600,0,0
0,100,"크레이지 도기","【물리】근접 공격\n주인과 함께 태어난 흉포한 개조견. 큰 머리를 지탱하기 위해 필사적인 얼굴이 특히 무섭다.",270,2.5,205601,0,1,0,205600,0,0
0,50,"보니","헬 하운드 소환용 몬스터",270,0.4,205700,15,1,0,205700,0,0
0,50,"보니","헬 하운드 소환용 몬스터",270,0.4,205701,15,1,0,205701,0,0
0,50,"작은 미스티 전열","미스티 소환용 몬스터 (약)",270,1.8,205800,0,1,0,205800,0,0
0,200,"작은 미스티 중열","미스티 소환용 몬스터 (약)",270,1.8,205801,0,1,0,205801,0,0
0,200,"작은 미스티 후열","미스티 소환용 몬스터 (약)",270,1.8,205802,0,1,0,205802,0,0
0,50,"작은 미스티 전열","미스티 소환용 몬스터 (강)",270,1.8,205803,0,1,0,205800,0,0
0,200,"작은 미스티 중열","미스티 소환용 몬스터 (강)",270,1.8,205804,0,1,0,205801,0,0
