lock_all_text,story_id,start_time,title,requirement_id,reward_id_3,story_end,force_unlock_time_2,visible_type,reward_value_3,reward_id_2,read_process_flag,pre_story_id_2,reward_type_1,reward_type_3,story_quest_id,reward_type_2,pre_story_id,love_level,reward_value_1,unlock_quest_id,force_unlock_time,reward_value_2,story_group_id,can_bookmark,reward_id_1,end_time,sub_title
0,1002012,"2015/04/01 15:00:00","유이 제12화",100201,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1002011,12,50,0,"2030/12/17 14:59:59",0,1002,1,91002,"2030/12/17 14:59:59","지키고 싶은 사람에게 바치는 힘"
0,1003001,"2015/04/01 15:00:00","레이 제1화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","든든한 지도자"
0,1003002,"2015/04/01 15:00:00","레이 제2화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003001,2,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","언젠가 서로의 버팀목이 되기 위해"
0,1003003,"2015/04/01 15:00:00","레이 제3화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003002,3,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","둘만의 약속"
0,1003004,"2015/04/01 15:00:00","레이 제4화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003003,4,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","꾸밈없는 미소"
0,1003005,"2015/04/01 15:00:00","레이 제5화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003004,5,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","해안가의 휴식"
0,1003006,"2015/04/01 15:00:00","레이 제6화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003005,6,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","나약함의 이유는 어디에서?"
0,1003007,"2015/04/01 15:00:00","레이 제7화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003006,7,20,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","제한 시간은 해가 저물 때까지"
0,1003008,"2015/04/01 15:00:00","레이 제8화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003007,8,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","날뛰는 말을 길들여라"
0,1003009,"2015/04/01 15:00:00","레이 제9화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003008,9,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","무사히 낚아 올릴 수 있겠어?"
0,1003010,"2015/04/01 15:00:00","레이 제10화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003009,10,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","검으로 구할 수 있는 게 있다면"
0,1003011,"2015/04/01 15:00:00","레이 제11화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003010,11,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","노려라, 대해원"
0,1003012,"2015/04/01 15:00:00","레이 제12화",100301,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1003011,12,50,0,"2030/12/17 14:59:59",0,1003,1,91002,"2030/12/17 14:59:59","믿어야 할 것은"
0,1004001,"2015/04/01 15:00:00","미소기 제1화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","장난꾸러기 소녀 등장!"
0,1004002,"2015/04/01 15:00:00","미소기 제2화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004001,2,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","울트라 미소기 트랩!"
0,1004003,"2015/04/01 15:00:00","미소기 제3화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004002,3,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","오빠 장난 특훈!"
0,1004004,"2015/04/01 15:00:00","미소기 제4화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004003,4,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","구멍가게 파티!"
0,1004005,"2015/04/01 15:00:00","미소기 제5화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004004,5,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","미소기 탐험대 출발!"
0,1004006,"2015/04/01 15:00:00","미소기 제6화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004005,6,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","보물 지도의 위험한 향기!"
0,1004007,"2015/04/01 15:00:00","미소기 제7화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004006,7,20,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","오빠 Help me-!"
0,1004008,"2015/04/01 15:00:00","미소기 제8화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004007,8,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","확고한 신념을 가진 장난꾸러기!"
0,1004009,"2015/04/01 15:00:00","미소기 제9화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004008,9,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","보물보다도 소중한 것!"
0,1004010,"2015/04/01 15:00:00","미소기 제10화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004009,10,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","진범을 붙잡아라!"
0,1004011,"2015/04/01 15:00:00","미소기 제11화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004010,11,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","둘만의 장소를 찾아서!"
0,1004012,"2015/04/01 15:00:00","미소기 제12화",100401,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1004011,12,50,0,"2030/12/17 14:59:59",0,1004,1,91002,"2030/12/17 14:59:59","미소기의 장난 대작전!"
0,1005001,"2018/09/18 15:00:00","마츠리 제1화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","히어로의 첫걸음임다!"
0,1005002,"2018/09/18 15:00:00","마츠리 제2화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005001,2,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","꼬리는 장식임다!"
0,1005003,"2018/09/18 15:00:00","마츠리 제3화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005002,3,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","같은 뜻을 가진 동료임다!"
0,1005004,"2018/09/18 15:00:00","마츠리 제4화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005003,4,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","데이트해 줌다!"
0,1005005,"2018/09/18 15:00:00","마츠리 제5화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005004,5,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","신경 써 주면 좋겠슴다!"
0,1005006,"2018/09/18 15:00:00","마츠리 제6화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005005,6,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","수줍은 변신임다!"
0,1005007,"2018/09/18 15:00:00","마츠리 제7화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005006,7,20,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","손가락 걸고 약속임다!"
0,1005008,"2018/09/18 15:00:00","마츠리 제8화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005007,8,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","손잡아 주면 좋겠슴다!"
0,1005009,"2024/08/27 15:00:00","마츠리 제9화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005008,9,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","어떤 일이든 다 중요함다!"
0,1005010,"2024/08/27 15:00:00","마츠리 제10화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005009,10,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","채용 활동은 힘듬다!"
0,1005011,"2024/08/27 15:00:00","마츠리 제11화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005010,11,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","미래는 노력으로 만드는 검다!"
0,1005012,"2024/08/27 15:00:00","마츠리 제12화",100501,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1005011,12,50,0,"2030/12/17 14:59:59",0,1005,1,91002,"2030/12/17 14:59:59","이게 마을의 히어로임다!"
0,1006001,"2015/04/01 15:00:00","아카리 제1화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","아카리 떨어지겠어!"
0,1006002,"2015/04/01 15:00:00","아카리 제2화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006001,2,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","더는 한계예요오"
0,1006003,"2015/04/01 15:00:00","아카리 제3화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006002,3,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","부탁드립니다 코치!"
0,1006004,"2015/04/01 15:00:00","아카리 제4화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006003,4,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","오빠는 잘 가르치네요♪"
0,1006005,"2015/04/01 15:00:00","아카리 제5화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006004,5,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","오빠 듬직해♪"
0,1006006,"2015/04/01 15:00:00","아카리 제6화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006005,6,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","취향에 맞출게요♪"
0,1006007,"2015/04/01 15:00:00","아카리 제7화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006006,7,20,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","오빠랑 첫…"
0,1006008,"2015/04/01 15:00:00","아카리 제8화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006007,8,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:59","오빠가 아니면 안 돼"
0,1006009,"2015/04/01 15:00:00","아카리 제9화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006008,9,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:00","가장 귀여워지기 위해서"
0,1006010,"2015/04/01 15:00:00","아카리 제10화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006009,10,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:00","발돋움을 해보니"
0,1006011,"2015/04/01 15:00:00","아카리 제11화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006010,11,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:00","감사의 마음을 소리에 실어서"
0,1006012,"2015/04/01 15:00:00","아카리 제12화",100601,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1006011,12,50,0,"2030/12/17 14:59:59",0,1006,1,91002,"2030/12/17 14:59:00","가식 없는 『나다운 모습』"
0,1007001,"2015/04/01 15:00:00","미야코 제1화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","유령 소녀를 조심하세요"
0,1007002,"2015/04/01 15:00:00","미야코 제2화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007001,2,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","푸딩 푸딩 푸딩~!"
0,1007003,"2015/04/01 15:00:00","미야코 제3화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007002,3,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","미야코의 과거를 아는 남자"
0,1007004,"2015/04/01 15:00:00","미야코 제4화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007003,4,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","유령의 학교생활"
0,1007005,"2015/04/01 15:00:00","미야코 제5화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007004,5,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","되살아난 기억"
0,1007006,"2015/04/01 15:00:00","미야코 제6화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007005,6,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","푸딩의 인도"
0,1007007,"2015/04/01 15:00:00","미야코 제7화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007006,7,20,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","갑작스러운 이별!?"
0,1007008,"2015/04/01 15:00:00","미야코 제8화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007007,8,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:59","수제 푸딩 파라다이스"
0,1007009,"2015/04/01 15:00:00","미야코 제9화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007008,9,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:00","유령 소녀, 위기일발!?"
0,1007010,"2015/04/01 15:00:00","미야코 제10화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007009,10,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:00","그럴 생각은 없었던 거야"
0,1007011,"2015/04/01 15:00:00","미야코 제11화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007010,11,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:00","꿈꾸는 베갯머리 슬랩스틱"
0,1007012,"2015/04/01 15:00:00","미야코 제12화",100701,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1007011,12,50,0,"2030/12/17 14:59:59",0,1007,1,91002,"2030/12/17 14:59:00","제멋대로인 유령의 역습"
0,1008001,"2015/04/01 15:00:00","유키 제1화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","무척이나 아름다운 해후"
0,1008002,"2015/04/01 15:00:00","유키 제2화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008001,2,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","화려하게 워킹!"
0,1008003,"2015/04/01 15:00:00","유키 제3화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008002,3,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","짓궂은 비"
0,1008004,"2015/04/01 15:00:00","유키 제4화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008003,4,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","영원한 길모퉁이 스냅"
0,1008005,"2015/04/01 15:00:00","유키 제5화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008004,5,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","아득한 여로로……?!"
0,1008006,"2015/04/01 15:00:00","유키 제6화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008005,6,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","궁극의 유키 vs 지고의 유키"
0,1008007,"2015/04/01 15:00:00","유키 제7화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008006,7,20,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","Wedding or Die"
0,1008008,"2015/04/01 15:00:00","유키 제8화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008007,8,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:59","날 영원히 놓지 말아 줘"
0,1008009,"2024/07/02 15:00:00","유키 제9화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008008,9,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:00","미의 축복을 찾아서"
0,1008010,"2024/07/02 15:00:00","유키 제10화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008009,10,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:00","유혹의 틈새에서"
0,1008011,"2024/07/02 15:00:00","유키 제11화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008010,11,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:00","니지무라 유키는 놓치지 않아"
0,1008012,"2024/07/02 15:00:00","유키 제12화",100801,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1008011,12,50,0,"2030/12/17 14:59:59",0,1008,1,91002,"2030/12/17 14:59:00","찾는 것은 바로 옆에……"
0,1009001,"2015/04/01 15:00:00","안나 제1화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,0,0,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","해후, 섬광의 시구르드!"
0,1009002,"2015/04/01 15:00:00","안나 제2화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009001,2,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","맹우와의 협동전선"
0,1009003,"2015/04/01 15:00:00","안나 제3화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009002,3,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","잃어버린 기억의 소재"
0,1009004,"2015/04/01 15:00:00","안나 제4화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009003,4,50,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","이세계에서 만난 두 사람"
0,1009005,"2015/04/01 15:00:00","안나 제5화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009004,5,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","펜릴처럼 달려나가라!"
0,1009006,"2015/04/01 15:00:00","안나 제6화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009005,6,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","잃어버린 자신을 되찾아라!"
0,1009007,"2015/04/01 15:00:00","안나 제7화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009006,7,20,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","「조직」과의 대결"
0,1009008,"2015/04/01 15:00:00","안나 제8화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009007,8,50,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:59","전생에서의 관계"
0,1009009,"2024/04/30 15:00:00","안나 제9화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009008,9,50,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:00","무모 마도서"
0,1009010,"2024/04/30 15:00:00","안나 제10화",100901,0,0,"2030/12/17 14:59:59",0,0,0,1,0,8,0,0,0,1009009,10,50,0,"2030/12/17 14:59:59",0,1009,1,91002,"2030/12/17 14:59:00","영웅의 가면"
