reward_type_8,item_id_6,reward_type_9,consume_num_4,reward_type_2,item_id_2,reward_type_4,item_id_8,consume_num_7,reward_type_7,consume_num_8,consume_num_1,item_id_7,reward_type_6,reward_type_5,unit_level,unique_equip_rank,consume_num_9,item_id_4,reward_type_1,consume_num_3,item_id_10,reward_type_10,equip_id,consume_num_10,item_id_5,item_id_9,consume_num_6,item_id_3,consume_num_5,reward_type_3,item_id_1,consume_num_2,crafted_cost
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130011,0,0,0,0,0,0,0,31001,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130021,0,0,0,0,0,0,0,31002,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130031,0,0,0,0,0,0,0,31003,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130041,0,0,0,0,0,0,0,31004,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130051,0,0,0,0,0,0,0,31005,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130061,0,0,0,0,0,0,0,31006,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,200,13,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,210,14,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,800000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,220,15,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,230,16,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,800000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,240,17,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,250,18,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,260,19,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,900000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,270,20,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,280,21,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,290,22,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,300,23,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,310,24,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,5,0,0,0,320,25,0,0,2,0,0,0,130071,0,0,0,0,0,0,0,31007,10,1000000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,30,1,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,5,50000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,50,2,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,5,150000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,70,3,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,8,250000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,90,4,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,400000
0,0,0,0,4,140001,0,0,0,0,0,10,0,0,0,110,5,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,500000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,130,6,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,140,7,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,150,8,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,160,9,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,170,10,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,180,11,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
0,0,0,0,4,140001,0,0,0,0,0,15,0,0,0,190,12,0,0,2,0,0,0,130081,0,0,0,0,0,0,0,31008,10,600000
