id,consume_num_1,reward_type_3,reward_type_1,consume_num_4,exceed_stage,item_id_5,consume_num_3,consume_num_2,reward_type_5,item_id_4,consume_num_5,exceed_item_id,item_id_1,unit_id,reward_type_4,reward_type_2,item_id_2,item_id_3
1108301,40,0,2,0,1,0,0,30000000,0,0,0,41083,31083,108301,0,12,94000,0
1108401,40,0,2,0,1,0,0,30000000,0,0,0,41084,31084,108401,0,12,94000,0
1108501,40,0,2,0,1,0,0,30000000,0,0,0,41085,31085,108501,0,12,94000,0
1108601,40,0,2,0,1,0,0,30000000,0,0,0,41086,31086,108601,0,12,94000,0
1108701,40,0,2,0,1,0,0,30000000,0,0,0,41087,31087,108701,0,12,94000,0
1108801,40,0,2,0,1,0,0,30000000,0,0,0,41088,31088,108801,0,12,94000,0
1108901,40,0,2,0,1,0,0,30000000,0,0,0,41089,31089,108901,0,12,94000,0
1109001,40,0,2,0,1,0,0,30000000,0,0,0,41090,31090,109001,0,12,94000,0
1109101,40,0,2,0,1,0,0,30000000,0,0,0,41091,31091,109101,0,12,94000,0
1109201,120,0,2,0,1,0,0,20000000,0,0,0,41092,31092,109201,0,12,94000,0
1109301,40,0,2,0,1,0,0,30000000,0,0,0,41093,31093,109301,0,12,94000,0
1109401,120,0,2,0,1,0,0,20000000,0,0,0,41094,31094,109401,0,12,94000,0
1109501,120,0,2,0,1,0,0,20000000,0,0,0,41095,31095,109501,0,12,94000,0
1109601,120,0,2,0,1,0,0,20000000,0,0,0,41096,31096,109601,0,12,94000,0
1109701,40,0,2,0,1,0,0,30000000,0,0,0,41097,31097,109701,0,12,94000,0
1109801,40,0,2,0,1,0,0,30000000,0,0,0,41098,31098,109801,0,12,94000,0
1109901,40,0,2,0,1,0,0,30000000,0,0,0,41099,31099,109901,0,12,94000,0
1110001,40,0,2,0,1,0,0,30000000,0,0,0,41100,31100,110001,0,12,94000,0
1110101,40,0,2,0,1,0,0,30000000,0,0,0,41101,31101,110101,0,12,94000,0
1110301,40,0,2,0,1,0,0,30000000,0,0,0,41103,31103,110301,0,12,94000,0
1110401,40,0,2,0,1,0,0,30000000,0,0,0,41104,31104,110401,0,12,94000,0
1110501,40,0,2,0,1,0,0,30000000,0,0,0,41105,31105,110501,0,12,94000,0
1110601,40,0,2,0,1,0,0,30000000,0,0,0,41106,31106,110601,0,12,94000,0
1110701,120,0,2,0,1,0,0,20000000,0,0,0,41107,31107,110701,0,12,94000,0
1110801,120,0,2,0,1,0,0,20000000,0,0,0,41108,31108,110801,0,12,94000,0
1110901,120,0,2,0,1,0,0,20000000,0,0,0,41109,31109,110901,0,12,94000,0
1111001,120,0,2,0,1,0,0,20000000,0,0,0,41110,31110,111001,0,12,94000,0
1111101,40,0,2,0,1,0,0,30000000,0,0,0,41111,31111,111101,0,12,94000,0
1111201,40,0,2,0,1,0,0,30000000,0,0,0,41112,31112,111201,0,12,94000,0
1111301,120,0,2,0,1,0,0,20000000,0,0,0,41113,31113,111301,0,12,94000,0
1111401,120,0,2,0,1,0,0,20000000,0,0,0,41114,31114,111401,0,12,94000,0
1111501,40,0,2,0,1,0,0,30000000,0,0,0,41115,31115,111501,0,12,94000,0
1111601,40,0,2,0,1,0,0,30000000,0,0,0,41116,31116,111601,0,12,94000,0
1111701,120,0,2,0,1,0,0,20000000,0,0,0,41117,31117,111701,0,12,94000,0
1111801,40,0,2,0,1,0,0,30000000,0,0,0,41118,31118,111801,0,12,94000,0
1111901,40,0,2,0,1,0,0,30000000,0,0,0,41119,31119,111901,0,12,94000,0
1112001,40,0,2,0,1,0,0,30000000,0,0,0,41120,31120,112001,0,12,94000,0
1112101,40,0,2,0,1,0,0,30000000,0,0,0,41121,31121,112101,0,12,94000,0
1112201,120,0,2,0,1,0,0,20000000,0,0,0,41122,31122,112201,0,12,94000,0
1112301,40,0,2,0,1,0,0,30000000,0,0,0,41123,31123,112301,0,12,94000,0
1112401,40,0,2,0,1,0,0,30000000,0,0,0,41124,31124,112401,0,12,94000,0
1112501,40,0,2,0,1,0,0,30000000,0,0,0,41125,31125,112501,0,12,94000,0
1112601,40,0,2,0,1,0,0,30000000,0,0,0,41126,31126,112601,0,12,94000,0
1112701,120,0,2,0,1,0,0,20000000,0,0,0,41127,31127,112701,0,12,94000,0
1112801,120,0,2,0,1,0,0,20000000,0,0,0,41128,31128,112801,0,12,94000,0
1112901,120,0,2,0,1,0,0,20000000,0,0,0,41129,31129,112901,0,12,94000,0
1113001,40,0,2,0,1,0,0,30000000,0,0,0,41130,31130,113001,0,12,94000,0
1113101,40,0,2,0,1,0,0,30000000,0,0,0,41131,31131,113101,0,12,94000,0
1113201,40,0,2,0,1,0,0,30000000,0,0,0,41132,31132,113201,0,12,94000,0
1113301,120,0,2,0,1,0,0,20000000,0,0,0,41133,31133,113301,0,12,94000,0
1113401,40,0,2,0,1,0,0,30000000,0,0,0,41134,31134,113401,0,12,94000,0
1113501,40,0,2,0,1,0,0,30000000,0,0,0,41135,31135,113501,0,12,94000,0
1113601,120,0,2,0,1,0,0,20000000,0,0,0,41136,31136,113601,0,12,94000,0
1113701,120,0,2,0,1,0,0,20000000,0,0,0,41137,31137,113701,0,12,94000,0
1113801,120,0,2,0,1,0,0,20000000,0,0,0,41138,31138,113801,0,12,94000,0
1113901,40,0,2,0,1,0,0,30000000,0,0,0,41139,31139,113901,0,12,94000,0
1114001,120,0,2,0,1,0,0,20000000,0,0,0,41140,31140,114001,0,12,94000,0
1114101,40,0,2,0,1,0,0,30000000,0,0,0,41141,31141,114101,0,12,94000,0
1114201,120,0,2,0,1,0,0,20000000,0,0,0,41142,31142,114201,0,12,94000,0
1114301,120,0,2,0,1,0,0,20000000,0,0,0,41143,31143,114301,0,12,94000,0
1114401,40,0,2,0,1,0,0,30000000,0,0,0,41144,31144,114401,0,12,94000,0
1114501,120,0,2,0,1,0,0,20000000,0,0,0,41145,31145,114501,0,12,94000,0
1114601,40,0,2,0,1,0,0,30000000,0,0,0,41146,31146,114601,0,12,94000,0
1114701,40,0,2,0,1,0,0,30000000,0,0,0,41147,31147,114701,0,12,94000,0
1115001,40,0,2,0,1,0,0,30000000,0,0,0,41150,31150,115001,0,12,94000,0
1115501,40,0,2,0,1,0,0,30000000,0,0,0,41155,31155,115501,0,12,94000,0
1115601,40,0,2,0,1,0,0,30000000,0,0,0,41156,31156,115601,0,12,94000,0
1115701,120,0,2,0,1,0,0,20000000,0,0,0,41157,31157,115701,0,12,94000,0
1115801,40,0,2,0,1,0,0,30000000,0,0,0,41158,31158,115801,0,12,94000,0
1115901,120,0,2,0,1,0,0,20000000,0,0,0,41159,31159,115901,0,12,94000,0
1116001,120,0,2,0,1,0,0,20000000,0,0,0,41160,31160,116001,0,12,94000,0
1116201,120,0,2,0,1,0,0,20000000,0,0,0,41162,31162,116201,0,12,94000,0
1116301,120,0,2,0,1,0,0,20000000,0,0,0,41163,31163,116301,0,12,94000,0
1116401,120,0,2,0,1,0,0,20000000,0,0,0,41164,31164,116401,0,12,94000,0
1116501,120,0,2,0,1,0,0,20000000,0,0,0,41165,31165,116501,0,12,94000,0
1116601,120,0,2,0,1,0,0,20000000,0,0,0,41166,31166,116601,0,12,94000,0
1116701,120,0,2,0,1,0,0,20000000,0,0,0,41167,31167,116701,0,12,94000,0
1116801,40,0,2,0,1,0,0,30000000,0,0,0,41168,31168,116801,0,12,94000,0
1116901,120,0,2,0,1,0,0,20000000,0,0,0,41169,31169,116901,0,12,94000,0
1117001,40,0,2,0,1,0,0,30000000,0,0,0,41170,31170,117001,0,12,94000,0
1117101,120,0,2,0,1,0,0,20000000,0,0,0,41171,31171,117101,0,12,94000,0
1117201,40,0,2,0,1,0,0,30000000,0,0,0,41172,31172,117201,0,12,94000,0
1117301,120,0,2,0,1,0,0,20000000,0,0,0,41173,31173,117301,0,12,94000,0
1117401,40,0,2,0,1,0,0,30000000,0,0,0,41174,31174,117401,0,12,94000,0
1117501,120,0,2,0,1,0,0,20000000,0,0,0,41175,31175,117501,0,12,94000,0
1117601,120,0,2,0,1,0,0,20000000,0,0,0,41176,31176,117601,0,12,94000,0
1117701,40,0,2,0,1,0,0,30000000,0,0,0,41177,31177,117701,0,12,94000,0
1117801,40,0,2,0,1,0,0,30000000,0,0,0,41178,31178,117801,0,12,94000,0
1117901,120,0,2,0,1,0,0,20000000,0,0,0,41179,31179,117901,0,12,94000,0
1118001,40,0,2,0,1,0,0,30000000,0,0,0,41180,31180,118001,0,12,94000,0
1118101,40,0,2,0,1,0,0,30000000,0,0,0,41181,31181,118101,0,12,94000,0
1118201,40,0,2,0,1,0,0,30000000,0,0,0,41182,31182,118201,0,12,94000,0
1118501,40,0,2,0,1,0,0,30000000,0,0,0,41185,31185,118501,0,12,94000,0
1118601,40,0,2,0,1,0,0,30000000,0,0,0,41186,31186,118601,0,12,94000,0
1119001,120,0,2,0,1,0,0,20000000,0,0,0,41190,31190,119001,0,12,94000,0
1119101,120,0,2,0,1,0,0,20000000,0,0,0,41191,31191,119101,0,12,94000,0
1119201,40,0,2,0,1,0,0,30000000,0,0,0,41192,31192,119201,0,12,94000,0
1119301,120,0,2,0,1,0,0,20000000,0,0,0,41193,31193,119301,0,12,94000,0
1119901,40,0,2,0,1,0,0,30000000,0,0,0,41199,31199,119901,0,12,94000,0
1120001,40,0,2,0,1,0,0,30000000,0,0,0,41200,31200,120001,0,12,94000,0
1120701,40,0,2,0,1,0,0,30000000,0,0,0,41207,31207,120701,0,12,94000,0
1120801,40,0,2,0,1,0,0,30000000,0,0,0,41208,31208,120801,0,12,94000,0
1120901,40,0,2,0,1,0,0,30000000,0,0,0,41209,31209,120901,0,12,94000,0
1121001,40,0,2,0,1,0,0,30000000,0,0,0,41210,31210,121001,0,12,94000,0
1121101,40,0,2,0,1,0,0,30000000,0,0,0,41211,31211,121101,0,12,94000,0
1121201,40,0,2,0,1,0,0,30000000,0,0,0,41212,31212,121201,0,12,94000,0
1121301,120,0,2,0,1,0,0,20000000,0,0,0,41213,31213,121301,0,12,94000,0
1121401,120,0,2,0,1,0,0,20000000,0,0,0,41214,31214,121401,0,12,94000,0
1121501,40,0,2,0,1,0,0,30000000,0,0,0,41215,31215,121501,0,12,94000,0
1121601,120,0,2,0,1,0,0,20000000,0,0,0,41216,31216,121601,0,12,94000,0
1121901,120,0,2,0,1,0,0,20000000,0,0,0,41219,31219,121901,0,12,94000,0
1122001,120,0,2,0,1,0,0,20000000,0,0,0,41220,31220,122001,0,12,94000,0
1122101,40,0,2,0,1,0,0,30000000,0,0,0,41221,31221,122101,0,12,94000,0
1122201,120,0,2,0,1,0,0,20000000,0,0,0,41222,31222,122201,0,12,94000,0
1122301,120,0,2,0,1,0,0,20000000,0,0,0,41223,31223,122301,0,12,94000,0
1122401,40,0,2,0,1,0,0,30000000,0,0,0,41224,31224,122401,0,12,94000,0
1122501,40,0,2,0,1,0,0,30000000,0,0,0,41225,31225,122501,0,12,94000,0
1122601,120,0,2,0,1,0,0,20000000,0,0,0,41226,31226,122601,0,12,94000,0
1122701,120,0,2,0,1,0,0,20000000,0,0,0,41227,31227,122701,0,12,94000,0
1122801,40,0,2,0,1,0,0,30000000,0,0,0,41228,31228,122801,0,12,94000,0
1122901,40,0,2,0,1,0,0,30000000,0,0,0,41229,31229,122901,0,12,94000,0
1123001,40,0,2,0,1,0,0,30000000,0,0,0,41230,31230,123001,0,12,94000,0
1123101,120,0,2,0,1,0,0,20000000,0,0,0,41231,31231,123101,0,12,94000,0
1123201,120,0,2,0,1,0,0,20000000,0,0,0,41232,31232,123201,0,12,94000,0
1123301,40,0,2,0,1,0,0,30000000,0,0,0,41233,31233,123301,0,12,94000,0
1123501,40,0,2,0,1,0,0,30000000,0,0,0,41235,31235,123501,0,12,94000,0
1123601,40,0,2,0,1,0,0,30000000,0,0,0,41236,31236,123601,0,12,94000,0
1123701,120,0,2,0,1,0,0,20000000,0,0,0,41237,31237,123701,0,12,94000,0
1123801,40,0,2,0,1,0,0,30000000,0,0,0,41238,31238,123801,0,12,94000,0
1123901,120,0,2,0,1,0,0,20000000,0,0,0,41239,31239,123901,0,12,94000,0
1124001,40,0,2,0,1,0,0,30000000,0,0,0,41240,31240,124001,0,12,94000,0
1124101,40,0,2,0,1,0,0,30000000,0,0,0,41241,31241,124101,0,12,94000,0
1124201,120,0,2,0,1,0,0,20000000,0,0,0,41242,31242,124201,0,12,94000,0
1124601,40,0,2,0,1,0,0,30000000,0,0,0,41246,31246,124601,0,12,94000,0
1124701,40,0,2,0,1,0,0,30000000,0,0,0,41247,31247,124701,0,12,94000,0
1124501,40,0,2,0,1,0,0,30000000,0,0,0,41245,31245,124501,0,12,94000,0
1124801,40,0,2,0,1,0,0,30000000,0,0,0,41248,31248,124801,0,12,94000,0
1124901,40,0,2,0,1,0,0,30000000,0,0,0,41249,31249,124901,0,12,94000,0
1125001,40,0,2,0,1,0,0,30000000,0,0,0,41250,31250,125001,0,12,94000,0
1125101,120,0,2,0,1,0,0,20000000,0,0,0,41251,31251,125101,0,12,94000,0
1125201,120,0,2,0,1,0,0,20000000,0,0,0,41252,31252,125201,0,12,94000,0
1125301,40,0,2,0,1,0,0,30000000,0,0,0,41253,31253,125301,0,12,94000,0
1125401,120,0,2,0,1,0,0,20000000,0,0,0,41254,31254,125401,0,12,94000,0
1125501,40,0,2,0,1,0,0,30000000,0,0,0,41255,31255,125501,0,12,94000,0
1125601,40,0,2,0,1,0,0,30000000,0,0,0,41256,31256,125601,0,12,94000,0
1125701,40,0,2,0,1,0,0,30000000,0,0,0,41257,31257,125701,0,12,94000,0
1125801,120,0,2,0,1,0,0,20000000,0,0,0,41258,31258,125801,0,12,94000,0
1126001,120,0,2,0,1,0,0,20000000,0,0,0,41260,31260,126001,0,12,94000,0
1126101,120,0,2,0,1,0,0,20000000,0,0,0,41261,31261,126101,0,12,94000,0
1126201,40,0,2,0,1,0,0,30000000,0,0,0,41262,31262,126201,0,12,94000,0
1126301,120,0,2,0,1,0,0,20000000,0,0,0,41263,31263,126301,0,12,94000,0
1126401,40,0,2,0,1,0,0,30000000,0,0,0,41264,31264,126401,0,12,94000,0
1126701,40,0,2,0,1,0,0,30000000,0,0,0,41267,31267,126701,0,12,94000,0
1126501,40,0,2,0,1,0,0,30000000,0,0,0,41265,31265,126501,0,12,94000,0
1126601,40,0,2,0,1,0,0,30000000,0,0,0,41266,31266,126601,0,12,94000,0
1126801,120,0,2,0,1,0,0,20000000,0,0,0,41268,31268,126801,0,12,94000,0
1126901,40,0,2,0,1,0,0,30000000,0,0,0,41269,31269,126901,0,12,94000,0
1127001,40,0,2,0,1,0,0,30000000,0,0,0,41270,31270,127001,0,12,94000,0
1127101,40,0,2,0,1,0,0,30000000,0,0,0,41271,31271,127101,0,12,94000,0
1127201,40,0,2,0,1,0,0,30000000,0,0,0,41272,31272,127201,0,12,94000,0
1127301,120,0,2,0,1,0,0,20000000,0,0,0,41273,31273,127301,0,12,94000,0
1127501,40,0,2,0,1,0,0,30000000,0,0,0,41275,31275,127501,0,12,94000,0
1127601,120,0,2,0,1,0,0,20000000,0,0,0,41276,31276,127601,0,12,94000,0
1127701,120,0,2,0,1,0,0,20000000,0,0,0,41277,31277,127701,0,12,94000,0
1127801,120,0,2,0,1,0,0,20000000,0,0,0,41278,31278,127801,0,12,94000,0
1127901,40,0,2,0,1,0,0,30000000,0,0,0,41279,31279,127901,0,12,94000,0
1128001,120,0,2,0,1,0,0,20000000,0,0,0,41280,31280,128001,0,12,94000,0
1128301,40,0,2,0,1,0,0,30000000,0,0,0,41283,31283,128301,0,12,94000,0
1128401,40,0,2,0,1,0,0,30000000,0,0,0,41284,31284,128401,0,12,94000,0
1128501,40,0,2,0,1,0,0,30000000,0,0,0,41285,31285,128501,0,12,94000,0
1128701,40,0,2,0,1,0,0,30000000,0,0,0,41287,31287,128701,0,12,94000,0
1128801,40,0,2,0,1,0,0,30000000,0,0,0,41288,31288,128801,0,12,94000,0
1128901,40,0,2,0,1,0,0,30000000,0,0,0,41289,31289,128901,0,12,94000,0
1129001,40,0,2,0,1,0,0,30000000,0,0,0,41290,31290,129001,0,12,94000,0
1129301,40,0,2,0,1,0,0,30000000,0,0,0,41293,31293,129301,0,12,94000,0
1129401,120,0,2,0,1,0,0,20000000,0,0,0,41294,31294,129401,0,12,94000,0
1129501,40,0,2,0,1,0,0,30000000,0,0,0,41295,31295,129501,0,12,94000,0
1129601,40,0,2,0,1,0,0,30000000,0,0,0,41296,31296,129601,0,12,94000,0
1129701,40,0,2,0,1,0,0,30000000,0,0,0,41297,31297,129701,0,12,94000,0
1129801,40,0,2,0,1,0,0,30000000,0,0,0,41298,31298,129801,0,12,94000,0
1129901,120,0,2,0,1,0,0,20000000,0,0,0,41299,31299,129901,0,12,94000,0
1130001,40,0,2,0,1,0,0,30000000,0,0,0,41300,31300,130001,0,12,94000,0
1130101,40,0,2,0,1,0,0,30000000,0,0,0,41301,31301,130101,0,12,94000,0
1130201,40,0,2,0,1,0,0,30000000,0,0,0,41302,31302,130201,0,12,94000,0
1130701,40,0,2,0,1,0,0,30000000,0,0,0,41307,31307,130701,0,12,94000,0
1130801,120,0,2,0,1,0,0,20000000,0,0,0,41308,31308,130801,0,12,94000,0
1130901,120,0,2,0,1,0,0,20000000,0,0,0,41309,31309,130901,0,12,94000,0
1131001,40,0,2,0,1,0,0,30000000,0,0,0,41310,31310,131001,0,12,94000,0
1131101,120,0,2,0,1,0,0,20000000,0,0,0,41311,31311,131101,0,12,94000,0
1131201,40,0,2,0,1,0,0,30000000,0,0,0,41312,31312,131201,0,12,94000,0
1131601,40,0,2,0,1,0,0,30000000,0,0,0,41316,31316,131601,0,12,94000,0
1131701,40,0,2,0,1,0,0,30000000,0,0,0,41317,31317,131701,0,12,94000,0
1131801,120,0,2,0,1,0,0,20000000,0,0,0,41318,31318,131801,0,12,94000,0
1132201,40,0,2,0,1,0,0,30000000,0,0,0,41322,31322,132201,0,12,94000,0
1132801,40,0,2,0,1,0,0,30000000,0,0,0,41328,31328,132801,0,12,94000,0
1132901,120,0,2,0,1,0,0,20000000,0,0,0,41329,31329,132901,0,12,94000,0
1133001,40,0,2,0,1,0,0,30000000,0,0,0,41330,31330,133001,0,12,94000,0
1133201,40,0,2,0,1,0,0,30000000,0,0,0,41332,31332,133201,0,12,94000,0
1133501,40,0,2,0,1,0,0,30000000,0,0,0,41335,31335,133501,0,12,94000,0
1133601,40,0,2,0,1,0,0,30000000,0,0,0,41336,31336,133601,0,12,94000,0
1133701,40,0,2,0,1,0,0,30000000,0,0,0,41337,31337,133701,0,12,94000,0
1133901,40,0,2,0,1,0,0,30000000,0,0,0,41339,31339,133901,0,12,94000,0
1180101,40,0,2,0,1,0,0,30000000,0,0,0,41801,31801,180101,0,12,94000,0
1180201,40,0,2,0,1,0,0,30000000,0,0,0,41802,31802,180201,0,12,94000,0
1180301,40,0,2,0,1,0,0,30000000,0,0,0,41803,31803,180301,0,12,94000,0
1180401,40,0,2,0,1,0,0,30000000,0,0,0,41804,31804,180401,0,12,94000,0
1180501,40,0,2,0,1,0,0,30000000,0,0,0,41805,31805,180501,0,12,94000,0
1180601,40,0,2,0,1,0,0,30000000,0,0,0,41806,31806,180601,0,12,94000,0
1180701,40,0,2,0,1,0,0,30000000,0,0,0,41807,31807,180701,0,12,94000,0
1180801,40,0,2,0,1,0,0,30000000,0,0,0,41808,31808,180801,0,12,94000,0
1180901,40,0,2,0,1,0,0,30000000,0,0,0,41809,31809,180901,0,12,94000,0
1181001,40,0,2,0,1,0,0,30000000,0,0,0,41810,31810,181001,0,12,94000,0
1181101,40,0,2,0,1,0,0,30000000,0,0,0,41811,31811,181101,0,12,94000,0
1181201,40,0,2,0,1,0,0,30000000,0,0,0,41812,31812,181201,0,12,94000,0
