id,story_id,cue_name,seek_time,command_param,start_pos,type,command,sheet_name,seq_num,end_pos,line_num
100980717,1009807,0,1.84,0.0,0,1,0,0,17,300,7
100980718,1009807,0,0.0,2.361,0,4,1,0,18,0,0
100980719,1009807,0,1.38,0.0,0,1,0,0,19,300,8
100980720,1009807,0,0.0,1.38,0,4,1,0,20,0,0
100980721,1009807,0,1.399,0.0,0,1,0,0,21,300,9
100980722,1009807,0,0.0,2.399,0,4,1,0,22,0,0
100980723,1009807,vo_lsv_0704,0.0,0.0,0,2,0,vo_lsv,23,0,0
100980724,1009807,0,2.268,0.0,0,1,0,0,24,300,10
100980725,1009807,0,0.0,2.268,0,4,1,0,25,0,0
100980726,1009807,0,1.299,0.0,0,1,0,0,26,300,11
100980801,1009808,0,0.0,0.8,0,4,1,0,1,0,0
100980802,1009808,vo_lsv_0801,0.0,0.0,0,2,0,vo_lsv,2,0,0
100980803,1009808,0,1.4,0.0,0,1,0,0,3,300,1
100980804,1009808,0,0.0,1.4,0,4,1,0,4,0,0
100980805,1009808,0,1.0,0.0,0,1,0,0,5,300,2
100980806,1009808,0,0.0,2.0,0,4,1,0,6,0,0
100980807,1009808,vo_lsv_0802,0.0,0.0,0,2,0,vo_lsv,7,0,0
100980808,1009808,0,1.6,0.0,0,1,0,0,8,300,3
100980809,1009808,0,0.0,1.8,0,4,1,0,9,0,0
100980810,1009808,0,1.0,0.0,0,1,0,0,10,300,4
100980811,1009808,0,0.0,1.0,0,4,1,0,11,0,0
100980812,1009808,0,1.5,0.0,0,1,0,0,12,300,5
100980813,1009808,0,0.0,2.5,0,4,1,0,13,0,0
100980814,1009808,vo_lsv_0803,0.0,0.0,0,2,0,vo_lsv,14,0,0
100980815,1009808,0,1.9,0.0,0,1,0,0,15,320,6
100980816,1009808,0,0.0,2.5,0,4,1,0,16,0,0
100980817,1009808,0,1.3,0.0,0,1,0,0,17,240,7
100980818,1009808,0,0.0,2.3,0,4,1,0,18,0,0
100980819,1009808,vo_lsv_0804,0.0,0.0,0,2,0,vo_lsv,19,0,0
100980820,1009808,0,1.3,0.0,0,1,0,0,20,300,8
100980821,1009808,0,0.0,1.3,0,4,1,0,21,0,0
100980822,1009808,0,1.5,0.0,0,1,0,0,22,300,9
100980823,1009808,0,0.0,2.5,0,4,1,0,23,0,0
100980824,1009808,vo_lsv_0805,0.0,0.0,0,2,0,vo_lsv,24,0,0
100980825,1009808,0,1.4,0.0,0,1,0,0,25,300,10
100980826,1009808,0,0.0,2.6,0,4,1,0,26,0,0
100980827,1009808,vo_lsv_0806,0.0,0.0,0,2,0,vo_lsv,27,0,0
100980828,1009808,0,1.363,0.0,15,1,0,0,28,327,11
100980901,1009809,0,0.0,0.8,0,4,1,0,1,0,0
100980902,1009809,vo_lsv_0901,0.0,0.0,0,2,0,vo_lsv,2,0,0
100980903,1009809,0,2.1,0.0,0,1,0,0,3,300,1
100980904,1009809,0,0.0,2.9,0,4,1,0,4,0,0
100980905,1009809,vo_lsv_0902,0.0,0.0,0,2,0,vo_lsv,5,0,0
100980906,1009809,0,2.46,0.0,0,1,0,0,6,327,2
100980907,1009809,0,0.0,2.64,0,4,1,0,7,0,0
100980908,1009809,0,1.845,0.0,0,1,0,0,8,327,3
100980909,1009809,0,0.0,1.85,0,4,1,0,9,0,0
100980910,1009809,0,1.735,0.0,0,1,0,0,10,300,4
100980911,1009809,0,0.0,2.0,0,4,1,0,11,0,0
100980912,1009809,vo_lsv_0903,0.0,0.0,0,2,0,vo_lsv,12,0,0
100980913,1009809,0,2.484,0.0,0,1,0,0,13,327,5
100980914,1009809,0,0.0,2.663,0,4,1,0,14,0,0
100980915,1009809,0,1.546,0.0,0,1,0,0,15,327,6
100980916,1009809,0,0.0,1.55,0,4,1,0,16,0,0
100980917,1009809,0,1.205,0.0,0,1,0,0,17,327,7
100980918,1009809,0,0.0,1.5,0,4,1,0,18,0,0
100980919,1009809,vo_lsv_0904,0.0,0.0,0,2,0,vo_lsv,19,0,0
100980920,1009809,0,2.079,0.0,0,1,0,0,20,327,8
100980921,1009809,0,0.0,2.4,0,4,1,0,21,0,0
100980922,1009809,0,2.05,0.0,0,1,0,0,22,327,9
100980923,1009809,0,0.0,2.35,0,4,1,0,23,0,0
100980924,1009809,0,2.55,0.0,0,1,0,0,24,327,10
100981001,1009810,0,0.0,0.8,0,4,1,0,1,0,0
100981002,1009810,vo_lsv_1001,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981003,1009810,0,1.707,0.0,0,1,0,0,3,300,1
100981004,1009810,0,0.0,1.717,0,4,1,0,4,0,0
100981005,1009810,0,0.75,0.0,0,1,0,0,5,90,2
100981006,1009810,0,0.0,1.15,0,4,1,0,6,0,0
100981007,1009810,0,1.46,0.0,92,1,0,0,7,327,2
100981008,1009810,0,0.0,1.66,0,4,1,0,8,0,0
100981009,1009810,0,2.03,0.0,0,1,0,0,9,327,3
100981010,1009810,0,0.0,2.23,0,4,1,0,10,0,0
100981011,1009810,0,1.732,0.0,0,1,0,0,11,327,4
100981012,1009810,0,0.0,2.5,0,4,1,0,12,0,0
100981013,1009810,vo_lsv_1002,0.0,0.0,0,2,0,vo_lsv,13,0,0
100981014,1009810,0,1.9,0.0,0,1,0,0,14,300,5
100981015,1009810,0,0.0,1.949,0,4,1,0,15,0,0
100981016,1009810,0,2.05,0.0,0,1,0,0,16,327,6
100981017,1009810,0,0.0,2.08,0,4,1,0,17,0,0
100981018,1009810,0,0.8,0.0,0,1,0,0,18,130,7
100981019,1009810,0,0.0,2.0,0,4,1,0,19,0,0
100981020,1009810,vo_lsv_1003,0.0,0.0,0,2,0,vo_lsv,20,0,0
100981021,1009810,0,1.575,0.0,135,1,0,0,21,300,7
100981022,1009810,0,0.0,1.6,0,4,1,0,22,0,0
100981023,1009810,0,1.243,0.0,0,1,0,0,23,190,8
100981024,1009810,0,0.0,3.0,0,4,1,0,24,0,0
100981025,1009810,vo_lsv_1004,0.0,0.0,0,2,0,vo_lsv,25,0,0
100981026,1009810,0,1.867,0.0,0,1,0,0,26,196,9
100981027,1009810,0,0.0,2.067,0,4,1,0,27,0,0
100981028,1009810,0,0.956,0.0,198,1,0,0,28,327,9
100981029,1009810,0,0.0,1.0,0,4,1,0,29,0,0
100981030,1009810,0,1.851,0.0,0,1,0,0,30,260,10
100981031,1009810,0,0.0,1.88,0,4,1,0,31,0,0
100981032,1009810,0,1.172,0.0,0,1,0,0,32,160,11
100981033,1009810,0,0.0,2.5,0,4,1,0,33,0,0
100981034,1009810,vo_lsv_1005,0.0,0.0,0,2,0,vo_lsv,34,0,0
100981035,1009810,0,0.95,0.0,0,1,0,0,35,88,12
100981036,1009810,0,0.0,1.1,0,4,1,0,36,0,0
100981037,1009810,0,1.392,0.0,90,1,0,0,37,230,12
100981101,1009811,0,0.0,0.8,0,4,1,0,1,0,0
100981102,1009811,vo_lsv_1101,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981103,1009811,0,1.813,0.0,0,1,0,0,3,300,1
100981104,1009811,0,0.0,2.0,0,4,1,0,4,0,0
100981105,1009811,0,1.065,0.0,0,1,0,0,5,280,2
100981106,1009811,0,0.0,1.095,0,4,1,0,6,0,0
100981107,1009811,0,2.176,0.0,0,1,0,0,7,327,3
100981108,1009811,0,0.0,3.1,0,4,1,0,8,0,0
100981109,1009811,vo_lsv_1102,0.0,0.0,0,2,0,vo_lsv,9,0,0
100981110,1009811,0,1.283,0.0,0,1,0,0,10,280,4
100981111,1009811,0,0.0,1.31,0,4,1,0,11,0,0
100981112,1009811,0,2.351,0.0,0,1,0,0,12,327,5
100981113,1009811,0,0.0,2.381,0,4,1,0,13,0,0
100981114,1009811,0,2.037,0.0,0,1,0,0,14,327,6
100981115,1009811,0,0.0,3.0,0,4,1,0,15,0,0
100981116,1009811,vo_lsv_1103,0.0,0.0,0,2,0,vo_lsv,16,0,0
100981117,1009811,0,2.637,0.0,0,1,0,0,17,327,7
100981118,1009811,0,0.0,3.23,0,4,1,0,18,0,0
100981119,1009811,0,1.789,0.0,0,1,0,0,19,327,8
100981120,1009811,0,0.0,1.81,0,4,1,0,20,0,0
100981121,1009811,0,0.763,0.0,0,1,0,0,21,80,9
100981122,1009811,0,0.0,0.893,0,4,1,0,22,0,0
100981123,1009811,0,1.079,0.0,82,1,0,0,23,327,9
100981124,1009811,0,0.0,1.1,0,4,1,0,24,0,0
100981125,1009811,0,1.424,0.0,0,1,0,0,25,195,10
100981126,1009811,0,0.0,2.5,0,4,1,0,26,0,0
100981127,1009811,vo_lsv_1104,0.0,0.0,0,2,0,vo_lsv,27,0,0
100981128,1009811,0,0.7,0.0,197,1,0,0,28,350,10
100981129,1009811,0,0.0,0.75,0,4,1,0,29,0,0
100981130,1009811,0,2.45,0.0,0,1,0,0,30,300,11
100981131,1009811,0,0.0,2.55,0,4,1,0,31,0,0
100981132,1009811,0,1.6,0.0,0,1,0,0,32,220,12
100981201,1009812,0,0.0,0.8,0,4,1,0,1,0,0
100981202,1009812,vo_lsv_1201,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981203,1009812,0,2.379,0.0,0,1,0,0,3,300,1
100981204,1009812,0,0.0,3.5,0,4,1,0,4,0,0
100981205,1009812,vo_lsv_1202,0.0,0.0,0,2,0,vo_lsv,5,0,0
100981206,1009812,0,1.623,0.0,0,1,0,0,6,327,2
100981207,1009812,0,0.0,1.63,0,4,1,0,7,0,0
100981208,1009812,0,2.644,0.0,15,1,0,0,8,327,3
100981209,1009812,0,0.0,3.5,0,4,1,0,9,0,0
100981210,1009812,vo_lsv_1203,0.0,0.0,0,2,0,vo_lsv,10,0,0
100981211,1009812,0,1.502,0.0,0,1,0,0,11,300,4
100981212,1009812,0,0.0,1.51,0,4,1,0,12,0,0
100981213,1009812,0,2.171,0.0,15,1,0,0,13,327,5
100981214,1009812,0,0.0,2.2,0,4,1,0,14,0,0
100981215,1009812,0,1.319,0.0,0,1,0,0,15,180,6
100981216,1009812,0,0.0,1.8,0,4,1,0,16,0,0
100981217,1009812,vo_lsv_1204,0.0,0.0,0,2,0,vo_lsv,17,0,0
100981218,1009812,0,1.03,0.0,182,1,0,0,18,300,6
100981219,1009812,0,0.0,2.0,0,4,1,0,19,0,0
100981220,1009812,vo_lsv_1205,0.0,0.0,0,2,0,vo_lsv,20,0,0
100981221,1009812,0,1.96,0.0,0,1,0,0,21,300,7
100981222,1009812,0,0.0,2.0,0,4,1,0,22,0,0
100981223,1009812,0,2.137,0.0,15,1,0,0,23,327,8
100981224,1009812,0,0.0,3.5,0,4,1,0,24,0,0
100981225,1009812,vo_lsv_1206,0.0,0.0,0,2,0,vo_lsv,25,0,0
100981226,1009812,0,1.602,0.0,0,1,0,0,26,300,9
100981227,1009812,0,0.0,1.7,0,4,1,0,27,0,0
100981228,1009812,0,2.476,0.0,15,1,0,0,28,327,10
100981229,1009812,0,0.0,3.5,0,4,1,0,29,0,0
100981230,1009812,vo_lsv_1207,0.0,0.0,0,2,0,vo_lsv,30,0,0
100981231,1009812,0,1.155,0.0,0,1,0,0,31,300,11
100981232,1009812,0,0.0,1.18,0,4,1,0,32,0,0
100981233,1009812,0,1.28,0.0,15,1,0,0,33,200,12
100981301,1009813,0,0.0,0.8,0,4,1,0,1,0,0
100981302,1009813,vo_lsv_1301,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981303,1009813,0,2.09,0.0,0,1,0,0,3,300,1
100981304,1009813,0,0.0,2.12,0,4,1,0,4,0,0
100981305,1009813,0,2.649,0.0,15,1,0,0,5,340,2
100981306,1009813,0,0.0,3.6,0,4,1,0,6,0,0
100981307,1009813,vo_lsv_1302,0.0,0.0,0,2,0,vo_lsv,7,0,0
100981308,1009813,0,2.138,0.0,0,1,0,0,8,300,3
100981309,1009813,0,0.0,2.17,0,4,1,0,9,0,0
100981310,1009813,0,2.111,0.0,0,1,0,0,10,327,4
100981311,1009813,0,0.0,2.45,0,4,1,0,11,0,0
100981312,1009813,0,2.0,0.0,0,1,0,0,12,327,5
100981313,1009813,0,0.0,2.3,0,4,1,0,13,0,0
100981314,1009813,0,1.354,0.0,0,1,0,0,14,290,6
100981315,1009813,0,0.0,3.0,0,4,1,0,15,0,0
100981316,1009813,vo_lsv_1303,0.0,0.0,0,2,0,vo_lsv,16,0,0
100981317,1009813,0,1.539,0.0,0,1,0,0,17,300,7
100981318,1009813,0,0.0,1.569,0,4,1,0,18,0,0
100981319,1009813,0,0.732,0.0,0,1,0,0,19,90,8
100981320,1009813,0,0.0,1.08,0,4,1,0,20,0,0
100981321,1009813,0,1.207,0.0,92,1,0,0,21,300,8
100981322,1009813,0,0.0,1.407,0,4,1,0,22,0,0
100981323,1009813,0,1.798,0.0,0,1,0,0,23,327,9
100981324,1009813,0,0.0,2.7,0,4,1,0,24,0,0
100981325,1009813,vo_lsv_1304,0.0,0.0,0,2,0,vo_lsv,25,0,0
100981326,1009813,0,1.633,0.0,0,1,0,0,26,300,10
100981401,1009814,0,0.0,0.8,0,4,1,0,1,0,0
100981402,1009814,vo_lsv_1401,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981403,1009814,0,0.677,0.0,0,1,0,0,3,160,1
100981404,1009814,0,0.0,0.7,0,4,1,0,4,0,0
100981405,1009814,0,1.677,0.0,0,1,0,0,5,270,2
100981406,1009814,0,0.0,3.5,0,4,1,0,6,0,0
100981407,1009814,vo_lsv_1402,0.0,0.0,0,2,0,vo_lsv,7,0,0
100981408,1009814,0,1.099,0.0,0,1,0,0,8,270,4
100981409,1009814,0,0.0,1.13,0,4,1,0,9,0,0
100981410,1009814,0,1.234,0.0,0,1,0,0,10,160,5
100981411,1009814,0,0.0,2.2,0,4,1,0,11,0,0
100981412,1009814,vo_lsv_1403,0.0,0.0,0,2,0,vo_lsv,12,0,0
100981413,1009814,0,1.37,0.0,0,1,0,0,13,180,6
100981414,1009814,0,0.0,2.5,0,4,1,0,14,0,0
100981415,1009814,vo_lsv_1404,0.0,0.0,0,2,0,vo_lsv,15,0,0
100981416,1009814,0,1.0,0.0,0,1,0,0,16,100,8
100981417,1009814,0,0.0,1.3,0,4,1,0,17,0,0
100981418,1009814,0,1.661,0.0,0,1,0,0,18,327,9
100981419,1009814,0,0.0,1.7,0,4,1,0,19,0,0
100981420,1009814,0,1.344,0.0,0,1,0,0,20,180,10
100981421,1009814,0,0.0,2.5,0,4,1,0,21,0,0
100981422,1009814,vo_lsv_1405,0.0,0.0,0,2,0,vo_lsv,22,0,0
