reward_lot_count_1,disp_reward_type_4,disp_reward_type_1,reward_group_id_3,reward_lot_count_4,disp_reward_id_3,enemy_id_5,drop_gold_2,enemy_id_3,reward_lot_count_5,disp_reward_type_2,disp_reward_type_5,reward_odds_1,drop_gold_3,disp_reward_id_5,disp_reward_id_4,enemy_id_2,enemy_id_1,disp_reward_id_1,reward_group_id_2,reward_odds_3,reward_odds_4,reward_lot_count_3,drop_gold_4,enemy_id_4,disp_reward_id_2,reward_group_id_1,wave_group_id,reward_odds_2,wave,reward_lot_count_2,reward_odds_5,disp_reward_type_3,drop_gold_1,drop_gold_5,reward_group_id_4,difficulty,reward_group_id_5
1,0,4,10011004,0,0,0,0,670420013,0,0,0,66,0,0,0,670380112,670270013,101011,10011005,66,0,1,0,670160013,0,10011006,650002043,66,3,1,0,0,298,0,0,1,0
1,0,0,61001007,0,0,0,0,670110014,0,0,0,30,0,0,0,670300014,670090114,0,61001004,36,0,1,0,0,0,61001005,650002051,18,1,1,0,0,309,0,0,1,0
1,0,0,10011001,0,0,0,0,670070014,0,4,0,66,0,0,0,670300114,670090014,0,10011002,66,0,1,0,0,101011,10011003,650002052,66,2,1,0,0,309,0,0,1,0
1,0,4,10011004,0,0,0,0,670250014,0,0,0,66,0,0,0,670290214,670330012,101011,10011005,66,0,1,0,670130114,0,10011006,650002053,66,3,1,0,0,309,0,0,1,0
1,0,0,61001007,0,0,0,0,670440015,0,0,0,30,0,0,0,670060015,670370015,0,61001004,36,0,1,0,0,0,61001005,650002061,18,1,1,0,0,313,0,0,1,0
1,0,0,10011001,0,0,0,0,670140015,0,4,0,66,0,0,0,670300015,670050014,0,10011002,66,0,1,0,0,101011,10011003,650002062,66,2,1,0,0,313,0,0,1,0
1,0,4,10011004,0,0,0,0,670100015,0,0,0,66,0,0,0,670030015,670040014,101011,10011005,66,0,1,0,670210115,0,10011006,650002063,66,3,1,0,0,313,0,0,1,0
1,0,0,61001007,0,0,0,0,670130016,0,0,0,30,0,0,0,670090016,670060016,0,61001004,36,0,1,0,0,0,61001005,650002071,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070016,0,4,0,66,0,0,0,670300116,670090016,0,10011002,66,0,1,0,0,101011,10011003,650002072,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160016,0,0,0,66,0,0,0,670380115,670290116,101011,10011005,66,0,1,0,670340016,0,10011006,650002073,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110017,0,0,0,30,0,0,0,670300017,670090117,0,61001004,36,0,1,0,0,0,61001005,650002081,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390017,0,4,0,66,0,0,0,670300017,670120015,0,10011002,66,0,1,0,0,101011,10011003,650002082,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420017,0,0,0,66,0,0,0,670050016,670380016,101011,10011005,66,0,1,0,670230017,0,10011006,650002083,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020018,0,0,0,30,0,0,0,670280018,670030018,0,61001004,36,0,1,0,0,0,61001005,650002091,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670280018,0,4,0,66,0,0,0,670010018,670210118,0,10011002,66,0,1,0,0,101011,10011003,650002092,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420018,0,0,0,66,0,0,0,670380117,670270018,101011,10011005,66,0,1,0,670160018,0,10011006,650002093,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670340019,0,0,0,30,0,0,0,670320019,670380018,0,61001004,36,0,1,0,0,0,61001005,650002101,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670080019,0,4,0,66,0,0,0,670210119,670330017,0,10011002,66,0,1,0,0,101011,10011003,650002102,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160019,0,0,0,66,0,0,0,670380118,670290119,101011,10011005,66,0,1,0,670340019,0,10011006,650002103,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110020,0,0,0,30,0,0,0,670300020,670090120,0,61001004,36,0,1,0,0,0,61001005,650002111,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670280020,0,4,0,66,0,0,0,670010020,670210120,0,10011002,66,0,1,0,0,101011,10011003,650002112,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670100020,0,0,0,66,0,0,0,670030020,670040019,101011,10011005,66,0,1,0,670210120,0,10011006,650002113,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670440021,0,0,0,30,0,0,0,670060021,670370021,0,61001004,36,0,1,0,0,0,61001005,650002121,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070021,0,4,0,66,0,0,0,670300121,670090021,0,10011002,66,0,1,0,0,101011,10011003,650002122,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420021,0,0,0,66,0,0,0,670380120,670270021,101011,10011005,66,0,1,0,670160021,0,10011006,650002123,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670130022,0,0,0,30,0,0,0,670090022,670060022,0,61001004,36,0,1,0,0,0,61001005,650002131,18,1,1,0,0,326,0,0,1,0
1,0,0,10011001,0,0,0,0,670080022,0,4,0,66,0,0,0,670210122,670330020,0,10011002,66,0,1,0,0,101011,10011003,650002132,66,2,1,0,0,326,0,0,1,0
1,0,4,10011004,0,0,0,0,670420022,0,0,0,66,0,0,0,670050021,670380021,101011,10011005,66,0,1,0,670230022,0,10011006,650002133,66,3,1,0,0,326,0,0,1,0
1,0,0,61001007,0,0,0,0,670020023,0,0,0,30,0,0,0,670280023,670030023,0,61001004,36,0,1,0,0,0,61001005,650002141,18,1,1,0,0,336,0,0,1,0
1,0,0,10011001,0,0,0,0,670390023,0,4,0,66,0,0,0,670300023,670120021,0,10011002,66,0,1,0,0,101011,10011003,650002142,66,2,1,0,0,336,0,0,1,0
1,0,4,10011004,0,0,0,0,670420023,0,0,0,66,0,0,0,670380122,670270023,101011,10011005,66,0,1,0,670160023,0,10011006,650002143,66,3,1,0,0,336,0,0,1,0
1,0,0,61001007,0,0,0,0,670020025,0,0,0,30,0,0,0,670280025,670030025,0,61001004,36,0,1,0,0,0,61001005,650002151,18,1,1,0,0,341,0,0,1,0
1,0,0,10011001,0,0,0,0,670140025,0,4,0,66,0,0,0,670300025,670050024,0,10011002,66,0,1,0,0,101011,10011003,650002152,66,2,1,0,0,341,0,0,1,0
1,0,4,10011004,0,0,0,0,670250025,0,0,0,66,0,0,0,670290225,670330023,101011,10011005,66,0,1,0,670130125,0,10011006,650002153,66,3,1,0,0,341,0,0,1,0
1,0,0,10011001,0,101011,0,0,670430027,0,4,0,86,0,0,0,670090127,670070027,0,10011002,86,0,1,0,0,101011,10011003,650002161,86,1,1,0,4,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670010025,0,0,0,60,0,0,0,670270027,670280026,0,61001004,36,0,1,0,0,0,62001005,650002162,36,2,1,0,0,356,0,0,2,0
1,0,4,10011004,0,0,0,0,670220027,0,0,0,86,0,0,0,670380127,670240027,101011,10011005,86,0,1,0,670150027,0,10011006,650002163,86,3,1,0,0,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670110029,0,0,0,60,0,0,0,670400029,670090029,0,61001004,36,0,1,0,0,0,62001005,650002171,36,1,1,0,0,356,0,0,2,0
1,0,0,10011001,0,101011,0,0,670380029,0,4,0,86,0,0,0,670190027,670050029,0,10011002,86,0,1,0,0,101011,10011003,650002172,86,2,1,0,4,356,0,0,2,0
1,0,4,10011004,0,0,0,0,670050029,0,0,0,86,0,0,0,670040029,670130129,101011,10011005,86,0,1,0,670020029,0,10011006,650002173,86,3,1,0,0,356,0,0,2,0
1,0,0,10011001,0,101011,0,0,670430032,0,4,0,86,0,0,0,670090132,670070032,0,10011002,86,0,1,0,0,101011,10011003,650002181,86,1,1,0,4,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670300132,0,0,0,60,0,0,0,670230030,670060032,0,61001004,36,0,1,0,0,0,62001005,650002182,36,2,1,0,0,356,0,0,2,0
1,0,4,10011004,0,0,0,0,670420032,0,0,0,86,0,0,0,670380132,670120032,101011,10011005,86,0,1,0,670140032,0,10011006,650002183,86,3,1,0,0,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670390034,0,0,0,60,0,0,0,670290134,670030034,0,61001004,36,0,1,0,0,0,62001005,650002191,36,1,1,0,0,371,0,0,2,0
1,0,0,10011001,0,101011,0,0,670010032,0,4,0,86,0,0,0,670270034,670280033,0,10011002,86,0,1,0,0,101011,10011003,650002192,86,2,1,0,4,371,0,0,2,0
1,0,4,10011004,0,0,0,0,670050034,0,0,0,86,0,0,0,670040034,670130134,101011,10011005,86,0,1,0,670020034,0,10011006,650002193,86,3,1,0,0,371,0,0,2,0
1,0,0,62001007,0,0,0,0,670110037,0,0,0,60,0,0,0,670400037,670090037,0,61001004,36,0,1,0,0,0,62001005,650002201,36,1,1,0,0,386,0,0,2,0
1,0,0,10011001,0,101011,0,0,670380037,0,4,0,86,0,0,0,670190035,670050037,0,10011002,86,0,1,0,0,101011,10011003,650002202,86,2,1,0,4,386,0,0,2,0
1,0,4,10011004,0,0,0,0,670220037,0,0,0,86,0,0,0,670380137,670240037,101011,10011005,86,0,1,0,670150037,0,10011006,650002203,86,3,1,0,0,386,0,0,2,0
1,0,0,61001007,0,0,0,0,670440010,0,0,0,30,0,0,0,670060010,670370010,0,61001004,36,0,1,0,0,0,61001005,650003011,18,1,1,0,0,273,0,0,1,0
1,0,0,10011001,0,0,0,0,670070010,0,4,0,66,0,0,0,670300110,670090010,0,10011002,66,0,1,0,0,101011,10011003,650003012,66,2,1,0,0,273,0,0,1,0
1,0,4,10011004,0,0,0,0,670420010,0,0,0,66,0,0,0,670380109,670270010,101011,10011005,66,0,1,0,670160010,0,10011006,650003013,66,3,1,0,0,273,0,0,1,0
1,0,0,61001007,0,0,0,0,670110011,0,0,0,30,0,0,0,670300011,670090111,0,61001004,36,0,1,0,0,0,61001005,650003021,18,1,1,0,0,281,0,0,1,0
1,0,0,10011001,0,0,0,0,670280011,0,4,0,66,0,0,0,670010011,670210111,0,10011002,66,0,1,0,0,101011,10011003,650003022,66,2,1,0,0,281,0,0,1,0
1,0,4,10011004,0,0,0,0,670420011,0,0,0,66,0,0,0,670050010,670380010,101011,10011005,66,0,1,0,670230011,0,10011006,650003023,66,3,1,0,0,281,0,0,1,0
1,0,0,61001007,0,0,0,0,670340012,0,0,0,30,0,0,0,670320012,670380011,0,61001004,36,0,1,0,0,0,61001005,650003031,18,1,1,0,0,288,0,0,1,0
1,0,0,10011001,0,0,0,0,670080012,0,4,0,66,0,0,0,670210112,670330010,0,10011002,66,0,1,0,0,101011,10011003,650003032,66,2,1,0,0,288,0,0,1,0
1,0,4,10011004,0,0,0,0,670160012,0,0,0,66,0,0,0,670380111,670290112,101011,10011005,66,0,1,0,670340012,0,10011006,650003033,66,3,1,0,0,288,0,0,1,0
1,0,0,61001007,0,0,0,0,670130013,0,0,0,30,0,0,0,670090013,670060013,0,61001004,36,0,1,0,0,0,61001005,650003041,18,1,1,0,0,298,0,0,1,0
1,0,0,10011001,0,0,0,0,670070013,0,4,0,66,0,0,0,670300113,670090013,0,10011002,66,0,1,0,0,101011,10011003,650003042,66,2,1,0,0,298,0,0,1,0
1,0,4,10011004,0,0,0,0,670100013,0,0,0,66,0,0,0,670030013,670040012,101011,10011005,66,0,1,0,670210113,0,10011006,650003043,66,3,1,0,0,298,0,0,1,0
1,0,0,61001007,0,0,0,0,670020014,0,0,0,30,0,0,0,670280014,670030014,0,61001004,36,0,1,0,0,0,61001005,650003051,18,1,1,0,0,309,0,0,1,0
1,0,0,10011001,0,0,0,0,670280014,0,4,0,66,0,0,0,670010014,670210114,0,10011002,66,0,1,0,0,101011,10011003,650003052,66,2,1,0,0,309,0,0,1,0
1,0,4,10011004,0,0,0,0,670420014,0,0,0,66,0,0,0,670380113,670270014,101011,10011005,66,0,1,0,670160014,0,10011006,650003053,66,3,1,0,0,309,0,0,1,0
1,0,0,61001007,0,0,0,0,670130015,0,0,0,30,0,0,0,670090015,670060015,0,61001004,36,0,1,0,0,0,61001005,650003061,18,1,1,0,0,313,0,0,1,0
1,0,0,10011001,0,0,0,0,670390015,0,4,0,66,0,0,0,670300015,670120013,0,10011002,66,0,1,0,0,101011,10011003,650003062,66,2,1,0,0,313,0,0,1,0
1,0,4,10011004,0,0,0,0,670250015,0,0,0,66,0,0,0,670290215,670330013,101011,10011005,66,0,1,0,670130115,0,10011006,650003063,66,3,1,0,0,313,0,0,1,0
1,0,0,61001007,0,0,0,0,670110016,0,0,0,30,0,0,0,670300016,670090116,0,61001004,36,0,1,0,0,0,61001005,650003071,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140016,0,4,0,66,0,0,0,670300016,670050015,0,10011002,66,0,1,0,0,101011,10011003,650003072,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420016,0,0,0,66,0,0,0,670050015,670380015,101011,10011005,66,0,1,0,670230016,0,10011006,650003073,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670130017,0,0,0,30,0,0,0,670090017,670060017,0,61001004,36,0,1,0,0,0,61001005,650003081,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070017,0,4,0,66,0,0,0,670300117,670090017,0,10011002,66,0,1,0,0,101011,10011003,650003082,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160017,0,0,0,66,0,0,0,670380116,670290117,101011,10011005,66,0,1,0,670340017,0,10011006,650003083,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110018,0,0,0,30,0,0,0,670300018,670090118,0,61001004,36,0,1,0,0,0,61001005,650003091,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390018,0,4,0,66,0,0,0,670300018,670120016,0,10011002,66,0,1,0,0,101011,10011003,650003092,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670100018,0,0,0,66,0,0,0,670030018,670040017,101011,10011005,66,0,1,0,670210118,0,10011006,650003093,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670440019,0,0,0,30,0,0,0,670060019,670370019,0,61001004,36,0,1,0,0,0,61001005,650003101,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670280019,0,4,0,66,0,0,0,670010019,670210119,0,10011002,66,0,1,0,0,101011,10011003,650003102,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420019,0,0,0,66,0,0,0,670380118,670270019,101011,10011005,66,0,1,0,670160019,0,10011006,650003103,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670340020,0,0,0,30,0,0,0,670320020,670380019,0,61001004,36,0,1,0,0,0,61001005,650003111,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140020,0,4,0,66,0,0,0,670300020,670050019,0,10011002,66,0,1,0,0,101011,10011003,650003112,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670250020,0,0,0,66,0,0,0,670290220,670330018,101011,10011005,66,0,1,0,670130120,0,10011006,650003113,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020021,0,0,0,30,0,0,0,670280021,670030021,0,61001004,36,0,1,0,0,0,61001005,650003121,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390021,0,4,0,66,0,0,0,670300021,670120019,0,10011002,66,0,1,0,0,101011,10011003,650003122,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160021,0,0,0,66,0,0,0,670380120,670290121,101011,10011005,66,0,1,0,670340021,0,10011006,650003123,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020022,0,0,0,30,0,0,0,670280022,670030022,0,61001004,36,0,1,0,0,0,61001005,650003131,18,1,1,0,0,326,0,0,1,0
1,0,0,10011001,0,0,0,0,670070022,0,4,0,66,0,0,0,670300122,670090022,0,10011002,66,0,1,0,0,101011,10011003,650003132,66,2,1,0,0,326,0,0,1,0
1,0,4,10011004,0,0,0,0,670100022,0,0,0,66,0,0,0,670030022,670040021,101011,10011005,66,0,1,0,670210122,0,10011006,650003133,66,3,1,0,0,326,0,0,1,0
1,0,0,61001007,0,0,0,0,670440023,0,0,0,30,0,0,0,670060023,670370023,0,61001004,36,0,1,0,0,0,61001005,650003141,18,1,1,0,0,336,0,0,1,0
1,0,0,10011001,0,0,0,0,670140023,0,4,0,66,0,0,0,670300023,670050022,0,10011002,66,0,1,0,0,101011,10011003,650003142,66,2,1,0,0,336,0,0,1,0
1,0,4,10011004,0,0,0,0,670420023,0,0,0,66,0,0,0,670050022,670380022,101011,10011005,66,0,1,0,670230023,0,10011006,650003143,66,3,1,0,0,336,0,0,1,0
1,0,0,61001007,0,0,0,0,670110025,0,0,0,30,0,0,0,670300025,670090125,0,61001004,36,0,1,0,0,0,61001005,650003151,18,1,1,0,0,341,0,0,1,0
1,0,0,10011001,0,0,0,0,670080025,0,4,0,66,0,0,0,670210125,670330023,0,10011002,66,0,1,0,0,101011,10011003,650003152,66,2,1,0,0,341,0,0,1,0
1,0,4,10011004,0,0,0,0,670420025,0,0,0,66,0,0,0,670380124,670270025,101011,10011005,66,0,1,0,670160025,0,10011006,650003153,66,3,1,0,0,341,0,0,1,0
1,0,0,10011001,0,101011,0,0,670390029,0,4,0,86,0,0,0,670290129,670030029,0,10011002,86,0,1,0,0,101011,10011003,650003161,86,1,1,0,4,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670300129,0,0,0,60,0,0,0,670230027,670060029,0,61001004,36,0,1,0,0,0,62001005,650003162,36,2,1,0,0,356,0,0,2,0
1,0,4,10011004,0,0,0,0,670050029,0,0,0,86,0,0,0,670040029,670130129,101011,10011005,86,0,1,0,670020029,0,10011006,650003163,86,3,1,0,0,356,0,0,2,0
1,0,0,62001007,0,0,0,0,670430031,0,0,0,60,0,0,0,670090131,670070031,0,61001004,36,0,1,0,0,0,62001005,650003171,36,1,1,0,0,356,0,0,2,0
1,0,0,10011001,0,101011,0,0,670010029,0,4,0,86,0,0,0,670270031,670280030,0,10011002,86,0,1,0,0,101011,10011003,650003172,86,2,1,0,4,356,0,0,2,0
1,0,4,10011004,0,0,0,0,670420031,0,0,0,86,0,0,0,670380131,670120031,101011,10011005,86,0,1,0,670140031,0,10011006,650003173,86,3,1,0,0,356,0,0,2,0
1,0,0,10011001,0,101011,0,0,670110034,0,4,0,86,0,0,0,670400034,670090034,0,10011002,86,0,1,0,0,101011,10011003,650003181,86,1,1,0,4,371,0,0,2,0
1,0,0,62001007,0,0,0,0,670380034,0,0,0,60,0,0,0,670190032,670050034,0,61001004,36,0,1,0,0,0,62001005,650003182,36,2,1,0,0,371,0,0,2,0
1,0,4,10011004,0,0,0,0,670220034,0,0,0,86,0,0,0,670380134,670240034,101011,10011005,86,0,1,0,670150034,0,10011006,650003183,86,3,1,0,0,371,0,0,2,0
1,0,0,62001007,0,0,0,0,670430036,0,0,0,60,0,0,0,670090136,670070036,0,61001004,36,0,1,0,0,0,62001005,650003191,36,1,1,0,0,381,0,0,2,0
1,0,0,10011001,0,101011,0,0,670300136,0,4,0,86,0,0,0,670230034,670060036,0,10011002,86,0,1,0,0,101011,10011003,650003192,86,2,1,0,4,381,0,0,2,0
1,0,4,10011004,0,0,0,0,670420036,0,0,0,86,0,0,0,670380136,670120036,101011,10011005,86,0,1,0,670140036,0,10011006,650003193,86,3,1,0,0,381,0,0,2,0
1,0,0,62001007,0,0,0,0,670390039,0,0,0,60,0,0,0,670290139,670030039,0,61001004,36,0,1,0,0,0,62001005,650003201,36,1,1,0,0,396,0,0,2,0
1,0,0,10011001,0,101011,0,0,670010037,0,4,0,86,0,0,0,670270039,670280038,0,10011002,86,0,1,0,0,101011,10011003,650003202,86,2,1,0,4,396,0,0,2,0
1,0,4,10011004,0,0,0,0,670050039,0,0,0,86,0,0,0,670040039,670130139,101011,10011005,86,0,1,0,670020039,0,10011006,650003203,86,3,1,0,0,396,0,0,2,0
1,0,0,61001007,0,0,0,0,670440010,0,0,0,30,0,0,0,670060010,670370010,0,61001004,36,0,1,0,0,0,61001005,650003211,18,1,1,0,0,273,0,0,1,0
1,0,0,10011001,0,0,0,0,670070010,0,4,0,66,0,0,0,670300110,670090010,0,10011002,66,0,1,0,0,101011,10011003,650003212,66,2,1,0,0,273,0,0,1,0
1,0,4,10011004,0,0,0,0,670420010,0,0,0,66,0,0,0,670380109,670270010,101011,10011005,66,0,1,0,670160010,0,10011006,650003213,66,3,1,0,0,273,0,0,1,0
1,0,0,61001007,0,0,0,0,670110011,0,0,0,30,0,0,0,670300011,670090111,0,61001004,36,0,1,0,0,0,61001005,650003221,18,1,1,0,0,281,0,0,1,0
1,0,0,10011001,0,0,0,0,670280011,0,4,0,66,0,0,0,670010011,670210111,0,10011002,66,0,1,0,0,101011,10011003,650003222,66,2,1,0,0,281,0,0,1,0
1,0,4,10011004,0,0,0,0,670420011,0,0,0,66,0,0,0,670050010,670380010,101011,10011005,66,0,1,0,670230011,0,10011006,650003223,66,3,1,0,0,281,0,0,1,0
1,0,0,61001007,0,0,0,0,670470012,0,0,0,30,0,0,0,670320012,670380011,0,61001004,36,0,1,0,0,0,61001005,650003231,18,1,1,0,0,288,0,0,1,0
1,0,0,10011001,0,0,0,0,670080012,0,4,0,66,0,0,0,670210112,670330010,0,10011002,66,0,1,0,0,101011,10011003,650003232,66,2,1,0,0,288,0,0,1,0
1,0,4,10011004,0,0,0,0,670160012,0,0,0,66,0,0,0,670380111,670290112,101011,10011005,66,0,1,0,670470012,0,10011006,650003233,66,3,1,0,0,288,0,0,1,0
1,0,0,61001007,0,0,0,0,670130013,0,0,0,30,0,0,0,670090013,670060013,0,61001004,36,0,1,0,0,0,61001005,650003241,18,1,1,0,0,298,0,0,1,0
1,0,0,10011001,0,0,0,0,670070013,0,4,0,66,0,0,0,670300113,670090013,0,10011002,66,0,1,0,0,101011,10011003,650003242,66,2,1,0,0,298,0,0,1,0
1,0,4,10011004,0,0,0,0,670100013,0,0,0,66,0,0,0,670030013,670040012,101011,10011005,66,0,1,0,670210113,0,10011006,650003243,66,3,1,0,0,298,0,0,1,0
1,0,0,61001007,0,0,0,0,670020014,0,0,0,30,0,0,0,670280014,670030014,0,61001004,36,0,1,0,0,0,61001005,650003251,18,1,1,0,0,309,0,0,1,0
1,0,0,10011001,0,0,0,0,670280014,0,4,0,66,0,0,0,670010014,670210114,0,10011002,66,0,1,0,0,101011,10011003,650003252,66,2,1,0,0,309,0,0,1,0
1,0,4,10011004,0,0,0,0,670420014,0,0,0,66,0,0,0,670380113,670270014,101011,10011005,66,0,1,0,670160014,0,10011006,650003253,66,3,1,0,0,309,0,0,1,0
1,0,0,61001007,0,0,0,0,670130015,0,0,0,30,0,0,0,670090015,670060015,0,61001004,36,0,1,0,0,0,61001005,650003261,18,1,1,0,0,313,0,0,1,0
1,0,0,10011001,0,0,0,0,670390015,0,4,0,66,0,0,0,670300015,670120013,0,10011002,66,0,1,0,0,101011,10011003,650003262,66,2,1,0,0,313,0,0,1,0
1,0,4,10011004,0,0,0,0,670250015,0,0,0,66,0,0,0,670290215,670330013,101011,10011005,66,0,1,0,670130115,0,10011006,650003263,66,3,1,0,0,313,0,0,1,0
1,0,0,61001007,0,0,0,0,670110016,0,0,0,30,0,0,0,670300016,670090116,0,61001004,36,0,1,0,0,0,61001005,650003271,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140016,0,4,0,66,0,0,0,670300016,670050015,0,10011002,66,0,1,0,0,101011,10011003,650003272,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420016,0,0,0,66,0,0,0,670050015,670380015,101011,10011005,66,0,1,0,670230016,0,10011006,650003273,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670130017,0,0,0,30,0,0,0,670090017,670060017,0,61001004,36,0,1,0,0,0,61001005,650003281,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070017,0,4,0,66,0,0,0,670300117,670090017,0,10011002,66,0,1,0,0,101011,10011003,650003282,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160017,0,0,0,66,0,0,0,670380116,670290117,101011,10011005,66,0,1,0,670470017,0,10011006,650003283,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110018,0,0,0,30,0,0,0,670300018,670090118,0,61001004,36,0,1,0,0,0,61001005,650003291,18,1,1,0,0,321,0,0,1,0
