original_equipment_id,magic_def,require_level,equipment_id,wave_energy_recovery,magic_penetrate,description,hp_recovery_rate,item_type,display_item,magic_critical,dodge,equipment_name,atk,energy_reduce_rate,promotion_level,physical_penetrate,equipment_enhance_point,equipment_type,energy_recovery_rate,life_steal,hp,magic_str,def,accuracy,wave_hp_recovery,craft_flg,sale_price,enable_donation,physical_critical,equipment_category
102071,0.0,6,102071,5.0,0.0,"전투보다 숲이나 산에서 조난했을 때 진가를 발휘하는 나이프. 생존에 필요한 장치가 가득하다.",0.0,0,0,0.0,0.0,"코만도 나이프",13.0,0.0,2,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,160,1,0.0,7
102101,0.0,9,102101,10.0,0.0,"주먹을 강화하기 위해 가죽 글러브에 철판을 넣어 만든 무기. 육체만으로 싸우는 이들을 위한 장비.",0.0,0,0,0.0,0.0,"레더 너클",27.0,0.0,2,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,320,1,0.0,10
102131,1.0,9,102131,0.0,0.0,"크리스탈 마운틴에서 채취한 재료로 만든 활. 수정은 마법의 촉매로도 쓰이기 때문에 화살에 마력을 불어넣어 쏘는 것도 가능.",0.0,0,0,0.0,0.0,"크리스탈 보우",27.0,0.0,2,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,320,1,0.0,13
102162,0.0,7,102162,0.0,0.0,"대륙을 침몰시킬 정도의 힘을 가진 포세이돈의 삼지창을 닮은 창.",0.0,0,0,0.0,0.0,"트라이던트",12.0,0.0,2,0.0,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,160,1,0.0,16
102163,0.0,9,102163,0.0,0.0,"불의 정령의 힘을 주입한 창. 흔들리는 불꽃과도 같은 창끝은 마물을 쓰러트릴수록 더욱 타오른다.",0.0,0,0,0.0,0.0,"플레임 스피어",20.0,0.0,2,0.0,14,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,320,1,0.0,16
102191,0.0,6,102191,0.0,0.0,"강철로 만든 전투용 도끼. 벌목 도끼와 달리 무기로 만들어져 살상력이 높다.",0.0,0,0,0.0,0.0,"메탈 액스",16.0,0.0,2,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,160,1,0.0,19
102192,0.0,9,102192,0.0,0.0,"고도의 주조기술로 만든 전투 도끼. 중량을 살린 공격으로 적을 섬멸한다.",0.0,0,0,0.0,0.0,"하이메탈 액스",34.0,0.0,2,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,320,1,0.0,19
102221,0.0,7,102221,0.0,0.0,"자연과 밀접한 엘프가 만든 지팡이. 무기로 쓸 수 있을 뿐 아니라 풍요를 기도할 때도 사용된다.",0.0,0,0,0.0,0.0,"그린 로드",0.0,0.0,2,0.0,6,0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0,160,1,0.0,22
102222,0.0,9,102222,0.0,0.0,"보물을 끌어안은 드래곤의 모습을 본떠 만든 지팡이. 미약하긴 하지만 드래곤의 힘이 담겨 있다.",0.0,0,0,0.0,0.0,"리틀 드래곤 로드",0.0,0.0,2,0.0,14,0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0,320,1,0.0,22
102251,1.0,6,102251,0.0,0.0,"회복 마법과 상성이 좋은 지팡이. 힐러 마법사가 애용한다.",0.0,0,0,0.0,0.0,"만병통치 지팡이",0.0,0.0,2,0.0,6,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0,160,1,0.0,25
102252,1.0,9,102252,0.0,0.0,"귀중한 유니콘의 뿔로 만든 지팡이. 뿔에는 상처를 치유하는 힘이 있어 회복 마법의 효과를 높인다.",0.0,0,0,0.0,0.0,"유니콘의 자애",0.0,0.0,2,0.0,14,0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0,320,1,0.0,25
102281,0.0,8,102281,0.0,0.0,"옛날 승려가 신앙을 퍼트리기 위해 대륙 각지를 여행할 때 입은 옷. 편하고 내구성이 좋기 때문에 마법사들이 많이 애용한다.",0.0,0,0,0.0,0.0,"지혜의 옷",5.0,0.0,2,0.0,8,0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0,160,1,0.0,28
102282,1.0,14,102282,0.0,0.0,"얇은 강판으로 만든 갑옷. 확실한 방어력을 가지고 있으며 가볍고 움직이기 편한 것이 특징.",0.0,0,0,0.0,0.0,"라이트 플레이트",7.0,0.0,2,0.0,12,0,0.0,0.0,150.0,0.0,1.0,0.0,0.0,1,320,0,0.0,28
102311,0.0,9,102311,0.0,0.0,"금속과 가죽을 비늘처럼 붙인 갑옷. 일반 갑옷보다 움직이기 쉽고 베기, 찌르기 공격에 강하지만 둔기와 같은 타격에 약하다.",0.0,0,0,0.0,0.0,"스케일 메일",0.0,0.0,2,0.0,6,0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,1,160,0,0.0,31
102312,1.0,14,102312,0.0,0.0,"고도의 기술로 주조한 튼튼한 갑옷. 평범한 공격으로는 착용자에게 상처 하나 입힐 수 없다.",0.0,0,0,0.0,0.0,"하이메탈 플레이트",0.0,0.0,2,0.0,10,0,0.0,0.0,180.0,0.0,2.0,0.0,0.0,1,320,0,0.0,31
102341,0.0,9,102341,0.0,0.0,"아스트라이아 전통 문양을 수놓은 옷. 상당한 신분이나 상응하는 가문에 속해있어야 구입할 수 있다.",0.0,0,0,0.0,0.0,"민속 의복",6.0,0.0,2,0.0,6,0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,160,0,0.0,34
102342,1.0,14,102342,0.0,0.0,"어둠을 틈타 행동하기에 이만큼 훌륭한 옷은 없다. 어떤 나라에서는 전문 스파이가 애용했다는 소문도 있다.",0.0,0,0,0.0,0.0,"닌자복",7.0,0.0,2,0.0,10,0,0.0,0.0,120.0,0.0,1.0,0.0,110.0,1,320,0,0.0,34
102371,1.0,8,102371,0.0,0.0,"봄을 연상시키는 귀여운 로브. 내구성이 좋아 여행에 적합하고 디자인과 실용성도 좋기 때문에 찾는 사람이 많다.",0.0,0,0,0.0,0.0,"봄빛 로브",0.0,0.0,2,0.0,6,0,0.0,0.0,65.0,4.0,0.0,0.0,0.0,1,160,0,0.0,37
102372,2.0,14,102372,0.0,0.0,"추운 북쪽 나라에서 애용되고 있다. 따뜻한 양모로 짠 케이프는 어깨와 팔을 추위에서 지켜준다.",0.0,0,0,0.0,0.0,"노르딕 로브",0.0,0.0,2,0.0,10,0,0.0,0.0,120.0,7.0,1.0,0.0,0.0,1,320,0,0.0,37
102401,0.0,15,102401,0.0,0.0,"사람 키 정도의 거대한 금속 방패. 압도적인 방어력을 가지고 있지만 중량 때문에 이동이 쉽지 않다.",0.0,0,0,0.0,0.0,"타워 실드",7.0,0.0,2,0.0,6,0,0.0,0.0,135.0,0.0,3.0,0.0,0.0,1,320,0,0.0,40
102431,0.0,8,102431,0.0,0.0,"피에로를 상상하며 만든 부츠. 신으면 어쩐지 즐거워진다.",0.0,0,0,0.0,1.0,"크라운 부츠",2.0,0.0,2,0.0,6,0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,1,160,0,0.0,43
102432,1.0,15,102432,0.0,0.0,"높은 산에 사는 마물의 뼈로 만든 부츠. 와일드한 디자인이 야생의 본능을 깨운다!",0.0,0,0,0.0,2.0,"헌팅 부츠",3.0,0.0,2,0.0,10,0,0.0,0.0,60.0,0.0,2.0,0.0,0.0,1,320,0,0.0,43
102461,1.0,9,102461,0.0,0.0,"마법약 재료를 채취하기 위해 각지를 여행하는 마법사가 신는 구두. 가혹한 환경에서도 견딜 수 있도록 무척 튼튼하게 만들어졌다.",0.0,0,0,0.0,0.0,"위치 부츠",0.0,0.0,2,0.0,8,0,0.0,0.0,30.0,8.0,0.0,0.0,0.0,0,160,1,0.0,46
102491,0.0,8,102491,0.0,0.0,"고글이 달린 카스케트. 풍선을 닮은 귀여운 실루엣 때문에 랜드솔의 10대 초반 아이들 사이에서 인기있는 아이템.",0.0,0,0,0.0,0.0,"귀여운 카스케트",3.0,0.0,2,0.0,6,0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,1,160,0,0.0,49
102493,1.0,9,102493,0.0,0.0,"고대 전사들이 사용했던 투구. 무척 견고하게 만들어져 지금도 충분히 사용할 수 있다.",0.0,0,0,0.0,0.0,"레기온 헬름",0.0,0.0,2,0.0,10,0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,1,160,0,0.0,49
102521,3.0,9,102521,0.0,0.0,"수녀가 사용하는 후드. 그녀들은 상처 입은 사람들의 몸과 마음을 치유한다고 한다.",10.0,0,0,0.0,0.0,"수행자의 후드",0.0,0.0,2,0.0,10,0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1,320,0,0.0,52
102551,0.0,9,102551,5.0,0.0,"『자애ㆍ지혜ㆍ용기』 중 용기를 주는 구슬. 어떤 적에게도 물러서지 않고 맞서 싸우는 용기의 부적.",0.0,0,0,0.0,0.0,"용기의 보주",11.0,0.0,2,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,160,1,0.0,55
102552,0.0,18,102552,10.0,0.0,"바늘처럼 생긴 비늘이 달린 뱅글. 착용자의 힘을 높이는 효과가 있다. 포악한 마물의 비늘로 만들어져 시장에서는 찾아보기 힘든 장비.",5.0,0,0,0.0,0.0,"스파이크 뱅글",20.0,0.0,2,0.0,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,320,1,0.0,55
102581,1.0,9,102581,0.0,0.0,"『자애ㆍ지혜ㆍ용기』 중 자애의 감정을 느끼게 해주는 구슬. 자신과 동료를 지키고 싶다고 바라는 사랑의 마음의 부적.",0.0,0,0,0.0,0.0,"자애의 보주",0.0,0.0,2,0.0,12,0,0.0,0.0,55.0,0.0,1.0,0.0,25.0,0,160,1,0.0,58
102582,2.0,17,102582,0.0,0.0,"기사의 무사 귀환을 바라는 소원을 담아 만든 실팔찌. 그 소원이 착용자를 지키고 방어력을 높인다.",0.0,0,0,0.0,0.0,"승리의 실팔찌",0.0,0.0,2,0.0,20,0,0.0,0.0,120.0,0.0,2.0,0.0,0.0,0,320,1,0.0,58
102611,1.0,9,102611,0.0,0.0,"착용자의 마법 공격력을 높여주는 특수한 안경. 재료로 마법석을 사용했다.",0.0,0,0,0.0,0.0,"매직 아이글래스",0.0,0.0,2,0.0,12,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0,160,1,0.0,61
102612,0.0,10,102612,5.0,0.0,"『자애ㆍ지혜ㆍ용기』 중 지혜를 주는 구슬. 머리가 맑아지고 마법 효과가 높아지는 지력의 부적.",0.0,0,0,0.0,0.0,"지혜의 보주",0.0,0.0,2,0.0,12,0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,0,160,1,0.0,61
102613,2.0,17,102613,0.0,0.0,"고귀한 마법사가 사용하는 모노클. 금속에는 룬 문자가 새겨져 있어 착용자의 마력을 높이는 힘이 있다.",0.0,0,0,0.0,0.0,"매직 모노클",0.0,0.0,2,0.0,6,0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,320,0,0.0,61
102614,1.0,18,102614,10.0,0.0,"은팔찌에 마법석과 특수한 각인을 새긴 액세서리. 마법의 흐름을 보다 활성화시켜 착용자의 마력을 높이는 효과가 있다.",0.0,0,0,0.0,0.0,"문양이 새겨진 팔찌",0.0,0.0,2,0.0,16,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,320,0,0.0,61
103011,0.0,19,103011,0.0,0.0,"운석 조각을 사용한 외날 곡도. 도신에 빛을 비추면 별무리와 같이 반짝인다. ",0.0,0,0,0.0,0.0,"빛나는 검",40.0,0.0,3,0.0,12,0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,1400,0,0.0,1
103012,0.0,29,103012,0.0,0.0,"용의 숨결이 그려진 검. 폭이 넓은 칼날은 찌르기보다 베기에 적합하다. 검을 휘두르는 모습은 마치 하늘에서 춤추는 용처럼 보일 것이다.",0.0,0,0,0.0,0.0,"용무늬 검",53.0,0.0,3,0.0,20,0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,1,3000,0,0.0,1
103013,0.0,37,103013,0.0,0.0,"어느 마법사가 근접전 시 사용한 검. 힘이 약한 그는 커다란 새의 날개에 마법을 걸어 가벼운 검을 만들어냈다.",0.0,0,0,0.0,0.0,"페더 블레이드",61.0,0.0,3,0.0,20,0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,1,4000,0,0.0,1
103041,0.0,29,103041,0.0,0.0,"동쪽 나라에 존재하는 검술 유파의 전승자에게 계승되는 도검. 월광의 힘이 깃들어 있어 오감과 영감을 예민하게 해준다.",0.0,0,0,0.0,0.0,"월광도",58.0,0.0,3,0.0,32,0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1,3000,0,0.0,4
103042,0.0,37,103042,0.0,0.0,"어떤 굉장한 실력의 사무라이가 뇌수를 퇴치했을 때 사용했던 도. 뇌수를 벤 칼날에는 번개의 힘이 깃들어 있다.",0.0,0,0,0.0,0.0,"뇌신도",68.0,0.0,3,0.0,40,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1,4000,0,0.0,4
103071,0.0,19,103071,15.0,0.0,"고가의 백금으로 만든 단검. 호신용으로 품에 지니고 다니는 귀족도 많다.",0.0,0,0,0.0,0.0,"플래티넘 나이프",40.0,0.0,3,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1400,0,0.0,7
103072,0.0,37,103072,0.0,0.0,"의지를 가지고 피를 갈망하는 단도. 피를 뒤집어쓰면 녹슬기는커녕 더욱 흉흉하게 빛난다.",0.0,0,0,0.0,0.0,"뱀파이어 대거",61.0,0.0,3,0.0,45,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,4000,0,0.0,7
103101,0.0,29,103101,15.0,0.0,"흉악한 흑룡의 턱을 본떠 만든 클로. 예전 이 클로를 사용한 암살자는 손톱 부분에 독을 발라 살상력을 높였다고 한다.",0.0,0,0,0.0,0.0,"드래곤즈 클로",53.0,0.0,3,0.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3000,0,0.0,10
103131,3.0,29,103131,0.0,0.0,"먼 옛날, 이 활로 잡은 사냥감을 선물하여 사랑을 이룬 남자가 있었다. 그는 결실에 감탄하며 이 활에 사랑의 신의 이름을 붙였다.",0.0,0,0,0.0,0.0,"큐피드의 활",53.0,0.0,3,0.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3000,0,0.0,13
103132,3.0,37,103132,0.0,0.0,"박해받아 깊은 땅속으로 쫓겨난 마족이 제작한 활. 그들은 자신의 영역에 발을 들인 인간을 이 활로 매장해왔다.",0.0,0,0,0.0,0.0,"데빌스 보우",61.0,0.0,3,0.0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4000,0,0.0,13
103161,0.0,19,103161,0.0,0.0,"명예로운 기사에게 하사되는 할버드. 그 칼날은 부러지지 않고 나라와 백성을 위해 싸우는 기사의 자랑을 구현한다.",0.0,0,0,0.0,0.0,"기사의 자랑",35.0,0.0,3,0.0,18,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,1400,0,0.0,16
103162,0.0,29,103162,0.0,0.0,"일격필살의 창. 그 위력은 견고한 갑옷도 꿰뚫고 찌르기 한 번으로 적의 숨을 끊는다.",0.0,0,0,0.0,0.0,"앱솔루트 스피어",46.0,0.0,3,0.0,20,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,3000,0,0.0,16
103191,0.0,19,103191,0.0,0.0,"푸른 천체를 사용한 전투용 도끼. 세계 그 자체를 상징하는 천체는 대지의 에너지를 흡수해 착용자에게 힘을 준다.",0.0,0,0,0.0,0.0,"블루 스피어 액스",50.0,0.0,3,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1400,0,0.0,19
103192,0.0,29,103192,0.0,0.0,"화려한 꽃을 사용한 이 도끼를 휘두를 때 새로운 선혈의 꽃이 핀다.",0.0,0,0,0.0,0.0,"꽃의 전투 도끼",66.0,0.0,3,0.0,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3000,0,0.0,19
103193,0.0,37,103193,0.0,0.0,"고도의 무기 제조를 연구하는 어느 공방에서 만들어진 도끼. 도끼 내부에 번개의 힘을 축적하여 방출해 공격하는 것도 가능.",0.0,0,0,0.0,0.0,"번개의 도끼",77.0,0.0,3,0.0,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4000,0,0.0,19
103221,0.0,19,103221,0.0,0.0,"잔인한 마법사들이 사용한 지팡이. 이 지팡이는 그들에게 희생된 이들의 피로 붉게 물들어 있다.",0.0,0,0,0.0,0.0,"쏜블러드 로드",0.0,0.0,3,0.0,12,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1,1400,0,0.0,22
103222,0.0,37,103222,0.0,0.0,"어느 마법사가 악마와의 거래로 손에 넣었다는 수상한 물건. 쓰러진 적의 영혼은 지팡이를 통해 악마에게 바쳐진다고 한다.",0.0,0,0,0.0,0.0,"데빌스 혼",0.0,0.0,3,0.0,20,0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,1,4000,0,0.0,22
103251,2.0,19,103251,0.0,0.0,"점성술을 생업으로 하는 어느 마법사 일족이 사용한 지팡이. 그들은 별을 관측해 미래를 예측한다.",0.0,0,0,0.0,0.0,"천구의 지팡이",0.0,0.0,3,0.0,12,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,1400,0,0.0,25
103252,3.0,29,103252,0.0,0.0,"사람을 구하고 싶다는 마음이 이 꽃봉오리를 개화시켰고 정화의 에너지는 치료의 힘이 되었다.",0.0,0,0,0.0,0.0,"꽃봉오리 지팡이",0.0,0.0,3,0.0,20,0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1,3000,0,0.0,25
103281,1.0,21,103281,0.0,0.0,"강하고 세련된 기사를 테마로 만든 갑옷. 하지만 아무리 세련되어도 실력이 따라주지 않으면 매력은 반감되어 버린다.",0.0,0,0,0.0,0.0,"패션 아머",11.0,0.0,3,0.0,32,0,0.0,0.0,245.0,0.0,1.0,0.0,0.0,1,1400,0,0.0,28
103282,2.0,32,103282,0.0,0.0,"강인한 남자들을 차례로 쓰러트리고 투기장의 여왕이 된 여전사의 갑옷. 대전 상대는 짐승과도 같은 그녀의 눈빛을 본 것만으로도 전의를 상실했다고 한다.",0.0,0,0,0.0,0.0,"배틀 드레스",15.0,0.0,3,0.0,42,0,0.0,0.0,325.0,0.0,2.0,0.0,0.0,1,3000,0,0.0,28
103283,2.0,43,103283,0.0,0.0,"두꺼운 철판을 결합해 만든 갑옷. 스피드를 포기하고 방어에 특화되었다. 도끼나 대검을 사용하는 전사가 애용한다.",0.0,0,0,0.0,0.0,"헤비 메탈 아머",17.0,0.0,3,0.0,25,0,0.0,0.0,380.0,0.0,2.0,0.0,0.0,1,4000,0,0.0,28
103311,2.0,21,103311,0.0,0.0,"화려한 것을 좋아하는 기사가 디자이너에게 부탁해 만든 갑옷. 그 화려함으로 전장에서 이목을 끈 그는 적의 좋은 먹잇감이 되었다.",0.0,0,0,0.0,0.0,"고져스 아머",0.0,0.0,3,0.0,30,0,0.0,0.0,245.0,0.0,3.0,0.0,0.0,1,1400,0,0.0,31
103341,1.0,21,103341,0.0,0.0,"천 위에 가죽 로브를 덧댄 의복. 방한에 뛰어나기 때문에 한랭지의 재료 채집 등에 적합한 옷이다.",0.0,0,0,0.0,0.0,"밀푀유 의복",10.0,0.0,3,0.0,30,0,0.0,0.0,180.0,0.0,1.0,0.0,160.0,1,1400,0,0.0,34
103342,1.0,32,103342,0.0,0.0,"왕성 내에서 근무하는 여기사의 옷. 질 좋은 가죽과 흑금을 사용했고 가슴에는 기사를 증명하는 장식이 있으며 기품 있는 디자인으로 만들어졌다.",0.0,0,0,0.0,0.0,"왕궁 의복",13.0,0.0,3,0.0,25,0,0.0,0.0,235.0,0.0,2.0,0.0,210.0,1,3000,0,0.0,34
103343,2.0,37,103343,0.0,0.0,"엘프 여왕이 평화협력회에서 입은 옷. 엘프족은 만일에 대비해 여왕의 옷에 강력한 마법의 베일을 장식하였다.",0.0,0,0,0.0,0.0,"코스모스 의복",15.0,0.0,3,0.0,75,0,0.0,0.0,205.0,0.0,2.0,0.0,370.0,1,4000,0,0.0,34
103371,4.0,32,103371,0.0,0.0,"사랑의 신의 의상을 본떠 만든 로브. 뒤쪽 날개는 마법으로 떠 있어 진품으로 착각할 정도로 만들어졌다.",0.0,0,0,0.0,0.0,"큐피드의 로브",0.0,0.0,3,0.0,30,0,0.0,0.0,235.0,13.0,2.0,0.0,0.0,1,3000,0,0.0,37
103372,4.0,43,103372,0.0,0.0,"어린 나이에 황제가 된 소년을 평생 모셨다는 철학자의 옷. 그는 황제를 올바른 길로 인도하였고 나라를 더욱 좋은 미래로 이끌었다.",5.0,0,0,0.0,0.0,"철학자의 로브",0.0,0.0,3,0.0,25,0,0.0,0.0,245.0,14.0,2.0,0.0,0.0,1,4000,0,0.0,37
103401,0.0,29,103401,0.0,0.0,"용감무쌍한 장군의 방패. 그는 전선에 나가 직접 적진으로 돌격하여 군을 승리로 이끌었다.",0.0,0,0,0.0,0.0,"가넷 실드",8.0,0.0,3,0.0,25,0,0.0,0.0,290.0,0.0,6.0,0.0,0.0,1,3000,0,0.0,40
