id,reward_type_2,reward_type_3,reward_type_5,reward_id_3,reward_type_4,reward_num_5,reward_id_5,reward_num_1,rank_from,rank_to,reward_id_1,reward_num_4,reward_id_4,reward_num_2,reward_num_3,reward_id_2,reward_type_1
31,0,0,0,0,0,0,0,50,6300,6300,91002,0,0,0,0,0,8
32,0,0,0,0,0,0,0,50,6400,6400,91002,0,0,0,0,0,8
33,0,0,0,0,0,0,0,50,6500,6500,91002,0,0,0,0,0,8
34,0,0,0,0,0,0,0,50,6600,6600,91002,0,0,0,0,0,8
35,0,0,0,0,0,0,0,50,6700,6700,91002,0,0,0,0,0,8
36,0,0,0,0,0,0,0,50,6800,6800,91002,0,0,0,0,0,8
37,0,0,0,0,0,0,0,50,6900,6900,91002,0,0,0,0,0,8
38,0,0,0,0,0,0,0,50,7000,7000,91002,0,0,0,0,0,8
39,0,0,0,0,0,0,0,50,7100,7100,91002,0,0,0,0,0,8
40,0,0,0,0,0,0,0,50,7200,7200,91002,0,0,0,0,0,8
41,0,0,0,0,0,0,0,50,7300,7300,91002,0,0,0,0,0,8
42,0,0,0,0,0,0,0,50,7400,7400,91002,0,0,0,0,0,8
43,0,0,0,0,0,0,0,50,7500,7500,91002,0,0,0,0,0,8
44,0,0,0,0,0,0,0,50,7600,7600,91002,0,0,0,0,0,8
45,0,0,0,0,0,0,0,50,7700,7700,91002,0,0,0,0,0,8
46,0,0,0,0,0,0,0,50,7800,7800,91002,0,0,0,0,0,8
47,0,0,0,0,0,0,0,50,7900,7900,91002,0,0,0,0,0,8
48,0,0,0,0,0,0,0,50,8000,8000,91002,0,0,0,0,0,8
49,0,0,0,0,0,0,0,15,8100,8100,91002,0,0,0,0,0,8
50,0,0,0,0,0,0,0,15,8200,8200,91002,0,0,0,0,0,8
51,0,0,0,0,0,0,0,15,8300,8300,91002,0,0,0,0,0,8
52,0,0,0,0,0,0,0,15,8400,8400,91002,0,0,0,0,0,8
53,0,0,0,0,0,0,0,15,8500,8500,91002,0,0,0,0,0,8
54,0,0,0,0,0,0,0,15,8600,8600,91002,0,0,0,0,0,8
55,0,0,0,0,0,0,0,15,8700,8700,91002,0,0,0,0,0,8
56,0,0,0,0,0,0,0,15,8800,8800,91002,0,0,0,0,0,8
57,0,0,0,0,0,0,0,15,8900,8900,91002,0,0,0,0,0,8
58,0,0,0,0,0,0,0,15,9000,9000,91002,0,0,0,0,0,8
59,0,0,0,0,0,0,0,15,9100,9100,91002,0,0,0,0,0,8
60,0,0,0,0,0,0,0,15,9200,9200,91002,0,0,0,0,0,8
61,0,0,0,0,0,0,0,15,9300,9300,91002,0,0,0,0,0,8
62,0,0,0,0,0,0,0,15,9400,9400,91002,0,0,0,0,0,8
63,0,0,0,0,0,0,0,15,9500,9500,91002,0,0,0,0,0,8
64,0,0,0,0,0,0,0,15,9600,9600,91002,0,0,0,0,0,8
65,0,0,0,0,0,0,0,15,9700,9700,91002,0,0,0,0,0,8
66,0,0,0,0,0,0,0,15,9800,9800,91002,0,0,0,0,0,8
67,0,0,0,0,0,0,0,15,9900,9900,91002,0,0,0,0,0,8
68,0,0,0,0,0,0,0,15,10000,10000,91002,0,0,0,0,0,8
69,0,0,0,0,0,0,0,15,10100,10100,91002,0,0,0,0,0,8
70,0,0,0,0,0,0,0,15,10200,10200,91002,0,0,0,0,0,8
71,0,0,0,0,0,0,0,15,10300,10300,91002,0,0,0,0,0,8
72,0,0,0,0,0,0,0,15,10400,10400,91002,0,0,0,0,0,8
73,0,0,0,0,0,0,0,15,10500,10500,91002,0,0,0,0,0,8
74,0,0,0,0,0,0,0,15,10600,10600,91002,0,0,0,0,0,8
75,0,0,0,0,0,0,0,15,10700,10700,91002,0,0,0,0,0,8
76,0,0,0,0,0,0,0,15,10800,10800,91002,0,0,0,0,0,8
77,0,0,0,0,0,0,0,15,10900,10900,91002,0,0,0,0,0,8
78,0,0,0,0,0,0,0,15,11000,11000,91002,0,0,0,0,0,8
79,0,0,0,0,0,0,0,15,11100,11100,91002,0,0,0,0,0,8
80,0,0,0,0,0,0,0,15,11200,11200,91002,0,0,0,0,0,8
81,0,0,0,0,0,0,0,15,11300,11300,91002,0,0,0,0,0,8
82,0,0,0,0,0,0,0,15,11400,11400,91002,0,0,0,0,0,8
83,0,0,0,0,0,0,0,15,11500,11500,91002,0,0,0,0,0,8
84,0,0,0,0,0,0,0,15,11600,11600,91002,0,0,0,0,0,8
85,0,0,0,0,0,0,0,15,11700,11700,91002,0,0,0,0,0,8
86,0,0,0,0,0,0,0,15,11800,11800,91002,0,0,0,0,0,8
87,0,0,0,0,0,0,0,15,11900,11900,91002,0,0,0,0,0,8
88,0,0,0,0,0,0,0,15,12000,12000,91002,0,0,0,0,0,8
89,0,0,0,0,0,0,0,15,12100,12100,91002,0,0,0,0,0,8
90,0,0,0,0,0,0,0,15,12200,12200,91002,0,0,0,0,0,8
91,0,0,0,0,0,0,0,15,12300,12300,91002,0,0,0,0,0,8
92,0,0,0,0,0,0,0,15,12400,12400,91002,0,0,0,0,0,8
93,0,0,0,0,0,0,0,15,12500,12500,91002,0,0,0,0,0,8
94,0,0,0,0,0,0,0,15,12600,12600,91002,0,0,0,0,0,8
95,0,0,0,0,0,0,0,15,12700,12700,91002,0,0,0,0,0,8
96,0,0,0,0,0,0,0,15,12800,12800,91002,0,0,0,0,0,8
97,0,0,0,0,0,0,0,15,12900,12900,91002,0,0,0,0,0,8
98,0,0,0,0,0,0,0,15,13000,13000,91002,0,0,0,0,0,8
99,0,0,0,0,0,0,0,15,13100,13100,91002,0,0,0,0,0,8
100,0,0,0,0,0,0,0,15,13200,13200,91002,0,0,0,0,0,8
101,0,0,0,0,0,0,0,15,13300,13300,91002,0,0,0,0,0,8
102,0,0,0,0,0,0,0,15,13400,13400,91002,0,0,0,0,0,8
103,0,0,0,0,0,0,0,15,13500,13500,91002,0,0,0,0,0,8
104,0,0,0,0,0,0,0,15,13600,13600,91002,0,0,0,0,0,8
105,0,0,0,0,0,0,0,15,13700,13700,91002,0,0,0,0,0,8
106,0,0,0,0,0,0,0,15,13800,13800,91002,0,0,0,0,0,8
107,0,0,0,0,0,0,0,15,13900,13900,91002,0,0,0,0,0,8
108,0,0,0,0,0,0,0,15,14000,14000,91002,0,0,0,0,0,8
109,0,0,0,0,0,0,0,15,14100,14100,91002,0,0,0,0,0,8
110,0,0,0,0,0,0,0,15,14200,14200,91002,0,0,0,0,0,8
111,0,0,0,0,0,0,0,15,14300,14300,91002,0,0,0,0,0,8
112,0,0,0,0,0,0,0,15,14400,14400,91002,0,0,0,0,0,8
113,0,0,0,0,0,0,0,15,14500,14500,91002,0,0,0,0,0,8
114,0,0,0,0,0,0,0,15,14600,14600,91002,0,0,0,0,0,8
115,0,0,0,0,0,0,0,15,14700,14700,91002,0,0,0,0,0,8
116,0,0,0,0,0,0,0,15,14800,14800,91002,0,0,0,0,0,8
117,0,0,0,0,0,0,0,15,14900,14900,91002,0,0,0,0,0,8
118,0,0,0,0,0,0,0,15,15000,15000,91002,0,0,0,0,0,8
