wave_bgm_que_id_3,wave_group_id_1,reward_image_5,enemy_image_1,enemy_image_2,quest_id,wave_bgm_sheet_id_1,team_exp,wave_bgm_sheet_id_3,end_time,unit_exp,training_quest_detail_bg_position,wave_bgm_sheet_id_2,reward_image_3,wave_bgm_que_id_1,stamina,rank_reward_group,enemy_image_3,background_1,enemy_image_4,limit_time,unlock_quest_id_2,start_time,wave_group_id_3,area_id,wave_bgm_que_id_2,unlock_quest_id_1,reward_image_2,limit_team_level,background_2,reward_image_1,quest_name,training_quest_detail_bg_id,background_3,enemy_image_5,stamina_start,wave_group_id_2,reward_image_4
bgm_M06,210010111,0,201011105,201011102,21001011,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",500,0,bgm_M06,0,bgm_M06,0,221001011,201011106,100051,201011104,90,11025001,"2022/03/15 15:00:00",210010113,21001,bgm_M06,21001010,23001,1,100052,94002,"마나 퀘스트 Lv11",100052,100053,201011107,0,210010112,0
bgm_M06,210010121,0,201011205,201011202,21001012,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",550,0,bgm_M06,0,bgm_M06,0,221001012,201011206,100051,201011207,90,11030001,"2022/09/13 15:00:00",210010123,21001,bgm_M06,21001011,23001,1,100052,94002,"마나 퀘스트 Lv12",100052,100053,201011208,0,210010122,0
bgm_M06,210010131,0,201011305,201011302,21001013,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001013,201011304,100051,201011306,90,11036001,"2023/03/16 15:00:00",210010133,21001,bgm_M06,21001012,23001,1,100052,94002,"마나 퀘스트 Lv13",100052,100053,201011307,0,210010132,0
bgm_M06,210010141,0,201011405,201011404,21001014,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001014,201011406,100051,201011402,90,11041001,"2023/09/14 15:00:00",210010143,21001,bgm_M06,21001013,23001,1,100052,94002,"마나 퀘스트 Lv14",100052,100053,201011407,0,210010142,0
bgm_M06,210010151,0,201011501,201011506,21001015,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001015,201011505,100051,201011504,90,11045001,"2024/03/14 15:00:00",210010153,21001,bgm_M06,21001014,23001,1,100052,94002,"마나 퀘스트 Lv15",100052,100053,201011508,0,210010152,0
bgm_M06,210010161,0,201011601,201011602,21001016,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001016,201011604,100051,201011605,90,11051001,"2024/09/11 15:00:00",210010163,21001,bgm_M06,21001015,23001,1,100052,94002,"마나 퀘스트 Lv16",100052,100053,201011608,0,210010162,0
bgm_M06,210010171,0,201011701,201011704,21001017,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001017,201011705,100051,201011707,90,11056001,"2025/03/13 8:00:00",210010173,21001,bgm_M06,21001016,23001,1,100052,94002,"마나 퀘스트 Lv17",100052,100053,201011708,0,210010172,0
bgm_M06,210010181,0,201011801,201011803,21001018,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,0,bgm_M06,0,221001018,201011805,100051,201011806,90,11061001,"2025/09/15 14:00:00",210010183,21001,bgm_M06,21001017,23001,1,100052,94002,"마나 퀘스트 Lv18",100052,100053,201011808,0,210010182,0
bgm_M06,210020011,0,202020104,202020101,21002001,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",80,0,bgm_M06,23001,bgm_M06,0,221002001,202020105,100391,202020102,90,0,"2015/12/17 15:00:00",210020013,21002,bgm_M06,0,20002,1,100392,20001,"경험치 퀘스트 Lv1",100392,100393,0,0,210020012,0
bgm_M06,210020021,0,202020204,202020201,21002002,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",100,0,bgm_M06,20003,bgm_M06,0,221002002,202020202,100391,202020205,90,11004001,"2015/12/17 15:00:00",210020023,21002,bgm_M06,21002001,20002,1,100392,20001,"경험치 퀘스트 Lv2",100392,100393,202020206,0,210020022,23001
bgm_M06,210020031,0,202020304,202020305,21002003,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",140,0,bgm_M06,20003,bgm_M06,0,221002003,202020306,100391,202020307,90,11006001,"2015/12/17 15:00:00",210020033,21002,bgm_M06,21002002,20002,1,100392,20001,"경험치 퀘스트 Lv3",100392,100393,0,0,210020032,23001
bgm_M06,210020041,0,202020404,202020406,21002004,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",180,0,bgm_M06,20003,bgm_M06,0,221002004,202020401,100391,202020402,90,11007001,"2015/12/17 15:00:00",210020043,21002,bgm_M06,21002003,20002,1,100392,20001,"경험치 퀘스트 Lv4",100392,100393,0,0,210020042,23001
bgm_M06,210020051,0,202020504,202020507,21002005,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",200,0,bgm_M06,20003,bgm_M06,0,221002005,202020502,100391,202020508,90,11008001,"2015/12/17 15:00:00",210020053,21002,bgm_M06,21002004,20002,1,100392,20001,"경험치 퀘스트 Lv5",100392,100393,202020506,0,210020052,23001
bgm_M06,210020061,0,202020607,202020608,21002006,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",250,0,bgm_M06,20004,bgm_M06,0,221002006,202020605,100391,202020603,90,11010001,"2018/11/29 5:00:00",210020063,21002,bgm_M06,21002005,20003,1,100392,20002,"경험치 퀘스트 Lv6",100392,100393,0,0,210020062,23001
bgm_M06,210020071,0,202020705,202020701,21002007,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",300,0,bgm_M06,20004,bgm_M06,0,221002007,202020706,100391,202020707,90,11011001,"2019/02/16 12:00:00",210020073,21002,bgm_M06,21002006,20003,1,100392,20002,"경험치 퀘스트 Lv7",100392,100393,202020704,0,210020072,23001
bgm_M06,210020081,0,202020808,202020809,21002008,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",350,0,bgm_M06,20004,bgm_M06,0,221002008,202020806,100391,202020803,90,11013001,"2019/11/15 15:00:00",210020083,21002,bgm_M06,21002007,20003,1,100392,20002,"경험치 퀘스트 Lv8",100392,100393,202020804,0,210020082,23001
bgm_M06,210020091,0,202020908,202020901,21002009,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",400,0,bgm_M06,20004,bgm_M06,0,221002009,202020902,100391,202020903,90,11015001,"2021/03/16 15:00:00",210020093,21002,bgm_M06,21002008,20003,1,100392,20002,"경험치 퀘스트 Lv9",100392,100393,202020909,0,210020092,23001
bgm_M06,210020101,0,202021004,202021001,21002010,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",450,0,bgm_M06,20004,bgm_M06,0,221002010,202021002,100391,202021006,90,11020001,"2021/09/16 15:00:00",210020103,21002,bgm_M06,21002009,20003,1,100392,20002,"경험치 퀘스트 Lv10",100392,100393,202021009,0,210020102,23001
bgm_M06,210020111,0,202021105,202021108,21002011,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",500,0,bgm_M06,20004,bgm_M06,0,221002011,202021104,100391,202021107,90,11025001,"2022/03/15 15:00:00",210020113,21002,bgm_M06,21002010,20003,1,100392,20002,"경험치 퀘스트 Lv11",100392,100393,202021109,0,210020112,23001
bgm_M06,210020121,0,202021205,202021201,21002012,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",550,0,bgm_M06,20005,bgm_M06,0,221002012,202021206,100391,202021207,90,11030001,"2022/09/13 15:00:00",210020123,21002,bgm_M06,21002011,20004,1,100392,20003,"경험치 퀘스트 Lv12",100392,100393,202021208,0,210020122,23001
bgm_M06,210020131,0,202021301,202021307,21002013,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,20005,bgm_M06,0,221002013,202021304,100391,202021305,90,11036001,"2023/03/16 15:00:00",210020133,21002,bgm_M06,21002012,20004,1,100392,20003,"경험치 퀘스트 Lv13",100392,100393,202021303,0,210020132,23001
bgm_M06,210020141,0,202021406,202021407,21002014,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,20005,bgm_M06,0,221002014,202021404,100391,202021405,90,11041001,"2023/09/14 15:00:00",210020143,21002,bgm_M06,21002013,20004,1,100392,20003,"경험치 퀘스트 Lv14",100392,100393,202021408,0,210020142,23001
bgm_M06,210020151,0,202021502,202021508,21002015,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,20005,bgm_M06,0,221002015,202021507,100391,202021505,90,11045001,"2024/03/14 15:00:00",210020153,21002,bgm_M06,21002014,20004,1,100392,20003,"경험치 퀘스트 Lv15",100392,100393,202021503,0,210020152,23001
bgm_M06,210020161,0,202021601,202021602,21002016,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,20005,bgm_M06,0,221002016,202021605,100391,202021606,90,11051001,"2024/09/11 15:00:00",210020163,21002,bgm_M06,21002015,20004,1,100392,20003,"경험치 퀘스트 Lv16",100392,100393,202021608,0,210020162,23001
bgm_M06,210020171,0,202021701,202021705,21002017,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,20005,bgm_M06,0,221002017,202021706,100391,202021707,90,11056001,"2025/03/13 8:00:00",210020173,21002,bgm_M06,21002016,20004,1,100392,20003,"경험치 퀘스트 Lv17",100392,100393,202021708,0,210020172,23001
bgm_M06,210020181,0,202021801,202021803,21002018,bgm_M06,0,bgm_M06,"2030/12/17 14:59:59",600,0,bgm_M06,23001,bgm_M06,0,221002018,202021805,100391,202021807,90,11061001,"2025/09/15 14:00:00",210020183,21002,bgm_M06,21002017,20005,1,100392,20004,"경험치 퀘스트 Lv18",100392,100393,202021808,0,210020182,0
