command_type,param_06,param_05,param_03,drama_id,param_01,param_07,param_04,command_id,param_02,param_08
1,1.5,-127,110,114,1,0,-215,114003,104931,nop_idle_normal
1,1.5,-143,115,115,1,1,100,115001,102931,nop_idle_joy1
1,1.5,-135,110,115,1,0,-100,115002,104211,nop_idle_wish
1,1.5,-150,114,115,1,0,-215,115003,105411,nop_idle_normal
1,1.5,-150,115,116,1,1,100,116001,106731,nop_idle_normal
1,1.5,-150,114,116,1,0,-100,116002,106631,nop_idle_joy1
1,1.5,-127,110,116,1,0,-215,116003,106531,nop_16_kaya_idle_normal2
5,1.5,-150,116,116,1,1,180,116004,2,nop_rago_idle
1,1.5,-150,115,117,1,1,100,117001,111031,nop_idle_normal
1,1.5,-150,114,117,1,0,-100,117002,110931,nop_idle_joy2
1,1.5,-127,110,117,1,0,-215,117003,110831,nop_17_chloe_idle_normal2
5,1.5,-150,115,117,1,0,-100,117004,1,NoItem_idle
1,1.5,-150,115,118,1,1,-100,118001,114711,nop_18_muimi_idle_joy_normal
1,1.5,-150,114,118,1,0,100,118002,118511,nop_18_karin_idle_normal
1,1.5,-127,111,118,1,0,-215,118003,115031,nop_idle_normal
1,1.5,-127,110,118,1,1,215,118004,118031,nop_idle_joy1
1,1.2,0,100,201,1,0,-60,201001,111831,nop_idle_joy1
1,1.2,0,101,201,1,1,60,201002,120731,nop_idle_normal_joy
1,1.2,-5,102,201,1,0,-130,201003,120831,nop_idle_arm_crossed
1,1.2,-5,103,201,1,1,130,201004,111931,nop_idle_normal
1,1.2,-20,104,201,1,0,-200,201005,120931,nop_idle_thinking
1,1.2,-20,105,201,1,1,200,201006,112031,nop_idle_normal
1,1.2,0,100,202,1,0,-60,202001,108731,nop_idle_joy1
1,1.2,0,101,202,1,1,60,202002,108831,nop_idle_joy_normal
1,1.2,-5,102,202,1,0,-130,202003,108931,nop_idle_normal
1,1.2,0,100,203,1,0,-60,203001,102011,nop_idle_joy1
1,1.2,-5,101,203,1,0,-130,203002,100411,nop_idle_normal
1,1.2,-5,102,203,1,1,60,203003,103631,nop_idle_wish
1,1.2,0,100,204,1,0,-60,204001,101231,nop_idle_normal
1,1.2,0,101,204,1,1,60,204002,104011,nop_idle_normal
1,1.2,-5,102,204,1,0,-130,204003,101511,nop_idle_normal
1,1.2,0,100,205,1,0,-80,205001,103111,nop_idle_normal
1,1.2,0,101,205,1,1,60,205002,102211,nop_idle_sad
1,1.2,-5,104,205,1,0,-150,205003,100711,nop_05_miyako_idle_normal
1,1.2,-5,103,205,1,1,130,205004,100611,nop_idle_joy1
5,1.2,0,102,205,1,1,-20,205005,2051,nop_skull_idle
1,1.2,-5,102,206,1,0,-130,206001,104731,nop_idle_arm_crossed
1,1.2,-5,103,206,1,1,130,206002,107131,nop_idle_arm_crossed
1,1.2,0,100,206,1,0,-60,206003,103731,nop_idle_normal
1,1.2,0,101,206,1,1,60,206004,100511,nop_idle_joy1
1,1.2,0,100,207,1,0,-60,207001,102831,nop_idle_normal
1,1.2,0,101,207,1,1,60,207002,102111,nop_idle_normal
1,1.2,-5,102,207,1,0,-130,207003,102511,nop_idle_normal
1,1.2,-5,103,207,1,1,130,207004,102311,nop_idle_normal
1,1.2,0,100,208,1,0,-60,208001,101011,nop_idle_joy_normal
1,1.2,0,101,208,1,1,60,208002,104331,nop_idle_arm_crossed
1,1.2,-5,102,208,1,0,-130,208003,101711,nop_idle_joy1
1,1.2,-5,103,208,1,1,130,208004,101431,nop_idle_normal
1,1.2,0,100,209,1,0,-60,209001,103311,nop_idle_joy1
1,1.2,-5,102,209,1,0,-130,209002,105211,nop_idle_joy_normal
1,1.2,0,101,209,1,1,60,209003,102611,nop_idle_sad2
1,1.2,-5,103,209,1,1,130,209004,103811,nop_idle_normal
1,1.2,0,100,210,1,0,-60,210001,103231,nop_idle_joy1
1,1.2,-5,103,210,1,1,130,210002,103411,nop_10_yukari_02
5,1.2,-5,104,210,1,1,130,210003,11,nop_10_yukari_02
1,1.2,0,101,210,1,1,60,210004,104811,nop_idle_doya
1,1.2,-5,102,210,1,0,-130,210005,104611,nop_idle_joy_normal
1,1.2,0,100,211,1,0,-60,211001,100911,nop_11_anna_idle_arm_crossed
1,1.2,0,101,211,1,1,60,211002,101311,nop_idle_joy_normal
1,1.2,-5,102,211,1,0,-130,211003,102711,nop_11_eriko_idle_wish
1,1.2,-5,103,211,1,1,130,211004,105111,nop_idle_normal
1,1.2,0,100,212,1,1,60,212001,101831,nop_idle_joy1
1,1.2,0,101,212,1,0,-60,212002,101611,nop_idle_joy_normal
1,1.2,-5,102,212,1,0,-130,212003,105011,nop_idle_joy_normal
1,1.2,0,100,213,1,1,60,213001,105331,nop_idle_normal_joy
1,1.2,0,101,213,1,0,-60,213002,104511,nop_13_kuka_idle_memory2
1,1.2,-5,102,213,1,0,-130,213003,103031,nop_idle_joy1
1,1.2,-20,103,213,1,0,-200,213004,100811,nop_idle_thinking
1,1.2,-20,104,213,1,1,130,213005,105511,nop_idle_sad
1,1.2,0,100,214,1,1,60,214001,106831,nop_idle_normal
1,1.2,0,101,214,1,0,-60,214002,101131,nop_idle_normal
1,1.2,-5,103,214,1,0,-130,214003,104931,nop_idle_normal
1,1.2,0,100,215,1,1,60,215001,102931,nop_idle_joy1
1,1.2,0,101,215,1,0,-60,215002,104211,nop_idle_wish
1,1.2,-5,102,215,1,0,-130,215003,105411,nop_idle_normal
1,1.2,0,100,216,1,1,60,216001,106731,nop_idle_normal
1,1.2,0,101,216,1,0,-60,216002,106631,nop_idle_joy1
1,1.2,-5,103,216,1,0,-130,216003,106531,nop_16_kaya_idle_normal2
5,1.2,0,101,216,1,1,140,216004,2,nop_rago_idle
1,1.2,0,100,217,1,1,60,217001,111031,nop_idle_normal
1,1.2,0,101,217,1,0,-60,217002,110931,nop_idle_joy2
1,1.2,-5,103,217,1,0,-130,217003,110831,nop_17_chloe_idle_normal2
5,1.2,0,102,217,1,0,-60,217004,1,NoItem_idle
1,1.2,0,100,218,1,1,-40,218001,114711,nop_18_muimi_idle_joy_normal
1,1.2,0,101,218,1,0,40,218002,118511,nop_18_karin_idle_normal
1,1.2,-5,102,218,1,0,-130,218003,115031,nop_idle_normal
1,1.2,-5,103,218,1,1,130,218004,118031,nop_idle_joy1
3,0.2,"",1,301,111831,"","",301001,nop_talk_joy1,""
11,0,0,8,301,111831,0,0,301002,"다음은 뭘 먹을까요.\n캬루는 뭐가 좋아요?",0.5
91,"","","",301,301002,"","",301003,"",""
3,0.2,"",1,301,111831,"","",301004,nop_idle_joy_normal,""
3,0.2,1,0,301,112031,0.3,nop_idle_doya,301005,nop_18_neneka_humu,""
11,0,0,8,301,112031,0,0,301006,"그러네~\n평소에는 먹을 수 없는 진귀한 것은 어때?",0.5
91,"","","",301,301006,"","",301007,"",""
3,0.2,1,0,301,120831,0,nop_talk_arm_crossed_loop,301008,nop_talk_arm_crossed,""
11,0,0,8,301,120831,0,0,301009,"그럼 이 녀석은 어때?\n동국에서도\n좀처럼 볼 수 없는 일품이야.",0.5
91,"","","",301,301009,"","",301010,"",""
3,0.2,"",1,301,120831,"","",301011,nop_idle_arm_crossed,""
3,0.2,1,0,301,120931,0,nop_11_anna_huhuStand_loop,301012,nop_11_anna_huhuStand_in,""
11,0,0,8,301,120931,0,0,301013,"후후후, 힘이 넘친다.\n이것이 설음식의 힘인가!",0.5
93,"","","",301,1,"","",301014,0,""
3,0.2,1,0,301,120931,0,nop_11_anna_ahahaStand_loop,301015,nop_11_anna_ahahaStand_in,""
91,"","","",301,301013,"","",301016,"",""
3,0.2,1,1,301,120931,"","",301017,nop_11_anna_ahahaStand_loop,""
3,0.2,1,0,301,111931,0,nop_01_coccoro_an_loop,301018,nop_01_coccoro_an_in,""
11,0,0,8,301,111931,0,0,301019,"셰피 님. 이걸 드세요.\n자, 아~앙.",0.5
93,"","","",301,0.2,"","",301020,0,""
4,"","","",301,120731,"","",301021,0,""
93,"","","",301,0.8,"","",301022,0,""
3,0.2,1,0,301,120731,0.2,nop_idle_shy,301023,nop_surprise,""
91,"","","",301,301019,"","",301024,"",""
3,0.2,"",1,301,120731,"","",301025,nop_talk_shy,""
11,0,0,8,301,120731,0,0,301026,"코, 콧코로 씨……\n부끄러워……",0.5
91,"","","",301,301026,"","",301027,"",""
3,0.2,"",1,301,120731,"","",301028,nop_idle_shy,""
93,"","","",301,0.5,"","",301029,0,""
3,0.2,1,0,301,111931,0,nop_idle_normal,301030,nop_01_coccoro_an_out,""
93,"","","",301,1,"","",301031,0,""
4,"","","",301,120731,"","",301032,1,""
3,0.2,"",1,301,120731,"","",301033,nop_idle_joy1,""
11,0,0,8,302,108831,0,0,302001,"모처럼 기사 군이\n불러줬는걸.\n즐겨야 해!",0.5
3,0.2,"",1,302,108831,"","",302002,nop_talk_joy3_blink,""
93,"","","",302,2.75,"","",302003,1,""
3,0.2,"",1,302,108831,"","",302004,nop_talk_joy1_normal,""
91,"","","",302,302001,"","",302005,"",""
3,0.2,1,1,302,108831,"","",302006,nop_idle_joy_normal,""
11,0,0,8,302,108931,0,0,302007,"올해도 좋은 한 해로 만들어야지.",0.5
3,0.2,"",1,302,108931,"","",302008,nop_talk_joy1_normal,""
91,"","","",302,302007,"","",302009,"",""
3,0.2,"",1,302,108931,"","",302010,nop_idle_normal,""
11,0,0,8,302,108731,0,0,302011,"모두가 있으면 분명 괜찮아!",0.5
3,0.2,"",1,302,108731,"","",302012,nop_talk_joy2,""
91,"","","",302,302011,"","",302013,"",""
3,0.2,1,1,302,108731,"","",302014,nop_idle_joy1,""
91,"","","",302,0,"","",302015,"",""
11,0,0,8,303,102011,0,0,303001,"와아! 커다란 파티장이네!\n요리도 잔뜩 있어!",0.5
3,0.2,"",1,303,102011,"","",303002,nop_talk_joy2,""
91,"","","",303,303001,"","",303003,"",""
3,0.2,1,1,303,102011,"","",303004,nop_idle_joy1,""
11,0,0,8,303,100411,0,0,303005,"엣헷헤, 이건\n장난치는 보람이 있네~",0.5
3,0.2,"",1,303,100411,"","",303006,nop_talk_joy2,""
91,"","","",303,303005,"","",303007,"",""
3,0.2,1,1,303,100411,"","",303008,nop_idle_normal,""
11,0,0,8,303,103631,0,0,303009,"수상한 변태 씨……\n가 아니라, 그 사람은 어디 갔을까?",0.5
3,0.2,"",1,303,103631,"","",303010,nop_talk_wish,""
91,"","","",303,303009,"","",303011,"",""
3,0.2,"",1,303,103631,"","",303012,nop_idle_wish,""
11,0,0,8,304,101511,0,0,304001,"훌륭한 신년회네.\n다들 웃음 가득해서 아주 멋져.",0.5
3,0.2,"",1,304,101511,"","",304002,nop_talk_normal,""
93,"","","",304,1.5,"","",304003,0,""
3,0.2,"",1,304,101511,"","",304004,nop_talk_joy3,""
91,"","","",304,304001,"","",304005,"",""
3,0.2,"",1,304,101511,"","",304006,nop_idle_joy1,""
11,0,0,8,304,101231,0,0,304007,"저 요리 맛있겠다!\n시오리한테도 가르쳐줘야지.",0.5
3,0.2,"",1,304,101231,"","",304008,nop_idle_surprise_kira,""
93,"","","",304,1.5,"","",304009,0,""
3,0.2,"",1,304,101231,"","",304010,nop_talk_joy2,""
91,"","","",304,304007,"","",304011,"",""
3,0.2,"",1,304,101231,"","",304012,nop_idle_joy_normal,""
11,0,0,8,304,104011,0,0,304013,"하으으…… 반짝반짝 빛나는 사람이\n잔뜩 있어요~!",0.5
3,0.2,"",1,304,104011,"","",304014,nop_idle_surprise2,""
91,"","","",304,304013,"","",304015,"",""
3,0.2,1,1,304,104011,"","",304016,nop_idle_normal,""
3,0.2,"",1,304,101511,"","",304017,nop_idle_normal,""
3,0.2,"",1,304,101231,"","",304018,nop_idle_normal,""
11,0,0,8,305,100711,0,0,305001,"푸딩, 푸딩…… 푸딩은 어디 있는 거야?\n푸딩을 내놓는 거야~!",0.5
3,0.2,"",1,305,100711,"","",305002,nop_05_miyako_talk_anger,""
91,"","","",305,305001,"","",305003,"",""
3,0.2,1,1,305,100711,"","",305004,nop_05_miyako_idle_anger,""
11,0,0,8,305,103111,0,0,305005,"아버지. 예쁜 여성이 많다고\n다른 사람에게 민폐 끼치지 마세요.",0.5
3,0.2,"",1,305,103111,"","",305006,nop_talk_worry,""
91,"","","",305,305005,"","",305007,"",""
3,0.2,1,1,305,103111,"","",305008,nop_idle_worry,""
11,0,0,8,305,100611,0,0,305009,"와아, 엄청난 양의 설음식♪\n아카리, 배가 터지겠어~",0.5
3,0.2,"",1,305,100611,"","",305010,nop_talk_surprise_kira,""
93,"","","",305,2,"","",305011,0,""
3,0.2,"",1,305,100611,"","",305012,nop_talk_memory,""
91,"","","",305,305009,"","",305013,"",""
3,0.2,"",1,305,100611,"","",305014,nop_idle_memory2,""
11,0,0,8,305,102211,0,0,305015,"그 녀석이 만든 요리는 어떤 걸까……\n따, 딱히 먹고 싶어서 찾는 건\n아니니까?",0.5
3,0.2,"",1,305,102211,"","",305016,nop_talk_sad,""
93,"","","",305,2.8,"","",305017,0,""
3,0.2,"",1,305,102211,"","",305018,nop_talk_anger2,""
91,"","","",305,305015,"","",305019,"",""
3,0.2,1,1,305,102211,"","",305020,nop_idle_anger2,""
11,0,0,8,306,107131,0,0,306001,"핫~핫핫하!\n이런 화려한 장소야말로\n크리스티나 씨에게 어울리는군.",0.5
3,0.2,1,0,306,107131,0,nop_06_cris_ahaha_loop,306002,nop_06_cris_ahaha_in,""
93,"","","",306,1.5,"","",306003,0,""
3,0.2,1,0,306,107131,0.2,nop_talk_arm_crossed_loop,306004,nop_talk_arm_crossed,""
91,"","","",306,306001,"","",306005,"",""
3,0.2,1,1,306,107131,"","",306006,nop_idle_arm_crossed,""
11,0,0,8,306,100511,0,0,306007,"맛있어 보이는 요리가 한가득임다!\n토모 언니,\n다음은 저걸 먹는 검다!",0.5
3,0.2,"",1,306,100511,"","",306008,nop_talk_surprise_kira,""
93,"","","",306,4.5,"","",306009,0,""
3,0.2,"",1,306,100511,"","",306010,nop_talk_joy2,""
91,"","","",306,306007,"","",306011,"",""
3,0.2,"",1,306,100511,"","",306012,nop_idle_normal,""
11,0,0,8,306,103731,0,0,306013,"마츠리, 조금 진정하자?\n요리는 도망가지 않으니까.",0.5
3,0.2,"",1,306,103731,"","",306014,nop_talk_worry,""
91,"","","",306,306013,"","",306015,"",""
3,0.2,1,1,306,103731,"","",306016,nop_idle_worry,""
11,0,0,8,306,104731,0,0,306017,"다들 즐기고 있는 것 같군.\n역시 평화가 제일이야.",0.5
3,0.2,"",1,306,104731,"","",306018,nop_talk_arm_crossed_loop,""
91,"","","",306,306017,"","",306019,"",""
3,0.2,1,1,306,104731,"","",306020,nop_idle_arm_crossed,""
11,0,0,8,307,102831,0,0,307001,"인파가 굉장하네.\n파티장은 넓으니까, 다들\n미아가 되지 않도록 하렴?",0.5
3,0.2,"",1,307,102831,"","",307002,nop_talk_surprise1,""
93,"","","",307,1.2,"","",307003,0,""
3,0.2,"",1,307,102831,"","",307004,nop_talk_joy1_normal,""
91,"","","",307,307001,"","",307005,"",""
3,0.2,1,1,307,102831,"","",307006,nop_idle_normal,""
11,0,0,8,307,102111,0,0,307007,"네~ 사렌 마마!\n모두 착하게 행동하고 있어요.",0.5
3,0.2,"",1,307,102111,"","",307008,nop_talk_joy3_dere,""
93,"","","",307,1.7,"","",307009,0,""
3,0.2,"",1,307,102111,"","",307010,nop_talk_wish,""
91,"","","",307,307007,"","",307011,"",""
11,0,0,8,307,102511,0,0,307012,"아가씨!\n저, 저도 함께 있으니까\n문제없어요!",0.5
3,0.2,1,0,307,102511,0,nop_talk_guts3_loop,307013,nop_talk_guts3_NoBlink,""
91,"","","",307,307012,"","",307014,"",""
11,0,0,8,307,102311,0,0,307015,"그러면서,\n스즈메가 제일 미아가\n될 것 같은데……",0.5
3,0.2,"",1,307,102311,"","",307016,nop_talk_worry,""
91,"","","",307,307015,"","",307017,"",""
3,0.2,"",1,307,102311,"","",307018,nop_idle_normal,""
3,0.2,1,1,307,102111,"","",307019,nop_idle_normal,""
3,0.2,1,1,307,102511,"","",307020,nop_idle_normal,""
11,0,0,8,308,101011,0,0,308001,"훌륭한 신년회네요.\n맛있어 보이는 음식들만 있어서\n눈을 어디에 둘지 모르겠사옵니다~",0.5
3,0.2,"",1,308,101011,"","",308002,nop_talk_joy3_blink2,""
93,"","",1,308,1.5,"","",308003,1,""
3,0.2,"",1,308,101011,"","",308004,nop_talk_joy1,""
91,"","","",308,308001,"","",308005,"",""
3,0.2,1,1,308,101011,"","",308006,nop_idle_joy_normal,""
11,0,0,8,308,104331,0,0,308007,"오, 저 요리,\n우리 가게에서도 낼 수 없으려나?\n좀 더 먹어볼까……",0.5
3,0.2,1,0,308,104331,0.2,nop_talk_arm_crossed_loop2,308008,nop_talk_arm_crossed2,""
93,"","",1,308,3,"","",308009,1,""
3,0.2,"",1,308,104331,"","",308010,nop_talk_thinking,""
91,"","","",308,308007,"","",308011,"",""
3,0.2,1,1,308,104331,"","",308012,nop_idle_thinking,""
11,0,0,8,308,101711,0,0,308013,"떠들썩하고 즐거운 분위기의 신년회네~\n어쩐지 춤추고 싶어졌어~",0.5
3,0.2,"",1,308,101711,"","",308014,nop_talk_joy1_wink,""
93,"","",1,308,2.5,"","",308015,1,""
3,0.2,"",1,308,101711,"","",308016,nop_talk_joy2,""
91,"","","",308,308013,"","",308017,"",""
3,0.2,1,1,308,101711,"","",308018,nop_idle_joy1,""
11,0,0,8,308,101431,0,0,308019,"사건의 냄새……는 안 나는 것 같군.\n흐음, 조금 유감이야.",0.5
3,0.2,"",1,308,101431,"","",308020,nop_talk_joy3_blink2,""
93,"","",1,308,3,"","",308021,1,""
3,0.2,1,0,308,101431,0.2,nop_talk_arm_crossed_loop,308022,nop_talk_arm_crossed,""
91,"","","",308,308019,"","",308023,"",""
3,0.2,"",1,308,101431,"","",308024,nop_idle_arm_crossed,""
91,"","",1,308,0,"","",308025,"",""
11,0,0,8,309,103311,0,0,309001,"새해 첫 개그 소재를 만들어 왔어!\n누구 들어볼 사람?",0.5
3,0.2,1,0,309,103311,0.2,nop_talk_guts2_loop,309002,nop_talk_guts2,""
93,"","","",309,2.5,"","",309003,1,""
3,0.2,"",1,309,103311,"","",309004,nop_talk_joy2,""
91,"","","",309,309001,"","",309005,"",""
3,0.2,1,1,309,103311,"","",309006,nop_idle_joy1,""
11,0,0,8,309,105211,0,0,309007,"무도회가 열릴 것 같은 파티장이네.\n근사해.",0.5
3,0.2,"",1,309,105211,"","",309008,nop_talk_joy1_normal,""
93,"","","",309,2,"","",309009,1,""
3,0.2,"",1,309,105211,"","",309010,nop_talk_memory,""
91,"","","",309,309007,"","",309011,"",""
3,0.2,1,1,309,105211,"","",309012,nop_idle_memory,""
11,0,0,8,309,102611,0,0,309013,"사람이 많아서 지쳤어~\n리마~ 업어주라~",0.5
3,0.2,"",1,309,102611,"","",309014,nop_talk_sad2,""
93,"","","",309,1.5,"","",309015,1,""
3,0.2,"",1,309,102611,"","",309016,nop_talk_worry,""
91,"","","",309,309013,"","",309017,"",""
3,0.2,1,1,309,102611,"","",309018,nop_idle_worry,""
11,0,0,8,309,103811,0,0,309019,"저 요리 맛있겠다……\n언니에게도 가르쳐줘야지.",0.5
3,0.2,"",1,309,103811,"","",309020,nop_talk_joy3_blink,""
91,"","","",309,309019,"","",309021,"",""
3,0.2,"",1,309,103811,"","",309022,nop_idle_normal_joy,""
91,"","","",309,0,"","",309023,"",""
11,0,0,8,310,103231,0,0,310001,"이렇게 많은 여러분과 보내는 설날\n활기차서 최고네요!",0.5
3,0.2,"",1,310,103231,"","",310002,nop_talk_joy1,""
91,"","","",310,310001,"","",310003,"",""
3,0.2,1,1,310,103231,"","",310004,nop_idle_joy1,""
11,0,0,8,310,104611,0,0,310005,"처음 보는 설음식이 한가득이다냥.\n붕어빵 신메뉴의 힌트가\n될까냥?",0.5
3,0.2,"",1,310,104611,"","",310006,nop_talk_joy2,""
93,"","","",310,2.5,"","",310007,1,""
3,0.2,"",1,310,104611,"","",310008,nop_talk_thinking,""
91,"","","",310,310005,"","",310009,"",""
3,0.2,"",1,310,104611,"","",310010,nop_idle_thinking,""
11,0,0,8,310,103411,0,0,310011,"다들~ 새해복~!\n이랄까. 딸꾹.",0.5
3,0.2,"",1,310,103411,"","",310012,nop_10_yukari_04,""
3,0.2,"",1,310,11,"","",310013,nop_10_yukari_04,""
93,"","","",310,2.5,"","",310014,1,""
3,0.2,1,0,310,103411,0.5,nop_10_yukari_02,310015,nop_10_yukari_06,""
3,0.2,1,0,310,11,0.5,nop_10_yukari_02,310016,nop_10_yukari_06,""
91,"","","",310,310011,"","",310017,"",""
11,0,0,8,310,104811,0,0,310018,"어? 유카리 씨?\n벌써 취했어……",0.5
3,0.2,"",1,310,104811,"","",310019,nop_talk_surprise1,""
4,"","","",310,104811,"","",310020,0,""
93,"","","",310,1,"","",310021,1,""
3,0.2,"",1,310,104811,"","",310022,nop_talk_worry,""
91,"","","",310,310018,"","",310023,"",""
3,0.2,1,1,310,104811,"","",310024,nop_idle_worry,""
91,"","","",310,0,"","",310025,"",""
3,0.2,"",1,311,102711,"","",311001,nop_talk_wish,""
11,0,0,8,311,102711,0,0,311002,"이 넓은 파티장 어딘가에서\n그분의 존재가 느껴져요……",0.5
91,"","","",311,311002,"","",311003,"",""
3,0.2,"",1,311,102711,"","",311004,nop_idle_wish,""
3,0.2,1,0,311,100911,0,nop_11_anna_huhuStand_loop,311005,nop_11_anna_huhuStand_in,""
11,0,0,8,311,100911,0,0,311006,"쑤셔…… 쑤신다!\n내 마안이 새해를 축하하라고……!",0.5
91,"","","",311,311006,"","",311007,"",""
3,0.2,"",1,311,100911,"","",311008,nop_11_anna_huhuStand_loop,""
3,0.2,"",1,311,101311,"","",311009,nop_talk_joy2,""
11,0,0,8,311,101311,0,0,311010,"안나, 안나!\n설음식, 맛있을 것 같다오!\n자아, 어서 드시게!!",0.5
91,"","","",311,311010,"","",311011,"",""
3,0.2,"",1,311,101311,"","",311012,nop_idle_joy_normal,""
3,0.2,"",1,311,105111,"","",311013,nop_talk_thinking,""
11,0,0,8,311,105111,0,0,311014,"의식동원……이라고 알려나?\n장수를 기원하는 요리 중에는, 어떤\n효능이 있는 것도 많아.",0.5
91,"","","",311,311014,"","",311015,"",""
3,0.2,"",1,311,105111,"","",311016,nop_idle_thinking,""
11,0,0,8,312,101831,0,0,312001,"멋진 신년회네~\n다른 학교 사람들도 와 있는 것 같고\n이야기하러 가볼까?",0.5
3,0.2,"",1,312,101831,"","",312002,nop_talk_joy1,""
91,"","","",312,312001,"","",312003,"",""
3,0.2,1,1,312,101831,"","",312004,nop_idle_joy1,""
11,0,0,8,312,101611,0,0,312005,"봐봐, 미사킷치!\n저기 있는 요리 굉장히 맛있겠다!",0.5
3,0.2,"",1,312,101611,"","",312006,nop_talk_surprise_kira,""
91,"","","",312,312005,"","",312007,"",""
3,0.2,1,1,312,101611,"","",312008,nop_idle_surprise_kira,""
11,0,0,8,312,105011,0,0,312009,"뭐~? 하지만 저건 채소잖아?\n뭐, 성숙한 숙녀니까\n못 먹는 건 아니지만?",0.5
3,0.2,"",1,312,105011,"","",312010,nop_talk_sad,""
93,"","","",312,2.5,"","",312011,0,""
3,0.2,"",1,312,105011,"","",312012,nop_talk_tsun_pain,""
91,"","","",312,312009,"","",312013,"",""
3,0.2,1,1,312,105011,"","",312014,nop_idle_sad,""
11,0,0,8,313,105331,0,0,313001,"훌륭한 신년회가 아닌가.\n우리도 이 장소에 어울리게\n행동해야 한다!",0.5
3,0.2,1,0,313,105331,0.2,nop_13_monica_talk_doya_loop,313002,nop_13_monica_talk_doya,""
91,"","","",313,313001,"","",313003,"",""
3,0.2,1,1,313,105331,"","",313004,nop_idle_doya,""
