start_offset_x,type,bg_id,wac_id,date_id,end_offset_x
-963,2,3,2816,861,-963
-963,2,3,2816,871,-925
-925,2,3,2816,881,-887
-887,2,3,2816,891,-887
-887,2,3,2816,901,-887
-887,2,3,2816,911,-849
-849,2,3,2816,921,-811
-811,2,3,2816,931,-773
-773,2,3,2816,941,-735
-735,2,3,2816,951,-697
-697,2,3,2816,961,-659
-659,2,3,2816,971,-621
-621,2,3,2816,981,-583
-583,2,3,2816,991,-583
-583,2,3,2816,1001,-583
-583,2,3,2816,1011,-583
-583,2,3,2816,1021,-545
-545,2,3,2816,1031,-507
-507,2,3,2816,1041,-507
-507,2,3,2816,1051,-507
-507,2,3,2816,1061,-434
-1220,2,4,2816,1071,-1137
-1137,2,4,2816,1081,-1096
-1096,2,4,2816,1091,-1096
-1096,2,4,2816,1101,-1096
-1096,2,4,2816,1111,-1096
-1096,2,4,2816,1121,-1096
-1096,2,4,2816,1131,-1055
-1055,2,4,2816,1141,-1014
-1014,2,4,2816,1151,-1014
-1014,2,4,2816,1161,-1014
-1014,2,4,2816,1171,-1014
-1014,2,4,2816,1181,-973
-973,2,4,2816,1191,-932
-932,2,4,2816,1201,-891
-891,2,4,2816,1211,-891
-891,2,4,2816,1221,-891
-891,2,4,2816,1231,-891
-891,2,4,2816,1241,-850
-850,2,4,2816,1251,-809
-809,2,4,2816,1261,-809
-809,2,4,2816,1271,-809
-809,2,4,2816,1281,-768
-768,2,4,2816,1291,-727
-727,2,4,2816,1301,-686
-686,2,4,2816,1311,-686
-686,2,4,2816,1321,-645
-645,2,4,2816,1331,-604
-604,2,4,2816,1341,-563
-563,2,4,2816,1351,-522
-522,2,4,2816,1361,-439
-1230,2,5,2816,1371,-1166
-1166,2,5,2816,1381,-1129
-1129,2,5,2816,1391,-1129
-1129,2,5,2816,1401,-1129
-1129,2,5,2816,1411,-1129
-1129,2,5,2816,1421,-1092
-1092,2,5,2816,1431,-1092
-1092,2,5,2816,1441,-1055
-1055,2,5,2816,1451,-1018
-1018,2,5,2816,1461,-981
-981,2,5,2816,1471,-981
-981,2,5,2816,1481,-944
-944,2,5,2816,1491,-907
-907,2,5,2816,1501,-870
-870,2,5,2816,1511,-833
-833,2,5,2816,1521,-796
-796,2,5,2816,1531,-759
-759,2,5,2816,1541,-722
-722,2,5,2816,1551,-722
-722,2,5,2816,1561,-722
-722,2,5,2816,1571,-685
-685,2,5,2816,1581,-648
-648,2,5,2816,1591,-611
-611,2,5,2816,1601,-574
-574,2,5,2816,1611,-574
-574,2,5,2816,1621,-537
-537,2,5,2816,1631,-500
-500,2,5,2816,1641,-500
-500,2,5,2816,1651,-500
-500,2,5,2816,1661,-500
-500,2,5,2816,1671,-436
-1230,2,6,2816,1681,-1115
-1115,2,6,2816,1691,-1035
-1035,2,6,2816,1701,-955
-955,2,6,2816,1711,-875
-875,2,6,2816,1721,-795
-795,2,6,2816,1731,-715
-715,2,6,2816,1741,-715
-715,2,6,2816,1751,-635
-635,2,6,2816,1761,-635
-635,2,6,2816,1771,-635
-635,2,6,2816,1781,-635
-635,2,6,2816,1782,-635
-635,2,6,2816,1791,-555
-555,2,6,2816,1801,-440
-1225,2,7,2816,1811,-1225
-1225,2,7,2816,1821,-1135
-1135,2,7,2816,1831,-1080
-1080,2,7,2816,1841,-1025
-1025,2,7,2816,1851,-970
-970,2,7,2816,1861,-915
-915,2,7,2816,1871,-860
-860,2,7,2816,1881,-860
-860,2,7,2816,1891,-805
-805,2,7,2816,1901,-750
-750,2,7,2816,1911,-695
-695,2,7,2816,1921,-695
-695,2,7,2816,1931,-640
-640,2,7,2816,1941,-640
-640,2,7,2816,1951,-585
-585,2,7,2816,1961,-530
-530,2,7,2816,1971,-440
-440,2,7,2816,1981,-440
-1480,1,8,2816,1991,-1380
-1380,1,8,2816,2001,-1380
-1380,1,8,2816,2011,-1325
-1325,1,8,2816,2021,-1270
-1270,1,8,2816,2031,-1270
-1270,1,8,2816,2041,-1215
-1215,1,8,2816,2051,-1215
-1215,1,8,2816,2061,-1160
-1160,1,8,2816,2071,-1105
-1105,1,8,2816,2081,-1050
-1050,1,8,2816,2091,-995
-995,1,8,2816,2101,-995
-995,1,8,2816,2111,-940
-940,1,8,2816,2121,-885
-885,1,8,2816,2131,-885
-885,1,8,2816,2141,-830
-830,1,8,2816,2151,-775
-775,1,8,2816,2161,-720
-720,1,8,2816,2171,-720
-720,1,8,2816,2181,-665
-665,1,8,2816,2191,-610
-610,1,8,2816,2201,-610
-610,1,8,2816,2211,-555
-555,1,8,2816,2221,-500
-500,1,8,2816,2231,-445
-445,1,8,2816,2241,-390
-390,1,8,2816,2251,-335
-335,1,8,2816,2261,-280
-280,1,8,2816,2271,-280
-280,1,8,2816,2281,-230
-1240,2,9,2816,2291,-1192
-1192,2,9,2816,2301,-1148
-1148,2,9,2816,2311,-1105
-1105,2,9,2816,2321,-1105
-1105,2,9,2816,2331,-1062
-1062,2,9,2816,2341,-1019
-1019,2,9,2816,2351,-976
-976,2,9,2816,2361,-976
-976,2,9,2816,2371,-976
-976,2,9,2816,2381,-976
-976,2,9,2816,2391,-934
-934,2,9,2816,2401,-892
-892,2,9,2816,2411,-892
-892,2,9,2816,2421,-892
-892,2,9,2816,2431,-850
-850,2,9,2816,2441,-808
-808,2,9,2816,2451,-766
-766,2,9,2816,2461,-766
-766,2,9,2816,2471,-766
-766,2,9,2816,2481,-766
-766,2,9,2816,2491,-766
-766,2,9,2816,2501,-724
-724,2,9,2816,2511,-682
-682,2,9,2816,2521,-682
-682,2,9,2816,2531,-682
-682,2,9,2816,2541,-640
-640,2,9,2816,2551,-598
-598,2,9,2816,2561,-556
-556,2,9,2816,2571,-514
-514,2,9,2816,2581,-472
-472,2,9,2816,2591,-430
-1440,1,10,2816,2601,-1440
-1440,1,10,2816,2611,-1440
-1440,1,10,2816,2621,-1440
-1440,1,10,2816,2622,-1440
-1440,1,10,2816,2623,-1440
-1440,1,10,2816,2631,-1373
-1373,1,10,2816,2641,-1308
-1308,1,10,2816,2651,-1244
-1244,1,10,2816,2661,-1181
-1181,1,10,2816,2671,-1118
-1118,1,10,2816,2681,-1055
-1055,1,10,2816,2691,-992
-992,1,10,2816,2701,-992
-992,1,10,2816,2711,-929
-929,1,10,2816,2721,-866
-866,1,10,2816,2731,-803
-803,1,10,2816,2741,-740
-740,1,10,2816,2751,-677
-677,1,10,2816,2761,-614
-614,1,10,2816,2771,-551
-551,1,10,2816,2781,-551
-551,1,10,2816,2791,-551
-551,1,10,2816,2801,-551
-551,1,10,2816,2811,-551
-551,1,10,2816,2821,-551
-551,1,10,2816,2831,-551
-551,1,10,2816,2841,-551
-551,1,10,2816,2851,-488
-488,1,10,2816,2861,-425
-425,1,10,2816,2871,-361
-361,1,10,2816,2881,-296
-296,1,10,2816,2891,-230
-1240,2,11,2816,2901,-1240
-1240,2,11,2816,2911,-1203
-1203,2,11,2816,2921,-1168
-1168,2,11,2816,2931,-1133
-1133,2,11,2816,2941,-1098
-1098,2,11,2816,2951,-1063
-1063,2,11,2816,2961,-1028
-1028,2,11,2816,2971,-993
-993,2,11,2816,2981,-958
-958,2,11,2816,2991,-923
-923,2,11,2816,3001,-888
-888,2,11,2816,3011,-888
-888,2,11,2816,3021,-853
-853,2,11,2816,3031,-853
-853,2,11,2816,3041,-818
-818,2,11,2816,3051,-783
-783,2,11,2816,3061,-748
-748,2,11,2816,3071,-713
-713,2,11,2816,3081,-678
-678,2,11,2816,3091,-643
-643,2,11,2816,3101,-608
-608,2,11,2816,3111,-608
-608,2,11,2816,3121,-573
-573,2,11,2816,3131,-573
-573,2,11,2816,3141,-573
-573,2,11,2816,3151,-573
-573,2,11,2816,3161,-538
-538,2,11,2816,3171,-538
-538,2,11,2816,3181,-503
-503,2,11,2816,3191,-468
-468,2,11,2816,3201,-430
-1240,2,12,2816,3211,-1240
-1240,2,12,2816,3221,-1240
-1240,2,12,2816,3231,-1240
-1240,2,12,2816,3241,-1194
-1194,2,12,2816,3251,-1150
-1150,2,12,2816,3261,-1108
-1108,2,12,2816,3271,-1066
-1066,2,12,2816,3281,-1024
-1024,2,12,2816,3291,-982
-982,2,12,2816,3301,-940
-940,2,12,2816,3311,-898
-898,2,12,2816,3321,-898
-898,2,12,2816,3331,-856
-856,2,12,2816,3341,-814
-814,2,12,2816,3351,-772
-772,2,12,2816,3361,-730
-730,2,12,2816,3371,-688
-688,2,12,2816,3381,-688
-688,2,12,2816,3391,-688
-688,2,12,2816,3401,-646
-646,2,12,2816,3411,-604
-604,2,12,2816,3421,-562
-562,2,12,2816,3431,-562
-562,2,12,2816,3441,-562
-562,2,12,2816,3451,-519
-519,2,12,2816,3461,-519
-519,2,12,2816,3471,-519
-519,2,12,2816,3481,-475
-475,2,12,2816,3491,-475
-475,2,12,2816,3501,-475
-475,2,12,2816,3511,-430
-1240,2,13,2816,3521,-1190
-1190,2,13,2816,3531,-1190
-1190,2,13,2816,3541,-1190
-1190,2,13,2816,3551,-1190
-1190,2,13,2816,3561,-1190
-1190,2,13,2816,3571,-1190
-1190,2,13,2816,3581,-1190
-1190,2,13,2816,3591,-1141
-1141,2,13,2816,3601,-1094
-1094,2,13,2816,3611,-1047
-1047,2,13,2816,3621,-1000
-1000,2,13,2816,3631,-953
-953,2,13,2816,3641,-906
-906,2,13,2816,3651,-859
-859,2,13,2816,3661,-812
-812,2,13,2816,3671,-765
-765,2,13,2816,3681,-718
-718,2,13,2816,3691,-718
-718,2,13,2816,3701,-718
-718,2,13,2816,3711,-671
-671,2,13,2816,3721,-624
-624,2,13,2816,3731,-577
-577,2,13,2816,3741,-577
-577,2,13,2816,3751,-577
-577,2,13,2816,3761,-529
-529,2,13,2816,3771,-480
-480,2,13,2816,3781,-430
-430,2,13,2816,3791,-430
-430,2,13,2816,3801,-430
-1440,1,14,2816,3811,-1440
-1440,1,14,2816,3821,-1440
-1440,1,14,2816,3831,-1440
-1440,1,14,2816,3841,-1362
-1362,1,14,2816,3851,-1285
-1285,1,14,2816,3861,-1209
-1209,1,14,2816,3871,-1209
-1209,1,14,2816,3881,-1134
-1134,1,14,2816,3891,-1059
-1059,1,14,2816,3901,-1059
-1059,1,14,2816,3911,-984
-984,1,14,2816,3921,-984
-984,1,14,2816,3931,-984
-984,1,14,2816,3941,-984
-984,1,14,2816,3951,-984
-984,1,14,2816,3961,-984
-984,1,14,2816,3971,-984
-984,1,14,2816,3981,-984
-984,1,14,2816,3991,-909
-909,1,14,2816,4001,-834
-834,1,14,2816,4011,-759
-759,1,14,2816,4021,-684
-684,1,14,2816,4031,-684
-684,1,14,2816,4041,-684
-684,1,14,2816,4051,-609
-609,1,14,2816,4061,-534
-534,1,14,2816,4071,-459
-459,1,14,2816,4081,-384
-384,1,14,2816,4091,-308
-308,1,14,2816,4101,-230
-200,1,1,2816,4102,-200
