disp_reward_type_1,enemy_id_5,disp_reward_id_4,disp_reward_type_2,drop_gold_5,disp_reward_id_1,drop_gold_3,enemy_id_2,reward_odds_4,difficulty,drop_gold_2,reward_group_id_1,disp_reward_id_3,reward_lot_count_4,reward_odds_2,drop_gold_4,disp_reward_id_5,disp_reward_type_5,reward_odds_1,drop_gold_1,enemy_id_4,reward_group_id_2,reward_lot_count_5,wave_group_id,id,disp_reward_type_4,reward_odds_5,enemy_id_3,disp_reward_type_3,enemy_id_1,reward_odds_3,reward_group_id_3,reward_group_id_5,reward_lot_count_3,wave,reward_lot_count_2,reward_lot_count_1,disp_reward_id_2,match_lv_min,match_lv_max,reward_group_id_4
0,0,0,0,0,0,0,620090011,0,1,0,61001005,0,0,18,0,0,0,30,336,0,61001004,0,600110141,600000014,0,0,620130011,0,620060011,36,61001007,0,1,1,1,1,0,14001,14001,0
0,0,0,0,0,0,0,620090012,0,1,0,61001005,0,0,18,0,0,0,30,341,0,61001004,0,600110151,600000015,0,0,620130012,0,620060012,36,61001007,0,1,1,1,1,0,15001,15001,0
0,0,0,0,0,0,0,620090013,0,1,0,61001005,0,0,18,0,0,0,30,351,0,61001004,0,600110161,600000016,0,0,620130013,0,620060013,36,61001007,0,1,1,1,1,0,16001,16001,0
0,0,0,0,0,0,0,620090014,0,1,0,61001005,0,0,18,0,0,0,30,356,0,61001004,0,600110171,600000017,0,0,620130014,0,620060014,36,61001007,0,1,1,1,1,0,17001,17001,0
0,0,0,0,0,0,0,620090015,0,1,0,61001005,0,0,18,0,0,0,30,366,0,61001004,0,600110181,600000018,0,0,620130015,0,620060015,36,61001007,0,1,1,1,1,0,18001,18001,0
0,0,0,0,0,0,0,620090016,0,1,0,61001005,0,0,18,0,0,0,30,371,0,61001004,0,600110191,600000019,0,0,620130016,0,620060016,36,61001007,0,1,1,1,1,0,19001,19001,0
0,0,0,0,0,0,0,620090017,0,1,0,61001005,0,0,18,0,0,0,30,375,0,61001004,0,600110201,600000020,0,0,620130017,0,620060017,36,61001007,0,1,1,1,1,0,20001,20001,0
0,0,0,0,0,0,0,620090018,0,1,0,61001005,0,0,18,0,0,0,30,381,0,61001004,0,600110211,600000021,0,0,620130018,0,620060018,36,61001007,0,1,1,1,1,0,21001,21001,0
0,0,0,0,0,0,0,620090019,0,1,0,61001005,0,0,18,0,0,0,30,386,0,61001004,0,600110221,600000022,0,0,620130019,0,620060019,36,61001007,0,1,1,1,1,0,22001,22001,0
0,0,0,0,0,0,0,620090020,0,1,0,61001005,0,0,18,0,0,0,30,390,0,61001004,0,600110231,600000023,0,0,620130020,0,620060020,36,61001007,0,1,1,1,1,0,23001,23001,0
0,0,0,0,0,0,0,620090021,0,1,0,61001005,0,0,18,0,0,0,30,396,0,61001004,0,600110241,600000024,0,0,620130021,0,620060021,36,61001007,0,1,1,1,1,0,24001,24001,0
0,0,0,0,0,0,0,620090022,0,1,0,61001005,0,0,18,0,0,0,30,401,0,61001004,0,600110251,600000025,0,0,620130022,0,620060022,36,61001007,0,1,1,1,1,0,25001,25001,0
0,0,0,0,0,0,0,620090023,0,1,0,61001005,0,0,18,0,0,0,30,405,0,61001004,0,600110261,600000026,0,0,620130023,0,620060023,36,61001007,0,1,1,1,1,0,26001,26001,0
0,0,0,0,0,0,0,620090024,0,1,0,61001005,0,0,18,0,0,0,30,411,0,61001004,0,600110271,600000027,0,0,620130024,0,620060024,36,61001007,0,1,1,1,1,0,27001,27001,0
0,0,0,0,0,0,0,620090025,0,1,0,61001005,0,0,18,0,0,0,30,417,0,61001004,0,600110281,600000028,0,0,620130025,0,620060025,36,61001007,0,1,1,1,1,0,28001,28001,0
0,0,0,0,0,0,0,620090026,0,1,0,61001005,0,0,18,0,0,0,30,422,0,61001004,0,600110291,600000029,0,0,620130026,0,620060026,36,61001007,0,1,1,1,1,0,29001,29001,0
0,0,0,0,0,0,0,620090027,0,1,0,61001005,0,0,18,0,0,0,30,427,0,61001004,0,600110301,600000030,0,0,620130027,0,620060027,36,61001007,0,1,1,1,1,0,30001,30001,0
0,0,0,0,0,0,0,620090028,0,1,0,61001005,0,0,18,0,0,0,30,433,0,61001004,0,600110311,600000031,0,0,620130028,0,620060028,36,61001007,0,1,1,1,1,0,31001,31001,0
0,0,0,0,0,0,0,620090029,0,1,0,61001005,0,0,18,0,0,0,30,442,0,61001004,0,600110321,600000032,0,0,620130029,0,620060029,36,61001007,0,1,1,1,1,0,32001,32001,0
0,0,0,0,0,0,0,620090030,0,1,0,61001005,0,0,18,0,0,0,30,455,0,61001004,0,600110331,600000033,0,0,620130030,0,620060030,36,61001007,0,1,1,1,1,0,33001,33001,0
0,0,0,0,0,0,0,620090031,0,1,0,61001005,0,0,18,0,0,0,30,460,0,61001004,0,600110341,600000034,0,0,620130031,0,620060031,36,61001007,0,1,1,1,1,0,34001,34001,0
0,0,0,0,0,0,0,620090032,0,1,0,61001005,0,0,18,0,0,0,30,464,0,61001004,0,600110351,600000035,0,0,620130032,0,620060032,36,61001007,0,1,1,1,1,0,35001,35001,0
0,0,0,0,0,0,0,620090033,0,1,0,61001005,0,0,18,0,0,0,30,476,0,61001004,0,600110361,600000036,0,0,620130033,0,620060033,36,61001007,0,1,1,1,1,0,36001,36001,0
0,0,0,0,0,0,0,620090034,0,1,0,61001005,0,0,18,0,0,0,30,482,0,61001004,0,600110371,600000037,0,0,620130034,0,620060034,36,61001007,0,1,1,1,1,0,37001,37001,0
0,0,0,0,0,0,0,620090035,0,1,0,61001005,0,0,18,0,0,0,30,492,0,61001004,0,600110381,600000038,0,0,620130035,0,620060035,36,61001007,0,1,1,1,1,0,38001,38001,0
0,0,0,0,0,0,0,620090036,0,1,0,61001005,0,0,18,0,0,0,30,500,0,61001004,0,600110391,600000039,0,0,620130036,0,620060036,36,61001007,0,1,1,1,1,0,39001,39001,0
0,0,0,0,0,0,0,620090037,0,1,0,61001005,0,0,18,0,0,0,30,514,0,61001004,0,600110401,600000040,0,0,620130037,0,620060037,36,61001007,0,1,1,1,1,0,40001,40001,0
0,0,0,0,0,0,0,620090038,0,1,0,61001005,0,0,18,0,0,0,30,518,0,61001004,0,600110411,600000041,0,0,620130038,0,620060038,36,61001007,0,1,1,1,1,0,41001,41001,0
0,0,0,0,0,0,0,620090039,0,1,0,61001005,0,0,18,0,0,0,30,523,0,61001004,0,600110421,600000042,0,0,620130039,0,620060039,36,61001007,0,1,1,1,1,0,42001,42001,0
0,0,0,0,0,0,0,620090040,0,1,0,61001005,0,0,18,0,0,0,30,538,0,61001004,0,600110431,600000043,0,0,620130040,0,620060040,36,61001007,0,1,1,1,1,0,43001,43001,0
0,0,0,0,0,0,0,620090041,0,1,0,61001005,0,0,18,0,0,0,30,551,0,61001004,0,600110441,600000044,0,0,620130041,0,620060041,36,61001007,0,1,1,1,1,0,44001,44001,0
0,0,0,0,0,0,0,620090042,0,1,0,61001005,0,0,18,0,0,0,30,565,0,61001004,0,600110451,600000045,0,0,620130042,0,620060042,36,61001007,0,1,1,1,1,0,45001,45001,0
0,0,0,0,0,0,0,620090043,0,1,0,61001005,0,0,18,0,0,0,30,574,0,61001004,0,600110461,600000046,0,0,620130043,0,620060043,36,61001007,0,1,1,1,1,0,46001,46001,0
0,0,0,0,0,0,0,620090044,0,1,0,61001005,0,0,18,0,0,0,30,577,0,61001004,0,600110471,600000047,0,0,620130044,0,620060044,36,61001007,0,1,1,1,1,0,47001,47001,0
0,0,0,0,0,0,0,620090045,0,1,0,61001005,0,0,18,0,0,0,30,587,0,61001004,0,600110481,600000048,0,0,620130045,0,620060045,36,61001007,0,1,1,1,1,0,48001,48001,0
0,0,0,0,0,0,0,620090046,0,1,0,61001005,0,0,18,0,0,0,30,598,0,61001004,0,600110491,600000049,0,0,620130046,0,620060046,36,61001007,0,1,1,1,1,0,49001,49001,0
0,0,0,0,0,0,0,620090047,0,1,0,61001005,0,0,18,0,0,0,30,614,0,61001004,0,600110501,600000050,0,0,620130047,0,620060047,36,61001007,0,1,1,1,1,0,50001,50001,0
0,0,0,0,0,0,0,620090048,0,1,0,61001005,0,0,18,0,0,0,30,621,0,61001004,0,600110511,600000051,0,0,620130048,0,620060048,36,61001007,0,1,1,1,1,0,51001,51001,0
0,0,0,0,0,0,0,620090049,0,1,0,61001005,0,0,18,0,0,0,30,629,0,61001004,0,600110521,600000052,0,0,620130049,0,620060049,36,61001007,0,1,1,1,1,0,52001,52001,0
0,0,0,0,0,0,0,620090050,0,1,0,61001005,0,0,18,0,0,0,30,640,0,61001004,0,600110531,600000053,0,0,620130050,0,620060050,36,61001007,0,1,1,1,1,0,53001,53001,0
0,0,0,0,0,0,0,620090051,0,1,0,61001005,0,0,18,0,0,0,30,647,0,61001004,0,600110541,600000054,0,0,620130051,0,620060051,36,61001007,0,1,1,1,1,0,54001,54001,0
0,0,0,0,0,0,0,620090052,0,1,0,61001005,0,0,18,0,0,0,30,652,0,61001004,0,600110551,600000055,0,0,620130052,0,620060052,36,61001007,0,1,1,1,1,0,55001,55001,0
0,0,0,0,0,0,0,620090053,0,1,0,61001005,0,0,18,0,0,0,30,659,0,61001004,0,600110561,600000056,0,0,620130053,0,620060053,36,61001007,0,1,1,1,1,0,56001,56001,0
0,0,0,0,0,0,0,620090054,0,1,0,61001005,0,0,18,0,0,0,30,662,0,61001004,0,600110571,600000057,0,0,620130054,0,620060054,36,61001007,0,1,1,1,1,0,57001,57001,0
0,0,0,0,0,0,0,620090055,0,1,0,61001005,0,0,18,0,0,0,30,667,0,61001004,0,600110581,600000058,0,0,620130055,0,620060055,36,61001007,0,1,1,1,1,0,58001,58001,0
0,0,0,0,0,0,0,620090056,0,1,0,61001005,0,0,18,0,0,0,30,679,0,61001004,0,600110591,600000059,0,0,620130056,0,620060056,36,61001007,0,1,1,1,1,0,59001,59001,0
0,0,0,0,0,0,0,620090057,0,1,0,61001005,0,0,18,0,0,0,30,683,0,61001004,0,600110601,600000060,0,0,620130057,0,620060057,36,61001007,0,1,1,1,1,0,60001,60001,0
0,0,0,0,0,0,0,620090058,0,1,0,61001005,0,0,18,0,0,0,30,692,0,61001004,0,600110611,600000061,0,0,620130058,0,620060058,36,61001007,0,1,1,1,1,0,61001,61001,0
0,0,0,0,0,0,0,620090059,0,1,0,61001005,0,0,18,0,0,0,30,698,0,61001004,0,600110621,600000062,0,0,620130059,0,620060059,36,61001007,0,1,1,1,1,0,62001,62001,0
0,0,0,0,0,0,0,620090060,0,1,0,61001005,0,0,18,0,0,0,30,703,0,61001004,0,600110631,600000063,0,0,620130060,0,620060060,36,61001007,0,1,1,1,1,0,63001,63001,0
0,0,0,0,0,0,0,620090061,0,1,0,61001005,0,0,18,0,0,0,30,713,0,61001004,0,600110641,600000064,0,0,620130061,0,620060061,36,61001007,0,1,1,1,1,0,64001,64001,0
0,0,0,0,0,0,0,620090062,0,1,0,61001005,0,0,18,0,0,0,30,722,0,61001004,0,600110651,600000065,0,0,620130062,0,620060062,36,61001007,0,1,1,1,1,0,65001,65001,0
0,0,0,0,0,0,0,620090063,0,1,0,61001005,0,0,18,0,0,0,30,733,0,61001004,0,600110661,600000066,0,0,620130063,0,620060063,36,61001007,0,1,1,1,1,0,66001,66001,0
0,0,0,0,0,0,0,620090064,0,1,0,61001005,0,0,18,0,0,0,30,741,0,61001004,0,600110671,600000067,0,0,620130064,0,620060064,36,61001007,0,1,1,1,1,0,67001,67001,0
0,0,0,0,0,0,0,620090065,0,1,0,61001005,0,0,18,0,0,0,30,750,0,61001004,0,600110681,600000068,0,0,620130065,0,620060065,36,61001007,0,1,1,1,1,0,68001,68001,0
0,0,0,0,0,0,0,620090066,0,1,0,61001005,0,0,18,0,0,0,30,762,0,61001004,0,600110691,600000069,0,0,620130066,0,620060066,36,61001007,0,1,1,1,1,0,69001,69001,0
0,0,0,0,0,0,0,620300001,0,1,0,61001005,0,0,18,0,0,0,30,258,0,61001004,0,600110031,600000074,0,0,620110001,0,620090101,36,61001007,0,1,1,1,1,0,3001,3001,0
0,0,0,0,0,0,0,620300001,0,1,0,61001005,0,0,18,0,0,0,30,258,0,61001004,0,600110041,600000075,0,0,620110001,0,620090101,36,61001007,0,1,1,1,1,0,4001,4001,0
0,0,0,0,0,0,0,620300002,0,1,0,61001005,0,0,18,0,0,0,30,268,0,61001004,0,600110051,600000076,0,0,620110002,0,620090102,36,61001007,0,1,1,1,1,0,5001,5001,0
0,0,0,0,0,0,0,620300003,0,1,0,61001005,0,0,18,0,0,0,30,273,0,61001004,0,600110061,600000077,0,0,620110003,0,620090103,36,61001007,0,1,1,1,1,0,6001,6001,0
0,0,0,0,0,0,0,620300004,0,1,0,61001005,0,0,18,0,0,0,30,281,0,61001004,0,600110071,600000078,0,0,620110004,0,620090104,36,61001007,0,1,1,1,1,0,7001,7001,0
0,0,0,0,0,0,0,620300005,0,1,0,61001005,0,0,18,0,0,0,30,288,0,61001004,0,600110081,600000079,0,0,620110005,0,620090105,36,61001007,0,1,1,1,1,0,8001,8001,0
0,0,0,0,0,0,0,620300006,0,1,0,61001005,0,0,18,0,0,0,30,298,0,61001004,0,600110091,600000080,0,0,620110006,0,620090106,36,61001007,0,1,1,1,1,0,9001,9001,0
0,0,0,0,0,0,0,620300007,0,1,0,61001005,0,0,18,0,0,0,30,309,0,61001004,0,600110101,600000081,0,0,620110007,0,620090107,36,61001007,0,1,1,1,1,0,10001,10001,0
0,0,0,0,0,0,0,620300008,0,1,0,61001005,0,0,18,0,0,0,30,313,0,61001004,0,600110111,600000082,0,0,620110008,0,620090108,36,61001007,0,1,1,1,1,0,11001,11001,0
0,0,0,0,0,0,0,620300009,0,1,0,61001005,0,0,18,0,0,0,30,321,0,61001004,0,600110121,600000083,0,0,620110009,0,620090109,36,61001007,0,1,1,1,1,0,12001,12001,0
0,0,0,0,0,0,0,620300010,0,1,0,61001005,0,0,18,0,0,0,30,326,0,61001004,0,600110131,600000084,0,0,620110010,0,620090110,36,61001007,0,1,1,1,1,0,13001,13001,0
0,0,0,0,0,0,0,620300011,0,1,0,61001005,0,0,18,0,0,0,30,336,0,61001004,0,600110141,600000085,0,0,620110011,0,620090111,36,61001007,0,1,1,1,1,0,14001,14001,0
0,0,0,0,0,0,0,620300012,0,1,0,61001005,0,0,18,0,0,0,30,341,0,61001004,0,600110151,600000086,0,0,620110012,0,620090112,36,61001007,0,1,1,1,1,0,15001,15001,0
0,0,0,0,0,0,0,620300013,0,1,0,61001005,0,0,18,0,0,0,30,351,0,61001004,0,600110161,600000087,0,0,620110013,0,620090113,36,61001007,0,1,1,1,1,0,16001,16001,0
0,0,0,0,0,0,0,620300014,0,1,0,61001005,0,0,18,0,0,0,30,356,0,61001004,0,600110171,600000088,0,0,620110014,0,620090114,36,61001007,0,1,1,1,1,0,17001,17001,0
0,0,0,0,0,0,0,620300015,0,1,0,61001005,0,0,18,0,0,0,30,366,0,61001004,0,600110181,600000089,0,0,620110015,0,620090115,36,61001007,0,1,1,1,1,0,18001,18001,0
0,0,0,0,0,0,0,620300016,0,1,0,61001005,0,0,18,0,0,0,30,371,0,61001004,0,600110191,600000090,0,0,620110016,0,620090116,36,61001007,0,1,1,1,1,0,19001,19001,0
0,0,0,0,0,0,0,620300017,0,1,0,61001005,0,0,18,0,0,0,30,375,0,61001004,0,600110201,600000091,0,0,620110017,0,620090117,36,61001007,0,1,1,1,1,0,20001,20001,0
0,0,0,0,0,0,0,620300018,0,1,0,61001005,0,0,18,0,0,0,30,381,0,61001004,0,600110211,600000092,0,0,620110018,0,620090118,36,61001007,0,1,1,1,1,0,21001,21001,0
0,0,0,0,0,0,0,620300019,0,1,0,61001005,0,0,18,0,0,0,30,386,0,61001004,0,600110221,600000093,0,0,620110019,0,620090119,36,61001007,0,1,1,1,1,0,22001,22001,0
0,0,0,0,0,0,0,620300020,0,1,0,61001005,0,0,18,0,0,0,30,390,0,61001004,0,600110231,600000094,0,0,620110020,0,620090120,36,61001007,0,1,1,1,1,0,23001,23001,0
0,0,0,0,0,0,0,620300021,0,1,0,61001005,0,0,18,0,0,0,30,396,0,61001004,0,600110241,600000095,0,0,620110021,0,620090121,36,61001007,0,1,1,1,1,0,24001,24001,0
0,0,0,0,0,0,0,620300022,0,1,0,61001005,0,0,18,0,0,0,30,401,0,61001004,0,600110251,600000096,0,0,620110022,0,620090122,36,61001007,0,1,1,1,1,0,25001,25001,0
0,0,0,0,0,0,0,620300023,0,1,0,61001005,0,0,18,0,0,0,30,405,0,61001004,0,600110261,600000097,0,0,620110023,0,620090123,36,61001007,0,1,1,1,1,0,26001,26001,0
0,0,0,0,0,0,0,620300024,0,1,0,61001005,0,0,18,0,0,0,30,411,0,61001004,0,600110271,600000098,0,0,620110024,0,620090124,36,61001007,0,1,1,1,1,0,27001,27001,0
0,0,0,0,0,0,0,620300025,0,1,0,61001005,0,0,18,0,0,0,30,417,0,61001004,0,600110281,600000099,0,0,620110025,0,620090125,36,61001007,0,1,1,1,1,0,28001,28001,0
0,0,0,0,0,0,0,620300026,0,1,0,61001005,0,0,18,0,0,0,30,422,0,61001004,0,600110291,600000100,0,0,620110026,0,620090126,36,61001007,0,1,1,1,1,0,29001,29001,0
0,0,0,0,0,0,0,620300027,0,1,0,61001005,0,0,18,0,0,0,30,427,0,61001004,0,600110301,600000101,0,0,620110027,0,620090127,36,61001007,0,1,1,1,1,0,30001,30001,0
0,0,0,0,0,0,0,620300028,0,1,0,61001005,0,0,18,0,0,0,30,433,0,61001004,0,600110311,600000102,0,0,620110028,0,620090128,36,61001007,0,1,1,1,1,0,31001,31001,0
0,0,0,0,0,0,0,620300029,0,1,0,61001005,0,0,18,0,0,0,30,442,0,61001004,0,600110321,600000103,0,0,620110029,0,620090129,36,61001007,0,1,1,1,1,0,32001,32001,0
0,0,0,0,0,0,0,620300030,0,1,0,61001005,0,0,18,0,0,0,30,455,0,61001004,0,600110331,600000104,0,0,620110030,0,620090130,36,61001007,0,1,1,1,1,0,33001,33001,0
0,0,0,0,0,0,0,620300031,0,1,0,61001005,0,0,18,0,0,0,30,460,0,61001004,0,600110341,600000105,0,0,620110031,0,620090131,36,61001007,0,1,1,1,1,0,34001,34001,0
0,0,0,0,0,0,0,620300032,0,1,0,61001005,0,0,18,0,0,0,30,464,0,61001004,0,600110351,600000106,0,0,620110032,0,620090132,36,61001007,0,1,1,1,1,0,35001,35001,0
0,0,0,0,0,0,0,620300033,0,1,0,61001005,0,0,18,0,0,0,30,476,0,61001004,0,600110361,600000107,0,0,620110033,0,620090133,36,61001007,0,1,1,1,1,0,36001,36001,0
0,0,0,0,0,0,0,620300034,0,1,0,61001005,0,0,18,0,0,0,30,482,0,61001004,0,600110371,600000108,0,0,620110034,0,620090134,36,61001007,0,1,1,1,1,0,37001,37001,0
0,0,0,0,0,0,0,620300035,0,1,0,61001005,0,0,18,0,0,0,30,492,0,61001004,0,600110381,600000109,0,0,620110035,0,620090135,36,61001007,0,1,1,1,1,0,38001,38001,0
0,0,0,0,0,0,0,620300036,0,1,0,61001005,0,0,18,0,0,0,30,500,0,61001004,0,600110391,600000110,0,0,620110036,0,620090136,36,61001007,0,1,1,1,1,0,39001,39001,0
0,0,0,0,0,0,0,620300037,0,1,0,61001005,0,0,18,0,0,0,30,514,0,61001004,0,600110401,600000111,0,0,620110037,0,620090137,36,61001007,0,1,1,1,1,0,40001,40001,0
0,0,0,0,0,0,0,620300038,0,1,0,61001005,0,0,18,0,0,0,30,518,0,61001004,0,600110411,600000112,0,0,620110038,0,620090138,36,61001007,0,1,1,1,1,0,41001,41001,0
0,0,0,0,0,0,0,620300039,0,1,0,61001005,0,0,18,0,0,0,30,523,0,61001004,0,600110421,600000113,0,0,620110039,0,620090139,36,61001007,0,1,1,1,1,0,42001,42001,0
0,0,0,0,0,0,0,620300040,0,1,0,61001005,0,0,18,0,0,0,30,538,0,61001004,0,600110431,600000114,0,0,620110040,0,620090140,36,61001007,0,1,1,1,1,0,43001,43001,0
0,0,0,0,0,0,0,620300041,0,1,0,61001005,0,0,18,0,0,0,30,551,0,61001004,0,600110441,600000115,0,0,620110041,0,620090141,36,61001007,0,1,1,1,1,0,44001,44001,0
0,0,0,0,0,0,0,620300042,0,1,0,61001005,0,0,18,0,0,0,30,565,0,61001004,0,600110451,600000116,0,0,620110042,0,620090142,36,61001007,0,1,1,1,1,0,45001,45001,0
0,0,0,0,0,0,0,620300043,0,1,0,61001005,0,0,18,0,0,0,30,574,0,61001004,0,600110461,600000117,0,0,620110043,0,620090143,36,61001007,0,1,1,1,1,0,46001,46001,0
0,0,0,0,0,0,0,620300044,0,1,0,61001005,0,0,18,0,0,0,30,577,0,61001004,0,600110471,600000118,0,0,620110044,0,620090144,36,61001007,0,1,1,1,1,0,47001,47001,0
0,0,0,0,0,0,0,620300045,0,1,0,61001005,0,0,18,0,0,0,30,587,0,61001004,0,600110481,600000119,0,0,620110045,0,620090145,36,61001007,0,1,1,1,1,0,48001,48001,0
0,0,0,0,0,0,0,620300046,0,1,0,61001005,0,0,18,0,0,0,30,598,0,61001004,0,600110491,600000120,0,0,620110046,0,620090146,36,61001007,0,1,1,1,1,0,49001,49001,0
0,0,0,0,0,0,0,620300047,0,1,0,61001005,0,0,18,0,0,0,30,614,0,61001004,0,600110501,600000121,0,0,620110047,0,620090147,36,61001007,0,1,1,1,1,0,50001,50001,0
0,0,0,0,0,0,0,620300048,0,1,0,61001005,0,0,18,0,0,0,30,621,0,61001004,0,600110511,600000122,0,0,620110048,0,620090148,36,61001007,0,1,1,1,1,0,51001,51001,0
0,0,0,0,0,0,0,620300049,0,1,0,61001005,0,0,18,0,0,0,30,629,0,61001004,0,600110521,600000123,0,0,620110049,0,620090149,36,61001007,0,1,1,1,1,0,52001,52001,0
0,0,0,0,0,0,0,620300050,0,1,0,61001005,0,0,18,0,0,0,30,640,0,61001004,0,600110531,600000124,0,0,620110050,0,620090150,36,61001007,0,1,1,1,1,0,53001,53001,0
0,0,0,0,0,0,0,620300051,0,1,0,61001005,0,0,18,0,0,0,30,647,0,61001004,0,600110541,600000125,0,0,620110051,0,620090151,36,61001007,0,1,1,1,1,0,54001,54001,0
0,0,0,0,0,0,0,620300052,0,1,0,61001005,0,0,18,0,0,0,30,652,0,61001004,0,600110551,600000126,0,0,620110052,0,620090152,36,61001007,0,1,1,1,1,0,55001,55001,0
0,0,0,0,0,0,0,620300053,0,1,0,61001005,0,0,18,0,0,0,30,659,0,61001004,0,600110561,600000127,0,0,620110053,0,620090153,36,61001007,0,1,1,1,1,0,56001,56001,0
0,0,0,0,0,0,0,620300054,0,1,0,61001005,0,0,18,0,0,0,30,662,0,61001004,0,600110571,600000128,0,0,620110054,0,620090154,36,61001007,0,1,1,1,1,0,57001,57001,0
0,0,0,0,0,0,0,620300055,0,1,0,61001005,0,0,18,0,0,0,30,667,0,61001004,0,600110581,600000129,0,0,620110055,0,620090155,36,61001007,0,1,1,1,1,0,58001,58001,0
0,0,0,0,0,0,0,620300056,0,1,0,61001005,0,0,18,0,0,0,30,679,0,61001004,0,600110591,600000130,0,0,620110056,0,620090156,36,61001007,0,1,1,1,1,0,59001,59001,0
0,0,0,0,0,0,0,620300057,0,1,0,61001005,0,0,18,0,0,0,30,683,0,61001004,0,600110601,600000131,0,0,620110057,0,620090157,36,61001007,0,1,1,1,1,0,60001,60001,0
0,0,0,0,0,0,0,620300058,0,1,0,61001005,0,0,18,0,0,0,30,692,0,61001004,0,600110611,600000132,0,0,620110058,0,620090158,36,61001007,0,1,1,1,1,0,61001,61001,0
0,0,0,0,0,0,0,620300059,0,1,0,61001005,0,0,18,0,0,0,30,698,0,61001004,0,600110621,600000133,0,0,620110059,0,620090159,36,61001007,0,1,1,1,1,0,62001,62001,0
0,0,0,0,0,0,0,620300060,0,1,0,61001005,0,0,18,0,0,0,30,703,0,61001004,0,600110631,600000134,0,0,620110060,0,620090160,36,61001007,0,1,1,1,1,0,63001,63001,0
0,0,0,0,0,0,0,620300061,0,1,0,61001005,0,0,18,0,0,0,30,713,0,61001004,0,600110641,600000135,0,0,620110061,0,620090161,36,61001007,0,1,1,1,1,0,64001,64001,0
0,0,0,0,0,0,0,620300062,0,1,0,61001005,0,0,18,0,0,0,30,722,0,61001004,0,600110651,600000136,0,0,620110062,0,620090162,36,61001007,0,1,1,1,1,0,65001,65001,0
0,0,0,0,0,0,0,620300063,0,1,0,61001005,0,0,18,0,0,0,30,733,0,61001004,0,600110661,600000137,0,0,620110063,0,620090163,36,61001007,0,1,1,1,1,0,66001,66001,0
0,0,0,0,0,0,0,620300064,0,1,0,61001005,0,0,18,0,0,0,30,741,0,61001004,0,600110671,600000138,0,0,620110064,0,620090164,36,61001007,0,1,1,1,1,0,67001,67001,0
0,0,0,0,0,0,0,620300065,0,1,0,61001005,0,0,18,0,0,0,30,750,0,61001004,0,600110681,600000139,0,0,620110065,0,620090165,36,61001007,0,1,1,1,1,0,68001,68001,0
