name,icon_type,description,odds_file,id
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_4-12,1007003
"안나(여름)의 메모리 피스",99002,"",1007120101,1007101
"에리코의 메모리 피스",99002,"",1007120102,1007102
"츠무기(여름)의 메모리 피스",99002,"",1007220101,1007201
"치에루의 메모리 피스",99002,"",1007220102,1007202
"미사토(여름)의 메모리 피스",99002,"",1007320101,1007301
"아야네의 메모리 피스",99002,"",1007320102,1007302
"니논(오에도)의 메모리 피스",99002,"",1007420101,1007401
"미츠키의 메모리 피스",99002,"",1007420102,1007402
"스즈나의 메모리 피스",99002,"",1007520101,1007501
"나나카의 메모리 피스",99002,"",1007520102,1007502
"니논(할로윈)의 메모리 피스",99002,"",1007620101,1007601
"쥰의 메모리 피스",99002,"",1007620102,1007602
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_5-13,1007603
"마츠리(할로윈)의 메모리 피스",99002,"",1007720101,1007701
"츠무기의 메모리 피스",99002,"",1007720102,1007702
"카스미의 메모리 피스",99002,"",1007920101,1007901
"토모의 메모리 피스",99002,"",1007920102,1007902
"마히루(크리스마스)의 메모리 피스",99002,"",1008020101,1008001
"아카리의 메모리 피스",99002,"",1008020102,1008002
"유카리(크리스마스)의 메모리 피스",99002,"",1008120101,1008101
"미후유의 메모리 피스",99002,"",1008120102,1008102
"루카(새해)의 메모리 피스",99002,"",1008220101,1008201
"이리야의 메모리 피스",99002,"",1008220102,1008202
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_6-14,1008203
"무이미(새해)의 메모리 피스",99002,"",1008320101,1008301
"캬루의 메모리 피스",99002,"",1008320102,1008302
"콧코로의 메모리 피스",99002,"",1008620101,1008401
"캬루의 메모리 피스",99002,"",1008620102,1008402
"유이(의장복)의 메모리 피스",99002,"",1008620101,1008601
"레이의 메모리 피스",99002,"",1008620102,1008602
"마히루(레인저)의 메모리 피스",99002,"",1008820101,1008801
"린의 메모리 피스",99002,"",1008820102,1008802
"리마(신데렐라)의 메모리 피스",99002,"",1008920101,1008901
"마호의 메모리 피스",99002,"",1008920102,1008902
"카야의 메모리 피스",99002,"",1009020101,1009001
"타마키의 메모리 피스",99002,"",1009020102,1009002
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_7-15,1009003
"아키노의 메모리 피스",99002,"",1009120101,1009101
"시노부의 메모리 피스",99002,"",1009120102,1009102
"카야의 메모리 피스",99002,"",1009320101,1009301
"미사토의 메모리 피스",99002,"",1009320102,1009302
"아오이(캠프)의 메모리 피스",99002,"",1009420101,1009401
"유카리의 메모리 피스",99002,"",1009420102,1009402
"타마키(작업복)의 메모리 피스",99002,"",1009520101,1009501
"아오이의 메모리 피스",99002,"",1009520102,1009502
"히요리(여름)의 메모리 피스",99002,"",1009620101,1009601
"유이의 메모리 피스",99002,"",1009620102,1009602
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_8-16,1009603
"이오의 메모리 피스",99002,"",1009720101,1009701
"미사키의 메모리 피스",99002,"",1009720102,1009702
"미소기(여름)의 메모리 피스",99002,"",1009820101,1009801
"쿄우카의 메모리 피스",99002,"",1009820102,1009802
"츠무기(여름)의 메모리 피스",99002,"",1009920101,1009901
"치에루의 메모리 피스",99002,"",1009920102,1009902
"마호의 메모리 피스",99002,"",1010020101,1010001
"아야네의 메모리 피스",99002,"",1010020102,1010002
"니논(오에도)의 메모리 피스",99002,"",1010120101,1010101
"미츠키의 메모리 피스",99002,"",1010120102,1010102
"린(할로윈)의 메모리 피스",99002,"",1010220101,1010201
"나나카의 메모리 피스",99002,"",1010220102,1010202
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_9-17,1010203
"니논(할로윈)의 메모리 피스",99002,"",1010320101,1010301
"쥰의 메모리 피스",99002,"",1010320102,1010302
"토모의 메모리 피스",99002,"",1010420101,1010401
"마츠리의 메모리 피스",99002,"",1010420102,1010402
"모니카의 메모리 피스",99002,"",1010520101,1010501
"아유미의 메모리 피스",99002,"",1010520102,1010502
"요리(크리스마스)의 메모리 피스",99002,"",1010620101,1010601
"쥰의 메모리 피스",99002,"",1010620102,1010602
"마히루(크리스마스)의 메모리 피스",99002,"",1010720101,1010701
"아카리의 메모리 피스",99002,"",1010720102,1010702
"미츠키(새해)의 메모리 피스",99002,"",1010820101,1010801
"이노리의 메모리 피스",99002,"",1010820102,1010802
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_10-18,1010803
"루카(새해)의 메모리 피스",99002,"",1010920101,1010901
"이리야의 메모리 피스",99002,"",1010920102,1010902
"카야(리버레이터)의 메모리 피스",99002,"",1011020101,1011001
"노조미의 메모리 피스",99002,"",1011020102,1011002
"카야(리버레이터)의 메모리 피스",99002,"",1011120101,1011101
"치카의 메모리 피스",99002,"",1011120102,1011102
"콧코로의 메모리 피스",99002,"",1011220101,1011201
"캬루의 메모리 피스",99002,"",1011220102,1011202
"모니카의 메모리 피스",99002,"",1011420101,1011401
"타마키의 메모리 피스",99002,"",1011420102,1011402
"마히루(레인저)의 메모리 피스",99002,"",1011520101,1011501
"린의 메모리 피스",99002,"",1011520102,1011502
"하츠네의 메모리 피스",99002,"",1011620101,1011601
"시오리의 메모리 피스",99002,"",1011620102,1011602
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_11-19,1011603
"카야의 메모리 피스",99002,"",1011720101,1011701
"타마키의 메모리 피스",99002,"",1011720102,1011702
"카린(알케미스트)의 메모리 피스",99002,"",1011820101,1011801
"지타의 메모리 피스",99002,"",1011820102,1011802
"카스미의 메모리 피스",99002,"",1011920101,1011901
"시노부의 메모리 피스",99002,"",1011920102,1011902
"이리야의 메모리 피스",99002,"",1012020101,1012001
"유키의 메모리 피스",99002,"",1012020102,1012002
"아오이(캠프)의 메모리 피스",99002,"",1012120101,1012101
"유카리의 메모리 피스",99002,"",1012120102,1012102
"아키노(여름)의 메모리 피스",99002,"",1012220101,1012201
"미후유의 메모리 피스",99002,"",1012220102,1012202
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_12-20,1012203
"히요리(여름)의 메모리 피스",99002,"",1012320101,1012301
"유이의 메모리 피스",99002,"",1012320102,1012302
"쿠우카(여름)의 메모리 피스",99002,"",1012420101,1012401
"시노부의 메모리 피스",99002,"",1012420102,1012402
"미소기(여름)의 메모리 피스",99002,"",1012520101,1012501
"쿄우카의 메모리 피스",99002,"",1012520102,1012502
"리노의 메모리 피스",99002,"",1012620101,1012601
"캬루의 메모리 피스",99002,"",1012620102,1012602
"마호의 메모리 피스",99002,"",1012720101,1012701
"아야네의 메모리 피스",99002,"",1012720102,1012702
"루카의 메모리 피스",99002,"",1012820101,1012801
"치카의 메모리 피스",99002,"",1012820102,1012802
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_13-21,1012803
"린(할로윈)의 메모리 피스",99002,"",1012920101,1012901
"나나카의 메모리 피스",99002,"",1012920102,1012902
"이오의 메모리 피스",99002,"",1013020101,1013001
"츠무기의 메모리 피스",99002,"",1013020102,1013002
"토모의 메모리 피스",99002,"",1013120101,1013101
"마츠리의 메모리 피스",99002,"",1013120102,1013102
"사렌의 메모리 피스",99002,"",1013220101,1013201
"페코린느의 메모리 피스",99002,"",1013220102,1013202
"요리(크리스마스)의 메모리 피스",99002,"",1013320101,1013301
"쥰의 메모리 피스",99002,"",1013320102,1013302
"이노리(새해)의 메모리 피스",99002,"",1013420101,1013401
"카스미의 메모리 피스",99002,"",1013420102,1013402
"미츠키(새해)의 메모리 피스",99002,"",1013520101,1013501
"이노리의 메모리 피스",99002,"",1013520102,1013502
"레이(아스트랄)의 메모리 피스",99002,"",1013620101,1013601
"유이의 메모리 피스",99002,"",1013620102,1013602
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_14-22,1013603
"레이(아스트랄)의 메모리 피스",99002,"",1013720101,1013701
"히요리의 메모리 피스",99002,"",1013720102,1013702
"카야(리버레이터)의 메모리 피스",99002,"",1013820101,1013801
"노조미의 메모리 피스",99002,"",1013820102,1013802
"카야(리버레이터)의 메모리 피스",99002,"",1013920101,1013901
"치카의 메모리 피스",99002,"",1013920102,1013902
"유니의 메모리 피스",99002,"",1014020101,1014001
"유카리의 메모리 피스",99002,"",1014020102,1014002
"타마키의 메모리 피스",99002,"",1014120101,1014101
"모니카의 메모리 피스",99002,"",1014120102,1014102
"마코토의 메모리 피스",99002,"",1014220101,1014201
"에리코의 메모리 피스",99002,"",1014220102,1014202
"쿄우카의 메모리 피스",99002,"",1014420101,1014401
"스즈메의 메모리 피스",99002,"",1014420102,1014402
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_15-23,1014403
"마호의 메모리 피스",99002,"",1014620101,1014601
"쿠루미의 메모리 피스",99002,"",1014620102,1014602
"노조미의 메모리 피스",99002,"",1014820101,1014801
"치카의 메모리 피스",99002,"",1014820102,1014802
"아키노(여름)의 메모리 피스",99002,"",1014920101,1014901
"미후유의 메모리 피스",99002,"",1014920102,1014902
"쥰의 메모리 피스",99002,"",1015020101,1015001
"페코린느의 메모리 피스",99002,"",1015020102,1015002
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_16-24,1015003
"쿠우카(여름)의 메모리 피스",99002,"",1015120101,1015101
"시노부의 메모리 피스",99002,"",1015120102,1015102
"하츠네의 메모리 피스",99002,"",1015420101,1015401
"미야코의 메모리 피스",99002,"",1015420102,1015402
"리노의 메모리 피스",99002,"",1015520101,1015501
"캬루의 메모리 피스",99002,"",1015520102,1015502
"시즈루의 메모리 피스",99002,"",1015620101,1015601
"시오리의 메모리 피스",99002,"",1015620102,1015602
"랜덤 장비 BOX",99002,"랜덤으로 장비를 획득할 수 있다.",box_rank_17-25,1015603
"루카의 메모리 피스",99002,"",1015720101,1015701
"치카의 메모리 피스",99002,"",1015720102,1015702
"스즈나의 메모리 피스",99002,"",1015820101,1015801
"미사키의 메모리 피스",99002,"",1015820102,1015802
"이오의 메모리 피스",99002,"",1015920101,1015901
"츠무기의 메모리 피스",99002,"",1015920102,1015902
"모니카(새해)의 메모리 피스",99002,"",1016020101,1016001
"사렌의 메모리 피스",99002,"",1016020102,1016002
"사렌의 메모리 피스",99002,"",1016120101,1016101
"페코린느의 메모리 피스",99002,"",1016120102,1016102
"이노리(새해)의 메모리 피스",99002,"",1016320101,1016301
"카스미의 메모리 피스",99002,"",1016320102,1016302
"레이(아스트랄)의 메모리 피스",99002,"",1016420101,1016401
"유이의 메모리 피스",99002,"",1016420102,1016402
"레이(아스트랄)의 메모리 피스",99002,"",1016520101,1016501
"히요리의 메모리 피스",99002,"",1016520102,1016502
