enemy_id,atk,hp,main_skill_lv_4,resist_variation_id,unique_equipment_flag_1,main_skill_lv_3,def,energy_recovery_rate,unit_id,magic_penetrate,hp_recovery_rate,main_skill_lv_6,wave_hp_recovery,name,wave_energy_recovery,main_skill_lv_8,level,promotion_level,ex_skill_lv_2,virtual_hp,ex_skill_lv_1,physical_critical,energy_reduce_rate,break_durability,magic_def,resist_status_id,ex_skill_lv_5,life_steal,main_skill_lv_10,union_burst_level,main_skill_lv_2,accuracy,main_skill_lv_7,main_skill_lv_5,ex_skill_lv_4,dodge,magic_critical,physical_penetrate,rarity,main_skill_lv_1,magic_str,main_skill_lv_9,ex_skill_lv_3
600050009,194,1634,9,0,0,9,10,30,200500,0,0,9,0,"와일드 혼",0,9,9,1,9,0,9,10,0,0,8,200000001,9,0,9,9,9,0,9,9,9,1,10,0,1,9,0,9,9
600050012,231,1711,12,0,0,12,13,30,200500,0,0,12,0,"와일드 혼",0,12,12,1,12,0,12,10,0,0,10,200000001,12,0,12,12,12,0,12,12,12,1,10,0,1,12,0,12,12
600050016,301,2290,16,0,0,16,16,30,200500,0,0,16,0,"와일드 혼",0,16,16,1,16,0,16,10,0,0,12,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600050020,446,3871,20,0,0,20,18,30,200500,0,0,20,0,"와일드 혼",0,20,20,1,20,0,20,10,0,0,13,200000001,20,0,20,20,20,0,20,20,20,1,10,0,1,20,0,20,20
600060001,28,154,1,0,0,1,3,30,200600,0,0,1,0,"랫튼",0,1,1,1,1,0,1,10,0,0,2,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,0,1,1
600060004,49,297,4,0,0,4,5,30,200600,0,0,4,0,"랫튼",0,4,4,1,4,0,4,10,0,0,4,200000001,4,0,4,4,4,0,4,4,4,1,10,0,1,4,0,4,4
600060013,203,699,13,0,0,13,11,30,200600,0,0,13,0,"랫튼",0,13,13,1,13,0,13,10,0,0,10,200000001,13,0,13,13,13,0,13,13,13,1,10,0,1,13,0,13,13
600060016,260,1026,16,0,0,16,13,30,200600,0,0,16,0,"랫튼",0,16,16,1,16,0,16,10,0,0,12,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600060020,335,1462,20,0,0,20,16,30,200600,0,0,20,0,"랫튼",0,20,20,1,20,0,20,10,0,0,15,200000001,20,0,20,20,20,0,20,20,20,1,10,0,1,20,0,20,20
600070001,0,356,1,0,0,1,3,30,200700,0,0,1,0,"우드 소울",0,1,1,1,1,0,1,10,0,0,2,200000006,1,0,1,1,1,0,1,1,1,1,10,0,1,1,23,1,1
600070013,0,1229,13,0,0,13,12,30,200700,0,0,13,0,"우드 소울",0,13,13,1,13,0,13,10,0,0,14,200000006,13,0,13,13,13,0,13,13,13,1,10,0,1,13,235,13,13
600070022,0,2081,22,0,0,22,14,30,200700,0,0,22,0,"우드 소울",0,22,22,1,22,0,22,10,0,0,17,200000006,22,0,22,22,22,0,22,22,22,1,10,0,1,22,358,22,22
600080004,43,409,4,0,0,4,6,30,200800,0,0,4,0,"비글",0,4,4,1,4,0,4,10,0,0,4,200000006,4,0,4,4,4,0,4,4,4,1,10,0,1,4,0,4,4
600080016,163,1003,16,0,0,16,18,30,200800,0,0,16,0,"비글",0,16,16,1,16,0,16,10,0,0,12,200000006,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600090001,28,301,1,0,0,1,3,30,200900,0,0,1,0,"스탬프",0,1,1,1,1,0,1,10,0,0,2,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,0,1,1
600090013,170,1182,13,0,0,13,15,30,200900,0,0,13,0,"스탬프",0,13,13,1,13,0,13,10,0,0,14,200000001,13,0,13,13,13,0,13,13,13,1,10,0,1,13,0,13,13
600090022,298,2743,22,0,0,22,22,30,200900,0,0,22,0,"스탬프",0,22,22,1,22,0,22,10,0,0,21,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600090023,307,2878,23,0,0,23,22,30,200900,0,0,23,0,"스탬프",0,23,23,1,23,0,23,10,0,0,21,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600090103,44,665,3,0,0,3,6,30,200901,0,0,3,0,"트위스티드 아카시아",0,3,3,1,3,0,3,10,0,0,5,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,0,3,3
600090114,284,1594,14,0,0,14,14,30,200901,0,0,14,0,"트위스티드 아카시아",0,14,14,1,14,0,14,10,0,0,12,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,0,14,14
600090122,455,3199,22,0,0,22,20,30,200901,0,0,22,0,"트위스티드 아카시아",0,22,22,1,22,0,22,10,0,0,17,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600100011,0,769,11,0,0,11,10,30,201000,0,0,11,0,"스컬 플레임",0,11,11,1,11,0,11,10,0,0,12,200000010,11,0,11,11,11,0,11,11,11,1,10,0,1,11,165,11,11
600100019,0,1944,19,0,0,19,16,30,201000,0,0,19,0,"스컬 플레임",0,19,19,1,19,0,19,10,0,0,19,200000010,19,0,19,19,19,0,19,19,19,1,10,0,1,19,285,19,19
600110003,29,463,3,0,0,3,5,30,201100,0,0,3,0,"코볼트",0,3,3,1,3,0,3,10,0,0,4,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,0,3,3
600110014,162,1265,14,0,0,14,12,30,201100,0,0,14,0,"코볼트",0,14,14,1,14,0,14,10,0,0,11,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,0,14,14
600110022,251,2079,22,0,0,22,16,30,201100,0,0,22,0,"코볼트",0,22,22,1,22,0,22,10,0,0,14,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600110023,266,2091,23,0,0,23,23,30,201100,0,0,23,0,"코볼트",0,23,23,1,23,0,23,10,0,0,21,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600120001,52,231,1,0,0,1,102,30,201200,0,0,1,0,"골렘",0,1,1,1,1,0,1,10,0,0,3,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,0,1,1
600120012,192,878,12,0,0,12,273,30,201200,0,0,12,0,"골렘",0,12,12,1,12,0,12,10,0,0,18,200000003,12,0,12,12,12,0,12,12,12,1,10,0,1,12,0,12,12
600120022,413,2461,22,0,0,22,300,30,201200,0,0,22,0,"골렘",0,22,22,1,22,0,22,10,0,0,33,200000003,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600130001,31,479,1,0,0,1,5,30,201300,0,0,1,0,"록 플라워",0,1,1,1,1,0,1,10,0,0,4,200000003,1,0,1,1,1,0,1,1,1,1,10,0,1,1,0,1,1
600130013,137,1088,13,0,0,13,17,30,201300,0,0,13,0,"록 플라워",0,13,13,1,13,0,13,10,0,0,13,200000003,13,0,13,13,13,0,13,13,13,1,10,0,1,13,0,13,13
600130110,83,1033,10,0,0,10,10,30,201301,0,0,10,0,"매드 플라워",0,10,10,1,10,0,10,10,0,0,9,200000009,10,0,10,10,10,0,10,10,10,1,10,0,1,10,0,10,10
600130117,155,2063,17,0,0,17,16,30,201301,0,0,17,0,"매드 플라워",0,17,17,1,17,0,17,10,0,0,14,200000009,17,0,17,17,17,0,17,17,17,1,10,0,1,17,0,17,17
600130120,166,2504,20,0,0,20,18,30,201301,0,0,20,0,"매드 플라워",0,20,20,1,20,0,20,10,0,0,15,200000009,20,0,20,20,20,0,20,20,20,1,10,0,1,20,0,20,20
600140010,0,579,10,0,0,10,14,30,201400,0,0,10,0,"엘더 클라우드",0,10,10,1,10,0,10,10,0,0,10,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,114,10,10
600140017,0,965,17,0,0,17,20,30,201400,0,0,17,0,"엘더 클라우드",0,17,17,1,17,0,17,10,0,0,14,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,227,17,17
600140022,0,2106,22,0,0,22,27,30,201400,0,0,22,0,"엘더 클라우드",0,22,22,1,22,0,22,10,0,0,19,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,414,22,22
600150023,0,2420,23,0,0,23,14,30,201500,0,0,23,0,"잠수 해파리",0,23,23,1,23,0,23,10,0,0,17,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,196,23,23
600160003,0,520,3,0,0,3,6,30,201600,0,0,3,0,"드라이어드",0,3,3,1,3,0,3,10,0,0,3,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,17,3,3
600160004,0,579,4,0,0,4,6,30,201600,0,0,4,0,"드라이어드",0,4,4,1,4,0,4,10,0,0,4,200000001,4,0,4,4,4,0,4,4,4,1,10,0,1,4,36,4,4
600160014,0,2305,14,0,0,14,10,30,201600,0,0,14,0,"드라이어드",0,14,14,1,14,0,14,10,0,0,11,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,198,14,14
600160016,0,2723,16,0,0,16,11,30,201600,0,0,16,0,"드라이어드",0,16,16,1,16,0,16,10,0,0,13,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,232,16,16
600210104,50,473,4,0,0,4,5,30,202101,0,0,4,0,"빨간 버섯",0,4,4,1,4,0,4,10,0,0,3,200000001,4,0,4,4,4,0,4,4,4,1,10,0,1,4,0,4,4
600210111,183,1101,11,0,0,11,10,30,202101,0,0,11,0,"빨간 버섯",0,11,11,1,11,0,11,10,0,0,9,200000001,11,0,11,11,11,0,11,11,11,1,10,0,1,11,0,11,11
600210116,262,1670,16,0,0,16,15,30,202101,0,0,16,0,"빨간 버섯",0,16,16,1,16,0,16,10,0,0,13,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600210119,295,2023,19,0,0,19,16,30,202101,0,0,19,0,"빨간 버섯",0,19,19,1,19,0,19,10,0,0,13,200000001,19,0,19,19,19,0,19,19,19,1,10,0,1,19,0,19,19
600220023,0,2807,23,0,0,23,21,30,202200,0,0,23,0,"윙 롭",0,23,23,1,23,0,23,10,0,0,29,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,409,23,23
600230001,0,210,1,0,0,1,5,30,202300,0,0,1,0,"파이어 메이지",0,1,1,1,1,0,1,10,0,0,6,200000006,1,0,1,1,1,0,1,1,1,1,10,0,1,1,55,1,1
600230013,0,981,13,0,0,13,13,30,202300,0,0,13,0,"파이어 메이지",0,13,13,1,13,0,13,10,0,0,16,200000006,13,0,13,13,13,0,13,13,13,1,10,0,1,13,171,13,13
600230018,0,1681,18,0,0,18,13,30,202300,0,0,18,0,"파이어 메이지",0,18,18,1,18,0,18,10,0,0,17,200000006,18,0,18,18,18,0,18,18,18,1,10,0,1,18,252,18,18
600240023,578,3490,23,0,0,23,33,30,202400,0,0,23,0,"케이브 에이프",0,23,23,1,23,0,23,10,0,0,18,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600250010,0,965,10,0,0,10,11,30,202500,0,0,10,0,"케이브 뱃",0,10,10,1,10,0,10,10,0,0,14,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,129,10,10
600250017,0,1658,17,0,0,17,17,30,202500,0,0,17,0,"케이브 뱃",0,17,17,1,17,0,17,10,0,0,23,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,233,17,17
600270004,61,503,4,0,0,4,8,30,202700,0,0,4,0,"허밋 나이트",0,4,4,1,4,0,4,10,0,0,5,200000001,4,0,4,4,4,0,4,4,4,1,10,0,1,4,0,4,4
600270016,323,1736,16,0,0,16,20,30,202700,0,0,16,0,"허밋 나이트",0,16,16,1,16,0,16,10,0,0,16,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600270023,455,2881,23,0,0,23,26,30,202700,0,0,23,0,"허밋 나이트",0,23,23,1,23,0,23,10,0,0,19,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600280011,310,4614,11,0,0,11,9,30,202800,0,0,11,0,"방랑 까마귀",0,11,11,1,11,0,11,10,0,0,8,200000006,11,0,11,11,11,0,11,11,11,1,10,0,1,11,0,11,11
600280019,486,5818,19,0,0,19,15,30,202800,0,0,19,0,"방랑 까마귀",0,19,19,1,19,0,19,10,0,0,12,200000006,19,0,19,19,19,0,19,19,19,1,10,0,1,19,0,19,19
600280022,552,6270,22,0,0,22,19,30,202800,0,0,22,0,"방랑 까마귀",0,22,22,1,22,0,22,10,0,0,14,200000006,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600290103,37,615,3,0,0,3,8,30,202901,0,0,3,0,"록 리자드",0,3,3,1,3,0,3,10,0,0,5,200000003,3,0,3,3,3,0,3,3,3,1,10,0,1,3,0,3,3
600290114,222,1276,14,0,0,14,18,30,202901,0,0,14,0,"록 리자드",0,14,14,1,14,0,14,10,0,0,12,200000003,14,0,14,14,14,0,14,14,14,1,10,0,1,14,0,14,14
600290120,366,2932,20,0,0,20,21,30,202901,0,0,20,0,"록 리자드",0,20,20,1,20,0,20,10,0,0,13,200000003,20,0,20,20,20,0,20,20,20,1,10,0,1,20,0,20,20
600290210,174,1294,10,0,0,10,12,30,202902,0,0,10,0,"글래스 리자드",0,10,10,1,10,0,10,10,0,0,11,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,0,10,10
600290217,296,2625,17,0,0,17,16,30,202902,0,0,17,0,"글래스 리자드",0,17,17,1,17,0,17,10,0,0,16,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,0,17,17
600300003,0,372,3,0,0,3,6,30,203000,0,0,3,0,"젤라티나",0,3,3,1,3,0,3,10,0,0,4,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,45,3,3
600300010,0,626,10,0,0,10,14,30,203000,0,0,10,0,"젤라티나",0,10,10,1,10,0,10,10,0,0,11,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,209,10,10
600300014,0,904,14,0,0,14,16,30,203000,0,0,14,0,"젤라티나",0,14,14,1,14,0,14,10,0,0,13,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,240,14,14
600300017,0,1348,17,0,0,17,16,30,203000,0,0,17,0,"젤라티나",0,17,17,1,17,0,17,10,0,0,15,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,304,17,17
600300101,0,383,1,0,0,1,4,30,203001,0,0,1,0,"플레어 젤라티나",0,1,1,1,1,0,1,10,0,0,2,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,16,1,1
600300113,0,1314,13,0,0,13,20,30,203001,0,0,13,0,"플레어 젤라티나",0,13,13,1,13,0,13,10,0,0,11,200000005,13,0,13,13,13,0,13,13,13,1,10,0,1,13,141,13,13
600300120,0,2952,20,0,0,20,22,30,203001,0,0,20,0,"플레어 젤라티나",0,20,20,1,20,0,20,10,0,0,15,200000005,20,0,20,20,20,0,20,20,20,1,10,0,1,20,215,20,20
600320010,0,1128,10,0,0,10,8,30,203200,0,0,10,0,"임프",0,10,10,1,10,0,10,10,0,0,11,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,148,10,10
600320017,0,1938,17,0,0,17,13,30,203200,0,0,17,0,"임프",0,17,17,1,17,0,17,10,0,0,18,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,268,17,17
600330002,17,414,2,0,0,2,150,30,203300,0,0,2,0,"고블린 가드",0,2,2,1,2,0,2,10,0,0,28,200000001,2,0,2,2,2,0,2,2,2,1,10,0,1,2,0,2,2
600330008,136,934,8,0,0,8,221,30,203300,0,0,8,0,"고블린 가드",0,8,8,1,8,0,8,10,0,0,8,200000001,8,0,8,8,8,0,8,8,8,1,10,0,1,8,0,8,8
600330014,240,1341,14,0,0,14,300,30,203300,0,0,14,0,"고블린 가드",0,14,14,1,14,0,14,10,0,0,14,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,0,14,14
600330015,249,1539,15,0,0,15,300,30,203300,0,0,15,0,"고블린 가드",0,15,15,1,15,0,15,10,0,0,14,200000001,15,0,15,15,15,0,15,15,15,1,10,0,1,15,0,15,15
600340003,0,844,3,0,0,3,8,30,203400,0,0,3,0,"반짝이는 노린재",0,3,3,1,3,0,3,10,0,0,10,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,126,3,3
600340010,0,863,10,0,0,10,10,30,203400,0,0,10,0,"반짝이는 노린재",0,10,10,1,10,0,10,10,0,0,13,200000001,10,0,10,10,10,0,10,10,10,1,10,0,1,10,151,10,10
600340014,0,874,14,0,0,14,12,30,203400,0,0,14,0,"반짝이는 노린재",0,14,14,1,14,0,14,10,0,0,14,200000001,14,0,14,14,14,0,14,14,14,1,10,0,1,14,165,14,14
600340017,0,1522,17,0,0,17,13,30,203400,0,0,17,0,"반짝이는 노린재",0,17,17,1,17,0,17,10,0,0,15,200000001,17,0,17,17,17,0,17,17,17,1,10,0,1,17,220,17,17
600370004,52,633,4,0,0,4,5,30,203700,0,0,4,0,"넛츠 슈터",0,4,4,1,4,0,4,10,0,0,4,200000006,4,0,4,4,4,0,4,4,4,1,10,0,1,4,0,4,4
600370016,272,2185,16,0,0,16,13,30,203700,0,0,16,0,"넛츠 슈터",0,16,16,1,16,0,16,10,0,0,10,200000006,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600380001,36,370,1,0,0,1,5,30,203800,0,0,1,0,"오크",0,1,1,1,1,0,1,10,0,0,2,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,0,1,1
600380009,195,1306,9,0,0,9,14,30,203800,0,0,9,0,"오크",0,9,9,1,9,0,9,10,0,0,8,200000001,9,0,9,9,9,0,9,9,9,1,10,0,1,9,0,9,9
600380012,234,1416,12,0,0,12,15,30,203800,0,0,12,0,"오크",0,12,12,1,12,0,12,10,0,0,9,200000001,12,0,12,12,12,0,12,12,12,1,10,0,1,12,0,12,12
600380016,331,2463,16,0,0,16,18,30,203800,0,0,16,0,"오크",0,16,16,1,16,0,16,10,0,0,12,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,0,16,16
600380102,44,539,2,0,0,2,5,30,203801,0,0,2,0,"하이 오크",0,2,2,1,2,0,2,10,0,0,3,200000001,2,0,2,2,2,0,2,2,2,1,10,0,1,2,0,2,2
600380103,48,899,3,0,0,3,6,30,203801,0,0,3,0,"하이 오크",0,3,3,1,3,0,3,10,0,0,4,200000001,3,0,3,3,3,0,3,3,3,1,10,0,1,3,0,3,3
600380113,289,1865,13,0,0,13,14,30,203801,0,0,13,0,"하이 오크",0,13,13,1,13,0,13,10,0,0,9,200000001,13,0,13,13,13,0,13,13,13,1,10,0,1,13,0,13,13
600380115,344,2447,15,0,0,15,15,30,203801,0,0,15,0,"하이 오크",0,15,15,1,15,0,15,10,0,0,10,200000001,15,0,15,15,15,0,15,15,15,1,10,0,1,15,0,15,15
600380122,508,4328,22,0,0,22,20,30,203801,0,0,22,0,"하이 오크",0,22,22,1,22,0,22,10,0,0,13,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600380123,522,4542,23,0,0,23,20,30,203801,0,0,23,0,"하이 오크",0,23,23,1,23,0,23,10,0,0,13,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600390003,96,349,3,0,0,3,5,30,203900,0,0,3,0,"이블 캐논",0,3,3,1,3,0,3,10,0,0,5,200000006,3,0,3,3,3,0,3,3,3,1,10,0,1,3,0,3,3
600390014,304,740,14,0,0,14,14,30,203900,0,0,14,0,"이블 캐논",0,14,14,1,14,0,14,10,0,0,13,200000006,14,0,14,14,14,0,14,14,14,1,10,0,1,14,0,14,14
600390020,554,1572,20,0,0,20,17,30,203900,0,0,20,0,"이블 캐논",0,20,20,1,20,0,20,10,0,0,16,200000006,20,0,20,20,20,0,20,20,20,1,10,0,1,20,0,20,20
600400022,469,2724,22,0,0,22,24,30,204000,0,0,22,0,"쁘띠 그리핀",0,22,22,1,22,0,22,10,0,0,17,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600400023,521,2788,23,0,0,23,28,30,204000,0,0,23,0,"쁘띠 그리핀",0,23,23,1,23,0,23,10,0,0,21,200000001,23,0,23,23,23,0,23,23,23,1,10,0,1,23,0,23,23
600420001,0,368,1,0,0,1,3,30,204200,0,0,1,0,"알토 버드",0,1,1,1,1,0,1,10,0,0,2,200000001,1,0,1,1,1,0,1,1,1,1,10,0,1,1,17,1,1
600420004,0,420,4,0,0,4,4,30,204200,0,0,4,0,"알토 버드",0,4,4,1,4,0,4,10,0,0,5,200000001,4,0,4,4,4,0,4,4,4,1,10,0,1,4,22,4,4
600420013,0,1269,13,0,0,13,11,30,204200,0,0,13,0,"알토 버드",0,13,13,1,13,0,13,10,0,0,15,200000001,13,0,13,13,13,0,13,13,13,1,10,0,1,13,175,13,13
600420016,0,1562,16,0,0,16,11,30,204200,0,0,16,0,"알토 버드",0,16,16,1,16,0,16,10,0,0,16,200000001,16,0,16,16,16,0,16,16,16,1,10,0,1,16,206,16,16
600420022,0,2149,22,0,0,22,12,30,204200,0,0,22,0,"알토 버드",0,22,22,1,22,0,22,10,0,0,18,200000001,22,0,22,22,22,0,22,22,22,1,10,0,1,22,267,22,22
600430022,202,1676,22,0,0,22,11,30,204300,0,0,22,0,"포이즌 팟",0,22,22,1,22,0,22,10,0,0,15,200000009,22,0,22,22,22,0,22,22,22,1,10,0,1,22,0,22,22
600440004,0,399,4,0,0,4,5,30,204400,0,0,4,0,"쁘띠 데빌",0,4,4,1,4,0,4,10,0,0,7,200000006,4,0,4,4,4,0,4,4,4,1,10,0,1,4,43,4,4
600440016,0,1875,16,0,0,16,10,30,204400,0,0,16,0,"쁘띠 데빌",0,16,16,1,16,0,16,10,0,0,16,200000006,16,0,16,16,16,0,16,16,16,1,10,0,1,16,110,16,16
610201101,3000,50000000,0,0,0,0,350,130,322500,0,0,0,0,"여우 요괴 카무라오・시원",0,0,200,1,0,0,0,0,0,0,350,300000022,0,0,0,5000,5000,50,0,0,0,0,0,0,1,5000,3000,0,0
610201102,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,200,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201151,10000,60000000,12,0,0,12,150,90,322600,0,0,0,0,"알파 레갈리아스",0,0,200,1,0,0,0,0,0,0,150,300000022,0,0,0,5000,3000,50,0,0,0,0,0,0,1,5000,10000,0,0
610201152,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,200,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201201,10000,300000000,1000,0,0,0,150,0,322501,0,0,10000,0,"여우 요괴 카무라오・시원",0,0,300,1,0,0,0,0,0,0,150,300000022,0,0,0,0,0,50,10000,2000,0,0,0,0,1,0,10000,0,0
610201202,10000,300000000,0,0,0,10000,99999,180,322502,0,0,0,0,"여우 요괴 카무라오・시원",0,0,300,1,0,0,0,0,0,0,99999,300000033,0,0,0,10000,0,50,0,0,0,0,0,0,1,10000,10000,0,0
610201203,10000,300000000,0,0,0,0,350,130,322503,0,0,0,0,"여우 요괴 카무라오・시원",0,0,300,1,0,0,0,0,0,0,350,300000022,0,0,0,10000,10000,50,0,0,0,0,0,0,1,10000,10000,0,0
610201204,0,99999999,0,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201205,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201206,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201251,50000,300000000,0,0,0,0,99999,0,322601,0,0,0,0,"알파 레갈리아스",0,0,300,1,0,0,0,0,0,0,99999,300000033,0,0,0,0,0,50,0,0,0,0,0,0,1,20000,50000,0,0
610201252,50000,300000000,0,0,0,0,500,130,322602,0,0,0,0,"알파 레갈리아스",0,0,300,1,0,0,0,0,0,0,500,300000022,0,0,0,10000,6000,50,0,50000,0,0,0,0,1,20000,50000,0,0
