magic_str,accuracy,physical_critical,physical_penetrate,def,magic_critical,wave_hp_recovery,energy_recovery_rate,wave_energy_recovery,energy_reduce_rate,magic_def,atk,dodge,max_lv,min_lv,id,hp,magic_penetrate,life_steal,hp_recovery_rate,equipment_id
3.5,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-1,2,1301410,0.0,0.0,0.0,0.0,130141
2.55,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,-1,2,1301510,0.0,0.0,0.0,0.15,130151
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.9,0.0,260,2,1301610,0.0,0.0,0.0,0.0,130161
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,-1,261,1301611,0.0,0.0,0.0,0.0,130161
0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,-1,1,1301620,0.0,0.0,0.0,0.0,130162
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,-1,2,1301710,0.0,0.0,0.0,0.0,130171
4.25,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1301810,0.0,0.0,0.0,0.0,130181
4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1301811,0.0,0.0,0.0,0.0,130181
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,-1,2,1302010,0.0,0.0,0.0,0.0,130201
0.0,0.0,0.0,0.0,0.4,0.0,10.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1302110,5.0,0.0,0.0,0.0,130211
4.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,-1,2,1302210,0.0,0.0,0.0,0.0,130221
0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,-1,2,1302310,0.0,0.0,0.0,0.0,130231
4.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1302510,0.0,0.0,0.0,0.0,130251
800.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-1,1,1302520,0.0,0.0,0.0,10.0,130252
0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,3.0,0.0,-1,2,1302610,0.0,0.0,0.0,0.5,130261
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.25,0.0,260,2,1302710,0.0,0.0,0.0,0.0,130271
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,-1,261,1302711,0.0,0.0,0.0,0.0,130271
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,-1,2,1302810,1.25,0.0,0.0,0.0,130281
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.05,300,2,1302910,15.0,0.0,0.0,0.0,130291
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1,301,1302911,15.0,0.0,0.0,0.0,130291
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,-1,2,1303010,0.0,0.0,0.0,0.0,130301
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.2,0.0,260,2,1303110,12.5,0.0,0.0,0.0,130311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,-1,261,1303111,12.5,0.0,0.0,0.0,130311
0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1303210,7.5,0.0,0.0,0.0,130321
0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.05,4.25,0.0,260,2,1303310,0.0,0.0,0.0,0.0,130331
0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,4.75,0.0,-1,261,1303311,0.0,0.0,0.0,0.0,130331
0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,-1,1,1303320,0.0,0.0,0.0,0.0,130332
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,3.2,0.0,-1,2,1303410,0.0,0.0,0.0,0.6,130341
4.4,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1303610,0.0,0.0,0.0,0.0,130361
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1303710,0.0,0.0,0.0,0.0,130371
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.75,0.0,260,2,1303810,0.0,0.0,0.0,0.0,130381
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,261,1303811,0.0,0.0,0.0,0.0,130381
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,-1,2,1304010,0.0,0.0,0.0,0.0,130401
2.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1,2,1304210,0.0,0.0,0.0,0.3,130421
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1,2,1304310,0.0,0.0,0.0,0.0,130431
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-1,2,1304410,0.0,0.0,0.05,0.0,130441
0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-1,2,1304510,0.0,0.0,0.0,0.6,130451
0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.75,0.0,-1,2,1304610,0.0,0.0,0.0,0.0,130461
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,-1,2,1304710,0.0,0.0,0.0,0.0,130471
0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,3.75,0.0,-1,2,1304810,0.0,0.0,0.0,0.0,130481
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,-1,2,1304910,0.0,0.0,0.0,0.25,130491
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-1,1,1304920,1250.0,0.0,0.0,0.0,130492
4.85,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1305010,0.0,0.0,0.0,0.0,130501
0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,0.0,260,2,1305110,5.0,0.0,0.0,0.0,130511
0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,261,1305111,5.0,0.0,0.0,0.0,130511
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.35,1.25,0.0,-1,2,1305210,0.0,0.0,0.0,0.0,130521
0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,-1,2,1305310,0.0,0.0,0.0,0.0,130531
0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,-1,2,1305410,0.0,0.0,0.0,0.0,130541
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.7,0.0,-1,2,1305510,0.0,0.0,0.0,0.0,130551
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,-1,2,1305610,0.0,0.0,0.0,0.0,130561
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.5,0.0,260,2,1305710,0.0,0.0,0.0,0.0,130571
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,-1,261,1305711,0.0,0.0,0.0,0.0,130571
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-1,2,1305810,0.0,0.0,0.0,0.25,130581
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40.0,800.0,0.0,-1,1,1305820,1500.0,0.0,0.0,0.0,130582
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2.5,0.0,-1,2,1305910,0.0,0.0,0.0,0.25,130591
0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,-1,1,1305920,1000.0,0.0,0.0,0.0,130592
4.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1306010,0.0,0.0,0.0,0.0,130601
400.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-1,1,1306020,1000.0,0.0,0.0,0.0,130602
0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.95,0.0,260,2,1306110,0.0,0.0,0.0,0.0,130611
0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,-1,261,1306111,0.0,0.0,0.0,0.0,130611
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,-1,2,1306310,0.0,0.0,0.0,0.0,130631
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.3,0.0,260,2,1306410,0.0,0.0,0.0,0.0,130641
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,-1,261,1306411,0.0,0.0,0.0,0.0,130641
0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,-1,2,1306510,0.0,0.0,0.0,0.0,130651
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,3.2,0.0,260,2,1306610,0.0,0.0,0.0,0.0,130661
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,-1,261,1306611,0.0,0.0,0.0,0.0,130661
0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,3.5,0.0,260,2,1306810,0.0,0.0,0.0,0.0,130681
0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1306811,0.0,0.0,0.0,0.0,130681
4.55,0.0,0.0,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1307010,0.0,0.0,0.0,0.0,130701
4.8,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1307011,0.0,0.0,0.0,0.0,130701
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.0,0.0,260,2,1307110,0.0,0.0,0.0,0.0,130711
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,-1,261,1307111,0.0,0.0,0.0,0.0,130711
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.0,0.0,260,2,1307510,0.0,0.0,0.0,0.0,130751
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,-1,261,1307511,0.0,0.0,0.0,0.0,130751
0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,2.1,0.0,-1,2,1307610,0.0,0.0,0.0,0.25,130761
2.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1,2,1307710,0.0,0.0,0.0,0.0,130771
0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,-1,1,1307720,1000.0,0.0,0.0,0.0,130772
4.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1307810,0.0,0.0,0.0,0.0,130781
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.0,0.0,260,2,1307910,0.0,0.0,0.0,0.0,130791
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1307911,0.0,0.0,0.0,0.0,130791
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,800.0,0.0,-1,1,1307920,500.0,0.0,0.0,0.0,130792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4.3,0.0,260,2,1308010,0.0,0.0,0.0,0.0,130801
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05,0.0,-1,261,1308011,0.0,0.0,0.0,0.0,130801
0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,550.0,0.0,-1,1,1308020,800.0,0.0,0.0,0.0,130802
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,3.75,0.0,260,2,1308110,0.0,0.0,0.0,0.0,130811
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,261,1308111,0.0,0.0,0.0,0.0,130811
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,600.0,0.0,-1,1,1308120,500.0,0.0,0.0,0.0,130812
0.0,0.0,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,3.3,0.0,-1,2,1308210,0.0,0.0,0.0,0.0,130821
0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,-1,1,1308220,0.0,0.0,0.0,0.0,130822
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.0,260,2,1308310,0.0,0.0,0.05,0.0,130831
3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1,261,1308311,0.0,0.0,0.05,0.0,130831
500.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,-1,1,1308320,1000.0,0.0,0.0,0.0,130832
2.3,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1,2,1308410,4.0,0.0,0.0,0.0,130841
700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1308420,700.0,0.0,0.0,0.0,130842
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1308510,6.25,0.0,0.0,0.0,130851
0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,-1,1,1308520,1500.0,0.0,0.0,0.0,130852
0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1308610,2.5,0.0,0.05,0.0,130861
0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,-1,1,1308620,1000.0,0.0,0.0,0.0,130862
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.3,0.0,260,2,1308710,0.0,0.0,0.0,0.0,130871
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,-1,261,1308711,0.0,0.0,0.0,0.0,130871
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.5,0.0,0.25,0.0,0.0,260,2,1308810,0.0,0.0,0.0,0.0,130881
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,-1,261,1308811,0.0,0.0,0.0,0.0,130881
0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.65,1.2,0.0,-1,2,1308910,0.0,0.0,0.0,0.0,130891
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,0.0,260,2,1309010,0.0,0.0,0.0,0.0,130901
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,261,1309011,0.0,0.0,0.0,0.0,130901
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,-1,1,1309020,2000.0,0.0,0.0,0.0,130902
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1309110,5.0,0.0,0.0,0.25,130911
0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,-1,1,1309120,1000.0,0.0,0.0,0.0,130912
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,260,2,1309210,0.0,0.0,0.0,0.0,130921
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1309211,0.0,0.0,0.0,0.0,130921
3.5,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1309310,0.0,0.0,0.0,0.0,130931
4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,260,2,1309410,0.0,0.0,0.0,0.0,130941
5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1309411,0.0,0.0,0.0,0.0,130941
0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-1,2,1309510,0.0,0.0,0.0,0.25,130951
0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,-1,1,1309520,1600.0,0.0,0.0,0.0,130952
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1309610,0.0,0.0,0.0,0.0,130961
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,600.0,0.0,-1,1,1309620,0.0,0.0,0.0,0.0,130962
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,-1,2,1309710,0.0,0.0,0.0,0.25,130971
2.6,0.0,0.0,0.0,0.4,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,260,2,1309810,0.0,0.0,0.0,0.0,130981
2.85,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,-1,261,1309811,0.0,0.0,0.0,0.0,130981
4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1309910,0.0,0.0,0.0,0.3,130991
5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1309911,0.0,0.0,0.0,0.3,130991
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.8,0.0,260,2,1310010,0.0,0.0,0.0,0.0,131001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,-1,261,1310011,0.0,0.0,0.0,0.0,131001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,-1,1,1310020,0.0,0.0,0.0,0.0,131002
4.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,-1,2,1310110,0.0,0.0,0.0,0.3,131011
350.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1310120,0.0,0.0,0.0,0.0,131012
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,0.0,-1,2,1310310,0.0,0.0,0.0,0.0,131031
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1,1,1310320,900.0,0.0,0.0,0.0,131032
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.4,0.0,260,2,1310410,0.0,0.0,0.0,0.0,131041
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,-1,261,1310411,0.0,0.0,0.0,0.0,131041
0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,0.0,-1,1,1310420,500.0,0.0,0.0,0.0,131042
0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1310510,0.0,0.0,0.0,0.0,131051
0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,900.0,0.0,-1,1,1310520,0.0,0.0,0.0,0.0,131052
3.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,260,2,1310610,0.0,0.0,0.0,0.0,131061
4.3,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1310611,0.0,0.0,0.0,0.0,131061
900.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-1,1,1310620,0.0,0.0,0.0,0.0,131062
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,-1,2,1310710,0.0,0.0,0.0,0.0,131071
0.0,0.0,80.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,-1,1,1310720,500.0,0.0,0.0,0.0,131072
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.85,0.0,260,2,1310810,0.0,0.0,0.0,0.0,131081
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,-1,261,1310811,0.0,0.0,0.0,0.0,131081
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,3.95,0.0,260,2,1310910,0.0,0.0,0.0,0.0,131091
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,-1,261,1310911,0.0,0.0,0.0,0.0,131091
2.8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,0.05,0.0,0.0,0.0,260,2,1311010,0.0,0.0,0.0,0.0,131101
3.2,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.5,0.0,0.0,0.0,0.0,-1,261,1311011,0.0,0.0,0.0,0.0,131101
4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,260,2,1311110,0.0,0.0,0.0,0.0,131111
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1311111,0.0,0.0,0.0,0.0,131111
500.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-1,1,1311120,0.0,0.0,0.0,0.0,131112
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.05,300,2,1311210,0.0,0.0,0.0,0.0,131121
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,-1,301,1311211,0.0,0.0,0.0,0.0,131121
0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,0.0,-1,1,1311220,1000.0,0.0,0.0,0.0,131122
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,1.65,0.0,260,2,1311310,0.0,0.0,0.0,0.0,131131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.15,0.0,-1,261,1311311,0.0,0.0,0.0,0.0,131131
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,-1,1,1311320,0.0,0.0,0.0,0.0,131132
3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.05,0.0,0.0,0.0,260,2,1311410,0.0,0.0,0.0,0.0,131141
4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,-1,261,1311411,0.0,0.0,0.0,0.0,131141
