sheet_id,voice_id,description,id,title,unit_id
vo_room_100101,vo_room_100101_tap_001,"",10010134,"길드 하우스 탭 1",100101
vo_room_100101,vo_room_100101_tap_002,"",10010135,"길드 하우스 탭 2",100101
vo_room_100101,vo_room_100101_tap_003,"",10010136,"길드 하우스 탭 3",100101
vo_room_100101,vo_room_100101_tap_004,"",10010137,"길드 하우스 탭 4",100101
vo_btl_100102,vo_btl_100102_win_001,"",10010201,"승리 1",100102
vo_btl_100102,vo_btl_100102_win_002,"",10010202,"승리 2",100102
vo_btl_100102,vo_btl_100102_win_003,"",10010203,"승리 3",100102
vo_btl_100102,vo_btl_100102_lose_001,"",10010204,"패배 1",100102
vo_btl_100102,vo_btl_100102_lose_002,"",10010205,"패배 2",100102
vo_btl_100102,vo_btl_100102_lose_003,"",10010206,"패배 3",100102
vo_btl_100102,vo_btl_100102_retire_001,"",10010207,"기절 1",100102
vo_btl_100102,vo_btl_100102_retire_002,"",10010208,"기절 2",100102
vo_btl_100102,vo_btl_100102_retire_003,"",10010209,"기절 3",100102
vo_btl_100102,vo_btl_100102_cutin_001,"",10010210,"스킬 컷인 1",100102
vo_btl_100102,vo_btl_100102_cutin_002,"",10010211,"스킬 컷인 2",100102
vo_btl_100102,vo_btl_100102_cutin_003,"",10010212,"스킬 컷인 3",100102
vo_btl_100102,vo_btl_100102_skill_000_001,"",10010213,"유니온 버스트 1",100102
vo_btl_100102,vo_btl_100102_skill_000_002,"",10010214,"유니온 버스트 2",100102
vo_btl_100102,vo_btl_100102_skill_000_003,"",10010215,"유니온 버스트 3",100102
vo_btl_100102,vo_btl_100102_wavestart,"",10010216,"전투 시작",100102
vo_btl_100102,vo_btl_100102_nextwave,"",10010217,"다음 wave",100102
vo_btl_100102,vo_btl_100102_lastwave,"",10010218,"최종 wave",100102
vo_cmn_100102,vo_cmn_100102_battlestart_001,"",10010219,"전투 로딩",100102
vo_cmn_100102,vo_cmn_100102_battleresult_001,"",10010220,"전투 결과 1",100102
vo_cmn_100102,vo_cmn_100102_battleresult_002,"",10010221,"전투 결과 2",100102
vo_cmn_100102,vo_cmn_100102_mypage_001,"",10010222,"마이 페이지 1",100102
vo_cmn_100102,vo_cmn_100102_mypage_002,"",10010223,"마이 페이지 2",100102
vo_cmn_100102,vo_cmn_100102_mypage_003,"",10010224,"마이 페이지 3",100102
vo_cmn_100102,vo_cmn_100102_mypage_004,"",10010225,"마이 페이지 4",100102
vo_cmn_100102,vo_cmn_100102_mypage_005,"",10010226,"마이 페이지 5",100102
vo_cmn_100102,vo_cmn_100102_gacha_001,"",10010227,"뽑기 등장 대사",100102
vo_cmn_100102,vo_cmn_100102_profile_001,"",10010228,"자기 소개",100102
vo_room_100102,vo_room_100102_auto_001,"",10010229,"길드 하우스 1",100102
vo_room_100102,vo_room_100102_auto_002,"",10010230,"길드 하우스 2",100102
vo_room_100102,vo_room_100102_auto_003,"",10010231,"길드 하우스 3",100102
vo_room_100102,vo_room_100102_auto_004,"",10010232,"길드 하우스 4",100102
vo_room_100102,vo_room_100102_auto_005,"",10010233,"길드 하우스 5",100102
vo_room_100102,vo_room_100102_tap_001,"",10010234,"길드 하우스 탭 1",100102
vo_room_100102,vo_room_100102_tap_002,"",10010235,"길드 하우스 탭 2",100102
vo_room_100102,vo_room_100102_tap_003,"",10010236,"길드 하우스 탭 3",100102
vo_room_100102,vo_room_100102_tap_004,"",10010237,"길드 하우스 탭 4",100102
vo_btl_100201,vo_btl_100201_win_001,"",10020101,"승리 1",100201
vo_btl_100201,vo_btl_100201_win_002,"",10020102,"승리 2",100201
vo_btl_100201,vo_btl_100201_win_003,"",10020103,"승리 3",100201
vo_btl_100201,vo_btl_100201_lose_001,"",10020104,"패배 1",100201
vo_btl_100201,vo_btl_100201_lose_002,"",10020105,"패배 2",100201
vo_btl_100201,vo_btl_100201_lose_003,"",10020106,"패배 3",100201
vo_btl_100201,vo_btl_100201_retire_001,"",10020107,"기절 1",100201
vo_btl_100201,vo_btl_100201_retire_002,"",10020108,"기절 2",100201
vo_btl_100201,vo_btl_100201_retire_003,"",10020109,"기절 3",100201
vo_btl_100201,vo_btl_100201_cutin_001,"",10020110,"스킬 컷인 1",100201
vo_btl_100201,vo_btl_100201_cutin_002,"",10020111,"스킬 컷인 2",100201
vo_btl_100201,vo_btl_100201_cutin_003,"",10020112,"스킬 컷인 3",100201
vo_btl_100201,vo_btl_100201_skill_000_001,"",10020113,"유니온 버스트 1",100201
vo_btl_100201,vo_btl_100201_skill_000_002,"",10020114,"유니온 버스트 2",100201
vo_btl_100201,vo_btl_100201_skill_000_003,"",10020115,"유니온 버스트 3",100201
vo_btl_100201,vo_btl_100201_wavestart,"",10020116,"전투 시작",100201
vo_btl_100201,vo_btl_100201_nextwave,"",10020117,"다음 wave",100201
vo_btl_100201,vo_btl_100201_lastwave,"",10020118,"최종 wave",100201
vo_cmn_100201,vo_cmn_100201_battlestart_001,"",10020119,"전투 로딩",100201
vo_cmn_100201,vo_cmn_100201_battleresult_001,"",10020120,"전투 결과 1",100201
vo_cmn_100201,vo_cmn_100201_battleresult_002,"",10020121,"전투 결과 2",100201
vo_cmn_100201,vo_cmn_100201_mypage_001,"",10020122,"마이 페이지 1",100201
vo_cmn_100201,vo_cmn_100201_mypage_002,"",10020123,"마이 페이지 2",100201
vo_cmn_100201,vo_cmn_100201_mypage_003,"",10020124,"마이 페이지 3",100201
vo_cmn_100201,vo_cmn_100201_mypage_004,"",10020125,"마이 페이지 4",100201
vo_cmn_100201,vo_cmn_100201_mypage_005,"",10020126,"마이 페이지 5",100201
vo_cmn_100201,vo_cmn_100201_gacha_001,"",10020127,"뽑기 등장 대사",100201
vo_cmn_100201,vo_cmn_100201_profile_001,"",10020128,"자기 소개",100201
vo_room_100201,vo_room_100201_auto_001,"",10020129,"길드 하우스 1",100201
vo_room_100201,vo_room_100201_auto_002,"",10020130,"길드 하우스 2",100201
vo_room_100201,vo_room_100201_auto_003,"",10020131,"길드 하우스 3",100201
vo_room_100201,vo_room_100201_auto_004,"",10020132,"길드 하우스 4",100201
vo_room_100201,vo_room_100201_auto_005,"",10020133,"길드 하우스 5",100201
vo_room_100201,vo_room_100201_tap_001,"",10020134,"길드 하우스 탭 1",100201
vo_room_100201,vo_room_100201_tap_002,"",10020135,"길드 하우스 탭 2",100201
vo_room_100201,vo_room_100201_tap_003,"",10020136,"길드 하우스 탭 3",100201
vo_room_100201,vo_room_100201_tap_004,"",10020137,"길드 하우스 탭 4",100201
vo_btl_100202,vo_btl_100202_win_001,"",10020201,"승리 1",100202
vo_btl_100202,vo_btl_100202_win_002,"",10020202,"승리 2",100202
vo_btl_100202,vo_btl_100202_win_003,"",10020203,"승리 3",100202
vo_btl_100202,vo_btl_100202_lose_001,"",10020204,"패배 1",100202
vo_btl_100202,vo_btl_100202_lose_002,"",10020205,"패배 2",100202
vo_btl_100202,vo_btl_100202_lose_003,"",10020206,"패배 3",100202
vo_btl_100202,vo_btl_100202_retire_001,"",10020207,"기절 1",100202
vo_btl_100202,vo_btl_100202_retire_002,"",10020208,"기절 2",100202
vo_btl_100202,vo_btl_100202_retire_003,"",10020209,"기절 3",100202
vo_btl_100202,vo_btl_100202_cutin_001,"",10020210,"스킬 컷인 1",100202
vo_btl_100202,vo_btl_100202_cutin_002,"",10020211,"스킬 컷인 2",100202
vo_btl_100202,vo_btl_100202_cutin_003,"",10020212,"스킬 컷인 3",100202
vo_btl_100202,vo_btl_100202_skill_000_001,"",10020213,"유니온 버스트 1",100202
vo_btl_100202,vo_btl_100202_skill_000_002,"",10020214,"유니온 버스트 2",100202
vo_btl_100202,vo_btl_100202_skill_000_003,"",10020215,"유니온 버스트 3",100202
vo_btl_100202,vo_btl_100202_wavestart,"",10020216,"전투 시작",100202
vo_btl_100202,vo_btl_100202_nextwave,"",10020217,"다음 wave",100202
vo_btl_100202,vo_btl_100202_lastwave,"",10020218,"최종 wave",100202
vo_cmn_100202,vo_cmn_100202_battlestart_001,"",10020219,"전투 로딩",100202
vo_cmn_100202,vo_cmn_100202_battleresult_001,"",10020220,"전투 결과 1",100202
vo_cmn_100202,vo_cmn_100202_battleresult_002,"",10020221,"전투 결과 2",100202
vo_cmn_100202,vo_cmn_100202_mypage_001,"",10020222,"마이 페이지 1",100202
vo_cmn_100202,vo_cmn_100202_mypage_002,"",10020223,"마이 페이지 2",100202
vo_cmn_100202,vo_cmn_100202_mypage_003,"",10020224,"마이 페이지 3",100202
vo_cmn_100202,vo_cmn_100202_mypage_004,"",10020225,"마이 페이지 4",100202
vo_cmn_100202,vo_cmn_100202_mypage_005,"",10020226,"마이 페이지 5",100202
vo_cmn_100202,vo_cmn_100202_gacha_001,"",10020227,"뽑기 등장 대사",100202
vo_cmn_100202,vo_cmn_100202_profile_001,"",10020228,"자기 소개",100202
vo_room_100202,vo_room_100202_auto_001,"",10020229,"길드 하우스 1",100202
vo_room_100202,vo_room_100202_auto_002,"",10020230,"길드 하우스 2",100202
vo_room_100202,vo_room_100202_auto_003,"",10020231,"길드 하우스 3",100202
vo_room_100202,vo_room_100202_auto_004,"",10020232,"길드 하우스 4",100202
vo_room_100202,vo_room_100202_auto_005,"",10020233,"길드 하우스 5",100202
vo_room_100202,vo_room_100202_tap_001,"",10020234,"길드 하우스 탭 1",100202
vo_room_100202,vo_room_100202_tap_002,"",10020235,"길드 하우스 탭 2",100202
vo_room_100202,vo_room_100202_tap_003,"",10020236,"길드 하우스 탭 3",100202
vo_room_100202,vo_room_100202_tap_004,"",10020237,"길드 하우스 탭 4",100202
vo_btl_100301,vo_btl_100301_win_001,"",10030101,"승리 1",100301
vo_btl_100301,vo_btl_100301_win_002,"",10030102,"승리 2",100301
vo_btl_100301,vo_btl_100301_win_003,"",10030103,"승리 3",100301
vo_btl_100301,vo_btl_100301_lose_001,"",10030104,"패배 1",100301
vo_btl_100301,vo_btl_100301_lose_002,"",10030105,"패배 2",100301
vo_btl_100301,vo_btl_100301_lose_003,"",10030106,"패배 3",100301
vo_btl_100301,vo_btl_100301_retire_001,"",10030107,"기절 1",100301
vo_btl_100301,vo_btl_100301_retire_002,"",10030108,"기절 2",100301
vo_btl_100301,vo_btl_100301_retire_003,"",10030109,"기절 3",100301
vo_btl_100301,vo_btl_100301_cutin_001,"",10030110,"스킬 컷인 1",100301
vo_btl_100301,vo_btl_100301_cutin_002,"",10030111,"스킬 컷인 2",100301
vo_btl_100301,vo_btl_100301_cutin_003,"",10030112,"스킬 컷인 3",100301
vo_btl_100301,vo_btl_100301_skill_000_001,"",10030113,"유니온 버스트 1",100301
vo_btl_100301,vo_btl_100301_skill_000_002,"",10030114,"유니온 버스트 2",100301
vo_btl_100301,vo_btl_100301_skill_000_003,"",10030115,"유니온 버스트 3",100301
vo_btl_100301,vo_btl_100301_wavestart,"",10030116,"전투 시작",100301
vo_btl_100301,vo_btl_100301_nextwave,"",10030117,"다음 wave",100301
vo_btl_100301,vo_btl_100301_lastwave,"",10030118,"최종 wave",100301
vo_cmn_100301,vo_cmn_100301_battlestart_001,"",10030119,"전투 로딩",100301
vo_cmn_100301,vo_cmn_100301_battleresult_001,"",10030120,"전투 결과 1",100301
vo_cmn_100301,vo_cmn_100301_battleresult_002,"",10030121,"전투 결과 2",100301
vo_cmn_100301,vo_cmn_100301_mypage_001,"",10030122,"마이 페이지 1",100301
vo_cmn_100301,vo_cmn_100301_mypage_002,"",10030123,"마이 페이지 2",100301
vo_cmn_100301,vo_cmn_100301_mypage_003,"",10030124,"마이 페이지 3",100301
vo_cmn_100301,vo_cmn_100301_mypage_004,"",10030125,"마이 페이지 4",100301
vo_cmn_100301,vo_cmn_100301_mypage_005,"",10030126,"마이 페이지 5",100301
vo_cmn_100301,vo_cmn_100301_gacha_001,"",10030127,"뽑기 등장 대사",100301
vo_cmn_100301,vo_cmn_100301_profile_001,"",10030128,"자기 소개",100301
vo_room_100301,vo_room_100301_auto_001,"",10030129,"길드 하우스 1",100301
vo_room_100301,vo_room_100301_auto_002,"",10030130,"길드 하우스 2",100301
vo_room_100301,vo_room_100301_auto_003,"",10030131,"길드 하우스 3",100301
vo_room_100301,vo_room_100301_auto_004,"",10030132,"길드 하우스 4",100301
vo_room_100301,vo_room_100301_auto_005,"",10030133,"길드 하우스 5",100301
vo_room_100301,vo_room_100301_tap_001,"",10030134,"길드 하우스 탭 1",100301
vo_room_100301,vo_room_100301_tap_002,"",10030135,"길드 하우스 탭 2",100301
vo_room_100301,vo_room_100301_tap_003,"",10030136,"길드 하우스 탭 3",100301
vo_room_100301,vo_room_100301_tap_004,"",10030137,"길드 하우스 탭 4",100301
vo_btl_100302,vo_btl_100302_win_001,"",10030201,"승리 1",100302
vo_btl_100302,vo_btl_100302_win_002,"",10030202,"승리 2",100302
vo_btl_100302,vo_btl_100302_win_003,"",10030203,"승리 3",100302
vo_btl_100302,vo_btl_100302_lose_001,"",10030204,"패배 1",100302
vo_btl_100302,vo_btl_100302_lose_002,"",10030205,"패배 2",100302
vo_btl_100302,vo_btl_100302_lose_003,"",10030206,"패배 3",100302
vo_btl_100302,vo_btl_100302_retire_001,"",10030207,"기절 1",100302
vo_btl_100302,vo_btl_100302_retire_002,"",10030208,"기절 2",100302
vo_btl_100302,vo_btl_100302_retire_003,"",10030209,"기절 3",100302
vo_btl_100302,vo_btl_100302_cutin_001,"",10030210,"스킬 컷인 1",100302
vo_btl_100302,vo_btl_100302_cutin_002,"",10030211,"스킬 컷인 2",100302
vo_btl_100302,vo_btl_100302_cutin_003,"",10030212,"스킬 컷인 3",100302
vo_btl_100302,vo_btl_100302_skill_000_001,"",10030213,"유니온 버스트 1",100302
vo_btl_100302,vo_btl_100302_skill_000_002,"",10030214,"유니온 버스트 2",100302
vo_btl_100302,vo_btl_100302_skill_000_003,"",10030215,"유니온 버스트 3",100302
vo_btl_100302,vo_btl_100302_wavestart,"",10030216,"전투 시작",100302
vo_btl_100302,vo_btl_100302_nextwave,"",10030217,"다음 wave",100302
vo_btl_100302,vo_btl_100302_lastwave,"",10030218,"최종 wave",100302
vo_cmn_100302,vo_cmn_100302_battlestart_001,"",10030219,"전투 로딩",100302
vo_cmn_100302,vo_cmn_100302_battleresult_001,"",10030220,"전투 결과 1",100302
vo_cmn_100302,vo_cmn_100302_battleresult_002,"",10030221,"전투 결과 2",100302
vo_cmn_100302,vo_cmn_100302_mypage_001,"",10030222,"마이 페이지 1",100302
vo_cmn_100302,vo_cmn_100302_mypage_002,"",10030223,"마이 페이지 2",100302
vo_cmn_100302,vo_cmn_100302_mypage_003,"",10030224,"마이 페이지 3",100302
vo_cmn_100302,vo_cmn_100302_mypage_004,"",10030225,"마이 페이지 4",100302
vo_cmn_100302,vo_cmn_100302_mypage_005,"",10030226,"마이 페이지 5",100302
vo_cmn_100302,vo_cmn_100302_gacha_001,"",10030227,"뽑기 등장 대사",100302
vo_cmn_100302,vo_cmn_100302_profile_001,"",10030228,"자기 소개",100302
vo_room_100302,vo_room_100302_auto_001,"",10030229,"길드 하우스 1",100302
vo_room_100302,vo_room_100302_auto_002,"",10030230,"길드 하우스 2",100302
vo_room_100302,vo_room_100302_auto_003,"",10030231,"길드 하우스 3",100302
vo_room_100302,vo_room_100302_auto_004,"",10030232,"길드 하우스 4",100302
vo_room_100302,vo_room_100302_auto_005,"",10030233,"길드 하우스 5",100302
vo_room_100302,vo_room_100302_tap_001,"",10030234,"길드 하우스 탭 1",100302
vo_room_100302,vo_room_100302_tap_002,"",10030235,"길드 하우스 탭 2",100302
vo_room_100302,vo_room_100302_tap_003,"",10030236,"길드 하우스 탭 3",100302
vo_room_100302,vo_room_100302_tap_004,"",10030237,"길드 하우스 탭 4",100302
vo_btl_100401,vo_btl_100401_win_001,"",10040101,"승리 1",100401
vo_btl_100401,vo_btl_100401_win_002,"",10040102,"승리 2",100401
vo_btl_100401,vo_btl_100401_win_003,"",10040103,"승리 3",100401
vo_btl_100401,vo_btl_100401_lose_001,"",10040104,"패배 1",100401
vo_btl_100401,vo_btl_100401_lose_002,"",10040105,"패배 2",100401
vo_btl_100401,vo_btl_100401_lose_003,"",10040106,"패배 3",100401
vo_btl_100401,vo_btl_100401_retire_001,"",10040107,"기절 1",100401
vo_btl_100401,vo_btl_100401_retire_002,"",10040108,"기절 2",100401
vo_btl_100401,vo_btl_100401_retire_003,"",10040109,"기절 3",100401
vo_btl_100401,vo_btl_100401_cutin_001,"",10040110,"스킬 컷인 1",100401
vo_btl_100401,vo_btl_100401_cutin_002,"",10040111,"스킬 컷인 2",100401
vo_btl_100401,vo_btl_100401_cutin_003,"",10040112,"스킬 컷인 3",100401
vo_btl_100401,vo_btl_100401_skill_000_001,"",10040113,"유니온 버스트 1",100401
vo_btl_100401,vo_btl_100401_skill_000_002,"",10040114,"유니온 버스트 2",100401
vo_btl_100401,vo_btl_100401_skill_000_003,"",10040115,"유니온 버스트 3",100401
vo_btl_100401,vo_btl_100401_wavestart,"",10040116,"전투 시작",100401
vo_btl_100401,vo_btl_100401_nextwave,"",10040117,"다음 wave",100401
vo_btl_100401,vo_btl_100401_lastwave,"",10040118,"최종 wave",100401
vo_cmn_100401,vo_cmn_100401_battlestart_001,"",10040119,"전투 로딩",100401
vo_cmn_100401,vo_cmn_100401_battleresult_001,"",10040120,"전투 결과 1",100401
vo_cmn_100401,vo_cmn_100401_battleresult_002,"",10040121,"전투 결과 2",100401
vo_cmn_100401,vo_cmn_100401_mypage_001,"",10040122,"마이 페이지 1",100401
vo_cmn_100401,vo_cmn_100401_mypage_002,"",10040123,"마이 페이지 2",100401
vo_cmn_100401,vo_cmn_100401_mypage_003,"",10040124,"마이 페이지 3",100401
vo_cmn_100401,vo_cmn_100401_mypage_004,"",10040125,"마이 페이지 4",100401
vo_cmn_100401,vo_cmn_100401_mypage_005,"",10040126,"마이 페이지 5",100401
vo_cmn_100401,vo_cmn_100401_gacha_001,"",10040127,"뽑기 등장 대사",100401
vo_cmn_100401,vo_cmn_100401_profile_001,"",10040128,"자기 소개",100401
vo_room_100401,vo_room_100401_auto_001,"",10040129,"길드 하우스 1",100401
vo_room_100401,vo_room_100401_auto_002,"",10040130,"길드 하우스 2",100401
vo_room_100401,vo_room_100401_auto_003,"",10040131,"길드 하우스 3",100401
vo_room_100401,vo_room_100401_auto_004,"",10040132,"길드 하우스 4",100401
vo_room_100401,vo_room_100401_auto_005,"",10040133,"길드 하우스 5",100401
vo_room_100401,vo_room_100401_tap_001,"",10040134,"길드 하우스 탭 1",100401
vo_room_100401,vo_room_100401_tap_002,"",10040135,"길드 하우스 탭 2",100401
vo_room_100401,vo_room_100401_tap_003,"",10040136,"길드 하우스 탭 3",100401
vo_room_100401,vo_room_100401_tap_004,"",10040137,"길드 하우스 탭 4",100401
vo_btl_100402,vo_btl_100402_win_001,"",10040201,"승리 1",100402
vo_btl_100402,vo_btl_100402_win_002,"",10040202,"승리 2",100402
vo_btl_100402,vo_btl_100402_win_003,"",10040203,"승리 3",100402
vo_btl_100402,vo_btl_100402_lose_001,"",10040204,"패배 1",100402
vo_btl_100402,vo_btl_100402_lose_002,"",10040205,"패배 2",100402
vo_btl_100402,vo_btl_100402_lose_003,"",10040206,"패배 3",100402
vo_btl_100402,vo_btl_100402_retire_001,"",10040207,"기절 1",100402
vo_btl_100402,vo_btl_100402_retire_002,"",10040208,"기절 2",100402
vo_btl_100402,vo_btl_100402_retire_003,"",10040209,"기절 3",100402
vo_btl_100402,vo_btl_100402_cutin_001,"",10040210,"스킬 컷인 1",100402
vo_btl_100402,vo_btl_100402_cutin_002,"",10040211,"스킬 컷인 2",100402
vo_btl_100402,vo_btl_100402_cutin_003,"",10040212,"스킬 컷인 3",100402
vo_btl_100402,vo_btl_100402_skill_000_001,"",10040213,"유니온 버스트 1",100402
vo_btl_100402,vo_btl_100402_skill_000_002,"",10040214,"유니온 버스트 2",100402
vo_btl_100402,vo_btl_100402_skill_000_003,"",10040215,"유니온 버스트 3",100402
vo_btl_100402,vo_btl_100402_wavestart,"",10040216,"전투 시작",100402
vo_btl_100402,vo_btl_100402_nextwave,"",10040217,"다음 wave",100402
vo_btl_100402,vo_btl_100402_lastwave,"",10040218,"최종 wave",100402
vo_cmn_100402,vo_cmn_100402_battlestart_001,"",10040219,"전투 로딩",100402
vo_cmn_100402,vo_cmn_100402_battleresult_001,"",10040220,"전투 결과 1",100402
vo_cmn_100402,vo_cmn_100402_battleresult_002,"",10040221,"전투 결과 2",100402
vo_cmn_100402,vo_cmn_100402_mypage_001,"",10040222,"마이 페이지 1",100402
vo_cmn_100402,vo_cmn_100402_mypage_002,"",10040223,"마이 페이지 2",100402
vo_cmn_100402,vo_cmn_100402_mypage_003,"",10040224,"마이 페이지 3",100402
vo_cmn_100402,vo_cmn_100402_mypage_004,"",10040225,"마이 페이지 4",100402
vo_cmn_100402,vo_cmn_100402_mypage_005,"",10040226,"마이 페이지 5",100402
vo_cmn_100402,vo_cmn_100402_gacha_001,"",10040227,"뽑기 등장 대사",100402
vo_cmn_100402,vo_cmn_100402_profile_001,"",10040228,"자기 소개",100402
vo_room_100402,vo_room_100402_auto_001,"",10040229,"길드 하우스 1",100402
vo_room_100402,vo_room_100402_auto_002,"",10040230,"길드 하우스 2",100402
vo_room_100402,vo_room_100402_auto_003,"",10040231,"길드 하우스 3",100402
vo_room_100402,vo_room_100402_auto_004,"",10040232,"길드 하우스 4",100402
vo_room_100402,vo_room_100402_auto_005,"",10040233,"길드 하우스 5",100402
vo_room_100402,vo_room_100402_tap_001,"",10040234,"길드 하우스 탭 1",100402
vo_room_100402,vo_room_100402_tap_002,"",10040235,"길드 하우스 탭 2",100402
vo_room_100402,vo_room_100402_tap_003,"",10040236,"길드 하우스 탭 3",100402
vo_room_100402,vo_room_100402_tap_004,"",10040237,"길드 하우스 탭 4",100402
vo_btl_100601,vo_btl_100601_win_001,"",10060101,"승리 1",100601
vo_btl_100601,vo_btl_100601_win_002,"",10060102,"승리 2",100601
vo_btl_100601,vo_btl_100601_win_003,"",10060103,"승리 3",100601
vo_btl_100601,vo_btl_100601_lose_001,"",10060104,"패배 1",100601
vo_btl_100601,vo_btl_100601_lose_002,"",10060105,"패배 2",100601
vo_btl_100601,vo_btl_100601_lose_003,"",10060106,"패배 3",100601
vo_btl_100601,vo_btl_100601_retire_001,"",10060107,"기절 1",100601
vo_btl_100601,vo_btl_100601_retire_002,"",10060108,"기절 2",100601
vo_btl_100601,vo_btl_100601_retire_003,"",10060109,"기절 3",100601
vo_btl_100601,vo_btl_100601_cutin_001,"",10060110,"스킬 컷인 1",100601
vo_btl_100601,vo_btl_100601_cutin_002,"",10060111,"스킬 컷인 2",100601
vo_btl_100601,vo_btl_100601_cutin_003,"",10060112,"스킬 컷인 3",100601
vo_btl_100601,vo_btl_100601_skill_000_001,"",10060113,"유니온 버스트 1",100601
vo_btl_100601,vo_btl_100601_skill_000_002,"",10060114,"유니온 버스트 2",100601
vo_btl_100601,vo_btl_100601_skill_000_003,"",10060115,"유니온 버스트 3",100601
vo_btl_100601,vo_btl_100601_wavestart,"",10060116,"전투 시작",100601
vo_btl_100601,vo_btl_100601_nextwave,"",10060117,"다음 wave",100601
vo_btl_100601,vo_btl_100601_lastwave,"",10060118,"최종 wave",100601
vo_cmn_100601,vo_cmn_100601_battlestart_001,"",10060119,"전투 로딩",100601
vo_cmn_100601,vo_cmn_100601_battleresult_001,"",10060120,"전투 결과 1",100601
vo_cmn_100601,vo_cmn_100601_battleresult_002,"",10060121,"전투 결과 2",100601
vo_cmn_100601,vo_cmn_100601_mypage_001,"",10060122,"마이 페이지 1",100601
vo_cmn_100601,vo_cmn_100601_mypage_002,"",10060123,"마이 페이지 2",100601
vo_cmn_100601,vo_cmn_100601_mypage_003,"",10060124,"마이 페이지 3",100601
vo_cmn_100601,vo_cmn_100601_mypage_004,"",10060125,"마이 페이지 4",100601
vo_cmn_100601,vo_cmn_100601_mypage_005,"",10060126,"마이 페이지 5",100601
vo_cmn_100601,vo_cmn_100601_gacha_001,"",10060127,"뽑기 등장 대사",100601
vo_cmn_100601,vo_cmn_100601_profile_001,"",10060128,"자기 소개",100601
vo_room_100601,vo_room_100601_auto_001,"",10060129,"길드 하우스 1",100601
vo_room_100601,vo_room_100601_auto_002,"",10060130,"길드 하우스 2",100601
vo_room_100601,vo_room_100601_auto_003,"",10060131,"길드 하우스 3",100601
vo_room_100601,vo_room_100601_auto_004,"",10060132,"길드 하우스 4",100601
vo_room_100601,vo_room_100601_auto_005,"",10060133,"길드 하우스 5",100601
vo_room_100601,vo_room_100601_tap_001,"",10060134,"길드 하우스 탭 1",100601
vo_room_100601,vo_room_100601_tap_002,"",10060135,"길드 하우스 탭 2",100601
vo_room_100601,vo_room_100601_tap_003,"",10060136,"길드 하우스 탭 3",100601
vo_room_100601,vo_room_100601_tap_004,"",10060137,"길드 하우스 탭 4",100601
vo_btl_100602,vo_btl_100602_win_001,"",10060201,"승리 1",100602
vo_btl_100602,vo_btl_100602_win_002,"",10060202,"승리 2",100602
