line_num,seek_time,story_id,command_param,start_pos,sheet_name,cue_name,end_pos,seq_num,id,type,command
0,0.0,10116135,0.0,0,vo_won,vo_won_10116135_08,0,47,1011613547,2,0
10,1.83600000000001,10116135,0.0,318,0,0,450,48,1011613548,1,0
0,0.0,10116135,1.83600000000001,0,0,0,0,49,1011613549,4,1
11,2.392,10116135,0.0,0,0,0,253,50,1011613550,1,0
0,0.0,10116135,3.659,0,0,0,0,51,1011613551,4,1
0,0.0,10116135,0.0,0,vo_won,vo_won_10116135_09,0,52,1011613552,2,0
11,0.982,10116135,0.0,253,0,0,389,53,1011613553,1,0
0,0.0,10116135,0.982,0,0,0,0,54,1011613554,4,1
11,0.0,10116135,0.0,386,0,0,450,55,1011613555,1,0
0,0.0,10116135,0.0,0,0,0,0,56,1011613556,4,1
12,2.208,10116135,0.0,0,0,0,166,57,1011613557,1,0
0,0.0,10116135,3.355,0,0,0,0,58,1011613558,4,1
0,0.0,10116135,0.0,0,vo_won,vo_won_10116135_10,0,59,1011613559,2,0
12,1.939,10116135,0.0,166,0,0,450,60,1011613560,1,0
0,0.0,10116135,1.939,0,0,0,0,61,1011613561,4,1
13,1.895,10116135,0.0,0,0,0,109,62,1011613562,1,0
0,0.0,10116135,3.56,0,0,0,0,63,1011613563,4,1
0,0.0,10116135,0.0,0,vo_won,vo_won_10116135_11,0,64,1011613564,2,0
13,2.126,10116135,0.0,109,0,0,450,65,1011613565,1,0
0,0.0,10116135,2.952,0,0,0,0,66,1011613566,4,1
0,0.0,10116135,0.0,0,vo_won,vo_won_10116135_12,0,67,1011613567,2,0
14,1.196,10116135,0.0,0,0,0,137,68,1011613568,1,0
0,0.0,10116135,1.679,0,0,0,0,69,1011613569,4,1
14,2.542,10116135,0.0,137,0,0,450,70,1011613570,1,0
0,0.0,10116215,0.8,0,0,0,0,1,1011621501,4,1
1,0.388,10116215,0.0,0,0,0,47,2,1011621502,1,0
0,0.0,10116215,0.388,0,0,0,0,3,1011621503,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_01,0,4,1011621504,2,0
1,2.36,10116215,0.0,47,0,0,320,5,1011621505,1,0
0,0.0,10116215,3.141,0,0,0,0,6,1011621506,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_02,0,7,1011621507,2,0
2,1.385,10116215,0.0,0,0,0,179,8,1011621508,1,0
0,0.0,10116215,1.9,0,0,0,0,9,1011621509,4,1
2,1.933,10116215,0.0,179,0,0,450,10,1011621510,1,0
0,0.0,10116215,1.933,0,0,0,0,11,1011621511,4,1
3,1.385,10116215,0.0,0,0,0,123,12,1011621512,1,0
0,0.0,10116215,1.9,0,0,0,0,13,1011621513,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_03,0,14,1011621514,2,0
3,2.347,10116215,0.0,123,0,0,440,15,1011621515,1,0
0,0.0,10116215,2.347,0,0,0,0,16,1011621516,4,1
4,1.01,10116215,0.0,0,0,0,207,17,1011621517,1,0
0,0.0,10116215,1.545,0,0,0,0,18,1011621518,4,1
4,1.84,10116215,0.0,207,0,0,440,19,1011621519,1,0
0,0.0,10116215,2.212,0,0,0,0,20,1011621520,4,1
5,3.916,10116215,0.0,0,0,0,440,21,1011621521,1,0
0,0.0,10116215,4.146,0,0,0,0,22,1011621522,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_04,0,23,1011621523,2,0
6,1.386,10116215,0.0,0,0,0,156,24,1011621524,1,0
0,0.0,10116215,1.878,0,0,0,0,25,1011621525,4,1
6,1.523,10116215,0.0,156,0,0,440,26,1011621526,1,0
0,0.0,10116215,1.523,0,0,0,0,27,1011621527,4,1
7,1.493,10116215,0.0,0,0,0,190,28,1011621528,1,0
0,0.0,10116215,2.416,0,0,0,0,29,1011621529,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_05,0,30,1011621530,2,0
8,0.341,10116215,0.0,0,0,0,66,31,1011621531,1,0
0,0.0,10116215,0.921,0,0,0,0,32,1011621532,4,1
8,3.701,10116215,0.0,66,0,0,450,33,1011621533,1,0
0,0.0,10116215,4.45,0,0,0,0,34,1011621534,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_06,0,35,1011621535,2,0
9,0.447,10116215,0.0,0,0,0,69,36,1011621536,1,0
0,0.0,10116215,1.219,0,0,0,0,37,1011621537,4,1
9,3.295,10116215,0.0,69,0,0,410,38,1011621538,1,0
0,0.0,10116215,3.769,0,0,0,0,39,1011621539,4,1
10,3.474,10116215,0.0,0,0,0,430,40,1011621540,1,0
0,0.0,10116215,4.818,0,0,0,0,41,1011621541,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_07,0,42,1011621542,2,0
11,2.628,10116215,0.0,0,0,0,450,43,1011621543,1,0
0,0.0,10116215,3.159,0,0,0,0,44,1011621544,4,1
12,2.454,10116215,0.0,0,0,0,390,45,1011621545,1,0
0,0.0,10116215,3.582,0,0,0,0,46,1011621546,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_08,0,47,1011621547,2,0
13,2.514,10116215,0.0,0,0,0,410,48,1011621548,1,0
0,0.0,10116215,3.089,0,0,0,0,49,1011621549,4,1
14,2.104,10116215,0.0,0,0,0,158,50,1011621550,1,0
0,0.0,10116215,2.494,0,0,0,0,51,1011621551,4,1
0,0.0,10116215,0.0,0,vo_won,vo_won_10116215_09,0,52,1011621552,2,0
14,0.799,10116215,0.0,158,0,0,430,53,1011621553,1,0
0,0.0,10116225,0.8,0,0,0,0,1,1011622501,4,1
0,0.0,10116225,0.0,0,vo_won,vo_won_10116225_01,0,2,1011622502,2,0
1,3.617,10116225,0.0,0,0,0,430,3,1011622503,1,0
0,0.0,10116225,3.913,0,0,0,0,4,1011622504,4,1
2,2.134,10116225,0.0,0,0,0,244,5,1011622505,1,0
0,0.0,10116225,2.83,0,0,0,0,6,1011622506,4,1
2,1.272,10116225,0.0,244,0,0,450,7,1011622507,1,0
0,0.0,10116225,1.697,0,0,0,0,8,1011622508,4,1
3,2.973,10116225,0.0,0,0,0,400,9,1011622509,1,0
0,0.0,10116225,4.106,0,0,0,0,10,1011622510,4,1
0,0.0,10116225,0.0,0,vo_won,vo_won_10116225_02,0,11,1011622511,2,0
4,3.799,10116225,0.0,0,0,0,430,12,1011622512,1,0
0,0.0,10116225,4.289,0,0,0,0,13,1011622513,4,1
5,3.627,10116225,0.0,0,0,0,370,14,1011622514,1,0
0,0.0,10116225,4.096,0,0,0,0,15,1011622515,4,1
6,3.979,10116225,0.0,0,0,0,420,16,1011622516,1,0
0,0.0,10116225,4.213,0,0,0,0,17,1011622517,4,1
7,4.625,10116225,0.0,0,0,0,450,18,1011622518,1,0
0,0.0,10116225,5.113,0,0,0,0,19,1011622519,4,1
8,2.089,10116225,0.0,0,0,0,138,20,1011622520,1,0
0,0.0,10116225,2.693,0,0,0,0,21,1011622521,4,1
0,0.0,10116225,0.0,0,vo_won,vo_won_10116225_03,0,22,1011622522,2,0
9,4.285,10116225,0.0,0,0,0,450,23,1011622523,1,0
0,0.0,10116225,4.285,0,0,0,0,24,1011622524,4,1
10,1.638,10116225,0.0,0,0,0,230,25,1011622525,1,0
0,0.0,10116225,2.675,0,0,0,0,26,1011622526,4,1
0,0.0,10116225,0.0,0,vo_won,vo_won_10116225_04,0,27,1011622527,2,0
11,2.181,10116225,0.0,0,0,0,224,28,1011622528,1,0
0,0.0,10116225,2.757,0,0,0,0,29,1011622529,4,1
11,1.688,10116225,0.0,224,0,0,410,30,1011622530,1,0
0,0.0,10116225,2.004,0,0,0,0,31,1011622531,4,1
12,4.031,10116225,0.0,0,0,0,450,32,1011622532,1,0
0,0.0,10116225,5.331,0,0,0,0,33,1011622533,4,1
0,0.0,10116225,0.0,0,vo_won,vo_won_10116225_05,0,34,1011622534,2,0
13,2.489,10116225,0.0,0,0,0,335,35,1011622535,1,0
0,0.0,10116225,2.935,0,0,0,0,36,1011622536,4,1
14,1.9,10116225,0.0,0,0,0,272,37,1011622537,1,0
0,0.0,10116225,2.389,0,0,0,0,38,1011622538,4,1
14,1.731,10116225,0.0,272,0,0,430,39,1011622539,1,0
0,0.0,10116235,0.8,0,0,0,0,1,1011623501,4,1
0,0.0,10116235,0.0,0,vo_won,vo_won_10116235_01,0,2,1011623502,2,0
1,3.959,10116235,0.0,0,0,0,450,3,1011623503,1,0
0,0.0,10116235,4.004,0,0,0,0,4,1011623504,4,1
2,3.661,10116235,0.0,0,0,0,450,5,1011623505,1,0
0,0.0,10116235,4.388,0,0,0,0,6,1011623506,4,1
3,4.078,10116235,0.0,0,0,0,450,7,1011623507,1,0
0,0.0,10116235,4.692,0,0,0,0,8,1011623508,4,1
4,3.755,10116235,0.0,0,0,0,450,9,1011623509,1,0
0,0.0,10116235,4.655,0,0,0,0,10,1011623510,4,1
0,0.0,10116235,0.0,0,vo_won,vo_won_10116235_02,0,11,1011623511,2,0
5,2.508,10116235,0.0,0,0,0,385,12,1011623512,1,0
0,0.0,10116235,3.108,0,0,0,0,13,1011623513,4,1
6,3.822,10116235,0.0,0,0,0,331,14,1011623514,1,0
0,0.0,10116235,4.122,0,0,0,0,15,1011623515,4,1
6,1.22,10116235,0.0,331,0,0,430,16,1011623516,1,0
0,0.0,10116235,1.22,0,0,0,0,17,1011623517,4,1
7,4.483,10116235,0.0,0,0,0,450,18,1011623518,1,0
0,0.0,10116235,4.483,0,0,0,0,19,1011623519,4,1
8,0.916,10116235,0.0,0,0,0,129,20,1011623520,1,0
0,0.0,10116235,1.779,0,0,0,0,21,1011623521,4,1
8,3.202,10116235,0.0,129,0,0,450,22,1011623522,1,0
0,0.0,10116235,3.202,0,0,0,0,23,1011623523,4,1
9,3.61,10116235,0.0,0,0,0,440,24,1011623524,1,0
0,0.0,10116235,3.61,0,0,0,0,25,1011623525,4,1
0,0.0,10116235,0.0,0,vo_won,vo_won_10116235_03,0,26,1011623526,2,0
10,3.269,10116235,0.0,0,0,0,380,27,1011623527,1,0
0,0.0,10116235,4.469,0,0,0,0,28,1011623528,4,1
11,2.874,10116235,0.0,0,0,0,383,29,1011623529,1,0
0,0.0,10116235,2.874,0,0,0,0,30,1011623530,4,1
12,3.522,10116235,0.0,0,0,0,380,31,1011623531,1,0
0,0.0,10116235,4.483,0,0,0,0,32,1011623532,4,1
13,2.691,10116235,0.0,0,0,0,440,33,1011623533,1,0
0,0.0,10116235,2.828,0,0,0,0,34,1011623534,4,1
14,1.702,10116235,0.0,0,0,0,300,35,1011623535,1,0
