count_4,condition_id_1,class_id,count_5,condition_type_detail_3,count_3,condition_type_1,unit_id,condition_id_4,condition_type_detail_1,pre_unit_id,condition_type_5,release_effect_type,condition_type_3,condition_type_detail_4,condition_type_detail_5,count_2,unit_name,condition_type_4,condition_type_2,condition_type_detail_2,condition_id_3,condition_id_5,count_1,condition_id_2
0,31036,1,0,0,0,1,103601,0,2,0,0,2,0,0,0,0,"히카와 쿄우카",0,0,0,0,0,145,0
0,31037,1,0,0,0,1,103701,0,2,0,0,2,0,0,0,0,"미쿠마 토모",0,0,0,0,0,145,0
0,31038,1,0,0,0,1,103801,0,2,0,0,0,0,0,0,0,"카시와자키 시오리",0,0,0,0,0,45,0
0,31040,1,0,0,0,1,104001,0,2,0,0,0,0,0,0,0,"후타바 아오이",0,0,0,0,0,15,0
0,31042,1,0,0,0,1,104201,0,2,0,0,0,0,0,0,0,"미스미 치카",0,0,0,0,0,45,0
0,31043,1,0,0,0,1,104301,0,2,0,0,2,0,0,0,0,"아키 마코토",0,0,0,0,0,145,0
0,31044,1,0,0,0,1,104401,0,2,0,0,2,0,0,0,0,"이리야",0,0,0,0,0,145,0
0,31045,1,0,0,0,1,104501,0,2,0,0,0,0,0,0,0,"토미 쿠우카",0,0,0,0,0,45,0
0,31046,1,0,0,0,1,104601,0,2,0,0,0,0,0,0,0,"미야사카 타마키",0,0,0,0,0,45,0
0,31047,1,0,0,0,1,104701,0,2,0,0,0,0,0,0,0,"시로가네 쥰",0,0,0,0,0,145,0
0,31048,1,0,0,0,1,104801,0,2,0,0,0,0,0,0,0,"오오가미 미후유",0,0,0,0,0,45,0
0,31049,1,0,0,0,1,104901,0,2,0,0,2,0,0,0,0,"호시노 시즈루",0,0,0,0,0,145,0
0,31050,1,0,0,0,1,105001,0,2,0,0,0,0,0,0,0,"타마이즈미 미사키",0,0,0,0,0,15,0
0,31051,1,0,0,0,1,105101,0,2,0,0,0,0,0,0,0,"요이가하마 미츠키",0,0,0,0,0,45,0
0,31052,1,0,0,0,1,105201,0,2,0,0,0,0,0,0,0,"리마",0,0,0,0,0,15,0
0,31053,1,0,0,0,1,105301,0,2,0,0,2,0,0,0,0,"모니카",0,0,0,0,0,145,0
0,31054,1,0,0,0,1,105401,0,2,0,0,2,0,0,0,0,"마유미야 츠무기",0,0,0,0,0,45,0
0,31055,1,0,0,0,1,105501,0,2,0,0,2,0,0,0,0,"이시바시 아유미",0,0,0,0,0,15,0
0,31056,1,0,0,0,1,105601,0,2,0,0,2,0,0,0,0,"타치아라이 루카",0,0,0,0,0,145,0
0,31057,1,0,0,0,1,105701,0,2,0,0,1,0,0,0,0,"지타",0,0,0,0,0,145,0
0,31058,1,0,0,0,1,105801,0,2,0,0,0,0,0,0,0,"페코린느",0,0,0,0,0,15,0
0,31059,1,0,0,0,1,105901,0,2,0,0,0,0,0,0,0,"콧코로",0,0,0,0,0,15,0
0,31060,1,0,0,0,1,106001,0,2,0,0,0,0,0,0,0,"캬루",0,0,0,0,0,15,0
0,31061,1,0,0,0,1,106101,0,2,0,0,0,0,0,0,0,"무이미",0,0,0,0,0,145,0
0,31063,1,0,0,0,1,106301,0,2,0,0,0,0,0,0,0,"아리사",0,0,0,0,0,145,0
0,31064,1,0,0,0,1,106401,0,2,0,0,2,0,0,0,0,"셰피",0,0,0,0,0,145,0
0,31065,1,0,0,0,1,106501,0,2,0,0,2,0,0,0,0,"카야",0,0,0,0,0,145,0
0,31066,1,0,0,0,1,106601,0,2,0,0,2,0,0,0,0,"이노리",0,0,0,0,0,145,0
0,31067,1,0,0,0,1,106701,0,2,0,0,2,0,0,0,0,"호마레",0,0,0,0,0,145,0
0,31068,1,0,0,0,1,106801,0,2,0,0,2,0,0,0,0,"라비리스타",0,0,0,0,0,145,0
0,31069,1,0,0,0,1,106901,0,2,0,0,2,0,0,0,0,"카이저 인사이트",0,0,0,0,0,145,0
0,31070,1,0,0,0,1,107001,0,2,0,0,2,0,0,0,0,"네네카",0,0,0,0,0,145,0
0,31071,1,0,0,0,1,107101,0,2,0,0,2,0,0,0,0,"크리스티나",0,0,0,0,0,145,0
0,31075,1,0,0,0,1,107501,0,2,0,0,0,0,0,0,0,"페코린느(여름)",0,0,0,0,0,145,0
0,31076,1,0,0,0,1,107601,0,2,0,0,0,0,0,0,0,"콧코로(여름)",0,0,0,0,0,15,0
0,31077,1,0,0,0,1,107701,0,2,0,0,2,0,0,0,0,"스즈메(여름)",0,0,0,0,0,145,0
0,31078,1,0,0,0,1,107801,0,2,0,0,0,0,0,0,0,"캬루(여름)",0,0,0,0,0,145,0
0,31079,1,0,0,0,1,107901,0,2,0,0,0,0,0,0,0,"타마키(여름)",0,0,0,0,0,145,0
0,31080,1,0,0,0,1,108001,0,2,0,0,0,0,0,0,0,"미후유(여름)",0,0,0,0,0,15,0
0,31081,1,0,0,0,1,108101,0,2,0,0,0,0,0,0,0,"시노부(할로윈)",0,0,0,0,0,145,0
0,31082,1,0,0,0,1,108201,0,2,0,0,0,0,0,0,0,"미야코(할로윈)",0,0,0,0,0,15,0
0,31083,1,0,0,0,1,108301,0,2,0,0,2,0,0,0,0,"미사키(할로윈)",0,0,0,0,0,145,0
0,31084,1,0,0,0,1,108401,0,2,0,0,2,0,0,0,0,"치카(크리스마스)",0,0,0,0,0,145,0
0,31085,1,0,0,0,1,108501,0,2,0,0,2,0,0,0,0,"쿠루미(크리스마스)",0,0,0,0,0,15,0
0,31086,1,0,0,0,1,108601,0,2,0,0,0,0,0,0,0,"아야네(크리스마스)",0,0,0,0,0,145,0
0,31087,1,0,0,0,1,108701,0,2,0,0,2,0,0,0,0,"히요리(새해)",0,0,0,0,0,145,0
0,31088,1,0,0,0,1,108801,0,2,0,0,2,0,0,0,0,"유이(새해)",0,0,0,0,0,145,0
0,31089,1,0,0,0,1,108901,0,2,0,0,2,0,0,0,0,"레이(새해)",0,0,0,0,0,15,0
0,31090,1,0,0,0,1,109001,0,2,0,0,2,0,0,0,0,"에리코(발렌타인)",0,0,0,0,0,15,0
0,31091,1,0,0,0,1,109101,0,2,0,0,2,0,0,0,0,"시즈루(발렌타인)",0,0,0,0,0,145,0
0,31092,1,0,0,0,1,109201,0,2,0,0,2,0,0,0,0,"앤",0,0,0,0,0,145,0
0,31093,1,0,0,0,1,109301,0,2,0,0,2,0,0,0,0,"루",0,0,0,0,0,15,0
0,31094,1,0,0,0,1,109401,0,2,0,0,2,0,0,0,0,"글레어",0,0,0,0,0,145,0
0,31095,1,0,0,0,1,109501,0,2,0,0,2,0,0,0,0,"쿠우카(오에도)",0,0,0,0,0,145,0
0,31096,1,0,0,0,1,109601,0,2,0,0,2,0,0,0,0,"니논(오에도)",0,0,0,0,0,145,0
0,31097,1,0,0,0,1,109701,0,2,0,0,2,0,0,0,0,"렘",0,0,0,0,0,145,0
0,31098,1,0,0,0,1,109801,0,2,0,0,2,0,0,0,0,"람",0,0,0,0,0,15,0
0,31099,1,0,0,0,1,109901,0,2,0,0,2,0,0,0,0,"에밀리아",0,0,0,0,0,145,0
0,31100,1,0,0,0,1,110001,0,2,0,0,2,0,0,0,0,"스즈나(여름)",0,0,0,0,0,145,0
0,31101,1,0,0,0,1,110101,0,2,0,0,2,0,0,0,0,"이오(여름)",0,0,0,0,0,15,0
0,31103,1,0,0,0,1,110301,0,2,0,0,2,0,0,0,0,"사렌(여름)",0,0,0,0,0,145,0
0,31104,1,0,0,0,1,110401,0,2,0,0,2,0,0,0,0,"마코토(여름)",0,0,0,0,0,145,0
0,31105,1,0,0,0,1,110501,0,2,0,0,2,0,0,0,0,"카오리(여름)",0,0,0,0,0,15,0
0,31106,1,0,0,0,1,110601,0,2,0,0,2,0,0,0,0,"마호(여름)",0,0,0,0,0,145,0
0,31107,1,0,0,0,1,110701,0,2,0,0,2,0,0,0,0,"아오이(편입생)",0,0,0,0,0,145,0
0,31108,1,0,0,0,1,110801,0,2,0,0,2,0,0,0,0,"클로에",0,0,0,0,0,145,0
0,31109,1,0,0,0,1,110901,0,2,0,0,2,0,0,0,0,"치에루",0,0,0,0,0,145,0
0,31110,1,0,0,0,1,111001,0,2,0,0,2,0,0,0,0,"유니",0,0,0,0,0,145,0
0,31111,1,0,0,0,1,111101,0,2,0,0,2,0,0,0,0,"쿄우카(할로윈)",0,0,0,0,0,145,0
0,31112,1,0,0,0,1,111201,0,2,0,0,2,0,0,0,0,"미소기(할로윈)",0,0,0,0,0,15,0
0,31113,1,0,0,0,1,111301,0,2,0,0,2,0,0,0,0,"미미(할로윈)",0,0,0,0,0,145,0
0,31114,1,0,0,0,1,111401,0,2,0,0,2,0,0,0,0,"루나",0,0,0,0,0,145,0
0,31115,1,0,0,0,1,111501,0,2,0,0,2,0,0,0,0,"크리스티나(크리스마스)",0,0,0,0,0,145,0
0,31116,1,0,0,0,1,111601,0,2,0,0,2,0,0,0,0,"노조미(크리스마스)",0,0,0,0,0,15,0
0,31117,1,0,0,0,1,111701,0,2,0,0,2,0,0,0,0,"이리야(크리스마스)",0,0,0,0,0,145,0
0,31118,1,0,0,0,1,111801,0,2,0,0,2,0,0,0,0,"페코린느(새해)",0,0,0,0,0,145,0
0,31119,1,0,0,0,1,111901,0,2,0,0,2,0,0,0,0,"콧코로(새해)",0,0,0,0,0,145,0
0,31120,1,0,0,0,1,112001,0,2,0,0,2,0,0,0,0,"캬루(새해)",0,0,0,0,0,145,0
0,31121,1,0,0,0,1,112101,0,2,0,0,2,0,0,0,0,"스즈메(새해)",0,0,0,0,0,15,0
0,31122,1,0,0,0,1,112201,0,2,0,0,2,0,0,0,0,"카스미(매지컬)",0,0,0,0,0,145,0
0,31123,1,0,0,0,1,112301,0,2,0,0,2,0,0,0,0,"시오리(매지컬)",0,0,0,0,0,15,0
0,31124,1,0,0,0,1,112401,0,2,0,0,2,0,0,0,0,"우즈키(데레마스)",0,0,0,0,0,145,0
0,31125,1,0,0,0,1,112501,0,2,0,0,2,0,0,0,0,"린(데레마스)",0,0,0,0,0,145,0
0,31126,1,0,0,0,1,112601,0,2,0,0,2,0,0,0,0,"미오(데레마스)",0,0,0,0,0,15,0
0,31127,1,0,0,0,1,112701,0,2,0,0,2,0,0,0,0,"린(레인저)",0,0,0,0,0,145,0
0,31128,1,0,0,0,1,112801,0,2,0,0,2,0,0,0,0,"마히루(레인저)",0,0,0,0,0,145,0
0,31129,1,0,0,0,1,112901,0,2,0,0,2,0,0,0,0,"리노(원더)",0,0,0,0,0,145,0
0,31130,1,0,0,0,1,113001,0,2,0,0,2,0,0,0,0,"아유미(원더)",0,0,0,0,0,15,0
0,31131,1,0,0,0,1,113101,0,2,0,0,2,0,0,0,0,"루카(여름)",0,0,0,0,0,145,0
0,31132,1,0,0,0,1,113201,0,2,0,0,2,0,0,0,0,"안나(여름)",0,0,0,0,0,15,0
0,31133,1,0,0,0,1,113301,0,2,0,0,2,0,0,0,0,"나나카(여름)",0,0,0,0,0,145,0
0,31134,1,0,0,0,1,113401,0,2,0,0,2,0,0,0,0,"하츠네(여름)",0,0,0,0,0,145,0
0,31135,1,0,0,0,1,113501,0,2,0,0,2,0,0,0,0,"미사토(여름)",0,0,0,0,0,15,0
0,31136,1,0,0,0,1,113601,0,2,0,0,2,0,0,0,0,"쥰(여름)",0,0,0,0,0,145,0
0,31137,1,0,0,0,1,113701,0,2,0,0,2,0,0,0,0,"아카리(엔젤)",0,0,0,0,0,145,0
0,31138,1,0,0,0,1,113801,0,2,0,0,2,0,0,0,0,"요리(엔젤)",0,0,0,0,0,145,0
0,31139,1,0,0,0,1,113901,0,2,0,0,2,0,0,0,0,"츠무기(할로윈)",0,0,0,0,0,145,0
0,31140,1,0,0,0,1,114001,0,2,0,0,2,0,0,0,0,"레이(할로윈)",0,0,0,0,0,145,0
0,31141,1,0,0,0,1,114101,0,2,0,0,2,0,0,0,0,"마츠리(할로윈)",0,0,0,0,0,15,0
0,31142,1,0,0,0,1,114201,0,2,0,0,2,0,0,0,0,"모니카(매지컬)",0,0,0,0,0,145,0
0,31143,1,0,0,0,1,114301,0,2,0,0,2,0,0,0,0,"토모(매지컬)",0,0,0,0,0,145,0
0,31144,1,0,0,0,1,114401,0,2,0,0,2,0,0,0,0,"아키노(크리스마스)",0,0,0,0,0,145,0
0,31145,1,0,0,0,1,114501,0,2,0,0,2,0,0,0,0,"사렌(크리스마스)",0,0,0,0,0,145,0
0,31146,1,0,0,0,1,114601,0,2,0,0,2,0,0,0,0,"유카리(크리스마스)",0,0,0,0,0,15,0
0,31147,1,0,0,0,1,114701,0,2,0,0,2,0,0,0,0,"무이미(새해)",0,0,0,0,0,15,0
0,31150,1,0,0,0,1,115001,0,2,0,0,2,0,0,0,0,"네네카(새해)",0,0,0,0,0,145,0
0,31155,1,0,0,0,1,115501,0,2,0,0,2,0,0,0,0,"콧코로(의장복)",0,0,0,0,0,145,0
0,31156,1,0,0,0,1,115601,0,2,0,0,2,0,0,0,0,"유이(의장복)",0,0,0,0,0,15,0
0,31157,1,0,0,0,1,115701,0,2,0,0,2,0,0,0,0,"카스미(여름)",0,0,0,0,0,145,0
0,31158,1,0,0,0,1,115801,0,2,0,0,2,0,0,0,0,"리마(신데렐라)",0,0,0,0,0,15,0
0,31159,1,0,0,0,1,115901,0,2,0,0,2,0,0,0,0,"마코토(신데렐라)",0,0,0,0,0,145,0
0,31160,1,0,0,0,1,116001,0,2,0,0,2,0,0,0,0,"마호(신데렐라)",0,0,0,0,0,145,0
0,31162,1,0,0,0,1,116201,0,2,0,0,2,0,0,0,0,"클로에(성학제)",0,0,0,0,0,145,0
0,31163,1,0,0,0,1,116301,0,2,0,0,2,0,0,0,0,"치에루(성학제)",0,0,0,0,0,145,0
0,31164,1,0,0,0,1,116401,0,2,0,0,3,0,0,0,0,"유니(성학제)",0,0,0,0,0,145,0
0,31165,1,0,0,0,1,116501,0,2,0,0,2,0,0,0,0,"이노리(시간 여행)",0,0,0,0,0,145,0
0,31166,1,0,0,0,1,116601,0,2,0,0,2,0,0,0,0,"카야(시간 여행)",0,0,0,0,0,145,0
0,31167,1,0,0,0,1,116701,0,2,0,0,2,0,0,0,0,"아오이(작업복)",0,0,0,0,0,145,0
0,31168,1,0,0,0,1,116801,0,2,0,0,2,0,0,0,0,"타마키(작업복)",0,0,0,0,0,15,0
0,31169,1,0,0,0,1,116901,0,2,0,0,2,0,0,0,0,"미후유(작업복)",0,0,0,0,0,145,0
0,31170,1,0,0,0,1,117001,0,2,0,0,2,0,0,0,0,"에리코(여름)",0,0,0,0,0,145,0
0,31171,1,0,0,0,1,117101,0,2,0,0,2,0,0,0,0,"시즈루(여름)",0,0,0,0,0,145,0
0,31172,1,0,0,0,1,117201,0,2,0,0,2,0,0,0,0,"노조미(여름)",0,0,0,0,0,145,0
0,31173,1,0,0,0,1,117301,0,2,0,0,2,0,0,0,0,"치카(여름)",0,0,0,0,0,145,0
0,31174,1,0,0,0,1,117401,0,2,0,0,2,0,0,0,0,"츠무기(여름)",0,0,0,0,0,15,0
0,31175,1,0,0,0,1,117501,0,2,0,0,2,0,0,0,0,"미츠키(오에도)",0,0,0,0,0,145,0
0,31176,1,0,0,0,1,117601,0,2,0,0,2,0,0,0,0,"유키(오에도)",0,0,0,0,0,145,0
0,31177,1,0,0,0,1,117701,0,2,0,0,2,0,0,0,0,"카오리(할로윈)",0,0,0,0,0,145,0
0,31178,1,0,0,0,1,117801,0,2,0,0,2,0,0,0,0,"니논(할로윈)",0,0,0,0,0,15,0
0,31179,1,0,0,0,1,117901,0,2,0,0,2,0,0,0,0,"스즈나(할로윈)",0,0,0,0,0,145,0
0,31180,1,0,0,0,1,118001,0,2,0,0,2,0,0,0,0,"크레짓타",0,0,0,0,0,145,0
0,31181,1,0,0,0,1,118101,0,2,0,0,2,0,0,0,0,"란파",0,0,0,0,0,145,0
0,31182,1,0,0,0,1,118201,0,2,0,0,2,0,0,0,0,"미소라",0,0,0,0,0,145,0
0,31185,1,0,0,0,1,118501,0,2,0,0,2,0,0,0,0,"카린",0,0,0,0,0,15,0
0,31186,1,0,0,0,1,118601,0,2,0,0,2,0,0,0,0,"네비아",0,0,0,0,0,145,0
0,31190,1,0,0,0,1,119001,0,2,0,0,2,0,0,0,0,"이오(느와르)",0,0,0,0,0,145,0
0,31191,1,0,0,0,1,119101,0,2,0,0,2,0,0,0,0,"쿠우카(느와르)",0,0,0,0,0,145,0
0,31192,1,0,0,0,1,119201,0,2,0,0,2,0,0,0,0,"마히루(크리스마스)",0,0,0,0,0,15,0
0,31193,1,0,0,0,1,119301,0,2,0,0,2,0,0,0,0,"리노(크리스마스)",0,0,0,0,0,145,0
0,31199,1,0,0,0,1,119901,0,2,0,0,2,0,0,0,0,"미야코(크리스마스)",0,0,0,0,0,145,0
0,31200,1,0,0,0,1,120001,0,2,0,0,2,0,0,0,0,"시즈루(느와르)",0,0,0,0,0,145,0
0,31207,1,0,0,0,1,120701,0,2,0,0,2,0,0,0,0,"셰피(새해)",0,0,0,0,0,145,0
0,31208,1,0,0,0,1,120801,0,2,0,0,2,0,0,0,0,"루카(새해)",0,0,0,0,0,15,0
0,31209,1,0,0,0,1,120901,0,2,0,0,2,0,0,0,0,"이리야(새해)",0,0,0,0,0,145,0
0,31210,1,0,0,0,1,121001,0,2,0,0,2,0,0,0,0,"페코린느(오버로드)",0,0,0,0,0,145,0
0,31211,1,0,0,0,1,121101,0,2,0,0,2,0,0,0,0,"캬루(오버로드)",0,0,0,0,0,145,0
0,31212,1,0,0,0,1,121201,0,2,0,0,2,0,0,0,0,"라비리스타(오버로드)",0,0,0,0,0,15,0
0,31213,1,0,0,0,1,121301,0,2,0,0,2,0,0,0,0,"쿠루미(무대)",0,0,0,0,0,145,0
0,31214,1,0,0,0,1,121401,0,2,0,0,2,0,0,0,0,"미사키(무대)",0,0,0,0,0,145,0
0,31215,1,0,0,0,1,121501,0,2,0,0,2,0,0,0,0,"아유미(괴도)",0,0,0,0,0,145,0
0,31216,1,0,0,0,1,121601,0,2,0,0,3,0,0,0,0,"이노리(괴도)",0,0,0,0,0,145,0
0,31219,1,0,0,0,1,121901,0,2,0,0,2,0,0,0,0,"안나(해적)",0,0,0,0,0,145,0
0,31220,1,0,0,0,1,122001,0,2,0,0,2,0,0,0,0,"시노부(해적)",0,0,0,0,0,145,0
0,31221,1,0,0,0,1,122101,0,2,0,0,2,0,0,0,0,"아오이(캠프)",0,0,0,0,0,15,0
0,31222,1,0,0,0,1,122201,0,2,0,0,2,0,0,0,0,"유카리(캠프)",0,0,0,0,0,145,0
0,31223,1,0,0,0,1,122301,0,2,0,0,2,0,0,0,0,"밤피",0,0,0,0,0,145,0
0,31224,1,0,0,0,1,122401,0,2,0,0,2,0,0,0,0,"히요리(여름)",0,0,0,0,0,15,0
0,31225,1,0,0,0,1,122501,0,2,0,0,2,0,0,0,0,"레이(여름)",0,0,0,0,0,145,0
0,31226,1,0,0,0,1,122601,0,2,0,0,2,0,0,0,0,"유이(여름)",0,0,0,0,0,145,0
0,31227,1,0,0,0,1,122701,0,2,0,0,2,0,0,0,0,"쿄우카(여름)",0,0,0,0,0,145,0
0,31228,1,0,0,0,1,122801,0,2,0,0,2,0,0,0,0,"미소기(여름)",0,0,0,0,0,15,0
0,31229,1,0,0,0,1,122901,0,2,0,0,2,0,0,0,0,"미미(여름)",0,0,0,0,0,145,0
0,31230,1,0,0,0,1,123001,0,2,0,0,2,0,0,0,0,"아메스",0,0,0,0,0,145,0
0,31231,1,0,0,0,1,123101,0,2,0,0,2,0,0,0,0,"마호(탐험가)",0,0,0,0,0,145,0
0,31232,1,0,0,0,1,123201,0,2,0,0,2,0,0,0,0,"아야네(탐험가)",0,0,0,0,0,145,0
0,31233,1,0,0,0,1,123301,0,2,0,0,2,0,0,0,0,"네아",0,0,0,0,0,145,0
0,31235,1,0,0,0,1,123501,0,2,0,0,2,0,0,0,0,"린(할로윈)",0,0,0,0,0,15,0
0,31236,1,0,0,0,1,123601,0,2,0,0,2,0,0,0,0,"토모(할로윈)",0,0,0,0,0,145,0
0,31237,1,0,0,0,1,123701,0,2,0,0,2,0,0,0,0,"나나카(할로윈)",0,0,0,0,0,145,0
0,31238,1,0,0,0,1,123801,0,2,0,0,2,0,0,0,0,"크리스티나(와일드)",0,0,0,0,0,145,0
0,31239,1,0,0,0,1,123901,0,2,0,0,2,0,0,0,0,"마츠리(와일드)",0,0,0,0,0,145,0
0,31240,1,0,0,0,1,124001,0,2,0,0,2,0,0,0,0,"아카리(크리스마스)",0,0,0,0,0,145,0
0,31241,1,0,0,0,1,124101,0,2,0,0,2,0,0,0,0,"요리(크리스마스)",0,0,0,0,0,145,0
0,31242,1,0,0,0,1,124201,0,2,0,0,2,0,0,0,0,"쥰(크리스마스)",0,0,0,0,0,145,0
0,31245,1,0,0,0,1,124501,0,2,0,0,2,0,0,0,0,"호마레(새해)",0,0,0,0,0,145,0
0,31246,1,0,0,0,1,124601,0,2,0,0,2,0,0,0,0,"미사토(새해)",0,0,0,0,0,145,0
0,31247,1,0,0,0,1,124701,0,2,0,0,2,0,0,0,0,"미츠키(새해)",0,0,0,0,0,145,0
0,31248,1,0,0,0,1,124801,0,2,0,0,2,0,0,0,0,"노조미(리버레이터)",0,0,0,0,0,145,0
0,31249,1,0,0,0,1,124901,0,2,0,0,2,0,0,0,0,"카야(리버레이터)",0,0,0,0,0,145,0
0,31250,1,0,0,0,1,125001,0,2,0,0,2,0,0,0,0,"무이미(리버레이터)",0,0,0,0,0,145,0
0,31251,1,0,0,0,1,125101,0,2,0,0,2,0,0,0,0,"타마키(카페)",0,0,0,0,0,145,0
0,31252,1,0,0,0,1,125201,0,2,0,0,2,0,0,0,0,"모니카(카페)",0,0,0,0,0,145,0
0,31253,1,0,0,0,1,125301,0,2,0,0,2,0,0,0,0,"콧코로(레인저)",0,0,0,0,0,145,0
0,31254,1,0,0,0,1,125401,0,2,0,0,2,0,0,0,0,"시오리(레인저)",0,0,0,0,0,145,0
0,31255,1,0,0,0,1,125501,0,2,0,0,2,0,0,0,0,"지타(워록)",0,0,0,0,0,145,0
0,31256,1,0,0,0,1,125601,0,2,0,0,2,0,0,0,0,"비카라",0,0,0,0,0,145,0
0,31257,1,0,0,0,1,125701,0,2,0,0,2,0,0,0,0,"카린(알케미스트)",0,0,0,0,0,15,0
0,31258,1,0,0,0,1,125801,0,2,0,0,2,0,0,0,0,"리리(폴른)",0,0,0,0,0,145,0
0,31260,1,0,0,0,1,126001,0,2,0,0,2,0,0,0,0,"크리아(폴른)",0,0,0,0,0,145,0
0,31261,1,0,0,0,1,126101,0,2,0,0,2,0,0,0,0,"프레시아(폴른)",0,0,0,0,0,145,0
0,31262,1,0,0,0,1,126201,0,2,0,0,2,0,0,0,0,"이리야(의장복)",0,0,0,0,0,145,0
0,31263,1,0,0,0,1,126301,0,2,0,0,2,0,0,0,0,"유키(의장복)",0,0,0,0,0,145,0
0,31264,1,0,0,0,1,126401,0,2,0,0,2,0,0,0,0,"클로체",0,0,0,0,0,145,0
0,31265,1,0,0,0,1,126501,0,2,0,0,2,0,0,0,0,"라이라엘",0,0,0,0,0,145,0
0,31266,1,0,0,0,1,126601,0,2,0,0,2,0,0,0,0,"네네카(여름)",0,0,0,0,0,145,0
0,31267,1,0,0,0,1,126701,0,2,0,0,2,0,0,0,0,"아키노(여름)",0,0,0,0,0,15,0
0,31268,1,0,0,0,1,126801,0,2,0,0,2,0,0,0,0,"유카리(여름)",0,0,0,0,0,145,0
0,31269,1,0,0,0,1,126901,0,2,0,0,3,0,0,0,0,"란파(여름)",0,0,0,0,0,145,0
