reward_image_1,quest_id,dungeon_quest_detail_monster_height,reward_image_4,wave_bgm_que_id_1,emax,wave_bgm_sheet_id_1,dungeon_quest_detail_monster_position_x_1,wave_group_id,limit_time,dungeon_quest_detail_monster_position_x_2,reward_image_5,matching_coefficient,quest_type,reward_image_3,multi_target_effect_time,reward_image_6,dungeon_quest_detail_bg_position,chest_id,dungeon_area_id,reward_image_2,dungeon_quest_detail_monster_size,floor_num,reward_coin,dungeon_quest_detail_bg_id,odds_group_id,background,parts_hp_save_flag,energy_reset_flag
90002,31008001,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.7,1,20000,0.0,94002,-50,40004,31008,99002,1.2,1,800,103002,3100801,103002,0,0
90002,31008002,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.85,1,20000,0.0,94002,-50,40004,31008,99002,1.2,2,800,103002,3100801,103002,0,0
90002,31008003,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.9,1,20000,0.0,94002,-50,40004,31008,99002,1.2,3,1200,103002,3100801,103002,0,0
90002,31008004,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,1.0,1,20000,0.0,90005,-50,40004,31008,99002,1.2,4,1200,103002,3100802,103002,0,0
90002,31008005,0.0,140001,bgm_M63,0,bgm_M63,0.0,0,90,0.0,25001,1.0,4,20000,2.9,94002,-50,40004,31008,99002,1.3,5,600,103001,3100803,103001,1,1
90002,31009001,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.7,1,20000,0.0,94002,-50,40004,31009,99002,1.2,1,900,103222,3100901,103222,0,0
90002,31009002,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.85,1,20000,0.0,94002,-50,40004,31009,99002,1.2,2,900,103221,3100901,103221,0,0
90002,31009003,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,0.9,1,20000,0.0,94002,-50,40004,31009,99002,1.2,3,1400,103213,3100901,103213,0,0
90002,31009004,0.0,140001,bgm_M06,0,bgm_M06,0.0,0,90,0.0,25001,1.0,1,20000,0.0,90005,-50,40004,31009,99002,1.2,4,1400,103211,3100902,103211,0,0
90002,31009005,0.0,140001,bgm_M63,1,bgm_M63,0.0,0,90,0.0,25001,1.0,6,20000,2.9,94002,-50,40004,31009,99002,1.3,5,700,103232,3100903,103232,0,1
90002,31010001,0.0,140001,bgm_M06,1,bgm_M06,0.0,501010105,90,0.0,25001,1.0,3,20000,0.0,94002,-50,40004,31010,99002,1.1,1,1400,103371,3101001,103371,0,1
90002,31010002,0.0,140001,bgm_M06,1,bgm_M06,0.0,501010106,90,0.0,25001,1.0,3,20000,0.0,94002,-50,40004,31010,99002,1.2,2,1400,103372,3101001,103372,0,1
90002,31010003,0.0,140001,bgm_M06,1,bgm_M06,0.0,501010107,90,0.0,25001,1.0,3,20000,0.0,94002,-50,40004,31010,99002,1.6,3,1400,103373,3101001,103373,0,1
90002,31010004,0.0,140001,bgm_M06,1,bgm_M06,0.0,501010108,90,0.0,25001,1.0,3,20000,0.0,90005,-50,40004,31010,99002,1.1,4,1400,103374,3101002,103374,0,1
90002,31010005,0.0,140001,bgm_M63,1,bgm_M63,0.0,0,90,0.0,25001,1.0,6,20000,0.0,94002,-50,40004,31010,99002,1.3,5,800,103371,3101003,103371,0,1
