sre_boss_id,title,description,sre_id,phase,condition_hp,sre_battle_effect_id,condition_time,type,duration,sre_battle_bonus_id,battle_bonus_story_id
3001,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,297000000000,300120,-1,1,36000,300120,0
3001,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,264000000000,300121,-1,1,36000,300121,0
3001,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,231000000000,300122,-1,1,36000,300122,0
3001,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,198000000000,300123,-1,1,36000,300123,0
3001,"TP 150 증가","배틀 시작 시 아군의 TP가 150 증가",3,1,154000000000,300124,-1,1,36000,300124,0
3001,"무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다",3,1,121000000000,300125,-1,1,36000,300125,0
3001,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,88000000000,300126,-1,1,36000,300126,0
3001,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,44000000000,300127,-1,1,36000,300127,0
3001,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,11000000000,300128,-1,1,36000,300128,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,1067000000000,300201,-1,1,36000,300201,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,1209000000000,300202,-1,1,36000,300202,0
3002,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1170000000000,300203,-1,1,36000,300203,0
3002,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,1131000000000,300204,-1,1,36000,300204,0
3002,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,1092000000000,300205,-1,1,36000,300205,0
3002,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1040000000000,300206,-1,1,36000,300206,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,962000000000,300207,-1,1,36000,300207,0
3002,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,923000000000,300208,-1,1,36000,300208,0
3002,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,871000000000,300209,-1,1,36000,300209,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,832000000000,300210,-1,1,36000,300210,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,780000000000,300211,-1,1,36000,300211,0
3002,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,741000000000,300212,-1,1,36000,300212,0
3002,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,702000000000,300213,-1,1,36000,300213,0
3002,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,663000000000,300214,-1,1,36000,300214,0
3002,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,611000000000,300215,-1,1,36000,300215,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,533000000000,300216,-1,1,36000,300216,0
3002,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,481000000000,300217,-1,1,36000,300217,0
3002,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,442000000000,300218,-1,1,36000,300218,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,403000000000,300219,-1,1,36000,300219,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,351000000000,300220,-1,1,36000,300220,0
3002,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,312000000000,300221,-1,1,36000,300221,0
3002,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,273000000000,300222,-1,1,36000,300222,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,234000000000,300223,-1,1,36000,300223,0
3002,"TP 150 증가","배틀 시작 시 아군의 TP가 150 증가",3,1,182000000000,300224,-1,1,36000,300224,0
3002,"무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다",3,1,143000000000,300225,-1,1,36000,300225,0
3002,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,104000000000,300226,-1,1,36000,300226,0
3002,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,52000000000,300227,-1,1,36000,300227,0
3002,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,13000000000,300228,-1,1,36000,300228,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,1067000000000,300301,-1,1,36000,300301,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,1023000000000,300302,-1,1,36000,300302,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,957000000000,300303,-1,1,36000,300303,0
3003,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,924000000000,300304,-1,1,36000,300304,0
3003,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,880000000000,300305,-1,1,36000,300305,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,847000000000,300306,-1,1,36000,300306,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,814000000000,300307,-1,1,36000,300307,0
3003,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,781000000000,300308,-1,1,36000,300308,0
3003,"매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가",3,1,737000000000,300309,-1,1,36000,300309,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,704000000000,300310,-1,1,36000,300310,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,660000000000,300311,-1,1,36000,300311,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,594000000000,300312,-1,1,36000,300312,0
3003,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,561000000000,300313,-1,1,36000,300313,0
3003,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,517000000000,300314,-1,1,36000,300314,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,484000000000,300315,-1,1,36000,300315,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,451000000000,300316,-1,1,36000,300316,0
3003,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,407000000000,300317,-1,1,36000,300317,0
3003,"매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가",3,1,374000000000,300318,-1,1,36000,300318,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,341000000000,300319,-1,1,36000,300319,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,297000000000,300320,-1,1,36000,300320,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,264000000000,300321,-1,1,36000,300321,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,231000000000,300322,-1,1,36000,300322,0
3003,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,198000000000,300323,-1,1,36000,300323,0
3003,"TP 150 증가","배틀 시작 시 아군의 TP가 150 증가",3,1,154000000000,300324,-1,1,36000,300324,0
3003,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,121000000000,300325,-1,1,36000,300325,0
3003,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,88000000000,300326,-1,1,36000,300326,0
3003,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,44000000000,300327,-1,1,36000,300327,0
3003,"매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가",3,1,11000000000,300328,-1,1,36000,300328,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1261000000000,300401,-1,1,36000,300401,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1209000000000,300402,-1,1,36000,300402,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,1170000000000,300403,-1,1,36000,300403,0
3004,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1131000000000,300404,-1,1,36000,300404,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1092000000000,300405,-1,1,36000,300405,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,1001000000000,300406,-1,1,36000,300406,0
3004,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,962000000000,300407,-1,1,36000,300407,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,923000000000,300408,-1,1,36000,300408,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,871000000000,300409,-1,1,36000,300409,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,832000000000,300410,-1,1,36000,300410,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,780000000000,300411,-1,1,36000,300411,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,741000000000,300412,-1,1,36000,300412,0
3004,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,702000000000,300413,-1,1,36000,300413,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,663000000000,300414,-1,1,36000,300414,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,572000000000,300415,-1,1,36000,300415,0
3004,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,533000000000,300416,-1,1,36000,300416,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,481000000000,300417,-1,1,36000,300417,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,442000000000,300418,-1,1,36000,300418,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,403000000000,300419,-1,1,36000,300419,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,351000000000,300420,-1,1,36000,300420,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,312000000000,300421,-1,1,36000,300421,0
3004,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,273000000000,300422,-1,1,36000,300422,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,234000000000,300423,-1,1,36000,300423,0
3004,"TP 150 증가","배틀 시작 시 아군의 TP가 150 증가",3,1,182000000000,300424,-1,1,36000,300424,0
3004,"무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다",3,1,143000000000,300425,-1,1,36000,300425,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,104000000000,300426,-1,1,36000,300426,0
3004,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,52000000000,300427,-1,1,36000,300427,0
3004,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,13000000000,300428,-1,1,36000,300428,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,4850000000000,300501,-1,1,36000,300501,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,4650000000000,300502,-1,1,36000,300502,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,4500000000000,300503,-1,1,36000,300503,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,4350000000000,300504,-1,1,36000,300504,0
3005,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,4200000000000,300505,-1,1,36000,300505,0
3005,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,4000000000000,300506,-1,1,36000,300506,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,3850000000000,300507,-1,1,36000,300507,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,3700000000000,300508,-1,1,36000,300508,0
3005,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,3550000000000,300509,-1,1,36000,300509,0
3005,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,3350000000000,300510,-1,1,36000,300510,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,3200000000000,300511,-1,1,36000,300511,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,3000000000000,300512,-1,1,36000,300512,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,2850000000000,300513,-1,1,36000,300513,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,2700000000000,300514,-1,1,36000,300514,0
3005,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,2550000000000,300515,-1,1,36000,300515,0
3005,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,2350000000000,300516,-1,1,36000,300516,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,2200000000000,300517,-1,1,36000,300517,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,2050000000000,300518,-1,1,36000,300518,0
3005,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1850000000000,300519,-1,1,36000,300519,0
3005,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,1700000000000,300520,-1,1,36000,300520,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,1550000000000,300521,-1,1,36000,300521,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,1350000000000,300522,-1,1,36000,300522,0
3005,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,1200000000000,300523,-1,1,36000,300523,0
3005,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,2310000000000,300524,-1,1,36000,300524,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,1980000000000,300525,-1,1,36000,300525,0
3005,"TP 150 증가","배틀 시작 시 아군의 TP가 150 증가",3,1,1540000000000,300526,-1,1,36000,300526,0
3005,"무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다",3,1,1210000000000,300527,-1,1,36000,300527,0
3005,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,880000000000,300528,-1,1,36000,300528,0
3005,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,440000000000,300529,-1,1,36000,300529,0
3005,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,48400000000,300530,-1,1,36000,300530,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,2134000000000,300601,-1,1,54000,300601,0
3006,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,1980000000000,300602,-1,1,54000,300602,0
3006,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1848000000000,300603,-1,1,54000,300603,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1694000000000,300604,-1,1,54000,300604,0
3006,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,1562000000000,300605,-1,1,54000,300605,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1408000000000,300606,-1,1,54000,300606,0
3006,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,1254000000000,300607,-1,1,54000,300607,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1122000000000,300608,-1,1,54000,300608,0
3006,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,968000000000,300609,-1,1,54000,300609,0
3006,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,814000000000,300610,-1,1,54000,300610,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,682000000000,300611,-1,1,54000,300611,0
3006,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,594000000000,300612,-1,1,54000,300612,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,462000000000,300613,-1,1,54000,300613,0
3006,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,308000000000,300614,-1,1,54000,300614,0
3006,"무적 15초","배틀 시작부터 15초간 아군이 무적 상태가 된다",3,1,242000000000,300615,-1,1,54000,300615,0
3006,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,176000000000,300616,-1,1,54000,300616,0
3006,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,88000000000,300617,-1,1,54000,300617,0
3006,"마법 방어 감소 90초","배틀 시작부터 90초간 적의 마법 방어력이 감소",3,1,22000000000,300618,-1,1,54000,300618,0
3007,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,2619000000000,300701,-1,1,54000,300701,0
3007,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,2430000000000,300702,-1,1,54000,300702,0
3007,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,2268000000000,300703,-1,1,54000,300703,0
3007,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,2079000000000,300704,-1,1,54000,300704,0
3007,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,1917000000000,300705,-1,1,54000,300705,0
3007,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,1728000000000,300706,-1,1,54000,300706,0
3007,"매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가",3,1,1539000000000,300707,-1,1,54000,300707,0
3007,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,1377000000000,300708,-1,1,54000,300708,0
3007,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,1188000000000,300709,-1,1,54000,300709,0
3007,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,999000000000,300710,-1,1,54000,300710,0
3007,"물리 공격 증가 90초","배틀 시작부터 90초간 아군의 물리 공격력이 증가",3,1,837000000000,300711,-1,1,54000,300711,0
3007,"마법 공격 증가 90초","배틀 시작부터 90초간 아군의 마법 공격력이 증가",3,1,729000000000,300712,-1,1,54000,300712,0
3007,"물리 방어 감소 90초","배틀 시작부터 90초간 적의 물리 방어력이 감소",3,1,567000000000,300713,-1,1,54000,300713,0
3007,"매초 TP 증가 90초","배틀 시작부터 90초간 아군의 TP가 매초 증가",3,1,378000000000,300714,-1,1,54000,300714,0
3007,"스턴 15초","배틀 시작부터 15초간 적이 스턴 상태가 된다",3,1,297000000000,300715,-1,1,54000,300715,0
3007,"매초 HP 회복 90초","배틀 시작부터 90초간 아군의 HP가 매초 회복",3,1,216000000000,300716,-1,1,54000,300716,0
3007,"물리 공격 감소 90초","배틀 시작부터 90초간 적의 물리 공격력이 감소",3,1,108000000000,300717,-1,1,54000,300717,0
3007,"마법 공격 감소 90초","배틀 시작부터 90초간 적의 마법 공격력이 감소",3,1,27000000000,300718,-1,1,54000,300718,0
