unit_id_4,unit_id_1,unit_id_9,unit_id_3,unit_id_7,unit_id_5,unit_id_2,unit_id_8,unit_id_10,unit_id_6,taq_no
0,101101,0,0,0,0,104901,0,0,0,3147
0,101401,0,0,0,0,104301,0,0,0,3148
105501,103001,0,104501,0,105301,100801,0,0,0,3149
0,101601,0,105001,0,0,101801,0,0,0,3150
0,110901,0,110801,0,0,111001,0,0,0,3151
106401,105801,0,105901,0,0,106001,0,0,0,3152
0,103301,0,0,0,0,102601,0,0,0,3153
0,101701,0,101601,0,0,103001,0,0,0,3154
0,102901,0,105401,0,0,104201,0,0,0,3155
0,100801,0,0,0,0,0,0,0,0,3156
0,100201,0,100101,0,0,100301,0,0,0,3157
0,104501,0,0,0,0,0,0,0,0,3167
0,102901,0,105401,0,0,104201,0,0,0,3244
0,102901,0,105401,0,0,104201,0,0,0,3245
0,102901,0,105401,0,0,104201,0,0,0,3246
0,101601,0,0,0,0,0,0,0,0,3287
102601,103301,0,103801,0,0,105201,0,0,0,4017
104801,110901,0,110801,103401,103201,111001,0,0,104601,4049
0,104001,0,104801,0,0,104601,0,0,0,4050
0,105601,0,101301,0,0,100901,0,0,0,4052
0,106501,0,0,0,0,106601,0,0,0,4053
0,105801,0,106001,0,0,105901,0,0,0,4054
0,110901,0,0,0,0,0,0,0,0,4087
0,111001,0,0,0,0,0,0,0,0,4088
0,106601,0,0,0,0,106501,0,0,0,4127
0,105201,0,0,0,0,107001,0,0,0,4147
0,105901,0,0,0,0,0,0,0,0,4200
0,101201,0,0,0,0,0,0,0,0,4204
0,104001,0,0,0,0,0,0,0,0,5003
0,103201,0,0,0,0,102801,0,0,0,5020
0,101101,0,0,0,0,0,0,0,0,5035
0,104601,0,0,0,0,0,0,0,0,5036
0,100101,0,100301,0,0,100201,0,0,0,5037
105601,102701,0,101301,0,105101,100901,0,0,0,5038
104401,100701,0,100601,0,103101,102201,0,0,0,5039
105501,103001,0,104501,0,105301,100801,0,0,0,5040
103801,102601,0,105201,0,0,103301,0,0,0,5041
0,106801,0,101101,0,0,104901,0,0,0,5042
100501,104701,0,103701,0,0,107101,0,0,0,5043
103401,104801,0,104601,0,0,103201,0,0,0,5044
0,105001,0,101601,0,0,101801,0,0,0,5045
104401,100701,0,100601,0,103101,102201,0,0,0,5088
0,101701,0,0,0,0,0,0,0,0,5101
0,102801,0,0,0,0,0,0,0,0,5102
0,101001,0,0,0,0,0,0,0,0,5103
106401,105801,0,105901,0,105601,106001,0,0,104401,5104
106401,105801,0,105901,0,0,106001,0,0,0,5107
0,103101,0,0,0,0,0,0,0,0,5108
0,106801,0,0,0,0,0,0,0,0,5112
0,106501,0,0,0,0,106601,0,0,0,5154
0,118001,0,0,0,0,0,0,0,0,5209
0,105901,0,0,0,0,0,0,0,0,5220
0,105801,0,105901,0,0,106001,0,0,0,5221
0,105801,0,0,0,0,0,0,0,0,5222
0,107101,0,104401,0,0,102901,0,0,0,5223
0,103601,0,0,0,0,0,0,0,0,6003
0,111001,0,0,0,0,0,0,0,0,6004
0,110901,0,0,0,0,0,0,0,0,6005
0,110801,0,0,0,0,0,0,0,0,6006
0,118001,0,0,0,0,105801,0,0,0,6020
0,103101,0,0,0,0,0,0,0,0,6021
0,106601,0,0,0,0,0,0,0,0,6022
0,110901,0,0,0,0,102901,0,0,0,6024
0,100901,0,0,0,0,0,0,0,0,6025
0,105801,0,105901,0,0,106001,0,0,0,6041
0,101401,0,105501,0,0,104301,0,0,0,6042
0,103601,0,100401,0,0,102001,0,0,0,6043
0,105601,0,101301,0,0,100901,0,0,0,6044
0,105901,0,106001,0,0,105801,0,0,0,6045
0,102901,0,105401,0,0,104201,0,0,0,6046
0,104501,0,104901,0,0,101801,0,0,0,6047
0,105001,0,0,0,0,0,0,0,0,6048
0,104601,0,0,0,0,0,0,0,0,6055
0,105101,0,0,0,0,0,0,0,0,6056
0,101301,0,0,0,0,0,0,0,0,6057
0,107001,0,0,0,0,0,0,0,0,6058
0,106401,0,0,0,0,0,0,0,0,6096
0,107101,0,0,0,0,107001,0,0,0,6097
0,106001,0,0,0,0,0,0,0,0,6100
0,103001,0,0,0,0,0,0,0,0,6102
0,103301,0,0,0,0,0,0,0,0,6105
106401,105801,0,105901,0,0,106001,0,0,0,6112
0,106001,0,0,0,0,0,0,0,0,6113
0,106801,0,101101,0,0,104901,0,0,0,6114
0,106801,0,0,0,0,0,0,0,0,6115
0,107001,0,0,0,0,105801,0,0,0,6132
0,100601,0,0,0,0,102201,0,0,0,6135
0,101001,0,0,0,0,0,0,0,0,6139
0,100401,0,0,0,0,0,0,0,0,6140
0,105601,0,0,0,0,0,0,0,0,6141
0,101401,0,0,0,0,0,0,0,0,6142
0,104501,0,0,0,0,0,0,0,0,6143
0,104001,0,0,0,0,0,0,0,0,6144
0,103801,0,0,0,0,0,0,0,0,6151
0,103701,0,0,0,0,0,0,0,0,6153
0,105801,0,0,0,0,0,0,0,0,6164
0,105901,0,0,0,0,0,0,0,0,6165
0,106001,0,0,0,0,0,0,0,0,6166
0,110901,0,0,0,0,0,0,0,0,6189
0,104501,0,0,0,0,0,0,0,0,6224
0,106501,0,0,0,0,106601,0,0,0,6230
0,100801,0,0,0,0,0,0,0,0,6234
0,107101,0,0,0,0,104701,0,0,0,6235
0,107001,0,0,0,0,0,0,0,0,6252
0,105001,0,0,0,0,0,0,0,0,6253
0,100201,0,0,0,0,106101,0,0,0,6255
