comment_id,description,start_time,end_time,change_face_time,face_type,pos_x,change_face_type,character_id,event_id,voice_id,pos_y,where_type,character_name
10038112,"","2021/04/29 15:00:00","2021/05/17 14:59:59",0.0,1,-285.0,1,111001,10038,304,8.0,52,"유니"
10038113,"","2021/04/29 15:00:00","2021/05/17 14:59:59",0.0,4,-285.0,4,110901,10038,105,8.0,52,"치에루"
10038114,"","2021/04/29 15:00:00","2021/05/17 14:59:59",10.982,1,-285.0,2,110801,10038,205,8.0,52,"클로에"
10038115,"","2021/04/29 15:00:00","2021/05/17 14:59:59",0.0,2,-285.0,2,111001,10038,305,8.0,52,"유니"
10038116,"","2021/04/29 15:00:00","2021/05/17 14:59:59",14.69,1,-285.0,7,110901,10038,106,8.0,52,"치에루"
10038117,"","2021/04/29 15:00:00","2021/05/17 14:59:59",14.72,1,-285.0,5,110801,10038,206,8.0,52,"클로에"
10038118,"","2021/04/29 15:00:00","2021/05/17 14:59:59",0.0,1,-285.0,1,111001,10038,306,8.0,52,"유니"
10039001,"미션을 클리어하면\n보상을 받을 수 있어요!\n힘내세요!","2021/05/16 15:00:00","2021/05/25 14:59:59",3.414,1,-416.5,2,190801,10039,1,0.0,53,"카린"
10039002,"미션을 클리어하고\n보상을 손에 넣자구요!","2021/05/16 15:00:00","2021/05/25 14:59:59",3.099,1,-416.5,2,190801,10039,2,0.0,53,"카린"
10039003,"수령 가능한\n보상이 있는 것 같아요.\n확인해 보세요!","2021/05/16 15:00:00","2021/05/25 14:59:59",2.801,1,-416.5,2,190801,10039,3,0.0,54,"카린"
10039004,"보상을 받을 수 있어요!\n확인해 보세요!","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,2,-416.5,2,190801,10039,4,0.0,54,"카린"
10039005,"이벤트 수고하셨어요!\n여러분의 활약에\n항상 감사합니다!","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,1,-416.5,1,190801,10039,5,0.0,57,"카린"
10039006,"길드 관리 협회예요!\n토벌증을 갖고 계신다면\n보상으로 교환할 수 있어요!","2021/05/16 15:00:00","2021/05/25 14:59:59",5.506,1,-363.0,2,190801,10039,1,0.0,55,"카린"
10039007,"수고하십니다!\n여기에서는 토벌증과 보상을\n교환할 수 있답니다!","2021/05/16 15:00:00","2021/05/25 14:59:59",1.216,2,-363.0,1,190801,10039,2,0.0,55,"카린"
10039008,"수고하셨어요!\n토벌증 교환\n잊지 않도록 하세요!","2021/05/16 15:00:00","2021/05/25 14:59:59",1.539,2,-363.0,1,190801,10039,3,0.0,56,"카린"
10039009,"끝나버렸네요~\n토벌증은 노력의 증거!\n보상품과 교환하자구요!","2021/05/16 15:00:00","2021/05/25 14:59:59",1.875,2,-363.0,1,190801,10039,4,0.0,56,"카린"
10039101,"","2021/05/16 15:00:00","2021/05/25 14:59:59",5.1,1,-285.0,2,109201,10039,101,8.0,51,"앤"
10039102,"","2021/05/16 15:00:00","2021/05/25 14:59:59",8.12,1,-285.0,2,109301,10039,201,8.0,51,"루"
10039103,"","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,1,-285.0,1,109401,10039,301,8.0,51,"글레어"
10039104,"","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,2,-285.0,2,109201,10039,102,8.0,51,"앤"
10039105,"","2021/05/16 15:00:00","2021/05/25 14:59:59",2.28,1,-285.0,2,109301,10039,202,8.0,51,"루"
10039106,"","2021/05/16 15:00:00","2021/05/25 14:59:59",3.29,1,-285.0,6,109401,10039,302,8.0,51,"글레어"
10039107,"","2021/05/16 15:00:00","2021/05/25 14:59:59",4.24,1,-285.0,2,109201,10039,103,8.0,51,"앤"
10039108,"","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,1,-285.0,1,109301,10039,203,8.0,51,"루"
10039109,"","2021/05/16 15:00:00","2021/05/25 14:59:59",2.16,1,-285.0,2,109401,10039,303,8.0,51,"글레어"
10039110,"","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,2,-285.0,2,109201,10039,104,8.0,52,"앤"
10039111,"","2021/05/16 15:00:00","2021/05/25 14:59:59",0.0,1,-285.0,1,109301,10039,204,8.0,52,"루"
10039112,"","2021/05/16 15:00:00","2021/05/25 14:59:59",4.1,2,-285.0,5,109401,10039,304,8.0,52,"글레어"
10039113,"","2021/05/16 15:00:00","2021/05/25 14:59:59",2.14,1,-285.0,2,109201,10039,105,8.0,52,"앤"
10039114,"","2021/05/16 15:00:00","2021/05/25 14:59:59",3.06,2,-285.0,1,109301,10039,205,8.0,52,"루"
10039115,"","2021/05/16 15:00:00","2021/05/25 14:59:59",6.11,1,-285.0,2,109401,10039,305,8.0,52,"글레어"
10039116,"","2021/05/16 15:00:00","2021/05/25 14:59:59",6.07,1,-285.0,2,109201,10039,106,8.0,52,"앤"
10039117,"","2021/05/16 15:00:00","2021/05/25 14:59:59",4.0,1,-285.0,2,109301,10039,206,8.0,52,"루"
10039118,"","2021/05/16 15:00:00","2021/05/25 14:59:59",2.15,4,-285.0,1,109401,10039,306,8.0,52,"글레어"
10040001,"미션을 클리어하면\n보상을 받을 수 있어요!\n힘내세요!","2021/05/31 15:00:00","2021/06/18 14:59:59",3.414,1,-416.5,2,190801,10040,1,0.0,53,"카린"
10040002,"미션을 클리어하고\n보상을 손에 넣자구요!","2021/05/31 15:00:00","2021/06/18 14:59:59",3.099,1,-416.5,2,190801,10040,2,0.0,53,"카린"
10040003,"수령 가능한\n보상이 있는 것 같아요.\n확인해 보세요!","2021/05/31 15:00:00","2021/06/18 14:59:59",2.801,1,-416.5,2,190801,10040,3,0.0,54,"카린"
10040004,"보상을 받을 수 있어요!\n확인해 보세요!","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-416.5,2,190801,10040,4,0.0,54,"카린"
10040005,"이벤트 수고하셨어요!\n여러분의 활약에\n항상 감사합니다!","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,1,-416.5,1,190801,10040,5,0.0,57,"카린"
10040006,"길드 관리 협회예요!\n토벌증을 갖고 계신다면\n보상으로 교환할 수 있어요!","2021/05/31 15:00:00","2021/06/18 14:59:59",5.506,1,-363.0,2,190801,10040,1,0.0,55,"카린"
10040007,"수고하십니다!\n여기에서는 토벌증과 보상을\n교환할 수 있답니다!","2021/05/31 15:00:00","2021/06/18 14:59:59",1.216,2,-363.0,1,190801,10040,2,0.0,55,"카린"
10040008,"수고하셨어요!\n토벌증 교환\n잊지 않도록 하세요!","2021/05/31 15:00:00","2021/06/18 14:59:59",1.539,2,-363.0,1,190801,10040,3,0.0,56,"카린"
10040009,"끝나버렸네요~\n토벌증은 노력의 증거!\n보상품과 교환하자구요!","2021/05/31 15:00:00","2021/06/18 14:59:59",1.875,2,-363.0,1,190801,10040,4,0.0,56,"카린"
10040101,"","2021/05/31 15:00:00","2021/06/18 14:59:59",4.004,4,-285.0,1,103301,10040,101,8.0,51,"마히루"
10040102,"","2021/05/31 15:00:00","2021/06/18 14:59:59",5.52,1,-285.0,5,102601,10040,201,8.0,51,"린"
10040103,"","2021/05/31 15:00:00","2021/06/18 14:59:59",3.438,5,-285.0,1,105201,10040,301,8.0,51,"리마"
10040104,"","2021/05/31 15:00:00","2021/06/18 14:59:59",4.628,4,-285.0,1,103801,10040,401,8.0,51,"시오리"
10040105,"","2021/05/31 15:00:00","2021/06/18 14:59:59",5.483,1,-285.0,2,103301,10040,102,8.0,51,"마히루"
10040106,"","2021/05/31 15:00:00","2021/06/18 14:59:59",6.927,4,-285.0,1,102601,10040,202,8.0,51,"린"
10040107,"","2021/05/31 15:00:00","2021/06/18 14:59:59",4.387,1,-285.0,2,105201,10040,302,8.0,51,"리마"
10040108,"","2021/05/31 15:00:00","2021/06/18 14:59:59",3.582,1,-285.0,2,103801,10040,402,8.0,51,"시오리"
10040109,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,1,-285.0,1,103301,10040,103,8.0,51,"마히루"
10040110,"","2021/05/31 15:00:00","2021/06/18 14:59:59",5.699,1,-285.0,2,102601,10040,203,8.0,51,"린"
10040111,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,105201,10040,303,8.0,51,"리마"
10040112,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,103801,10040,403,8.0,51,"시오리"
10040113,"","2021/05/31 15:00:00","2021/06/18 14:59:59",10.586,1,-285.0,2,103301,10040,104,8.0,52,"마히루"
10040114,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,5,-285.0,5,102601,10040,204,8.0,52,"린"
10040115,"","2021/05/31 15:00:00","2021/06/18 14:59:59",5.407,2,-285.0,1,105201,10040,304,8.0,52,"리마"
10040116,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,103801,10040,404,8.0,52,"시오리"
10040117,"","2021/05/31 15:00:00","2021/06/18 14:59:59",7.692,7,-285.0,2,103301,10040,105,8.0,52,"마히루"
10040118,"","2021/05/31 15:00:00","2021/06/18 14:59:59",4.989,1,-285.0,2,102601,10040,205,8.0,52,"린"
10040119,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,1,-285.0,1,105201,10040,305,8.0,52,"리마"
10040120,"","2021/05/31 15:00:00","2021/06/18 14:59:59",7.758,2,-285.0,5,103801,10040,405,8.0,52,"시오리"
10040121,"","2021/05/31 15:00:00","2021/06/18 14:59:59",6.587,1,-285.0,2,103301,10040,106,8.0,52,"마히루"
10040122,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,102601,10040,206,8.0,52,"린"
10040123,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,105201,10040,306,8.0,52,"리마"
10040124,"","2021/05/31 15:00:00","2021/06/18 14:59:59",0.0,2,-285.0,2,103801,10040,406,8.0,52,"시오리"
10041001,"미션을 클리어하면\n보상을 받을 수 있어요!\n힘내세요!","2021/06/17 15:00:00","2021/06/26 14:59:59",3.414,1,-416.5,2,190801,10041,1,0.0,53,"카린"
10041002,"미션을 클리어하고\n보상을 손에 넣자구요!","2021/06/17 15:00:00","2021/06/26 14:59:59",3.099,1,-416.5,2,190801,10041,2,0.0,53,"카린"
10041003,"수령 가능한\n보상이 있는 것 같아요.\n확인해 보세요!","2021/06/17 15:00:00","2021/06/26 14:59:59",2.801,1,-416.5,2,190801,10041,3,0.0,54,"카린"
10041004,"보상을 받을 수 있어요!\n확인해 보세요!","2021/06/17 15:00:00","2021/06/26 14:59:59",0.0,2,-416.5,2,190801,10041,4,0.0,54,"카린"
10041005,"이벤트 수고하셨어요!\n여러분의 활약에\n항상 감사합니다!","2021/06/17 15:00:00","2021/06/26 14:59:59",0.0,1,-416.5,1,190801,10041,5,0.0,57,"카린"
10041006,"길드 관리 협회예요!\n토벌증을 갖고 계신다면\n보상으로 교환할 수 있어요!","2021/06/17 15:00:00","2021/06/26 14:59:59",5.506,1,-363.0,2,190801,10041,1,0.0,55,"카린"
10041007,"수고하십니다!\n여기에서는 토벌증과 보상을\n교환할 수 있답니다!","2021/06/17 15:00:00","2021/06/26 14:59:59",1.216,2,-363.0,1,190801,10041,2,0.0,55,"카린"
10041008,"수고하셨어요!\n토벌증 교환\n잊지 않도록 하세요!","2021/06/17 15:00:00","2021/06/26 14:59:59",1.539,2,-363.0,1,190801,10041,3,0.0,56,"카린"
10041009,"끝나버렸네요~\n토벌증은 노력의 증거!\n보상품과 교환하자구요!","2021/06/17 15:00:00","2021/06/26 14:59:59",1.875,2,-363.0,1,190801,10041,4,0.0,56,"카린"
10041101,"","2021/06/17 15:00:00","2021/06/26 14:59:59",8.074,1,-285.0,4,109501,10041,201,8.0,51,"쿠우카"
10041102,"","2021/06/17 15:00:00","2021/06/26 14:59:59",7.848,1,-385.0,2,109601,10041,101,8.0,51,"니논"
10041103,"","2021/06/17 15:00:00","2021/06/26 14:59:59",9.096,1,-285.0,2,105301,10041,301,8.0,51,"모니카"
10041104,"","2021/06/17 15:00:00","2021/06/26 14:59:59",5.872,1,-285.0,5,109501,10041,202,8.0,51,"쿠우카"
10041105,"","2021/06/17 15:00:00","2021/06/26 14:59:59",1.674,2,-385.0,2,109601,10041,102,8.0,51,"니논"
10041106,"","2021/06/17 15:00:00","2021/06/26 14:59:59",3.23,4,-285.0,1,105301,10041,302,8.0,51,"모니카"
10041107,"","2021/06/17 15:00:00","2021/06/26 14:59:59",1.13,1,-285.0,2,109501,10041,203,8.0,51,"쿠우카"
10041108,"","2021/06/17 15:00:00","2021/06/26 14:59:59",3.63,4,-385.0,1,109601,10041,103,8.0,51,"니논"
10041109,"","2021/06/17 15:00:00","2021/06/26 14:59:59",2.93,5,-285.0,3,105301,10041,303,8.0,51,"모니카"
10041110,"","2021/06/17 15:00:00","2021/06/26 14:59:59",12.531,1,-285.0,5,109501,10041,204,8.0,52,"쿠우카"
10041111,"","2021/06/17 15:00:00","2021/06/26 14:59:59",3.301,2,-385.0,1,109601,10041,104,8.0,52,"니논"
10041112,"","2021/06/17 15:00:00","2021/06/26 14:59:59",5.0,1,-285.0,4,105301,10041,304,8.0,52,"모니카"
10041113,"","2021/06/17 15:00:00","2021/06/26 14:59:59",10.146,1,-285.0,5,109501,10041,205,8.0,52,"쿠우카"
10041114,"","2021/06/17 15:00:00","2021/06/26 14:59:59",4.47,2,-385.0,1,109601,10041,105,8.0,52,"니논"
10041115,"","2021/06/17 15:00:00","2021/06/26 14:59:59",13.53,3,-285.0,5,105301,10041,305,8.0,52,"모니카"
10041116,"","2021/06/17 15:00:00","2021/06/26 14:59:59",7.813,2,-285.0,5,109501,10041,206,8.0,52,"쿠우카"
10041117,"","2021/06/17 15:00:00","2021/06/26 14:59:59",3.993,2,-385.0,2,109601,10041,106,8.0,52,"니논"
10041118,"","2021/06/17 15:00:00","2021/06/26 14:59:59",11.2,1,-285.0,2,105301,10041,306,8.0,52,"모니카"
10042001,"미션을 클리어하면\n보상을 받을 수 있어요!\n힘내세요!","2021/07/01 15:00:00","2021/07/19 14:59:59",3.414,1,-416.5,2,190801,10042,1,0.0,53,"카린"
10042002,"미션을 클리어하고\n보상을 손에 넣자구요!","2021/07/01 15:00:00","2021/07/19 14:59:59",3.099,1,-416.5,2,190801,10042,2,0.0,53,"카린"
10042003,"수령 가능한\n보상이 있는 것 같아요.\n확인해 보세요!","2021/07/01 15:00:00","2021/07/19 14:59:59",2.801,1,-416.5,2,190801,10042,3,0.0,54,"카린"
10042004,"보상을 받을 수 있어요!\n확인해 보세요!","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,2,-416.5,2,190801,10042,4,0.0,54,"카린"
10042005,"이벤트 수고하셨어요!\n여러분의 활약에\n항상 감사합니다!","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-416.5,1,190801,10042,5,0.0,57,"카린"
10042006,"길드 관리 협회예요!\n토벌증을 갖고 계신다면\n보상으로 교환할 수 있어요!","2021/07/01 15:00:00","2021/07/19 14:59:59",5.506,1,-363.0,2,190801,10042,1,0.0,55,"카린"
10042007,"수고하십니다!\n여기에서는 토벌증과 보상을\n교환할 수 있답니다!","2021/07/01 15:00:00","2021/07/19 14:59:59",1.216,2,-363.0,1,190801,10042,2,0.0,55,"카린"
10042008,"수고하셨어요!\n토벌증 교환\n잊지 않도록 하세요!","2021/07/01 15:00:00","2021/07/19 14:59:59",1.539,2,-363.0,1,190801,10042,3,0.0,56,"카린"
10042009,"끝나버렸네요~\n토벌증은 노력의 증거!\n보상품과 교환하자구요!","2021/07/01 15:00:00","2021/07/19 14:59:59",1.875,2,-363.0,1,190801,10042,4,0.0,56,"카린"
10042101,"","2021/07/01 15:00:00","2021/07/19 14:59:59",12.688,2,-285.0,6,101101,10042,101,8.0,51,"리노"
10042102,"","2021/07/01 15:00:00","2021/07/19 14:59:59",12.688,2,-285.0,6,112901,10042,111,8.0,51,"리노(원더)"
10042103,"","2021/07/01 15:00:00","2021/07/19 14:59:59",9.506,4,-285.0,5,105501,10042,201,8.0,51,"아유미"
10042104,"","2021/07/01 15:00:00","2021/07/19 14:59:59",9.506,4,-285.0,5,113001,10042,211,8.0,51,"아유미(원더)"
10042106,"","2021/07/01 15:00:00","2021/07/19 14:59:59",7.071,3,-285.0,1,900103,10042,311,8.0,51,"히요리(원더)"
10042107,"","2021/07/01 15:00:00","2021/07/19 14:59:59",8.59,6,-285.0,4,906601,10042,401,30.0,51,"이노리"
10042108,"","2021/07/01 15:00:00","2021/07/19 14:59:59",11.933,1,-285.0,2,106701,10042,501,8.0,51,"호마레"
10042109,"","2021/07/01 15:00:00","2021/07/19 14:59:59",10.355,1,-285.0,2,101101,10042,102,8.0,51,"리노"
10042110,"","2021/07/01 15:00:00","2021/07/19 14:59:59",10.355,1,-285.0,2,112901,10042,112,8.0,51,"리노(원더)"
10042111,"","2021/07/01 15:00:00","2021/07/19 14:59:59",6.107,6,-285.0,1,105501,10042,202,8.0,51,"아유미"
10042112,"","2021/07/01 15:00:00","2021/07/19 14:59:59",6.107,6,-285.0,1,113001,10042,212,8.0,51,"아유미(원더)"
10042113,"","2021/07/01 15:00:00","2021/07/19 14:59:59",6.516,1,-285.0,2,100101,10042,302,8.0,51,"히요리"
10042114,"","2021/07/01 15:00:00","2021/07/19 14:59:59",6.516,1,-285.0,2,900103,10042,312,8.0,51,"히요리(원더)"
10042115,"","2021/07/01 15:00:00","2021/07/19 14:59:59",10.04,5,-285.0,7,906601,10042,402,30.0,51,"이노리"
10042116,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,2,-285.0,2,106701,10042,502,8.0,51,"호마레"
10042118,"","2021/07/01 15:00:00","2021/07/19 14:59:59",9.009,4,-285.0,3,112901,10042,113,8.0,51,"리노(원더)"
10042120,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,4,-285.0,4,113001,10042,213,8.0,51,"아유미(원더)"
10042122,"","2021/07/01 15:00:00","2021/07/19 14:59:59",5.681,6,-285.0,2,900103,10042,313,8.0,51,"히요리(원더)"
10042123,"","2021/07/01 15:00:00","2021/07/19 14:59:59",12.143,1,-285.0,4,906601,10042,403,30.0,51,"이노리"
10042124,"","2021/07/01 15:00:00","2021/07/19 14:59:59",12.817,1,-285.0,3,106701,10042,503,8.0,51,"호마레"
10042125,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,101101,10042,104,8.0,52,"리노"
10042126,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,112901,10042,114,8.0,52,"리노(원더)"
10042127,"","2021/07/01 15:00:00","2021/07/19 14:59:59",8.895,1,-285.0,2,105501,10042,204,8.0,52,"아유미"
10042128,"","2021/07/01 15:00:00","2021/07/19 14:59:59",8.895,1,-285.0,2,113001,10042,214,8.0,52,"아유미(원더)"
10042129,"","2021/07/01 15:00:00","2021/07/19 14:59:59",5.1,2,-285.0,1,100101,10042,304,8.0,52,"히요리"
10042130,"","2021/07/01 15:00:00","2021/07/19 14:59:59",5.1,2,-285.0,1,900103,10042,314,8.0,52,"히요리(원더)"
10042131,"","2021/07/01 15:00:00","2021/07/19 14:59:59",12.162,2,-285.0,5,906601,10042,404,30.0,52,"이노리"
10042132,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,106701,10042,504,8.0,52,"호마레"
10042133,"","2021/07/01 15:00:00","2021/07/19 14:59:59",7.23,2,-285.0,5,101101,10042,105,8.0,52,"리노"
10042134,"","2021/07/01 15:00:00","2021/07/19 14:59:59",7.23,2,-285.0,5,112901,10042,115,8.0,52,"리노(원더)"
10042135,"","2021/07/01 15:00:00","2021/07/19 14:59:59",7.989,1,-285.0,2,105501,10042,205,8.0,52,"아유미"
10042136,"","2021/07/01 15:00:00","2021/07/19 14:59:59",7.989,1,-285.0,2,113001,10042,215,8.0,52,"아유미(원더)"
10042137,"","2021/07/01 15:00:00","2021/07/19 14:59:59",3.524,2,-285.0,1,100101,10042,305,8.0,52,"히요리"
10042138,"","2021/07/01 15:00:00","2021/07/19 14:59:59",3.524,2,-285.0,1,900103,10042,315,8.0,52,"히요리(원더)"
10042139,"","2021/07/01 15:00:00","2021/07/19 14:59:59",5.52,6,-285.0,2,906601,10042,405,30.0,52,"이노리"
10042140,"","2021/07/01 15:00:00","2021/07/19 14:59:59",6.533,1,-285.0,2,106701,10042,505,8.0,52,"호마레"
10042141,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,101101,10042,106,8.0,52,"리노"
10042142,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,112901,10042,116,8.0,52,"리노(원더)"
10042143,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,105501,10042,206,8.0,52,"아유미"
10042144,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,1,-285.0,1,113001,10042,216,8.0,52,"아유미(원더)"
10042145,"","2021/07/01 15:00:00","2021/07/19 14:59:59",13.262,1,-285.0,2,100101,10042,306,8.0,52,"히요리"
10042146,"","2021/07/01 15:00:00","2021/07/19 14:59:59",13.262,1,-285.0,2,900103,10042,316,8.0,52,"히요리(원더)"
10042147,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,2,-285.0,2,906601,10042,406,30.0,52,"이노리"
10042148,"","2021/07/01 15:00:00","2021/07/19 14:59:59",0.0,2,-285.0,2,106701,10042,506,8.0,52,"호마레"
10043001,"미션을 클리어하면\n보상을 받을 수 있어요!\n힘내세요!","2021/07/16 15:00:00","2021/07/25 14:59:59",3.414,1,-416.5,2,190801,10043,1,0.0,53,"카린"
10043002,"미션을 클리어하고\n보상을 손에 넣자구요!","2021/07/16 15:00:00","2021/07/25 14:59:59",3.099,1,-416.5,2,190801,10043,2,0.0,53,"카린"
10043003,"수령 가능한\n보상이 있는 것 같아요.\n확인해 보세요!","2021/07/16 15:00:00","2021/07/25 14:59:59",2.801,1,-416.5,2,190801,10043,3,0.0,54,"카린"
10043004,"보상을 받을 수 있어요!\n확인해 보세요!","2021/07/16 15:00:00","2021/07/25 14:59:59",0.0,2,-416.5,2,190801,10043,4,0.0,54,"카린"
10043005,"이벤트 수고하셨어요!\n여러분의 활약에\n항상 감사합니다!","2021/07/16 15:00:00","2021/07/25 14:59:59",0.0,1,-416.5,1,190801,10043,5,0.0,57,"카린"
10043101,"","2021/07/16 15:00:00","2021/07/25 14:59:59",6.75,1,-285.0,2,110001,10043,101,0.0,51,"스즈나(여름)"
10043102,"","2021/07/16 15:00:00","2021/07/25 14:59:59",0.0,2,-285.0,2,110101,10043,201,0.0,51,"이오(여름)"
10043103,"","2021/07/16 15:00:00","2021/07/25 14:59:59",7.237,2,-285.0,3,110201,10043,301,70.0,51,"미사키(여름)"
10043104,"","2021/07/16 15:00:00","2021/07/25 14:59:59",5.017,6,-285.0,4,110001,10043,102,0.0,51,"스즈나(여름)"
10043105,"","2021/07/16 15:00:00","2021/07/25 14:59:59",4.802,2,-285.0,1,110101,10043,202,0.0,51,"이오(여름)"
10043106,"","2021/07/16 15:00:00","2021/07/25 14:59:59",10.992,2,-285.0,3,110201,10043,302,70.0,51,"미사키(여름)"
10043107,"","2021/07/16 15:00:00","2021/07/25 14:59:59",0.0,2,-285.0,2,110001,10043,103,0.0,51,"스즈나(여름)"
10043108,"","2021/07/16 15:00:00","2021/07/25 14:59:59",3.047,1,-285.0,2,110101,10043,203,0.0,51,"이오(여름)"
10043109,"","2021/07/16 15:00:00","2021/07/25 14:59:59",7.904,2,-285.0,1,110001,10043,104,0.0,52,"스즈나(여름)"
10043110,"","2021/07/16 15:00:00","2021/07/25 14:59:59",8.81,1,-285.0,2,110101,10043,204,0.0,52,"이오(여름)"
10043111,"","2021/07/16 15:00:00","2021/07/25 14:59:59",6.65,2,-285.0,1,110201,10043,304,70.0,52,"미사키(여름)"
10043112,"","2021/07/16 15:00:00","2021/07/25 14:59:59",9.043,1,-285.0,6,110001,10043,105,0.0,52,"스즈나(여름)"
10043113,"","2021/07/16 15:00:00","2021/07/25 14:59:59",4.995,2,-285.0,5,110101,10043,205,0.0,52,"이오(여름)"
10043114,"","2021/07/16 15:00:00","2021/07/25 14:59:59",11.657,1,-285.0,2,110201,10043,305,70.0,52,"미사키(여름)"
10043115,"","2021/07/16 15:00:00","2021/07/25 14:59:59",7.892,2,-285.0,5,110001,10043,106,0.0,52,"스즈나(여름)"
10043116,"","2021/07/16 15:00:00","2021/07/25 14:59:59",7.635,2,-285.0,3,110101,10043,206,0.0,52,"이오(여름)"
