unit_id_09,unit_id_10,unit_id_06,unit_id_01,unit_id_05,unit_id_04,unit_id_02,unit_id_07,unit_id_08,unit_id_03,group_unit_id_comment,group_unit_id
0,0,0,100701,0,0,0,0,0,0,"미야코(카린 상호작용 전용)",300701001
0,0,0,100801,0,0,0,0,0,0,"유키(카린 상호작용 전용)",300801001
0,0,0,100901,0,0,0,0,0,0,"안나(카린 상호작용 전용)",300901001
0,0,0,101001,0,0,0,0,0,0,"마호(카린 상호작용 전용)",301001001
0,0,0,101101,0,0,0,0,0,0,"리노(카린 상호작용 전용)",301101001
0,0,0,101201,0,0,0,0,0,0,"하츠네(카린 상호작용 전용)",301201001
0,0,0,101301,0,0,0,0,0,0,"나나카(카린 상호작용 전용)",301301001
0,0,0,101401,0,0,0,0,0,0,"카스미(카린 상호작용 전용)",301401001
0,0,0,101501,0,0,0,0,0,0,"미사토(카린 상호작용 전용)",301501001
0,0,0,101601,0,0,0,0,0,0,"스즈나(카린 상호작용 전용)",301601001
0,0,0,101701,0,0,0,0,0,0,"카오리(카린 상호작용 전용)",301701001
0,0,0,101801,0,0,0,0,0,0,"이오(카린 상호작용 전용)",301801001
0,0,0,102001,0,0,0,0,0,0,"미미(카린 상호작용 전용)",302001001
0,0,0,102101,0,0,0,0,0,0,"쿠루미(카린 상호작용 전용)",302101001
0,0,0,102201,0,0,0,0,0,0,"요리(카린 상호작용 전용)",302201001
0,0,0,102301,0,0,0,0,0,0,"아야네(카린 상호작용 전용)",302301001
0,0,0,102501,0,0,0,0,0,0,"스즈메(카린 상호작용 전용)",302501001
0,0,0,102601,0,0,0,0,0,0,"린(카린 상호작용 전용)",302601001
0,0,0,102701,0,0,0,0,0,0,"에리코(카린 상호작용 전용)",302701001
0,0,0,102801,0,0,0,0,0,0,"사렌(카린 상호작용 전용)",302801001
0,0,0,102901,0,0,0,0,0,0,"노조미(카린 상호작용 전용)",302901001
0,0,0,103001,0,0,0,0,0,0,"니논(카린 상호작용 전용)",303001001
0,0,0,103101,0,0,0,0,0,0,"시노부(카린 상호작용 전용)",303101001
0,0,0,103201,0,0,0,0,0,0,"아키노(카린 상호작용 전용)",303201001
0,0,0,103301,0,0,0,0,0,0,"마히루(카린 상호작용 전용)",303301001
0,0,0,103401,0,0,0,0,0,0,"유카리(카린 상호작용 전용)",303401001
0,0,0,103601,0,0,0,0,0,0,"쿄우카(카린 상호작용 전용)",303601001
0,0,0,103701,0,0,0,0,0,0,"토모(카린 상호작용 전용)",303701001
0,0,0,103801,0,0,0,0,0,0,"시오리(카린 상호작용 전용)",303801001
0,0,0,104001,0,0,0,0,0,0,"아오이(카린 상호작용 전용)",304001001
0,0,0,104201,0,0,0,0,0,0,"치카(카린 상호작용 전용)",304201001
0,0,0,104301,0,0,0,0,0,0,"마코토(카린 상호작용 전용)",304301001
0,0,0,104401,0,0,0,0,0,0,"이리야(카린 상호작용 전용)",304401001
0,0,0,104501,0,0,0,0,0,0,"쿠우카(카린 상호작용 전용)",304501001
0,0,0,104601,0,0,0,0,0,0,"타마키(카린 상호작용 전용)",304601001
0,0,0,104701,0,0,0,0,0,0,"쥰(카린 상호작용 전용)",304701001
0,0,0,104801,0,0,0,0,0,0,"미후유(카린 상호작용 전용)",304801001
0,0,0,104901,0,0,0,0,0,0,"시즈루(카린 상호작용 전용)",304901001
0,0,0,105001,0,0,0,0,0,0,"미사키(카린 상호작용 전용)",305001001
0,0,0,105101,0,0,0,0,0,0,"미츠키(카린 상호작용 전용)",305101001
0,0,0,105201,0,0,0,0,0,0,"리마(카린 상호작용 전용)",305201001
0,0,0,105301,0,0,0,0,0,0,"모니카(카린 상호작용 전용)",305301001
0,0,0,105401,0,0,0,0,0,0,"츠무기(카린 상호작용 전용)",305401001
0,0,0,105501,0,0,0,0,0,0,"아유미(카린 상호작용 전용)",305501001
0,0,0,105601,0,0,0,0,0,0,"루카(카린 상호작용 전용)",305601001
0,0,0,105801,0,0,0,0,0,0,"페코린느(카린 상호작용 전용)",305801001
0,0,0,105901,0,0,0,0,0,0,"콧코로(카린 상호작용 전용)",305901001
0,0,0,106001,0,0,0,0,0,0,"캬루(카린 상호작용 전용)",306001001
0,0,0,106401,0,0,0,0,0,0,"셰피(카린 상호작용 전용)",306401001
0,0,0,106501,0,0,0,0,0,0,"카야(카린 상호작용 전용)",306501001
0,0,0,106601,0,0,0,0,0,0,"이노리(카린 상호작용 전용)",306601001
0,0,0,106701,0,0,0,0,0,0,"호마레(카린 상호작용 전용)",306701001
0,0,0,106801,0,0,0,0,0,0,"라비리스타(카린 상호작용 전용)",306801001
0,0,0,107101,0,0,0,0,0,0,"크리스티나(카린 상호작용 전용)",307101001
0,0,0,107501,0,0,0,0,0,0,"페코린느(여름)(카린 상호작용 전용)",307501001
0,0,0,107601,0,0,0,0,0,0,"콧코로(여름)(카린 상호작용 전용)",307601001
0,0,0,107701,0,0,0,0,0,0,"스즈메(여름)(카린 상호작용 전용)",307701001
0,0,0,107801,0,0,0,0,0,0,"캬루(여름)(카린 상호작용 전용)",307801001
0,0,0,107901,0,0,0,0,0,0,"타마키(여름)(카린 상호작용 전용)",307901001
0,0,0,108001,0,0,0,0,0,0,"미후유(여름)(카린 상호작용 전용)",308001001
0,0,0,108101,0,0,0,0,0,0,"시노부(할로윈)(카린 상호작용 전용)",308101001
0,0,0,108201,0,0,0,0,0,0,"미야코(할로윈)(카린 상호작용 전용)",308201001
0,0,0,108301,0,0,0,0,0,0,"미사키(할로윈)(카린 상호작용 전용)",308301001
0,0,0,108401,0,0,0,0,0,0,"치카(크리스마스)(카린 상호작용 전용)",308401001
0,0,0,108501,0,0,0,0,0,0,"쿠루미(크리스마스)(카린 상호작용 전용)",308501001
0,0,0,108601,0,0,0,0,0,0,"아야네(크리스마스)(카린 상호작용 전용)",308601001
0,0,0,108701,0,0,0,0,0,0,"히요리(새해)(카린 상호작용 전용)",308701001
0,0,0,108801,0,0,0,0,0,0,"유이(새해)(카린 상호작용 전용)",308801001
0,0,0,108901,0,0,0,0,0,0,"레이(새해)(카린 상호작용 전용)",308901001
0,0,0,109001,0,0,0,0,0,0,"에리코(발렌타인)(카린 상호작용 전용)",309001001
0,0,0,109101,0,0,0,0,0,0,"시즈루(발렌타인)(카린 상호작용 전용)",309101001
0,0,0,109501,0,0,0,0,0,0,"쿠우카(오에도)(카린 상호작용 전용)",309501001
0,0,0,109601,0,0,0,0,0,0,"니논(오에도)(카린 상호작용 전용)",309601001
0,0,0,110001,0,0,0,0,0,0,"스즈나(여름)(카린 상호작용 전용)",310001001
0,0,0,110101,0,0,0,0,0,0,"이오(여름)(카린 상호작용 전용)",310101001
0,0,0,110301,0,0,0,0,0,0,"사렌(여름)(카린 상호작용 전용)",310301001
0,0,0,110401,0,0,0,0,0,0,"마코토(여름)(카린 상호작용 전용)",310401001
0,0,0,110501,0,0,0,0,0,0,"카오리(여름)(카린 상호작용 전용)",310501001
0,0,0,110601,0,0,0,0,0,0,"마호(여름)(카린 상호작용 전용)",310601001
0,0,0,110701,0,0,0,0,0,0,"아오이(편입생)(카린 상호작용 전용)",310701001
0,0,0,110801,0,0,0,0,0,0,"클로에(카린 상호작용 전용)",310801001
0,0,0,110901,0,0,0,0,0,0,"치에루(카린 상호작용 전용)",310901001
0,0,0,111001,0,0,0,0,0,0,"유니(카린 상호작용 전용)",311001001
0,0,0,111101,0,0,0,0,0,0,"쿄우카(할로윈)(카린 상호작용 전용)",311101001
0,0,0,111201,0,0,0,0,0,0,"미소기(할로윈)(카린 상호작용 전용)",311201001
0,0,0,111301,0,0,0,0,0,0,"미미(할로윈)(카린 상호작용 전용)",311301001
0,0,0,111501,0,0,0,0,0,0,"크리스티나(크리스마스)(카린 상호작용 전용)",311501001
0,0,0,111601,0,0,0,0,0,0,"노조미(크리스마스)(카린 상호작용 전용)",311601001
0,0,0,111701,0,0,0,0,0,0,"이리야(크리스마스)(카린 상호작용 전용)",311701001
0,0,0,111801,0,0,0,0,0,0,"페코린느(새해)(카린 상호작용 전용)",311801001
0,0,0,111901,0,0,0,0,0,0,"콧코로(새해)(카린 상호작용 전용)",311901001
0,0,0,112001,0,0,0,0,0,0,"캬루(새해)(카린 상호작용 전용)",312001001
0,0,0,112101,0,0,0,0,0,0,"스즈메(새해)(카린 상호작용 전용)",312101001
0,0,0,112201,0,0,0,0,0,0,"카스미(매지컬)(카린 상호작용 전용)",312201001
0,0,0,112301,0,0,0,0,0,0,"시오리(매지컬)(카린 상호작용 전용)",312301001
0,0,0,112701,0,0,0,0,0,0,"린(레인저)(카린 상호작용 전용)",312701001
0,0,0,112801,0,0,0,0,0,0,"마히루(레인저)(카린 상호작용 전용)",312801001
0,0,0,112901,0,0,0,0,0,0,"리노(원더)(카린 상호작용 전용)",312901001
0,0,0,113001,0,0,0,0,0,0,"아유미(원더)(카린 상호작용 전용)",313001001
0,0,0,113101,0,0,0,0,0,0,"루카(여름)(카린 상호작용 전용)",313101001
0,0,0,113201,0,0,0,0,0,0,"안나(여름)(카린 상호작용 전용)",313201001
0,0,0,113301,0,0,0,0,0,0,"나나카(여름)(카린 상호작용 전용)",313301001
0,0,0,113401,0,0,0,0,0,0,"하츠네(여름)(카린 상호작용 전용)",313401001
0,0,0,113501,0,0,0,0,0,0,"미사토(여름)(카린 상호작용 전용)",313501001
0,0,0,113601,0,0,0,0,0,0,"쥰(여름)(카린 상호작용 전용)",313601001
0,0,0,113701,0,0,0,0,0,0,"아카리(엔젤)(카린 상호작용 전용)",313701001
0,0,0,113801,0,0,0,0,0,0,"요리(엔젤)(카린 상호작용 전용)",313801001
0,0,0,113901,0,0,0,0,0,0,"츠무기(할로윈)(카린 상호작용 전용)",313901001
0,0,0,114001,0,0,0,0,0,0,"레이(할로윈)(카린 상호작용 전용)",314001001
0,0,0,114101,0,0,0,0,0,0,"마츠리(할로윈)(카린 상호작용 전용)",314101001
0,0,0,114201,0,0,0,0,0,0,"모니카(매지컬)(카린 상호작용 전용)",314201001
0,0,0,114301,0,0,0,0,0,0,"토모(매지컬)(카린 상호작용 전용)",314301001
0,0,0,114401,0,0,0,0,0,0,"아키노(크리스마스)(카린 상호작용 전용)",314401001
0,0,0,114501,0,0,0,0,0,0,"사렌(크리스마스)(카린 상호작용 전용)",314501001
0,0,0,114601,0,0,0,0,0,0,"유카리(크리스마스)(카린 상호작용 전용)",314601001
0,0,0,115501,0,0,0,0,0,0,"콧코로(의장복)(카린 상호작용 전용)",315501001
0,0,0,115601,0,0,0,0,0,0,"유이(의장복)(카린 상호작용 전용)",315601001
0,0,0,115701,0,0,0,0,0,0,"카스미(여름)(카린 상호작용 전용)",315701001
0,0,0,115801,0,0,0,0,0,0,"리마(신데렐라)(카린 상호작용 전용)",315801001
0,0,0,115901,0,0,0,0,0,0,"마코토(신데렐라)(카린 상호작용 전용)",315901001
0,0,0,116001,0,0,0,0,0,0,"마호(신데렐라)(카린 상호작용 전용)",316001001
0,0,0,116201,0,0,0,0,0,0,"클로에(성학제)(카린 상호작용 전용)",316201001
0,0,0,116301,0,0,0,0,0,0,"치에루(성학제)(카린 상호작용 전용)",316301001
0,0,0,116401,0,0,0,0,0,0,"유니(성학제)(카린 상호작용 전용)",316401001
0,0,0,116501,0,0,0,0,0,0,"이노리(시간 여행)(카린 상호작용 전용)",316501001
0,0,0,116601,0,0,0,0,0,0,"카야(시간 여행)(카린 상호작용 전용)",316601001
0,0,0,116701,0,0,0,0,0,0,"아오이(작업복)(카린 상호작용 전용)",316701001
0,0,0,116801,0,0,0,0,0,0,"타마키(작업복)(카린 상호작용 전용)",316801001
0,0,0,116901,0,0,0,0,0,0,"미후유(작업복)(카린 상호작용 전용)",316901001
0,0,0,117001,0,0,0,0,0,0,"에리코(여름)(카린 상호작용 전용)",317001001
0,0,0,117101,0,0,0,0,0,0,"시즈루(여름)(카린 상호작용 전용)",317101001
0,0,0,117201,0,0,0,0,0,0,"노조미(여름)(카린 상호작용 전용)",317201001
0,0,0,117301,0,0,0,0,0,0,"치카(여름)(카린 상호작용 전용)",317301001
0,0,0,117401,0,0,0,0,0,0,"츠무기(여름)(카린 상호작용 전용)",317401001
0,0,0,117501,0,0,0,0,0,0,"미츠키(오에도)(카린 상호작용 전용)",317501001
0,0,0,117601,0,0,0,0,0,0,"유키(오에도)(카린 상호작용 전용)",317601001
0,0,0,117701,0,0,0,0,0,0,"카오리(할로윈)(카린 상호작용 전용)",317701001
0,0,0,117801,0,0,0,0,0,0,"니논(할로윈)(카린 상호작용 전용)",317801001
0,0,0,117901,0,0,0,0,0,0,"스즈나(할로윈)(카린 상호작용 전용)",317901001
0,0,0,119001,0,0,0,0,0,0,"이오(느와르)(카린 상호작용 전용)",319001001
0,0,0,119101,0,0,0,0,0,0,"쿠우카(느와르)(카린 상호작용 전용)",319101001
0,0,0,119201,0,0,0,0,0,0,"마히루(크리스마스)(카린 상호작용 전용)",319201001
0,0,0,119301,0,0,0,0,0,0,"리노(크리스마스)(카린 상호작용 전용)",319301001
0,0,0,119901,0,0,0,0,0,0,"미야코(크리스마스)(카린 상호작용 전용)",319901001
0,0,0,120001,0,0,0,0,0,0,"시즈루(느와르)(카린 상호작용 전용)",320001001
0,0,0,120701,0,0,0,0,0,0,"셰피(새해)(카린 상호작용 전용)",320701001
0,0,0,120801,0,0,0,0,0,0,"루카(새해)(카린 상호작용 전용)",320801001
0,0,0,120901,0,0,0,0,0,0,"이리야(새해)(카린 상호작용 전용)",320901001
0,0,0,121001,0,0,0,0,0,0,"페코린느(오버로드)(카린 상호작용 전용)",321001001
0,0,0,121101,0,0,0,0,0,0,"캬루(오버로드)(카린 상호작용 전용)",321101001
0,0,0,121201,0,0,0,0,0,0,"라비리스타(오버로드)(카린 상호작용 전용)",321201001
0,0,0,121301,0,0,0,0,0,0,"쿠루미(무대)(카린 상호작용 전용)",321301001
0,0,0,121401,0,0,0,0,0,0,"미사키(무대)(카린 상호작용 전용)",321401001
0,0,0,121501,0,0,0,0,0,0,"아유미(괴도)(카린 상호작용 전용)",321501001
0,0,0,121601,0,0,0,0,0,0,"이노리(괴도)(카린 상호작용 전용)",321601001
0,0,0,121901,0,0,0,0,0,0,"안나(해적)(카린 상호작용 전용)",321901001
0,0,0,122001,0,0,0,0,0,0,"시노부(해적)(카린 상호작용 전용)",322001001
0,0,0,122101,0,0,0,0,0,0,"아오이(캠프)(카린 상호작용 전용)",322101001
0,0,0,122201,0,0,0,0,0,0,"유카리(캠프)(카린 상호작용 전용)",322201001
0,0,0,122401,0,0,0,0,0,0,"히요리(여름)(카린 상호작용 전용)",322401001
0,0,0,122501,0,0,0,0,0,0,"레이(여름)(카린 상호작용 전용)",322501001
0,0,0,122601,0,0,0,0,0,0,"유이(여름)(카린 상호작용 전용)",322601001
0,0,0,122701,0,0,0,0,0,0,"쿄우카(여름)(카린 상호작용 전용)",322701001
0,0,0,122801,0,0,0,0,0,0,"미소기(여름)(카린 상호작용 전용)",322801001
0,0,0,122901,0,0,0,0,0,0,"미미(여름)(카린 상호작용 전용)",322901001
0,0,0,123101,0,0,0,0,0,0,"마호(탐험가)(카린 상호작용 전용)",323101001
0,0,0,123201,0,0,0,0,0,0,"아야네(탐험가)(카린 상호작용 전용)",323201001
0,0,0,123301,0,0,0,0,0,0,"네아(카린 상호작용 전용)",323301001
0,0,0,123501,0,0,0,0,0,0,"린(할로윈)(카린 상호작용 전용)",323501001
0,0,0,123601,0,0,0,0,0,0,"토모(할로윈)(카린 상호작용 전용)",323601001
0,0,0,123701,0,0,0,0,0,0,"나나카(할로윈)(카린 상호작용 전용)",323701001
0,0,0,123801,0,0,0,0,0,0,"크리스티나(와일드)(카린 상호작용 전용)",323801001
0,0,0,123901,0,0,0,0,0,0,"마츠리(와일드)(카린 상호작용 전용)",323901001
0,0,0,124001,0,0,0,0,0,0,"아카리(크리스마스)(카린 상호작용 전용)",324001001
0,0,0,124101,0,0,0,0,0,0,"요리(크리스마스)(카린 상호작용 전용)",324101001
0,0,0,124201,0,0,0,0,0,0,"쥰(크리스마스)(카린 상호작용 전용)",324201001
0,0,0,124501,0,0,0,0,0,0,"호마레(새해)(카린 상호작용 전용)",324501001
0,0,0,124601,0,0,0,0,0,0,"미사토(새해)(카린 상호작용 전용)",324601001
0,0,0,124701,0,0,0,0,0,0,"미츠키(새해)(카린 상호작용 전용)",324701001
0,0,0,124801,0,0,0,0,0,0,"노조미(리버레이터)(카린 상호작용 전용)",324801001
0,0,0,124901,0,0,0,0,0,0,"카야(리버레이터)(카린 상호작용 전용)",324901001
0,0,0,125001,0,0,0,0,0,0,"무이미(리버레이터)(카린 상호작용 전용)",325001001
0,0,0,125101,0,0,0,0,0,0,"타마키(카페)(카린 상호작용 전용)",325101001
0,0,0,125201,0,0,0,0,0,0,"모니카(카페)(카린 상호작용 전용)",325201001
0,0,0,125301,0,0,0,0,0,0,"콧코로(레인저)(카린 상호작용 전용)",325301001
0,0,0,125401,0,0,0,0,0,0,"시오리(레인저)(카린 상호작용 전용)",325401001
0,0,0,125801,0,0,0,0,0,0,"리리(폴른)(카린 상호작용 전용)",325801001
0,0,0,126001,0,0,0,0,0,0,"크리아(폴른)(카린 상호작용 전용)",326001001
0,0,0,126101,0,0,0,0,0,0,"프레시아(폴른)(카린 상호작용 전용)",326101001
0,0,0,126201,0,0,0,0,0,0,"이리야(의장복)(카린 상호작용 전용)",326201001
0,0,0,126301,0,0,0,0,0,0,"유키(의장복)(카린 상호작용 전용)",326301001
0,0,0,126701,0,0,0,0,0,0,"아키노(여름)(카린 상호작용 전용)",326701001
0,0,0,126801,0,0,0,0,0,0,"유카리(여름)(카린 상호작용 전용)",326801001
0,0,0,127001,0,0,0,0,0,0,"쿠우카(여름)(카린 상호작용 전용)",327001001
0,0,0,127101,0,0,0,0,0,0,"시노부(여름)(카린 상호작용 전용)",327101001
0,0,0,127201,0,0,0,0,0,0,"캬루(편입생)(카린 상호작용 전용)",327201001
0,0,0,127301,0,0,0,0,0,0,"스즈나(편입생)(카린 상호작용 전용)",327301001
0,0,0,127501,0,0,0,0,0,0,"사렌(사라사리아)(카린 상호작용 전용)",327501001
0,0,0,127601,0,0,0,0,0,0,"루카(사라사리아)(카린 상호작용 전용)",327601001
0,0,0,127901,0,0,0,0,0,0,"페코린느(크리스마스)(카린 상호작용 전용)",327901001
0,0,0,128301,0,0,0,0,0,0,"이노리(새해)(카린 상호작용 전용)",328301001
0,0,0,128401,0,0,0,0,0,0,"하츠네(새해)(카린 상호작용 전용)",328401001
0,0,0,128501,0,0,0,0,0,0,"카스미(새해)(카린 상호작용 전용)",328501001
0,0,0,128701,0,0,0,0,0,0,"히요리(아스트랄)(카린 상호작용 전용)",328701001
