login_bonus_id,end_time,id,start_time,adv_id,count_key,read_process_flag
80007,"2023/09/10 4:59:59",74,"2023/09/09 5:00:00",9005010,3,0
80007,"2023/09/11 4:59:59",75,"2023/09/10 5:00:00",9005011,3,0
80007,"2023/09/12 4:59:59",76,"2023/09/11 5:00:00",9005012,3,0
80007,"2023/09/13 4:59:59",77,"2023/09/12 5:00:00",9005013,3,0
80007,"2023/09/14 4:59:59",78,"2023/09/13 5:00:00",9005014,3,0
80007,"2023/09/15 4:59:59",79,"2023/09/14 5:00:00",9005015,3,1
70008,"2023/12/25 4:59:59",80,"2023/12/24 5:00:00",400,0,0
70008,"2023/12/26 4:59:59",81,"2023/12/25 5:00:00",401,0,0
70009,0,82,0,439,1,0
80008,"2024/03/01 4:59:59",83,"2024/02/29 5:00:00",9006001,3,0
80008,"2024/03/02 4:59:59",84,"2024/03/01 5:00:00",9006002,3,0
80008,"2024/03/03 4:59:59",85,"2024/03/02 5:00:00",9006003,3,0
80008,"2024/03/04 4:59:59",86,"2024/03/03 5:00:00",9006004,3,0
80008,"2024/03/05 4:59:59",87,"2024/03/04 5:00:00",9006005,3,0
80008,"2024/03/06 4:59:59",88,"2024/03/05 5:00:00",9006006,3,0
80008,"2024/03/07 4:59:59",89,"2024/03/06 5:00:00",9006007,3,0
80008,"2024/03/08 4:59:59",90,"2024/03/07 5:00:00",9006008,3,0
80008,"2024/03/09 4:59:59",91,"2024/03/08 5:00:00",9006009,3,0
80008,"2024/03/10 4:59:59",92,"2024/03/09 5:00:00",9006010,3,0
80008,"2024/03/11 4:59:59",93,"2024/03/10 5:00:00",9006011,3,0
80008,"2024/03/12 4:59:59",94,"2024/03/11 5:00:00",9006012,3,0
80008,"2024/03/13 4:59:59",95,"2024/03/12 5:00:00",9006013,3,0
80008,"2024/03/14 4:59:59",96,"2024/03/13 5:00:00",9006014,3,0
80008,"2024/03/15 4:59:59",97,"2024/03/14 5:00:00",9006015,3,0
80008,"2024/03/16 4:59:59",98,"2024/03/15 5:00:00",9006016,3,1
80009,"2024/08/29 4:59:59",99,"2024/08/28 5:00:00",9007001,3,0
80009,"2024/08/30 4:59:59",100,"2024/08/29 5:00:00",9007002,3,0
80009,"2024/08/31 4:59:59",101,"2024/08/30 5:00:00",9007003,3,0
80009,"2024/09/01 4:59:59",102,"2024/08/31 5:00:00",9007004,3,0
80009,"2024/09/02 4:59:59",103,"2024/09/01 5:00:00",9007005,3,0
80009,"2024/09/03 4:59:59",104,"2024/09/02 5:00:00",9007006,3,0
80009,"2024/09/04 4:59:59",105,"2024/09/03 5:00:00",9007007,3,0
80009,"2024/09/05 4:59:59",106,"2024/09/04 5:00:00",9007008,3,0
80009,"2024/09/06 4:59:59",107,"2024/09/05 5:00:00",9007009,3,0
80009,"2024/09/07 4:59:59",108,"2024/09/06 5:00:00",9007010,3,0
80009,"2024/09/08 4:59:59",109,"2024/09/07 5:00:00",9007011,3,0
80009,"2024/09/09 4:59:59",110,"2024/09/08 5:00:00",9007012,3,0
80009,"2024/09/10 4:59:59",111,"2024/09/09 5:00:00",9007013,3,0
80009,"2024/09/11 4:59:59",112,"2024/09/10 5:00:00",9007014,3,0
80009,"2024/09/12 4:59:59",113,"2024/09/11 5:00:00",9007015,3,1
70010,"2024/12/25 4:59:59",114,"2024/12/24 5:00:00",400,0,0
70012,"2024/12/26 4:59:59",115,"2024/12/25 5:00:00",401,0,0
70011,0,116,0,440,1,0
80010,"2025/02/27 4:59:59",117,"2025/02/26 5:00:00",9008001,3,0
80010,"2025/02/28 4:59:59",118,"2025/02/27 5:00:00",9008002,3,0
80010,"2025/03/01 4:59:59",119,"2025/02/28 5:00:00",9008003,3,0
80010,"2025/03/02 4:59:59",120,"2025/03/01 5:00:00",9008004,3,0
80010,"2025/03/03 4:59:59",121,"2025/03/02 5:00:00",9008005,3,0
80010,"2025/03/04 4:59:59",122,"2025/03/03 5:00:00",9008006,3,0
80010,"2025/03/05 4:59:59",123,"2025/03/04 5:00:00",9008007,3,0
80010,"2025/03/06 4:59:59",124,"2025/03/05 5:00:00",9008008,3,0
80010,"2025/03/07 4:59:59",125,"2025/03/06 5:00:00",9008009,3,0
80010,"2025/03/08 4:59:59",126,"2025/03/07 5:00:00",9008010,3,0
80010,"2025/03/09 4:59:59",127,"2025/03/08 5:00:00",9008011,3,0
80010,"2025/03/10 4:59:59",128,"2025/03/09 5:00:00",9008012,3,1
80010,"2025/03/11 4:59:59",129,"2025/03/10 5:00:00",9008013,3,1
80010,"2025/03/12 4:59:59",130,"2025/03/11 5:00:00",9008014,3,1
80010,"2025/03/13 4:59:59",131,"2025/03/12 5:00:00",9008015,3,1
80010,"2025/03/14 4:59:59",132,"2025/03/13 5:00:00",9008016,3,1
80011,"2025/09/02 4:59:59",133,"2025/09/01 5:00:00",9009001,3,0
80011,"2025/09/03 4:59:59",134,"2025/09/02 5:00:00",9009002,3,0
80011,"2025/09/04 4:59:59",135,"2025/09/03 5:00:00",9009003,3,0
80011,"2025/09/05 4:59:59",136,"2025/09/04 5:00:00",9009004,3,0
80011,"2025/09/06 4:59:59",137,"2025/09/05 5:00:00",9009005,3,0
80011,"2025/09/07 4:59:59",138,"2025/09/06 5:00:00",9009006,3,0
80011,"2025/09/08 4:59:59",139,"2025/09/07 5:00:00",9009007,3,0
80011,"2025/09/09 4:59:59",140,"2025/09/08 5:00:00",9009008,3,0
80011,"2025/09/10 4:59:59",141,"2025/09/09 5:00:00",9009009,3,0
80011,"2025/09/11 4:59:59",142,"2025/09/10 5:00:00",9009010,3,0
80011,"2025/09/12 4:59:59",143,"2025/09/11 5:00:00",9009011,3,0
80011,"2025/09/13 4:59:59",144,"2025/09/12 5:00:00",9009012,3,0
80011,"2025/09/14 4:59:59",145,"2025/09/13 5:00:00",9009013,3,0
80011,"2025/09/15 4:59:59",146,"2025/09/14 5:00:00",9009014,3,0
80011,"2025/09/16 4:59:59",147,"2025/09/15 5:00:00",9009015,3,1
70014,"2025/12/25 4:59:59",148,"2025/12/24 5:00:00",400,0,0
70015,"2025/12/26 4:59:59",149,"2025/12/25 5:00:00",401,0,0
70013,0,150,0,441,1,0
80012,"2026/03/03 4:59:59",151,"2026/03/02 5:00:00",9010001,3,0
80012,"2026/03/04 4:59:59",152,"2026/03/03 5:00:00",9010002,3,0
80012,"2026/03/05 4:59:59",153,"2026/03/04 5:00:00",9010003,3,0
80012,"2026/03/06 4:59:59",154,"2026/03/05 5:00:00",9010004,3,0
80012,"2026/03/07 4:59:59",155,"2026/03/06 5:00:00",9010005,3,0
80012,"2026/03/08 4:59:59",156,"2026/03/07 5:00:00",9010006,3,0
80012,"2026/03/09 4:59:59",157,"2026/03/08 5:00:00",9010007,3,0
80012,"2026/03/10 4:59:59",158,"2026/03/09 5:00:00",9010008,3,0
