ex_skill_lv_3,main_skill_lv_4,main_skill_lv_8,ex_skill_lv_2,accuracy,physical_penetrate,level,resist_variation_id,rarity,magic_critical,main_skill_lv_7,def,main_skill_lv_1,promotion_level,magic_str,enemy_id,wave_hp_recovery,main_skill_lv_6,atk,ex_skill_lv_1,unit_id,ex_skill_lv_5,main_skill_lv_10,ex_skill_lv_4,physical_critical,energy_reduce_rate,enemy_color,magic_penetrate,dodge,name,main_skill_lv_3,main_skill_lv_2,union_burst_level,wave_energy_recovery,resist_status_id,life_steal,energy_recovery_rate,magic_def,hp_recovery_rate,main_skill_lv_5,main_skill_lv_9,hp
0,1,0,0,0,0,56,0,1,10,0,20,76,1,1232,710000602,0,0,0,0,600201,0,0,0,10,0,0,0,1,"유이의 섀도우",76,76,76,0,200000001,0,30,36,0,0,0,11032
0,1,0,0,0,0,56,0,1,10,0,45,76,1,0,710000603,0,0,1508,0,200500,0,0,0,10,0,0,0,1,"와일드 혼",76,76,76,0,200000001,0,30,36,0,0,0,24716
0,1,0,0,0,0,56,0,1,10,0,36,76,1,1016,710000604,0,0,0,0,202500,0,0,0,10,0,0,0,1,"케이브 뱃",76,76,76,0,200000001,0,30,49,0,0,0,18407
0,1,0,0,0,0,56,0,1,10,0,50,76,1,0,710000605,0,0,984,0,203500,0,0,0,10,0,0,0,1,"드릴 몰",76,76,76,0,200000001,0,30,36,0,0,0,20462
0,1,0,0,0,0,57,0,1,10,0,36,77,1,0,710000701,0,0,1188,0,603401,0,0,0,10,0,0,0,1,"유카리의 섀도우",77,77,77,0,200000001,0,30,25,0,0,0,13015
0,1,0,0,0,0,57,0,1,10,0,24,77,1,1200,710000702,0,0,0,0,602201,0,0,0,10,0,0,0,1,"요리의 섀도우",77,77,77,0,200000001,0,30,38,0,0,0,12330
0,1,0,0,0,0,57,0,1,10,0,66,77,1,0,710000703,0,0,1400,0,202700,0,0,0,10,0,0,0,1,"허밋 나이트",77,77,77,0,200000001,0,30,54,0,0,0,18360
0,1,0,0,0,0,57,0,1,10,0,41,77,1,0,710000704,0,0,1010,0,200100,0,0,0,10,0,0,0,1,"우끼끼",77,77,77,0,200000001,0,30,36,0,0,0,14066
0,1,0,0,0,0,57,0,1,10,0,50,77,1,0,710000705,0,0,1010,0,203500,0,0,0,10,0,0,0,1,"드릴 몰",77,77,77,0,200000001,0,30,36,0,0,0,20858
0,1,0,0,0,0,58,0,1,10,0,23,78,1,1382,710000801,0,0,0,0,602501,0,0,0,10,0,0,0,1,"스즈메의 섀도우",78,78,78,0,200000001,0,30,42,0,0,0,12870
0,1,0,0,0,0,58,0,1,10,0,39,78,1,0,710000802,0,0,1444,0,604001,0,0,0,10,0,0,0,1,"아오이의 섀도우",78,78,78,0,200000001,0,30,24,0,0,0,12113
0,1,0,0,0,0,58,0,1,10,0,300,78,1,0,710000803,0,0,1095,0,203300,0,0,0,10,0,0,0,1,"고블린 가드",78,78,78,0,200000001,0,30,60,0,0,0,11681
0,1,0,0,0,0,58,0,1,10,0,36,78,1,931,710000804,0,0,0,0,202500,0,0,0,10,0,0,0,1,"케이브 뱃",78,78,78,0,200000001,0,30,49,0,0,0,18803
0,1,0,0,0,0,58,0,1,10,0,38,78,1,1214,710000805,0,0,0,0,200700,0,0,0,10,0,0,0,1,"우드 소울",78,78,78,0,200000001,0,30,37,0,0,0,13273
0,1,0,0,0,0,59,0,1,10,0,60,79,1,0,710000901,0,0,1366,0,605201,0,0,0,10,0,0,0,1,"리마의 섀도우",0,0,79,0,200000001,0,30,32,0,0,0,26533
0,1,0,0,0,0,59,0,1,10,0,44,79,1,0,710000902,0,0,1654,0,600101,0,0,0,10,0,0,0,1,"히요리의 섀도우",79,79,79,0,200000001,0,30,30,0,0,0,16583
0,1,0,0,0,0,59,0,1,10,0,68,79,1,0,710000903,0,0,1500,0,202700,0,0,0,10,0,0,0,1,"허밋 나이트",79,79,79,0,200000001,0,30,54,0,0,0,19390
0,1,0,0,0,0,59,0,1,10,0,37,79,1,1150,710000904,0,0,0,0,202200,0,0,0,10,0,0,0,1,"윙 롭",79,79,79,0,200000001,0,30,50,0,0,0,21517
0,1,0,0,0,0,59,0,1,10,0,53,79,1,0,710000905,0,0,1142,0,200800,0,0,0,10,0,0,0,1,"비글",79,79,79,0,200000001,0,30,38,0,0,0,17194
0,1,0,0,0,0,65,0,1,10,0,100,85,1,2700,710001001,0,0,2700,0,302200,0,0,0,10,0,0,0,1,"액트 갈라디온",85,85,85,0,300000008,0,30,100,0,0,0,144200
0,1,0,0,0,0,65,0,1,10,0,70,85,1,1200,710001002,0,0,1200,0,204800,0,0,0,10,0,0,0,1,"루인 돌",85,85,85,0,200000001,0,30,70,0,0,0,28840
0,1,0,0,0,0,61,0,1,10,0,50,81,1,0,710001101,0,0,1797,0,600301,0,0,0,10,0,0,0,1,"레이의 섀도우",81,81,81,0,200000001,0,30,31,0,0,0,23175
0,1,0,0,0,0,61,0,1,10,0,48,81,1,0,710001102,0,0,1719,0,600401,0,0,0,10,0,0,0,1,"미소기의 섀도우",81,81,81,0,200000001,0,30,33,0,0,0,23175
0,1,0,0,0,0,61,0,1,10,0,48,81,1,0,710001103,0,0,1406,0,200500,0,0,0,10,0,0,0,1,"와일드 혼",81,81,81,0,200000001,0,30,38,0,0,0,27361
0,1,0,0,0,0,61,0,1,10,0,39,81,1,0,710001104,0,0,1222,0,203900,0,0,0,10,0,0,0,1,"이블 캐논",81,81,81,0,200000001,0,30,38,0,0,0,13878
0,1,0,0,0,0,61,0,1,10,0,43,81,1,0,710001105,0,0,1074,0,201100,0,0,0,10,0,0,0,1,"코볼트",81,81,81,0,200000001,0,30,38,0,0,0,15709
0,1,0,0,0,0,62,0,1,10,0,46,82,1,0,710001201,0,0,1719,0,604001,0,0,0,10,0,0,0,1,"아오이의 섀도우",82,82,82,0,200000001,0,30,29,0,0,0,15450
0,1,0,0,0,0,62,0,1,10,0,27,82,1,1645,710001202,0,0,0,0,602501,0,0,0,10,0,0,0,1,"스즈메의 섀도우",82,82,82,0,200000001,0,30,50,0,0,0,16417
0,1,0,0,0,0,62,0,1,10,0,59,82,1,0,710001203,0,0,1342,0,202902,0,0,0,10,0,0,0,1,"글래스 리자드",82,82,82,0,200000001,0,30,57,0,0,0,21527
0,1,0,0,0,0,62,0,1,10,0,43,82,1,0,710001204,0,0,1298,0,201900,0,0,0,10,0,0,0,1,"우파루파",82,82,82,0,200000001,0,30,47,0,0,0,20857
0,1,0,0,0,0,62,0,1,10,0,60,82,1,0,710001205,0,0,1635,0,202400,0,0,0,10,0,0,0,1,"케이브 에이프",82,82,82,0,200000001,0,30,33,0,0,0,24967
0,1,0,0,0,0,63,0,1,10,0,54,83,1,0,710001301,0,0,1857,0,602101,0,0,0,10,0,0,0,1,"쿠루미의 섀도우",83,83,83,0,200000001,0,30,33,0,0,0,25029
0,1,0,0,0,0,63,0,1,10,0,33,83,1,1635,710001302,0,0,0,0,605001,0,0,0,10,0,0,0,1,"미사키의 섀도우",83,83,83,0,200000001,0,30,54,0,0,0,18772
0,1,0,0,0,0,63,0,1,10,0,85,83,1,0,710001303,0,0,1475,0,202700,0,0,0,10,0,0,0,1,"허밋 나이트",83,83,83,0,200000001,0,30,64,0,0,0,22619
0,1,0,0,0,0,63,0,1,10,0,43,83,1,1332,710001304,0,0,0,0,200700,0,0,0,10,0,0,0,1,"우드 소울",83,83,83,0,200000001,0,30,43,0,0,0,17879
0,1,0,0,0,0,63,0,1,10,0,50,83,1,0,710001305,0,0,1175,0,201900,0,0,0,10,0,0,0,1,"우파루파",83,83,83,0,200000001,0,30,58,0,0,0,21633
0,1,0,0,0,0,64,0,1,10,0,52,84,1,0,710001401,0,0,1941,0,600101,0,0,0,10,0,0,0,1,"히요리의 섀도우",84,84,84,0,200000001,0,30,35,0,0,0,20858
0,1,0,0,0,0,64,0,1,10,0,33,84,1,1706,710001402,0,0,0,0,602201,0,0,0,10,0,0,0,1,"요리의 섀도우",84,84,84,0,200000001,0,30,54,0,0,0,18772
0,1,0,0,0,0,64,0,1,10,0,58,84,1,0,710001403,0,0,1456,0,202901,0,0,0,10,0,0,0,1,"록 리자드",84,84,84,0,200000001,0,30,43,0,0,0,21433
0,1,0,0,0,0,64,0,1,10,0,61,84,1,0,710001404,0,0,1642,0,202400,0,0,0,10,0,0,0,1,"케이브 에이프",84,84,84,0,200000001,0,30,35,0,0,0,25362
0,1,0,0,0,0,64,0,1,10,0,53,84,1,0,710001405,0,0,887,0,200100,0,0,0,10,0,0,0,1,"우끼끼",84,84,84,0,200000001,0,30,43,0,0,0,16250
0,1,0,0,0,0,65,0,1,10,0,60,85,1,0,710001501,0,0,2157,0,600301,0,0,0,10,0,0,0,1,"레이의 섀도우",85,85,85,0,200000001,0,30,37,0,0,0,27810
0,1,0,0,0,0,65,0,1,10,0,32,85,1,2053,710001502,0,0,0,0,600201,0,0,0,10,0,0,0,1,"유이의 섀도우",85,85,85,0,200000001,0,30,60,0,0,0,19699
0,1,0,0,0,0,65,0,1,10,0,41,85,1,0,710001503,0,0,1710,0,200400,0,0,0,10,0,0,0,1,"웨어울프",85,85,85,0,200000001,0,30,36,0,0,0,32123
0,1,0,0,0,0,65,0,1,10,0,56,85,1,0,710001504,0,0,1370,0,204000,0,0,0,10,0,0,0,1,"쁘띠 그리핀",85,85,85,0,200000001,0,30,41,0,0,0,20798
0,1,0,0,0,0,65,0,1,10,0,66,85,1,989,710001505,0,0,0,0,200701,0,0,0,10,0,0,0,1,"록 소울",85,85,85,0,200000001,0,30,56,0,0,0,15954
0,1,0,0,0,0,66,0,1,10,0,57,86,1,0,710001601,0,0,1875,0,603401,0,0,0,10,0,0,0,1,"유카리의 섀도우",86,86,86,0,200000001,0,30,39,0,0,0,22017
0,1,0,0,0,0,66,0,1,10,0,78,86,1,0,710001602,0,0,1782,0,605201,0,0,0,10,0,0,0,1,"리마의 섀도우",0,0,86,0,200000001,0,30,41,0,0,0,37080
0,1,0,0,0,0,66,0,1,10,0,66,86,1,0,710001603,0,0,1530,0,202400,0,0,0,10,0,0,0,1,"케이브 에이프",86,86,86,0,200000001,0,30,36,0,0,0,25980
0,1,0,0,0,0,66,0,1,10,0,62,86,1,1134,710001604,0,0,0,0,201600,0,0,0,10,0,0,0,1,"드라이어드",86,86,86,0,200000001,0,30,63,0,0,0,19236
0,1,0,0,0,0,66,0,1,10,0,300,86,1,0,710001605,0,0,1554,0,203300,0,0,0,10,0,0,0,1,"고블린 가드",86,86,86,0,200000001,0,30,61,0,0,0,19735
0,1,0,0,0,0,67,0,1,10,0,44,87,1,2369,710001701,0,0,0,0,600601,0,0,0,10,0,0,0,1,"아카리의 섀도우",87,87,87,0,200000001,0,30,71,0,0,0,25029
0,1,0,0,0,0,67,0,1,10,0,44,87,1,2274,710001702,0,0,0,0,602201,0,0,0,10,0,0,0,1,"요리의 섀도우",87,87,87,0,200000001,0,30,71,0,0,0,25029
0,1,0,0,0,0,67,0,1,10,0,86,87,1,1418,710001703,0,0,0,0,200701,0,0,0,10,0,0,0,1,"록 소울",87,87,87,0,200000001,0,30,71,0,0,0,23475
0,1,0,0,0,0,67,0,1,10,0,87,87,1,0,710001704,0,0,1635,0,202700,0,0,0,10,0,0,0,1,"허밋 나이트",87,87,87,0,200000001,0,30,71,0,0,0,29380
0,1,0,0,0,0,67,0,1,10,0,57,87,1,0,710001705,0,0,1719,0,203800,0,0,0,10,0,0,0,1,"오크",87,87,87,0,200000001,0,30,41,0,0,0,36965
0,1,0,0,0,0,68,0,1,10,0,82,88,1,0,710001801,0,0,2138,0,600701,0,0,0,10,0,0,0,1,"미야코의 섀도우",88,88,88,0,200000001,0,30,50,0,0,0,41715
0,1,0,0,0,0,68,0,1,10,0,39,88,1,2464,710001802,0,0,0,0,600201,0,0,0,10,0,0,0,1,"유이의 섀도우",88,88,88,0,200000001,0,30,71,0,0,0,23639
0,1,0,0,0,0,68,0,1,10,0,57,88,1,0,710001803,0,0,1719,0,203800,0,0,0,10,0,0,0,1,"오크",88,88,88,0,200000001,0,30,41,0,0,0,36965
0,1,0,0,0,0,68,0,1,10,0,67,88,1,2304,710001804,0,0,0,0,201400,0,0,0,10,0,0,0,1,"엘더 클라우드",88,88,88,0,200000001,0,30,46,0,0,0,26719
0,1,0,0,0,0,68,0,1,10,0,67,88,1,0,710001805,0,0,1372,0,200800,0,0,0,10,0,0,0,1,"비글",88,88,88,0,200000001,0,30,61,0,0,0,26938
0,1,0,0,0,0,69,0,1,10,0,87,89,1,0,710001901,0,0,3025,0,602001,0,0,0,10,0,0,0,1,"미미의 섀도우",89,89,89,0,200000001,0,30,54,0,0,0,40788
0,1,0,0,0,0,69,0,1,10,0,84,89,1,0,710001902,0,0,3025,0,600401,0,0,0,10,0,0,0,1,"미소기의 섀도우",89,89,89,0,200000001,0,30,57,0,0,0,40788
0,1,0,0,0,0,69,0,1,10,0,67,89,1,0,710001903,0,0,1359,0,201900,0,0,0,10,0,0,0,1,"우파루파",89,89,89,0,200000001,0,30,71,0,0,0,26071
0,1,0,0,0,0,69,0,1,10,0,59,89,1,0,710001904,0,0,1785,0,203801,0,0,0,10,0,0,0,1,"하이 오크",89,89,89,0,200000001,0,30,42,0,0,0,35783
0,1,0,0,0,0,69,0,1,10,0,43,89,1,1203,710001905,0,0,0,0,202500,0,0,0,10,0,0,0,1,"케이브 뱃",89,89,89,0,200000001,0,30,58,0,0,0,20174
0,1,0,0,0,0,75,0,1,10,0,140,95,1,2900,710002001,0,0,3600,0,302200,0,0,0,10,0,0,0,1,"액트 갈라디온",95,95,95,0,300000008,0,30,140,0,0,0,185400
0,1,0,0,0,0,75,0,1,10,0,80,95,1,1500,710002002,0,0,1500,0,204800,0,0,0,10,0,0,0,1,"루인 돌",95,95,95,0,200000001,0,30,80,0,0,0,35170
0,1,0,0,0,0,71,0,1,10,0,56,91,1,2906,710002101,0,0,0,0,600801,0,0,0,10,0,0,0,1,"유키의 섀도우",91,91,91,0,200000001,0,30,91,0,0,0,36009
0,1,0,0,0,0,71,0,1,10,0,56,91,1,2785,710002102,0,0,0,0,605001,0,0,0,10,0,0,0,1,"미사키의 섀도우",91,91,91,0,200000001,0,30,91,0,0,0,34114
0,1,0,0,0,0,71,0,1,10,0,90,91,1,0,710002103,0,0,1736,0,202900,0,0,0,10,0,0,0,1,"포이든",91,91,91,0,200000001,0,30,82,0,0,0,30872
0,1,0,0,0,0,71,0,1,10,0,81,91,1,0,710002104,0,0,1926,0,200400,0,0,0,10,0,0,0,1,"웨어울프",91,91,91,0,200000001,0,30,66,0,0,0,38431
0,1,0,0,0,0,71,0,1,10,0,72,91,1,1379,710002105,0,0,0,0,201600,0,0,0,10,0,0,0,1,"드라이어드",91,91,91,0,200000001,0,30,82,0,0,0,29240
0,1,0,0,0,0,72,0,1,10,0,88,92,1,0,710002201,0,0,3600,0,603801,0,0,0,10,0,0,0,1,"시오리의 섀도우",92,92,92,0,200000001,0,30,55,0,0,0,33620
0,1,0,0,0,0,72,0,1,10,0,51,92,1,3158,710002202,0,0,0,0,602501,0,0,0,10,0,0,0,1,"스즈메의 섀도우",92,92,92,0,200000001,0,30,95,0,0,0,33620
0,1,0,0,0,0,72,0,1,10,0,66,92,1,0,710002203,0,0,1611,0,203801,0,0,0,10,0,0,0,1,"하이 오크",92,92,92,0,200000001,0,30,51,0,0,0,38168
0,1,0,0,0,0,72,0,1,10,0,90,92,1,0,710002204,0,0,1736,0,202700,0,0,0,10,0,0,0,1,"허밋 나이트",92,92,92,0,200000001,0,30,76,0,0,0,32735
0,1,0,0,0,0,72,0,1,10,0,50,92,1,0,710002205,0,0,1819,0,202800,0,0,0,10,0,0,0,1,"방랑 까마귀",92,92,92,0,200000001,0,30,35,0,0,0,29736
0,1,0,0,0,0,73,0,1,10,0,55,93,1,3356,710002301,0,0,0,0,604201,0,0,0,10,0,0,0,1,"치카의 섀도우",93,93,93,0,200000001,0,30,101,0,0,0,35721
0,1,0,0,0,0,73,0,1,10,0,132,93,1,0,710002302,0,0,3029,0,605201,0,0,0,10,0,0,0,1,"리마의 섀도우",0,0,93,0,200000001,0,30,70,0,0,0,67239
0,1,0,0,0,0,73,0,1,10,0,66,93,1,0,710002303,0,0,2131,0,203801,0,0,0,10,0,0,0,1,"하이 오크",93,93,93,0,200000001,0,30,51,0,0,0,43112
0,1,0,0,0,0,73,0,1,10,0,49,93,1,1561,710002304,0,0,0,0,202500,0,0,0,10,0,0,0,1,"케이브 뱃",93,93,93,0,200000001,0,30,70,0,0,0,29990
0,1,0,0,0,0,73,0,1,10,0,67,93,1,0,710002305,0,0,1391,0,201301,0,0,0,10,0,0,0,1,"매드 플라워",93,93,93,0,200000001,0,30,58,0,0,0,29499
0,1,0,0,0,0,74,0,1,10,0,105,94,1,0,710002401,0,0,3313,0,604801,0,0,0,10,0,0,0,1,"미후유의 섀도우",94,94,94,0,200000001,0,30,65,0,0,0,52407
0,1,0,0,0,0,74,0,1,10,0,97,94,1,0,710002402,0,0,3644,0,604001,0,0,0,10,0,0,0,1,"아오이의 섀도우",94,94,94,0,200000001,0,30,61,0,0,0,34938
0,1,0,0,0,0,74,0,1,10,0,61,94,1,0,710002403,0,0,1836,0,202900,0,0,0,10,0,0,0,1,"포이든",94,94,94,0,200000001,0,30,58,0,0,0,38288
0,1,0,0,0,0,74,0,1,10,0,79,94,1,0,710002404,0,0,2095,0,202400,0,0,0,10,0,0,0,1,"케이브 에이프",94,94,94,0,200000001,0,30,45,0,0,0,48347
0,1,0,0,0,0,74,0,1,10,0,49,94,1,0,710002405,0,0,1892,0,204300,0,0,0,10,0,0,0,1,"포이즌 팟",94,94,94,0,200000001,0,30,70,0,0,0,34418
0,1,0,0,0,0,75,0,1,10,0,107,95,1,0,710002501,0,0,4200,0,601701,0,0,0,10,0,0,0,1,"카오리의 섀도우",95,95,95,0,200000001,0,30,73,0,0,0,46144
0,1,0,0,0,0,75,0,1,10,0,111,95,1,0,710002502,0,0,3850,0,602101,0,0,0,10,0,0,0,1,"쿠루미의 섀도우",95,95,95,0,200000001,0,30,68,0,0,0,55373
0,1,0,0,0,0,75,0,1,10,0,63,95,1,0,710002503,0,0,1856,0,202900,0,0,0,10,0,0,0,1,"포이든",95,95,95,0,200000001,0,30,60,0,0,0,38288
0,1,0,0,0,0,75,0,1,10,0,50,95,1,1644,710002504,0,0,0,0,203200,0,0,0,10,0,0,0,1,"임프",95,95,95,0,200000001,0,30,80,0,0,0,41400
0,1,0,0,0,0,75,0,1,10,0,71,95,1,2784,710002505,0,0,0,0,201400,0,0,0,10,0,0,0,1,"엘더 클라우드",95,95,95,0,200000001,0,30,50,0,0,0,42732
0,1,0,0,0,0,75,0,1,10,0,110,95,1,0,710002601,0,0,3625,0,603101,0,0,0,10,0,0,0,1,"시노부의 섀도우",95,95,95,0,200000001,0,30,75,0,0,0,52572
0,1,0,0,0,0,75,0,1,10,0,110,95,1,0,710002602,0,0,4169,0,600101,0,0,0,10,0,0,0,1,"히요리의 섀도우",95,95,95,0,200000001,0,30,75,0,0,0,47792
0,1,0,0,0,0,75,0,1,10,0,69,95,1,0,710002603,0,0,2181,0,203801,0,0,0,10,0,0,0,1,"하이 오크",95,95,95,0,200000001,0,30,54,0,0,0,46408
0,1,0,0,0,0,75,0,1,10,0,50,95,1,0,710002604,0,0,1447,0,203900,0,0,0,10,0,0,0,1,"이블 캐논",95,95,95,0,200000001,0,30,54,0,0,0,31147
0,1,0,0,0,0,75,0,1,10,0,85,95,1,0,710002605,0,0,2128,0,201100,0,0,0,10,0,0,0,1,"코볼트",95,95,95,0,200000001,0,30,92,0,0,0,36932
0,1,0,0,0,0,75,0,1,10,0,110,95,1,0,710002701,0,0,4500,0,601601,0,0,0,10,0,0,0,1,"스즈나의 섀도우",95,95,95,0,200000001,0,30,69,0,0,0,42024
0,1,0,0,0,0,75,0,1,10,0,119,95,1,0,710002702,0,0,4313,0,600301,0,0,0,10,0,0,0,1,"레이의 섀도우",95,95,95,0,200000001,0,30,73,0,0,0,59328
0,1,0,0,0,0,75,0,1,10,0,106,95,1,0,710002703,0,0,2395,0,200901,0,0,0,10,0,0,0,1,"트위스티드 아카시아",95,95,95,0,200000001,0,30,95,0,0,0,53442
0,1,0,0,0,0,75,0,1,10,0,93,95,1,0,710002704,0,0,2176,0,203500,0,0,0,10,0,0,0,1,"드릴 몰",95,95,95,0,200000001,0,30,69,0,0,0,55331
0,1,0,0,0,0,75,0,1,10,0,80,95,1,2038,710002705,0,0,0,0,203200,0,0,0,10,0,0,0,1,"임프",95,95,95,0,200000001,0,30,126,0,0,0,55372
0,1,0,0,0,0,75,0,1,10,0,123,95,1,0,710002801,0,0,5038,0,602701,0,0,0,10,0,0,0,1,"에리코의 섀도우",95,95,95,0,200000001,0,30,76,0,0,0,56197
0,1,0,0,0,0,75,0,1,10,0,118,95,1,0,710002802,0,0,3875,0,603401,0,0,0,10,0,0,0,1,"유카리의 섀도우",95,95,95,0,200000001,0,30,80,0,0,0,48534
0,1,0,0,0,0,75,0,1,10,0,309,95,1,450,710002803,0,0,2004,0,203300,0,0,0,10,0,0,0,1,"고블린 가드",95,95,95,0,200000001,0,30,70,0,0,0,34118
0,1,0,0,0,0,75,0,1,10,0,84,95,1,2151,710002804,0,0,0,0,202500,0,0,0,10,0,0,0,1,"케이브 뱃",95,95,95,0,200000001,0,30,116,0,0,0,51308
0,1,0,0,0,0,75,0,1,10,0,83,95,1,2125,710002805,0,0,0,0,205300,0,0,0,10,0,0,0,1,"아이스 칙",95,95,95,0,200000001,0,30,106,0,0,0,53280
0,1,0,0,0,0,75,0,1,10,0,127,95,1,0,710002901,0,0,3600,0,604501,0,0,0,10,0,0,0,1,"쿠우카의 섀도우",95,95,95,0,200000001,0,30,107,0,0,0,79104
0,1,0,0,0,0,75,0,1,10,0,78,95,1,3874,710002902,0,0,0,0,605001,0,0,0,10,0,0,0,1,"미사키의 섀도우",95,95,95,0,200000001,0,30,127,0,0,0,47463
