end_time,purpose_type,description,condition_value_1,start_time,condition_value_3,mission_reward_id,event_id,special_mission_id,mission_condition,condition_num,disp_group,category_icon,system_id,condition_value_2
"2020/03/16 14:59:59",0,"스페셜 배틀의 보스 HP를 900,000까지 줄이자",0,"2020/02/27 15:00:00",0,81011006,10011,81011006,9013,4600000,113,601,6011,0
"2020/03/16 14:59:59",0,"스페셜 배틀의 보스를 격파하자",0,"2020/02/27 15:00:00",0,81011007,10011,81011007,9013,5500000,115,601,6011,0
"2020/04/19 14:59:59",0,"카오리, 마코토, 마호, 카스미의 섀도우를 쓰러뜨리자",0,"2020/04/01 15:00:00",0,81012001,10012,81012001,9001,4,103,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 보스 HP를 2,700,000까지 줄이자",0,"2020/04/01 15:00:00",0,81012002,10012,81012002,9013,450000,104,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 보스 HP를 2,100,000까지 줄이자",0,"2020/04/01 15:00:00",0,81012003,10012,81012003,9013,1050000,105,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 MODE2을 클리어하자",0,"2020/04/01 15:00:00",0,81012004,10012,81012004,9013,1543500,106,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2020/04/01 15:00:00",0,81012005,10012,81012005,9013,2150000,111,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 보스 HP를 500,000까지 줄이자",0,"2020/04/01 15:00:00",0,81012006,10012,81012006,9013,2650000,113,601,6011,0
"2020/04/19 14:59:59",0,"스페셜 배틀의 보스를 격파하자",0,"2020/04/01 15:00:00",0,81012007,10012,81012007,9013,3150000,115,601,6011,0
"2020/05/17 14:59:59",0,"페코린느, 콧코로, 캬루의 섀도우를 쓰러뜨리자",0,"2020/04/29 15:00:00",0,81013001,10013,81013001,9001,3,103,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 보스 HP를 2,700,000까지 줄이자",0,"2020/04/29 15:00:00",0,81013002,10013,81013002,9013,300000,104,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 보스 HP를 2,100,000까지 줄이자",0,"2020/04/29 15:00:00",0,81013003,10013,81013003,9013,900000,105,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 MODE2을 클리어하자",0,"2020/04/29 15:00:00",0,81013004,10013,81013004,9013,1500000,106,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2020/04/29 15:00:00",0,81013005,10013,81013005,9013,2000000,111,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 보스 HP를 500,000까지 줄이자",0,"2020/04/29 15:00:00",0,81013006,10013,81013006,9013,2500000,113,601,6011,0
"2020/05/17 14:59:59",0,"스페셜 배틀의 보스를 격파하자",0,"2020/04/29 15:00:00",0,81013007,10013,81013007,9013,3000000,115,601,6011,0
"2020/06/15 14:59:59",0,"모니카, 아유미, 유키의 섀도우를 쓰러뜨리자",0,"2020/05/28 15:00:00",0,81015001,10015,81015001,9001,3,103,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 보스 HP를 1,200,000까지 줄이자",0,"2020/05/28 15:00:00",0,81015002,10015,81015002,9013,300000,104,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2020/05/28 15:00:00",0,81015003,10015,81015003,9013,500000,105,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",0,"2020/05/28 15:00:00",0,81015004,10015,81015004,9013,750000,106,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 보스 HP를 400,000까지 줄이자",0,"2020/05/28 15:00:00",0,81015005,10015,81015005,9013,1100000,111,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 보스 HP를 200,000까지 줄이자",0,"2020/05/28 15:00:00",0,81015006,10015,81015006,9013,1300000,113,601,6011,0
"2020/06/15 14:59:59",0,"스페셜 배틀의 보스를 격파하자",0,"2020/05/28 15:00:00",0,81015007,10015,81015007,9013,1500000,115,601,6011,0
"2020/07/18 14:59:59",0,"렘과 람의 섀도우를 쓰러뜨리자",0,"2020/06/30 15:00:00",0,81017001,10017,81017001,9001,2,103,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 2,850,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017002,10017,81017002,9013,300000,104,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 2,250,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017003,10017,81017003,9013,900000,105,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 1,650,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017004,10017,81017004,9013,1500000,106,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 1,150,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017005,10017,81017005,9013,2000000,111,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 650,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017006,10017,81017006,9013,2500000,113,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 배틀의 보스 HP를 150,000까지 줄이자",0,"2020/06/30 15:00:00",0,81017007,10017,81017007,9013,3000000,115,601,6011,0
"2020/07/18 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/06/30 15:00:00",0,81017008,10017,81017008,9015,1,118,601,6011,0
"2020/08/17 14:59:59",4,"비의 신의 배리어를 격파하자",0,"2020/07/30 15:00:00",0,81019001,10019,81019001,9014,200,103,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 보스 HP를 3,600,000까지 줄이자",0,"2020/07/30 15:00:00",0,81019002,10019,81019002,9013,900000,104,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 보스 HP를 3,000,000까지 줄이자",0,"2020/07/30 15:00:00",0,81019003,10019,81019003,9013,1500000,105,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 MODE2를 클리어하자",0,"2020/07/30 15:00:00",0,81019004,10019,81019004,9013,2250000,106,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 보스 HP를 1,200,000까지 줄이자",0,"2020/07/30 15:00:00",0,81019005,10019,81019005,9013,3300000,111,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 보스 HP를 600,000까지 줄이자",0,"2020/07/30 15:00:00",0,81019006,10019,81019006,9013,3900000,113,601,6011,0
"2020/08/17 14:59:59",1,"스페셜 배틀의 보스를 격파하자",0,"2020/07/30 15:00:00",0,81019007,10019,81019007,9013,4500000,115,601,6011,0
"2020/08/17 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/07/30 15:00:00",0,81019008,10019,81019008,9015,1,118,601,6011,0
"2020/09/18 14:59:59",1,"스페셜 배틀의 보스 HP를 2,550,000까지 줄이자",0,"2020/08/31 15:00:00",0,81021001,10021,81021001,9013,600000,103,601,6011,0
"2020/09/18 14:59:59",1,"스페셜 배틀의 MODE1을 클리어하자",0,"2020/08/31 15:00:00",0,81021002,10021,81021002,9013,1260000,104,601,6011,0
"2020/09/18 14:59:59",0,"마지문의 분신 15마리를 쓰러뜨리자",0,"2020/08/31 15:00:00",0,81021003,10021,81021003,9014,15,105,601,6011,0
"2020/09/18 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",0,"2020/08/31 15:00:00",0,81021004,10021,81021004,9014,30,106,601,6011,0
"2020/09/18 14:59:59",1,"스페셜 배틀의 보스 HP를 1,450,000까지 줄이자",0,"2020/08/31 15:00:00",0,81021005,10021,81021005,9013,1700000,111,601,6011,0
"2020/09/18 14:59:59",1,"스페셜 배틀의 보스 HP를 850,000까지 줄이자",0,"2020/08/31 15:00:00",0,81021006,10021,81021006,9013,2300000,113,601,6011,0
"2020/09/18 14:59:59",1,"스페셜 배틀의 보스를 격파하자",0,"2020/08/31 15:00:00",0,81021007,10021,81021007,9013,3150000,115,601,6011,0
"2020/09/18 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/08/31 15:00:00",0,81021008,10021,81021008,9015,1,118,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 보스 HP를 3,150,000까지 줄이자",0,"2020/09/29 15:00:00",0,81023001,10023,81023001,9013,450000,103,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 MODE1을 클리어하자",0,"2020/09/29 15:00:00",0,81023002,10023,81023002,9013,900000,104,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 보스 HP를 2,100,000까지 줄이자",0,"2020/09/29 15:00:00",0,81023003,10023,81023003,9013,1500000,105,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 보스 HP를 1,500,000까지 줄이자",0,"2020/09/29 15:00:00",0,81023004,10023,81023004,9013,2100000,106,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 MODE2를 클리어하자",0,"2020/09/29 15:00:00",0,81023005,10023,81023005,9013,2700000,111,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 보스 HP를 450,000까지 줄이자",0,"2020/09/29 15:00:00",0,81023006,10023,81023006,9013,3150000,113,601,6011,0
"2020/10/17 14:59:59",1,"스페셜 배틀의 보스를 격파하자",0,"2020/09/29 15:00:00",0,81023007,10023,81023007,9013,3600000,115,601,6011,0
"2020/10/17 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/09/29 15:00:00",0,81023008,10023,81023008,9015,1,118,601,6011,0
"2020/11/16 14:59:59",0,"미소기와 미미와 쿄우카의 섀도우를 쓰러뜨리자",0,"2020/10/29 15:00:00",0,81025001,10025,81025001,9001,3,103,601,6011,0
"2020/11/16 14:59:59",1,"스페셜 배틀의 보스 HP를 3,150,000까지 줄이자",0,"2020/10/29 15:00:00",0,81025002,10025,81025002,9013,600000,104,601,6011,0
"2020/11/16 14:59:59",1,"스페셜 배틀의 보스 HP를 2,550,000까지 줄이자",0,"2020/10/29 15:00:00",0,81025003,10025,81025003,9013,1200000,105,601,6011,0
"2020/11/16 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2020/10/29 15:00:00",0,81025004,10025,81025004,9016,1,106,601,6011,0
"2020/11/16 14:59:59",1,"스페셜 배틀의 보스 HP를 1,275,000까지 줄이자",0,"2020/10/29 15:00:00",0,81025005,10025,81025005,9013,2475000,111,601,6011,0
"2020/11/16 14:59:59",1,"스페셜 배틀의 보스 HP를 675,000까지 줄이자",0,"2020/10/29 15:00:00",0,81025006,10025,81025006,9013,3075000,113,601,6011,0
"2020/11/16 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2020/10/29 15:00:00",0,81025007,10025,81025007,9016,1,115,601,6011,0
"2020/11/16 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/10/29 15:00:00",0,81025008,10025,81025008,9015,1,118,601,6011,0
"2020/12/18 14:59:59",1,"스페셜 배틀의 보스 HP를 3,250,000까지 줄이자",0,"2020/11/30 15:00:00",0,81027001,10027,81027001,9013,500000,103,601,6011,0
"2020/12/18 14:59:59",1,"스페셜 배틀의 보스 HP를 2,750,000까지 줄이자",0,"2020/11/30 15:00:00",0,81027002,10027,81027002,9013,1000000,104,601,6011,0
"2020/12/18 14:59:59",1,"스페셜 배틀의 보스 HP를 2,250,000까지 줄이자",0,"2020/11/30 15:00:00",0,81027003,10027,81027003,9013,1500000,105,601,6011,0
"2020/12/18 14:59:59",0,"MODE2의 모든 몬스터를 쓰러뜨리자",2,"2020/11/30 15:00:00",0,81027004,10027,81027004,9016,1,106,601,6011,0
"2020/12/18 14:59:59",1,"스페셜 배틀의 보스 HP를 1,450,000까지 줄이자",0,"2020/11/30 15:00:00",0,81027005,10027,81027005,9013,2300000,111,601,6011,0
"2020/12/18 14:59:59",1,"스페셜 배틀의 보스 HP를 650,000까지 줄이자",0,"2020/11/30 15:00:00",0,81027006,10027,81027006,9013,3100000,113,601,6011,0
"2020/12/18 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2020/11/30 15:00:00",0,81027007,10027,81027007,9016,1,115,601,6011,0
"2020/12/18 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/11/30 15:00:00",0,81027008,10027,81027008,9015,1,118,601,6011,0
"2021/01/16 14:59:59",0,"크리스티나와 노조미와 이리야의 섀도우를 쓰러뜨리자",0,"2020/12/29 15:00:00",0,81029001,10029,81029001,9001,3,103,601,6011,0
"2021/01/16 14:59:59",1,"스페셜 배틀의 보스 HP를 4,300,000까지 줄이자",0,"2020/12/29 15:00:00",0,81029002,10029,81029002,9013,700000,104,601,6011,0
"2021/01/16 14:59:59",1,"스페셜 배틀의 보스 HP를 3,650,000까지 줄이자",0,"2020/12/29 15:00:00",0,81029003,10029,81029003,9013,1350000,105,601,6011,0
"2021/01/16 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2020/12/29 15:00:00",0,81029004,10029,81029004,9016,1,106,601,6011,0
"2021/01/16 14:59:59",1,"스페셜 배틀의 보스 HP를 2,000,000까지 줄이자",0,"2020/12/29 15:00:00",0,81029005,10029,81029005,9013,3000000,111,601,6011,0
"2021/01/16 14:59:59",1,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2020/12/29 15:00:00",0,81029006,10029,81029006,9013,4000000,113,601,6011,0
"2021/01/16 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2020/12/29 15:00:00",0,81029007,10029,81029007,9016,1,115,601,6011,0
"2021/01/16 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2020/12/29 15:00:00",0,81029008,10029,81029008,9015,1,118,601,6011,0
"2021/02/15 14:59:59",0,"팀 미식전의 섀도우를 쓰러뜨리자",0,"2021/01/28 15:00:00",0,81031001,10031,81031001,9001,4,103,601,6011,0
"2021/02/15 14:59:59",1,"스페셜 배틀의 보스 HP를 3,150,000까지 줄이자",0,"2021/01/28 15:00:00",0,81031002,10031,81031002,9013,600000,104,601,6011,0
"2021/02/15 14:59:59",1,"스페셜 배틀의 보스 HP를 2,550,000까지 줄이자",0,"2021/01/28 15:00:00",0,81031003,10031,81031003,9013,1200000,105,601,6011,0
"2021/02/15 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2021/01/28 15:00:00",0,81031004,10031,81031004,9016,1,106,601,6011,0
"2021/02/15 14:59:59",1,"스페셜 배틀의 보스 HP를 1,275,000까지 줄이자",0,"2021/01/28 15:00:00",0,81031005,10031,81031005,9013,2475000,111,601,6011,0
"2021/02/15 14:59:59",1,"스페셜 배틀의 보스 HP를 675,000까지 줄이자",0,"2021/01/28 15:00:00",0,81031006,10031,81031006,9013,3075000,113,601,6011,0
"2021/02/15 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/01/28 15:00:00",0,81031007,10031,81031007,9016,1,115,601,6011,0
"2021/02/15 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2021/01/28 15:00:00",0,81031008,10031,81031008,9015,1,118,601,6011,0
"2021/03/20 14:59:59",1,"스페셜 배틀의 보스 HP를 4,000,000까지 줄이자",0,"2021/03/02 15:00:00",0,81033001,10033,81033001,9013,1000000,104,601,6011,0
"2021/03/20 14:59:59",1,"스페셜 배틀의 보스 HP를 3,000,000까지 줄이자",0,"2021/03/02 15:00:00",0,81033002,10033,81033002,9013,2000000,105,601,6011,0
"2021/03/20 14:59:59",0,"스페셜 배틀의 MODE1을 클리어하자",1,"2021/03/02 15:00:00",0,81033003,10033,81033003,9016,1,106,601,6011,0
"2021/03/20 14:59:59",0,"카스미와 시오리의 섀도우를 쓰러뜨리자",0,"2021/03/02 15:00:00",0,81033004,10033,81033004,9001,2,103,601,6011,0
"2021/03/20 14:59:59",1,"스페셜 배틀의 보스 HP를 2,000,000까지 줄이자",0,"2021/03/02 15:00:00",0,81033005,10033,81033005,9013,3000000,111,601,6011,0
"2021/03/20 14:59:59",1,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2021/03/02 15:00:00",0,81033006,10033,81033006,9013,4000000,113,601,6011,0
"2021/03/20 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/03/02 15:00:00",0,81033007,10033,81033007,9016,1,115,601,6011,0
"2021/03/20 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2021/03/02 15:00:00",0,81033008,10033,81033008,9015,1,118,601,6011,0
"2021/03/26 14:59:59",1,"스페셜 배틀의 보스 HP를 5,000,000까지 줄이자",0,"2021/03/17 15:00:00",0,81034001,10034,81034001,9013,500000,10034103,601,6011,0
"2021/03/26 14:59:59",1,"스페셜 배틀의 보스 HP를 4,000,000까지 줄이자",0,"2021/03/17 15:00:00",0,81034002,10034,81034002,9013,1500000,10034104,601,6011,0
"2021/03/26 14:59:59",0,"스페셜 배틀의 MODE1을 클리어하자",1,"2021/03/17 15:00:00",0,81034003,10034,81034003,9016,1,10034105,601,6011,0
"2021/03/26 14:59:59",1,"스페셜 배틀의 보스 HP를 2,000,000까지 줄이자",0,"2021/03/17 15:00:00",0,81034004,10034,81034004,9013,3500000,10034106,601,6011,0
"2021/03/26 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2021/03/17 15:00:00",0,81034005,10034,81034005,9016,1,10034111,601,6011,0
"2021/03/26 14:59:59",1,"스페셜 배틀의 보스 HP를 900,000까지 줄이자",0,"2021/03/17 15:00:00",0,81034006,10034,81034006,9013,4600000,10034113,601,6011,0
"2021/03/26 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/03/17 15:00:00",0,81034007,10034,81034007,9016,1,10034115,601,6011,0
"2021/03/26 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2021/03/17 15:00:00",0,81034008,10034,81034008,9015,1,10034118,601,6011,0
"2021/04/24 14:59:59",0,"뉴 제네레이션즈의 섀도우를 쓰러뜨리자",0,"2021/03/30 15:00:00",0,81035001,10035,81035001,9001,3,10035103,601,6011,0
"2021/04/24 14:59:59",0,"MODE2의 모든 몬스터를 쓰러뜨리자",2,"2021/03/30 15:00:00",0,81035002,10035,81035002,9016,1,10035104,601,6011,0
"2021/04/24 14:59:59",1,"라우드 라팡의 HP를 1,760,000까지 줄이자",0,"2021/03/30 15:00:00",0,81035003,10035,81035003,9013,440000,10035105,601,6011,0
"2021/04/24 14:59:59",1,"라우드 라팡의 HP를 1,320,000까지 줄이자",0,"2021/03/30 15:00:00",0,81035004,10035,81035004,9013,880000,10035106,601,6011,0
"2021/04/24 14:59:59",1,"라우드 라팡의 HP를 880,000까지 줄이자",0,"2021/03/30 15:00:00",0,81035005,10035,81035005,9013,1320000,10035111,601,6011,0
"2021/04/24 14:59:59",1,"라우드 라팡의 HP를 440,000까지 줄이자",0,"2021/03/30 15:00:00",0,81035006,10035,81035006,9013,1760000,10035113,601,6011,0
"2021/04/24 14:59:59",0,"라우드 라팡을 격파하자",3,"2021/03/30 15:00:00",0,81035007,10035,81035007,9016,1,10035115,601,6011,0
"2021/04/24 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 라우드 라팡을 5회 이내에 격파하자",5,"2021/03/30 15:00:00",0,81035008,10035,81035008,9015,1,10035118,601,6011,0
"2021/04/24 14:59:59",1,"갈등의 덩굴 우에키의 HP를 18,375,000까지 줄이자",0,"2021/04/11 15:00:00",0,81036001,10036,81036001,9013,2625000,10036103,601,6011,0
"2021/04/24 14:59:59",0,"갈등의 덩굴 우에키의 MODE1을 클리어하자",1,"2021/04/11 15:00:00",0,81036002,10036,81036002,9016,1,10036104,601,6011,0
"2021/04/24 14:59:59",1,"갈등의 덩굴 우에키의 HP를 11,900,000까지 줄이자",0,"2021/04/11 15:00:00",0,81036003,10036,81036003,9013,9100000,10036105,601,6011,0
"2021/04/24 14:59:59",1,"갈등의 덩굴 우에키의 HP를 8,050,000까지 줄이자",0,"2021/04/11 15:00:00",0,81036004,10036,81036004,9013,12950000,10036106,601,6011,0
"2021/04/24 14:59:59",0,"갈등의 덩굴 우에키의 MODE2를 클리어하자",2,"2021/04/11 15:00:00",0,81036005,10036,81036005,9016,1,10036111,601,6011,0
"2021/04/24 14:59:59",1,"갈등의 덩굴 우에키의 HP를 2,100,000까지 줄이자",0,"2021/04/11 15:00:00",0,81036006,10036,81036006,9013,18900000,10036113,601,6011,0
"2021/04/24 14:59:59",0,"갈등의 덩굴 우에키를 격파하자",3,"2021/04/11 15:00:00",0,81036007,10036,81036007,9016,1,10036115,601,6011,0
"2021/04/24 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 갈등의 덩굴 우에키를 5회 이내에 격파하자",5,"2021/04/11 15:00:00",0,81036008,10036,81036008,9015,1,10036118,601,6011,0
"2021/04/24 14:59:59",0,"카오리, 마코토, 마호, 카스미의 섀도우를 쓰러뜨리자",0,"2021/04/15 15:00:00",0,81037001,10037,81037001,9001,4,10037103,601,6011,0
"2021/04/24 14:59:59",1,"스페셜 배틀의 보스 HP를 2,600,000까지 줄이자",0,"2021/04/15 15:00:00",0,81037002,10037,81037002,9013,450000,10037104,601,6011,0
"2021/04/24 14:59:59",1,"스페셜 배틀의 보스 HP를 2,100,000까지 줄이자",0,"2021/04/15 15:00:00",0,81037003,10037,81037003,9013,950000,10037105,601,6011,0
"2021/04/24 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2021/04/15 15:00:00",0,81037004,10037,81037004,9016,1,10037106,601,6011,0
"2021/04/24 14:59:59",1,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2021/04/15 15:00:00",0,81037005,10037,81037005,9013,2050000,10037111,601,6011,0
"2021/04/24 14:59:59",1,"스페셜 배틀의 보스 HP를 500,000까지 줄이자",0,"2021/04/15 15:00:00",0,81037006,10037,81037006,9013,2550000,10037113,601,6011,0
"2021/04/24 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/04/15 15:00:00",0,81037007,10037,81037007,9016,1,10037115,601,6011,0
"2021/04/24 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2021/04/15 15:00:00",0,81037008,10037,81037008,9015,1,10037118,601,6011,0
"2021/05/17 14:59:59",0,"아키노, 타마키, 유카리, 미후유의 섀도우를 쓰러뜨리자",0,"2021/04/29 15:00:00",0,81038001,10038,81038001,9001,4,10038103,601,6011,0
"2021/05/17 14:59:59",1,"스페셜 배틀의 보스 HP를 6,035,000까지 줄이자",0,"2021/04/29 15:00:00",0,81038002,10038,81038002,9013,1065000,10038104,601,6011,0
"2021/05/17 14:59:59",1,"스페셜 배틀의 보스 HP를 4,970,000까지 줄이자",0,"2021/04/29 15:00:00",0,81038003,10038,81038003,9013,2130000,10038105,601,6011,0
"2021/05/17 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2021/04/29 15:00:00",0,81038004,10038,81038004,9016,1,10038106,601,6011,0
"2021/05/17 14:59:59",1,"스페셜 배틀의 보스 HP를 2,603,500까지 줄이자",0,"2021/04/29 15:00:00",0,81038005,10038,81038005,9013,4496500,10038111,601,6011,0
"2021/05/17 14:59:59",1,"스페셜 배틀의 보스 HP를 1,302,000까지 줄이자",0,"2021/04/29 15:00:00",0,81038006,10038,81038006,9013,5798000,10038113,601,6011,0
"2021/05/17 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/04/29 15:00:00",0,81038007,10038,81038007,9016,1,10038115,601,6011,0
"2021/05/17 14:59:59",0,"스페셜 혹은 EXHIBITION 배틀에서 보스를 5회 이내에 격파하자",5,"2021/04/29 15:00:00",0,81038008,10038,81038008,9015,1,10038118,601,6011,0
"2021/05/25 14:59:59",0,"페코린느, 콧코로, 캬루의 섀도우를 쓰러뜨리자",0,"2021/05/16 15:00:00",0,81039001,10039,81039001,9001,3,10039103,601,6011,0
"2021/05/25 14:59:59",1,"스페셜 배틀의 보스 HP를 2,500,000까지 줄이자",0,"2021/05/16 15:00:00",0,81039002,10039,81039002,9013,500000,10039104,601,6011,0
"2021/05/25 14:59:59",1,"스페셜 배틀의 보스 HP를 2,000,000까지 줄이자",0,"2021/05/16 15:00:00",0,81039003,10039,81039003,9013,1000000,10039105,601,6011,0
"2021/05/25 14:59:59",0,"스페셜 배틀의 MODE2를 클리어하자",2,"2021/05/16 15:00:00",0,81039004,10039,81039004,9016,1,10039106,601,6011,0
"2021/05/25 14:59:59",1,"스페셜 배틀의 보스 HP를 1,000,000까지 줄이자",0,"2021/05/16 15:00:00",0,81039005,10039,81039005,9013,2000000,10039111,601,6011,0
"2021/05/25 14:59:59",1,"스페셜 배틀의 보스 HP를 500,000까지 줄이자",0,"2021/05/16 15:00:00",0,81039006,10039,81039006,9013,2500000,10039113,601,6011,0
"2021/05/25 14:59:59",0,"스페셜 배틀의 보스를 격파하자",3,"2021/05/16 15:00:00",0,81039007,10039,81039007,9016,1,10039115,601,6011,0
