clan_battle_id,battle_report_monster_size,cursor_position,background,boss_thumb_id,wave_bgm,position_y,difficulty,position_x,map_position_y,result_boss_position_y,scale_ratio,order_num,quest_detail_monster_height,map_position_x,quest_detail_monster_size,quest_detail_bg_position,battle_report_monster_height,boss_id,tap_height_ratio,tap_width_ratio,quest_detail_bg_id
1009,1.0,200,101301,2,bgm_M64,-120,1,-260,10,120,0.75,2,0,0,1.2,-30,0,10090102,1.0,1.0,101161
1009,2.2,200,101301,3,bgm_M64,100,1,-50,0,100,1.55,3,0,-15,2.3,-30,-10,10090103,1.0,1.0,101161
1009,1.3,200,101301,4,bgm_M64,-100,1,180,0,100,1.0,4,15,0,1.3,-30,0,10090104,1.0,1.0,101161
1009,1.1,270,101302,5,bgm_M55,-55,1,470,10,200,1.0,5,-15,-20,1.2,-30,-30,10090105,1.0,1.0,101162
1010,0.9,210,101441,1,bgm_M64,-130,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10100101,1.0,1.0,101161
1010,1.0,200,101441,2,bgm_M64,-120,1,-250,10,120,0.75,2,0,0,1.2,-30,0,10100102,1.0,1.0,101161
1010,1.0,200,101441,3,bgm_M64,50,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10100103,1.0,1.0,101161
1010,1.0,200,101441,4,bgm_M64,-100,1,180,0,0,0.9,4,-30,0,1.3,-30,0,10100104,1.0,1.0,101161
1010,1.1,270,101442,5,bgm_M55,-70,1,470,10,200,0.95,5,-35,-20,1.2,-30,-30,10100105,1.0,1.0,101162
1011,0.9,210,101451,1,bgm_M64,-130,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10110101,1.0,1.0,101451
1011,1.0,200,101451,2,bgm_M64,-120,1,-250,10,120,0.75,2,0,0,1.2,-30,0,10110102,1.0,1.0,101451
1011,1.0,200,101451,3,bgm_M64,50,1,-20,0,100,0.9,3,-30,-15,1.4,-30,-10,10110103,1.0,1.0,101451
1011,0.8,220,101451,4,bgm_M64,-100,1,200,0,100,0.65,4,20,0,0.9,-30,0,10110104,1.0,1.0,101451
1011,1.4,290,101452,5,bgm_M55,-70,1,510,0,200,1.25,5,-35,0,1.55,-30,-50,10110105,1.0,1.0,101452
1012,0.9,210,101561,1,bgm_M64,-130,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10120101,1.0,1.0,101451
1012,1.0,240,101561,2,bgm_M64,-120,1,-240,0,120,0.9,2,0,0,1.2,-30,0,10120102,1.0,1.0,101451
1012,0.8,200,101561,3,bgm_M64,60,1,-30,5,100,0.6,3,0,-5,0.9,-30,-10,10120103,1.0,1.0,101451
1012,1.2,200,101561,4,bgm_M64,-100,1,180,0,100,0.9,4,-30,0,1.5,-30,0,10120104,1.0,1.0,101451
1012,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10120105,1.0,1.0,101452
1013,0.7,210,101001,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10130101,1.0,1.0,101001
1013,1.0,200,101001,2,bgm_M64,-120,1,-260,10,0,0.75,2,0,0,1.2,-30,0,10130102,1.0,1.0,101001
1013,1.0,200,101001,3,bgm_M64,0,1,-40,0,100,0.7,3,0,-13,1.1,-30,-10,10130103,1.0,1.0,101001
1013,1.0,200,101001,4,bgm_M64,-50,1,240,0,0,0.7,4,0,0,1.2,-30,0,10130104,1.0,1.0,101001
1013,1.0,250,101011,5,bgm_M55,-40,1,480,0,200,1.2,5,0,0,1.3,-30,0,10130105,1.0,1.0,101011
1014,0.9,210,101041,1,bgm_M64,-130,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10140101,1.0,1.0,101041
1014,1.0,200,101041,2,bgm_M64,-120,1,-250,10,120,0.75,2,0,0,1.2,-30,0,10140102,1.0,1.0,101041
1014,2.2,200,101041,3,bgm_M64,100,1,-50,0,100,1.55,3,0,-15,2.3,-30,-10,10140103,1.0,1.0,101041
1014,1.0,200,101041,4,bgm_M64,-70,1,190,0,0,0.7,4,0,0,1.0,-30,0,10140104,1.0,1.0,101041
1014,1.6,250,101042,5,bgm_M55,0,1,440,0,200,1.4,5,0,0,1.8,-30,0,10140105,1.0,1.0,101042
1015,0.7,210,101041,1,bgm_M64,-125,1,-470,10,250,0.6,1,0,0,0.8,-30,-30,10150101,1.0,1.0,101161
1015,1.0,200,101041,2,bgm_M64,-95,1,-210,10,120,0.75,2,0,0,1.2,-30,0,10150102,1.0,1.0,101161
1015,1.0,200,101041,3,bgm_M64,-120,1,50,0,100,0.9,3,-30,-15,1.4,-30,-10,10150103,1.0,1.0,101161
1015,1.0,200,101041,4,bgm_M64,35,1,195,0,150,0.7,4,43,0,1.0,-30,0,10150104,1.0,1.0,101162
1015,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10150105,1.0,1.0,101161
1016,0.85,210,101161,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,0,10160101,1.0,1.0,101451
1016,1.1,200,101161,2,bgm_M64,-100,1,-260,10,0,0.75,2,0,0,1.2,-30,0,10160102,1.0,1.0,101451
1016,1.0,200,101161,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10160103,1.0,1.0,101451
1016,0.85,200,101161,4,bgm_M64,-110,1,190,0,0,0.8,4,0,0,1.0,-30,0,10160104,1.0,1.0,101451
1016,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,0,1.15,-30,-45,10160105,1.0,1.0,101452
1017,0.7,210,101171,1,bgm_M64,-120,1,-480,10,200,0.6,1,0,0,0.8,-30,-30,10170101,1.0,1.0,101171
1017,0.7,240,101171,2,bgm_M64,-120,1,-260,10,200,0.6,2,0,0,1.0,-30,0,10170102,1.0,1.0,101171
1017,1.0,200,101171,3,bgm_M64,65,1,-10,0,200,0.9,3,-30,-15,1.4,-30,-10,10170103,1.0,1.0,101171
1017,1.0,200,101171,4,bgm_M64,-110,1,190,0,200,0.9,4,-30,0,1.3,-30,0,10170104,1.0,1.0,101171
1017,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10170105,1.0,1.0,101172
1018,0.7,210,101191,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,-30,10180101,1.0,1.0,101171
1018,1.0,200,101191,2,bgm_M64,-100,1,-260,10,100,0.8,2,0,0,1.2,-30,0,10180102,1.0,1.0,101171
1018,0.8,200,101191,3,bgm_M64,65,1,-10,5,100,0.6,3,0,-5,0.9,-30,-10,10180103,1.0,1.0,101171
1018,1.0,200,101191,4,bgm_M64,-110,1,190,0,100,0.9,4,0,-30,1.2,-30,0,10180104,1.0,1.0,101171
1018,1.0,280,101192,5,bgm_M55,-70,1,485,-10,100,1.1,5,-50,0,1.3,-30,-45,10180105,1.0,1.0,101172
1019,0.85,210,101201,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10190101,1.0,1.0,101161
1019,1.1,240,101201,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10190102,1.0,1.0,101161
1019,1.0,200,101201,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10190103,1.0,1.0,101161
1019,1.0,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,43,0,1.0,-30,0,10190104,1.0,1.0,101161
1019,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10190105,1.0,1.0,101162
1020,0.85,210,101291,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10200101,1.0,1.0,101161
1020,1.1,240,101291,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10200102,1.0,1.0,101161
1020,1.0,200,101291,3,bgm_M64,65,1,-40,0,100,0.8,3,0,-15,1.1,-30,-10,10200103,1.0,1.0,101161
1020,1.0,200,101291,4,bgm_M64,-110,1,150,0,100,0.8,4,-30,0,1.5,-30,0,10200104,1.0,1.0,101161
1020,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10200105,1.0,1.0,101162
1021,0.7,210,101301,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10210101,1.0,1.0,101161
1021,1.0,200,101301,2,bgm_M64,-120,1,-260,10,100,0.9,2,0,0,1.2,-30,0,10210102,1.0,1.0,101161
1021,1.0,200,101301,3,bgm_M64,100,1,-50,-10,200,0.93,3,-30,0,1.4,-30,-10,10210103,1.0,1.0,101161
1021,1.3,200,101301,4,bgm_M64,-100,1,180,0,100,0.9,4,15,0,1.3,-30,0,10210104,1.0,1.0,101161
1021,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10210105,1.0,1.0,101162
1022,0.85,210,101441,1,bgm_M64,-130,1,-450,10,100,0.575,1,0,0,0.8,-30,0,10220101,1.0,1.0,101161
1022,1.1,200,101441,2,bgm_M64,-120,1,-250,10,100,0.75,2,0,0,1.2,-30,0,10220102,1.0,1.0,101161
1022,1.1,200,101441,3,bgm_M64,50,1,-10,0,100,0.8,3,0,-15,1.2,-30,-10,10220103,1.0,1.0,101161
1022,1.3,200,101441,4,bgm_M64,-100,1,180,0,100,0.9,4,15,0,1.3,-30,0,10220104,1.0,1.0,101161
1022,1.1,230,101442,5,bgm_M55,-70,1,470,10,100,0.95,5,-35,-20,1.2,-30,-30,10220105,1.0,1.0,101162
1023,0.7,210,101451,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10230101,1.0,1.0,101451
1023,1.0,200,101451,2,bgm_M64,-120,1,-250,10,100,0.9,2,0,0,1.2,-30,0,10230102,1.0,1.0,101451
1023,1.0,200,101451,3,bgm_M64,50,1,-20,0,100,0.9,3,-30,-15,1.4,-30,-10,10230103,1.0,1.0,101451
1023,0.85,200,101451,4,bgm_M64,-100,1,200,0,100,0.8,4,0,0,1.0,-30,0,10230104,1.0,1.0,101451
1023,1.4,290,101452,5,bgm_M55,-70,1,510,0,100,1.25,5,-35,0,1.55,-30,-50,10230105,1.0,1.0,101452
1024,0.7,210,101561,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10240101,1.0,1.0,101451
1024,1.1,240,101561,2,bgm_M64,-120,1,-240,0,100,0.75,2,0,0,1.2,-30,0,10240102,1.0,1.0,101451
1024,1.0,200,101561,3,bgm_M64,60,1,-30,5,100,0.65,3,0,-5,1.1,-30,-10,10240103,1.0,1.0,101451
1024,1.0,200,101561,4,bgm_M64,-100,1,180,0,100,0.7,4,0,0,1.2,-30,0,10240104,1.0,1.0,101451
1024,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10240105,1.0,1.0,101452
1025,0.7,210,101001,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10250101,1.0,1.0,101451
1025,1.1,200,101001,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10250102,1.0,1.0,101451
1025,0.8,200,101001,3,bgm_M64,0,1,-40,0,100,0.6,3,0,-13,0.9,-30,-10,10250103,1.0,1.0,101451
1025,1.0,200,101001,4,bgm_M64,-50,1,240,0,100,0.8,4,-30,0,1.5,-30,0,10250104,1.0,1.0,101451
1025,1.0,250,101011,5,bgm_M55,-40,1,480,0,100,1.2,5,0,0,1.3,-30,0,10250105,1.0,1.0,101452
1026,0.9,210,101021,1,bgm_M64,-130,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10260101,1.0,1.0,101021
1026,1.0,200,101021,2,bgm_M64,-120,1,-250,10,120,0.75,2,0,0,1.2,-30,0,10260102,1.0,1.0,101021
1026,2.2,200,101021,3,bgm_M64,100,1,-50,0,100,1.55,3,0,-15,2.3,-30,-10,10260103,1.0,1.0,101021
1026,1.0,200,101021,4,bgm_M64,-70,1,190,0,150,0.7,4,43,0,1.0,-30,0,10260104,1.0,1.0,101021
1026,1.6,220,101031,5,bgm_M55,0,1,440,0,200,1.4,5,0,0,1.8,-30,0,10260105,1.0,1.0,101031
1027,0.7,210,101041,1,bgm_M64,-125,1,-470,10,250,0.6,1,0,0,0.8,-30,-30,10270101,1.0,1.0,101161
1027,1.0,200,101041,2,bgm_M64,-95,1,-210,10,120,0.75,2,0,0,1.2,-30,0,10270102,1.0,1.0,101161
1027,1.0,200,101041,3,bgm_M64,-120,1,50,10,100,0.75,3,-10,-15,1.2,-30,-10,10270103,1.0,1.0,101161
1027,1.0,200,101041,4,bgm_M64,35,1,195,0,100,0.7,4,20,0,1.1,-30,0,10270104,1.0,1.0,101162
1027,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10270105,1.0,1.3,101161
1028,0.85,210,101161,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,0,10280101,1.0,1.0,101161
1028,1.1,200,101161,2,bgm_M64,-100,1,-260,10,0,0.75,2,0,0,1.2,-30,0,10280102,1.0,1.0,101161
1028,1.0,200,101161,3,bgm_M64,65,1,-10,5,100,0.65,3,0,-5,1.1,-30,-10,10280103,1.0,1.0,101161
1028,1.3,200,101161,4,bgm_M64,-110,1,190,0,100,0.9,4,0,0,1.35,-30,0,10280104,1.0,1.0,101161
1028,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,-40,1.15,-30,-45,10280105,1.0,1.3,101162
1029,0.7,210,101171,1,bgm_M64,-120,1,-480,10,200,0.6,1,0,0,0.8,-30,-30,10290101,1.0,1.0,101171
1029,0.7,240,101171,2,bgm_M64,-120,1,-260,10,200,0.6,2,0,0,1.0,-30,0,10290102,1.0,1.0,101171
1029,1.0,200,101171,3,bgm_M64,65,1,-10,0,200,0.9,3,-30,-15,1.4,-30,-10,10290103,1.0,1.0,101171
1029,1.0,200,101171,4,bgm_M64,-110,1,190,0,200,0.9,4,-30,0,1.3,-30,0,10290104,1.0,1.0,101171
1029,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10290105,1.0,1.0,101172
1030,0.7,210,101191,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,-30,10300101,1.0,1.0,101171
1030,1.0,200,101191,2,bgm_M64,-100,1,-260,10,100,0.8,2,0,0,1.2,-30,0,10300102,1.0,1.0,101171
1030,0.8,200,101191,3,bgm_M64,65,1,-10,5,100,0.6,3,0,-5,0.9,-30,-10,10300103,1.0,1.0,101171
1030,1.0,200,101191,4,bgm_M64,-110,1,190,0,100,0.9,4,0,0,1.2,-30,0,10300104,1.0,1.0,101171
1030,1.0,280,101192,5,bgm_M55,-70,1,485,-10,200,1.1,5,-50,0,1.3,-30,-45,10300105,1.2,1.0,101172
1031,0.85,210,101201,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10310101,1.0,1.0,101161
1031,1.1,240,101201,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10310102,1.0,1.0,101161
1031,1.0,200,101201,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10310103,1.0,1.0,101161
1031,1.0,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,43,0,1.0,-30,0,10310104,1.0,1.0,101161
1031,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10310105,1.0,1.0,101162
1032,0.85,210,101291,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10320101,1.0,1.0,101291
1032,1.1,240,101291,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10320102,1.0,1.0,101291
1032,1.0,200,101291,3,bgm_M64,65,1,-40,0,100,0.9,3,0,-15,1.3,-30,-10,10320103,1.0,1.0,101291
1032,1.0,200,101291,4,bgm_M64,-110,1,150,0,100,0.8,4,-30,0,1.3,-30,0,10320104,1.0,1.0,101291
1032,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10320105,1.0,1.0,101292
1033,0.7,210,101301,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10330101,1.0,1.0,101301
1033,1.0,200,101301,2,bgm_M64,-120,1,-260,10,100,0.9,2,0,0,1.2,-30,0,10330102,1.0,1.0,101301
1033,1.0,200,101301,3,bgm_M64,100,1,-50,-10,200,0.93,3,-30,0,1.4,-30,-10,10330103,1.0,1.0,101301
1033,1.0,200,101301,4,bgm_M64,-100,1,100,0,100,0.9,4,15,0,1.3,-30,0,10330104,1.0,1.0,101301
1033,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10330105,1.0,1.0,101302
1034,0.85,210,101441,1,bgm_M64,-130,1,-450,10,100,0.575,1,0,0,0.8,-30,0,10340101,1.0,1.0,101161
1034,0.7,200,101441,2,bgm_M64,-120,1,-250,10,200,0.75,2,0,0,1.0,-30,0,10340102,1.0,1.0,101161
1034,1.1,200,101441,3,bgm_M64,50,1,-10,0,100,0.8,3,0,-15,1.2,-30,-10,10340103,1.0,1.0,101161
1034,1.0,200,101441,4,bgm_M64,-100,1,180,0,150,0.9,4,43,0,1.0,-30,0,10340104,1.0,1.0,101161
1034,1.1,230,101442,5,bgm_M55,-70,1,470,10,100,0.95,5,-35,-20,1.2,-30,-30,10340105,1.0,1.0,101162
1035,0.7,210,101451,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10350101,1.0,1.0,101451
1035,1.0,200,101451,2,bgm_M64,-120,1,-250,10,100,0.9,2,0,0,1.2,-30,0,10350102,1.0,1.0,101451
1035,1.0,200,101451,3,bgm_M64,50,1,-20,0,100,0.9,3,-30,-15,1.4,-30,-10,10350103,1.0,1.0,101451
1035,0.85,200,101451,4,bgm_M64,-100,1,200,0,100,0.8,4,0,0,1.0,-30,0,10350104,1.0,1.0,101451
1035,1.4,290,101452,5,bgm_M55,-70,1,510,0,100,1.25,5,-35,0,1.55,-30,-50,10350105,1.2,1.0,101452
1036,0.7,210,101561,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10360101,1.0,1.0,101451
1036,1.1,240,101561,2,bgm_M64,-120,1,-240,0,100,0.75,2,0,0,1.2,-30,0,10360102,1.0,1.0,101451
1036,1.0,200,101561,3,bgm_M64,60,1,-30,5,100,0.65,3,0,-5,1.1,-30,-10,10360103,1.0,1.0,101451
1036,1.0,200,101561,4,bgm_M64,-100,1,180,0,100,1.1,4,0,0,1.2,-30,0,10360104,1.0,1.0,101451
1036,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10360105,1.4,1.0,101452
1037,0.7,210,101001,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10370101,1.0,1.0,101451
1037,1.1,200,101001,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10370102,1.0,1.0,101451
1037,0.55,200,101001,3,bgm_M64,0,1,-40,0,150,0.6,3,-50,-13,0.9,-30,-60,10370103,1.4,1.0,101451
1037,1.0,200,101001,4,bgm_M64,-50,1,240,0,100,0.8,4,-30,0,1.3,-30,0,10370104,1.0,1.0,101451
1037,1.0,250,101011,5,bgm_M55,-40,1,480,0,100,1.2,5,0,0,1.3,-30,0,10370105,1.2,1.0,101452
1038,0.9,210,101021,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10380101,1.0,1.0,101021
1038,1.0,200,101021,2,bgm_M64,-120,1,-250,10,120,0.75,2,0,0,1.2,-30,0,10380102,1.0,1.0,101021
1038,1.1,200,101021,3,bgm_M64,100,1,-50,0,100,0.8,3,0,-15,1.2,-30,-10,10380103,1.0,1.0,101021
1038,1.0,200,101021,4,bgm_M64,-70,1,190,0,200,0.9,4,-30,0,1.3,-30,0,10380104,1.0,1.0,101021
1038,1.6,220,101031,5,bgm_M55,0,1,440,0,200,1.4,5,0,0,1.8,-30,0,10380105,1.0,1.0,101031
1039,0.7,210,101041,1,bgm_M64,-125,1,-470,10,250,0.6,1,0,0,0.8,-30,-30,10390101,1.0,1.0,101041
1039,0.7,200,101041,2,bgm_M64,-95,1,-210,10,200,0.65,2,0,0,1.0,-30,0,10390102,1.0,1.0,101041
1039,1.0,200,101041,3,bgm_M64,-120,1,50,0,100,0.9,3,0,-15,1.3,-30,-10,10390103,1.0,1.0,101041
1039,1.3,200,101041,4,bgm_M64,35,1,195,0,100,0.9,4,0,0,1.35,-30,0,10390104,1.0,1.0,101041
1039,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10390105,1.0,1.3,101042
1040,0.85,210,101161,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,0,10400101,1.0,1.0,101161
1040,1.1,240,101161,2,bgm_M64,-100,1,-260,0,100,0.75,2,0,0,1.2,-30,0,10400102,1.0,1.0,101161
1040,1.0,200,101161,3,bgm_M64,65,1,-10,5,100,0.65,3,0,-5,1.1,-30,-10,10400103,1.0,1.0,101161
1040,1.0,200,101161,4,bgm_M64,-110,1,190,0,150,0.9,4,43,0,1.0,-30,0,10400104,1.0,1.0,101161
1040,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,-40,1.15,-30,-45,10400105,1.0,1.3,101162
1041,0.85,210,101171,1,bgm_M64,-120,1,-480,10,120,0.6,1,0,0,0.8,-30,0,10410101,1.0,1.0,101171
1041,1.0,200,101171,2,bgm_M64,-120,1,-260,10,120,0.75,2,0,0,1.2,-30,0,10410102,1.0,1.0,101171
