start_pos,sub_story_id,id,cue_name,seek_time,end_pos,type,line_num,sheet_name,command,command_param,seq_num
0,5154064,515406411,vo_abd_0304,0.0,0,2,0,vo_abd,0,0.0,11
0,5154064,515406412,0,3.0,450,1,4,0,0,0.0,12
0,5154064,515406413,0,0.0,0,4,0,0,1,4.0,13
0,5154064,515406414,vo_abd_0305,0.0,0,2,0,vo_abd,0,0.0,14
0,5154064,515406415,0,0.2,28,1,5,0,0,0.0,15
0,5154064,515406416,0,0.0,0,4,0,0,1,1.05,16
30,5154064,515406417,0,2.0,420,1,5,0,0,0.0,17
0,5154064,515406418,0,0.0,0,4,0,0,1,3.5,18
0,5154064,515406419,vo_abd_0306,0.0,0,2,0,vo_abd,0,0.0,19
0,5154064,515406420,0,1.0,216,1,6,0,0,0.0,20
0,5154064,515406421,0,0.0,0,4,0,0,1,1.7,21
216,5154064,515406422,0,1.0,313,1,6,0,0,0.0,22
0,5154064,515406423,0,0.0,0,4,0,0,1,2.8,23
313,5154064,515406424,0,0.8,400,1,6,0,0,0.0,24
0,5154064,515406425,0,0.0,0,4,0,0,1,0.96,25
0,5154064,515406426,vo_abd_0307,0.0,0,2,0,vo_abd,0,0.0,26
0,5154064,515406427,0,1.5,270,1,7,0,0,0.0,27
0,5154064,515406428,0,0.0,0,4,0,0,1,1.7,28
270,5154064,515406429,0,0.8,400,1,7,0,0,0.0,29
0,5154064,515406430,0,0.0,0,4,0,0,1,2.0,30
0,5154064,515406431,vo_abd_0308,0.0,0,2,0,vo_abd,0,0.0,31
0,5154064,515406432,0,1.0,180,1,8,0,0,0.0,32
0,5154064,515406433,0,0.0,0,4,0,0,1,2.0,33
180,5154064,515406434,0,0.3,230,1,8,0,0,0.0,34
0,5154064,515406435,0,0.0,0,4,0,0,1,1.5,35
230,5154064,515406436,0,0.8,400,1,8,0,0,0.0,36
0,5154064,515406437,0,0.0,0,4,0,0,1,2.0,37
0,5154064,515406438,vo_abd_0309,0.0,0,2,0,vo_abd,0,0.0,38
0,5154064,515406439,0,2.0,294,1,9,0,0,0.0,39
0,5154064,515406440,0,0.0,0,4,0,0,1,2.65,40
294,5154064,515406441,0,1.0,425,1,9,0,0,0.0,41
0,5154064,515406442,0,0.0,0,4,0,0,1,2.0,42
0,5154064,515406443,vo_abd_0310,0.0,0,2,0,vo_abd,0,0.0,43
0,5154064,515406444,0,2.5,375,1,10,0,0,0.0,44
0,5154064,515406445,0,0.0,0,4,0,0,1,4.0,45
0,5154064,515406446,vo_abd_0311,0.0,0,2,0,vo_abd,0,0.0,46
0,5154064,515406447,0,1.2,138,1,11,0,0,0.0,47
0,5154064,515406448,0,0.0,0,4,0,0,1,2.0,48
138,5154064,515406449,0,1.0,286,1,11,0,0,0.0,49
0,5154064,515406450,0,0.0,0,4,0,0,1,2.5,50
286,5154064,515406451,0,0.5,400,1,11,0,0,0.0,51
0,5154065,515406501,0,0.0,0,4,0,0,1,0.8,1
0,5154065,515406502,vo_abd_0401,0.0,0,2,0,vo_abd,0,0.0,2
0,5154065,515406503,0,2.0,400,1,1,0,0,0.0,3
0,5154065,515406504,0,0.0,0,4,0,0,1,3.2,4
0,5154065,515406505,vo_abd_0402,0.0,0,2,0,vo_abd,0,0.0,5
0,5154065,515406506,0,2.0,400,1,2,0,0,0.0,6
0,5154065,515406507,0,0.0,0,4,0,0,1,3.7,7
0,5154065,515406508,vo_abd_0403,0.0,0,2,0,vo_abd,0,0.0,8
0,5154065,515406509,0,2.0,400,1,3,0,0,0.0,9
0,5154065,515406510,0,0.0,0,4,0,0,1,3.0,10
0,5154065,515406511,vo_abd_0404,0.0,0,2,0,vo_abd,0,0.0,11
0,5154065,515406512,0,1.0,112,1,4,0,0,0.0,12
0,5154065,515406513,0,0.0,0,4,0,0,1,1.15,13
112,5154065,515406514,0,1.0,425,1,4,0,0,0.0,14
0,5154065,515406515,0,0.0,0,4,0,0,1,2.5,15
0,5154065,515406516,vo_abd_0405,0.0,0,2,0,vo_abd,0,0.0,16
0,5154065,515406517,0,2.4,450,1,5,0,0,0.0,17
0,5154065,515406518,0,0.0,0,4,0,0,1,2.9,18
0,5154065,515406519,vo_abd_0407,0.0,0,2,0,vo_abd,0,0.0,19
0,5154065,515406520,0,1.0,300,1,6,0,0,0.0,20
0,5154065,515406521,0,0.0,0,4,0,0,1,1.5,21
0,5154065,515406522,vo_abd_0408,0.0,0,2,0,vo_abd,0,0.0,22
0,5154065,515406523,0,1.0,250,1,7,0,0,0.0,23
0,5154065,515406524,0,0.0,0,4,0,0,1,1.0,24
0,5154065,515406525,vo_abd_0409,0.0,0,2,0,vo_abd,0,0.0,25
0,5154065,515406526,0,1.0,250,1,8,0,0,0.0,26
0,5154065,515406527,0,0.0,0,4,0,0,1,2.0,27
0,5154065,515406528,vo_abd_0410,0.0,0,2,0,vo_abd,0,0.0,28
0,5154065,515406529,0,0.2,52,1,9,0,0,0.0,29
0,5154065,515406530,0,0.0,0,4,0,0,1,0.7,30
52,5154065,515406531,0,1.5,280,1,9,0,0,0.0,31
0,5154065,515406532,0,0.0,0,4,0,0,1,2.5,32
0,5154065,515406533,vo_abd_0411,0.0,0,2,0,vo_abd,0,0.0,33
0,5154065,515406534,0,0.2,35,1,10,0,0,0.0,34
0,5154065,515406535,0,0.0,0,4,0,0,1,1.08,35
35,5154065,515406536,0,0.3,85,1,10,0,0,0.0,36
0,5154065,515406537,0,0.0,0,4,0,0,1,0.9,37
85,5154065,515406538,0,1.5,425,1,10,0,0,0.0,38
