id,icon_name,effect_name,quest_id,description
100100804,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001008,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100100805,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001008,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100100806,9,"HP 흡수 감소",81001008,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100100901,12,"불 속성 보너스 (특대) 증가",81001009,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100100902,11,"심역 몬스터",81001009,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100100903,17,"TP 상승 최대치 부여",81001009,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100100904,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001009,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100100905,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001009,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100100906,9,"HP 흡수 감소",81001009,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101001,12,"불 속성 보너스 (특대) 증가",81001010,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101002,11,"심역 몬스터",81001010,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101003,17,"TP 상승 최대치 부여",81001010,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101004,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001010,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101005,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001010,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101006,9,"HP 흡수 감소",81001010,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101007,boss_tp_down_cut,"TP 감소 컷",81001010,"전투 시작 시 모든 몬스터의  TP 감소 100％ 컷 상태가 된다."
100101008,1,"화상 부여",81001010,"전투 시작 시 모든 캐릭터에게 화상 상태를 부여한다."
100101101,12,"불 속성 보너스 (특대) 증가",81001011,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101102,11,"심역 몬스터",81001011,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101103,17,"TP 상승 최대치 부여",81001011,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101104,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001011,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101105,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001011,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101106,9,"HP 흡수 감소",81001011,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101201,12,"불 속성 보너스 (특대) 증가",81001012,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101202,11,"심역 몬스터",81001012,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101203,17,"TP 상승 최대치 부여",81001012,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101204,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001012,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101205,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001012,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101206,9,"HP 흡수 감소",81001012,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101301,12,"불 속성 보너스 (특대) 증가",81001013,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101302,11,"심역 몬스터",81001013,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101303,17,"TP 상승 최대치 부여",81001013,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101304,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001013,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101305,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001013,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101306,9,"HP 흡수 감소",81001013,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101401,12,"불 속성 보너스 (특대) 증가",81001014,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101402,11,"심역 몬스터",81001014,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101403,17,"TP 상승 최대치 부여",81001014,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101404,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001014,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101405,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001014,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101406,9,"HP 흡수 감소",81001014,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101501,12,"불 속성 보너스 (특대) 증가",81001015,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101502,11,"심역 몬스터",81001015,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101503,17,"TP 상승 최대치 부여",81001015,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101504,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001015,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101505,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001015,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101506,9,"HP 흡수 감소",81001015,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101601,12,"불 속성 보너스 (특대) 증가",81001016,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101602,11,"심역 몬스터",81001016,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101603,17,"TP 상승 최대치 부여",81001016,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101604,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001016,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101605,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001016,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101606,9,"HP 흡수 감소",81001016,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101701,12,"불 속성 보너스 (특대) 증가",81001017,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101702,11,"심역 몬스터",81001017,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101703,17,"TP 상승 최대치 부여",81001017,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101704,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001017,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101705,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001017,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101706,9,"HP 흡수 감소",81001017,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101801,12,"불 속성 보너스 (특대) 증가",81001018,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101802,11,"심역 몬스터",81001018,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101803,17,"TP 상승 최대치 부여",81001018,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101804,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001018,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101805,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001018,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101806,9,"HP 흡수 감소",81001018,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100101901,12,"불 속성 보너스 (특대) 증가",81001019,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100101902,11,"심역 몬스터",81001019,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100101903,17,"TP 상승 최대치 부여",81001019,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100101904,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001019,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100101905,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001019,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100101906,9,"HP 흡수 감소",81001019,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102001,12,"불 속성 보너스 (특대) 증가",81001020,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102002,11,"심역 몬스터",81001020,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102003,17,"TP 상승 최대치 부여",81001020,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102004,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001020,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102005,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001020,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102006,9,"HP 흡수 감소",81001020,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102007,boss_tp_down_cut,"TP 감소 컷",81001020,"전투 시작 시 모든 몬스터의  TP 감소 100％ 컷 상태가 된다."
100102008,7,"물리 방어력 감소",81001020,"전투 시작 시 모든 캐릭터의 물리 방어력이 (대) 감소한다."
100102101,12,"불 속성 보너스 (특대) 증가",81001021,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102102,11,"심역 몬스터",81001021,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102103,17,"TP 상승 최대치 부여",81001021,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102104,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001021,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102105,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001021,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102106,9,"HP 흡수 감소",81001021,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102201,12,"불 속성 보너스 (특대) 증가",81001022,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102202,11,"심역 몬스터",81001022,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102203,17,"TP 상승 최대치 부여",81001022,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102204,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001022,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102205,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001022,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102206,9,"HP 흡수 감소",81001022,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102301,12,"불 속성 보너스 (특대) 증가",81001023,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102302,11,"심역 몬스터",81001023,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102303,17,"TP 상승 최대치 부여",81001023,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102304,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001023,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102305,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001023,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102306,9,"HP 흡수 감소",81001023,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102401,12,"불 속성 보너스 (특대) 증가",81001024,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102402,11,"심역 몬스터",81001024,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102403,17,"TP 상승 최대치 부여",81001024,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102404,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001024,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102405,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001024,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102406,9,"HP 흡수 감소",81001024,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102501,12,"불 속성 보너스 (특대) 증가",81001025,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102502,11,"심역 몬스터",81001025,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102503,17,"TP 상승 최대치 부여",81001025,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102504,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001025,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102505,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001025,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102506,9,"HP 흡수 감소",81001025,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102601,12,"불 속성 보너스 (특대) 증가",81001026,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102602,11,"심역 몬스터",81001026,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102603,17,"TP 상승 최대치 부여",81001026,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102604,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001026,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
100102605,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",81001026,"전투 시작 시 모든 몬스터의 마법 방어력이 (중) 증가한다. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
100102606,9,"HP 흡수 감소",81001026,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
100102701,12,"불 속성 보너스 (특대) 증가",81001027,"불 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 불 속성 이외의 속성 보너스는 무효화된다."
100102702,11,"심역 몬스터",81001027,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
100102703,17,"TP 상승 최대치 부여",81001027,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
100102704,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",81001027,"전투 시작 시 모든 몬스터의 물리 방어력이 (중) 증가한다. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
