icon_id,detail,boss_id,start_time,id,unit_id
3005,"전투 시작 후 90초간 지속 HP 회복 상태\n부여",1014006,"2025/03/31 15:00:00",10140003,110801
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1014006,"2025/03/31 15:00:00",10140004,110801
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140005,110901
3010,"전투 시작 후 90초간 HP 흡수 (극대) 증\n가, 【치에루】 77개 부여",1014006,"2025/03/31 15:00:00",10140006,110901
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140007,111001
3005,"전투 시작 후 90초간 지속 HP 회복 상태\n부여",1014006,"2025/03/31 15:00:00",10140008,111001
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1014006,"2025/03/31 15:00:00",10140009,111001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140010,116201
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140011,116201
3005,"전투 시작 후 90초간 지속 HP 회복 상태\n부여",1014006,"2025/03/31 15:00:00",10140012,116201
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1014006,"2025/03/31 15:00:00",10140013,116201
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140014,116301
3010,"전투 시작 후 90초간 HP 흡수 (극대) 증\n가, 【치에루】 40개 부여",1014006,"2025/03/31 15:00:00",10140015,116301
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140016,116401
3005,"전투 시작 후 90초간 지속 HP 회복 상태\n부여",1014006,"2025/03/31 15:00:00",10140017,116401
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1014006,"2025/03/31 15:00:00",10140018,116401
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014006,"2025/03/31 15:00:00",10140019,129301
3005,"전투 시작 후 90초간 지속 HP 회복 상태\n부여",1014006,"2025/03/31 15:00:00",10140020,129301
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1014006,"2025/03/31 15:00:00",10140021,129301
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142001,102701
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142002,102701
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1014206,"2025/04/30 15:00:00",10142003,102701
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142004,104301
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142005,104301
3013,"【낭아의 포효】 부여",1014206,"2025/04/30 15:00:00",10142006,104301
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142007,109001
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142008,109001
3006,"전투 시작 시 90초 간 물리 크리티컬\n데미지 (극대) 상승",1014206,"2025/04/30 15:00:00",10142009,109001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142010,117001
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142011,117001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142012,110401
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142013,110401
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142014,115901
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142015,115901
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014206,"2025/04/30 15:00:00",10142016,129801
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014206,"2025/04/30 15:00:00",10142017,129801
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144001,103601
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144002,103601
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1014406,"2025/05/29 15:00:00",10144003,103601
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014406,"2025/05/29 15:00:00",10144004,102501
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144005,102501
3014,"전투 시작 시 90초 간 지속 TP 회복 상태\n부여",1014406,"2025/05/29 15:00:00",10144006,102501
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144007,111101
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144008,111101
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1014406,"2025/05/29 15:00:00",10144009,111101
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144010,122701
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144011,122701
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1014406,"2025/05/29 15:00:00",10144012,122701
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1014406,"2025/06/01 15:00:00",10144013,130701
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/06/01 15:00:00",10144014,130701
3010,"전투 시작 후 90초간 TP 상승 (대) 증가",1014406,"2025/06/01 15:00:00",10144015,130701
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144016,180801
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014406,"2025/05/29 15:00:00",10144017,180801
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014406,"2025/05/29 15:00:00",10144018,107701
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144019,107701
3014,"전투 시작 시 90초 간 지속 TP 회복 상태\n부여",1014406,"2025/05/29 15:00:00",10144020,107701
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014406,"2025/05/29 15:00:00",10144021,112101
3004,"전투 시작 후 90초간 마법 방어력 (극대)\n증가",1014406,"2025/05/29 15:00:00",10144022,112101
3014,"전투 시작 시 90초 간 지속 TP 회복 상태\n부여",1014406,"2025/05/29 15:00:00",10144023,112101
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014606,"2025/06/30 15:00:00",10146001,101001
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146002,101001
3013,"보스 중독 무효",1014606,"2025/06/30 15:00:00",10146003,101001
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014606,"2025/06/30 15:00:00",10146004,110601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146005,110601
3010,"전투 시작 시 90초 간 TP 상승 (특대) 증가",1014606,"2025/06/30 15:00:00",10146006,110601
3013,"보스 중독 무효",1014606,"2025/06/30 15:00:00",10146007,110601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146008,116001
3013,"보스 중독 무효",1014606,"2025/06/30 15:00:00",10146009,116001
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014606,"2025/06/30 15:00:00",10146010,123101
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014606,"2025/06/30 15:00:00",10146011,123101
3010,"전투 시작 시 90초 간 TP 상승 (특대) 증가",1014606,"2025/06/30 15:00:00",10146012,123101
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014606,"2025/06/30 15:00:00",10146013,131001
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014606,"2025/06/30 15:00:00",10146014,131001
3010,"전투 시작 시 90초 간 TP 상승 (특대) 증가",1014606,"2025/06/30 15:00:00",10146015,131001
3013,"보스 중독 무효",1014606,"2025/06/30 15:00:00",10146016,131001
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146017,102301
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146018,102301
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146019,106601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146020,106601
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146021,102101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146022,102101
3001,"전투 시작 후 90초간 물리 공격력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146023,126401
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146024,126401
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146025,126101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014606,"2025/06/30 15:00:00",10146026,126101
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148001,123301
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014806,"2025/07/29 15:00:00",10148002,123301
3014,"전투 시작 시 90초 간 지속 TP 회복 상태\n부여",1014806,"2025/07/29 15:00:00",10148003,123301
3013,"보스 필드 효과 무효",1014806,"2025/07/29 15:00:00",10148004,123301
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148005,118201
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014806,"2025/07/29 15:00:00",10148006,118201
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148007,118101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014806,"2025/07/29 15:00:00",10148008,118101
3013,"보스 필드 효과 무효",1014806,"2025/07/29 15:00:00",10148009,118101
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148010,125801
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014806,"2025/07/29 15:00:00",10148011,125801
3013,"보스 필드 효과 무효",1014806,"2025/07/29 15:00:00",10148012,125801
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148013,131101
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014806,"2025/07/29 15:00:00",10148014,131101
3014,"전투 시작 시 90초 간 지속 TP 회복 상태\n부여",1014806,"2025/07/29 15:00:00",10148015,131101
3013,"보스 필드 효과 무효",1014806,"2025/07/29 15:00:00",10148016,131101
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014806,"2025/08/01 15:00:00",10148017,131201
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1014806,"2025/08/01 15:00:00",10148018,131201
3003,"전투 시작 후 90초간 마법 공격력 (절대)\n증가",1014806,"2025/07/29 15:00:00",10148019,126901
3002,"전투 시작 후 90초간 물리 방어력과 마법\n방어력 (극대) 증가",1014806,"2025/07/29 15:00:00",10148020,126901
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150001,123001
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1015006,"2025/08/29 15:00:00",10150002,123001
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150003,123001
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150004,106701
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150005,106701
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1015006,"2025/08/29 15:00:00",10150006,106701
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150007,106701
3003,"전투 시작 후 90초간 마법 공격력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150008,131701
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150009,131701
3010,"전투 시작 후 90초간 TP 상승 (특대) 증\n가",1015006,"2025/08/29 15:00:00",10150010,131701
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150011,131701
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1015006,"2025/08/29 15:00:00",10150012,127001
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150013,127001
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1015006,"2025/08/29 15:00:00",10150014,113601
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150015,113601
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150016,113601
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1015006,"2025/08/29 15:00:00",10150017,107501
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150018,107501
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150019,107501
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150020,124501
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150021,124501
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1015006,"2025/08/29 15:00:00",10150022,122801
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150023,122801
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150024,122801
3001,"전투 시작 후 90초간 물리 공격력 (절대)\n증가",1015006,"2025/08/29 15:00:00",10150025,122501
3002,"전투 시작 후 90초간 물리 방어력 (극대)\n증가",1015006,"2025/08/29 15:00:00",10150026,122501
3013,"보스 환경 효과 무효",1015006,"2025/08/29 15:00:00",10150027,122501
