mode,id,enemy_identify,floor_position_x,floor_position_y,disp_order,floor_scale,quest_id,enemy_id
0,49,1,-85.0,-45.0,1,0.43,320010510,0
0,50,2,85.0,-45.0,2,0.43,320010510,0
0,51,1,43.5,11.0,1,0.7,320020106,502002102
0,52,2,13.0,67.0,3,0.65,320020106,502002103
0,53,3,-74.0,49.0,2,0.65,320020106,0
0,54,1,-49.0,13.0,1,0.7,320020107,502002108
0,55,2,-4.0,62.0,3,0.85,320020107,502002109
0,56,3,59.0,50.0,2,0.65,320020107,0
0,57,1,0.0,-10.0,1,1.05,320020108,0
0,58,1,-15.0,-10.0,1,1.05,320020109,0
0,59,1,-85.0,-45.0,1,0.43,320020110,0
0,60,2,85.0,-45.0,2,0.43,320020110,0
0,61,1,43.5,11.0,1,0.7,320020206,502002202
0,62,2,13.0,67.0,3,0.65,320020206,502002203
0,63,3,-74.0,49.0,2,0.65,320020206,0
0,64,1,-49.0,13.0,1,0.7,320020207,502002208
0,65,2,-4.0,62.0,3,0.85,320020207,502002209
0,66,3,59.0,50.0,2,0.65,320020207,0
0,67,1,0.0,-10.0,1,1.05,320020208,0
0,68,1,-15.0,-10.0,1,1.05,320020209,0
0,69,1,-85.0,-45.0,1,0.43,320020210,0
0,70,2,85.0,-45.0,2,0.43,320020210,0
0,71,1,43.5,11.0,1,0.7,320020306,502002302
0,72,2,13.0,67.0,3,0.65,320020306,502002303
0,73,3,-74.0,49.0,2,0.65,320020306,0
0,74,1,-49.0,13.0,1,0.7,320020307,502002308
0,75,2,-4.0,62.0,3,0.85,320020307,502002309
0,76,3,59.0,50.0,2,0.65,320020307,0
0,77,1,0.0,-10.0,1,1.05,320020308,0
0,78,1,-15.0,-10.0,1,1.05,320020309,0
0,79,1,-85.0,-45.0,1,0.43,320020310,0
0,80,2,85.0,-45.0,2,0.43,320020310,0
0,81,1,43.5,11.0,1,0.7,320020406,502002402
0,82,2,13.0,67.0,3,0.65,320020406,502002403
0,83,3,-74.0,49.0,2,0.65,320020406,0
0,84,1,-49.0,13.0,1,0.7,320020407,502002408
0,85,2,-4.0,62.0,3,0.85,320020407,502002409
0,86,3,59.0,50.0,2,0.65,320020407,0
0,87,1,0.0,-10.0,1,1.05,320020408,0
0,88,1,-15.0,-10.0,1,1.05,320020409,0
0,89,1,-85.0,-45.0,1,0.43,320020410,0
0,90,2,85.0,-45.0,2,0.43,320020410,0
0,91,1,43.5,11.0,1,0.7,320020506,502002502
0,92,2,13.0,67.0,3,0.65,320020506,502002503
0,93,3,-74.0,49.0,2,0.65,320020506,0
0,94,1,-49.0,13.0,1,0.7,320020507,502002508
0,95,2,-4.0,62.0,3,0.85,320020507,502002509
0,96,3,59.0,50.0,2,0.65,320020507,0
0,97,1,0.0,-10.0,1,1.05,320020508,0
0,98,1,-15.0,-10.0,1,1.05,320020509,0
0,99,1,-85.0,-45.0,1,0.43,320020510,0
0,100,2,85.0,-45.0,2,0.43,320020510,0
0,101,1,43.5,11.0,1,0.7,320030106,502003102
0,102,2,13.0,67.0,2,0.65,320030106,502003103
0,103,3,-74.0,49.0,3,0.65,320030106,0
0,104,1,-49.0,13.0,1,0.7,320030107,502003108
0,105,2,-4.0,62.0,3,0.85,320030107,502003109
0,106,3,59.0,50.0,2,0.65,320030107,0
0,107,1,0.0,-10.0,1,1.05,320030108,0
0,108,1,-15.0,-10.0,1,1.05,320030109,0
0,109,1,-85.0,-45.0,1,0.43,320030110,0
0,110,2,85.0,-45.0,2,0.43,320030110,0
0,111,1,43.5,11.0,1,0.7,320030206,502003202
0,112,2,13.0,67.0,2,0.65,320030206,502003203
0,113,3,-74.0,49.0,3,0.65,320030206,0
0,114,1,-49.0,13.0,1,0.7,320030207,502003208
0,115,2,-4.0,62.0,3,0.85,320030207,502003209
0,116,3,59.0,50.0,2,0.65,320030207,0
0,117,1,0.0,-10.0,1,1.05,320030208,0
0,118,1,-15.0,-10.0,1,1.05,320030209,0
0,119,1,-85.0,-45.0,1,0.43,320030210,0
0,120,2,85.0,-45.0,2,0.43,320030210,0
0,121,1,43.5,11.0,1,0.7,320030306,502003302
0,122,2,13.0,67.0,2,0.65,320030306,502003303
0,123,3,-74.0,49.0,3,0.65,320030306,0
0,124,1,-49.0,13.0,1,0.7,320030307,502003308
0,125,2,-4.0,62.0,3,0.85,320030307,502003309
0,126,3,59.0,50.0,2,0.65,320030307,0
0,127,1,0.0,-10.0,1,1.05,320030308,0
0,128,1,-15.0,-10.0,1,1.05,320030309,0
0,129,1,-85.0,-45.0,1,0.43,320030310,0
0,130,2,85.0,-45.0,2,0.43,320030310,0
0,131,1,43.5,11.0,1,0.7,320030406,502003402
0,132,2,13.0,67.0,2,0.65,320030406,502003403
0,133,3,-74.0,49.0,3,0.65,320030406,0
0,134,1,-49.0,13.0,1,0.7,320030407,502003408
0,135,2,-4.0,62.0,3,0.85,320030407,502003409
0,136,3,59.0,50.0,2,0.65,320030407,0
0,137,1,0.0,-10.0,1,1.05,320030408,0
0,138,1,-15.0,-10.0,1,1.05,320030409,0
0,139,1,-85.0,-45.0,1,0.43,320030410,0
0,140,2,85.0,-45.0,2,0.43,320030410,0
0,141,1,43.5,11.0,1,0.7,320030506,502003502
0,142,2,13.0,67.0,2,0.65,320030506,502003503
0,143,3,-74.0,49.0,3,0.65,320030506,0
0,144,1,-49.0,13.0,1,0.7,320030507,502003508
0,145,2,-4.0,62.0,3,0.85,320030507,502003509
0,146,3,59.0,50.0,2,0.65,320030507,0
0,147,1,0.0,-10.0,1,1.05,320030508,0
0,148,1,-15.0,-10.0,1,1.05,320030509,0
0,149,1,-85.0,-45.0,1,0.43,320030510,0
0,150,2,85.0,-45.0,2,0.43,320030510,0
0,151,1,-74.0,49.0,1,0.7,320040106,502004103
0,152,2,13.0,67.0,3,0.85,320040106,502004104
0,153,3,43.5,11.0,2,0.65,320040106,0
0,154,1,59.0,50.0,1,0.7,320040107,502004107
0,155,2,-4.0,62.0,3,0.85,320040107,502004109
0,156,3,-49.0,13.0,2,0.65,320040107,0
0,157,1,0.0,-10.0,1,0.8,320040108,0
0,158,1,30.0,20.0,1,0.9,320040109,0
0,159,1,20.0,-25.0,1,1.0,320040110,0
0,160,1,-74.0,49.0,1,0.7,320040206,502004203
0,161,2,13.0,67.0,3,0.85,320040206,502004204
0,162,3,43.5,11.0,2,0.65,320040206,0
0,163,1,59.0,50.0,1,0.7,320040207,502004207
0,164,2,-4.0,62.0,3,0.85,320040207,502004209
0,165,3,-49.0,13.0,2,0.65,320040207,0
0,166,1,0.0,-10.0,1,0.8,320040208,0
0,167,1,30.0,20.0,1,0.9,320040209,0
0,168,1,20.0,-25.0,1,1.0,320040210,0
0,169,1,-74.0,49.0,1,0.7,320040306,502004303
0,170,2,13.0,67.0,3,0.85,320040306,502004304
0,171,3,43.5,11.0,2,0.65,320040306,0
0,172,1,59.0,50.0,1,0.7,320040307,502004307
0,173,2,-4.0,62.0,3,0.85,320040307,502004309
0,174,3,-49.0,13.0,2,0.65,320040307,0
0,175,1,0.0,-10.0,1,0.8,320040308,0
0,176,1,30.0,20.0,1,0.9,320040309,0
0,177,1,20.0,-25.0,1,1.0,320040310,0
0,178,1,-74.0,49.0,1,0.7,320040406,502004403
0,179,2,13.0,67.0,3,0.85,320040406,502004404
0,180,3,43.5,11.0,2,0.65,320040406,0
0,181,1,59.0,50.0,1,0.7,320040407,502004407
0,182,2,-4.0,62.0,3,0.85,320040407,502004409
0,183,3,-49.0,13.0,2,0.65,320040407,0
0,184,1,0.0,-10.0,1,0.8,320040408,0
0,185,1,30.0,20.0,1,0.9,320040409,0
0,186,1,20.0,-25.0,1,1.0,320040410,0
0,187,1,-74.0,49.0,1,0.7,320040506,502004503
0,188,2,13.0,67.0,3,0.85,320040506,502004504
0,189,3,43.5,11.0,2,0.65,320040506,0
0,190,1,59.0,50.0,1,0.7,320040507,502004507
0,191,2,-4.0,62.0,3,0.85,320040507,502004509
0,192,3,-49.0,13.0,2,0.65,320040507,0
0,193,1,0.0,-10.0,1,0.8,320040508,0
0,194,1,30.0,20.0,1,0.9,320040509,0
0,195,1,20.0,-25.0,1,1.0,320040510,0
0,196,1,-74.0,40.0,2,0.7,320050106,502005101
0,197,2,13.0,67.0,3,1.0,320050106,502005103
0,198,3,43.5,11.0,1,0.65,320050106,0
0,199,1,59.0,50.0,2,0.7,320050107,502005106
0,200,2,30.0,62.0,3,0.9,320050107,502005108
0,201,3,-49.0,13.0,1,0.65,320050107,0
0,202,1,5.0,10.0,1,0.75,320050108,0
0,203,1,-10.0,10.0,1,0.75,320050109,0
0,204,1,20.0,-25.0,1,1.0,320050110,0
0,205,1,-74.0,40.0,2,0.7,320050206,502005201
0,206,2,13.0,67.0,3,1.0,320050206,502005203
0,207,3,43.5,11.0,1,0.65,320050206,0
0,208,1,59.0,50.0,2,0.7,320050207,502005206
0,209,2,30.0,62.0,3,0.9,320050207,502005208
0,210,3,-49.0,13.0,1,0.65,320050207,0
0,211,1,5.0,10.0,1,0.75,320050208,0
0,212,1,-10.0,10.0,1,0.75,320050209,0
0,213,1,20.0,-25.0,1,1.0,320050210,0
0,214,1,-74.0,40.0,2,0.7,320050306,502005301
0,215,2,13.0,67.0,3,1.0,320050306,502005303
0,216,3,43.5,11.0,1,0.65,320050306,0
0,217,1,59.0,50.0,2,0.7,320050307,502005306
0,218,2,30.0,62.0,3,0.9,320050307,502005308
0,219,3,-49.0,13.0,1,0.65,320050307,0
0,220,1,5.0,10.0,1,0.75,320050308,0
0,221,1,-10.0,10.0,1,0.75,320050309,0
0,222,1,20.0,-25.0,1,1.0,320050310,0
0,223,1,-74.0,40.0,2,0.7,320050406,502005401
0,224,2,13.0,67.0,3,1.0,320050406,502005403
0,225,3,43.5,11.0,1,0.65,320050406,0
0,226,1,59.0,50.0,2,0.7,320050407,502005406
0,227,2,30.0,62.0,3,0.9,320050407,502005408
0,228,3,-49.0,13.0,1,0.65,320050407,0
0,229,1,5.0,10.0,1,0.75,320050408,0
0,230,1,-10.0,10.0,1,0.75,320050409,0
0,231,1,20.0,-25.0,1,1.0,320050410,0
0,232,1,-74.0,40.0,2,0.7,320050506,502005501
0,233,2,13.0,67.0,3,1.0,320050506,502005503
0,234,3,43.5,11.0,1,0.65,320050506,0
0,235,1,59.0,50.0,2,0.7,320050507,502005506
0,236,2,30.0,62.0,3,0.9,320050507,502005508
0,237,3,-49.0,13.0,1,0.65,320050507,0
0,238,1,5.0,10.0,1,0.75,320050508,0
0,239,1,-10.0,10.0,1,0.75,320050509,0
0,240,1,20.0,-25.0,1,1.0,320050510,0
0,241,1,-74.0,40.0,2,0.7,320060106,502006101
0,242,2,13.0,67.0,3,0.7,320060106,502006103
0,243,3,43.5,11.0,1,0.65,320060106,0
0,244,1,59.0,50.0,2,0.7,320060107,502006106
0,245,2,30.0,62.0,3,0.9,320060107,502006108
0,246,3,-49.0,13.0,1,0.65,320060107,0
0,247,1,5.0,10.0,1,1.0,320060108,0
0,248,1,-10.0,10.0,1,1.2,320060109,0
0,249,1,20.0,-25.0,1,1.0,320060110,0
0,250,1,-74.0,40.0,2,0.7,320060206,502006201
0,251,2,13.0,67.0,3,0.7,320060206,502006203
0,252,3,43.5,11.0,1,0.65,320060206,0
0,253,1,59.0,50.0,2,0.7,320060207,502006206
0,254,2,30.0,62.0,3,0.9,320060207,502006208
0,255,3,-49.0,13.0,1,0.65,320060207,0
0,256,1,5.0,10.0,1,1.0,320060208,0
0,257,1,-10.0,10.0,1,1.2,320060209,0
0,258,1,20.0,-25.0,1,1.0,320060210,0
0,259,1,-74.0,40.0,2,0.7,320060306,502006301
0,260,2,13.0,67.0,3,0.7,320060306,502006303
0,261,3,43.5,11.0,1,0.65,320060306,0
0,262,1,59.0,50.0,2,0.7,320060307,502006306
0,263,2,30.0,62.0,3,0.9,320060307,502006308
0,264,3,-49.0,13.0,1,0.65,320060307,0
0,265,1,5.0,10.0,1,1.0,320060308,0
0,266,1,-10.0,10.0,1,1.2,320060309,0
0,267,1,20.0,-25.0,1,1.0,320060310,0
0,268,1,-74.0,40.0,2,0.7,320060406,502006401
0,269,2,13.0,67.0,3,0.7,320060406,502006403
0,270,3,43.5,11.0,1,0.65,320060406,0
0,271,1,59.0,50.0,2,0.7,320060407,502006406
0,272,2,30.0,62.0,3,0.9,320060407,502006408
0,273,3,-49.0,13.0,1,0.65,320060407,0
0,274,1,5.0,10.0,1,1.0,320060408,0
0,275,1,-10.0,10.0,1,1.2,320060409,0
0,276,1,20.0,-25.0,1,1.0,320060410,0
0,277,1,-74.0,40.0,2,0.7,320060506,502006501
0,278,2,13.0,67.0,3,0.7,320060506,502006503
0,279,3,43.5,11.0,1,0.65,320060506,0
0,280,1,59.0,50.0,2,0.7,320060507,502006506
0,281,2,30.0,62.0,3,0.9,320060507,502006508
0,282,3,-49.0,13.0,1,0.65,320060507,0
0,283,1,5.0,10.0,1,1.0,320060508,0
0,284,1,-10.0,10.0,1,1.2,320060509,0
0,285,1,20.0,-25.0,1,1.0,320060510,0
0,286,1,-74.0,40.0,2,0.7,320070106,502007101
0,287,2,43.0,67.0,3,0.7,320070106,502007103
0,288,3,43.5,11.0,1,0.65,320070106,0
0,289,1,59.0,50.0,2,0.7,320070107,502007106
0,290,2,30.0,62.0,3,0.9,320070107,502007108
0,291,3,-49.0,13.0,1,0.65,320070107,0
0,292,1,5.0,20.0,1,0.9,320070108,0
0,293,1,0.0,20.0,1,0.9,320070109,0
0,294,1,-20.0,-20.0,1,1.0,320070110,0
0,295,1,-74.0,40.0,2,0.7,320070206,502007201
0,296,2,43.0,67.0,3,0.7,320070206,502007203
0,297,3,43.5,11.0,1,0.65,320070206,0
0,298,1,59.0,50.0,2,0.7,320070207,502007206
0,299,2,30.0,62.0,3,0.9,320070207,502007208
0,300,3,-49.0,13.0,1,0.65,320070207,0
0,301,1,5.0,20.0,1,0.9,320070208,0
0,302,1,0.0,20.0,1,0.9,320070209,0
0,303,1,-20.0,-20.0,1,1.0,320070210,0
0,304,1,-74.0,40.0,2,0.7,320070306,502007301
0,305,2,43.0,67.0,3,0.7,320070306,502007303
0,306,3,43.5,11.0,1,0.65,320070306,0
0,307,1,59.0,50.0,2,0.7,320070307,502007306
0,308,2,30.0,62.0,3,0.9,320070307,502007308
0,309,3,-49.0,13.0,1,0.65,320070307,0
0,310,1,5.0,20.0,1,0.9,320070308,0
0,311,1,0.0,20.0,1,0.9,320070309,0
0,312,1,-20.0,-20.0,1,1.0,320070310,0
0,313,1,-74.0,40.0,2,0.7,320070406,502007401
0,314,2,43.0,67.0,3,0.7,320070406,502007403
0,315,3,43.5,11.0,1,0.65,320070406,0
0,316,1,59.0,50.0,2,0.7,320070407,502007406
0,317,2,30.0,62.0,3,0.9,320070407,502007408
0,318,3,-49.0,13.0,1,0.65,320070407,0
0,319,1,5.0,20.0,1,0.9,320070408,0
0,320,1,0.0,20.0,1,0.9,320070409,0
0,321,1,-20.0,-20.0,1,1.0,320070410,0
0,322,1,-74.0,40.0,2,0.7,320070506,502007501
0,323,2,43.0,67.0,3,0.7,320070506,502007503
0,324,3,43.5,11.0,1,0.65,320070506,0
0,325,1,59.0,50.0,2,0.7,320070507,502007506
0,326,2,30.0,62.0,3,0.9,320070507,502007508
0,327,3,-49.0,13.0,1,0.65,320070507,0
0,328,1,5.0,20.0,1,0.9,320070508,0
0,329,1,0.0,20.0,1,0.9,320070509,0
0,330,1,-20.0,-20.0,1,1.0,320070510,0
0,331,1,-74.0,40.0,2,0.7,320080106,502008101
0,332,2,43.0,67.0,3,0.9,320080106,502008103
0,333,3,43.5,11.0,1,0.65,320080106,0
0,334,1,59.0,50.0,2,0.7,320080107,502008106
0,335,2,30.0,62.0,3,0.9,320080107,502008108
0,336,3,-49.0,13.0,1,0.65,320080107,0
0,337,1,5.0,20.0,1,0.8,320080108,0
0,338,1,0.0,20.0,1,1.1,320080109,0
0,339,1,-20.0,-20.0,1,1.0,320080110,0
0,340,1,-74.0,40.0,2,0.7,320080206,502008201
0,341,2,43.0,67.0,3,0.9,320080206,502008203
0,342,3,43.5,11.0,1,0.65,320080206,0
0,343,1,59.0,50.0,2,0.7,320080207,502008206
0,344,2,30.0,62.0,3,0.9,320080207,502008208
0,345,3,-49.0,13.0,1,0.65,320080207,0
0,346,1,5.0,20.0,1,0.8,320080208,0
0,347,1,0.0,20.0,1,1.1,320080209,0
0,348,1,-20.0,-20.0,1,1.0,320080210,0
0,349,1,-74.0,40.0,2,0.7,320080306,502008301
0,350,2,43.0,67.0,3,0.9,320080306,502008303
0,351,3,43.5,11.0,1,0.65,320080306,0
0,352,1,59.0,50.0,2,0.7,320080307,502008306
0,353,2,30.0,62.0,3,0.9,320080307,502008308
0,354,3,-49.0,13.0,1,0.65,320080307,0
0,355,1,5.0,20.0,1,0.8,320080308,0
0,356,1,0.0,20.0,1,1.1,320080309,0
0,357,1,-20.0,-20.0,1,1.0,320080310,0
0,358,1,-74.0,40.0,2,0.7,320080406,502008401
0,359,2,43.0,67.0,3,0.9,320080406,502008403
0,360,3,43.5,11.0,1,0.65,320080406,0
0,361,1,59.0,50.0,2,0.7,320080407,502008406
0,362,2,30.0,62.0,3,0.9,320080407,502008408
0,363,3,-49.0,13.0,1,0.65,320080407,0
0,364,1,5.0,20.0,1,0.8,320080408,0
0,365,1,0.0,20.0,1,1.1,320080409,0
0,366,1,-20.0,-20.0,1,1.0,320080410,0
0,367,1,-74.0,40.0,2,0.7,320080506,502008501
0,368,2,43.0,67.0,3,0.9,320080506,502008503
0,369,3,43.5,11.0,1,0.65,320080506,0
0,370,1,59.0,50.0,2,0.7,320080507,502008506
0,371,2,30.0,62.0,3,0.9,320080507,502008508
0,372,3,-49.0,13.0,1,0.65,320080507,0
0,373,1,5.0,20.0,1,0.8,320080508,0
0,374,1,0.0,20.0,1,1.1,320080509,0
0,375,1,-20.0,-20.0,1,1.0,320080510,0
0,376,1,-74.0,40.0,2,0.7,320090106,502009101
0,377,2,13.0,67.0,3,1.0,320090106,502009103
0,378,3,43.5,11.0,1,0.65,320090106,0
0,379,1,-68.0,50.0,2,0.7,320090107,502009106
0,380,2,30.0,62.0,3,0.9,320090107,502009108
0,381,3,29.0,13.0,1,0.65,320090107,0
0,382,1,5.0,10.0,1,0.75,320090108,0
0,383,1,0.0,10.0,1,1.0,320090109,0
0,384,1,-20.0,-20.0,1,1.0,320090110,0
0,385,1,-74.0,40.0,2,0.7,320090206,502009201
0,386,2,13.0,67.0,3,1.0,320090206,502009203
0,387,3,43.5,11.0,1,0.65,320090206,0
0,388,1,-68.0,50.0,2,0.7,320090207,502009206
0,389,2,30.0,62.0,3,0.9,320090207,502009208
0,390,3,29.0,13.0,1,0.65,320090207,0
0,391,1,5.0,10.0,1,0.75,320090208,0
0,392,1,0.0,10.0,1,1.0,320090209,0
0,393,1,-20.0,-20.0,1,1.0,320090210,0
0,394,1,-74.0,40.0,2,0.7,320090306,502009301
0,395,2,13.0,67.0,3,1.0,320090306,502009303
0,396,3,43.5,11.0,1,0.65,320090306,0
0,397,1,-68.0,50.0,2,0.7,320090307,502009306
0,398,2,30.0,62.0,3,0.9,320090307,502009308
0,399,3,29.0,13.0,1,0.65,320090307,0
0,400,1,5.0,10.0,1,0.75,320090308,0
0,401,1,0.0,10.0,1,1.0,320090309,0
0,402,1,-20.0,-20.0,1,1.0,320090310,0
0,403,1,-74.0,40.0,2,0.7,320090406,502009401
0,404,2,13.0,67.0,3,1.0,320090406,502009403
0,405,3,43.5,11.0,1,0.65,320090406,0
0,406,1,-68.0,50.0,2,0.7,320090407,502009406
0,407,2,30.0,62.0,3,0.9,320090407,502009408
0,408,3,29.0,13.0,1,0.65,320090407,0
0,409,1,5.0,10.0,1,0.75,320090408,0
0,410,1,0.0,10.0,1,1.0,320090409,0
0,411,1,-20.0,-20.0,1,1.0,320090410,0
0,412,1,-74.0,40.0,2,0.7,320090506,502009501
0,413,2,13.0,67.0,3,1.0,320090506,502009503
0,414,3,43.5,11.0,1,0.65,320090506,0
0,415,1,-68.0,50.0,2,0.7,320090507,502009506
0,416,2,30.0,62.0,3,0.9,320090507,502009508
0,417,3,29.0,13.0,1,0.65,320090507,0
0,418,1,5.0,10.0,1,0.75,320090508,0
0,419,1,0.0,10.0,1,1.0,320090509,0
0,420,1,-20.0,-20.0,1,1.0,320090510,0
0,421,1,-74.0,40.0,2,0.7,320100106,502010101
0,422,2,13.0,67.0,3,1.0,320100106,502010103
0,423,3,43.5,11.0,1,0.65,320100106,0
0,424,1,-68.0,50.0,2,0.7,320100107,502010106
0,425,2,30.0,62.0,3,0.9,320100107,502010108
0,426,3,29.0,13.0,1,0.65,320100107,0
0,427,1,40.0,60.0,1,0.9,320100108,0
0,428,1,0.0,10.0,1,1.0,320100109,0
0,429,1,-20.0,-35.0,1,1.0,320100110,0
0,430,1,-74.0,40.0,2,0.7,320100206,502010201
0,431,2,13.0,67.0,3,1.0,320100206,502010203
0,432,3,43.5,11.0,1,0.65,320100206,0
0,433,1,-68.0,50.0,2,0.7,320100207,502010206
0,434,2,30.0,62.0,3,0.9,320100207,502010208
0,435,3,29.0,13.0,1,0.65,320100207,0
0,436,1,40.0,60.0,1,0.9,320100208,0
0,437,1,0.0,10.0,1,1.0,320100209,0
0,438,1,-20.0,-35.0,1,1.0,320100210,0
0,439,1,-74.0,40.0,2,0.7,320100306,502010301
0,440,2,13.0,67.0,3,1.0,320100306,502010303
0,441,3,43.5,11.0,1,0.65,320100306,0
0,442,1,-68.0,50.0,2,0.7,320100307,502010306
0,443,2,30.0,62.0,3,0.9,320100307,502010308
0,444,3,29.0,13.0,1,0.65,320100307,0
0,445,1,40.0,60.0,1,0.9,320100308,0
0,446,1,0.0,10.0,1,1.0,320100309,0
0,447,1,-20.0,-35.0,1,1.0,320100310,0
0,448,1,-74.0,40.0,2,0.7,320100406,502010401
0,449,2,13.0,67.0,3,1.0,320100406,502010403
0,450,3,43.5,11.0,1,0.65,320100406,0
0,451,1,-68.0,50.0,2,0.7,320100407,502010406
0,452,2,30.0,62.0,3,0.9,320100407,502010408
0,453,3,29.0,13.0,1,0.65,320100407,0
0,454,1,40.0,60.0,1,0.9,320100408,0
0,455,1,0.0,10.0,1,1.0,320100409,0
0,456,1,-20.0,-35.0,1,1.0,320100410,0
0,457,1,-74.0,40.0,2,0.7,320100506,502010501
0,458,2,13.0,67.0,3,1.0,320100506,502010503
0,459,3,43.5,11.0,1,0.65,320100506,0
0,460,1,-68.0,50.0,2,0.7,320100507,502010506
0,461,2,30.0,62.0,3,0.9,320100507,502010508
0,462,3,29.0,13.0,1,0.65,320100507,0
0,463,1,40.0,60.0,1,0.9,320100508,0
0,464,1,0.0,10.0,1,1.0,320100509,0
0,465,1,-20.0,-35.0,1,1.0,320100510,0
0,466,1,-74.0,40.0,2,0.7,320110106,502011101
0,467,2,13.0,67.0,3,1.0,320110106,502011103
0,468,3,43.5,11.0,1,0.65,320110106,0
0,469,1,-98.0,50.0,2,0.7,320110107,502011106
0,470,2,0.0,72.0,3,1.1,320110107,502011108
0,471,3,49.0,13.0,1,0.65,320110107,0
0,472,1,-40.0,30.0,1,0.75,320110108,0
0,473,1,20.0,50.0,1,1.2,320110109,0
0,474,1,-20.0,-35.0,1,1.1,320110110,0
0,475,1,-74.0,40.0,2,0.7,320110206,502011201
0,476,2,13.0,67.0,3,1.0,320110206,502011203
0,477,3,43.5,11.0,1,0.65,320110206,0
0,478,1,-98.0,50.0,2,0.7,320110207,502011206
0,479,2,0.0,72.0,3,1.1,320110207,502011208
0,480,3,49.0,13.0,1,0.65,320110207,0
0,481,1,-40.0,30.0,1,0.75,320110208,0
0,482,1,20.0,50.0,1,1.2,320110209,0
0,483,1,-20.0,-35.0,1,1.1,320110210,0
0,484,1,-74.0,40.0,2,0.7,320110306,502011301
0,485,2,13.0,67.0,3,1.0,320110306,502011303
0,486,3,43.5,11.0,1,0.65,320110306,0
0,487,1,-98.0,50.0,2,0.7,320110307,502011306
0,488,2,0.0,72.0,3,1.1,320110307,502011308
0,489,3,49.0,13.0,1,0.65,320110307,0
0,490,1,-40.0,30.0,1,0.75,320110308,0
0,491,1,20.0,50.0,1,1.2,320110309,0
0,492,1,-20.0,-35.0,1,1.1,320110310,0
0,493,1,-74.0,40.0,2,0.7,320110406,502011401
0,494,2,13.0,67.0,3,1.0,320110406,502011403
0,495,3,43.5,11.0,1,0.65,320110406,0
0,496,1,-98.0,50.0,2,0.7,320110407,502011406
0,497,2,0.0,72.0,3,1.1,320110407,502011408
0,498,3,49.0,13.0,1,0.65,320110407,0
0,499,1,-40.0,30.0,1,0.75,320110408,0
0,500,1,20.0,50.0,1,1.2,320110409,0
0,501,1,-20.0,-35.0,1,1.1,320110410,0
0,502,1,-74.0,40.0,2,0.7,320110506,502011501
0,503,2,13.0,67.0,3,1.0,320110506,502011503
0,504,3,43.5,11.0,1,0.65,320110506,0
0,505,1,-98.0,50.0,2,0.7,320110507,502011506
0,506,2,0.0,72.0,3,1.1,320110507,502011508
