text_animation_speed,id,type,diary_id,diary_text,command_param,sheet_name,command,seq_num,cue_name
0,1030023,4,3,"",2.25,0,1,23,0
0,1040001,2,4,"",0.0,vo_10011600,0,1,vo_10011600_0401
8,1040002,1,4," 유니 씨는 ",0.0,0,0,2,0
0,1040003,4,4,"",1.75,0,1,3,0
8,1040004,1,4,"정말 머리가 좋은 사람 같아. ",0.0,0,0,4,0
0,1040005,4,4,"",2.625,0,1,5,0
0,1040006,2,4,"",0.0,vo_10011600,0,6,vo_10011600_0402
8,1040007,1,4,"뭔지 모를 어려운 단어를 자주 쓰는데 ",0.0,0,0,7,0
0,1040008,4,4,"",3.75,0,1,8,0
8,1040009,1,4,"이해할 수 없는 단어도 있고 ",0.0,0,0,9,0
0,1040010,4,4,"",3.125,0,1,10,0
8,1040011,1,4,"앞으로는 사전을 가지고 다닐까?\n ",0.0,0,0,11,0
0,1040012,4,4,"",4.0,0,1,12,0
0,1040013,2,4,"",0.0,vo_10011600,0,13,vo_10011600_0403
8,1040014,1,4,"상아의 탑이라는 곳에서 늘 연구하고 있어서 ",0.0,0,0,14,0
0,1040015,4,4,"",3.75,0,1,15,0
8,1040016,1,4,"평소에는 그곳에서 거의 나오지 않는다니 ",0.0,0,0,16,0
0,1040017,4,4,"",3.25,0,1,17,0
8,1040018,1,4,"나랑 같은 외톨이 냄새가 나네요. ",0.0,0,0,18,0
0,1040019,4,4,"",3.375,0,1,19,0
0,1040020,2,4,"",0.0,vo_10011600,0,20,vo_10011600_0404
8,1040021,1,4,"외톨이는 외톨이를 부른다, ",0.0,0,0,21,0
0,1040022,4,4,"",2.5,0,1,22,0
8,1040023,1,4,"라고 ",0.0,0,0,23,0
0,1040024,4,4,"",1.125,0,1,24,0
8,1040025,1,4,"누가 말한 건지는 모르겠지만 ",0.0,0,0,25,0
0,1040026,4,4,"",2.75,0,1,26,0
8,1040027,1,4,"어쩌면……\n",0.0,0,0,27,0
0,1040028,4,4,"",2.0,0,1,28,0
0,1040029,2,4,"",0.0,vo_10011600,0,29,vo_10011600_0405
8,1040030,1,4,"같은 숙명을 가진 자들끼리 ",0.0,0,0,30,0
0,1040031,4,4,"",2.375,0,1,31,0
8,1040032,1,4,"친해질 수 있을지도? ",0.0,0,0,32,0
0,1040033,4,4,"",2.125,0,1,33,0
0,1050001,2,5,"",0.0,vo_10011600,0,1,vo_10011600_0501
8,1050002,1,5," 클로에 씨는 나랑 같은 ",0.0,0,0,2,0
0,1050003,4,5,"",1.875,0,1,3,0
8,1050004,1,5,"엘프, ",0.0,0,0,4,0
0,1050005,4,5,"",1.5,0,1,5,0
8,1050006,1,5,"지만…… ",0.0,0,0,6,0
0,1050007,4,5,"",1.625,0,1,7,0
8,1050008,1,5,"분위기가 조금 ",0.0,0,0,8,0
0,1050009,4,5,"",1.375,0,1,9,0
8,1050010,1,5,"독특한 사람.\n",0.0,0,0,10,0
0,1050011,4,5,"",2.625,0,1,11,0
0,1050012,2,5,"",0.0,vo_10011600,0,12,vo_10011600_0502
8,1050013,1,5,"어쩌면 같은 엘프끼리 친해질 수 있을지도, ",0.0,0,0,13,0
0,1050014,4,5,"",3.625,0,1,14,0
8,1050015,1,5,"라는 생각도 해봤지만 ",0.0,0,0,15,0
0,1050016,4,5,"",2.125,0,1,16,0
8,1050017,1,5,"애초에 말을 못 걸잖아!\n",0.0,0,0,17,0
0,1050018,4,5,"",3.125,0,1,18,0
0,1050019,2,5,"",0.0,vo_10011600,0,19,vo_10011600_0503
8,1050020,1,5,"그분이 말하기를 ",0.0,0,0,20,0
0,1050021,4,5,"",1.65,0,1,21,0
8,1050022,1,5,"잘 돌봐주는 착한 사람 ",0.0,0,0,22,0
0,1050023,4,5,"",1.625,0,1,23,0
8,1050024,1,5,"이라고 하지만……\n",0.0,0,0,24,0
0,1050025,4,5,"",3.125,0,1,25,0
0,1050026,2,5,"",0.0,vo_10011600,0,26,vo_10011600_0504
8,1050027,1,5,"그러고 보니 그 ",0.0,0,0,27,0
0,1050028,4,5,"",2.0,0,1,28,0
8,1050029,1,5,"뿌~…… ",0.0,0,0,29,0
0,1050030,4,5,"",1.5,0,1,30,0
8,1050031,1,5,"하는 한숨(?), ",0.0,0,0,31,0
0,1050032,4,5,"",2.375,0,1,32,0
0,1050033,2,5,"",0.0,vo_10011600,0,33,vo_10011600_0505
8,1050034,1,5,"말하진 못하지만……\n",0.0,0,0,34,0
0,1050035,4,5,"",2.375,0,1,35,0
8,1050036,1,5,"왠지 귀엽다고 ",0.0,0,0,36,0
0,1050037,4,5,"",1.375,0,1,37,0
8,1050038,1,5,"생각했어. ",0.0,0,0,38,0
0,1050039,4,5,"",1.0,0,1,39,0
0,1060001,2,6,"",0.0,vo_10011600,0,1,vo_10011600_0601
8,1060002,1,6," 치에루 씨는 인싸가 ",0.0,0,0,2,0
0,1060003,4,6,"",2.375,0,1,3,0
8,1060004,1,6,"분명해.\n",0.0,0,0,4,0
0,1060005,4,6,"",2.5,0,1,5,0
0,1060006,2,6,"",0.0,vo_10011600,0,6,vo_10011600_0602
8,1060007,1,6,"귀엽고 친구가 많은, ",0.0,0,0,7,0
0,1060008,4,6,"",2.5,0,1,8,0
8,1060009,1,6,"나 같은 외톨이하고는 정반대인 사람. ",0.0,0,0,9,0
0,1060010,4,6,"",2.875,0,1,10,0
0,1060011,2,6,"",0.0,vo_10011600,0,11,vo_10011600_0603
8,1060012,1,6,"보는 것만으로도 눈이 타버릴 것 같아.\n",0.0,0,0,12,0
0,1060013,4,6,"",3.25,0,1,13,0
0,1060014,2,6,"",0.0,vo_10011600,0,14,vo_10011600_0604
8,1060015,1,6,"마주 보고 대화를 나누면 ",0.0,0,0,15,0
0,1060016,4,6,"",3.5,0,1,16,0
8,1060017,1,6,"내 외톨이 마음에는 금이 가고 ",0.0,0,0,17,0
0,1060018,4,6,"",2.5,0,1,18,0
8,1060019,1,6,"산산조각이 날 게 틀림없어.\n",0.0,0,0,19,0
0,1060020,4,6,"",3.875,0,1,20,0
0,1060021,2,6,"",0.0,vo_10011600,0,21,vo_10011600_0605
8,1060022,1,6,"저 치에룬, ",0.0,0,0,22,0
0,1060023,4,6,"",1.75,0,1,23,0
8,1060024,1,6,"이라는 인사, ",0.0,0,0,24,0
0,1060025,4,6,"",1.625,0,1,25,0
8,1060026,1,6,"내 입으로 말하면 바로 기절하고 ",0.0,0,0,26,0
0,1060027,4,6,"",2.75,0,1,27,0
8,1060028,1,6,"저세상에 가버리지 않을까...... ",0.0,0,0,28,0
0,1060029,4,6,"",3.125,0,1,29,0
0,1070001,2,7,"",0.0,vo_10011600,0,1,vo_10011600_0701
8,1070002,1,7," 오늘은 하나부터 열까지 모두 ",0.0,0,0,2,0
0,1070003,4,7,"",2.375,0,1,3,0
7,1070004,1,7,"유니씨에게 신세를 져버렸어.\n",0.0,0,0,4,0
0,1070005,4,7,"",3.28571428571429,0,1,5,0
0,1070006,2,7,"",0.0,vo_10011600,0,6,vo_10011600_0702
8,1070007,1,7,"클로에 씨나 치에루 씨에게 놀림당할 때와는 전혀 다른, ",0.0,0,0,7,0
0,1070008,4,7,"",4.625,0,1,8,0
8,1070009,1,7,"지적이고 ",0.0,0,0,9,0
0,1070010,4,7,"",1.5,0,1,10,0
10,1070011,1,7,"의젓한 모습을 많이 봤어. ",0.0,0,0,11,0
0,1070012,4,7,"",2.4,0,1,12,0
0,1070013,2,7,"",0.0,vo_10011600,0,13,vo_10011600_0703
8,1070014,1,7,"척척 지시하는 모습에서는 ",0.0,0,0,14,0
0,1070015,4,7,"",2.375,0,1,15,0
8,1070016,1,7,"길드 마스터로서의 관록이 엄청나. ",0.0,0,0,16,0
0,1070017,4,7,"",3.5,0,1,17,0
0,1070018,2,7,"",0.0,vo_10011600,0,18,vo_10011600_0704
8,1070019,1,7,"유니 씨라면 분명, ",0.0,0,0,19,0
0,1070020,4,7,"",2.25,0,1,20,0
8,1070021,1,7,"유니짱즈라는 이름을 전 세계에 퍼트릴 수 있을 거야.\n\n",0.0,0,0,21,0
0,1070022,4,7,"",6.625,0,1,22,0
0,1070023,2,7,"",0.0,vo_10011600,0,23,vo_10011600_0705
8,1070024,1,7,"어라? ",0.0,0,0,24,0
0,1070025,4,7,"",1.125,0,1,25,0
8,1070026,1,7,"이런 길드명이었나? ",0.0,0,0,26,0
0,1070027,4,7,"",2.75,0,1,27,0
0,1080001,2,8,"",0.0,vo_10011600,0,1,vo_10011600_0801
8,1080002,1,8," 처음 만났을 때는 ",0.0,0,0,2,0
0,1080003,4,8,"",1.75,0,1,3,0
8,1080004,1,8,"무서워서 말조차 걸 수 없었던 클로에 씨. ",0.0,0,0,4,0
0,1080005,4,8,"",4.125,0,1,5,0
0,1080006,2,8,"",0.0,vo_10011600,0,6,vo_10011600_0802
8,1080007,1,8,"하지만 사실은 친절하고 ",0.0,0,0,7,0
0,1080008,4,8,"",2.75,0,1,8,0
8,1080009,1,8,"이런 나를 신경 써주고 있다는 게 전해졌어.\n",0.0,0,0,9,0
0,1080010,4,8,"",5.875,0,1,10,0
0,1080011,2,8,"",0.0,vo_10011600,0,11,vo_10011600_0803
8,1080012,1,8,"클로에 씨 덕분에 조금이지만 ",0.0,0,0,12,0
0,1080013,4,8,"",3.25,0,1,13,0
8,1080014,1,8,"반에 받아들여졌어.\n",0.0,0,0,14,0
0,1080015,4,8,"",4.25,0,1,15,0
0,1080016,2,8,"",0.0,vo_10011600,0,16,vo_10011600_0804
8,1080017,1,8,"클로에 씨는 가족이 많은 것 같아. ",0.0,0,0,17,0
0,1080018,4,8,"",4.125,0,1,18,0
0,1080019,2,8,"",0.0,vo_10011600,0,19,vo_10011600_0805
8,1080020,1,8,"그러고 보니, ",0.0,0,0,20,0
0,1080021,4,8,"",1.625,0,1,21,0
8,1080022,1,8,"오늘의 클로에 씨는 나도 모르게 언니라고 부를 뻔했어! ",0.0,0,0,22,0
0,1080023,4,8,"",4.625,0,1,23,0
0,1090001,2,9,"",0.0,vo_10011600,0,1,vo_10011600_0901
8,1090002,1,9," 치에룬. ",0.0,0,0,2,0
0,1090003,4,9,"",3.875,0,1,3,0
0,1090004,2,9,"",0.0,vo_10011600,0,4,vo_10011600_0902
8,1090005,1,9,"이 인사를 할 수 있게 되면 ",0.0,0,0,5,0
0,1090006,4,9,"",2.75,0,1,6,0
8,1090007,1,9,"나도 치에루 씨처럼 ",0.0,0,0,7,0
0,1090008,4,9,"",2.375,0,1,8,0
8,1090009,1,9,"밝고 친구도 많은 ",0.0,0,0,9,0
0,1090010,4,9,"",2.75,0,1,10,0
8,1090011,1,9,"내 이상에 가까운 여성이 될 수 있을까.\n",0.0,0,0,11,0
0,1090012,4,9,"",4.375,0,1,12,0
0,1090013,2,9,"",0.0,vo_10011600,0,13,vo_10011600_0903
8,1090014,1,9,"하지만 ",0.0,0,0,14,0
0,1090015,4,9,"",1.25,0,1,15,0
8,1090016,1,9,"이 인사는 아직 나에게는 이르니까 ",0.0,0,0,16,0
0,1090017,4,9,"",2.875,0,1,17,0
8,1090018,1,9,"오늘은 받아쓰기만 해두자.\n",0.0,0,0,18,0
0,1090019,4,9,"",4.125,0,1,19,0
0,1090020,2,9,"",0.0,vo_10011600,0,20,vo_10011600_0904
8,1090021,1,9,"치에룬 치에룬 치에룬 치에룬 치에룬\n",0.0,0,0,21,0
0,1090022,4,9,"",4.125,0,1,22,0
0,1090023,2,9,"",0.0,vo_10011600,0,23,vo_10011600_0905
8,1090024,1,9,"치에룬 치에룬 치에룬 치에룬 치에룬\n",0.0,0,0,24,0
0,1090025,4,9,"",4.125,0,1,25,0
0,1090026,2,9,"",0.0,vo_10011600,0,26,vo_10011600_0906
8,1090027,1,9,"치에룬 치에룬 치에룬 치에룬 치에룬\n",0.0,0,0,27,0
0,1090028,4,9,"",4.125,0,1,28,0
0,1090029,2,9,"",0.0,vo_10011600,0,29,vo_10011600_0907
8,1090030,1,9,"치에룬 치에룬 치에룬 ",0.0,0,0,30,0
0,1090031,4,9,"",2.875,0,1,31,0
0,1100001,2,10,"",0.0,vo_10011600,0,1,vo_10011600_1001
8,1100002,1,10," 잊고 있었어 잊고 있었어 잊고 있었어!\n",0.0,0,0,2,0
0,1100003,4,10,"",2.75,0,1,3,0
8,1100004,1,10,"어떡하지 특별강좌! ",0.0,0,0,4,0
0,1100005,4,10,"",2.25,0,1,5,0
0,1100006,2,10,"",0.0,vo_10011600,0,6,vo_10011600_1002
8,1100007,1,10,"엘프의 숲에서 가져온 만드라고라도 도망가 버렸고 ",0.0,0,0,7,0
0,1100008,4,10,"",3.625,0,1,8,0
8,1100009,1,10,"하나도 준비 못 했어! \n",0.0,0,0,9,0
0,1100010,4,10,"",2.375,0,1,10,0
0,1100011,2,10,"",0.0,vo_10011600,0,11,vo_10011600_1003
8,1100012,1,10,"……엘프의 숲이 ",0.0,0,0,12,0
0,1100013,4,10,"",2.0,0,1,13,0
8,1100014,1,10,"나를 부르고 있는 듯한 느낌이…… ",0.0,0,0,14,0
0,1100015,4,10,"",2.25,0,1,15,0
0,1100016,2,10,"",0.0,vo_10011600,0,16,vo_10011600_1004
8,1100017,1,10,"아냐 안 돼 안 돼 ",0.0,0,0,17,0
0,1100018,4,10,"",1.875,0,1,18,0
8,1100019,1,10,"미사토 선생님의 기대를 저버릴 순 없어!\n",0.0,0,0,19,0
0,1100020,4,10,"",4.125,0,1,20,0
0,1100021,2,10,"",0.0,vo_10011600,0,21,vo_10011600_1005
8,1100022,1,10,"하지만 정말 어떡하지 ",0.0,0,0,22,0
0,1100023,4,10,"",3.125,0,1,23,0
0,1100024,2,10,"",0.0,vo_10011600,0,24,vo_10011600_1006
8,1100025,1,10,"이렇게 된 이상 ",0.0,0,0,25,0
0,1100026,4,10,"",1.75,0,1,26,0
8,1100027,1,10,"외톨이 인생을 어떻게 살아갈지를 정리해서 ",0.0,0,0,27,0
0,1100028,4,10,"",3.375,0,1,28,0
8,1100029,1,10,"발표해볼까......? ",0.0,0,0,29,0
0,1100030,4,10,"",2.5,0,1,30,0
0,1110001,2,11,"",0.0,vo_10011600,0,1,vo_10011600_1101
8,1110002,1,11," 특별강좌, ",0.0,0,0,2,0
0,1110003,4,11,"",1.75,0,1,3,0
8,1110004,1,11,"끝!\n",0.0,0,0,4,0
0,1110005,4,11,"",2.625,0,1,5,0
0,1110006,2,11,"",0.0,vo_10011600,0,6,vo_10011600_1102
8,1110007,1,11,"결과는…… ",0.0,0,0,7,0
0,1110008,4,11,"",1.625,0,1,8,0
8,1110009,1,11,"성공, ",0.0,0,0,9,0
0,1110010,4,11,"",1.375,0,1,10,0
8,1110011,1,11,"이라고 생각해. ",0.0,0,0,11,0
0,1110012,4,11,"",3.125,0,1,12,0
0,1110013,2,11,"",0.0,vo_10011600,0,13,vo_10011600_1103
8,1110014,1,11,"이건 모두 ",0.0,0,0,14,0
0,1110015,4,11,"",2.5,0,1,15,0
8,1110016,1,11,"도와준 그분, ",0.0,0,0,16,0
0,1110017,4,11,"",1.875,0,1,17,0
8,1110018,1,11,"그리고 ",0.0,0,0,18,0
0,1110019,4,11,"",0.875,0,1,19,0
8,1110020,1,11,"단짝부 분들 덕분이야. \n",0.0,0,0,20,0
0,1110021,4,11,"",3.0,0,1,21,0
0,1110022,2,11,"",0.0,vo_10011600,0,22,vo_10011600_1104
8,1110023,1,11,"강좌가 끝나고 ",0.0,0,0,23,0
0,1110024,4,11,"",2.125,0,1,24,0
8,1110025,1,11,"많은 사람에게 둘러싸여 무서웠지만 ",0.0,0,0,25,0
0,1110026,4,11,"",3.0,0,1,26,0
0,1110027,2,11,"",0.0,vo_10011600,0,27,vo_10011600_1105
8,1110028,1,11,"그래도 나, ",0.0,0,0,28,0
0,1110029,4,11,"",1.5,0,1,29,0
8,1110030,1,11,"예전처럼 도망가지 않았어!\n",0.0,0,0,30,0
0,1110031,4,11,"",3.125,0,1,31,0
0,1110032,2,11,"",0.0,vo_10011600,0,32,vo_10011600_1106
8,1110033,1,11,"나도 조금은…… ",0.0,0,0,33,0
0,1110034,4,11,"",2.0,0,1,34,0
8,1110035,1,11,"정말 조금이지만 ",0.0,0,0,35,0
0,1110036,4,11,"",2.625,0,1,36,0
8,1110037,1,11,"성장…… ",0.0,0,0,37,0
0,1110038,4,11,"",1.5,0,1,38,0
8,1110039,1,11,"했을까. ",0.0,0,0,39,0
0,1110040,4,11,"",1.875,0,1,40,0
0,1120001,2,12,"",0.0,vo_10011600,0,1,vo_10011600_1201
8,1120002,1,12," 성 테레사 여학원에 위화감 없이 적응하다니 ",0.0,0,0,2,0
0,1120003,4,12,"",4.25,0,1,3,0
8,1120004,1,12,"그분은 역시 대단해! \n ",0.0,0,0,4,0
0,1120005,4,12,"",3.5,0,1,5,0
0,1120006,2,12,"",0.0,vo_10011600,0,6,vo_10011600_1202
8,1120007,1,12,"복도를 걸을 때 ",0.0,0,0,7,0
0,1120008,4,12,"",2.125,0,1,8,0
8,1120009,1,12,"다른 학생은 그분을 보고 놀란 얼굴을 하지만 ",0.0,0,0,9,0
0,1120010,4,12,"",3.375,0,1,10,0
8,1120011,1,12,"그분은 상냥하게 인사하죠!\n",0.0,0,0,11,0
0,1120012,4,12,"",3.125,0,1,12,0
0,1120013,2,12,"",0.0,vo_10011600,0,13,vo_10011600_1203
8,1120014,1,12,"그때 꺄악 ",0.0,0,0,14,0
0,1120015,4,12,"",1.375,0,1,15,0
8,1120016,1,12,"하는 소리를 들어도 ",0.0,0,0,16,0
0,1120017,4,12,"",1.25,0,1,17,0
8,1120018,1,12,"해맑은 표정으로 손을 흔들다니! ",0.0,0,0,18,0
0,1120019,4,12,"",2.5,0,1,19,0
0,1120020,2,12,"",0.0,vo_10011600,0,20,vo_10011600_1204
8,1120021,1,12,"인사조차 하지 못하는 나랑은 너무 달라!\n\n",0.0,0,0,21,0
0,1120022,4,12,"",4.625,0,1,22,0
0,1120023,2,12,"",0.0,vo_10011600,0,23,vo_10011600_1205
8,1120024,1,12,"나도 빨리 ",0.0,0,0,24,0
0,1120025,4,12,"",1.25,0,1,25,0
8,1120026,1,12,"저렇게 되고 싶다…… ",0.0,0,0,26,0
0,1120027,4,12,"",2.5,0,1,27,0
0,1130001,2,13,"",0.0,vo_10011600,0,1,vo_10011600_1301
8,1130002,1,13," 내가 가져온 만드라고라 큰일 났어......\n",0.0,0,0,2,0
0,1130003,4,13,"",4.875,0,1,3,0
0,1130004,2,13,"",0.0,vo_10011600,0,4,vo_10011600_1302
8,1130005,1,13,"하지만 ",0.0,0,0,5,0
0,1130006,4,13,"",1.25,0,1,6,0
8,1130007,1,13,"그분과 단짝부 분들이 도와준 덕분에 ",0.0,0,0,7,0
0,1130008,4,13,"",4.0,0,1,8,0
8,1130009,1,13,"큰 피해가 생기기 전에 막을 수 있었어. ",0.0,0,0,9,0
0,1130010,4,13,"",5.0,0,1,10,0
0,1130011,2,13,"",0.0,vo_10011600,0,11,vo_10011600_1303
8,1130012,1,13,"그분들은 ",0.0,0,0,12,0
0,1130013,4,13,"",1.45,0,1,13,0
8,1130014,1,13,"꿍꿍이가 있었다고 했지만 ",0.0,0,0,14,0
0,1130015,4,13,"",2.75,0,1,15,0
8,1130016,1,13,"그런 건 상관없어. \n",0.0,0,0,16,0
0,1130017,4,13,"",3.25,0,1,17,0
0,1130018,2,13,"",0.0,vo_10011600,0,18,vo_10011600_1304
8,1130019,1,13,"이렇게 함께 싸울 수 있어서 ",0.0,0,0,19,0
0,1130020,4,13,"",2.75,0,1,20,0
8,1130021,1,13,"난 기뻤어.\n",0.0,0,0,21,0
0,1130022,4,13,"",2.5,0,1,22,0
0,1130023,2,13,"",0.0,vo_10011600,0,23,vo_10011600_1305
8,1130024,1,13,"왠지…… ",0.0,0,0,24,0
0,1130025,4,13,"",1.75,0,1,25,0
8,1130026,1,13,"동료, ",0.0,0,0,26,0
0,1130027,4,13,"",1.375,0,1,27,0
8,1130028,1,13,"가 된 것 같아서. ",0.0,0,0,28,0
0,1130029,4,13,"",2.125,0,1,29,0
0,1140001,2,14,"",0.0,vo_10011600,0,1,vo_10011600_1401
8,1140002,1,14," 오늘은 ",0.0,0,0,2,0
0,1140003,4,14,"",1.5,0,1,3,0
7,1140004,1,14,"성 테레사 여학원에 다니는 마지막 날 ",0.0,0,0,4,0
0,1140005,4,14,"",3.60714285714286,0,1,5,0
8,1140006,1,14,"……이었다. \n ",0.0,0,0,6,0
0,1140007,4,14,"",3.25,0,1,7,0
0,1140008,2,14,"",0.0,vo_10011600,0,8,vo_10011600_1402
8,1140009,1,14,"처음에 미사토 선생님한테 부탁받았을 때는 ",0.0,0,0,9,0
0,1140010,4,14,"",3.375,0,1,10,0
8,1140011,1,14,"절대 못 할 거라 생각했어. ",0.0,0,0,11,0
0,1140012,4,14,"",3.125,0,1,12,0
0,1140013,2,14,"",0.0,vo_10011600,0,13,vo_10011600_1403
8,1140014,1,14,"하지만 지금은 헤어지기 아쉬워서 ",0.0,0,0,14,0
0,1140015,4,14,"",2.625,0,1,15,0
8,1140016,1,14,"이렇게 일기를 쓰고 있어.\n ",0.0,0,0,16,0
0,1140017,4,14,"",3.375,0,1,17,0
0,1140018,2,14,"",0.0,vo_10011600,0,18,vo_10011600_1404
8,1140019,1,14,"눈을 감으면 ",0.0,0,0,19,0
0,1140020,4,14,"",2.0,0,1,20,0
8,1140021,1,14,"그분이랑 ",0.0,0,0,21,0
0,1140022,4,14,"",1.5,0,1,22,0
8,1140023,1,14,"단짝부 분들, ",0.0,0,0,23,0
0,1140024,4,14,"",2.125,0,1,24,0
8,1140025,1,14,"친절하게 대해준 반 친구들이 떠올라.\n\n ",0.0,0,0,25,0
0,1140026,4,14,"",6.375,0,1,26,0
0,1140027,2,14,"",0.0,vo_10011600,0,27,vo_10011600_1405
8,1140028,1,14,"성 테레사 여학원 여러분,\n ",0.0,0,0,28,0
0,1140029,4,14,"",2.875,0,1,29,0
8,1140030,1,14,"정말 ",0.0,0,0,30,0
0,1140031,4,14,"",1.375,0,1,31,0
8,1140032,1,14,"감사합니다!",0.0,0,0,32,0
0,1140033,4,14,"",2.5,0,1,33,0
