size,softness,offset,chara_id
700.0,50.0,0.0,100432
600.0,50.0,40.0,100511
600.0,60.0,-20.0,100512
600.0,50.0,40.0,100513
600.0,60.0,-20.0,100514
800.0,50.0,0.0,100531
550.0,50.0,-50.0,100611
700.0,50.0,0.0,100631
700.0,50.0,0.0,100632
800.0,85.0,-60.0,100711
700.0,50.0,-95.0,100731
700.0,50.0,-40.0,100811
700.0,50.0,0.0,100831
700.0,50.0,0.0,100832
535.0,35.0,-20.0,100911
1200.0,50.0,0.0,100912
700.0,30.0,0.0,100931
750.0,100.0,-50.0,101011
700.0,50.0,0.0,101031
700.0,50.0,0.0,101032
650.0,50.0,20.0,101111
730.0,40.0,-100.0,101112
700.0,50.0,0.0,101131
800.0,45.0,0.0,101211
700.0,50.0,0.0,101231
630.0,105.0,-35.0,101311
1200.0,50.0,0.0,101312
800.0,50.0,30.0,101331
800.0,50.0,0.0,101332
700.0,50.0,0.0,101411
700.0,50.0,0.0,101412
700.0,50.0,0.0,101421
800.0,50.0,0.0,101431
800.0,50.0,50.0,101511
800.0,50.0,0.0,101512
800.0,50.0,0.0,101531
800.0,50.0,0.0,101532
740.0,80.0,-20.0,101611
700.0,50.0,0.0,101631
900.0,50.0,0.0,101632
610.0,40.0,-85.0,101711
700.0,50.0,0.0,101731
700.0,50.0,0.0,101732
700.0,50.0,0.0,101733
700.0,50.0,0.0,101811
640.0,70.0,-25.0,101812
700.0,50.0,0.0,101813
700.0,50.0,0.0,101821
700.0,50.0,0.0,101831
700.0,50.0,0.0,101832
520.0,50.0,0.0,102011
520.0,50.0,0.0,102012
700.0,50.0,0.0,102031
700.0,50.0,0.0,102032
700.0,50.0,0.0,102033
700.0,100.0,-50.0,102111
700.0,50.0,0.0,102131
490.0,80.0,-30.0,102211
520.0,80.0,-55.0,102212
700.0,50.0,0.0,102231
700.0,50.0,0.0,102232
530.0,45.0,-10.0,102311
530.0,45.0,-10.0,102312
530.0,45.0,-10.0,102313
700.0,50.0,0.0,102321
700.0,50.0,0.0,102331
525.0,0.0,-25.0,102332
550.0,45.0,-85.0,102511
700.0,50.0,0.0,102531
580.0,45.0,30.0,102611
700.0,50.0,0.0,102631
700.0,50.0,0.0,102632
680.0,60.0,-120.0,102711
1200.0,50.0,0.0,102712
700.0,50.0,0.0,102731
700.0,50.0,0.0,102732
900.0,50.0,0.0,102811
900.0,50.0,0.0,102821
900.0,50.0,0.0,102831
900.0,50.0,0.0,102832
500.0,65.0,-30.0,102911
900.0,50.0,-50.0,102912
900.0,50.0,0.0,102913
720.0,50.0,25.0,102931
800.0,100.0,-80.0,103011
700.0,50.0,0.0,103031
600.0,50.0,-65.0,103111
600.0,50.0,-65.0,103112
655.0,50.0,-35.0,103113
700.0,50.0,0.0,103131
700.0,50.0,0.0,103132
800.0,50.0,0.0,103133
800.0,80.0,50.0,103211
675.0,60.0,-65.0,103212
800.0,80.0,50.0,103213
700.0,50.0,0.0,103231
700.0,50.0,0.0,103232
700.0,50.0,90.0,103311
700.0,50.0,0.0,103331
700.0,50.0,0.0,103332
700.0,50.0,0.0,103333
700.0,50.0,0.0,103411
700.0,50.0,0.0,103412
700.0,50.0,0.0,103431
700.0,50.0,0.0,103432
700.0,50.0,0.0,103433
700.0,50.0,0.0,103611
700.0,50.0,0.0,103631
700.0,50.0,0.0,103632
700.0,50.0,-200.0,103711
700.0,50.0,-200.0,103712
700.0,50.0,0.0,103731
550.0,50.0,-50.0,103811
650.0,50.0,0.0,103812
550.0,50.0,-50.0,103813
700.0,50.0,0.0,103831
700.0,50.0,0.0,103832
700.0,50.0,-50.0,104011
700.0,50.0,0.0,104031
700.0,50.0,0.0,104032
700.0,50.0,0.0,104033
600.0,50.0,30.0,104211
700.0,50.0,-50.0,104212
700.0,50.0,0.0,104231
700.0,50.0,0.0,104232
750.0,35.0,0.0,104311
700.0,50.0,0.0,104331
900.0,30.0,90.0,104411
1200.0,50.0,0.0,104412
900.0,50.0,0.0,104431
680.0,50.0,50.0,104511
610.0,40.0,0.0,104512
700.0,50.0,0.0,104531
700.0,50.0,0.0,104532
700.0,50.0,-100.0,104611
700.0,50.0,-100.0,104612
700.0,50.0,0.0,104631
700.0,50.0,0.0,104632
900.0,50.0,0.0,104711
900.0,50.0,0.0,104712
900.0,50.0,0.0,104713
900.0,50.0,0.0,104715
800.0,50.0,0.0,104731
800.0,50.0,0.0,104732
535.0,45.0,-5.0,104811
700.0,50.0,0.0,104831
700.0,50.0,0.0,104832
900.0,50.0,-200.0,104911
545.0,50.0,-10.0,104912
900.0,50.0,-200.0,104914
700.0,50.0,0.0,104931
700.0,50.0,0.0,104932
900.0,50.0,0.0,105011
700.0,50.0,0.0,105031
700.0,50.0,0.0,105032
900.0,50.0,0.0,105111
1200.0,50.0,0.0,105112
700.0,50.0,0.0,105131
700.0,50.0,0.0,105132
700.0,50.0,-200.0,105211
650.0,50.0,-150.0,105212
700.0,50.0,-140.0,105213
600.0,60.0,-45.0,105214
900.0,50.0,0.0,105231
690.0,50.0,-15.0,105232
900.0,50.0,0.0,105311
900.0,50.0,0.0,105312
900.0,50.0,0.0,105331
800.0,50.0,0.0,105332
900.0,50.0,0.0,105411
700.0,50.0,-50.0,105412
900.0,50.0,0.0,105431
900.0,50.0,0.0,105432
600.0,80.0,30.0,105511
700.0,50.0,0.0,105531
700.0,50.0,0.0,105532
1200.0,50.0,0.0,105611
700.0,50.0,0.0,105612
1200.0,50.0,0.0,105613
1200.0,50.0,0.0,105621
700.0,50.0,0.0,105631
700.0,50.0,0.0,105632
700.0,50.0,0.0,105711
700.0,50.0,0.0,105712
700.0,50.0,0.0,105731
675.0,100.0,90.0,105811
600.0,80.0,-35.0,105812
640.0,65.0,-55.0,105813
600.0,80.0,-35.0,105814
900.0,50.0,0.0,105831
620.0,30.0,-70.0,105911
700.0,50.0,0.0,105912
500.0,60.0,-15.0,105913
500.0,10.0,-60.0,105914
500.0,10.0,-60.0,105921
700.0,50.0,0.0,105931
700.0,50.0,0.0,105932
700.0,50.0,0.0,105933
735.0,50.0,0.0,106011
750.0,80.0,-5.0,106012
735.0,50.0,0.0,106013
735.0,50.0,0.0,106014
735.0,50.0,0.0,106015
700.0,50.0,0.0,106031
730.0,50.0,70.0,106112
730.0,50.0,70.0,106113
480.0,50.0,-20.0,106114
730.0,50.0,70.0,106115
480.0,50.0,-20.0,106116
430.0,0.0,-50.0,106131
715.0,50.0,-10.0,106211
800.0,50.0,0.0,106231
765.0,50.0,-120.0,106311
750.0,50.0,-80.0,106331
590.0,60.0,-70.0,106411
590.0,60.0,-70.0,106412
590.0,60.0,-70.0,106413
590.0,60.0,-70.0,106414
590.0,60.0,-70.0,106415
700.0,70.0,-20.0,106416
590.0,60.0,-70.0,106417
700.0,50.0,0.0,106431
700.0,50.0,0.0,106432
765.0,65.0,-55.0,106511
520.0,50.0,0.0,106531
520.0,50.0,0.0,106532
420.0,70.0,0.0,106611
420.0,70.0,0.0,106612
550.0,50.0,-30.0,106631
550.0,50.0,-55.0,106632
760.0,100.0,-140.0,106711
760.0,100.0,-140.0,106712
1300.0,150.0,-30.0,106713
1300.0,150.0,-30.0,106714
760.0,100.0,-140.0,106715
800.0,50.0,0.0,106731
875.0,50.0,110.0,106811
1200.0,50.0,0.0,106812
580.0,50.0,-40.0,106813
1200.0,50.0,0.0,106814
875.0,50.0,110.0,106815
800.0,50.0,0.0,106831
570.0,20.0,-55.0,106832
800.0,50.0,0.0,106834
1200.0,50.0,0.0,106911
1200.0,50.0,0.0,106912
700.0,70.0,-30.0,106913
690.0,35.0,-25.0,106914
1050.0,100.0,-60.0,106915
800.0,50.0,0.0,106931
1200.0,50.0,0.0,107011
1200.0,50.0,0.0,107012
460.0,0.0,0.0,107031
1200.0,50.0,0.0,107111
1200.0,50.0,0.0,107112
1000.0,50.0,0.0,107113
1200.0,50.0,0.0,107114
1200.0,50.0,0.0,107115
1200.0,50.0,0.0,107116
885.0,40.0,-30.0,107131
805.0,50.0,-25.0,107211
805.0,50.0,-25.0,107212
700.0,50.0,-15.0,107231
1200.0,50.0,0.0,107311
1500.0,50.0,0.0,107312
800.0,50.0,0.0,107331
550.0,60.0,-40.0,107511
800.0,60.0,30.0,107512
350.0,20.0,-60.0,107611
600.0,50.0,30.0,107612
700.0,50.0,-17.0,107631
610.0,70.0,60.0,107711
610.0,70.0,60.0,107712
700.0,50.0,0.0,107811
800.0,50.0,30.0,107812
565.0,0.0,-40.0,107911
565.0,0.0,-40.0,107912
450.0,0.0,0.0,107931
570.0,70.0,-110.0,108011
570.0,70.0,-110.0,108012
460.0,50.0,0.0,108031
750.0,65.0,-90.0,108111
540.0,85.0,-10.0,108211
650.0,105.0,0.0,108411
600.0,60.0,0.0,108511
700.0,80.0,-60.0,108611
600.0,90.0,-50.0,108711
800.0,50.0,0.0,108732
800.0,50.0,0.0,108832
600.0,75.0,25.0,108911
800.0,50.0,0.0,108932
680.0,180.0,-30.0,109011
700.0,105.0,-55.0,109111
575.0,30.0,10.0,109211
540.0,30.0,-10.0,109311
735.0,100.0,-75.0,109411
630.0,60.0,-60.0,109511
630.0,90.0,0.0,109611
720.0,50.0,0.0,109711
720.0,50.0,0.0,109712
580.0,50.0,0.0,109811
800.0,50.0,0.0,109812
640.0,150.0,-80.0,109911
570.0,95.0,20.0,110011
740.0,50.0,30.0,110031
515.0,50.0,0.0,110111
900.0,50.0,0.0,110211
540.0,30.0,0.0,110311
560.0,20.0,0.0,110331
600.0,70.0,-80.0,110411
700.0,0.0,-20.0,110511
710.0,70.0,-30.0,110611
460.0,0.0,0.0,110711
500.0,0.0,0.0,110811
600.0,50.0,0.0,110812
600.0,50.0,0.0,110813
600.0,50.0,0.0,110831
600.0,50.0,0.0,110832
685.0,0.0,0.0,110911
600.0,50.0,0.0,110931
600.0,50.0,0.0,110932
485.0,40.0,-40.0,111011
600.0,50.0,0.0,111031
600.0,50.0,0.0,111032
750.0,70.0,-15.0,111111
600.0,50.0,0.0,111131
500.0,0.0,25.0,111211
700.0,50.0,0.0,111311
750.0,90.0,-10.0,111411
1050.0,50.0,0.0,111412
800.0,50.0,0.0,111431
750.0,60.0,-40.0,111511
750.0,50.0,-50.0,111611
875.0,70.0,-80.0,111711
600.0,80.0,-40.0,111712
600.0,50.0,-10.0,111811
600.0,50.0,-10.0,111812
700.0,50.0,-10.0,111831
660.0,70.0,-30.0,111911
660.0,70.0,-30.0,111912
750.0,50.0,-30.0,112011
750.0,50.0,-30.0,112012
650.0,50.0,-50.0,112111
750.0,70.0,-15.0,112211
635.0,75.0,-45.0,112311
800.0,50.0,0.0,112411
800.0,50.0,0.0,112431
800.0,50.0,0.0,112511
800.0,50.0,0.0,112531
700.0,70.0,-15.0,112611
800.0,50.0,0.0,112631
715.0,80.0,70.0,112711
710.0,50.0,-100.0,112811
800.0,70.0,15.0,112911
800.0,70.0,15.0,112912
530.0,70.0,0.0,113011
800.0,50.0,0.0,113111
740.0,80.0,-10.0,113211
670.0,50.0,-90.0,113311
740.0,50.0,0.0,113411
550.0,50.0,-40.0,113511
800.0,50.0,0.0,113611
800.0,50.0,0.0,113612
800.0,50.0,0.0,113631
735.0,60.0,30.0,113711
735.0,60.0,30.0,113712
605.0,60.0,0.0,113811
605.0,60.0,0.0,113812
680.0,70.0,-60.0,113911
840.0,75.0,0.0,114011
795.0,50.0,0.0,114111
650.0,70.0,-10.0,114211
690.0,70.0,10.0,114311
590.0,70.0,-40.0,114411
800.0,50.0,0.0,114511
900.0,50.0,0.0,114611
900.0,50.0,0.0,114612
900.0,50.0,0.0,114711
750.0,90.0,50.0,115011
640.0,70.0,50.0,115511
640.0,70.0,50.0,115512
580.0,70.0,-20.0,115611
700.0,50.0,0.0,115711
490.0,30.0,-25.0,115811
490.0,30.0,-25.0,115812
750.0,75.0,0.0,115911
800.0,15.0,120.0,116011
600.0,50.0,0.0,116211
800.0,50.0,0.0,116311
800.0,50.0,0.0,116411
670.0,60.0,0.0,116511
670.0,60.0,0.0,116512
630.0,70.0,-75.0,116611
600.0,50.0,0.0,116711
600.0,50.0,0.0,116712
600.0,50.0,0.0,116713
550.0,60.0,-80.0,116811
590.0,70.0,0.0,116911
550.0,75.0,-50.0,117011
700.0,75.0,-110.0,117111
640.0,50.0,20.0,117211
640.0,70.0,40.0,117311
705.0,50.0,-125.0,117411
600.0,50.0,0.0,117431
800.0,50.0,0.0,117511
670.0,60.0,-30.0,117611
760.0,75.0,55.0,117711
830.0,75.0,-135.0,117811
650.0,75.0,0.0,117911
740.0,70.0,-20.0,118011
740.0,70.0,-20.0,118031
700.0,50.0,0.0,118111
600.0,50.0,30.0,118131
800.0,50.0,0.0,118231
665.0,80.0,-15.0,118311
600.0,80.0,-35.0,118411
700.0,50.0,0.0,118511
700.0,50.0,0.0,118531
725.0,60.0,5.0,119011
740.0,75.0,-110.0,119111
690.0,75.0,-80.0,119112
800.0,50.0,0.0,119211
900.0,50.0,0.0,119311
630.0,80.0,-50.0,119911
670.0,60.0,-60.0,120011
900.0,50.0,-200.0,120012
700.0,105.0,-55.0,120013
700.0,75.0,-110.0,120014
545.0,50.0,-10.0,120015
900.0,50.0,-200.0,120016
900.0,50.0,-200.0,120017
500.0,70.0,15.0,120411
500.0,70.0,15.0,120412
800.0,50.0,0.0,120511
600.0,70.0,55.0,120611
600.0,70.0,55.0,120612
700.0,60.0,0.0,120711
800.0,60.0,65.0,120811
770.0,60.0,70.0,120911
700.0,70.0,-110.0,120912
630.0,65.0,-55.0,121011
570.0,50.0,-55.0,121111
930.0,60.0,-70.0,121211
930.0,60.0,-70.0,121212
750.0,50.0,0.0,121311
630.0,70.0,0.0,121411
710.0,70.0,0.0,121511
710.0,70.0,0.0,121512
650.0,50.0,0.0,121611
650.0,50.0,0.0,121612
700.0,50.0,0.0,121711
655.0,50.0,-45.0,121811
700.0,70.0,20.0,121911
700.0,70.0,20.0,121912
615.0,70.0,25.0,122011
615.0,70.0,25.0,122012
700.0,50.0,0.0,122111
710.0,70.0,-85.0,122211
800.0,50.0,0.0,122311
800.0,50.0,0.0,122331
800.0,50.0,0.0,122332
800.0,50.0,0.0,122333
1200.0,50.0,0.0,122411
700.0,50.0,0.0,122431
670.0,60.0,-65.0,122511
650.0,100.0,-70.0,122531
800.0,50.0,0.0,122611
700.0,50.0,0.0,122631
560.0,70.0,-30.0,122711
700.0,50.0,0.0,122731
800.0,50.0,0.0,122811
700.0,50.0,0.0,122831
620.0,70.0,-25.0,122911
720.0,80.0,-10.0,123111
720.0,80.0,-10.0,123112
710.0,70.0,-20.0,123211
595.0,70.0,-30.0,123311
595.0,70.0,-30.0,123312
800.0,50.0,0.0,123331
1200.0,50.0,0.0,123511
800.0,50.0,0.0,123611
580.0,50.0,-40.0,123711
800.0,50.0,0.0,123811
615.0,60.0,-85.0,123911
620.0,60.0,-90.0,123912
720.0,75.0,-50.0,124011
750.0,75.0,0.0,124012
650.0,70.0,-60.0,124111
650.0,70.0,-60.0,124112
1000.0,70.0,0.0,124211
1000.0,70.0,0.0,124212
1000.0,70.0,0.0,124213
1000.0,70.0,0.0,124214
650.0,80.0,-5.0,124311
600.0,60.0,-75.0,124411
750.0,35.0,-120.0,124511
550.0,70.0,-10.0,124611
620.0,60.0,15.0,124711
750.0,70.0,-10.0,124811
800.0,50.0,0.0,124812
875.0,60.0,-105.0,124911
655.0,70.0,-95.0,125011
535.0,70.0,-35.0,125012
535.0,70.0,-35.0,125013
655.0,70.0,-95.0,125014
580.0,60.0,-5.0,125111
700.0,60.0,-75.0,125211
700.0,60.0,-75.0,125212
650.0,50.0,0.0,125311
1500.0,50.0,0.0,125312
1500.0,50.0,0.0,125313
1500.0,50.0,0.0,125314
615.0,50.0,-70.0,125411
1500.0,50.0,0.0,125412
1500.0,50.0,0.0,125413
615.0,50.0,-70.0,125414
750.0,35.0,50.0,125511
750.0,35.0,50.0,125512
750.0,55.0,-165.0,125611
750.0,55.0,-165.0,125612
750.0,55.0,-165.0,125613
800.0,50.0,0.0,125614
800.0,50.0,0.0,125631
800.0,50.0,0.0,125711
570.0,50.0,-45.0,125811
800.0,50.0,0.0,125812
800.0,50.0,0.0,125813
570.0,50.0,-45.0,125821
570.0,50.0,-45.0,125822
570.0,50.0,-45.0,125823
800.0,50.0,0.0,125831
580.0,60.0,-45.0,126011
800.0,50.0,0.0,126012
460.0,60.0,-30.0,126013
580.0,60.0,-45.0,126021
580.0,60.0,-45.0,126022
580.0,60.0,-45.0,126023
800.0,50.0,0.0,126031
570.0,50.0,-45.0,126111
800.0,50.0,0.0,126112
660.0,50.0,-35.0,126113
570.0,50.0,-45.0,126121
570.0,50.0,-45.0,126122
570.0,50.0,-45.0,126123
800.0,50.0,0.0,126131
550.0,70.0,-60.0,126211
800.0,50.0,0.0,126212
620.0,60.0,-70.0,126311
1200.0,50.0,0.0,126411
1200.0,50.0,0.0,126412
720.0,50.0,0.0,126413
720.0,50.0,0.0,126414
800.0,50.0,0.0,126431
1200.0,50.0,0.0,126511
1300.0,150.0,0.0,126512
1500.0,50.0,0.0,126531
1600.0,50.0,0.0,126532
800.0,50.0,0.0,126533
700.0,80.0,-90.0,126611
700.0,50.0,0.0,126711
800.0,50.0,0.0,126811
710.0,70.0,5.0,126911
800.0,50.0,0.0,127011
800.0,50.0,0.0,127012
700.0,55.0,-25.0,127111
700.0,55.0,-25.0,127112
700.0,55.0,-75.0,127211
700.0,55.0,-75.0,127212
700.0,55.0,-75.0,127213
700.0,55.0,-75.0,127214
700.0,55.0,-75.0,127215
700.0,65.0,0.0,127311
700.0,65.0,0.0,127312
630.0,60.0,-45.0,127511
630.0,60.0,-45.0,127512
700.0,65.0,-35.0,127611
700.0,65.0,-35.0,127612
465.0,50.0,-35.0,127711
465.0,50.0,-35.0,127712
800.0,50.0,0.0,127731
520.0,70.0,0.0,127811
520.0,70.0,0.0,127812
800.0,50.0,0.0,127831
630.0,75.0,-40.0,127911
600.0,60.0,-145.0,128011
800.0,40.0,-65.0,128111
800.0,50.0,-100.0,128112
650.0,60.0,-35.0,128211
650.0,60.0,-35.0,128212
650.0,50.0,-60.0,128311
620.0,60.0,-75.0,128411
660.0,65.0,0.0,128511
620.0,60.0,-15.0,128711
750.0,65.0,-55.0,128811
750.0,65.0,-55.0,128812
760.0,50.0,-10.0,128911
600.0,60.0,0.0,129011
760.0,60.0,-15.0,129012
760.0,60.0,-15.0,129013
760.0,60.0,-15.0,129014
800.0,50.0,0.0,129031
720.0,40.0,-60.0,129111
720.0,40.0,-60.0,129112
720.0,40.0,-60.0,129113
720.0,40.0,-60.0,129114
720.0,40.0,-60.0,129115
720.0,40.0,-60.0,129116
970.0,65.0,-170.0,129211
970.0,65.0,-170.0,129212
970.0,65.0,-170.0,129213
970.0,65.0,-170.0,129214
970.0,65.0,-170.0,129215
970.0,65.0,-170.0,129216
970.0,65.0,-170.0,129217
800.0,50.0,0.0,129311
600.0,60.0,15.0,129411
600.0,60.0,15.0,129412
550.0,50.0,-10.0,129511
600.0,60.0,40.0,129611
500.0,70.0,0.0,129612
500.0,70.0,0.0,129613
1000.0,50.0,0.0,129631
800.0,70.0,0.0,129711
900.0,50.0,-30.0,129712
800.0,50.0,0.0,129731
630.0,65.0,-65.0,129811
800.0,50.0,0.0,129911
640.0,50.0,-75.0,130011
1500.0,50.0,0.0,130012
640.0,50.0,-75.0,130013
1500.0,50.0,0.0,130031
415.0,50.0,-20.0,130111
460.0,50.0,0.0,130112
415.0,50.0,-20.0,130113
570.0,50.0,-55.0,130211
800.0,50.0,0.0,130212
570.0,50.0,-55.0,130213
800.0,50.0,0.0,130231
