still_group_id,mypage_type,scroll_direction,vertical_still_flg,group_id,still_name,still_id
0,1,0,0,10005,Menu2scene1,9000111
0,1,0,0,10005,Menu2scene2,9000112
0,1,0,0,10005,Menu2scene3,9000113
0,1,0,0,10005,Menu2scene4,9000114
0,1,0,0,10005,Menu2scene5,9000115
0,1,0,0,10005,Menu2scene6,9000116
0,1,0,0,10005,Menu2scene7,9000117
0,1,0,0,10005,Menu2scene8,9000118
0,1,0,0,10005,Menu2scene9,9000119
0,1,0,0,10005,Menu3scene1,9000120
0,1,0,0,10005,Menu3scene2,9000121
0,1,0,0,10005,Menu3scene3,9000122
0,1,0,0,10005,Menu4scene1,9000123
0,1,0,0,10005,Menu4scene2,9000124
0,1,0,0,10005,Menu4scene3,9000125
0,1,0,0,10005,Menu4scene4,9000126
0,1,0,0,10005,Menu4scene5,9000127
0,1,0,0,10005,OPscene1,9000128
0,1,0,0,10005,OPscene2,9000129
0,1,0,0,10005,OPscene3,9000130
0,1,0,0,10005,OPscene4,9000131
0,1,0,0,10005,OPscene5,9000132
0,1,0,0,10005,EDscene1,9000133
0,1,0,0,10006,Menu5NEXT,9000135
0,1,0,0,10006,Menu6NEXT,9000136
0,1,0,0,10006,Menu7NEXT,9000137
0,1,0,0,10006,Menu8NEXT,9000138
0,1,0,0,10006,Menu5scene1,9000139
0,1,0,0,10006,Menu5scene2,9000140
0,1,0,0,10006,Menu5scene3,9000141
0,1,0,0,10006,Menu5scene4,9000142
0,1,0,0,10006,Menu6scene1,9000143
0,1,0,0,10006,Menu6scene2,9000144
0,1,0,0,10006,Menu6scene3,9000145
0,1,0,0,10006,Menu6scene4,9000146
0,1,0,0,10006,Menu6scene5,9000147
0,1,0,0,10006,Menu6scene6,9000148
0,1,0,0,10006,Menu6scene7,9000149
0,1,0,0,10006,Menu6scene8,9000150
0,1,0,0,10006,Menu7scene1,9000151
0,1,0,0,10006,Menu7scene2,9000152
0,1,0,0,10006,Menu7scene3,9000153
0,1,0,0,10006,Menu7scene4,9000154
0,1,0,0,10006,Menu7scene5,9000155
0,1,0,0,10006,Menu7scene6,9000156
0,1,0,0,10006,Menu7scene7,9000157
0,1,0,0,10006,Menu7scene8,9000158
0,1,0,0,10006,Menu8scene1,9000159
0,1,0,0,10006,Menu8scene2,9000160
0,1,0,0,10006,Menu8scene3,9000161
0,1,0,0,10006,Menu8scene4,9000162
0,1,0,0,10006,Menu8scene5,9000163
0,1,0,0,10006,Menu8scene6,9000164
0,1,0,0,10006,Menu8scene7,9000165
0,1,0,0,10006,Menu8scene8,9000166
0,1,0,0,10006,Menu8scene9,9000167
0,1,0,0,10006,Menu8scene10,9000168
0,1,0,0,40001,"모두가 좋아하는 거",9000169
0,1,0,0,40001,"다 같이 꽃구경",9000170
0,1,0,0,10007,Menu9NEXT,9000171
0,1,0,0,10007,Menu10NEXT,9000172
0,1,0,0,10007,Menu11NEXT,9000173
0,1,0,0,10007,Menu9scene1,9000174
0,1,0,0,10007,Menu9scene2,9000175
0,1,0,0,10007,Menu9scene3,9000176
0,1,0,0,10007,Menu9scene4,9000177
0,1,0,0,10007,Menu10scene1,9000178
0,1,0,0,10007,Menu10scene2,9000179
0,1,0,0,10007,Menu10scene3,9000180
0,1,0,0,10007,Menu11scene1,9000181
0,1,0,0,10007,Menu11scene2,9000182
0,1,0,0,10007,Menu11scene3,9000183
0,1,0,0,10007,Menu11scene4,9000184
0,1,0,0,10007,Menu11scene5,9000185
0,1,0,0,10007,Menu11scene6,9000186
0,1,0,0,10007,Menu11scene7,9000187
0,1,0,0,10007,Menu11scene8,9000188
0,1,0,0,10007,Menu12scene1,9000189
0,1,0,0,10007,Menu12scene2,9000190
0,1,0,0,10007,Menu12scene3,9000191
0,1,0,0,10007,Menu12scene4,9000192
0,1,0,0,10007,Menu12scene5,9000193
0,1,0,0,10007,Menu12scene6,9000194
0,1,0,0,10007,Menu12scene7,9000195
0,1,0,0,10007,Menu12scene8,9000196
0,1,0,0,10007,Menu12scene9,9000197
0,1,0,0,10007,Menu12scene10,9000198
0,1,0,0,10007,Menu12scene11,9000199
0,1,0,0,10007,Menu12scene12,9000200
0,1,0,0,10007,Menu12scene13,9000201
0,1,0,0,10007,Menu12scene14,9000202
0,1,0,0,10007,Menu12scene15,9000203
0,1,0,0,10007,Menu12scene16,9000204
0,2,0,0,10008,"OP Movie",9000205
0,2,0,0,10008,"ED Movie",9000206
0,2,0,0,10008,Moviescene1,9000207
0,2,0,0,10008,Moviescene2,9000208
0,2,0,0,10008,Moviescene3,9000209
0,1,0,0,40001,"5월 연휴!",9000210
0,1,0,0,40001,"장마 합창단",9000211
0,1,0,0,40001,"여름 숲의 탐험대",9000212
0,1,0,0,40001,"여름의 추억",9000213
0,1,0,0,40001,"여름 소풍",9000214
0,1,0,1,20005,"4.5주년 기념 커스텀 마이 페이지 1",9000215
0,1,0,1,20005,"4.5주년 기념 커스텀 마이 페이지 2",9000216
0,1,0,0,40001,"다 같이 달맞이",9000217
0,1,0,0,40001,"할로윈 파티",9000218
0,1,0,0,40001,"가을 하면......",9000219
0,1,0,0,40001,"Wish a Merry Xmas",9000220
0,1,0,0,40001,"새해의 한때",9000221
0,1,0,0,30001,"추억의 조각모음 커스텀 마이 페이지",9000222
0,1,0,0,40002,"로손 콜라보 기념 커스텀 마이 페이지",9000223
0,1,0,0,40001,"Valentine's Day",9000224
0,1,0,0,20006,"5주년 기념 커스텀 마이 페이지",9000225
0,1,0,0,40001,"그리고 다시, 찾아온 봄",9000226
0,1,0,0,30001,"북의 장인 포스터",9000227
0,2,0,0,40001,"추억의 궤적",9000228
0,1,0,0,40003,"TANITA 콜라보 기념 커스텀 마이 페이지",9000229
0,1,0,0,30001,"어드벤트 캘린더 커스텀 마이 페이지",9000230
0,1,0,0,10009,"사운드 트랙 Vol.6 구입 특전 커스텀 마이 페이지",9000231
0,1,0,0,10009,"캐릭터 송 앨범 Vol.5 구입 특전 커스텀 마이 페이지",9000232
0,1,0,0,20007,"「I Wish 꼭 잡은 이 손을」 키 비주얼 커스텀 페이지",9000233
0,1,0,0,20007,"6주년 기념 커스텀 마이 페이지 로고 있음",9000234
0,1,0,0,20007,"6주년 기념 커스텀 마이 페이지 로고 없음",9000235
0,1,0,0,40004,"2025년 발렌타인 기념 커스텀 마이 페이지 페코린느",9000236
0,1,0,0,40004,"2025년 발렌타인 기념 커스텀 마이 페이지 콧코로",9000237
0,1,0,0,40004,"2025년 발렌타인 기념 커스텀 마이 페이지 캬루",9000238
0,1,0,0,40004,"2025년 발렌타인 기념 커스텀 마이 페이지 셰피",9000239
0,1,0,0,30001,"어나더 위시 로그 커스텀 마이 페이지",9000240
0,1,0,0,30001,"서머 포토 픽스 커스텀 마이 페이지",9000241
0,1,0,0,40005,"긴다코 하이볼 선술집 콜라보 기념 커스텀 마이 페이지",9000242
0,1,0,0,40006,"어서 와, 셰피! 커스텀 마이 페이지",9000243
0,1,0,0,10009,"캐릭터 송 앨범 Vol.6 구입 특전 커스텀 마이 페이지",9000244
0,1,0,0,20008,"「다이브 아스트룸 일곱 개의 소원과 창세의 잔향」 키 비주얼 커스텀 마이 페이지",9000245
0,1,0,0,20008,"7주년 기념 커스텀 마이 페이지",9000246
0,1,0,0,90001,"[프린세스 커넥트! Re:Dive 2,000일의 기억] 개최 기념 커스텀 마이 페이지",9900001
