pos_x,page_num,enhance_level_id_4,pre_node_1,pre_node_5,enhance_level_id_2,pre_node_3,enhance_level_id_1,pos_y,icon_id,pre_node_4,enhance_level_id_5,title_id,pre_node_2,enhance_level_id_3,node_id
5,2,19204,189,0,19202,0,19201,29,10073,0,19205,7,0,19203,192
8,2,19304,190,0,19302,0,19301,29,10035,0,19305,3,0,19303,193
5,2,19404,191,0,19402,193,19401,30,10026,0,19405,2,192,19403,194
2,2,0,194,0,19502,0,19501,31,11001,0,0,100,0,19503,195
5,2,19604,194,0,19602,0,19601,31,10033,0,19605,3,0,19603,196
8,2,19704,194,0,19702,0,19701,31,10024,0,19705,2,0,19703,197
2,2,19804,195,0,19802,0,19801,32,10055,0,19805,5,0,19803,198
5,2,0,196,0,19902,0,19901,32,11012,0,0,101,0,19903,199
8,2,20004,197,0,20002,0,20001,32,10043,0,20005,4,0,20003,200
2,2,20104,198,0,20102,0,20101,33,10045,0,20105,4,0,20103,201
5,2,20204,199,0,20202,0,20201,33,10021,0,20205,2,0,20203,202
8,2,20304,200,0,20302,0,20301,33,10042,0,20305,4,0,20303,203
2,2,0,201,0,20402,0,20401,34,11005,0,0,100,0,20403,204
5,2,20504,202,0,20502,0,20501,34,10042,0,20505,4,0,20503,205
8,2,20604,203,0,20602,0,20601,34,10024,0,20605,2,0,20603,206
2,2,20704,204,0,20702,0,20701,35,10031,0,20705,3,0,20703,207
5,2,20804,205,0,20802,0,20801,35,10032,0,20805,3,0,20803,208
8,2,0,206,0,20902,0,20901,35,11003,0,0,100,0,20903,209
2,2,21004,207,0,21002,0,21001,36,10044,0,21005,4,0,21003,210
5,2,21104,208,0,21102,0,21101,36,10041,0,21105,4,0,21103,211
8,2,21204,209,0,21202,0,21201,36,10043,0,21205,4,0,21203,212
2,2,21304,210,0,21302,0,21301,37,10025,0,21305,2,0,21303,213
5,2,21404,211,0,21402,0,21401,37,10032,0,21405,3,0,21403,214
8,2,21504,212,0,21502,0,21501,37,10054,0,21505,5,0,21503,215
2,2,21604,213,0,21602,0,21601,38,10025,0,21605,2,0,21603,216
5,2,0,214,0,21702,0,21701,38,11002,0,0,100,0,21703,217
8,2,21804,215,0,21802,0,21801,38,10023,0,21805,2,0,21803,218
2,2,21904,216,0,21902,0,21901,39,10034,0,21905,3,0,21903,219
5,2,22004,217,0,22002,0,22001,39,10031,0,22005,3,0,22003,220
8,2,22104,218,0,22102,0,22101,39,10022,0,22105,2,0,22103,221
5,2,22204,219,0,22202,221,22201,40,10046,0,22205,4,220,22203,222
2,3,0,0,0,0,0,22301,1,11012,0,0,101,0,0,223
5,3,22404,0,0,22402,0,22401,1,10021,0,22405,2,0,22403,224
8,3,22504,0,0,22502,0,22501,1,10063,0,22505,6,0,22503,225
2,3,22604,223,0,22602,0,22601,2,10025,0,22605,2,0,22603,226
5,3,22704,224,0,22702,0,22701,2,10024,0,22705,2,0,22703,227
8,3,22804,225,0,22802,0,22801,2,10045,0,22805,4,0,22803,228
2,3,0,226,0,0,0,22901,3,11013,0,0,101,0,0,229
5,3,23004,227,0,23002,0,23001,3,10044,0,23005,4,0,23003,230
8,3,23104,228,0,23102,0,23101,3,10072,0,23105,7,0,23103,231
2,3,0,229,0,0,0,23201,4,11015,0,0,101,0,0,232
5,3,0,230,0,0,0,23301,4,11003,0,0,100,0,0,233
8,3,23404,231,0,23402,0,23401,4,10041,0,23405,4,0,23403,234
5,3,23504,232,0,23502,234,23501,5,10016,0,23505,1,233,23503,235
2,3,23604,235,0,23602,0,23601,6,10064,0,23605,6,0,23603,236
5,3,23704,235,0,23702,0,23701,6,10071,0,23705,7,0,23703,237
8,3,23804,235,0,23802,0,23801,6,10023,0,23805,2,0,23803,238
2,3,23904,236,0,23902,0,23901,7,10065,0,23905,6,0,23903,239
5,3,0,237,0,0,0,24001,7,11013,0,0,101,0,0,240
8,3,0,238,0,0,0,24101,7,11011,0,0,101,0,0,241
2,3,24204,239,0,24202,0,24201,8,10074,0,24205,7,0,24203,242
5,3,0,240,0,0,0,24301,8,11002,0,0,100,0,0,243
8,3,24404,241,0,24402,0,24401,8,10024,0,24405,2,0,24403,244
2,3,24504,242,0,24502,0,24501,9,10062,0,24505,6,0,24503,245
5,3,0,243,0,0,0,24601,9,11005,0,0,100,0,0,246
8,3,24704,244,0,24702,0,24701,9,10061,0,24705,6,0,24703,247
5,3,24804,245,0,24802,247,24801,10,10056,0,24805,5,246,24803,248
2,3,24904,248,0,24902,0,24901,11,10022,0,24905,2,0,24903,249
5,3,25004,248,0,25002,0,25001,11,10075,0,25005,7,0,25003,250
8,3,25104,248,0,25102,0,25101,11,10044,0,25105,4,0,25103,251
2,3,0,249,0,0,0,25201,12,11003,0,0,100,0,0,252
5,3,25304,250,0,25302,0,25301,12,10025,0,25305,2,0,25303,253
8,3,25404,251,0,25402,0,25401,12,10073,0,25405,7,0,25403,254
2,3,0,252,0,0,0,25501,13,11014,0,0,101,0,0,255
5,3,25604,253,0,25602,0,25601,13,10064,0,25605,6,0,25603,256
8,3,25704,254,0,25702,0,25701,13,10042,0,25705,4,0,25703,257
2,3,0,255,0,0,0,25801,14,11002,0,0,100,0,0,258
5,3,25904,256,0,25902,0,25901,14,10071,0,25905,7,0,25903,259
8,3,0,257,0,0,0,26001,14,11004,0,0,100,0,0,260
5,3,26104,258,0,26102,260,26101,15,10036,0,26105,3,259,26103,261
2,3,26204,261,0,26202,0,26201,16,10041,0,26205,4,0,26203,262
5,3,26304,261,0,26302,0,26301,16,10065,0,26305,6,0,26303,263
8,3,0,261,0,0,0,26401,16,11012,0,0,101,0,0,264
2,3,26504,262,0,26502,0,26501,17,10025,0,26505,2,0,26503,265
5,3,0,263,0,0,0,26601,17,11001,0,0,100,0,0,266
8,3,26704,264,0,26702,0,26701,17,10075,0,26705,7,0,26703,267
2,3,26804,265,0,26802,0,26801,18,10023,0,26805,2,0,26803,268
5,3,0,266,0,0,0,26901,18,11014,0,0,101,0,0,269
8,3,27004,267,0,27002,0,27001,18,10021,0,27005,2,0,27003,270
2,3,0,268,0,0,0,27101,19,11011,0,0,101,0,0,271
5,3,27204,269,0,27202,0,27201,19,10073,0,27205,7,0,27203,272
8,3,27304,270,0,27302,0,27301,19,10042,0,27305,4,0,27303,273
5,3,27404,271,0,27402,273,27401,20,10056,0,27405,5,272,27403,274
2,3,0,274,0,0,0,27501,21,11005,0,0,100,0,0,275
5,3,27604,274,0,27602,0,27601,21,10074,0,27605,7,0,27603,276
8,3,27704,274,0,27702,0,27701,21,10043,0,27705,4,0,27703,277
2,3,0,275,0,0,0,27801,22,11001,0,0,100,0,0,278
5,3,27904,276,0,27902,0,27901,22,10063,0,27905,6,0,27903,279
8,3,28004,277,0,28002,0,28001,22,10045,0,28005,4,0,28003,280
2,3,28104,278,0,28102,0,28101,23,10022,0,28105,2,0,28103,281
5,3,0,279,0,0,0,28201,23,11004,0,0,100,0,0,282
8,3,0,280,0,0,0,28301,23,11015,0,0,101,0,0,283
2,3,28404,281,0,28402,0,28401,24,10061,0,28405,6,0,28403,284
5,3,0,282,0,0,0,28501,24,11005,0,0,100,0,0,285
8,3,28604,283,0,28602,0,28601,24,10071,0,28605,7,0,28603,286
5,3,28704,284,0,28702,286,28701,25,10036,0,28705,3,285,28703,287
2,3,28804,287,0,28802,0,28801,26,10065,0,28805,6,0,28803,288
5,3,0,287,0,0,0,28901,26,11011,0,0,101,0,0,289
8,3,29004,287,0,29002,0,29001,26,10023,0,29005,2,0,29003,290
2,3,29104,288,0,29102,0,29101,27,10072,0,29105,7,0,29103,291
5,3,0,289,0,0,0,29201,27,11003,0,0,100,0,0,292
8,3,29304,290,0,29302,0,29301,27,10044,0,29305,4,0,29303,293
2,3,29404,291,0,29402,0,29401,28,10062,0,29405,6,0,29403,294
5,3,29504,292,0,29502,0,29501,28,10043,0,29505,4,0,29503,295
8,3,29604,293,0,29602,0,29601,28,10063,0,29605,6,0,29603,296
2,3,29704,294,0,29702,0,29701,29,10021,0,29705,2,0,29703,297
5,3,29804,295,0,29802,0,29801,29,10062,0,29805,6,0,29803,298
8,3,0,296,0,0,0,29901,29,11004,0,0,100,0,0,299
5,3,30004,297,0,30002,299,30001,30,10016,0,30005,1,298,30003,300
2,3,30104,300,0,30102,0,30101,31,10042,0,30105,4,0,30103,301
5,3,0,300,0,0,0,30201,31,11013,0,0,101,0,0,302
8,3,30304,300,0,30302,0,30301,31,10045,0,30305,4,0,30303,303
2,3,30404,301,0,30402,0,30401,32,10023,0,30405,2,0,30403,304
5,3,30504,302,0,30502,0,30501,32,10041,0,30505,4,0,30503,305
8,3,30604,303,0,30602,0,30601,32,10075,0,30605,7,0,30603,306
2,3,0,304,0,0,0,30701,33,11012,0,0,101,0,0,307
5,3,30804,305,0,30802,0,30801,33,10024,0,30805,2,0,30803,308
8,3,30904,306,0,30902,0,30901,33,10021,0,30905,2,0,30903,309
2,3,31004,307,0,31002,0,31001,34,10043,0,31005,4,0,31003,310
5,3,31104,308,0,31102,0,31101,34,10061,0,31105,6,0,31103,311
8,3,0,309,0,0,0,31201,34,11002,0,0,100,0,0,312
5,3,31304,310,0,31302,312,31301,35,10036,0,31305,3,311,31303,313
2,3,31404,313,0,31402,0,31401,36,10073,0,31405,7,0,31403,314
5,3,31504,313,0,31502,0,31501,36,10041,0,31505,4,0,31503,315
8,3,0,313,0,0,0,31601,36,11014,0,0,101,0,0,316
2,3,31704,314,0,31702,0,31701,37,10025,0,31705,2,0,31703,317
5,3,31804,315,0,31802,0,31801,37,10043,0,31805,4,0,31803,318
8,3,0,316,0,0,0,31901,37,11001,0,0,100,0,0,319
2,3,32004,317,0,32002,0,32001,38,10022,0,32005,2,0,32003,320
5,3,32104,318,0,32102,0,32101,38,10064,0,32105,6,0,32103,321
8,3,32204,319,0,32202,0,32201,38,10074,0,32205,7,0,32203,322
2,3,0,320,0,0,0,32301,39,11015,0,0,101,0,0,323
5,3,32404,321,0,32402,0,32401,39,10072,0,32405,7,0,32403,324
8,3,32504,322,0,32502,0,32501,39,10045,0,32505,4,0,32503,325
5,3,32604,323,0,32602,325,32601,40,10056,0,32605,5,324,32603,326
2,4,0,0,0,0,0,32701,1,11002,0,0,100,0,0,327
5,4,32804,0,0,32802,0,32801,1,10023,0,32805,2,0,32803,328
8,4,0,0,0,0,0,32901,1,11015,0,0,101,0,0,329
2,4,33004,327,0,33002,0,33001,2,10041,0,33005,4,0,33003,330
5,4,33104,328,0,33102,0,33101,2,10024,0,33105,2,0,33103,331
8,4,0,329,0,0,0,33201,2,11012,0,0,101,0,0,332
2,4,33304,330,0,33302,0,33301,3,10063,0,33305,6,0,33303,333
5,4,33404,331,0,33402,0,33401,3,10064,0,33405,6,0,33403,334
8,4,33504,332,0,33502,0,33501,3,10075,0,33505,7,0,33503,335
2,4,33604,333,0,33602,0,33601,4,10044,0,33605,4,0,33603,336
5,4,33704,334,0,33702,0,33701,4,10021,0,33705,2,0,33703,337
8,4,0,335,0,0,0,33801,4,11003,0,0,100,0,0,338
5,4,33904,336,0,33902,338,33901,5,10016,0,33905,1,337,33903,339
2,4,34004,339,0,34002,0,34001,6,10023,0,34005,2,0,34003,340
5,4,34104,339,0,34102,0,34101,6,10042,0,34105,4,0,34103,341
8,4,34204,339,0,34202,0,34201,6,10045,0,34205,4,0,34203,342
2,4,0,340,0,0,0,34301,7,11014,0,0,101,0,0,343
5,4,34404,341,0,34402,0,34401,7,10071,0,34405,7,0,34403,344
8,4,0,342,0,0,0,34501,7,11005,0,0,100,0,0,345
2,4,34604,343,0,34602,0,34601,8,10042,0,34605,4,0,34603,346
5,4,0,344,0,0,0,34701,8,11013,0,0,101,0,0,347
8,4,34804,345,0,34802,0,34801,8,10074,0,34805,7,0,34803,348
2,4,34904,346,0,34902,0,34901,9,10022,0,34905,2,0,34903,349
5,4,35004,347,0,35002,0,35001,9,10024,0,35005,2,0,35003,350
8,4,35104,348,0,35102,0,35101,9,10061,0,35105,6,0,35103,351
5,4,35204,349,0,35202,351,35201,10,10056,0,35205,5,350,35203,352
2,4,35304,352,0,35302,0,35301,11,10025,0,35305,2,0,35303,353
5,4,0,352,0,0,0,35401,11,11011,0,0,101,0,0,354
8,4,35504,352,0,35502,0,35501,11,10064,0,35505,6,0,35503,355
2,4,35604,353,0,35602,0,35601,12,10042,0,35605,4,0,35603,356
5,4,35704,354,0,35702,0,35701,12,10041,0,35705,4,0,35703,357
8,4,35804,355,0,35802,0,35801,12,10045,0,35805,4,0,35803,358
2,4,35904,356,0,35902,0,35901,13,10043,0,35905,4,0,35903,359
5,4,36004,357,0,36002,0,36001,13,10073,0,36005,7,0,36003,360
8,4,36104,358,0,36102,0,36101,13,10065,0,36105,6,0,36103,361
2,4,0,359,0,0,0,36201,14,11014,0,0,101,0,0,362
5,4,36304,360,0,36302,0,36301,14,10022,0,36305,2,0,36303,363
8,4,36404,361,0,36402,0,36401,14,10072,0,36405,7,0,36403,364
5,4,36504,362,0,36502,364,36501,15,10016,0,36505,1,363,36503,365
2,4,36604,365,0,36602,0,36601,16,10071,0,36605,7,0,36603,366
5,4,0,365,0,0,0,36701,16,11013,0,0,101,0,0,367
8,4,36804,365,0,36802,0,36801,16,10025,0,36805,2,0,36803,368
2,4,0,366,0,0,0,36901,17,11004,0,0,100,0,0,369
5,4,0,367,0,0,0,37001,17,11012,0,0,101,0,0,370
