start_time,condition_value_3,visible_flag,mission_condition,condition_value_2,system_id,disp_group,title_color_id,condition_num,daily_mission_id,category_icon,end_time,mission_reward_id,min_level,description,max_level,condition_value_1
"2018/08/15 5:00:00",0,1,8001,45959,0,1,0,1,18001004,106,"2018/09/01 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2018/09/01 5:00:00",0,1,8001,45959,0,1,0,1,18001005,106,"2019/02/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2018/09/01 5:00:00",0,1,8001,45959,0,1,0,1,18001006,106,"2019/02/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/02/15 5:00:00",0,1,8001,45959,0,1,0,1,18001007,106,"2020/04/01 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/02/15 5:00:00",0,1,8001,45959,0,1,0,1,18001008,106,"2020/04/01 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/04/01 5:00:00",0,1,8001,45959,0,1,0,1,18001009,106,"2020/05/29 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/04/01 5:00:00",0,1,8001,45959,0,1,0,1,18001010,106,"2020/05/29 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/05/29 5:00:00",0,1,8001,45959,0,1,0,1,18001011,106,"2020/06/08 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/05/29 5:00:00",0,1,8001,45959,0,1,0,1,18001012,106,"2020/06/08 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/06/08 5:00:00",0,1,8001,45959,0,1,0,1,18001013,106,"2020/09/14 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/06/08 5:00:00",0,1,8001,45959,0,1,0,1,18001014,106,"2020/09/14 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/09/14 5:00:00",0,1,8001,45959,0,1,0,1,18001015,106,"2020/10/01 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/09/14 5:00:00",0,1,8001,45959,0,1,0,1,18001016,106,"2020/10/01 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2020/10/01 5:00:00",0,1,8001,45959,0,1,0,1,18001017,106,"2021/03/16 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2020/10/01 5:00:00",0,1,8001,45959,0,1,0,1,18001018,106,"2021/03/16 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/03/16 5:00:00",0,1,8001,45959,0,1,0,1,18001019,106,"2021/03/30 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/03/16 5:00:00",0,1,8001,45959,0,1,0,1,18001020,106,"2021/03/30 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/03/30 5:00:00",0,1,8001,45959,0,1,0,1,18001021,106,"2021/04/14 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/03/30 5:00:00",0,1,8001,45959,0,1,0,1,18001022,106,"2021/04/14 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/04/14 5:00:00",0,1,8001,45959,0,1,0,1,18001023,106,"2021/04/29 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/04/14 5:00:00",0,1,8001,45959,0,1,0,1,18001024,106,"2021/04/29 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/04/29 5:00:00",0,1,8001,45959,0,1,0,1,18001025,106,"2021/05/31 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/04/29 5:00:00",0,1,8001,45959,0,1,0,1,18001026,106,"2021/05/31 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001027,106,"2021/06/10 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001028,106,"2021/06/10 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/06/10 5:00:00",0,1,8001,45959,0,1,0,1,18001029,106,"2021/09/16 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/06/10 5:00:00",0,1,8001,45959,0,1,0,1,18001030,106,"2021/09/16 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/09/16 5:00:00",0,1,8001,45959,0,1,0,1,18001031,106,"2021/10/03 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/09/16 5:00:00",0,1,8001,45959,0,1,0,1,18001032,106,"2021/10/03 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/10/03 5:00:00",0,1,8001,45959,0,1,0,1,18001033,106,"2021/12/10 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/10/03 5:00:00",0,1,8001,45959,0,1,0,1,18001034,106,"2021/12/10 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/12/10 5:00:00",0,1,8001,45959,0,1,0,1,18001035,106,"2021/12/22 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/12/10 5:00:00",0,1,8001,45959,0,1,0,1,18001036,106,"2021/12/22 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2021/12/22 5:00:00",0,1,8001,45959,0,1,0,1,18001037,106,"2022/03/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2021/12/22 5:00:00",0,1,8001,45959,0,1,0,1,18001038,106,"2022/03/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/03/15 5:00:00",0,1,8001,45959,0,1,0,1,18001039,106,"2022/03/29 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/03/15 5:00:00",0,1,8001,45959,0,1,0,1,18001040,106,"2022/03/29 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/03/29 5:00:00",0,1,8001,45959,0,1,0,1,18001041,106,"2022/04/05 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/03/29 5:00:00",0,1,8001,45959,0,1,0,1,18001042,106,"2022/04/05 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/04/05 5:00:00",0,1,8001,45959,0,1,0,1,18001043,106,"2022/04/14 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/04/05 5:00:00",0,1,8001,45959,0,1,0,1,18001044,106,"2022/04/14 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/04/14 5:00:00",0,1,8001,45959,0,1,0,1,18001045,106,"2022/05/31 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/04/14 5:00:00",0,1,8001,45959,0,1,0,1,18001046,106,"2022/05/31 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001047,106,"2022/06/09 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001048,106,"2022/06/09 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/06/09 5:00:00",0,1,8001,45959,0,1,0,1,18001049,106,"2022/09/13 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/06/09 5:00:00",0,1,8001,45959,0,1,0,1,18001050,106,"2022/09/13 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/09/13 5:00:00",0,1,8001,45959,0,1,0,1,18001051,106,"2022/09/30 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/09/13 5:00:00",0,1,8001,45959,0,1,0,1,18001052,106,"2022/09/30 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2022/09/30 5:00:00",0,1,8001,45959,0,1,0,1,18001053,106,"2023/03/16 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2022/09/30 5:00:00",0,1,8001,45959,0,1,0,1,18001054,106,"2023/03/16 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/03/16 5:00:00",0,1,8001,45959,0,1,0,1,18001055,106,"2023/03/30 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/03/16 5:00:00",0,1,8001,45959,0,1,0,1,18001056,106,"2023/03/30 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/03/30 5:00:00",0,1,8001,45959,0,1,0,1,18001057,106,"2023/05/30 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/03/30 5:00:00",0,1,8001,45959,0,1,0,1,18001058,106,"2023/05/30 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/05/30 5:00:00",0,1,8001,45959,0,1,0,1,18001059,106,"2023/06/10 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/05/30 5:00:00",0,1,8001,45959,0,1,0,1,18001060,106,"2023/06/10 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/06/10 5:00:00",0,1,8001,45959,0,1,0,1,18001061,106,"2023/07/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/06/10 5:00:00",0,1,8001,45959,0,1,0,1,18001062,106,"2023/07/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/07/15 5:00:00",0,1,8001,45959,0,1,0,1,18001063,106,"2023/07/20 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/07/15 5:00:00",0,1,8001,45959,0,1,0,1,18001064,106,"2023/07/20 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/07/20 5:00:00",0,1,8001,45959,0,1,0,1,18001065,106,"2023/09/14 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/07/20 5:00:00",0,1,8001,45959,0,1,0,1,18001066,106,"2023/09/14 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/09/14 5:00:00",0,1,8001,45959,0,1,0,1,18001067,106,"2023/10/01 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/09/14 5:00:00",0,1,8001,45959,0,1,0,1,18001068,106,"2023/10/01 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2023/10/01 5:00:00",0,1,8001,45959,0,1,0,1,18001069,106,"2024/01/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2023/10/01 5:00:00",0,1,8001,45959,0,1,0,1,18001070,106,"2024/01/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/01/15 5:00:00",0,1,8001,45959,0,1,0,1,18001071,106,"2024/01/23 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/01/15 5:00:00",0,1,8001,45959,0,1,0,1,18001072,106,"2024/01/23 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/01/23 5:00:00",0,1,8001,45959,0,1,0,1,18001073,106,"2024/02/03 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/01/23 5:00:00",0,1,8001,45959,0,1,0,1,18001074,106,"2024/02/03 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/02/03 5:00:00",0,1,8001,45959,0,1,0,1,18001075,106,"2024/03/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/02/03 5:00:00",0,1,8001,45959,0,1,0,1,18001076,106,"2024/03/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/03/15 5:00:00",0,1,8001,45959,0,1,0,1,18001077,106,"2024/03/29 4:59:59",18001005,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/03/15 5:00:00",0,1,8001,45959,0,1,0,1,18001078,106,"2024/03/29 4:59:59",18001006,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/03/29 5:00:00",0,1,8001,45959,0,1,0,1,18001079,106,"2024/05/29 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/03/29 5:00:00",0,1,8001,45959,0,1,0,1,18001080,106,"2024/05/29 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/05/29 5:00:00",0,1,8001,45959,0,1,0,1,18001081,106,"2024/06/13 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/05/29 5:00:00",0,1,8001,45959,0,1,0,1,18001082,106,"2024/06/13 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/06/13 5:00:00",0,1,8001,45959,0,1,0,1,18001083,106,"2024/09/12 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/06/13 5:00:00",0,1,8001,45959,0,1,0,1,18001084,106,"2024/09/12 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/09/12 5:00:00",0,1,8001,45959,0,1,0,1,18001085,106,"2024/09/29 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/09/12 5:00:00",0,1,8001,45959,0,1,0,1,18001086,106,"2024/09/29 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2024/09/29 5:00:00",0,1,8001,45959,0,1,0,1,18001087,106,"2025/01/26 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2024/09/29 5:00:00",0,1,8001,45959,0,1,0,1,18001088,106,"2025/01/26 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/01/26 5:00:00",0,1,8001,45959,0,1,0,1,18001089,106,"2025/02/06 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/01/26 5:00:00",0,1,8001,45959,0,1,0,1,18001090,106,"2025/02/06 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/02/06 5:00:00",0,1,8001,45959,0,1,0,1,18001091,106,"2025/03/13 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/02/06 5:00:00",0,1,8001,45959,0,1,0,1,18001092,106,"2025/03/13 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/03/13 5:00:00",0,1,8001,45959,0,1,0,1,18001093,106,"2025/03/28 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/03/13 5:00:00",0,1,8001,45959,0,1,0,1,18001094,106,"2025/03/28 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/03/28 5:00:00",0,1,8001,45959,0,1,0,1,18001095,106,"2025/05/31 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/03/28 5:00:00",0,1,8001,45959,0,1,0,1,18001096,106,"2025/05/31 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001097,106,"2025/06/15 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/05/31 5:00:00",0,1,8001,45959,0,1,0,1,18001098,106,"2025/06/15 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/06/15 5:00:00",0,1,8001,45959,0,1,0,1,18001099,106,"2025/09/15 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/06/15 5:00:00",0,1,8001,45959,0,1,0,1,18001100,106,"2025/09/15 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/09/15 5:00:00",0,1,8001,45959,0,1,0,1,18001101,106,"2025/10/02 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/09/15 5:00:00",0,1,8001,45959,0,1,0,1,18001102,106,"2025/10/02 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2025/10/02 5:00:00",0,1,8001,45959,0,1,0,1,18001103,106,"2026/01/17 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2025/10/02 5:00:00",0,1,8001,45959,0,1,0,1,18001104,106,"2026/01/17 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2026/01/17 5:00:00",0,1,8001,45959,0,1,0,1,18001105,106,"2026/01/28 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2026/01/17 5:00:00",0,1,8001,45959,0,1,0,1,18001106,106,"2026/01/28 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2026/01/28 5:00:00",0,1,8001,45959,0,1,0,1,18001107,106,"2026/03/09 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2026/01/28 5:00:00",0,1,8001,45959,0,1,0,1,18001108,106,"2026/03/09 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2026/03/09 5:00:00",0,1,8001,45959,0,1,0,1,18001109,106,"2026/03/23 4:59:59",18001003,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2026/03/09 5:00:00",0,1,8001,45959,0,1,0,1,18001110,106,"2026/03/23 4:59:59",18001004,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2026/03/23 5:00:00",0,1,8001,45959,0,1,0,1,18001111,106,"2030/01/17 4:59:59",18001001,0,"12:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,120000
"2026/03/23 5:00:00",0,1,8001,45959,0,1,0,1,18001112,106,"2030/01/17 4:59:59",18001002,0,"18:00～다음날 아침 04:59 사이에 게임에 로그인하자",0,180000
"2015/04/01 15:00:00",0,1,8004,0,208,4,0,1,18004001,404,"2030/04/01 14:59:59",18004001,0,"마나를 1회 구입하자",0,0
