interval_end,period_detail_s,period_detail_bg_position,calc_start,limit_time,period_detail_bg_s,quest_detail_rehearsal_label_height,min_carry_over_time,result_start,period_detail_bg,end_time,period_detail_boss_position_x,period,start_time,period_detail_boss_position_y,interval_start,result_end,clan_battle_id,period_detail,chest_id
"2022/01/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2021/12/30,90,101302,25,0,"2021/12/30 15:00:00",101302,"2021/12/29 23:59:59",0,1,"2021/12/25 5:00:00",0,2021/12/30,"2022/01/23 4:59:59",1033,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/02/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/01/28,90,101441,25,0,"2022/01/28 15:00:00",101441,"2022/01/27 23:59:59",0,1,"2022/01/23 5:00:00",0,2022/01/28,"2022/02/23 4:59:59",1034,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/03/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/02/28,90,101452,25,0,"2022/02/28 15:00:00",101452,"2022/02/27 23:59:59",0,1,"2022/02/23 5:00:00",0,2022/02/28,"2022/03/23 4:59:59",1035,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/04/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/03/28,90,101562,25,0,"2022/03/28 15:00:00",101562,"2022/03/27 23:59:59",0,1,"2022/03/23 5:00:00",0,2022/03/28,"2022/04/23 4:59:59",1036,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/05/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/04/28,90,101011,25,0,"2022/04/28 15:00:00",101011,"2022/04/27 23:59:59",0,1,"2022/04/23 5:00:00",0,2022/04/28,"2022/05/25 4:59:59",1037,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/06/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/05/30,90,101021,25,0,"2022/05/30 15:00:00",101021,"2022/05/29 23:59:59",0,1,"2022/05/25 5:00:00",0,2022/05/30,"2022/06/25 4:59:59",1038,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/07/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/06/30,90,101042,25,0,"2022/06/30 15:00:00",101042,"2022/06/29 23:59:59",0,1,"2022/06/25 5:00:00",0,2022/06/30,"2022/07/24 4:59:59",1039,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/08/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/07/29,90,101162,25,0,"2022/07/29 15:00:00",101162,"2022/07/28 23:59:59",0,1,"2022/07/24 5:00:00",0,2022/07/29,"2022/08/24 4:59:59",1040,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/09/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/08/29,90,101172,25,0,"2022/08/29 15:00:00",101172,"2022/08/28 23:59:59",0,1,"2022/08/24 5:00:00",0,2022/08/29,"2022/09/24 4:59:59",1041,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/10/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/09/29,90,101192,25,0,"2022/09/29 15:00:00",101192,"2022/09/28 23:59:59",0,1,"2022/09/24 5:00:00",0,2022/09/29,"2022/10/25 4:59:59",1042,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/11/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/10/30,90,101202,25,0,"2022/10/31 15:00:00",101202,"2022/10/29 23:59:59",0,1,"2022/10/25 5:00:00",0,2022/10/30,"2022/11/25 4:59:59",1043,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2022/12/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/11/30,90,101292,25,0,"2022/11/30 15:00:00",101292,"2022/11/29 23:59:59",0,1,"2022/11/25 5:00:00",0,2022/11/30,"2022/12/24 4:59:59",1044,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/01/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2022/12/29,90,101302,25,0,"2022/12/29 15:00:00",101302,"2022/12/28 23:59:59",0,1,"2022/12/24 5:00:00",0,2022/12/29,"2023/01/25 4:59:59",1045,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/02/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/01/30,90,101441,25,0,"2023/01/30 15:00:00",101441,"2023/01/29 23:59:59",0,1,"2023/01/25 5:00:00",0,2023/01/30,"2023/02/25 4:59:59",1046,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/03/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/03/02,90,101452,25,0,"2023/03/02 15:00:00",101452,"2023/03/01 23:59:59",0,1,"2023/02/25 5:00:00",0,2023/03/02,"2023/03/24 4:59:59",1047,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/04/26 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/03/29,90,101562,25,0,"2023/03/29 15:00:00",101562,"2023/03/28 23:59:59",0,1,"2023/03/24 5:00:00",0,2023/03/29,"2023/04/26 4:59:59",1048,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/05/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/05/01,90,101011,25,0,"2023/05/02 15:00:00",101011,"2023/04/30 23:59:59",0,1,"2023/04/26 5:00:00",0,2023/05/01,"2023/05/25 4:59:59",1049,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/06/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/05/30,90,101021,25,0,"2023/05/30 15:00:00",101021,"2023/05/29 23:59:59",0,1,"2023/05/25 5:00:00",0,2023/05/30,"2023/06/24 4:59:59",1050,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/07/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/06/29,90,101042,25,0,"2023/06/29 15:00:00",101042,"2023/06/28 23:59:59",0,1,"2023/06/24 5:00:00",0,2023/06/29,"2023/07/25 4:59:59",1051,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/08/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/07/30,90,101162,25,0,"2023/08/01 15:00:00",101162,"2023/07/29 23:59:59",0,1,"2023/07/25 5:00:00",0,2023/07/30,"2023/08/25 4:59:59",1052,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/09/26 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/08/30,90,101172,25,0,"2023/08/30 15:00:00",101172,"2023/08/29 23:59:59",0,1,"2023/08/25 5:00:00",0,2023/08/30,"2023/09/26 4:59:59",1053,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/10/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/10/01,90,101192,25,0,"2023/10/02 15:00:00",101192,"2023/09/30 23:59:59",0,1,"2023/09/26 5:00:00",0,2023/10/01,"2023/10/25 4:59:59",1054,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/11/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/10/30,90,101202,25,0,"2023/11/02 15:00:00",101202,"2023/10/29 23:59:59",0,1,"2023/10/25 5:00:00",0,2023/10/30,"2023/11/25 4:59:59",1055,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2023/12/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/11/30,90,101292,25,0,"2023/11/30 15:00:00",101292,"2023/11/29 23:59:59",0,1,"2023/11/25 5:00:00",0,2023/11/30,"2023/12/23 4:59:59",1056,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/01/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2023/12/28,90,101302,25,0,"2023/12/28 15:00:00",101302,"2023/12/27 23:59:59",0,1,"2023/12/23 5:00:00",0,2023/12/28,"2024/01/24 4:59:59",1057,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/02/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/01/29,90,101441,25,0,"2024/01/30 15:00:00",101441,"2024/01/28 23:59:59",0,1,"2024/01/24 5:00:00",0,2024/01/29,"2024/02/24 4:59:59",1058,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/03/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/02/29,90,101452,25,0,"2024/02/29 15:00:00",101452,"2024/02/28 23:59:59",0,1,"2024/02/24 5:00:00",0,2024/02/29,"2024/03/23 4:59:59",1059,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/04/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/03/28,90,101562,25,0,"2024/03/28 15:00:00",101562,"2024/03/27 23:59:59",0,1,"2024/03/23 5:00:00",0,2024/03/28,"2024/04/25 4:59:59",1060,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/05/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/04/30,90,101011,25,0,"2024/04/30 15:00:00",101011,"2024/04/29 23:59:59",0,1,"2024/04/25 5:00:00",0,2024/04/30,"2024/05/24 4:59:59",1061,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/06/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/05/29,90,101021,25,0,"2024/05/30 15:00:00",101021,"2024/05/28 23:59:59",0,1,"2024/05/24 5:00:00",0,2024/05/29,"2024/06/24 4:59:59",1063,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/07/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/06/29,90,101042,25,0,"2024/07/02 15:00:00",101042,"2024/06/28 23:59:59",0,1,"2024/06/24 5:00:00",0,2024/06/29,"2024/07/25 4:59:59",1064,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/08/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/07/30,90,101162,25,0,"2024/07/31 15:00:00",101162,"2024/07/29 23:59:59",0,1,"2024/07/25 5:00:00",0,2024/07/30,"2024/08/23 4:59:59",1065,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/09/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/08/28,90,101172,25,0,"2024/08/29 15:00:00",101172,"2024/08/27 23:59:59",0,1,"2024/08/23 5:00:00",0,2024/08/28,"2024/09/24 4:59:59",1066,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/10/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/09/29,90,101192,25,0,"2024/09/30 15:00:00",101192,"2024/09/28 23:59:59",0,1,"2024/09/24 5:00:00",0,2024/09/29,"2024/10/24 4:59:59",1067,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/11/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/10/29,90,101202,25,0,"2024/10/30 15:00:00",101202,"2024/10/28 23:59:59",0,1,"2024/10/24 5:00:00",0,2024/10/29,"2024/11/23 4:59:59",1068,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2024/12/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/11/28,90,101292,25,0,"2024/11/29 15:00:00",101292,"2024/11/27 23:59:59",0,1,"2024/11/23 5:00:00",0,2024/11/28,"2024/12/25 4:59:59",1069,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/01/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2024/12/30,90,101302,25,0,"2024/12/30 15:00:00",101302,"2024/12/29 23:59:59",0,1,"2024/12/25 5:00:00",0,2024/12/30,"2025/01/24 4:59:59",1070,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/02/22 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/01/29,90,101441,25,0,"2025/02/03 15:00:00",101441,"2025/01/28 23:59:59",0,1,"2025/01/24 5:00:00",0,2025/01/29,"2025/02/22 4:59:59",1071,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/03/22 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/02/27,90,101452,25,0,"2025/02/27 15:00:00",101452,"2025/02/26 23:59:59",0,1,"2025/02/22 5:00:00",0,2025/02/27,"2025/03/22 4:59:59",1072,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/04/23 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/03/27,90,101562,25,0,"2025/03/27 15:00:00",101562,"2025/03/26 23:59:59",0,1,"2025/03/22 5:00:00",0,2025/03/27,"2025/04/23 4:59:59",1073,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/05/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/04/28,90,101011,25,0,"2025/04/28 15:00:00",101011,"2025/04/27 23:59:59",0,1,"2025/04/23 5:00:00",0,2025/04/28,"2025/05/24 4:59:59",1074,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/06/25 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/05/29,90,101021,25,0,"2025/05/29 15:00:00",101021,"2025/05/28 23:59:59",0,1,"2025/05/24 5:00:00",0,2025/05/29,"2025/06/25 4:59:59",1075,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/07/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/06/30,90,101042,25,0,"2025/06/30 15:00:00",101042,"2025/06/29 23:59:59",0,1,"2025/06/25 5:00:00",0,2025/06/30,"2025/07/24 4:59:59",1076,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/08/24 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/07/29,90,101162,25,0,"2025/07/29 15:00:00",101162,"2025/07/28 23:59:59",0,1,"2025/07/24 5:00:00",0,2025/07/29,"2025/08/24 4:59:59",1077,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
"2025/09/26 4:59:59","클랜전 시작! 캐릭터를 육성하여\n몬스터를 토벌하자!",0,2025/08/29,90,101172,25,0,"2025/08/29 15:00:00",101172,"2025/08/28 23:59:59",0,1,"2025/08/24 5:00:00",0,2025/08/29,"2025/09/26 4:59:59",1078,"클랜 멤버와 협력하여\n강력한 몬스터를 토벌하자!",40004
