psy_product_id,condition_flavor_1,condition_flavor_2,psy_product_name,flavor_1,flavor_2,flavor_3,disp_order,init_flg
110,3,5,"마츠리의 푸딩","왕궁기사단에 있는 째깐한 녀석인\n거야. 째깐하지만 한다면 하는 녀석\n같으니까 진하게 맛을\n내본 거야","음~ 겉보기와 다르게 농후한\n한 방을 가진 맛이\n입안 가득 퍼지는 거야!","타이거 히어로 봄버!\n인 거야!",11,1
111,3,5,"클로ㅔ의 푸딩","어쩐지 굉장히 쿨한 푸딩인 거야\n뭔가 기분도 좀\n다운된 듯한 거야. 이거\n먹어도 괜찮은 거야?","겉모습은 쿨한데 굉장히\n부드러운 맛인 거야! 어쩐지\n그리움을 느끼는 거야…","뭐, 괜찮잖아?\n잘 모르겠지만인 거야",13,1
112,3,5,"치에루의 푸딩","아름답게 꾸민 거야!\n컬러풀하고 맛있어 보이는 거야\n이건 기대할 만한 거야","뭔가 특이한 식감인 거야…\n챠루… 쵸루… 쳬루?\n치에룻 한 거야\n근데 치에루란 건 뭐인 거야?","푸~딩★인 거야!",14,1
113,3,5,"유니의 푸딩","겉모양은 완벽한 거야!\n이걸 만든 녀석은\n분명 천재인 거야!\n얼른 먹고 싶은 거야!","맛은 뭔가 묘하게\n달콤새큼한 거야…\n처음 맛본 맛인 거야\n이 맛은 혹시…","단적으로 바꿔 말하면\n청춘의 맛인 거야?",15,1
114,3,5,"사렌의 푸딩","너한테 들었던 그리운\n맛이란 녀석을 전부 넣어본 거야\n넌 기억이 없는데 그립다니\n무슨 말인 거야?","미야코도 유령이 되기 전의 기억이\n없는데 어쩐지 그리운\n기분이 드는 거야…","소꿉친구는 너…인 거야?",16,1
115,3,5,"스즈메의 푸딩","우연히 만난 메이드한테 배운\n만드는 법인 거야. 메이드는\n푸딩도 만들 수 있는 거야.\n그런데 이 불안은 뭐인 거야…?","이상한 거야. 이 푸딩을\n먹고 나서 3번이나 넘어진 거야\n미야코는 유령이니까 넘어지거나\n하지 않는 거야. 어째서인 거야…?","히야앙인 거야~!",17,1
116,3,5,"쿠루미의 푸딩","겁 많은 아이가 가르쳐준\n작고 귀여운 푸딩인 거야\n만지지도 않았는데 탱글탱글 흔들리는\n놀라운 부드러움인 거야","단맛 속에 살짝 든 새콤함\n중독되는 맛인 거야\n이 푸딩은 노력하면 분명\n다양한 맛이 나는 거야","다된면하! 인 거야!",18,0
117,3,5,"아야네의 푸딩","곰 인형을 보고 있었더니\n떠오른 거야. 작지만\n제대로 된 단맛의 기운\n나는 푸딩인 거야!","이 푸딩은 먹으면 어쩐지\n언니가 된 기분이\n드는 거야. 위기의 푸딩은\n미야코가 지키는 거야!","푸딩 풀 스윙인 거야~!",19,1
118,3,5,"마호의 푸딩","마호마호 왕국이란 나라에 있는\n공주님의 푸딩인 거야\n마물도 포로로 만드는\n근사한 푸딩인 거야","메르헨 파워가 넘쳐서\n지금이라면 미야코도 마법을\n쓸 수 있을 것 같은 거야!\n자, 가시어요~인 거야!","미라클 미야법\n빙그르르 뿅~☆인 거야!",20,1
119,3,5,"마코토의 푸딩","멋있는 푸딩을 목표로\n와일드한 걸 팍팍\n넣어본 거야. 분명 뜨거운\n푸딩이 될 거야","아우~! 미야코 어쩐지\n강해진 느낌인 거야!\n곤란한 일이 있으면 미야코가\n한꺼번에 돌봐주는 거야!","울펜 바이트인 거야!",21,1
120,3,5,"카오리의 푸딩","어딘가의 나라에서 수확이 잘 되는\n여주랑 비슷한 걸\n넣어본 거야! 좀\n쓴 것 같지만…","한 입 먹으면 기운이\n넘쳐서 멈추지 않는 거야!\n기분이 좋으니까 춤이라도\n한 곡 선보이는 거야!","어떻게든 될 거야~! 인 거야!",22,1
121,3,5,"카스미의 푸딩","직감이 예리한 녀석이 좋아하는 음식을\n잔뜩 넣어본 거야\n어려운 걸 생각하는 데 딱\n이라는 것 같은데, 어째서인 거야?","으으음… 그렇군인 거야!\n질 좋은 당분을 충분히\n사용해서 뇌를 더욱 활성화\n하기 때문인 거야!","흐흥. 간단한 추리인 거야",23,1
122,3,5,"마히루의 푸딩","갓 짠 우유를\n듬뿍 쓴 푸딩인 거야~\n마히루한테 도움받아서\n미야코가 직접 짜 온 거야!","굉장히 농후한 밀크라서\n너무 맛있는 거야~♪\n이 푸딩에서는 목장의…\n자연의 숨결이 느껴지는 거야!","엘리자베스~! 인 거야~!",24,1
123,3,5,"시오리의 푸딩","마히루한테 다정한 녀석이라고\n들은 거야. 다정함을 표현하기\n위해 그윽한 단맛으로\n완성해 본 거야","은은한 단맛이 나면서\n확실한 주장도\n느껴지는\n깊은 맛의 푸딩인 거야","제가 좋아하는 책…\n읽어주면 기쁠 거예요…\n인 거야",25,1
124,3,5,"리마의 푸딩","목장에 있는 녀석이라는 것 같은 거야\n소랑은 다른 것 같은 거야\n폭신폭신 기분 좋다는 것 같으니까\n식감에 신경 써서 만든 거야","이, 이건…! 입에 넣은\n순간 부드럽게 녹아서\n사라지는 거야!\n그 식감에 중독성이 있는 거야!","복실복실하게 해주는 거야!",26,1
125,3,5,"린의 푸딩","항상 잠자는 녀석 같은 거야\n푹 잘 수 있는 약초를 잔뜩\n넣어본 거야. 푸딩으로\n맛있어질지는 모르는 거야","으음… 평가가 어려운 맛인 거야…\n맛있긴 맛있는 거야…\n음~ 생각했더니…\n졸린 거야…","귀찮네~인 거야…",27,0
126,3,5,"라비리스타의 푸딩","크레이프 가게의 새빨간 사람한테\n배운 푸딩인 거야\n만드는 법을 정성껏 가르쳐주고\n굉장히 친철한 사람이었던 거야!","푸… 푸딩인데 크레이프 맛이\n나는 거야. 맛도 굉장히 평범한 거야\n하지만… 어쩐지 푸딩의 새로운\n문을 열 것 같은 기분인 거야…!","푸딩의 권능을 해방하는 거야~!",28,1
127,3,5,"시즈루의 푸딩","가게에 떨어져 있던 미스터리한 레시피의\n푸딩인 거야. 레시피 표지에는\n『누나의 애정 듬뿍』\n이라고 쓰여있었던 거야","녹아내리는 식감이 일품인 거야~♪\n먹으면 어쩐지 행복한\n기분이 되는 거야… 이게\n애정이란 거야?","누나 파워 모두 개방! 인 거야!",29,0
128,3,5,"리노의 푸딩","리노한테 만드는 법을 배운 거야!\n역시 크레이프 가게에서 일해서 그런지\n그만큼 맛있어 보이는 거야!","이걸로 여동생 파워? 가 오르는 모양인 거야.\n여동생이 되면 오빠한테\n푸딩을 마음대로 갈취하는 거야!\n최고인 거야~!","오빠, 푸딩을 내놓는 거야!",30,1
129,3,5,"히요리의 푸딩","푸딩 레시피로 고민했더니\n지나가던 언니가\n같이 생각해 준 푸딩인 거야\n좋은 녀석도 가끔은 있는 거야~♪","먹으면 기운이 솟는 거야\n그래서 푸딩 레시피의 답례로\n미야코도 남을 돕는 일을 도와준\n거야. 미야코는 대견한 거야!","힘들 때는 서로 돕기!\n인 거야!",31,1
130,3,5,"유이의 푸딩","미야코가 열심히 만든\n신경을 좀 쓴 푸딩인 거야~\n푸딩은 치유인 거야. 그러니까 상냥한\n마음으로 정성껏 만든 거야","헉… 무심코 꽃밭이 보인 거야\n몸도 마음도 감싸이는 듯한\n굉장히 다정한 맛이 나는 거야\n이건… 말 그대로 치유인 거야~♪","플라워 링 힐인 거야~♪",32,1
131,3,5,"레이의 푸딩","궁극의 푸딩을 만들기 위해\n미야코는 엄격한 수행을 한 거야…\n그 결과 완성한\n쿨하고 완벽한 푸딩인 거야!","확실히 완벽한 푸딩인 거야\n하지만 궁극의 푸딩이라고 부르기에는\n아직 수행이 필요한 거야…\n푸딩 만들기는 깊이가 있는 거야…! ","슬래시 템페스트! 인 거야.",33,1
132,3,5,"아키노의 푸딩","호화롭고 고급인\n아가씨 푸딩인 거야\n안에는 보석 같은\n큰 딸기를 넣는 거야!","맛에도 재료에도 고집이\n있는 거야. 일류는 타협 안 하는 거야\n더욱 호화롭게, 더욱 맛있게\n할 수 있을 거야…","오~호호호홋! 인 거야!",34,1
133,3,5,"유카리의 푸딩","밖은 단단 안은 말랑한\n푸딩으로 만들 거야\n탄산 거품처럼 올라오는\n생크림도 넣는 거야♪","푸딩은 마실 거라고도 하는 거야\n쭉쭉 마셔보는 거야\n…보들보들 녹는 거야~!\n몸에 스며드는 거야~","푸딩 탄산 최고~! 인 거야!",35,1
134,3,5,"타마키의 푸딩","팥소를 넣고\n오븐에서 노릇하게 굽는 거야\n붕어…빵 푸딩인 거야\n참신한 거야!","이 푸딩은 갓 구웠을 때\n먹는 게 제일인 거야…!\n뜨겁지만 맛있어서\n들썩이는 거야…!","냥냥냥! 인 거야!",36,1
135,3,5,"미후유의 푸딩","영양 밸런스를 생각해서\n나무 열매를 많이 넣는 거야\n이것저것 바쁠 때도\n의지가 되는 푸딩인 거야!","푸딩은 언제든 부담 없이\n먹을 수 있는 것도 매력인 거야\n이건 포만감도 있으니까 하나\n먹으면 잔뜩 움직일 수 있는 거야","효율 전개! 인 거야!",37,0
136,3,5,"미사토의 푸딩","엘프의 숲에서 어린애한테 받은\n약초를 사용해 만든 거야\n이런 다정한 맛의 푸딩은\n처음인 거야…","이 푸딩을 먹고 나서\n착한 아이가 된 것 같은 거야\n사랑하는 푸딩을 우는 아이한테\n준 거야. 좋은 기분인 거야","어머 어머~인 거야~♪",38,1
137,3,5,"하츠네의 푸딩","낮잠 자다 꾼 꿈속에\n나타난 신비한 푸딩을\n만들어본 거야. 보고 있었더니 또\n잠이 오는 거야…","달콤한 푸딩이 입속에서\n팡팡 터지는 미지의 맛인 거야!\n지금이라면 신비한 힘으로 세계도\n구할 수 있을 것 같은 거야! 하지만 졸린 거야…","새근새근~…인 거야…",39,1
138,3,5,"아오이의 푸딩","가게 구석에 하나\n남은 장난감을 보고 생각해낸\n거야. 다른 푸딩이랑 같이\n놔두면 떨기 시작하는 거야","모르는 사이에 구석에\n숨어있었던 거야. 먹었더니\n미야코, 시노부 일행을 만나러\n가고 싶어진 거야","외톨이는 졸업인 거야~!",40,1
139,3,5,"노조미의 푸딩","톱 오브 아이돌\n푸딩인 거야. 반짝반짝한\n걸 넣고 뜨~거운\n오븐에서 구워본 거야","입속에 화려한 단맛이\n퍼진다… 이게 아이돌인 거야?\n갑자기 노래하고 춤추고 싶어\n진 거야!","리듬을 타는 거야~!",41,1
140,3,5,"치카의 푸딩","미야코한테 푸딩을 주는 엄청\n좋은 녀석의 푸딩인 거야\n정령을 부르면서\n열심히 뒤섞은 거야","푸딩 반죽이 굉장히\n매끄러워서 혀에 닿는 느낌이 최고인 거야!\n정령, 미야코의 푸딩을 위해…","바람의 가호를! 인 거야!",42,1
141,3,5,"츠무기의 푸딩","노래하고 춤추고 의상도 만드는 녀석의\n푸딩인 거야. 이 푸딩은\n예쁘게 포장하는 거야. 푸딩을\n최고의 모양으로 꾸미는 거야","포장은 먹을 때까지의 수고가\n늘어나 귀찮은 거야. 하지만\n그 귀찮음도 푸딩의\n맛을 끌어올리는 거야","기사님을 위해\n한 게 아니에요! 인 거야!",43,1
142,3,5,"크리스티나의 푸딩","푸딩을 안 준다면 아무래도\n상관없는 녀석인 거야. 그래도 옆에서\n이것저것 떠들어대니까\n노력해서 만든 거야","으음!?\n이, 입안에서 푸딩의\n좋은 맛이 난동을 부리는 거야!\n멈추지 않는 거야!","연회의 시작인 거야!",12,0
143,3,5,"루카의 푸딩","조금 덜 달콤한 어른스러운 푸딩을\n만드는 거야. 시험 삼아 생선을 넣어\n보는 거야. 푸딩의 가능성은\n무한대인 거야!","어른의 맛인 거야. 이제 미야코는\n모두가 기댈 수 있는 누님인 거야!\n나쁜 짓을 하는 녀석은 미야코가\n용서 안 하는 거야!","일도양단, 각오해라! 인 거야!",44,1
144,3,5,"나나카의 푸딩","엄청 귀엽고 최고로 강한\n마법의 푸딩인 거야\n속은 컬러풀하게 하는 거야~\n달콤한 푸딩은 정신이 초롱초롱해지는 거야!","한 입 먹을 때마다 맛이 변해서\n마법 같은 거야!\n혹시 전부 먹으면\n미야코도 마법 소녀가 되는 거야?","번~쩍! 왔다! 인 거야!",45,1
145,3,5,"안나의 푸딩","까다로운 말을 속삭이면서\n만들었더니 마력 넘치는 푸딩이\n극적으로 탄생한 거야! 근데 이상하게\n애처로운 건 어째서인 거야~?","한 입 먹으면 수수께끼의 조직에게\n노려지거나 전생의 기억이 떠오를 것\n같은 거야~ 설정을 너무 많이 넣은 거야\n미야코는, 미야코는…","이름하여 질풍의 미야코인 거야!",46,1
146,3,5,"에리코의 푸딩","달콤새큼한 빨간 나무 열매를\n잘게 썰어 넣는 거야\n달고 조금 자극적인\n집착 푸딩인 거야","뭔가 평범한 푸딩보다\n좋은 냄새가 나는 거야~…\n푸딩이 더욱더\n좋아지는 거야…","쿡쿡… 쿡쿡쿡…인 거야",47,1
147,3,5,"미츠키의 푸딩","건강에 신경을 쓰는 미야코는\n푸딩에 약을 넣어본 거야~\n하지만 어쩐지 독이 있어 보이니까\n멋으로 장미를 곁들여본 거야~","코를 찌르는 약 냄새가 좀\n그렇지만 어른스럽고 머리가\n좋아진 느낌이 드는 거야. 괜히\n실험을 해보고 싶어서 어쩔 수가 없는 거야","어떤 푸딩도\n미야코의 척안으로부터\n도망칠 수 없는 거야~!",48,1
148,3,5,"모니카의 푸딩","작지만 당찬\n군인의 푸딩인 거야\n조금 단단하게 하고\n설탕은 잔뜩 넣는 거야","음~ 왕도의 푸딩은\n달콤해서 안정된 좋은 맛인 거야~\n무심코 미소가 떠오르는 거야\n생글생글인 거야~♪ …헉!","나는 어린애가 아니다! 인 거야!",49,1
149,3,5,"니논의 푸딩","오에도 마을에서 손에 넣은 재료랑\n동국에 전해지는 마법을 부려\n푸딩을 만드는 거야. 슈슈숙!\n인법 숨겨진 맛의 술인 거야!","이 푸딩을 먹고 나서\n누군가를 모셔야 한다는\n생각이 듭니다인 거야\n그건 쇼, 쇼…","쇼군! 미야코랑 같이\n천하통일한다입니다인 거야!",50,1
150,3,5,"쿠우카의 푸딩","네가 가져온 수갑을\n힌트로 만든 푸딩인 거야\n푸딩이 움직이지 못하도록\n단단하게 굳힌 거야","단단하게 굳힌 탓에 식감이\n푸딩 같지만\n푸딩이 아닌 거야… 그래도 이\n감질남이 중독되는 거야…","…크흐흐, 츄릅~인 거야",51,0
151,3,5,"유키의 푸딩","굉장히 아름다운 푸딩인 거야\n아름다운 걸 닥치는 대로\n넣었더니 엄청난 게 된 거야","맛도 아름답다는 것 외에 다른 감상이\n안 나오는 거야. 그보다 이걸\n먹은 미야코도 아름다운 거야!\n거울, 거울은 어디 있는 거야!","아아, 미야코는 어쩜 이렇게 아름다운 거야~",52,1
152,3,5,"아유미의 푸딩","모르는 사이에 과자가 팔렸을\n때 떠올린 푸딩인 거야.\n만드는 법도 잘 기억 안 나…\n지만 분명 맛있는 거야!","응, 역시 맛있게…\n응? 저기 있는 건\n그 녀석인 거야. 어?\n몸이 멋대로 그 녀석 쪽으로…","빠안… 앗 미야코 뭐 하는 거야\n미야코는 스토커가 아닌 거야!",53,0
153,3,5,"미소기의 푸딩","장난을 좋아하는 부하랑 같이\n만든 푸딩인 거야. 겉모양은\n귀엽지만 만드는 법은\n의외로 복잡한 거야~","겉모양대로 달콤하고 부드러운 맛인 거야\n하지만 레시피를 보면 뒷면에\n다른 만드는 법이 적혀 있는 거야.\n이러면 엄청 매운 푸딩이…","이히히… 장난칠 시간인 거야!",54,0
154,3,5,"미미의 푸딩","솔직하고 다정한 부하랑 같이\n동물 인형을 잔뜩\n늘어놓고 만든 거야","음~ 부들부들 달콤한 거야!\n어쩐지 즐거워져서\n몸도 마음도 랄랄라 하는 거야","깡충깡충, 깡~충인 거야♪",55,0
155,3,5,"쿄우카의 푸딩","유령을 무서워하는 부하랑\n같이 만든 푸딩인 거야.\n작은 주제에 똑 부러져서\n굉장히 귀여운 푸딩인 거야","차가워서 더운 날에도\n맛있게 먹을 수 있을 것 같은 거야!\n응? 이걸 사고 싶은 어른이\n있어? 그건…","수상한 변태 씨인 거야!",56,0
156,3,5,"스즈나의 푸딩","카리스마 모델 푸딩인 거야\n듬뿍듬뿍 장식해서\n카리스마 느낌을 연출한 거야","보고 먹고 즐기는 색다른 방식의\n푸딩인 거야. 미야코는 유령이지만\n내 발로 런웨이를\n걷고 싶어진 거야!","하트 저격! 인 거야!",57,1
157,3,5,"이오의 푸딩","학교 선생님인 녀석의\n푸딩인 거야. 딱딱하게 만들려고\n했더니 어느 틈엔가 섹시하게\n된 거야. 어째서인 거야?","푸, 푸딩은 전부 미야코\n것인데 어쩐지 이 푸딩은\n여러 사람한테 가르쳐주고\n싶어지는 신기한 맛인 거야!","수업을 시작할게요♪인 거야!",58,0
158,3,5,"미사키의 푸딩","조금 발돋움한 조숙한 아이를\n표현한 푸딩인 거야. 일부러\n덜 달게 한 거야. 캐러멜은\n나중에 얹을 수 있으니까 안심하는 거야","미야코는 푸딩이라면 어떤\n거든 먹는 거야. 하지만 캐러멜을\n조금만 더 넣는 거야.\n조금만이라면…","어엿한 레이디, 인 거야!",59,1
159,3,5,"호마레의 푸딩","수수께끼에 싸인 푸딩이 완성된 거야\n뭔가 숨기는 것 같은 거야…\n이건 위험한 푸딩인 거야!","맛은 굉장히 호화로운 거야!\n보스의 품격이 있는 거야!\n커다란 미야코한테\n푸딩을 바치는 거야!","푸딩을 안 가져오면\n벌을 줄 거야~☆인 거야!",60,1
160,3,5,"카야의 푸딩","와일드한 겉모습인 거야!\n이건 기대할 만한 거야.\n분명 약동감 넘치는 맛일 거야!","첫 한 입이\n엄청난 임팩트인 거야!\n왠지 싸우고 싶어지는 거야!\n푸딩을 넘기는 거야!","끓어오르는 거야!",61,1
161,3,5,"이노리의 푸딩","어쩐지 겉모습이 시원찮은 거야\n이거 정말로 괜찮은 거야?\n뭔가 믿음직하지 않은 거야…","겉모습은 저렇지만 맛있는\n거야… 그리고 주장도 확실히\n하는 거야! 의욕과 자신감만은\n생긴 거야, 우오오오~인 거야!","하극상, 해주겠다입니다인 거야!",62,0
162,3,5,"무이미의 푸딩","천하의 대악당 푸딩인 거야\n지금까지의 상식에\n얽매이지 않는 푸딩을\n만들어본 거야~","으으음… 먹었더니\n의욕이 솟아난 거야!\n미야코를 방해하는 녀석은 모두\n한꺼번에 날려버리는 거야~","비켜, 비켜~! 인 거야~!",63,1
163,3,5,"네네카의 푸딩","다양한 것으로 변신하거나\n분신을 만드는 녀석의\n푸딩인 거야. 같은 모양의 푸딩을\n잔뜩 잔뜩 만든 거야","어느새 만든 걸 전부\n먹은 거야. 왜\n푸딩은 분신을 안 만드는 거야?\n무한하게 늘어나라는 거야!","미러 미러! 인 거야!",64,1
164,3,5,"크레짓타의 푸딩","돈독이 든 푸딩인 거야\n돈의 힘으로 만들어\n본 거야. 할머니의\n푸딩과 완전 반대인 거야","으음… 인정하고 싶지 않지만\n맛있는 거야… 이걸 몇 개나\n만들 정도의 돈을 버는 건\n힘든 거야… 그래도 맛있으니까…","푸딩한테 충성을 맹세하겠어요!\n인 거야!",65,1
165,3,5,"카린의 푸딩","다들 신세 지고 있는 길드\n관리 협회 직원 푸딩인 거야\n관청 느낌을 내기 위해서 견실하게\n왕도를 따라 만든 거야","견실해…! 견실한 거야…!\n빈틈없는 푸딩인 거야!\n지금의 미야코라면 서류 작성을\n완벽하게 할 수 있을 것 같은 거야!","길드 관리 협회에 오신 걸 환영합니다!\n인 거야!",66,1
