14a17b3d60bf2083b08b5b1f942e08d536e3c6478da9fe95acbffe3b96400595,wave,id,disp_reward_id_3,enemy_id_4,enemy_id_5,disp_reward_type_3,e6e5affce04f7ca770b08d7bf8e85105e0400836797f23c12a25402434cef84f,f4709d1a127df293ec735eb6ecac92df9fdf0df62c65ace00d32d66c9507855b,reward_odds_3,bda5f5a0ca5a3245ddb0f67b5904313598b515ccca92886fc8b5915675d2c803,5ac7b94e8b0457d98e3a42460c8fe01b768765ba1762c4781fe0eaeefe8e5ea7,disp_reward_id_2,reward_group_id_3,cdb7a435bc1c1b72aee77223d838c5f871e5ed2b2d33cde610ce191a6b2b0be5,disp_reward_id_4,reward_lot_count_3,enemy_id_1,enemy_id_3,wave_group_id,disp_reward_type_2,difficulty,reward_group_id_1,fdd8b699fb4f0282ace44d0cc1bb40c15d2b3be8c3e5febd05a568c969a14ad7,disp_reward_type_4,enemy_id_2,reward_odds_2,drop_gold_1,reward_odds_1,disp_reward_type_5,7f97d6d8ded12e5274ee3e8583e19ce8d447162777c6c8207e61ffc5d3a5a565,reward_group_id_4,disp_reward_id_5,ba6b9653e5e5a50ef4e37f6f616240a64ac78decbea4a83353fb41f6a50b532a,reward_lot_count_4,5f5537f3a1a2fa8527dc1631352218576b681ec9054ad257004a63b5c71c25dc,reward_odds_4,9c846e0bcb6789524544e711bf6eb4c143aab9c82e2354447ee47eca30fd0dcb,disp_reward_id_1,reward_group_id_2,disp_reward_type_1
0,1,600000041,0,0,0,0,41001,0,36,1,1,0,61001007,0,0,1,620060038,620130038,600110411,0,1,61001005,0,0,620090038,18,518,30,0,0,0,0,0,0,0,0,41001,0,61001004,0
0,1,600000042,0,0,0,0,42001,0,36,1,1,0,61001007,0,0,1,620060039,620130039,600110421,0,1,61001005,0,0,620090039,18,523,30,0,0,0,0,0,0,0,0,42001,0,61001004,0
0,1,600000043,0,0,0,0,43001,0,36,1,1,0,61001007,0,0,1,620060040,620130040,600110431,0,1,61001005,0,0,620090040,18,538,30,0,0,0,0,0,0,0,0,43001,0,61001004,0
0,1,600000044,0,0,0,0,44001,0,36,1,1,0,61001007,0,0,1,620060041,620130041,600110441,0,1,61001005,0,0,620090041,18,551,30,0,0,0,0,0,0,0,0,44001,0,61001004,0
0,1,600000045,0,0,0,0,45001,0,36,1,1,0,61001007,0,0,1,620060042,620130042,600110451,0,1,61001005,0,0,620090042,18,565,30,0,0,0,0,0,0,0,0,45001,0,61001004,0
0,1,600000046,0,0,0,0,46001,0,36,1,1,0,61001007,0,0,1,620060043,620130043,600110461,0,1,61001005,0,0,620090043,18,574,30,0,0,0,0,0,0,0,0,46001,0,61001004,0
0,1,600000047,0,0,0,0,47001,0,36,1,1,0,61001007,0,0,1,620060044,620130044,600110471,0,1,61001005,0,0,620090044,18,577,30,0,0,0,0,0,0,0,0,47001,0,61001004,0
0,1,600000048,0,0,0,0,48001,0,36,1,1,0,61001007,0,0,1,620060045,620130045,600110481,0,1,61001005,0,0,620090045,18,587,30,0,0,0,0,0,0,0,0,48001,0,61001004,0
0,1,600000049,0,0,0,0,49001,0,36,1,1,0,61001007,0,0,1,620060046,620130046,600110491,0,1,61001005,0,0,620090046,18,598,30,0,0,0,0,0,0,0,0,49001,0,61001004,0
0,1,600000050,0,0,0,0,50001,0,36,1,1,0,61001007,0,0,1,620060047,620130047,600110501,0,1,61001005,0,0,620090047,18,614,30,0,0,0,0,0,0,0,0,50001,0,61001004,0
0,1,600000051,0,0,0,0,51001,0,36,1,1,0,61001007,0,0,1,620060048,620130048,600110511,0,1,61001005,0,0,620090048,18,621,30,0,0,0,0,0,0,0,0,51001,0,61001004,0
0,1,600000052,0,0,0,0,52001,0,36,1,1,0,61001007,0,0,1,620060049,620130049,600110521,0,1,61001005,0,0,620090049,18,629,30,0,0,0,0,0,0,0,0,52001,0,61001004,0
0,1,600000053,0,0,0,0,53001,0,36,1,1,0,61001007,0,0,1,620060050,620130050,600110531,0,1,61001005,0,0,620090050,18,640,30,0,0,0,0,0,0,0,0,53001,0,61001004,0
0,1,600000054,0,0,0,0,54001,0,36,1,1,0,61001007,0,0,1,620060051,620130051,600110541,0,1,61001005,0,0,620090051,18,647,30,0,0,0,0,0,0,0,0,54001,0,61001004,0
0,1,600000055,0,0,0,0,55001,0,36,1,1,0,61001007,0,0,1,620060052,620130052,600110551,0,1,61001005,0,0,620090052,18,652,30,0,0,0,0,0,0,0,0,55001,0,61001004,0
0,1,600000056,0,0,0,0,56001,0,36,1,1,0,61001007,0,0,1,620060053,620130053,600110561,0,1,61001005,0,0,620090053,18,659,30,0,0,0,0,0,0,0,0,56001,0,61001004,0
0,1,600000057,0,0,0,0,57001,0,36,1,1,0,61001007,0,0,1,620060054,620130054,600110571,0,1,61001005,0,0,620090054,18,662,30,0,0,0,0,0,0,0,0,57001,0,61001004,0
0,1,600000058,0,0,0,0,58001,0,36,1,1,0,61001007,0,0,1,620060055,620130055,600110581,0,1,61001005,0,0,620090055,18,667,30,0,0,0,0,0,0,0,0,58001,0,61001004,0
0,1,600000059,0,0,0,0,59001,0,36,1,1,0,61001007,0,0,1,620060056,620130056,600110591,0,1,61001005,0,0,620090056,18,679,30,0,0,0,0,0,0,0,0,59001,0,61001004,0
0,1,600000060,0,0,0,0,60001,0,36,1,1,0,61001007,0,0,1,620060057,620130057,600110601,0,1,61001005,0,0,620090057,18,683,30,0,0,0,0,0,0,0,0,60001,0,61001004,0
0,1,600000061,0,0,0,0,61001,0,36,1,1,0,61001007,0,0,1,620060058,620130058,600110611,0,1,61001005,0,0,620090058,18,692,30,0,0,0,0,0,0,0,0,61001,0,61001004,0
0,1,600000062,0,0,0,0,62001,0,36,1,1,0,61001007,0,0,1,620060059,620130059,600110621,0,1,61001005,0,0,620090059,18,698,30,0,0,0,0,0,0,0,0,62001,0,61001004,0
0,1,600000063,0,0,0,0,63001,0,36,1,1,0,61001007,0,0,1,620060060,620130060,600110631,0,1,61001005,0,0,620090060,18,703,30,0,0,0,0,0,0,0,0,63001,0,61001004,0
0,1,600000064,0,0,0,0,64001,0,36,1,1,0,61001007,0,0,1,620060061,620130061,600110641,0,1,61001005,0,0,620090061,18,713,30,0,0,0,0,0,0,0,0,64001,0,61001004,0
0,1,600000065,0,0,0,0,65001,0,36,1,1,0,61001007,0,0,1,620060062,620130062,600110651,0,1,61001005,0,0,620090062,18,722,30,0,0,0,0,0,0,0,0,65001,0,61001004,0
0,1,600000066,0,0,0,0,66001,0,36,1,1,0,61001007,0,0,1,620060063,620130063,600110661,0,1,61001005,0,0,620090063,18,733,30,0,0,0,0,0,0,0,0,66001,0,61001004,0
0,1,600000067,0,0,0,0,67001,0,36,1,1,0,61001007,0,0,1,620060064,620130064,600110671,0,1,61001005,0,0,620090064,18,741,30,0,0,0,0,0,0,0,0,67001,0,61001004,0
0,1,600000068,0,0,0,0,68001,0,36,1,1,0,61001007,0,0,1,620060065,620130065,600110681,0,1,61001005,0,0,620090065,18,750,30,0,0,0,0,0,0,0,0,68001,0,61001004,0
0,1,600000069,0,0,0,0,69001,0,36,1,1,0,61001007,0,0,1,620060066,620130066,600110691,0,1,61001005,0,0,620090066,18,762,30,0,0,0,0,0,0,0,0,69001,0,61001004,0
0,1,600000074,0,0,0,0,3001,0,36,1,1,0,61001007,0,0,1,620090101,620110001,600110031,0,1,61001005,0,0,620300001,18,258,30,0,0,0,0,0,0,0,0,3001,0,61001004,0
0,1,600000075,0,0,0,0,4001,0,36,1,1,0,61001007,0,0,1,620090101,620110001,600110041,0,1,61001005,0,0,620300001,18,258,30,0,0,0,0,0,0,0,0,4001,0,61001004,0
0,1,600000076,0,0,0,0,5001,0,36,1,1,0,61001007,0,0,1,620090102,620110002,600110051,0,1,61001005,0,0,620300002,18,268,30,0,0,0,0,0,0,0,0,5001,0,61001004,0
0,1,600000077,0,0,0,0,6001,0,36,1,1,0,61001007,0,0,1,620090103,620110003,600110061,0,1,61001005,0,0,620300003,18,273,30,0,0,0,0,0,0,0,0,6001,0,61001004,0
0,1,600000078,0,0,0,0,7001,0,36,1,1,0,61001007,0,0,1,620090104,620110004,600110071,0,1,61001005,0,0,620300004,18,281,30,0,0,0,0,0,0,0,0,7001,0,61001004,0
0,1,600000079,0,0,0,0,8001,0,36,1,1,0,61001007,0,0,1,620090105,620110005,600110081,0,1,61001005,0,0,620300005,18,288,30,0,0,0,0,0,0,0,0,8001,0,61001004,0
0,1,600000080,0,0,0,0,9001,0,36,1,1,0,61001007,0,0,1,620090106,620110006,600110091,0,1,61001005,0,0,620300006,18,298,30,0,0,0,0,0,0,0,0,9001,0,61001004,0
0,1,600000081,0,0,0,0,10001,0,36,1,1,0,61001007,0,0,1,620090107,620110007,600110101,0,1,61001005,0,0,620300007,18,309,30,0,0,0,0,0,0,0,0,10001,0,61001004,0
0,1,600000082,0,0,0,0,11001,0,36,1,1,0,61001007,0,0,1,620090108,620110008,600110111,0,1,61001005,0,0,620300008,18,313,30,0,0,0,0,0,0,0,0,11001,0,61001004,0
0,1,600000083,0,0,0,0,12001,0,36,1,1,0,61001007,0,0,1,620090109,620110009,600110121,0,1,61001005,0,0,620300009,18,321,30,0,0,0,0,0,0,0,0,12001,0,61001004,0
0,1,600000084,0,0,0,0,13001,0,36,1,1,0,61001007,0,0,1,620090110,620110010,600110131,0,1,61001005,0,0,620300010,18,326,30,0,0,0,0,0,0,0,0,13001,0,61001004,0
0,1,600000085,0,0,0,0,14001,0,36,1,1,0,61001007,0,0,1,620090111,620110011,600110141,0,1,61001005,0,0,620300011,18,336,30,0,0,0,0,0,0,0,0,14001,0,61001004,0
0,1,600000086,0,0,0,0,15001,0,36,1,1,0,61001007,0,0,1,620090112,620110012,600110151,0,1,61001005,0,0,620300012,18,341,30,0,0,0,0,0,0,0,0,15001,0,61001004,0
0,1,600000087,0,0,0,0,16001,0,36,1,1,0,61001007,0,0,1,620090113,620110013,600110161,0,1,61001005,0,0,620300013,18,351,30,0,0,0,0,0,0,0,0,16001,0,61001004,0
0,1,600000088,0,0,0,0,17001,0,36,1,1,0,61001007,0,0,1,620090114,620110014,600110171,0,1,61001005,0,0,620300014,18,356,30,0,0,0,0,0,0,0,0,17001,0,61001004,0
0,1,600000089,0,0,0,0,18001,0,36,1,1,0,61001007,0,0,1,620090115,620110015,600110181,0,1,61001005,0,0,620300015,18,366,30,0,0,0,0,0,0,0,0,18001,0,61001004,0
0,1,600000090,0,0,0,0,19001,0,36,1,1,0,61001007,0,0,1,620090116,620110016,600110191,0,1,61001005,0,0,620300016,18,371,30,0,0,0,0,0,0,0,0,19001,0,61001004,0
0,1,600000091,0,0,0,0,20001,0,36,1,1,0,61001007,0,0,1,620090117,620110017,600110201,0,1,61001005,0,0,620300017,18,375,30,0,0,0,0,0,0,0,0,20001,0,61001004,0
0,1,600000092,0,0,0,0,21001,0,36,1,1,0,61001007,0,0,1,620090118,620110018,600110211,0,1,61001005,0,0,620300018,18,381,30,0,0,0,0,0,0,0,0,21001,0,61001004,0
0,1,600000093,0,0,0,0,22001,0,36,1,1,0,61001007,0,0,1,620090119,620110019,600110221,0,1,61001005,0,0,620300019,18,386,30,0,0,0,0,0,0,0,0,22001,0,61001004,0
0,1,600000094,0,0,0,0,23001,0,36,1,1,0,61001007,0,0,1,620090120,620110020,600110231,0,1,61001005,0,0,620300020,18,390,30,0,0,0,0,0,0,0,0,23001,0,61001004,0
0,1,600000095,0,0,0,0,24001,0,36,1,1,0,61001007,0,0,1,620090121,620110021,600110241,0,1,61001005,0,0,620300021,18,396,30,0,0,0,0,0,0,0,0,24001,0,61001004,0
0,1,600000096,0,0,0,0,25001,0,36,1,1,0,61001007,0,0,1,620090122,620110022,600110251,0,1,61001005,0,0,620300022,18,401,30,0,0,0,0,0,0,0,0,25001,0,61001004,0
0,1,600000097,0,0,0,0,26001,0,36,1,1,0,61001007,0,0,1,620090123,620110023,600110261,0,1,61001005,0,0,620300023,18,405,30,0,0,0,0,0,0,0,0,26001,0,61001004,0
0,1,600000098,0,0,0,0,27001,0,36,1,1,0,61001007,0,0,1,620090124,620110024,600110271,0,1,61001005,0,0,620300024,18,411,30,0,0,0,0,0,0,0,0,27001,0,61001004,0
0,1,600000099,0,0,0,0,28001,0,36,1,1,0,61001007,0,0,1,620090125,620110025,600110281,0,1,61001005,0,0,620300025,18,417,30,0,0,0,0,0,0,0,0,28001,0,61001004,0
0,1,600000100,0,0,0,0,29001,0,36,1,1,0,61001007,0,0,1,620090126,620110026,600110291,0,1,61001005,0,0,620300026,18,422,30,0,0,0,0,0,0,0,0,29001,0,61001004,0
0,1,600000101,0,0,0,0,30001,0,36,1,1,0,61001007,0,0,1,620090127,620110027,600110301,0,1,61001005,0,0,620300027,18,427,30,0,0,0,0,0,0,0,0,30001,0,61001004,0
0,1,600000102,0,0,0,0,31001,0,36,1,1,0,61001007,0,0,1,620090128,620110028,600110311,0,1,61001005,0,0,620300028,18,433,30,0,0,0,0,0,0,0,0,31001,0,61001004,0
0,1,600000103,0,0,0,0,32001,0,36,1,1,0,61001007,0,0,1,620090129,620110029,600110321,0,1,61001005,0,0,620300029,18,442,30,0,0,0,0,0,0,0,0,32001,0,61001004,0
0,1,600000104,0,0,0,0,33001,0,36,1,1,0,61001007,0,0,1,620090130,620110030,600110331,0,1,61001005,0,0,620300030,18,455,30,0,0,0,0,0,0,0,0,33001,0,61001004,0
0,1,600000105,0,0,0,0,34001,0,36,1,1,0,61001007,0,0,1,620090131,620110031,600110341,0,1,61001005,0,0,620300031,18,460,30,0,0,0,0,0,0,0,0,34001,0,61001004,0
0,1,600000106,0,0,0,0,35001,0,36,1,1,0,61001007,0,0,1,620090132,620110032,600110351,0,1,61001005,0,0,620300032,18,464,30,0,0,0,0,0,0,0,0,35001,0,61001004,0
0,1,600000107,0,0,0,0,36001,0,36,1,1,0,61001007,0,0,1,620090133,620110033,600110361,0,1,61001005,0,0,620300033,18,476,30,0,0,0,0,0,0,0,0,36001,0,61001004,0
0,1,600000108,0,0,0,0,37001,0,36,1,1,0,61001007,0,0,1,620090134,620110034,600110371,0,1,61001005,0,0,620300034,18,482,30,0,0,0,0,0,0,0,0,37001,0,61001004,0
0,1,600000109,0,0,0,0,38001,0,36,1,1,0,61001007,0,0,1,620090135,620110035,600110381,0,1,61001005,0,0,620300035,18,492,30,0,0,0,0,0,0,0,0,38001,0,61001004,0
0,1,600000110,0,0,0,0,39001,0,36,1,1,0,61001007,0,0,1,620090136,620110036,600110391,0,1,61001005,0,0,620300036,18,500,30,0,0,0,0,0,0,0,0,39001,0,61001004,0
0,1,600000111,0,0,0,0,40001,0,36,1,1,0,61001007,0,0,1,620090137,620110037,600110401,0,1,61001005,0,0,620300037,18,514,30,0,0,0,0,0,0,0,0,40001,0,61001004,0
0,1,600000112,0,0,0,0,41001,0,36,1,1,0,61001007,0,0,1,620090138,620110038,600110411,0,1,61001005,0,0,620300038,18,518,30,0,0,0,0,0,0,0,0,41001,0,61001004,0
0,1,600000113,0,0,0,0,42001,0,36,1,1,0,61001007,0,0,1,620090139,620110039,600110421,0,1,61001005,0,0,620300039,18,523,30,0,0,0,0,0,0,0,0,42001,0,61001004,0
0,1,600000114,0,0,0,0,43001,0,36,1,1,0,61001007,0,0,1,620090140,620110040,600110431,0,1,61001005,0,0,620300040,18,538,30,0,0,0,0,0,0,0,0,43001,0,61001004,0
0,1,600000115,0,0,0,0,44001,0,36,1,1,0,61001007,0,0,1,620090141,620110041,600110441,0,1,61001005,0,0,620300041,18,551,30,0,0,0,0,0,0,0,0,44001,0,61001004,0
0,1,600000116,0,0,0,0,45001,0,36,1,1,0,61001007,0,0,1,620090142,620110042,600110451,0,1,61001005,0,0,620300042,18,565,30,0,0,0,0,0,0,0,0,45001,0,61001004,0
0,1,600000117,0,0,0,0,46001,0,36,1,1,0,61001007,0,0,1,620090143,620110043,600110461,0,1,61001005,0,0,620300043,18,574,30,0,0,0,0,0,0,0,0,46001,0,61001004,0
0,1,600000118,0,0,0,0,47001,0,36,1,1,0,61001007,0,0,1,620090144,620110044,600110471,0,1,61001005,0,0,620300044,18,577,30,0,0,0,0,0,0,0,0,47001,0,61001004,0
0,1,600000119,0,0,0,0,48001,0,36,1,1,0,61001007,0,0,1,620090145,620110045,600110481,0,1,61001005,0,0,620300045,18,587,30,0,0,0,0,0,0,0,0,48001,0,61001004,0
0,1,600000120,0,0,0,0,49001,0,36,1,1,0,61001007,0,0,1,620090146,620110046,600110491,0,1,61001005,0,0,620300046,18,598,30,0,0,0,0,0,0,0,0,49001,0,61001004,0
0,1,600000121,0,0,0,0,50001,0,36,1,1,0,61001007,0,0,1,620090147,620110047,600110501,0,1,61001005,0,0,620300047,18,614,30,0,0,0,0,0,0,0,0,50001,0,61001004,0
0,1,600000122,0,0,0,0,51001,0,36,1,1,0,61001007,0,0,1,620090148,620110048,600110511,0,1,61001005,0,0,620300048,18,621,30,0,0,0,0,0,0,0,0,51001,0,61001004,0
0,1,600000123,0,0,0,0,52001,0,36,1,1,0,61001007,0,0,1,620090149,620110049,600110521,0,1,61001005,0,0,620300049,18,629,30,0,0,0,0,0,0,0,0,52001,0,61001004,0
0,1,600000124,0,0,0,0,53001,0,36,1,1,0,61001007,0,0,1,620090150,620110050,600110531,0,1,61001005,0,0,620300050,18,640,30,0,0,0,0,0,0,0,0,53001,0,61001004,0
0,1,600000125,0,0,0,0,54001,0,36,1,1,0,61001007,0,0,1,620090151,620110051,600110541,0,1,61001005,0,0,620300051,18,647,30,0,0,0,0,0,0,0,0,54001,0,61001004,0
0,1,600000126,0,0,0,0,55001,0,36,1,1,0,61001007,0,0,1,620090152,620110052,600110551,0,1,61001005,0,0,620300052,18,652,30,0,0,0,0,0,0,0,0,55001,0,61001004,0
0,1,600000127,0,0,0,0,56001,0,36,1,1,0,61001007,0,0,1,620090153,620110053,600110561,0,1,61001005,0,0,620300053,18,659,30,0,0,0,0,0,0,0,0,56001,0,61001004,0
0,1,600000128,0,0,0,0,57001,0,36,1,1,0,61001007,0,0,1,620090154,620110054,600110571,0,1,61001005,0,0,620300054,18,662,30,0,0,0,0,0,0,0,0,57001,0,61001004,0
0,1,600000129,0,0,0,0,58001,0,36,1,1,0,61001007,0,0,1,620090155,620110055,600110581,0,1,61001005,0,0,620300055,18,667,30,0,0,0,0,0,0,0,0,58001,0,61001004,0
0,1,600000130,0,0,0,0,59001,0,36,1,1,0,61001007,0,0,1,620090156,620110056,600110591,0,1,61001005,0,0,620300056,18,679,30,0,0,0,0,0,0,0,0,59001,0,61001004,0
0,1,600000131,0,0,0,0,60001,0,36,1,1,0,61001007,0,0,1,620090157,620110057,600110601,0,1,61001005,0,0,620300057,18,683,30,0,0,0,0,0,0,0,0,60001,0,61001004,0
