still_group_id,unit_id_10,my_page_flag,unit_id_4,unit_id_8,unit_id_3,unit_id_7,unit_id_5,story_id,facial_id,story_group_id,unit_id_2,position_y,scroll_direction,album_ignore,unit_id_6,unit_id_9,vertical_still_flg,still_id,unit_id_1
1008001,0,1,0,0,0,0,0,1008001,1,1008,0,0,0,0,0,0,0,100800102,100811
0,0,0,0,0,0,0,0,1008004,1,1008,0,0,1,0,0,0,1,100800401,0
1008011,0,1,0,0,0,0,0,1008011,1,1008,0,0,0,0,0,0,0,100801101,100832
1008011,0,1,0,0,0,0,0,1008011,1,1008,0,0,0,0,0,0,0,100801102,100832
0,0,1,0,0,0,0,0,1009001,1,1009,0,0,0,0,0,0,0,100900101,100911
0,0,0,0,0,0,0,0,1009008,1,1009,0,-960,1,0,0,0,1,100900801,0
1009011,0,1,0,0,0,0,0,1009011,1,1009,100931,0,0,0,0,0,0,100901101,100011
1009011,0,1,0,0,0,0,0,1009011,1,1009,100931,0,0,0,0,0,0,100901102,100011
0,0,1,0,0,0,0,0,1010006,1,1010,0,0,0,0,0,0,0,101000601,101011
0,0,0,0,0,0,0,0,1010008,1,1010,0,-890,1,0,0,0,1,101000801,0
1010011,0,1,0,0,0,0,0,1010011,1,1010,0,0,0,0,0,0,0,101001101,101032
1010011,0,1,0,0,0,0,0,1010011,1,1010,0,0,0,0,0,0,0,101001102,101032
0,0,1,0,0,0,0,0,1011005,1,1011,0,0,0,0,0,0,0,101100501,101111
0,0,0,0,0,0,0,0,1011008,1,1011,0,-960,0,0,0,0,1,101100801,0
0,0,1,0,0,0,0,0,1011011,1,1011,0,0,0,0,0,0,0,101101101,101131
0,0,1,0,0,0,0,0,1012003,1,1012,103811,0,0,0,0,0,0,101200301,101211
0,0,0,0,0,0,0,0,1012008,1,1012,0,-960,1,0,0,0,1,101200801,0
1012011,0,1,0,0,0,0,0,1012011,1,1012,0,0,0,0,0,0,0,101201101,101231
1012011,0,1,0,0,0,0,0,1012011,1,1012,0,0,0,0,0,0,0,101201102,101231
1013002,0,1,0,0,0,0,0,1013002,1,1013,0,0,0,0,0,0,0,101300201,101311
1013002,0,1,0,0,0,0,0,1013002,1,1013,101311,0,0,0,0,0,0,101300202,811
0,0,0,0,0,0,0,0,1013008,1,1013,0,-960,0,0,0,0,1,101300801,0
1013011,0,1,0,0,0,0,0,1013011,1,1013,0,0,0,0,0,0,0,101301101,101332
1013011,0,1,0,0,0,0,0,1013011,1,1013,0,0,0,0,0,0,0,101301102,101332
1014004,0,1,0,0,0,0,0,1014004,1,1014,0,0,0,0,0,0,0,101400401,101411
1014004,0,1,0,0,0,0,0,1014004,1,1014,0,0,0,0,0,0,0,101400402,0
1014004,0,1,0,0,0,0,0,1014004,1,1014,0,0,0,0,0,0,0,101400403,101411
1014008,0,1,0,0,0,0,0,1014008,1,1014,0,0,0,0,0,0,0,101400801,101431
1014008,0,1,0,0,0,0,0,1014008,1,1014,0,0,0,0,0,0,0,101400802,101431
1014011,0,1,0,0,0,0,0,1014011,1,1014,101431,0,0,0,0,0,0,101401101,3731
1014011,0,1,0,0,0,0,0,1014011,1,1014,101431,0,0,0,0,0,0,101401102,3731
0,0,1,0,0,0,0,0,1015002,1,1015,0,0,0,0,0,0,0,101500201,101511
0,0,0,0,0,0,0,0,1015008,1,1015,0,-960,0,0,0,0,1,101500801,0
0,0,1,0,0,0,0,0,1015011,1,1015,0,0,0,0,0,0,0,101501101,101532
0,0,1,0,0,0,0,0,1016001,1,1016,0,0,0,0,0,0,0,101600101,101611
0,0,1,0,0,0,0,0,1016005,1,1016,0,-830,1,0,0,0,1,101600501,0
0,0,0,0,0,0,0,0,1016008,1,1016,0,-910,0,0,0,0,1,101600801,0
1016011,0,1,0,0,0,0,0,1016011,1,1016,0,0,0,0,0,0,0,101601101,101631
1016011,0,1,0,0,0,0,0,1016011,1,1016,0,0,0,0,0,0,0,101601102,101631
0,0,1,0,0,0,0,0,1017002,1,1017,0,0,0,0,0,0,0,101700201,101711
0,0,0,0,0,0,0,0,1017008,1,1017,0,-900,0,0,0,0,1,101700801,0
0,0,1,0,0,0,0,0,1017011,1,1017,0,0,0,0,0,0,0,101701101,101732
0,0,1,0,0,0,0,0,1018001,1,1018,0,-850,1,0,0,0,1,101800101,0
0,0,1,0,0,0,0,0,1018002,1,1018,0,0,0,0,0,0,0,101800201,101811
0,0,0,0,0,0,0,0,1018004,1,1018,0,-800,0,0,0,0,1,101800401,0
0,0,0,0,0,0,0,0,1018008,1,1018,0,-800,0,0,0,0,1,101800801,0
0,0,1,0,0,0,0,0,1018011,1,1018,0,0,0,0,0,0,0,101801101,101831
0,0,1,0,0,0,0,0,1020003,1,1020,0,0,0,0,0,0,0,102000301,102011
0,0,1,0,0,0,0,0,1020011,1,1020,0,0,0,0,0,0,0,102001101,102031
0,0,1,0,0,0,0,0,1021001,1,1021,0,0,0,0,0,0,0,102100101,102111
0,0,0,0,0,0,0,0,1021008,1,1021,0,-800,0,0,0,0,1,102100801,0
1021011,0,1,0,0,0,0,0,1021011,1,1021,0,0,0,0,0,0,0,102101101,102131
1021011,0,1,0,0,0,0,0,1021011,1,1021,0,0,0,0,0,0,0,102101102,102131
0,0,1,0,0,0,0,0,1022003,1,1022,0,0,0,0,0,0,0,102200301,102211
0,0,0,0,0,0,0,0,1022008,1,1022,0,-840,0,0,0,0,1,102200801,0
0,0,1,0,0,0,0,0,1022011,1,1022,0,0,0,0,0,0,0,102201101,102232
0,0,1,0,0,0,0,0,1023003,1,1023,0,0,0,0,0,0,0,102300301,102311
0,0,0,0,0,0,0,0,1023008,1,1023,0,-880,0,0,0,0,1,102300801,0
1023011,0,1,0,0,0,0,0,1023011,1,1023,0,0,0,0,0,0,0,102301101,102332
1023011,0,1,0,0,0,0,0,1023011,1,1023,0,0,0,0,0,0,0,102301102,102332
0,0,1,0,0,0,0,0,1025003,1,1025,0,0,0,0,0,0,0,102500301,102511
0,0,0,0,0,0,0,0,1025008,1,1025,0,-870,0,0,0,0,1,102500801,0
1025009,0,0,0,0,0,0,0,1025009,1,1025,0,0,0,1,0,0,0,102500901,0
1025009,0,0,0,0,0,0,0,1025009,1,1025,0,0,0,1,0,0,0,102500902,0
0,0,1,0,0,0,0,0,1025011,1,1025,0,0,0,0,0,0,0,102501101,102531
0,0,0,0,0,0,0,0,1026004,1,1026,0,-870,0,0,0,0,1,102600401,0
1026007,0,1,0,0,0,0,0,1026007,1,1026,0,0,0,0,0,0,0,102600701,102611
1026007,0,1,0,0,0,0,0,1026007,1,1026,0,0,0,0,0,0,0,102600702,102611
0,0,0,0,0,0,0,0,1026008,1,1026,0,-870,0,0,0,0,1,102600801,0
0,0,1,0,0,0,0,0,1026011,1,1026,0,0,0,0,0,0,0,102601101,102632
0,0,1,0,0,0,0,0,1027001,1,1027,0,0,0,0,0,0,0,102700101,102711
0,0,0,0,0,0,0,0,1027004,1,1027,0,-870,0,0,0,0,1,102700401,0
0,0,0,0,0,0,0,0,1027008,1,1027,0,-910,0,0,0,0,1,102700801,0
0,0,1,0,0,0,0,0,1027011,1,1027,0,0,0,0,0,0,0,102701101,102731
0,0,1,0,0,0,0,0,1028006,1,1028,0,0,0,0,0,0,0,102800601,0
0,0,0,0,0,0,0,0,1028008,1,1028,0,-950,0,0,0,0,1,102800801,0
1028011,0,1,0,0,0,0,0,1028011,1,1028,0,0,0,0,0,0,0,102801101,102832
1028011,0,1,0,0,0,0,0,1028011,1,1028,0,0,0,0,0,0,0,102801102,102832
0,0,1,0,0,0,0,0,1029006,1,1029,0,0,0,0,0,0,0,102900601,102912
0,0,0,0,0,0,0,0,1029008,1,1029,0,-870,0,0,0,0,1,102900801,0
0,0,1,0,0,0,0,0,1029011,1,1029,0,0,0,0,0,0,0,102901101,102931
0,0,1,0,0,0,0,0,1030002,1,1030,0,0,0,0,0,0,0,103000201,103011
0,0,0,0,0,0,0,0,1030008,1,1030,0,-810,0,0,0,0,1,103000801,0
1030011,0,1,0,0,0,0,0,1030011,1,1030,0,0,0,0,0,0,0,103001101,103031
1030011,0,1,0,0,0,0,0,1030011,1,1030,0,0,0,0,0,0,0,103001102,103031
0,0,1,0,0,0,0,0,1031002,1,1031,0,0,0,0,0,0,0,103100201,103111
0,0,0,0,0,0,0,0,1031008,1,1031,0,-850,0,0,0,0,1,103100801,0
0,0,1,0,0,0,0,0,1031011,1,1031,103131,0,0,0,0,0,0,103101101,1331
1032006,0,1,0,0,0,0,0,1032006,1,1032,0,0,0,0,0,0,0,103200601,103211
1032006,0,1,0,0,0,0,0,1032006,1,1032,0,0,0,0,0,0,0,103200602,0
0,0,0,0,0,0,0,0,1032008,1,1032,0,-840,0,0,0,0,1,103200801,0
1032011,0,1,0,0,0,0,0,1032011,1,1032,0,0,0,0,0,0,0,103201101,103231
1032011,0,1,0,0,0,0,0,1032011,1,1032,0,0,0,0,0,0,0,103201102,103231
0,0,1,0,0,0,0,0,1033001,1,1033,0,0,0,0,0,0,0,103300101,103311
0,0,0,0,0,0,0,0,1033008,1,1033,0,-850,0,0,0,0,1,103300801,0
0,0,1,0,0,0,0,0,1033011,1,1033,0,0,0,0,0,0,0,103301101,103332
0,0,1,0,0,0,0,0,1034002,1,1034,0,0,0,0,0,0,0,103400201,103411
0,0,0,0,0,0,0,0,1034008,1,1034,0,-910,0,0,0,0,1,103400801,0
1034011,0,1,0,0,0,0,0,1034011,1,1034,103431,0,0,0,0,0,0,103401101,100011
1034011,0,1,0,0,0,0,0,1034011,1,1034,103431,0,0,0,0,0,0,103401102,100011
1036007,0,1,0,0,0,0,0,1036007,1,1036,0,0,0,0,0,0,0,103600701,311
1036007,0,1,0,0,0,0,0,1036007,1,1036,0,0,0,0,0,0,0,103600702,311
0,0,0,0,0,0,0,0,1036008,1,1036,0,-870,0,0,0,0,1,103600801,0
1036011,0,1,0,0,0,0,0,1036011,1,1036,103631,0,0,0,0,0,0,103601101,1131
1036011,0,1,0,0,0,0,0,1036011,1,1036,103631,0,0,0,0,0,0,103601102,1131
1036011,0,1,0,0,0,0,0,1036011,1,1036,103631,0,0,0,0,0,0,103601103,1131
0,0,1,0,0,0,0,0,1037004,1,1037,0,0,0,0,0,0,0,103700401,0
0,0,0,0,0,0,0,0,1037008,1,1037,0,-870,0,0,0,0,1,103700801,0
1037011,0,1,0,0,0,0,0,1037011,1,1037,0,0,0,0,0,0,0,103701101,103731
1037011,0,1,0,0,0,0,0,1037011,1,1037,0,0,0,0,0,0,0,103701102,103731
0,0,1,0,0,0,0,0,1038006,1,1038,0,0,0,0,0,0,0,103800601,103811
0,0,0,0,0,0,0,0,1038008,1,1038,0,-700,0,0,0,0,1,103800801,0
1038011,0,1,0,0,0,0,0,1038011,1,1038,0,0,0,0,0,0,0,103801101,103831
1038011,0,1,0,0,0,0,0,1038011,1,1038,0,0,0,0,0,0,0,103801102,103831
1040007,0,1,0,0,0,0,0,1040007,1,1040,0,0,0,0,0,0,0,104000701,104011
1040007,0,1,0,0,0,0,0,1040007,1,1040,0,0,0,0,0,0,0,104000702,104011
1040007,0,1,0,0,0,0,0,1040007,1,1040,0,0,0,0,0,0,0,104000703,104011
0,0,0,0,0,0,0,0,1040008,1,1040,0,-830,0,0,0,0,1,104000801,0
1040011,0,1,0,0,0,0,0,1040011,1,1040,0,0,0,0,0,0,0,104001101,104032
1040011,0,1,0,0,0,0,0,1040011,1,1040,0,0,0,0,0,0,0,104001102,104032
0,0,1,0,0,0,0,0,1042001,1,1042,0,0,0,0,0,0,0,104200101,104211
0,0,0,0,0,0,0,0,1042008,1,1042,0,-860,0,0,0,0,1,104200801,0
1042011,0,1,0,0,0,0,0,1042011,1,1042,0,0,0,0,0,0,0,104201101,104232
1042011,0,1,0,0,0,0,0,1042011,1,1042,0,0,0,0,0,0,0,104201102,104232
0,0,1,0,0,0,0,0,1043003,1,1043,0,0,0,0,0,0,0,104300301,104311
0,0,0,0,0,0,0,0,1043008,1,1043,0,-910,0,0,0,0,1,104300801,0
0,0,1,104331,0,100011,0,0,1043011,1,1043,6832,0,0,0,0,0,0,104301101,6732
0,0,1,0,0,0,0,0,1044001,1,1044,0,0,0,0,0,0,0,104400101,104412
0,0,0,0,0,0,0,0,1044008,1,1044,0,-900,0,0,0,0,1,104400801,0
1044011,0,1,0,0,0,0,0,1044011,1,1044,0,0,0,0,0,0,0,104401101,104431
1044011,0,1,0,0,0,0,0,1044011,1,1044,0,0,0,0,0,0,0,104401102,104431
1044011,0,1,0,0,0,0,0,1044011,1,1044,0,0,0,0,0,0,0,104401103,104431
0,0,1,0,0,0,0,0,1045001,1,1045,0,0,0,0,0,0,0,104500101,104511
0,0,0,0,0,0,0,0,1045008,1,1045,0,-860,0,0,0,0,1,104500801,0
1045011,0,1,0,0,0,0,0,1045011,1,1045,0,0,0,0,0,0,0,104501101,104531
1045011,0,1,0,0,0,0,0,1045011,1,1045,0,0,0,0,0,0,0,104501102,104531
0,0,1,0,0,0,0,0,1046001,1,1046,0,0,0,0,0,0,0,104600101,104611
0,0,0,0,0,0,0,0,1046008,1,1046,0,-840,0,0,0,0,1,104600801,0
1046011,0,1,0,0,0,0,0,1046011,1,1046,0,0,0,0,0,0,0,104601101,104631
1046011,0,1,0,0,0,0,0,1046011,1,1046,0,0,0,0,0,0,0,104601102,104631
0,0,1,0,0,0,0,0,1047006,0,1047,0,0,0,0,0,0,0,104700601,104713
0,0,0,0,0,0,0,0,1047008,0,1047,0,-870,0,0,0,0,1,104700801,0
0,0,1,0,0,0,0,0,1047011,0,1047,0,0,0,0,0,0,0,104701101,104733
0,0,1,0,0,0,0,0,1048002,1,1048,0,0,0,0,0,0,0,104800201,104811
0,0,0,0,0,0,0,0,1048008,1,1048,0,-870,0,0,0,0,1,104800801,0
0,0,1,0,0,0,0,0,1048011,1,1048,0,0,0,0,0,0,0,104801101,104831
0,0,1,0,0,0,0,0,1049003,1,1049,0,0,0,0,0,0,0,104900301,104911
0,0,0,0,0,0,0,0,1049008,1,1049,0,-800,0,0,0,0,1,104900801,0
1049011,0,1,0,0,0,0,0,1049011,1,1049,0,0,0,0,0,0,0,104901101,104932
1049011,0,1,0,0,0,0,0,1049011,1,1049,0,0,0,0,0,0,0,104901102,104932
0,0,0,0,0,0,0,0,1050004,1,1050,0,-790,0,0,0,0,1,105000401,0
0,0,1,0,0,0,0,0,1050006,1,1050,0,0,0,0,0,0,0,105000601,105011
0,0,0,0,0,0,0,0,1050008,1,1050,0,-890,0,0,0,0,1,105000801,0
1050011,0,1,0,0,0,0,0,1050011,1,1050,0,0,0,0,0,0,0,105001101,105032
1050011,0,1,0,0,0,0,0,1050011,1,1050,0,0,0,0,0,0,0,105001102,105032
1051002,0,1,0,0,0,0,0,1051002,1,1051,0,0,0,0,0,0,0,105100201,105111
1051002,0,1,0,0,0,0,0,1051002,1,1051,0,0,0,0,0,0,0,105100202,105111
1051002,0,1,0,0,0,0,0,1051002,1,1051,0,0,0,0,0,0,0,105100203,105111
0,0,0,0,0,0,0,0,1051004,1,1051,0,-910,0,0,0,0,1,105100401,0
0,0,0,0,0,0,0,0,1051008,1,1051,0,-860,0,0,0,0,1,105100801,0
1051011,0,1,0,0,0,0,0,1051011,1,1051,0,0,0,0,0,0,0,105101101,105131
1051011,0,1,0,0,0,0,0,1051011,1,1051,0,0,0,0,0,0,0,105101102,105131
0,0,1,0,0,0,0,0,1052006,1,1052,0,0,0,0,0,0,0,105200601,105212
0,0,0,0,0,0,0,0,1052008,1,1052,0,-880,0,0,0,0,1,105200801,0
0,0,1,0,0,0,0,0,1052011,1,1052,0,0,0,0,0,0,0,105201101,105231
0,0,1,0,0,0,0,0,1053002,1,1053,0,0,0,0,0,0,0,105300201,105311
0,0,0,0,0,0,0,0,1053008,1,1053,0,-840,0,0,0,0,1,105300801,0
0,0,1,0,0,0,0,0,1053011,1,1053,0,0,0,0,0,0,0,105301101,105331
0,0,1,0,0,0,0,0,1054003,1,1054,0,0,0,0,0,0,0,105400301,105411
0,0,1,0,0,0,0,0,1054007,1,1054,0,0,0,0,0,0,0,105400701,105412
0,0,0,0,0,0,0,0,1054008,1,1054,0,-840,0,0,0,0,1,105400801,0
1054011,0,1,0,0,0,0,0,1054011,1,1054,0,0,0,0,0,0,0,105401101,105431
1054011,0,1,0,0,0,0,0,1054011,1,1054,0,0,0,0,0,0,0,105401102,105431
0,0,1,0,0,0,0,0,1055003,1,1055,0,0,0,0,0,0,0,105500301,105511
0,0,1,0,0,0,0,0,1055008,1,1055,0,0,0,0,0,0,0,105500801,105531
0,0,1,0,0,0,0,0,1055011,1,1055,0,0,0,0,0,0,0,105501101,105531
0,0,1,0,0,0,0,0,1056001,1,1056,0,0,0,0,0,0,0,105600101,105611
0,0,0,0,0,0,0,0,1056008,1,1056,0,-840,0,0,0,0,1,105600801,0
1056011,0,1,0,0,0,0,0,1056011,1,1056,105631,0,0,0,0,0,0,105601101,100011
1056011,0,1,0,0,0,0,0,1056011,1,1056,105631,0,0,0,0,0,0,105601102,100011
0,0,1,0,0,0,0,0,1057002,1,1057,0,0,0,0,0,0,0,105700201,105711
0,0,1,0,0,0,0,0,1057007,1,1057,0,0,0,0,0,0,0,105700701,0
0,0,0,0,0,0,0,0,1057008,1,1057,0,-880,0,0,0,0,1,105700801,0
1057011,0,1,0,0,0,0,0,1057011,1,1057,0,0,0,0,0,0,0,105701101,105731
1057011,0,1,0,0,0,0,0,1057011,1,1057,0,0,0,0,0,0,0,105701102,105731
0,0,1,0,0,0,0,0,1058003,1,1058,0,0,0,0,0,0,0,105800301,105812
0,0,1,0,0,0,0,0,1058008,1,1058,0,0,0,0,0,0,0,105800801,105831
1058011,0,1,0,0,0,0,0,1058011,1,1058,0,0,0,0,0,0,0,105801101,105831
1058011,0,1,0,0,0,0,0,1058011,1,1058,0,0,0,0,0,0,0,105801102,105831
0,0,1,0,0,0,0,0,1059002,1,1059,0,0,0,0,0,0,0,105900201,105913
0,0,1,0,0,0,0,0,1059008,1,1059,0,0,0,0,0,0,0,105900801,105931
0,0,1,0,0,0,0,0,1059011,1,1059,0,0,0,0,0,0,0,105901101,0
0,0,1,0,0,0,0,0,1060007,1,1060,0,0,0,0,0,0,0,106000701,106012
0,0,1,0,0,0,0,0,1060008,1,1060,0,0,0,0,0,0,0,106000801,106031
1060011,0,1,0,0,0,0,0,1060011,1,1060,0,0,0,0,0,0,0,106001101,106031
1060011,0,1,0,0,0,0,0,1060011,1,1060,0,0,0,0,0,0,0,106001102,106031
0,0,1,0,0,0,0,0,1061002,1,1061,106112,0,0,0,0,0,0,106100201,100011
0,0,1,0,0,0,0,0,1061004,1,1061,106211,0,0,0,0,0,0,106100401,106114
1061007,0,1,0,0,0,0,0,1061007,1,1061,0,0,0,0,0,0,0,106100701,106131
1061007,0,1,0,0,0,0,0,1061007,1,1061,0,0,0,0,0,0,0,106100702,106131
1061007,0,1,0,0,0,0,0,1061007,1,1061,0,0,0,0,0,0,0,106100703,106131
0,0,1,0,0,0,0,0,1063004,1,1063,0,0,0,0,0,0,0,106300401,106331
0,0,1,0,0,0,0,0,1063008,1,1063,0,0,0,0,0,0,0,106300801,106331
0,0,1,0,0,0,0,0,1063011,1,1063,106331,0,0,0,0,0,0,106301101,1231
0,0,1,0,0,0,0,0,1064004,1,1064,0,0,0,0,0,0,0,106400401,106431
0,0,1,0,0,0,0,0,1064006,1,1064,0,0,0,0,0,0,0,106400601,106414
1064011,0,1,0,0,0,0,0,1064011,1,1064,0,0,0,0,0,0,0,106401101,106432
1064011,0,1,0,0,0,0,0,1064011,1,1064,0,0,0,0,0,0,0,106401102,106432
1065002,0,1,0,0,0,0,0,1065002,1,1065,0,0,0,0,0,0,0,106500201,106511
1065002,0,1,0,0,0,0,0,1065002,1,1065,0,0,0,0,0,0,0,106500202,106511
1065002,0,1,0,0,0,0,0,1065002,1,1065,0,0,0,0,0,0,0,106500203,106511
1065008,0,1,0,0,0,0,0,1065008,1,1065,0,0,0,0,0,0,0,106500801,106531
1065008,0,1,0,0,0,0,0,1065008,1,1065,0,0,0,0,0,0,0,106500802,106531
1065008,0,1,0,0,0,0,0,1065008,1,1065,0,0,0,0,0,0,0,106500803,106531
1065011,0,1,0,0,0,0,0,1065011,1,1065,0,0,0,0,0,0,0,106501101,106531
1065011,0,1,0,0,0,0,0,1065011,1,1065,0,0,0,0,0,0,0,106501102,106531
1066002,0,1,0,0,0,0,0,1066002,1,1066,0,0,0,0,0,0,0,106600201,106611
1066002,0,1,0,0,0,0,0,1066002,1,1066,0,0,0,0,0,0,0,106600202,106611
0,0,1,0,0,0,0,0,1066008,1,1066,0,0,0,0,0,0,0,106600801,106631
1066011,0,1,0,0,0,0,0,1066011,1,1066,0,0,0,0,0,0,0,106601101,106631
1066011,0,1,0,0,0,0,0,1066011,1,1066,0,0,0,0,0,0,0,106601102,106631
1066011,0,1,0,0,0,0,0,1066011,1,1066,0,0,0,0,0,0,0,106601103,106631
0,0,1,0,0,106812,0,0,1067002,1,1067,106711,0,0,0,0,0,0,106700201,3731
0,0,1,0,0,106812,0,0,1067007,1,1067,106711,0,0,0,0,0,0,106700701,3731
1067008,0,1,0,0,0,0,0,1067008,1,1067,0,0,0,0,0,0,0,106700801,106731
1067008,0,1,0,0,0,0,0,1067008,1,1067,0,0,0,0,0,0,0,106700802,106731
1067008,0,1,0,0,0,0,0,1067008,1,1067,0,0,0,0,0,0,0,106700803,106731
1068002,0,1,0,0,0,0,0,1068002,1,1068,0,0,0,0,0,0,0,106800201,106812
1068002,0,1,0,0,0,0,0,1068002,1,1068,0,0,0,0,0,0,0,106800202,106812
0,0,1,0,0,0,0,0,1068004,1,1068,0,0,0,0,0,0,0,106800401,106834
1069002,0,1,0,0,106911,0,0,1069002,1,1069,106812,0,0,0,0,0,0,106900201,106012
1069002,0,1,0,0,106911,0,0,1069002,1,1069,106812,0,0,0,0,0,0,106900202,106012
0,0,1,107131,0,107031,0,107331,1069004,1,1069,106931,0,0,0,0,0,0,106900401,106831
1070001,0,1,0,0,0,0,0,1070001,1,1070,107011,0,0,0,0,0,0,107000101,3611
1070001,0,1,0,0,0,0,0,1070001,1,1070,107011,0,0,0,0,0,0,107000102,3611
1070004,0,0,0,0,0,0,0,1070004,1,1070,0,0,0,0,0,0,0,107000401,0
1070004,0,1,0,0,0,0,0,1070004,1,1070,0,0,0,0,0,0,0,107000402,107031
1071002,0,1,0,0,0,0,0,1071002,1,1071,0,0,0,0,0,0,0,107100201,107111
1071002,0,1,0,0,0,0,0,1071002,1,1071,0,0,0,0,0,0,0,107100202,107111
0,0,1,0,0,0,0,0,1071004,1,1071,0,0,0,0,0,0,0,107100401,107131
1071007,0,1,0,0,107131,0,0,1071007,1,1071,100011,0,0,0,0,0,0,107100701,231
1071007,0,1,0,0,107131,0,0,1071007,1,1071,100011,0,0,0,0,0,0,107100702,231
1075003,0,1,0,0,0,0,0,1075003,1,1075,0,0,0,0,0,0,0,107500301,107511
1075003,0,1,0,0,0,0,0,1075003,1,1075,0,0,0,0,0,0,0,107500302,107511
1075004,0,1,0,0,0,0,0,1075004,1,1075,0,0,0,0,0,0,0,107500401,105831
1075004,0,1,0,0,0,0,0,1075004,1,1075,0,0,0,0,0,0,0,107500402,105831
1075004,0,1,0,0,0,0,0,1075004,1,1075,0,0,0,0,0,0,0,107500403,105831
1075004,0,1,0,0,0,0,0,1075004,1,1075,0,0,0,0,0,0,0,107500404,105831
1075007,0,1,0,0,0,0,0,1075007,1,1075,0,0,0,0,0,0,0,107500701,105831
1075007,0,1,0,0,0,0,0,1075007,1,1075,0,0,0,0,0,0,0,107500702,105831
1075007,0,1,0,0,0,0,0,1075007,1,1075,0,0,0,0,0,0,0,107500703,105831
0,0,1,0,0,0,0,0,1076003,1,1076,0,0,0,0,0,0,0,107600301,107611
0,0,1,0,0,0,0,0,1076004,1,1076,0,0,0,0,0,0,0,107600401,107631
1076007,0,1,0,0,0,0,0,1076007,1,1076,107631,0,0,0,0,0,0,107600701,100011
1076007,0,1,0,0,0,0,0,1076007,1,1076,107631,0,0,0,0,0,0,107600702,100011
1077003,0,1,0,0,0,0,0,1077003,1,1077,0,0,0,0,0,0,0,107700301,107711
1077003,0,1,0,0,0,0,0,1077003,1,1077,0,0,0,0,0,0,0,107700302,107711
1077004,0,1,0,0,0,0,0,1077004,1,1077,0,0,0,0,0,0,0,107700401,102531
1077004,0,1,0,0,0,0,0,1077004,1,1077,0,0,0,0,0,0,0,107700402,102531
1077004,0,1,0,0,0,0,0,1077004,1,1077,0,0,0,0,0,0,0,107700403,0
1078003,0,1,0,0,0,0,0,1078003,1,1078,0,0,0,0,0,0,0,107800301,107811
1078003,0,1,0,0,0,0,0,1078003,1,1078,0,0,0,0,0,0,0,107800302,107811
