consume_num_3,condition_equipment_id_6,equipment_id,consume_num_2,condition_equipment_id_1,consume_num_8,condition_equipment_id_9,consume_num_7,condition_equipment_id_8,consume_num_6,condition_equipment_id_4,consume_num_9,condition_equipment_id_10,condition_equipment_id_5,consume_num_10,consume_num_4,crafted_cost,condition_equipment_id_3,condition_equipment_id_2,condition_equipment_id_7,consume_num_1,consume_num_5
0,0,103552,0,113552,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,2,0
0,0,103553,0,113553,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,2,0
0,0,103581,0,113581,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,2,0
0,0,103582,1,123582,0,0,0,0,0,0,0,0,0,0,0,7000,0,102582,0,3,0
0,0,103583,1,123583,0,0,0,0,0,0,0,0,0,0,0,10000,0,103581,0,3,0
0,0,103611,0,113611,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,2,0
0,0,103612,1,123612,0,0,0,0,0,0,0,0,0,0,0,5000,0,102614,0,3,0
0,0,103613,1,103611,0,0,0,0,0,0,0,0,0,0,0,7000,0,102614,0,1,0
0,0,103614,0,113614,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,2,0
0,0,104011,0,114011,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
0,0,104012,0,114012,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104013,0,114013,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104014,1,114014,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104041,0,114041,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
0,0,104042,1,124042,0,0,0,0,0,0,0,0,0,0,0,25000,0,103013,0,3,0
0,0,104043,0,114043,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104044,1,124044,0,0,0,0,0,0,0,0,0,0,0,35000,0,104041,0,5,0
0,0,104071,1,124071,0,0,0,0,0,0,0,0,0,0,0,20000,0,103013,0,3,0
0,0,104072,0,114072,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104073,0,114073,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104074,1,124074,0,0,0,0,0,0,0,0,0,0,0,35000,0,104072,0,5,0
1,0,104101,1,124101,0,0,0,0,0,0,0,0,0,0,0,20000,103552,103101,0,3,0
0,0,104102,0,114102,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
1,0,104103,1,124103,0,0,0,0,0,0,0,0,0,0,0,30000,103611,104101,0,5,0
0,0,104104,1,114104,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
1,0,104131,1,124131,0,0,0,0,0,0,0,0,0,0,0,20000,103132,103611,0,3,0
0,0,104132,0,114132,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104133,0,114133,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
1,0,104134,1,114134,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
1,0,104161,1,124161,0,0,0,0,0,0,0,0,0,0,0,20000,103551,103162,0,3,0
0,0,104162,0,114162,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104163,1,124163,0,0,0,0,0,0,0,0,0,0,0,30000,0,104161,0,5,0
1,0,104164,1,114164,0,0,0,0,0,0,0,0,0,0,1,35000,0,0,0,10,0
0,0,104191,0,114191,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
0,0,104192,1,124192,0,0,0,0,0,0,0,0,0,0,0,25000,0,103553,0,3,0
0,0,104193,0,114193,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104194,0,114194,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104221,0,114221,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
0,0,104222,0,114222,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104223,0,114223,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
1,0,104224,1,124224,0,0,0,0,0,0,0,0,0,0,0,35000,104611,104221,0,5,0
0,0,104251,1,124251,0,0,0,0,0,0,0,0,0,0,0,20000,0,103222,0,3,0
0,0,104252,0,114252,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
1,0,104253,1,124253,0,0,0,0,0,103553,0,0,0,0,1,30000,103614,104251,0,5,0
0,0,104254,0,114254,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104281,0,114281,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
1,0,104282,1,124282,0,0,0,0,0,103552,0,0,0,0,1,25000,103401,103282,0,3,0
0,0,104283,1,124283,0,0,0,0,0,0,0,0,0,0,0,30000,0,104281,0,5,0
1,0,104284,1,124284,0,0,0,0,0,0,0,0,0,0,0,35000,104551,104281,0,5,0
1,0,104311,1,124311,0,0,0,0,0,0,0,0,0,0,0,20000,103311,103583,0,3,0
1,0,104312,1,124312,0,0,0,0,0,0,0,0,0,0,0,25000,103162,103283,0,3,0
0,0,104313,1,124313,0,0,0,0,0,0,0,0,0,0,0,30000,0,104282,0,5,0
1,0,104314,1,124314,0,0,0,0,0,0,0,0,0,0,0,35000,104161,104312,0,5,0
0,0,104341,0,114341,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
1,0,104342,1,124342,0,0,0,0,0,0,0,0,0,0,0,25000,103551,103072,0,3,0
0,0,104343,1,124343,0,0,0,0,0,0,0,0,0,0,0,30000,0,104341,0,5,0
1,0,104344,1,124344,0,0,0,0,0,0,0,0,0,0,0,35000,104191,104342,0,5,0
0,0,104371,0,114371,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
1,0,104372,1,124372,0,0,0,0,0,0,0,0,0,0,0,25000,103612,103614,0,3,0
1,0,104373,1,124373,0,0,0,0,0,0,0,0,0,0,0,35000,104251,104372,0,5,0
1,0,104401,1,124401,0,0,0,0,0,0,0,0,0,0,0,20000,103613,103583,0,3,0
0,0,104402,1,124402,0,0,0,0,0,0,0,0,0,0,0,30000,0,104401,0,5,0
1,0,104431,1,124431,0,0,0,0,0,103581,0,0,0,0,1,20000,103551,103431,0,3,0
1,0,104432,1,124432,0,0,0,0,0,0,0,0,0,0,0,25000,103013,103582,0,3,0
1,0,104433,1,124433,0,0,0,0,0,103583,0,0,0,0,1,35000,103614,104432,0,5,0
0,0,104461,0,114461,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,3,0
1,0,104462,1,124462,0,0,0,0,0,0,0,0,0,0,0,30000,103222,104461,0,5,0
1,0,104463,1,124463,0,0,0,0,0,0,0,0,0,0,0,35000,104581,104461,0,5,0
1,0,104491,1,124491,0,0,0,0,0,0,0,0,0,0,0,20000,102493,103583,0,3,0
0,0,104521,1,124521,0,0,0,0,0,0,0,0,0,0,0,20000,0,103614,0,3,0
1,0,104522,1,124522,0,0,0,0,0,103371,0,0,0,0,1,25000,103522,103583,0,3,0
1,0,104523,1,124523,0,0,0,0,0,103612,0,0,0,0,1,30000,103614,104521,0,5,0
0,0,104551,0,114551,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104552,0,114552,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104553,0,114553,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104554,0,114554,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104581,0,114581,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104582,0,114582,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104583,0,114583,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,104611,0,114611,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,3,0
0,0,104612,0,114612,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,7,0
0,0,104613,0,114613,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,10,0
0,0,105011,0,115011,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
1,0,105012,1,125012,0,0,0,0,0,0,0,0,0,0,0,45000,104011,104012,0,5,0
1,0,105013,1,125013,0,0,0,0,0,0,0,0,0,0,0,50000,103013,104431,0,5,0
1,0,105014,1,125014,0,0,0,0,0,0,0,0,0,0,0,55000,104013,104194,0,5,0
1,0,105015,1,125015,0,0,0,0,0,0,0,0,0,0,0,55000,104312,104164,0,5,0
1,0,105016,1,125016,0,0,0,0,0,0,0,0,0,0,0,55000,103012,104312,0,5,0
1,0,105017,1,125017,0,0,0,0,0,0,0,0,0,0,0,55000,103011,104071,0,5,0
0,0,105041,0,115041,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
0,0,105042,0,115042,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
1,0,105043,1,125043,0,0,0,0,0,0,0,0,0,0,0,50000,104042,104191,0,5,0
1,0,105044,1,125044,0,0,0,0,0,0,0,0,0,0,0,55000,104043,104553,0,5,0
1,0,105045,1,125045,0,0,0,0,0,0,0,0,0,0,0,55000,104041,104373,0,5,0
1,0,105046,1,125046,0,0,0,0,0,0,0,0,0,0,0,55000,103041,104042,0,5,0
0,0,105047,1,115047,0,0,0,0,0,0,0,0,0,0,0,55000,0,104072,0,10,0
0,0,105071,0,115071,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
1,0,105072,1,125072,0,0,0,0,0,103553,0,0,0,0,1,45000,104551,104071,0,5,0
0,0,105073,0,115073,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,10,0
1,0,105074,1,125074,0,0,0,0,0,0,0,0,0,0,0,55000,104073,104104,0,5,0
1,0,105075,1,125075,0,0,0,0,0,0,0,0,0,0,0,55000,104551,104014,0,5,0
1,0,105076,1,125076,0,0,0,0,0,0,0,0,0,0,0,55000,103491,104012,0,5,0
0,0,105077,1,115077,0,0,0,0,0,0,0,0,0,0,0,55000,0,104551,0,10,0
1,0,105101,1,125101,0,0,0,0,0,0,0,0,0,0,0,40000,104582,104102,0,5,0
0,0,105102,0,115102,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
1,0,105103,1,125103,0,0,0,0,0,0,0,0,0,0,0,50000,104013,103101,0,5,0
0,0,105104,1,115104,0,0,0,0,0,0,0,0,0,0,0,55000,0,104101,0,10,0
0,0,105105,1,115105,0,0,0,0,0,0,0,0,0,0,0,55000,0,104104,0,10,0
0,0,105106,1,115106,0,0,0,0,0,0,0,0,0,0,0,55000,0,104101,0,10,0
1,0,105107,1,125107,0,0,0,0,0,0,0,0,0,0,0,55000,103551,104102,0,5,0
1,0,105131,1,125131,0,0,0,0,0,103552,0,0,0,0,1,40000,103131,104133,0,5,0
0,0,105132,0,115132,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105133,0,115133,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,10,0
1,0,105134,1,125134,0,0,0,0,0,0,0,0,0,0,0,55000,104133,104134,0,5,0
0,0,105135,1,115135,0,0,0,0,0,0,0,0,0,0,0,55000,0,104013,0,10,0
0,0,105136,1,115136,0,0,0,0,0,0,0,0,0,0,0,55000,0,104133,0,10,0
0,0,105137,1,115137,0,0,0,0,0,0,0,0,0,0,0,55000,0,104342,0,10,0
0,0,105161,0,115161,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
1,0,105162,1,125162,0,0,0,0,0,0,0,0,0,0,0,45000,103552,104162,0,5,0
0,0,105163,0,115163,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,10,0
1,0,105164,1,125164,0,0,0,0,0,0,0,0,0,0,0,55000,104313,104164,0,5,0
0,0,105165,1,115165,0,0,0,0,0,0,0,0,0,0,0,55000,0,104553,0,10,0
0,0,105166,1,115166,0,0,0,0,0,0,0,0,0,0,0,55000,0,104162,0,10,0
1,0,105167,1,125167,0,0,0,0,0,0,0,0,0,0,0,55000,103161,104222,0,5,0
1,0,105191,1,125191,0,0,0,0,0,0,0,0,0,0,0,40000,104462,104191,0,5,0
0,0,105192,0,115192,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
1,0,105193,1,125193,0,0,0,0,0,0,0,0,0,0,0,50000,103614,104192,0,5,0
0,0,105194,1,115194,0,0,0,0,0,0,0,0,0,0,0,55000,0,104192,0,10,0
1,0,105195,1,125195,0,0,0,0,0,0,0,0,0,0,0,55000,103191,104193,0,5,0
0,0,105196,1,115196,0,0,0,0,0,0,0,0,0,0,0,55000,0,104191,0,10,0
0,0,105197,1,115197,0,0,0,0,0,0,0,0,0,0,0,55000,0,104192,0,10,0
0,0,105221,0,115221,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
0,0,105222,0,115222,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
1,0,105223,1,125223,0,0,0,0,0,0,0,0,0,0,0,50000,104131,104222,0,5,0
1,0,105224,1,125224,0,0,0,0,0,0,0,0,0,0,0,55000,104223,104314,0,5,0
0,0,105225,1,115225,0,0,0,0,0,0,0,0,0,0,0,55000,0,104224,0,10,0
1,0,105226,1,125226,0,0,0,0,0,0,0,0,0,0,0,55000,103222,104041,0,5,0
1,0,105227,1,125227,0,0,0,0,0,0,0,0,0,0,0,55000,103221,104131,0,5,0
0,0,105251,0,115251,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
1,0,105252,1,125252,0,0,0,0,0,0,0,0,0,0,0,45000,103252,104252,0,5,0
1,0,105253,1,125253,0,0,0,0,0,0,0,0,0,0,0,50000,104611,104252,0,5,0
0,0,105254,1,115254,0,0,0,0,0,0,0,0,0,0,0,55000,0,104251,0,10,0
1,0,105255,1,125255,0,0,0,0,0,0,0,0,0,0,0,55000,104253,104433,0,5,0
1,0,105256,1,125256,0,0,0,0,0,0,0,0,0,0,0,55000,103553,104252,0,5,0
1,0,105257,1,125257,0,0,0,0,0,0,0,0,0,0,0,55000,103251,104522,0,5,0
1,0,105281,1,125281,0,0,0,0,0,0,0,0,0,0,1,40000,103072,104283,0,5,0
1,0,105282,1,125282,0,0,0,0,0,0,0,0,0,0,0,45000,103013,104282,0,5,0
1,0,105283,1,125283,0,0,0,0,0,0,0,0,0,0,0,50000,103282,104134,0,5,0
0,0,105284,1,115284,0,0,0,0,0,0,0,0,0,0,0,55000,0,104072,0,10,0
1,0,105285,1,125285,0,0,0,0,0,0,0,0,0,0,0,55000,103583,104343,0,5,0
1,0,105286,1,125286,0,0,0,0,0,0,0,0,0,0,0,55000,103281,104011,0,5,0
1,0,105287,1,125287,0,0,0,0,0,0,0,0,0,0,0,55000,103612,104311,0,5,0
1,0,105311,1,125311,0,0,0,0,0,0,0,0,0,0,1,40000,104431,104313,0,5,0
1,0,105312,1,125312,0,0,0,0,0,0,0,0,0,0,0,45000,103192,104311,0,5,0
1,0,105313,1,125313,0,0,0,0,0,0,0,0,0,0,0,50000,104491,104313,0,5,0
1,0,105314,1,125314,0,0,0,0,0,0,0,0,0,0,0,55000,104312,104193,0,5,0
0,0,105315,1,115315,0,0,0,0,0,0,0,0,0,0,0,55000,0,104282,0,10,0
0,0,105316,1,115316,0,0,0,0,0,0,0,0,0,0,0,55000,0,104161,0,10,0
0,0,105317,1,115317,0,0,0,0,0,0,0,0,0,0,0,55000,0,104191,0,10,0
1,0,105341,1,125341,0,0,0,0,0,0,0,0,0,0,1,40000,104491,104343,0,5,0
1,0,105342,1,125342,0,0,0,0,0,0,0,0,0,0,0,45000,103343,104611,0,5,0
1,0,105343,1,125343,0,0,0,0,0,0,0,0,0,0,0,50000,103342,104044,0,5,0
0,0,105344,1,115344,0,0,0,0,0,0,0,0,0,0,0,55000,0,104043,0,10,0
1,0,105345,1,125345,0,0,0,0,0,0,0,0,0,0,0,55000,104342,104463,0,5,0
0,0,105346,1,115346,0,0,0,0,0,0,0,0,0,0,0,55000,0,103252,0,10,0
1,0,105347,1,125347,0,0,0,0,0,0,0,0,0,0,0,55000,103192,104521,0,5,0
1,0,105371,1,125371,0,0,0,0,0,0,0,0,0,0,1,40000,104372,104552,0,5,0
1,0,105372,1,125372,0,0,0,0,0,0,0,0,0,0,0,45000,103222,104342,0,5,0
1,0,105373,1,125373,0,0,0,0,0,0,0,0,0,0,0,50000,104371,104613,0,5,0
1,0,105374,1,125374,0,0,0,0,0,0,0,0,0,0,0,55000,104372,104373,0,5,0
0,0,105375,1,115375,0,0,0,0,0,0,0,0,0,0,0,55000,0,104222,0,10,0
1,0,105376,1,125376,0,0,0,0,0,0,0,0,0,0,0,55000,103461,104372,0,5,0
1,0,105377,1,125377,0,0,0,0,0,0,0,0,0,0,0,55000,103341,104252,0,5,0
1,0,105401,1,125401,0,0,0,0,0,103343,0,0,0,0,1,40000,103401,104402,0,5,0
0,0,105402,1,115402,0,0,0,0,0,0,0,0,0,0,0,45000,0,104402,0,10,0
0,0,105403,1,115403,0,0,0,0,0,0,0,0,0,0,0,55000,0,104162,0,10,0
1,0,105431,1,125431,0,0,0,0,0,0,0,0,0,0,0,45000,103132,104432,0,5,0
0,0,105432,1,115432,0,0,0,0,0,0,0,0,0,0,0,55000,0,104132,0,10,0
0,0,105433,1,115433,0,0,0,0,0,0,0,0,0,0,0,55000,0,104432,0,10,0
1,0,105462,1,125462,0,0,0,0,0,0,0,0,0,0,0,50000,103371,104463,0,5,0
1,0,105463,1,125463,0,0,0,0,0,0,0,0,0,0,0,50000,104431,104523,0,5,0
0,0,105464,1,115464,0,0,0,0,0,0,0,0,0,0,0,55000,0,104041,0,10,0
1,0,105491,1,125491,0,0,0,0,0,0,0,0,0,0,0,50000,103522,104072,0,5,0
1,0,105521,1,125521,0,0,0,0,0,0,0,0,0,0,1,40000,103222,104523,0,5,0
1,0,105522,1,125522,0,0,0,0,0,0,0,0,0,0,0,45000,103583,104522,0,5,0
1,0,105523,1,125523,0,0,0,0,0,0,0,0,0,0,0,55000,104522,104344,0,5,0
1,0,105524,1,125524,0,0,0,0,0,0,0,0,0,0,0,55000,103522,104132,0,5,0
0,0,105551,0,115551,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
0,0,105552,0,115552,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105553,0,115553,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105554,0,115554,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105555,0,115555,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105556,0,115556,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105557,0,115557,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105581,0,115581,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
0,0,105582,0,115582,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105583,0,115583,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105584,0,115584,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105585,0,115585,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105586,0,115586,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105587,0,115587,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105611,0,115611,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,10,0
0,0,105612,0,115612,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105613,0,115613,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105614,0,115614,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105615,0,115615,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105616,0,115616,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,105617,0,115617,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,10,0
0,0,106011,1,126011,0,0,0,0,0,0,0,0,0,0,0,60000,0,105102,0,7,0
0,0,106012,1,126012,0,0,0,0,0,0,0,0,0,0,0,65000,0,105163,0,7,0
0,0,106013,1,126013,0,0,0,0,0,0,0,0,0,0,0,65000,0,105135,0,7,0
0,0,106041,1,116041,0,0,0,0,0,0,0,0,0,0,0,60000,0,105042,0,15,0
0,0,106042,1,116042,0,0,0,0,0,0,0,0,0,0,0,65000,0,105222,0,15,0
0,0,106043,1,116043,0,0,0,0,0,0,0,0,0,0,0,65000,0,105105,0,15,0
0,0,106071,1,116071,0,0,0,0,0,0,0,0,0,0,0,60000,0,105071,0,15,0
0,0,106072,1,116072,0,0,0,0,0,0,0,0,0,0,0,65000,0,105132,0,15,0
0,0,106073,1,116073,0,0,0,0,0,0,0,0,0,0,0,65000,0,105375,0,15,0
0,0,106101,1,126101,0,0,0,0,0,0,0,0,0,0,0,60000,0,105222,0,7,0
0,0,106102,1,126102,0,0,0,0,0,0,0,0,0,0,0,65000,0,105042,0,7,0
0,0,106103,1,126103,0,0,0,0,0,0,0,0,0,0,0,65000,0,105612,0,7,0
0,0,106131,1,116131,0,0,0,0,0,0,0,0,0,0,0,60000,0,105582,0,15,0
0,0,106132,1,116132,0,0,0,0,0,0,0,0,0,0,0,65000,0,105102,0,15,0
0,0,106133,1,116133,0,0,0,0,0,0,0,0,0,0,0,65000,0,105615,0,15,0
0,0,106161,1,126161,0,0,0,0,0,0,0,0,0,0,0,60000,0,105161,0,7,0
0,0,106162,1,126162,0,0,0,0,0,0,0,0,0,0,0,65000,0,105192,0,7,0
0,0,106163,1,126163,0,0,0,0,0,0,0,0,0,0,0,65000,0,105165,0,7,0
0,0,106191,1,116191,0,0,0,0,0,0,0,0,0,0,0,60000,0,105041,0,15,0
0,0,106192,1,116192,0,0,0,0,0,0,0,0,0,0,0,65000,0,105582,0,15,0
0,0,106193,1,116193,0,0,0,0,0,0,0,0,0,0,0,65000,0,105073,0,15,0
0,0,106221,1,126221,0,0,0,0,0,0,0,0,0,0,0,60000,0,105132,0,7,0
0,0,106222,1,126222,0,0,0,0,0,0,0,0,0,0,0,65000,0,105133,0,7,0
0,0,106223,1,126223,0,0,0,0,0,0,0,0,0,0,0,65000,0,105225,0,7,0
