group_unit_id_02,group_id_comment,group_unit_id_03,group_id,group_unit_id_05,group_unit_id_04,group_unit_id_01
106101001,"네네카 & 무이미",0,20097,0,0,107001001
107101001,"무이미 & 크리스티나",0,20098,0,0,106101001
106601001,"카야 & 이노리",0,20100,0,0,106501001
106701001,"카야&호마레",0,20101,0,0,106501001
106701001,"이노리&호마레",0,20102,0,0,106601001
112601001,"우즈키 & 미오",0,20103,0,0,112401001
112501001,"우즈키 & 린",0,20104,0,0,112401001
112501001,"미오 & 린",0,20105,0,0,112601001
101101001,"라비리스타&리노",0,20106,0,0,106801001
104901001,"라비리스타&시즈루",0,20107,0,0,106801001
107001001,"라비리스타&네네카",0,20108,0,0,106801001
106101001,"라비리스타&무이미",0,20109,0,0,106801001
105801001,"셰피 & 페코린느",0,20110,0,0,106401001
105901001,"셰피 & 콧코로",0,20111,0,0,106401001
106001001,"셰피 & 캬루",0,20112,0,0,106401001
101801001,"셰피 & 이오",0,20113,0,0,106401001
104001001,"하츠네시오리&아오이",0,20114,0,0,180701001
101501001,"하츠네시오리&미사토",0,20115,0,0,180701001
103301001,"하츠네시오리&마히루",0,20116,0,0,180701001
102601001,"하츠네시오리&린",0,20117,0,0,180701001
105201001,"하츠네시오리&리마",0,20118,0,0,180701001
105801001,"크레짓타&페코린느",0,20119,0,0,118001001
106401001,"호마레&셰피",0,20121,0,0,106701001
106801001,"호마레&라비리스타",0,20122,0,0,106701001
105801001,"미소기미미쿄우카&페코린느",0,20123,0,0,180801001
105901001,"미소기미미쿄우카&콧코로",0,20124,0,0,180801001
106001001,"미소기미미쿄우카&캬루",0,20125,0,0,180801001
106401001,"미소기미미쿄우카&셰피",0,20126,0,0,180801001
102101001,"미소기미미쿄우카&쿠루미",0,20127,0,0,180801001
102301001,"미소기미미쿄우카&아야네",0,20128,0,0,180801001
102501001,"아키노사렌&스즈메",0,20129,0,0,180901001
102301001,"아키노사렌&아야네",0,20130,0,0,180901001
102101001,"아키노사렌&쿠루미",0,20131,0,0,180901001
104701001,"아키노사렌&쥰",0,20132,0,0,180901001
104801001,"아키노사렌&미후유",0,20133,0,0,180901001
103401001,"아키노사렌&유카리",0,20134,0,0,180901001
104601001,"아키노사렌&타마키",0,20135,0,0,180901001
105901001,"란파&콧코로",0,20136,0,0,118101001
104201001,"란파&치카",0,20137,0,0,118101001
104401001,"밤피&이리야",0,20138,0,0,122301001
118101001,"네아&란파",0,20139,0,0,123301001
103601001,"네아&쿄우카",0,20140,0,0,123301001
118201001,"네아&미소라",0,20141,0,0,123301001
106001001,"네아&캬루",0,20142,0,0,123301001
105901001,"아메스&콧코로",0,20143,0,0,123001001
100201001,"아메스&유이",0,20144,0,0,123001001
100301001,"아메스&레이",0,20145,0,0,123001001
100101001,"아메스&히요리",0,20146,0,0,123001001
106801001,"아메스&라비리스타",0,20147,0,0,123001001
105801001,"앤글레어&페코린느",0,20148,0,0,181001001
105901001,"앤글레어&콧코로",0,20149,0,0,181001001
106001001,"앤글레어&캬루",0,20150,0,0,181001001
109301001,"앤글레어&루",0,20151,0,0,181001001
106001001,"패동황제&캬루",0,20152,0,0,106901001
106801001,"패동황제&라비리스타",0,20153,0,0,106901001
107101001,"패동황제&크리스",0,20154,0,0,106901001
107001001,"패동황제&네네카",0,20155,0,0,106901001
118101001,"미소라&란파",0,20156,0,0,118201001
106101001,"미소라&무이미",0,20157,0,0,118201001
126001001,"리리&크리아",0,20158,0,0,125801001
126101001,"리리&프레시아",0,20159,0,0,125801001
105901001,"리리&콧코로",0,20160,0,0,125801001
105701001,"비카라&지타",0,20161,0,0,125601001
118501001,"비카라&카린",0,20162,0,0,125601001
105601001,"비카라&루카",0,20163,0,0,125601001
126501001,"클로체&라이라엘",0,20164,0,0,126401001
101301001,"클로체&나나카",0,20165,0,0,126401001
105901001,"클로체&콧코로",0,20166,0,0,126401001
106801001,"시즈루리노&라비리스타",0,20167,0,0,181101001
125801001,"시즈루리노&리리",0,20168,0,0,181101001
101201001,"시즈루리노&하츠네",0,20169,0,0,181101001
103801001,"시즈루리노&시오리",0,20170,0,0,181101001
102201001,"시즈루리노&요리",0,20171,0,0,181101001
100601001,"시즈루리노&아카리",0,20172,0,0,181101001
126101001,"크리아&프레시아",0,20173,0,0,126001001
106001001,"크리아&캬루",0,20174,0,0,126001001
102701001,"시즈루리노&에리코",0,20175,0,0,181101001
105801001,"프레시아&페코린느",0,20176,0,0,126101001
105801001,"라이라엘&페코린느",0,20177,0,0,126501001
100401001,"라이라엘&미소기",0,20178,0,0,126501001
129701001,"아네모네&네피＝네라",0,20179,0,0,129601001
123301001,"아네모네&네아",0,20180,0,0,129601001
126001001,"아네모네&크리아",0,20181,0,0,129601001
105101001,"아네모네&미츠키",0,20182,0,0,129601001
100201001,"에리스&유이",0,20183,0,0,129001001
123001001,"에리스&아메스",0,20184,0,0,129001001
118201001,"에리스&미소라",0,20185,0,0,129001001
123301001,"네피＝네라&네아",0,20186,0,0,129701001
105801001,"네피＝네라&페코린느",0,20187,0,0,129701001
126501001,"네피＝네라&라이라엘",0,20188,0,0,129701001
126501001,"쿠루루&라이라엘",0,20189,0,0,130901001
126401001,"쿠루루&클로체",0,20190,0,0,130901001
101001001,"쿠루루&마호",0,20191,0,0,130901001
105901001,"네비아&콧코로",0,20193,0,0,118601001
106001001,"네비아&캬루",0,20194,0,0,118601001
105801001,"네비아&페코린느",0,20195,0,0,118601001
106401001,"네비아&셰피",0,20196,0,0,118601001
123001001,"네비아&아메스",0,20197,0,0,118601001
102601001,"블룸&린",0,20198,0,0,127801001
126401001,"블룸&클로체",0,20199,0,0,127801001
126501001,"블룸&라이라엘",0,20200,0,0,127801001
127701001,"블룸&린드",0,20201,0,0,127801001
100701001,"그레이스&미야코",0,20202,0,0,133001001
129601001,"그레이스&아네모네",0,20203,0,0,133001001
126401001,"그레이스&클로체",0,20205,0,0,133001001
126501001,"린드&라이라엘",0,20206,0,0,127701001
126401001,"린드&클로체",0,20207,0,0,127701001
102901001,"린드&노조미",0,20208,0,0,127701001
130101001,"와카나&야마토",0,20209,0,0,130001001
130101001,"와카나&후부키",0,20210,0,0,130201001
103801001,"와카나&시오리",0,20211,0,0,130101001
130001001,"야마토&후부키",0,20212,0,0,130201001
126101001,"후부키&프레시아",0,20214,0,0,130201001
105001001,"후부키&미사키",0,20215,0,0,130201001
101801001,"라이라엘&이오",0,20216,0,0,126501001
105301001,"메두사&모니카",0,20217,0,0,133601001
102801001,"메두사&사렌",0,20218,0,0,133601001
122301001,"메두사&밤피",0,20219,0,0,133601001
129701001,"메두사&네피＝네라",0,20220,0,0,133601001
300101001,"히요리(카린 상호작용 전용)",0,30001,0,0,118501001
300201001,"유이(카린 상호작용 전용)",0,30002,0,0,118501001
300301001,"레이(카린 상호작용 전용)",0,30003,0,0,118501001
300401001,"미소기(카린 상호작용 전용)",0,30004,0,0,118501001
300501001,"마츠리(카린 상호작용 전용)",0,30005,0,0,118501001
300601001,"아카리(카린 상호작용 전용)",0,30006,0,0,118501001
300701001,"미야코(카린 상호작용 전용)",0,30007,0,0,118501001
300801001,"유키(카린 상호작용 전용)",0,30008,0,0,118501001
300901001,"안나(카린 상호작용 전용)",0,30009,0,0,118501001
301001001,"마호(카린 상호작용 전용)",0,30010,0,0,118501001
301101001,"리노(카린 상호작용 전용)",0,30011,0,0,118501001
301201001,"하츠네(카린 상호작용 전용)",0,30012,0,0,118501001
301301001,"나나카(카린 상호작용 전용)",0,30013,0,0,118501001
301401001,"카스미(카린 상호작용 전용)",0,30014,0,0,118501001
301501001,"미사토(카린 상호작용 전용)",0,30015,0,0,118501001
301601001,"스즈나(카린 상호작용 전용)",0,30016,0,0,118501001
301701001,"카오리(카린 상호작용 전용)",0,30017,0,0,118501001
301801001,"이오(카린 상호작용 전용)",0,30018,0,0,118501001
302001001,"미미(카린 상호작용 전용)",0,30019,0,0,118501001
302101001,"쿠루미(카린 상호작용 전용)",0,30020,0,0,118501001
302201001,"요리(카린 상호작용 전용)",0,30021,0,0,118501001
302301001,"아야네(카린 상호작용 전용)",0,30022,0,0,118501001
302501001,"스즈메(카린 상호작용 전용)",0,30023,0,0,118501001
302601001,"린(카린 상호작용 전용)",0,30024,0,0,118501001
302701001,"에리코(카린 상호작용 전용)",0,30025,0,0,118501001
302801001,"사렌(카린 상호작용 전용)",0,30026,0,0,118501001
302901001,"노조미(카린 상호작용 전용)",0,30027,0,0,118501001
303001001,"니논(카린 상호작용 전용)",0,30028,0,0,118501001
303101001,"시노부(카린 상호작용 전용)",0,30029,0,0,118501001
303201001,"아키노(카린 상호작용 전용)",0,30030,0,0,118501001
303301001,"마히루(카린 상호작용 전용)",0,30031,0,0,118501001
303401001,"유카리(카린 상호작용 전용)",0,30032,0,0,118501001
303601001,"쿄우카(카린 상호작용 전용)",0,30033,0,0,118501001
303701001,"토모(카린 상호작용 전용)",0,30034,0,0,118501001
303801001,"시오리(카린 상호작용 전용)",0,30035,0,0,118501001
304001001,"아오이(카린 상호작용 전용)",0,30036,0,0,118501001
304201001,"치카(카린 상호작용 전용)",0,30037,0,0,118501001
304301001,"마코토(카린 상호작용 전용)",0,30038,0,0,118501001
304401001,"이리야(카린 상호작용 전용)",0,30039,0,0,118501001
304501001,"쿠우카(카린 상호작용 전용)",0,30040,0,0,118501001
304601001,"타마키(카린 상호작용 전용)",0,30041,0,0,118501001
304701001,"쥰(카린 상호작용 전용)",0,30042,0,0,118501001
304801001,"미후유(카린 상호작용 전용)",0,30043,0,0,118501001
304901001,"시즈루(카린 상호작용 전용)",0,30044,0,0,118501001
305001001,"미사키(카린 상호작용 전용)",0,30045,0,0,118501001
305101001,"미츠키(카린 상호작용 전용)",0,30046,0,0,118501001
305201001,"리마(카린 상호작용 전용)",0,30047,0,0,118501001
305301001,"모니카(카린 상호작용 전용)",0,30048,0,0,118501001
305401001,"츠무기(카린 상호작용 전용)",0,30049,0,0,118501001
305501001,"아유미(카린 상호작용 전용)",0,30050,0,0,118501001
305601001,"루카(카린 상호작용 전용)",0,30051,0,0,118501001
305801001,"페코린느(카린 상호작용 전용)",0,30052,0,0,118501001
305901001,"콧코로(카린 상호작용 전용)",0,30053,0,0,118501001
306001001,"캬루(카린 상호작용 전용)",0,30054,0,0,118501001
306401001,"셰피(카린 상호작용 전용)",0,30055,0,0,118501001
306501001,"카야(카린 상호작용 전용)",0,30056,0,0,118501001
306601001,"이노리(카린 상호작용 전용)",0,30057,0,0,118501001
306801001,"라비리스타(카린 상호작용 전용)",0,30058,0,0,118501001
307101001,"크리스티나(카린 상호작용 전용)",0,30059,0,0,118501001
307501001,"페코린느(여름)(카린 상호작용 전용)",0,30060,0,0,118501001
307601001,"콧코로(여름)(카린 상호작용 전용)",0,30061,0,0,118501001
307701001,"스즈메(여름)(카린 상호작용 전용)",0,30062,0,0,118501001
307801001,"캬루(여름)(카린 상호작용 전용)",0,30063,0,0,118501001
307901001,"타마키(여름)(카린 상호작용 전용)",0,30064,0,0,118501001
308001001,"미후유(여름)(카린 상호작용 전용)",0,30065,0,0,118501001
308101001,"시노부(할로윈)(카린 상호작용 전용)",0,30066,0,0,118501001
308201001,"미야코(할로윈)(카린 상호작용 전용)",0,30067,0,0,118501001
308301001,"미사키(할로윈)(카린 상호작용 전용)",0,30068,0,0,118501001
308401001,"치카(크리스마스)(카린 상호작용 전용)",0,30069,0,0,118501001
308501001,"쿠루미(크리스마스)(카린 상호작용 전용)",0,30070,0,0,118501001
308601001,"아야네(크리스마스)(카린 상호작용 전용)",0,30071,0,0,118501001
308701001,"히요리(새해)(카린 상호작용 전용)",0,30072,0,0,118501001
308801001,"유이(새해)(카린 상호작용 전용)",0,30073,0,0,118501001
308901001,"레이(새해)(카린 상호작용 전용)",0,30074,0,0,118501001
309001001,"에리코(발렌타인)(카린 상호작용 전용)",0,30075,0,0,118501001
309101001,"시즈루(발렌타인)(카린 상호작용 전용)",0,30076,0,0,118501001
309501001,"쿠우카(오에도)(카린 상호작용 전용)",0,30077,0,0,118501001
309601001,"니논(오에도)(카린 상호작용 전용)",0,30078,0,0,118501001
310001001,"스즈나(여름)(카린 상호작용 전용)",0,30079,0,0,118501001
310101001,"이오(여름)(카린 상호작용 전용)",0,30080,0,0,118501001
310301001,"사렌(여름)(카린 상호작용 전용)",0,30081,0,0,118501001
310401001,"마코토(여름)(카린 상호작용 전용)",0,30082,0,0,118501001
310501001,"카오리(여름)(카린 상호작용 전용)",0,30083,0,0,118501001
310601001,"마호(여름)(카린 상호작용 전용)",0,30084,0,0,118501001
310701001,"아오이(편입생)(카린 상호작용 전용)",0,30085,0,0,118501001
310801001,"클로에(카린 상호작용 전용)",0,30086,0,0,118501001
310901001,"치에루(카린 상호작용 전용)",0,30087,0,0,118501001
311001001,"유니(카린 상호작용 전용)",0,30088,0,0,118501001
311101001,"쿄우카(할로윈)(카린 상호작용 전용)",0,30089,0,0,118501001
311201001,"미소기(할로윈)(카린 상호작용 전용)",0,30090,0,0,118501001
311301001,"미미(할로윈)(카린 상호작용 전용)",0,30091,0,0,118501001
311501001,"크리스티나(크리스마스)(카린 상호작용 전용)",0,30092,0,0,118501001
311601001,"노조미(크리스마스)(카린 상호작용 전용)",0,30093,0,0,118501001
311701001,"이리야(크리스마스)(카린 상호작용 전용)",0,30094,0,0,118501001
311801001,"페코린느(새해)(카린 상호작용 전용)",0,30095,0,0,118501001
311901001,"콧코로(새해)(카린 상호작용 전용)",0,30096,0,0,118501001
312001001,"캬루(새해)(카린 상호작용 전용)",0,30097,0,0,118501001
312101001,"스즈메(새해)(카린 상호작용 전용)",0,30098,0,0,118501001
312201001,"카스미(매지컬)(카린 상호작용 전용)",0,30099,0,0,118501001
312301001,"시오리(매지컬)(카린 상호작용 전용)",0,30100,0,0,118501001
312701001,"린(레인저)(카린 상호작용 전용)",0,30101,0,0,118501001
312801001,"마히루(레인저)(카린 상호작용 전용)",0,30102,0,0,118501001
312901001,"리노(원더)(카린 상호작용 전용)",0,30103,0,0,118501001
313001001,"아유미(원더)(카린 상호작용 전용)",0,30104,0,0,118501001
313101001,"루카(여름)(카린 상호작용 전용)",0,30105,0,0,118501001
313201001,"안나(여름)(카린 상호작용 전용)",0,30106,0,0,118501001
313301001,"나나카(여름)(카린 상호작용 전용)",0,30107,0,0,118501001
313401001,"하츠네(여름)(카린 상호작용 전용)",0,30108,0,0,118501001
313501001,"미사토(여름)(카린 상호작용 전용)",0,30109,0,0,118501001
313601001,"쥰(여름)(카린 상호작용 전용)",0,30110,0,0,118501001
313701001,"아카리(엔젤)(카린 상호작용 전용)",0,30111,0,0,118501001
313801001,"요리(엔젤)(카린 상호작용 전용)",0,30112,0,0,118501001
313901001,"츠무기(할로윈)(카린 상호작용 전용)",0,30113,0,0,118501001
314001001,"레이(할로윈)(카린 상호작용 전용)",0,30114,0,0,118501001
314101001,"마츠리(할로윈)(카린 상호작용 전용)",0,30115,0,0,118501001
314201001,"모니카(매지컬)(카린 상호작용 전용)",0,30116,0,0,118501001
314301001,"토모(매지컬)(카린 상호작용 전용)",0,30117,0,0,118501001
314401001,"아키노(크리스마스)(카린 상호작용 전용)",0,30118,0,0,118501001
314501001,"사렌(크리스마스)(카린 상호작용 전용)",0,30119,0,0,118501001
314601001,"유카리(크리스마스)(카린 상호작용 전용)",0,30120,0,0,118501001
315501001,"콧코로(의장복)(카린 상호작용 전용)",0,30121,0,0,118501001
315601001,"유이(의장복)(카린 상호작용 전용)",0,30122,0,0,118501001
315701001,"카스미(여름)(카린 상호작용 전용)",0,30123,0,0,118501001
315801001,"리마(신데렐라)(카린 상호작용 전용)",0,30124,0,0,118501001
315901001,"마코토(신데렐라)(카린 상호작용 전용)",0,30125,0,0,118501001
316001001,"마호(신데렐라)(카린 상호작용 전용)",0,30126,0,0,118501001
316201001,"클로에(성학제)(카린 상호작용 전용)",0,30127,0,0,118501001
316301001,"치에루(성학제)(카린 상호작용 전용)",0,30128,0,0,118501001
316501001,"이노리(시간 여행)(카린 상호작용 전용)",0,30129,0,0,118501001
316601001,"카야(시간 여행)(카린 상호작용 전용)",0,30130,0,0,118501001
316701001,"아오이(작업복)(카린 상호작용 전용)",0,30131,0,0,118501001
316801001,"타마키(작업복)(카린 상호작용 전용)",0,30132,0,0,118501001
316901001,"미후유(작업복)(카린 상호작용 전용)",0,30133,0,0,118501001
317001001,"에리코(여름)(카린 상호작용 전용)",0,30134,0,0,118501001
317101001,"시즈루(여름)(카린 상호작용 전용)",0,30135,0,0,118501001
317201001,"노조미(여름)(카린 상호작용 전용)",0,30136,0,0,118501001
317301001,"치카(여름)(카린 상호작용 전용)",0,30137,0,0,118501001
317401001,"츠무기(여름)(카린 상호작용 전용)",0,30138,0,0,118501001
317501001,"미츠키(오에도)(카린 상호작용 전용)",0,30139,0,0,118501001
317601001,"유키(오에도)(카린 상호작용 전용)",0,30140,0,0,118501001
317701001,"카오리(할로윈)(카린 상호작용 전용)",0,30141,0,0,118501001
317801001,"니논(할로윈)(카린 상호작용 전용)",0,30142,0,0,118501001
317901001,"스즈나(할로윈)(카린 상호작용 전용)",0,30143,0,0,118501001
380101001,"히요리(프린세스)(카린 상호작용 전용)",0,30144,0,0,118501001
380201001,"유이(프린세스)(카린 상호작용 전용)",0,30145,0,0,118501001
380301001,"레이(프린세스)(카린 상호작용 전용)",0,30146,0,0,118501001
380401001,"페코린느(프린세스)(카린 상호작용 전용)",0,30147,0,0,118501001
380501001,"콧코로(프린세스)(카린 상호작용 전용)",0,30148,0,0,118501001
380601001,"캬루(프린세스)(카린 상호작용 전용)",0,30149,0,0,118501001
306701001,"호마레(카린 상호작용 전용)",0,30150,0,0,118501001
319001001,"이오(느와르)(카린 상호작용 전용)",0,30151,0,0,118501001
319101001,"쿠우카(느와르)(카린 상호작용 전용)",0,30152,0,0,118501001
319901001,"미야코(크리스마스)(카린 상호작용 전용)",0,30153,0,0,118501001
319201001,"마히루(크리스마스)(카린 상호작용 전용)",0,30154,0,0,118501001
319301001,"리노(크리스마스)(카린 상호작용 전용)",0,30155,0,0,118501001
320801001,"루카(새해)(카린 상호작용 전용)",0,30156,0,0,118501001
380801001,"미소기미미쿄우카(카린 상호작용 전용)",0,30157,0,0,118501001
320701001,"셰피(새해)(카린 상호작용 전용)",0,30158,0,0,118501001
320901001,"이리야(새해)(카린 상호작용 전용)",0,30159,0,0,118501001
321001001,"페코린느(오버로드)(카린 상호작용 전용)",0,30160,0,0,118501001
321201001,"라비리스타(오버로드)(카린 상호작용 전용)",0,30161,0,0,118501001
316401001,"유니(성학제)(카린 상호작용 전용)",0,30162,0,0,118501001
321101001,"캬루(오버로드)(카린 상호작용 전용)",0,30163,0,0,118501001
321301001,"쿠루미(무대)(카린 상호작용 전용)",0,30164,0,0,118501001
321401001,"미사키(무대)(카린 상호작용 전용)",0,30165,0,0,118501001
321501001,"아유미(괴도)(카린 상호작용 전용)",0,30166,0,0,118501001
321601001,"이노리(괴도)(카린 상호작용 전용)",0,30167,0,0,118501001
322001001,"시노부(해적)(카린 상호작용 전용)",0,30168,0,0,118501001
321901001,"안나(해적)(카린 상호작용 전용)",0,30169,0,0,118501001
322101001,"아오이(캠프)(카린 상호작용 전용)",0,30170,0,0,118501001
322201001,"유카리(캠프)(카린 상호작용 전용)",0,30171,0,0,118501001
322501001,"레이(여름)(카린 상호작용 전용)",0,30172,0,0,118501001
322401001,"히요리(여름)(카린 상호작용 전용)",0,30173,0,0,118501001
322601001,"유이(여름)(카린 상호작용 전용)",0,30174,0,0,118501001
322801001,"미소기(여름)(카린 상호작용 전용)",0,30175,0,0,118501001
322901001,"미미(여름)(카린 상호작용 전용)",0,30176,0,0,118501001
322701001,"쿄우카(여름)(카린 상호작용 전용)",0,30177,0,0,118501001
323101001,"마호(탐험가)(카린 상호작용 전용)",0,30178,0,0,118501001
323201001,"아야네(탐험가)(카린 상호작용 전용)",0,30179,0,0,118501001
323301001,"네아(카린 상호작용 전용)",0,30180,0,0,118501001
323601001,"토모(할로윈))(카린 상호작용 전용)",0,30181,0,0,118501001
323501001,"린(할로윈)(카린 상호작용 전용)",0,30182,0,0,118501001
323701001,"나나카(할로윈)(카린 상호작용 전용)",0,30183,0,0,118501001
323801001,"크리스티나(와일드)(카린 상호작용 전용)",0,30184,0,0,118501001
323901001,"마츠리(와일드)(카린 상호작용 전용)",0,30185,0,0,118501001
324001001,"아카리(크리스마스)(카린 상호작용 전용)",0,30186,0,0,118501001
324101001,"요리(크리스마스)(카린 상호작용 전용)",0,30187,0,0,118501001
324201001,"쥰(크리스마스)(카린 상호작용 전용)",0,30188,0,0,118501001
324701001,"미츠키(새해)(카린 상호작용 전용)",0,30189,0,0,118501001
324601001,"미사토(새해)(카린 상호작용 전용)",0,30190,0,0,118501001
324501001,"호마레(새해)(카린 상호작용 전용)",0,30191,0,0,118501001
324901001,"카야(리버레이터)(카린 상호작용 전용)",0,30192,0,0,118501001
324801001,"노조미(리버레이터)(카린 상호작용 전용)",0,30193,0,0,118501001
325001001,"무이미(리버레이터)(카린 상호작용 전용)",0,30194,0,0,118501001
325101001,"타마키(카페)(카린 상호작용 전용)",0,30195,0,0,118501001
325201001,"모니카(카페)(카린 상호작용 전용)",0,30196,0,0,118501001
320001001,"시즈루(느와르)(카린 상호작용 전용)",0,30197,0,0,118501001
325301001,"콧코로(레인저)(카린 상호작용 전용)",0,30198,0,0,118501001
325401001,"시오리(레인저)(카린 상호작용 전용)",0,30199,0,0,118501001
325801001,"리리(폴른)(카린 상호작용 전용)",0,30200,0,0,118501001
326201001,"이리야(의장복)(카린 상호작용 전용)",0,30201,0,0,118501001
326301001,"유키(의장복)(카린 상호작용 전용)",0,30202,0,0,118501001
326701001,"아키노(여름)(카린 상호작용 전용)",0,30203,0,0,118501001
326801001,"유카리(여름)(카린 상호작용 전용)",0,30204,0,0,118501001
327001001,"쿠우카(여름)(카린 상호작용 전용)",0,30205,0,0,118501001
327101001,"시노부(여름)(카린 상호작용 전용)",0,30206,0,0,118501001
327201001,"캬루(편입생)(카린 상호작용 전용)",0,30207,0,0,118501001
327301001,"스즈나(편입생)(카린 상호작용 전용)",0,30208,0,0,118501001
327501001,"사렌(사라사리아)(카린 상호작용 전용)",0,30209,0,0,118501001
327601001,"루카(사라사리아)(카린 상호작용 전용)",0,30210,0,0,118501001
326001001,"크리아(폴른)(카린 상호작용 전용)",0,30211,0,0,118501001
326101001,"프레시아(폴른)(카린 상호작용 전용)",0,30212,0,0,118501001
