magic_critical,unlock_flag,magic_str,unlock_level,hp_recovery_rate,slot_id,consume_gold,unit_id,material_type,wave_energy_recovery,material_count,physical_penetrate,dodge,material_id,energy_recovery_rate,accuracy,hp,wave_hp_recovery,energy_reduce_rate,life_steal,magic_penetrate,def,atk,physical_critical,magic_def
0,0,0,1,0,3,100000,102001,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,102001,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,102001,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,102001,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,102001,15,0,30,0,0,25001,2,10,0,0,0,0,0,0,450,50,0
0,1,0,1,0,1,100000,102101,18,0,50,0,0,32021,5,0,0,0,0,0,0,0,95,0,0
0,1,0,1,0,2,100000,102101,11,0,50,0,0,31021,5,0,0,0,0,0,0,0,55,0,0
0,0,0,1,0,3,100000,102101,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,0,0,3
0,0,0,2,0,3,200000,102101,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,10,0,6
0,0,0,3,0,3,400000,102101,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,20,0,9
0,0,0,4,0,3,500000,102101,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,30,0,12
0,1,0,5,0,3,600000,102101,15,0,30,0,0,25001,0,15,0,0,0,0,0,20,40,0,15
10,1,160,1,0,1,100000,102201,18,0,50,0,0,32022,3,0,0,0,0,0,0,0,0,0,0
5,1,80,1,0,2,100000,102201,11,0,50,0,0,31022,2,0,0,0,0,0,0,0,0,0,0
0,0,90,1,0,3,100000,102201,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
5,0,180,2,0,3,200000,102201,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
10,0,270,3,0,3,400000,102201,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
15,0,360,4,0,3,500000,102201,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,1,450,5,0,3,600000,102201,15,0,30,0,0,25001,5,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,102301,18,0,50,0,0,32023,5,0,0,0,0,0,0,0,100,0,5
0,1,0,1,0,2,100000,102301,11,0,50,0,0,31023,5,0,0,0,0,0,0,5,0,0,0
0,0,0,1,0,3,100000,102301,15,0,10,0,0,25001,0,0,0,0,0,0,0,5,0,0,5
0,0,0,2,0,3,200000,102301,15,0,15,0,0,25001,0,0,0,0,0,0,0,10,0,0,10
0,0,0,3,0,3,400000,102301,15,0,20,0,0,25001,0,0,0,0,0,0,0,15,0,0,15
0,0,0,4,0,3,500000,102301,15,0,25,0,0,25001,0,0,0,0,0,0,0,20,0,0,20
0,1,0,5,0,3,600000,102301,15,0,30,0,0,25001,0,0,0,0,0,0,0,25,0,0,25
0,0,0,0,0,1,0,102401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,102401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,102401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,160,1,0,1,100000,102501,18,0,50,0,0,32025,3,0,0,0,0,0,0,0,0,0,0
5,1,80,1,0,2,100000,102501,11,0,50,0,0,31025,2,0,0,0,0,0,0,0,0,0,0
5,0,100,1,0,3,100000,102501,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
10,0,200,2,0,3,200000,102501,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
15,0,300,3,0,3,400000,102501,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,400,4,0,3,500000,102501,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
25,1,500,5,0,3,600000,102501,15,0,30,0,0,25001,0,0,0,0,0,2,0,0,0,0,0
0,1,0,1,10,1,100000,102601,18,0,50,0,0,32026,5,0,0,0,0,0,0,0,200,0,0
0,1,0,1,10,2,100000,102601,11,0,50,0,0,31026,3,0,0,0,0,0,0,0,100,0,0
0,0,0,1,0,3,100000,102601,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,50,0,2
0,0,0,2,0,3,200000,102601,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,100,0,4
0,0,0,3,0,3,400000,102601,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,150,0,6
0,0,0,4,0,3,500000,102601,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,200,0,8
0,1,0,5,10,3,600000,102601,15,0,30,0,0,25001,2,0,0,0,0,0,0,0,250,0,10
0,1,0,1,0,1,100000,102701,18,0,50,0,0,32027,0,0,0,0,0,0,0,0,200,100,0
0,1,0,1,0,2,100000,102701,11,0,50,0,0,31027,3,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,102701,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,102701,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,102701,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,102701,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,102701,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,500,40,0
0,1,0,1,0,1,100000,102801,18,0,50,0,0,32028,5,0,1500,0,0,0,0,5,0,0,5
0,1,0,1,0,2,100000,102801,11,0,50,0,0,31028,0,0,1000,0,0,0,0,10,0,0,10
0,0,0,1,0,3,100000,102801,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,102801,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,0,0
0,0,0,3,0,3,400000,102801,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,0,0
0,0,0,4,0,3,500000,102801,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,0,0
0,1,0,5,0,3,600000,102801,15,0,30,0,0,25001,5,0,0,0,0,2,0,0,500,0,0
0,1,0,1,0,1,100000,102901,18,0,50,0,0,32029,0,0,1500,0,0,0,0,7,0,0,7
0,1,0,1,0,2,100000,102901,11,0,50,0,0,31029,0,0,1000,0,0,0,0,10,0,0,10
0,0,0,1,0,3,100000,102901,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,0,0,4
0,0,0,2,0,3,200000,102901,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,0,0,8
0,0,0,3,0,3,400000,102901,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,4,0,3,500000,102901,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,0,0,16
0,1,0,5,0,3,600000,102901,15,0,30,0,0,25001,5,20,0,0,0,0,0,20,0,0,20
0,1,0,1,0,1,100000,103001,18,0,50,0,0,32030,5,0,0,0,0,0,0,0,160,30,0
0,1,0,1,0,2,100000,103001,11,0,50,0,0,31030,3,0,0,0,0,0,0,0,120,15,0
0,0,0,1,0,3,100000,103001,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,103001,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,103001,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,103001,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,103001,15,0,30,0,0,25001,2,15,0,0,0,0,0,0,450,40,0
0,1,0,1,0,1,100000,103101,18,0,50,0,0,32031,5,0,1500,0,0,0,0,5,0,0,5
0,1,0,1,0,2,100000,103101,11,0,50,0,0,31031,0,0,1000,0,0,0,0,10,0,0,10
0,0,0,1,0,3,100000,103101,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,103101,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,0,0
0,0,0,3,0,3,400000,103101,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,0,0
0,0,0,4,0,3,500000,103101,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,0,0
0,1,0,5,0,3,600000,103101,15,0,30,0,0,25001,5,0,0,0,0,2,0,0,500,0,0
0,1,0,1,0,1,100000,103201,18,0,50,0,0,32032,0,0,0,0,0,0,0,15,160,0,15
0,1,0,1,0,2,100000,103201,11,0,50,0,0,31032,3,0,0,0,0,0,0,10,80,0,10
0,0,0,1,0,3,100000,103201,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,110,0,0
0,0,0,2,0,3,200000,103201,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,220,0,0
0,0,0,3,0,3,400000,103201,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,330,0,0
0,0,0,4,0,3,500000,103201,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,440,0,0
0,1,0,5,0,3,600000,103201,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,550,0,0
0,1,0,1,0,1,100000,103301,18,0,50,0,0,32033,5,0,0,0,0,0,0,25,0,0,0
0,1,0,1,0,2,100000,103301,11,0,50,0,0,31033,0,10,0,0,0,0,0,0,0,0,25
0,0,0,1,0,3,100000,103301,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,0,0,4
0,0,0,2,0,3,200000,103301,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,0,0,8
0,0,0,3,0,3,400000,103301,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,4,0,3,500000,103301,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,0,0,16
0,1,0,5,0,3,600000,103301,15,0,30,0,0,25001,0,15,0,0,0,0,0,18,200,0,18
0,1,0,1,10,1,100000,103401,18,0,50,0,0,32034,0,0,0,0,0,0,0,0,100,0,0
0,1,0,1,10,2,100000,103401,11,0,50,0,0,31034,0,0,0,0,0,0,0,0,60,0,0
0,0,0,1,0,3,100000,103401,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,20,0,2
0,0,0,2,0,3,200000,103401,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,40,0,4
0,0,0,3,0,3,400000,103401,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,60,0,6
0,0,0,4,0,3,500000,103401,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,80,0,8
0,1,0,5,10,3,600000,103401,15,0,30,0,0,25001,0,0,0,0,0,0,0,0,100,0,10
0,0,0,0,0,1,0,103501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,103501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,103501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,160,1,0,1,100000,103601,18,0,50,0,0,32036,3,0,0,0,0,0,0,0,0,0,0
5,1,80,1,0,2,100000,103601,11,0,50,0,0,31036,2,0,0,0,0,0,0,0,0,0,0
5,0,100,1,0,3,100000,103601,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
10,0,200,2,0,3,200000,103601,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
15,0,300,3,0,3,400000,103601,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,400,4,0,3,500000,103601,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
25,1,500,5,0,3,600000,103601,15,0,30,0,0,25001,0,0,0,0,0,2,0,0,0,0,0
0,1,0,1,0,1,100000,103701,18,0,50,0,0,32037,0,0,0,0,0,0,0,0,240,0,0
0,1,0,1,0,2,100000,103701,11,0,50,0,0,31037,3,0,0,0,0,0,0,0,120,0,0
0,0,0,1,0,3,100000,103701,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,130,0,0
0,0,0,2,0,3,200000,103701,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,260,10,0
0,0,0,3,0,3,400000,103701,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,390,20,0
0,0,0,4,0,3,500000,103701,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,520,30,0
0,1,0,5,0,3,600000,103701,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,650,40,0
0,1,0,1,0,1,100000,103801,18,0,50,0,0,32038,0,0,0,0,0,0,0,25,160,0,0
0,1,0,1,0,2,100000,103801,11,0,50,0,0,31038,3,0,0,0,0,0,0,0,80,0,25
0,0,0,1,0,3,100000,103801,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,100,0,4
0,0,0,2,0,3,200000,103801,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,220,0,8
0,0,0,3,0,3,400000,103801,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,330,0,12
0,0,0,4,0,3,500000,103801,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,440,0,16
0,1,0,5,0,3,600000,103801,15,0,30,0,0,25001,2,0,0,0,0,0,0,18,550,0,18
0,0,0,0,0,1,0,103901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,103901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,103901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,104001,18,0,50,0,0,32040,0,0,0,0,0,0,0,20,0,0,25
