row_15,row_26,row_18,row_8,row_9,row_7,row_28,row_42,row_30,row_1,row_50,row_17,row_36,row_56,row_47,row_3,row_2,row_53,row_29,row_41,row_38,row_20,row_40,row_37,row_27,row_51,row_39,row_24,row_25,row_44,row_22,row_43,row_54,row_19,row_32,lane,row_11,row_49,row_23,row_21,row_31,row_48,row_16,row_13,id,row_5,row_33,frame_id,row_4,row_59,row_52,row_14,row_45,min_clear_num,row_60,row_10,row_46,row_6,difficulty,row_12,row_57,row_55,row_35,row_58,row_34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100505,0,0,105,0,0,0,0,0,-5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,102,0,0,0,303,104,0,303,0,0,0,303,0,0,0,0,303,0,0,303,0,0,303,303,0,0,303,0,303,0,403,0,1,0,303,0,0,0,303,0,0,100601,0,0,106,0,0,303,0,303,-1,102,0,303,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100602,0,0,106,0,0,410,0,0,-1,127,0,405,0,1,0,0,0,0,0,0
0,0,0,132,0,0,0,301,103,0,301,0,0,0,301,0,0,0,0,301,0,0,301,0,0,301,301,0,0,301,103,301,0,0,0,3,0,301,0,0,0,301,0,0,100603,0,0,106,0,0,301,0,301,-1,122,0,301,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,100604,0,0,106,0,0,0,0,0,-1,105,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,5,0,0,0,0,0,110,0,0,100605,0,0,106,0,0,0,0,0,-1,104,0,0,0,1,403,0,0,0,0,0
0,0,0,135,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,0,0,0,0,0,100701,0,0,107,0,0,0,0,0,-2,102,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,100702,0,0,107,0,0,0,0,0,-2,122,0,0,0,1,0,0,0,0,0,0
0,0,0,148,0,0,0,303,115,0,303,0,0,0,0,0,0,0,0,303,0,0,303,0,0,303,303,0,0,303,103,303,0,0,0,3,0,303,0,0,0,0,0,0,100703,0,0,107,0,0,303,0,0,-2,110,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,405,0,401,0,4,0,0,0,0,0,140,0,0,100704,0,0,107,0,0,410,0,0,-2,105,0,0,0,1,403,0,0,0,0,0
0,0,0,121,0,0,0,301,120,0,301,0,0,0,0,0,0,0,0,301,0,0,301,0,0,301,301,0,0,301,125,301,0,0,0,5,0,301,0,0,0,0,0,0,100705,0,0,107,0,0,301,0,0,-2,104,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,402,0,100801,0,0,108,0,0,0,0,0,-5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,122,0,0,0,0,303,110,0,0,303,0,303,0,0,303,0,0,0,0,0,0,303,0,303,303,0,0,2,0,0,0,0,0,0,0,0,100802,0,0,108,0,303,0,0,303,-5,110,0,303,0,1,0,303,303,0,303,0
301,0,0,0,0,0,0,0,202,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,403,0,0,0,0,3,301,0,0,0,0,0,301,301,100803,0,0,108,0,0,120,301,0,-5,0,301,405,0,1,301,0,0,403,410,0
303,0,0,0,0,0,0,301,103,0,0,303,0,301,110,0,0,301,0,301,0,0,301,0,0,0,0,0,0,301,0,301,301,0,0,4,303,0,0,0,0,0,303,303,100804,0,0,108,0,301,0,303,301,-5,110,303,301,0,1,303,301,301,0,301,0
0,0,102,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100805,0,0,108,0,0,0,0,0,-5,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,125,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100901,0,0,109,0,0,0,0,406,-2,0,0,0,0,1,402,0,0,0,0,0
303,0,0,0,0,0,0,0,130,0,0,402,0,0,0,0,0,125,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,2,303,0,0,0,0,0,303,303,100902,0,0,109,0,0,0,303,0,-2,409,303,0,0,1,303,0,0,0,0,0
303,0,0,0,0,0,0,301,104,0,301,144,301,301,301,0,0,301,0,301,301,0,301,301,0,301,301,0,0,301,0,301,301,0,301,3,303,301,0,0,301,301,303,303,100903,0,301,109,0,301,301,303,301,-2,301,303,301,0,1,303,301,301,301,301,301
303,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,4,303,0,0,0,0,0,303,303,100904,0,0,109,0,0,0,303,0,-2,0,303,0,0,1,303,0,0,0,0,0
0,0,0,0,0,0,0,0,141,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100905,0,0,109,0,0,0,0,0,-2,0,0,0,0,1,0,401,0,0,0,0
0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101001,0,0,110,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0
0,0,0,301,301,301,0,303,107,301,303,402,0,303,0,301,301,303,0,303,0,0,303,0,0,303,303,0,0,0,0,303,303,0,0,2,301,303,0,0,0,0,0,0,101002,301,0,110,301,0,303,0,0,-3,0,301,0,301,1,0,303,303,0,303,0
0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,408,0,0,120,0,0,0,0,0,0,0,0,0,0,407,0,0,0,3,0,0,0,0,0,130,0,0,101003,0,0,110,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,150,0
303,0,0,0,303,0,0,301,104,0,301,0,0,301,0,0,0,301,0,301,0,0,301,0,0,301,301,0,0,0,401,301,301,0,0,4,303,301,0,0,0,0,0,303,101004,0,0,110,0,0,301,303,0,-3,0,303,0,0,1,303,301,301,0,301,0
0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,5,0,0,0,0,0,0,0,0,101005,0,0,110,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,402,105,0,0,0,0,1,0,0,0,0,0,0,0,0,101101,0,0,111,0,408,405,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,132,0,303,0,0,303,303,0,0,303,0,303,150,0,303,0,0,303,303,0,0,303,0,303,303,0,0,2,0,303,0,0,0,303,0,0,101102,0,0,111,0,303,303,0,303,-2,303,0,303,0,1,0,303,303,0,303,0
0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,110,0,0,0,0,3,0,0,0,0,0,0,0,0,101103,0,0,111,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,101104,0,0,111,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,402,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,5,0,0,0,0,0,0,0,0,101105,0,0,111,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,401,203,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101201,0,0,112,0,0,0,0,0,-2,401,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,148,0,303,0,0,303,303,0,0,303,0,303,0,0,303,0,0,303,303,0,0,303,0,303,303,0,0,2,0,303,0,0,0,303,0,0,101202,0,0,112,0,303,303,0,303,-2,303,0,303,401,1,0,303,303,0,303,0
0,0,0,0,0,0,0,402,103,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,403,0,0,3,0,0,0,0,0,402,0,0,101203,0,0,112,0,0,0,0,0,-2,405,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,301,135,0,301,0,0,301,301,0,0,301,0,301,0,0,301,0,0,301,301,0,0,301,0,301,301,0,0,4,0,301,0,0,0,301,0,0,101204,0,0,112,0,301,301,0,301,-2,301,0,301,0,1,0,301,301,0,301,0
0,0,0,0,0,0,0,401,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101205,0,0,112,0,0,0,0,0,-2,401,0,0,0,1,401,0,0,0,0,0
0,0,0,0,0,0,115,0,0,0,303,0,0,303,303,0,0,303,0,0,0,0,0,0,0,303,0,0,0,303,0,0,303,0,0,1,0,303,0,0,0,303,0,0,101301,0,0,113,0,303,303,0,303,0,303,0,303,0,1,0,303,303,0,303,0
0,0,0,0,0,301,103,303,0,301,0,0,303,0,0,301,301,0,0,303,303,0,303,303,0,0,303,0,0,0,0,150,402,0,0,2,0,0,0,0,0,0,0,0,101302,301,0,113,301,0,0,0,0,0,403,0,0,301,1,0,0,0,0,0,0
0,0,0,0,0,0,203,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,3,0,0,0,0,0,0,0,0,101303,0,0,113,0,0,0,401,0,0,403,0,0,0,1,0,0,0,150,0,0
0,0,0,0,0,0,104,301,0,0,0,0,301,0,0,0,0,0,0,301,301,0,301,301,0,0,301,0,0,0,0,150,402,0,0,4,0,0,0,0,0,0,0,0,101304,0,0,113,0,0,0,0,0,0,403,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,114,0,0,0,301,0,0,301,301,0,0,301,0,0,0,402,0,0,0,301,0,0,0,301,0,0,301,0,0,5,0,301,0,0,0,301,0,0,101305,0,0,113,0,301,301,0,301,0,301,0,301,0,1,0,301,301,0,301,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101401,0,0,114,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,303,301,303,0,303,303,303,301,301,303,0,303,303,203,303,303,0,303,303,0,0,303,0,303,303,0,303,2,0,303,0,0,303,303,0,0,101402,301,303,114,301,303,303,0,303,-1,303,0,303,301,1,0,303,303,303,303,303
0,0,0,0,0,0,0,0,0,0,402,0,402,0,0,0,0,0,150,0,0,148,0,0,0,0,0,0,0,0,0,402,0,0,0,3,0,0,0,0,0,0,0,0,101403,0,0,114,0,0,0,0,0,-1,0,403,0,0,1,0,410,0,0,0,0
0,0,0,0,0,0,0,301,301,303,301,0,301,301,301,303,303,301,0,301,301,103,301,301,0,301,301,0,0,301,0,301,301,0,301,4,0,301,0,0,301,301,0,0,101404,303,301,114,303,301,301,0,301,-1,301,0,301,303,1,0,301,301,301,301,301
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101405,0,0,114,0,0,0,0,0,-1,0,0,401,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,401,0,101501,0,0,115,0,0,0,0,0,-4,0,0,0,0,1,0,0,405,0,0,0
0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,101502,0,0,115,0,0,0,0,0,-4,0,0,404,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,301,204,0,301,0,301,301,301,0,0,301,0,301,301,0,301,301,0,301,301,0,0,301,402,301,301,0,301,3,0,301,0,0,301,301,0,0,101503,0,301,115,0,301,301,0,301,-4,301,0,301,0,1,0,301,301,301,301,301
0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,101504,0,0,115,0,0,0,0,0,-4,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,401,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101505,0,0,115,0,0,0,0,0,-4,0,0,0,0,1,401,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,402,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101601,0,0,116,0,0,0,0,0,-3,0,0,0,0,1,402,0,0,0,0,0
0,301,0,0,0,0,301,301,301,0,301,0,301,301,301,0,0,301,301,301,301,132,301,301,301,301,301,301,301,301,301,301,301,0,301,2,0,301,301,301,301,301,0,0,101602,0,301,116,0,301,301,0,301,-3,301,0,301,0,1,0,301,301,301,301,301
0,0,0,401,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,110,402,0,0,0,0,0,0,0,0,0,0,0,0,3,0,401,0,0,401,0,0,0,101603,0,0,116,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0
0,301,0,0,0,0,301,301,301,0,301,0,301,301,301,0,0,301,301,301,301,204,301,301,301,301,301,301,301,301,301,301,301,0,301,4,0,301,301,301,301,301,0,0,101604,0,301,116,0,301,301,0,301,-3,301,0,301,0,1,0,301,301,301,301,301
0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,403,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101605,0,0,116,0,0,0,0,0,-3,403,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,0,0,303,0,0,303,303,0,0,303,0,303,303,204,303,303,0,303,303,0,0,303,0,303,303,0,0,1,0,303,0,0,0,303,0,0,101701,0,0,117,0,303,303,0,303,-1,303,0,303,0,1,0,303,303,0,303,0
0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,101702,0,0,117,0,0,0,0,402,-1,403,0,0,402,1,0,0,0,0,0,0
0,0,0,0,0,0,401,0,0,0,0,0,150,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,402,0,0,0,0,0,0,101703,0,0,117,0,0,0,0,0,-1,0,0,0,0,1,0,403,0,0,0,0
0,0,0,117,0,0,0,402,0,0,0,0,150,0,0,0,0,402,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,101704,0,0,117,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,301,0,0,301,0,0,301,301,0,0,301,0,301,301,103,301,301,0,301,301,0,0,301,0,301,301,0,0,5,0,301,0,0,0,301,0,0,101705,0,0,117,0,301,301,0,301,-1,301,0,301,0,1,401,301,301,0,301,0
0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,403,0,0,101801,0,0,118,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,303,0,0,0,0,303,303,303,0,303,0,303,303,303,0,0,303,303,303,303,204,303,303,303,303,303,303,303,303,303,303,303,0,303,2,0,303,303,303,303,303,0,0,101802,0,303,118,0,303,303,0,303,-2,303,402,303,0,1,0,303,303,303,303,303
0,0,0,0,0,0,0,402,0,0,0,0,0,403,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,402,0,0,0,101803,0,0,118,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,303,0,0,0,0,303,303,303,0,303,0,303,303,303,0,0,303,303,303,303,115,303,303,303,303,303,303,303,303,303,303,303,0,303,4,0,303,303,303,303,303,0,0,101804,0,303,118,0,303,303,0,303,-2,303,0,303,0,1,0,303,303,303,303,303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,401,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101805,0,0,118,0,0,0,0,0,-2,401,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,150,0,0,0,0,0,402,0,0,402,0,402,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101901,0,0,119,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,402,0,0
0,0,0,0,0,0,0,301,0,0,301,0,301,0,301,0,0,301,0,301,301,102,301,301,0,301,301,0,0,301,0,301,301,0,301,2,401,301,0,0,301,301,0,0,101902,0,301,119,0,0,301,0,301,-2,0,0,301,0,1,0,0,301,301,0,301
0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,401,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,101903,0,0,119,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,303,0,0,303,0,303,0,303,0,0,303,0,303,303,203,303,303,0,303,303,0,0,303,0,303,303,0,303,4,0,303,0,0,303,303,0,0,101904,0,303,119,0,0,303,0,303,-2,0,0,303,401,1,0,0,303,303,0,303
0,0,0,0,0,0,0,0,150,0,0,0,0,0,402,0,0,402,0,402,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101905,0,0,119,0,0,0,0,0,-2,0,0,0,0,1,0,0,0,402,0,0
0,0,0,0,0,0,0,403,0,0,0,0,0,0,403,0,0,150,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102001,0,0,120,0,0,0,0,0,-3,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,401,0,301,0,0,301,0,0,0,301,0,0,0,0,301,0,144,301,0,0,301,301,0,0,301,0,301,0,0,0,2,0,301,0,0,0,301,0,0,102002,0,0,120,0,0,301,0,301,-3,0,0,301,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,303,0,402,0,303,303,0,0,0,303,303,0,303,150,303,303,0,303,303,0,0,0,0,0,303,0,303,3,0,303,0,0,303,303,0,0,102003,0,303,120,0,303,303,0,0,-3,0,0,0,0,1,0,303,303,303,303,303
0,0,0,0,0,0,0,0,402,0,301,0,402,0,0,0,0,0,0,150,0,102,0,0,0,0,0,0,401,0,0,0,403,0,0,4,401,0,0,0,0,0,0,0,102004,0,0,120,0,0,0,0,0,-3,150,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,301,0,301,0,301,301,0,0,0,301,301,0,301,204,301,301,0,301,301,0,0,0,0,0,301,0,301,5,0,301,0,0,301,301,0,0,102005,0,301,120,0,301,301,0,0,-3,0,0,0,0,1,0,301,301,301,301,301
0,0,0,0,0,0,120,0,0,0,0,0,130,0,0,0,0,0,0,0,0,201,405,0,0,0,0,401,0,150,0,0,0,0,401,1,0,0,0,0,0,405,0,0,200101,0,0,201,0,0,150,0,0,-4,410,0,0,0,2,0,0,0,0,0,0
0,301,0,0,0,0,301,301,301,0,301,0,301,301,301,0,0,301,301,301,301,141,301,301,301,301,301,301,301,301,301,301,301,0,301,2,0,301,301,301,301,301,0,0,200102,0,301,201,0,301,301,0,301,-4,301,0,301,0,2,0,301,301,301,301,301
