consume_num,enhance_id_5,enhance_id_4,enhance_id_3,item_id,enhance_id_2,enhance_id_1,consume_gold,reward_type,enhance_level_id
220,0,0,0,25021,0,1251,500000,2,1205
220,0,0,0,25021,0,1311,500000,2,1301
220,0,0,0,25021,0,1321,500000,2,1302
220,0,0,0,25021,0,1331,500000,2,1303
220,0,0,0,25021,0,1341,500000,2,1304
220,0,0,0,25021,0,1351,500000,2,1305
220,0,0,0,25021,0,1411,500000,2,1401
220,0,0,0,25021,0,1421,500000,2,1402
220,0,0,0,25021,0,1431,500000,2,1403
220,0,0,0,25021,0,1441,500000,2,1404
220,0,0,0,25021,0,1451,500000,2,1405
220,0,0,0,25021,0,1511,500000,2,1501
220,0,0,0,25021,0,1521,500000,2,1502
220,0,0,0,25021,0,1531,500000,2,1503
220,0,0,0,25021,0,1541,500000,2,1504
220,0,0,0,25021,0,1551,500000,2,1505
1100,0,0,0,25021,0,1611,500000,2,1601
1100,0,0,0,25021,0,1711,500000,2,1701
220,0,0,0,25021,0,1811,500000,2,1801
220,0,0,0,25021,0,1821,500000,2,1802
220,0,0,0,25021,0,1831,500000,2,1803
220,0,0,0,25021,0,1841,500000,2,1804
220,0,0,0,25021,0,1851,500000,2,1805
220,0,0,0,25021,0,1911,500000,2,1901
220,0,0,0,25021,0,1921,500000,2,1902
220,0,0,0,25021,0,1931,500000,2,1903
220,0,0,0,25021,0,1941,500000,2,1904
220,0,0,0,25021,0,1951,500000,2,1905
220,0,0,0,25021,0,2011,500000,2,2001
220,0,0,0,25021,0,2021,500000,2,2002
220,0,0,0,25021,0,2031,500000,2,2003
220,0,0,0,25021,0,2041,500000,2,2004
220,0,0,0,25021,0,2051,500000,2,2005
1100,0,0,0,25021,0,2111,500000,2,2101
220,0,0,0,25021,0,2211,500000,2,2201
220,0,0,0,25021,0,2221,500000,2,2202
220,0,0,0,25021,0,2231,500000,2,2203
220,0,0,0,25021,0,2241,500000,2,2204
220,0,0,0,25021,0,2251,500000,2,2205
220,0,0,0,25021,0,2311,500000,2,2301
220,0,0,0,25021,0,2321,500000,2,2302
220,0,0,0,25021,0,2331,500000,2,2303
220,0,0,0,25021,0,2341,500000,2,2304
220,0,0,0,25021,0,2351,500000,2,2305
220,0,0,0,25021,0,2411,500000,2,2401
220,0,0,0,25021,0,2421,500000,2,2402
220,0,0,0,25021,0,2431,500000,2,2403
220,0,0,0,25021,0,2441,500000,2,2404
220,0,0,0,25021,0,2451,500000,2,2405
220,0,0,0,25021,0,2511,500000,2,2501
220,0,0,0,25021,0,2521,500000,2,2502
220,0,0,0,25021,0,2531,500000,2,2503
220,0,0,0,25021,0,2541,500000,2,2504
220,0,0,0,25021,0,2551,500000,2,2505
470,0,0,0,25021,0,2611,510000,2,2601
470,0,0,0,25021,0,2621,510000,2,2602
470,0,0,0,25021,0,2631,510000,2,2603
280,0,0,0,25021,0,2711,510000,2,2701
280,0,0,0,25021,0,2721,510000,2,2702
280,0,0,0,25021,0,2731,510000,2,2703
280,0,0,0,25021,0,2741,510000,2,2704
280,0,0,0,25021,0,2751,510000,2,2705
280,0,0,0,25021,0,2811,510000,2,2801
280,0,0,0,25021,0,2821,510000,2,2802
280,0,0,0,25021,0,2831,510000,2,2803
280,0,0,0,25021,0,2841,510000,2,2804
280,0,0,0,25021,0,2851,510000,2,2805
280,0,0,0,25021,0,2911,510000,2,2901
280,0,0,0,25021,0,2921,510000,2,2902
280,0,0,0,25021,0,2931,510000,2,2903
280,0,0,0,25021,0,2941,510000,2,2904
280,0,0,0,25021,0,2951,510000,2,2905
280,0,0,0,25021,0,3011,510000,2,3001
280,0,0,0,25021,0,3021,510000,2,3002
280,0,0,0,25021,0,3031,510000,2,3003
280,0,0,0,25021,0,3041,510000,2,3004
280,0,0,0,25021,0,3051,510000,2,3005
280,0,0,0,25021,0,3111,510000,2,3101
280,0,0,0,25021,0,3121,510000,2,3102
280,0,0,0,25021,0,3131,510000,2,3103
280,0,0,0,25021,0,3141,510000,2,3104
280,0,0,0,25021,0,3151,510000,2,3105
280,0,0,0,25021,0,3211,510000,2,3201
280,0,0,0,25021,0,3221,510000,2,3202
280,0,0,0,25021,0,3231,510000,2,3203
280,0,0,0,25021,0,3241,510000,2,3204
280,0,0,0,25021,0,3251,510000,2,3205
280,0,0,0,25021,0,3311,510000,2,3301
280,0,0,0,25021,0,3321,510000,2,3302
280,0,0,0,25021,0,3331,510000,2,3303
280,0,0,0,25021,0,3341,510000,2,3304
280,0,0,0,25021,0,3351,510000,2,3305
280,0,0,0,25021,0,3411,510000,2,3401
280,0,0,0,25021,0,3421,510000,2,3402
280,0,0,0,25021,0,3431,510000,2,3403
280,0,0,0,25021,0,3441,510000,2,3404
280,0,0,0,25021,0,3451,510000,2,3405
280,0,0,0,25021,0,3511,510000,2,3501
280,0,0,0,25021,0,3521,510000,2,3502
280,0,0,0,25021,0,3531,510000,2,3503
280,0,0,0,25021,0,3541,510000,2,3504
280,0,0,0,25021,0,3551,510000,2,3505
280,0,0,0,25021,0,3611,510000,2,3601
280,0,0,0,25021,0,3621,510000,2,3602
280,0,0,0,25021,0,3631,510000,2,3603
280,0,0,0,25021,0,3641,510000,2,3604
280,0,0,0,25021,0,3651,510000,2,3605
280,0,0,0,25021,0,3711,510000,2,3701
280,0,0,0,25021,0,3721,510000,2,3702
280,0,0,0,25021,0,3731,510000,2,3703
280,0,0,0,25021,0,3741,510000,2,3704
280,0,0,0,25021,0,3751,510000,2,3705
280,0,0,0,25021,0,3811,510000,2,3801
280,0,0,0,25021,0,3821,510000,2,3802
280,0,0,0,25021,0,3831,510000,2,3803
280,0,0,0,25021,0,3841,510000,2,3804
280,0,0,0,25021,0,3851,510000,2,3805
280,0,0,0,25021,0,3911,510000,2,3901
280,0,0,0,25021,0,3921,510000,2,3902
280,0,0,0,25021,0,3931,510000,2,3903
280,0,0,0,25021,0,3941,510000,2,3904
280,0,0,0,25021,0,3951,510000,2,3905
280,0,0,0,25021,0,4011,510000,2,4001
280,0,0,0,25021,0,4021,510000,2,4002
280,0,0,0,25021,0,4031,510000,2,4003
280,0,0,0,25021,0,4041,510000,2,4004
280,0,0,0,25021,0,4051,510000,2,4005
280,0,0,0,25021,0,4111,510000,2,4101
280,0,0,0,25021,0,4121,510000,2,4102
280,0,0,0,25021,0,4131,510000,2,4103
280,0,0,0,25021,0,4141,510000,2,4104
280,0,0,0,25021,0,4151,510000,2,4105
280,0,0,0,25021,0,4211,510000,2,4201
280,0,0,0,25021,0,4221,510000,2,4202
280,0,0,0,25021,0,4231,510000,2,4203
280,0,0,0,25021,0,4241,510000,2,4204
280,0,0,0,25021,0,4251,510000,2,4205
280,0,0,0,25021,0,4311,510000,2,4301
280,0,0,0,25021,0,4321,510000,2,4302
280,0,0,0,25021,0,4331,510000,2,4303
280,0,0,0,25021,0,4341,510000,2,4304
280,0,0,0,25021,0,4351,510000,2,4305
280,0,0,0,25021,0,4411,510000,2,4401
280,0,0,0,25021,0,4421,510000,2,4402
280,0,0,0,25021,0,4431,510000,2,4403
280,0,0,0,25021,0,4441,510000,2,4404
280,0,0,0,25021,0,4451,510000,2,4405
280,0,0,0,25021,0,4511,510000,2,4501
280,0,0,0,25021,0,4521,510000,2,4502
280,0,0,0,25021,0,4531,510000,2,4503
280,0,0,0,25021,0,4541,510000,2,4504
280,0,0,0,25021,0,4551,510000,2,4505
280,0,0,0,25021,0,4611,510000,2,4601
280,0,0,0,25021,0,4621,510000,2,4602
280,0,0,0,25021,0,4631,510000,2,4603
280,0,0,0,25021,0,4641,510000,2,4604
280,0,0,0,25021,0,4651,510000,2,4605
280,0,0,0,25021,0,4711,510000,2,4701
280,0,0,0,25021,0,4721,510000,2,4702
280,0,0,0,25021,0,4731,510000,2,4703
280,0,0,0,25021,0,4741,510000,2,4704
280,0,0,0,25021,0,4751,510000,2,4705
280,0,0,0,25021,0,4811,510000,2,4801
280,0,0,0,25021,0,4821,510000,2,4802
280,0,0,0,25021,0,4831,510000,2,4803
280,0,0,0,25021,0,4841,510000,2,4804
280,0,0,0,25021,0,4851,510000,2,4805
280,0,0,0,25021,0,4911,510000,2,4901
280,0,0,0,25021,0,4921,510000,2,4902
280,0,0,0,25021,0,4931,510000,2,4903
280,0,0,0,25021,0,4941,510000,2,4904
280,0,0,0,25021,0,4951,510000,2,4905
280,0,0,0,25021,0,5011,510000,2,5001
280,0,0,0,25021,0,5021,510000,2,5002
280,0,0,0,25021,0,5031,510000,2,5003
280,0,0,0,25021,0,5041,510000,2,5004
280,0,0,0,25021,0,5051,510000,2,5005
280,0,0,0,25021,0,5111,510000,2,5101
280,0,0,0,25021,0,5121,510000,2,5102
280,0,0,0,25021,0,5131,510000,2,5103
280,0,0,0,25021,0,5141,510000,2,5104
280,0,0,0,25021,0,5151,510000,2,5105
280,0,0,0,25021,0,5211,510000,2,5201
280,0,0,0,25021,0,5221,510000,2,5202
280,0,0,0,25021,0,5231,510000,2,5203
280,0,0,0,25021,0,5241,510000,2,5204
280,0,0,0,25021,0,5251,510000,2,5205
280,0,0,0,25021,0,5311,510000,2,5301
280,0,0,0,25021,0,5321,510000,2,5302
280,0,0,0,25021,0,5331,510000,2,5303
280,0,0,0,25021,0,5341,510000,2,5304
280,0,0,0,25021,0,5351,510000,2,5305
640,0,0,0,25021,0,5411,520000,2,5401
640,0,0,0,25021,0,5421,520000,2,5402
640,0,0,0,25021,0,5431,520000,2,5403
380,0,0,0,25021,0,5511,520000,2,5501
380,0,0,0,25021,0,5521,520000,2,5502
380,0,0,0,25021,0,5531,520000,2,5503
380,0,0,0,25021,0,5541,520000,2,5504
380,0,0,0,25021,0,5551,520000,2,5505
950,0,0,0,25021,0,5611,520000,2,5601
950,0,0,0,25021,0,5621,520000,2,5602
380,0,0,0,25021,0,5711,520000,2,5701
380,0,0,0,25021,0,5721,520000,2,5702
380,0,0,0,25021,0,5731,520000,2,5703
380,0,0,0,25021,0,5741,520000,2,5704
380,0,0,0,25021,0,5751,520000,2,5705
380,0,0,0,25021,0,5811,520000,2,5801
380,0,0,0,25021,0,5821,520000,2,5802
380,0,0,0,25021,0,5831,520000,2,5803
380,0,0,0,25021,0,5841,520000,2,5804
380,0,0,0,25021,0,5851,520000,2,5805
380,0,0,0,25021,0,5911,520000,2,5901
380,0,0,0,25021,0,5921,520000,2,5902
380,0,0,0,25021,0,5931,520000,2,5903
380,0,0,0,25021,0,5941,520000,2,5904
380,0,0,0,25021,0,5951,520000,2,5905
950,0,0,0,25021,0,6011,520000,2,6001
950,0,0,0,25021,0,6021,520000,2,6002
380,0,0,0,25021,0,6111,520000,2,6101
380,0,0,0,25021,0,6121,520000,2,6102
380,0,0,0,25021,0,6131,520000,2,6103
380,0,0,0,25021,0,6141,520000,2,6104
380,0,0,0,25021,0,6151,520000,2,6105
380,0,0,0,25021,0,6211,520000,2,6201
380,0,0,0,25021,0,6221,520000,2,6202
380,0,0,0,25021,0,6231,520000,2,6203
380,0,0,0,25021,0,6241,520000,2,6204
380,0,0,0,25021,0,6251,520000,2,6205
380,0,0,0,25021,0,6311,520000,2,6301
380,0,0,0,25021,0,6321,520000,2,6302
380,0,0,0,25021,0,6331,520000,2,6303
380,0,0,0,25021,0,6341,520000,2,6304
380,0,0,0,25021,0,6351,520000,2,6305
380,0,0,0,25021,0,6411,520000,2,6401
380,0,0,0,25021,0,6421,520000,2,6402
380,0,0,0,25021,0,6431,520000,2,6403
380,0,0,0,25021,0,6441,520000,2,6404
380,0,0,0,25021,0,6451,520000,2,6405
380,0,0,0,25021,0,6511,520000,2,6501
380,0,0,0,25021,0,6521,520000,2,6502
380,0,0,0,25021,0,6531,520000,2,6503
380,0,0,0,25021,0,6541,520000,2,6504
380,0,0,0,25021,0,6551,520000,2,6505
1900,0,0,0,25021,0,6611,520000,2,6601
380,0,0,0,25021,0,6711,520000,2,6701
380,0,0,0,25021,0,6721,520000,2,6702
380,0,0,0,25021,0,6731,520000,2,6703
380,0,0,0,25021,0,6741,520000,2,6704
380,0,0,0,25021,0,6751,520000,2,6705
380,0,0,0,25021,0,6811,520000,2,6801
380,0,0,0,25021,0,6821,520000,2,6802
380,0,0,0,25021,0,6831,520000,2,6803
380,0,0,0,25021,0,6841,520000,2,6804
380,0,0,0,25021,0,6851,520000,2,6805
380,0,0,0,25021,0,6911,520000,2,6901
380,0,0,0,25021,0,6921,520000,2,6902
380,0,0,0,25021,0,6931,520000,2,6903
380,0,0,0,25021,0,6941,520000,2,6904
380,0,0,0,25021,0,6951,520000,2,6905
380,0,0,0,25021,0,7011,520000,2,7001
380,0,0,0,25021,0,7021,520000,2,7002
380,0,0,0,25021,0,7031,520000,2,7003
380,0,0,0,25021,0,7041,520000,2,7004
380,0,0,0,25021,0,7051,520000,2,7005
380,0,0,0,25021,0,7111,520000,2,7101
380,0,0,0,25021,0,7121,520000,2,7102
380,0,0,0,25021,0,7131,520000,2,7103
380,0,0,0,25021,0,7141,520000,2,7104
380,0,0,0,25021,0,7151,520000,2,7105
1900,0,0,0,25021,0,7211,520000,2,7201
380,0,0,0,25021,0,7311,520000,2,7301
380,0,0,0,25021,0,7321,520000,2,7302
380,0,0,0,25021,0,7331,520000,2,7303
380,0,0,0,25021,0,7341,520000,2,7304
380,0,0,0,25021,0,7351,520000,2,7305
380,0,0,0,25021,0,7411,520000,2,7401
380,0,0,0,25021,0,7421,520000,2,7402
380,0,0,0,25021,0,7431,520000,2,7403
380,0,0,0,25021,0,7441,520000,2,7404
380,0,0,0,25021,0,7451,520000,2,7405
380,0,0,0,25021,0,7511,520000,2,7501
380,0,0,0,25021,0,7521,520000,2,7502
380,0,0,0,25021,0,7531,520000,2,7503
380,0,0,0,25021,0,7541,520000,2,7504
380,0,0,0,25021,0,7551,520000,2,7505
380,0,0,0,25021,0,7611,520000,2,7601
380,0,0,0,25021,0,7621,520000,2,7602
380,0,0,0,25021,0,7631,520000,2,7603
380,0,0,0,25021,0,7641,520000,2,7604
380,0,0,0,25021,0,7651,520000,2,7605
1900,0,0,0,25021,0,7711,520000,2,7701
950,0,0,0,25021,0,7811,520000,2,7801
950,0,0,0,25021,0,7821,520000,2,7802
380,0,0,0,25021,0,7911,520000,2,7901
380,0,0,0,25021,0,7921,520000,2,7902
380,0,0,0,25021,0,7931,520000,2,7903
380,0,0,0,25021,0,7941,520000,2,7904
380,0,0,0,25021,0,7951,520000,2,7905
380,0,0,0,25021,0,8011,520000,2,8001
380,0,0,0,25021,0,8021,520000,2,8002
380,0,0,0,25021,0,8031,520000,2,8003
380,0,0,0,25021,0,8041,520000,2,8004
380,0,0,0,25021,0,8051,520000,2,8005
380,0,0,0,25021,0,8111,520000,2,8101
380,0,0,0,25021,0,8121,520000,2,8102
380,0,0,0,25021,0,8131,520000,2,8103
380,0,0,0,25021,0,8141,520000,2,8104
380,0,0,0,25021,0,8151,520000,2,8105
460,0,0,0,25021,0,8211,530000,2,8201
460,0,0,0,25021,0,8221,530000,2,8202
460,0,0,0,25021,0,8231,530000,2,8203
460,0,0,0,25021,0,8241,530000,2,8204
460,0,0,0,25021,0,8251,530000,2,8205
460,0,0,0,25021,0,8311,530000,2,8301
460,0,0,0,25021,0,8321,530000,2,8302
460,0,0,0,25021,0,8331,530000,2,8303
460,0,0,0,25021,0,8341,530000,2,8304
460,0,0,0,25021,0,8351,530000,2,8305
460,0,0,0,25021,0,8411,530000,2,8401
460,0,0,0,25021,0,8421,530000,2,8402
460,0,0,0,25021,0,8431,530000,2,8403
460,0,0,0,25021,0,8441,530000,2,8404
460,0,0,0,25021,0,8451,530000,2,8405
460,0,0,0,25021,0,8511,530000,2,8501
460,0,0,0,25021,0,8521,530000,2,8502
460,0,0,0,25021,0,8531,530000,2,8503
460,0,0,0,25021,0,8541,530000,2,8504
460,0,0,0,25021,0,8551,530000,2,8505
460,0,0,0,25021,0,8611,530000,2,8601
460,0,0,0,25021,0,8621,530000,2,8602
460,0,0,0,25021,0,8631,530000,2,8603
460,0,0,0,25021,0,8641,530000,2,8604
460,0,0,0,25021,0,8651,530000,2,8605
460,0,0,0,25021,0,8711,530000,2,8701
460,0,0,0,25021,0,8721,530000,2,8702
460,0,0,0,25021,0,8731,530000,2,8703
460,0,0,0,25021,0,8741,530000,2,8704
460,0,0,0,25021,0,8751,530000,2,8705
460,0,0,0,25021,0,8811,530000,2,8801
460,0,0,0,25021,0,8821,530000,2,8802
460,0,0,0,25021,0,8831,530000,2,8803
460,0,0,0,25021,0,8841,530000,2,8804
460,0,0,0,25021,0,8851,530000,2,8805
460,0,0,0,25021,0,8911,530000,2,8901
460,0,0,0,25021,0,8921,530000,2,8902
460,0,0,0,25021,0,8931,530000,2,8903
460,0,0,0,25021,0,8941,530000,2,8904
460,0,0,0,25021,0,8951,530000,2,8905
460,0,0,0,25021,0,9011,530000,2,9001
460,0,0,0,25021,0,9021,530000,2,9002
460,0,0,0,25021,0,9031,530000,2,9003
460,0,0,0,25021,0,9041,530000,2,9004
460,0,0,0,25021,0,9051,530000,2,9005
460,0,0,0,25021,0,9111,530000,2,9101
460,0,0,0,25021,0,9121,530000,2,9102
460,0,0,0,25021,0,9131,530000,2,9103
460,0,0,0,25021,0,9141,530000,2,9104
460,0,0,0,25021,0,9151,530000,2,9105
460,0,0,0,25021,0,9211,530000,2,9201
460,0,0,0,25021,0,9221,530000,2,9202
460,0,0,0,25021,0,9231,530000,2,9203
460,0,0,0,25021,0,9241,530000,2,9204
460,0,0,0,25021,0,9251,530000,2,9205
460,0,0,0,25021,0,9311,530000,2,9301
460,0,0,0,25021,0,9321,530000,2,9302
460,0,0,0,25021,0,9331,530000,2,9303
460,0,0,0,25021,0,9341,530000,2,9304
460,0,0,0,25021,0,9351,530000,2,9305
460,0,0,0,25021,0,9411,530000,2,9401
460,0,0,0,25021,0,9421,530000,2,9402
460,0,0,0,25021,0,9431,530000,2,9403
460,0,0,0,25021,0,9441,530000,2,9404
460,0,0,0,25021,0,9451,530000,2,9405
460,0,0,0,25021,0,9511,530000,2,9501
460,0,0,0,25021,0,9521,530000,2,9502
460,0,0,0,25021,0,9531,530000,2,9503
460,0,0,0,25021,0,9541,530000,2,9504
460,0,0,0,25021,0,9551,530000,2,9505
460,0,0,0,25021,0,9611,530000,2,9601
460,0,0,0,25021,0,9621,530000,2,9602
460,0,0,0,25021,0,9631,530000,2,9603
460,0,0,0,25021,0,9641,530000,2,9604
460,0,0,0,25021,0,9651,530000,2,9605
460,0,0,0,25021,0,9711,530000,2,9701
460,0,0,0,25021,0,9721,530000,2,9702
460,0,0,0,25021,0,9731,530000,2,9703
460,0,0,0,25021,0,9741,530000,2,9704
460,0,0,0,25021,0,9751,530000,2,9705
460,0,0,0,25021,0,9811,530000,2,9801
460,0,0,0,25021,0,9821,530000,2,9802
460,0,0,0,25021,0,9831,530000,2,9803
460,0,0,0,25021,0,9841,530000,2,9804
460,0,0,0,25021,0,9851,530000,2,9805
460,0,0,0,25021,0,9911,530000,2,9901
460,0,0,0,25021,0,9921,530000,2,9902
460,0,0,0,25021,0,9931,530000,2,9903
460,0,0,0,25021,0,9941,530000,2,9904
460,0,0,0,25021,0,9951,530000,2,9905
460,0,0,0,25021,0,10011,530000,2,10001
460,0,0,0,25021,0,10021,530000,2,10002
460,0,0,0,25021,0,10031,530000,2,10003
460,0,0,0,25021,0,10041,530000,2,10004
460,0,0,0,25021,0,10051,530000,2,10005
460,0,0,0,25021,0,10111,530000,2,10101
460,0,0,0,25021,0,10121,530000,2,10102
460,0,0,0,25021,0,10131,530000,2,10103
460,0,0,0,25021,0,10141,530000,2,10104
460,0,0,0,25021,0,10151,530000,2,10105
460,0,0,0,25021,0,10211,530000,2,10201
460,0,0,0,25021,0,10221,530000,2,10202
460,0,0,0,25021,0,10231,530000,2,10203
460,0,0,0,25021,0,10241,530000,2,10204
460,0,0,0,25021,0,10251,530000,2,10205
460,0,0,0,25021,0,10311,530000,2,10301
460,0,0,0,25021,0,10321,530000,2,10302
460,0,0,0,25021,0,10331,530000,2,10303
460,0,0,0,25021,0,10341,530000,2,10304
460,0,0,0,25021,0,10351,530000,2,10305
460,0,0,0,25021,0,10411,530000,2,10401
460,0,0,0,25021,0,10421,530000,2,10402
460,0,0,0,25021,0,10431,530000,2,10403
460,0,0,0,25021,0,10441,530000,2,10404
460,0,0,0,25021,0,10451,530000,2,10405
460,0,0,0,25021,0,10511,530000,2,10501
460,0,0,0,25021,0,10521,530000,2,10502
460,0,0,0,25021,0,10531,530000,2,10503
460,0,0,0,25021,0,10541,530000,2,10504
460,0,0,0,25021,0,10551,530000,2,10505
460,0,0,0,25021,0,10611,530000,2,10601
460,0,0,0,25021,0,10621,530000,2,10602
460,0,0,0,25021,0,10631,530000,2,10603
460,0,0,0,25021,0,10641,530000,2,10604
460,0,0,0,25021,0,10651,530000,2,10605
460,0,0,0,25021,0,10711,530000,2,10701
460,0,0,0,25021,0,10721,530000,2,10702
460,0,0,0,25021,0,10731,530000,2,10703
460,0,0,0,25021,0,10741,530000,2,10704
460,0,0,0,25021,0,10751,530000,2,10705
460,0,0,0,25021,0,10811,530000,2,10801
460,0,0,0,25021,0,10821,530000,2,10802
460,0,0,0,25021,0,10831,530000,2,10803
460,0,0,0,25021,0,10841,530000,2,10804
460,0,0,0,25021,0,10851,530000,2,10805
460,0,0,0,25021,0,10911,530000,2,10901
460,0,0,0,25021,0,10921,530000,2,10902
460,0,0,0,25021,0,10931,530000,2,10903
460,0,0,0,25021,0,10941,530000,2,10904
460,0,0,0,25021,0,10951,530000,2,10905
580,0,0,0,25021,0,11011,540000,2,11001
580,0,0,0,25021,0,11021,540000,2,11002
580,0,0,0,25021,0,11031,540000,2,11003
580,0,0,0,25021,0,11041,540000,2,11004
580,0,0,0,25021,0,11051,540000,2,11005
580,0,0,0,25021,0,11111,540000,2,11101
580,0,0,0,25021,0,11121,540000,2,11102
580,0,0,0,25021,0,11131,540000,2,11103
580,0,0,0,25021,0,11141,540000,2,11104
580,0,0,0,25021,0,11151,540000,2,11105
580,0,0,0,25021,0,11211,540000,2,11201
580,0,0,0,25021,0,11221,540000,2,11202
580,0,0,0,25021,0,11231,540000,2,11203
580,0,0,0,25021,0,11241,540000,2,11204
580,0,0,0,25021,0,11251,540000,2,11205
580,0,0,0,25021,0,11311,540000,2,11301
580,0,0,0,25021,0,11321,540000,2,11302
580,0,0,0,25021,0,11331,540000,2,11303
580,0,0,0,25021,0,11341,540000,2,11304
580,0,0,0,25021,0,11351,540000,2,11305
580,0,0,0,25021,0,11411,540000,2,11401
580,0,0,0,25021,0,11421,540000,2,11402
580,0,0,0,25021,0,11431,540000,2,11403
580,0,0,0,25021,0,11441,540000,2,11404
580,0,0,0,25021,0,11451,540000,2,11405
580,0,0,0,25021,0,11511,540000,2,11501
580,0,0,0,25021,0,11521,540000,2,11502
580,0,0,0,25021,0,11531,540000,2,11503
580,0,0,0,25021,0,11541,540000,2,11504
580,0,0,0,25021,0,11551,540000,2,11505
580,0,0,0,25021,0,11611,540000,2,11601
580,0,0,0,25021,0,11621,540000,2,11602
580,0,0,0,25021,0,11631,540000,2,11603
580,0,0,0,25021,0,11641,540000,2,11604
580,0,0,0,25021,0,11651,540000,2,11605
580,0,0,0,25021,0,11711,540000,2,11701
580,0,0,0,25021,0,11721,540000,2,11702
580,0,0,0,25021,0,11731,540000,2,11703
580,0,0,0,25021,0,11741,540000,2,11704
580,0,0,0,25021,0,11751,540000,2,11705
580,0,0,0,25021,0,11811,540000,2,11801
580,0,0,0,25021,0,11821,540000,2,11802
580,0,0,0,25021,0,11831,540000,2,11803
580,0,0,0,25021,0,11841,540000,2,11804
580,0,0,0,25021,0,11851,540000,2,11805
580,0,0,0,25021,0,11911,540000,2,11901
580,0,0,0,25021,0,11921,540000,2,11902
580,0,0,0,25021,0,11931,540000,2,11903
580,0,0,0,25021,0,11941,540000,2,11904
580,0,0,0,25021,0,11951,540000,2,11905
580,0,0,0,25021,0,12011,540000,2,12001
580,0,0,0,25021,0,12021,540000,2,12002
580,0,0,0,25021,0,12031,540000,2,12003
580,0,0,0,25021,0,12041,540000,2,12004
580,0,0,0,25021,0,12051,540000,2,12005
580,0,0,0,25021,0,12111,540000,2,12101
580,0,0,0,25021,0,12121,540000,2,12102
580,0,0,0,25021,0,12131,540000,2,12103
580,0,0,0,25021,0,12141,540000,2,12104
580,0,0,0,25021,0,12151,540000,2,12105
1450,0,0,0,25021,0,12211,540000,2,12201
1450,0,0,0,25021,0,12221,540000,2,12202
580,0,0,0,25021,0,12311,540000,2,12301
580,0,0,0,25021,0,12321,540000,2,12302
580,0,0,0,25021,0,12331,540000,2,12303
580,0,0,0,25021,0,12341,540000,2,12304
580,0,0,0,25021,0,12351,540000,2,12305
580,0,0,0,25021,0,12411,540000,2,12401
580,0,0,0,25021,0,12421,540000,2,12402
580,0,0,0,25021,0,12431,540000,2,12403
580,0,0,0,25021,0,12441,540000,2,12404
580,0,0,0,25021,0,12451,540000,2,12405
580,0,0,0,25021,0,12511,540000,2,12501
580,0,0,0,25021,0,12521,540000,2,12502
580,0,0,0,25021,0,12531,540000,2,12503
580,0,0,0,25021,0,12541,540000,2,12504
580,0,0,0,25021,0,12551,540000,2,12505
970,0,0,0,25021,0,12611,540000,2,12601
970,0,0,0,25021,0,12621,540000,2,12602
970,0,0,0,25021,0,12631,540000,2,12603
