prize_memory_id_13,prize_memory_id_26,rarity_odds,unknown_31,prize_memory_id_22,prize_memory_id_9,unknown_40,prize_memory_id_23,prize_memory_id_20,prize_memory_id_8,prize_memory_id_30,prize_memory_id_7,unknown_32,prize_memory_id_5,prize_memory_id_1,prize_memory_id_15,prize_memory_id_28,prize_memory_id_2,prize_memory_id_14,prizegacha_id,prize_memory_id_4,unknown_38,prize_memory_id_25,disp_prize_fixed_compensation,prize_memory_id_18,prize_memory_id_10,prize_memory_id_29,prize_memory_id_6,unknown_34,prize_memory_id_3,prize_fixed_compensation_quantity,prize_memory_id_27,gacha_prize1,unknown_33,prize_memory_id_11,unknown_36,unknown_39,prize_memory_id_19,prize_memory_id_21,prize_fixed_compensation,prize_memory_id_24,prize_memory_id_17,unknown_37,prize_memory_id_16,unknown_35,prize_memory_id_12,gacha_prize10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31111,0,0,0,0,100012,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31095,0,0,31096,0,100013,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31100,0,0,31103,0,100014,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31115,0,0,0,0,100015,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31104,0,0,31106,0,100016,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31120,0,0,31119,0,100017,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31075,0,0,31078,0,100018,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31107,0,0,31108,0,100019,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31077,0,0,31079,0,100020,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31111,0,0,31113,0,100021,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31114,0,0,31065,0,100022,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31081,0,0,31083,0,100023,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31097,0,0,31099,0,100024,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31115,0,0,31117,0,100025,31086,0,0,5,0,0,0,0,0,31084,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31120,0,0,31119,0,100026,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31088,0,0,31087,0,100027,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31122,0,0,31091,0,100028,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31131,0,0,0,0,100029,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31124,0,0,31125,0,100030,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31134,0,0,0,0,100031,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31110,0,0,31109,0,100032,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31139,0,0,0,0,100033,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31127,0,0,31128,0,100034,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31129,0,0,31066,0,100035,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31103,0,0,31100,0,100036,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31078,0,0,31075,0,100037,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31144,0,0,0,0,100038,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31131,0,0,0,0,100039,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31079,0,0,31077,0,100040,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31104,0,0,0,0,100041,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31118,0,0,31150,0,100042,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31134,0,0,0,0,100043,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31155,0,0,0,0,100044,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31137,0,0,31138,0,100045,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31081,0,0,31083,0,100046,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31106,0,0,0,0,100047,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31139,0,0,0,0,100048,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31111,0,0,0,0,100049,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31142,0,0,31143,0,100050,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31084,0,0,31086,0,100051,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31144,0,0,0,0,100052,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31115,0,0,0,0,100053,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31118,0,0,31150,0,100054,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31088,0,0,31087,0,100055,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31120,0,0,31119,0,100056,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31155,0,0,0,0,100057,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31170,0,0,0,0,100058,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31061,0,200000,0,0,31802,0,0,0,31068,0,31801,0,31803,31181,0,0,31808,31071,100059,31807,0,0,5,0,31805,0,31806,0,31067,1,0,1,0,31804,0,0,0,0,9,0,0,0,0,0,31070,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31078,0,0,31075,0,100060,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31159,0,0,31160,0,100061,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31172,0,0,0,0,100062,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31091,0,0,0,0,100063,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31162,0,0,31163,0,100064,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31180,0,0,0,0,100065,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31165,0,0,31166,0,100066,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31177,0,0,0,0,100067,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31167,0,0,31169,0,100068,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31199,0,0,0,0,100069,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31170,0,0,0,0,100070,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31207,0,0,31209,0,100071,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31079,0,0,31077,0,100072,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31103,0,0,31100,0,100073,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31172,0,0,0,0,100074,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31210,0,0,31211,0,100075,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31131,0,0,31134,0,100076,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31106,0,0,31104,0,100077,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31804,0,200001,0,0,31801,0,0,0,31806,0,31803,0,31067,31230,31061,0,31809,31070,100078,31808,0,0,5,0,31068,0,31807,0,31181,1,0,1,0,31802,0,0,0,0,10,0,0,0,31071,0,31805,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31180,0,0,0,0,100079,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31177,0,0,0,0,100080,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31081,0,0,31083,0,100081,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31111,0,0,31139,0,100082,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31215,0,0,0,0,100083,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31078,0,0,31075,0,100084,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31084,0,0,31086,0,100085,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31199,0,0,0,0,100086,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31115,0,0,31144,0,100087,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31207,0,0,31209,0,100088,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31088,31120,0,0,31118,0,100089,31150,0,0,5,0,0,0,31087,0,31119,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,31223,0,31222,0,31220,31164,0,0,31213,0,100090,31216,0,0,5,0,0,0,31219,0,31214,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,31242,0,31237,31226,0,0,31227,0,100091,31232,0,0,5,0,0,0,31239,0,31231,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31210,0,0,31211,0,100092,31091,0,0,5,0,0,0,0,0,31155,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31225,0,0,0,0,100093,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31802,0,200001,0,0,31803,0,0,0,31807,0,31067,0,31181,31182,31804,0,31810,31805,100094,31809,0,0,5,31071,31806,0,31808,0,31230,1,0,1,0,31801,0,0,0,0,10,0,31061,0,31070,0,31068,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31229,0,0,0,0,100095,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31215,0,0,0,0,100096,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31233,0,0,0,0,100097,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31236,0,0,0,0,100098,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31238,0,0,0,0,100099,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31240,0,0,0,0,100100,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31246,0,0,31245,0,100101,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31225,0,0,0,0,100102,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31075,0,0,31078,0,100103,31100,0,0,5,0,0,0,0,0,31103,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31229,0,0,0,0,100104,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31248,0,0,31250,0,100105,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31077,0,0,31079,0,100106,31104,0,0,5,0,0,0,0,0,31106,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31172,0,0,31170,0,100107,31134,0,0,5,0,0,0,0,0,31131,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31801,0,200001,0,0,31067,0,0,31071,31808,0,31181,0,31230,31265,31802,0,31264,31068,100108,31810,0,0,5,31070,31807,0,31809,0,31182,1,0,1,0,31803,0,0,31061,0,10,0,31804,0,31805,0,31806,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31180,0,0,31233,0,100109,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,0,100110,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31236,0,0,0,0,100111,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31177,31081,0,0,31083,0,100112,31139,0,0,5,0,0,0,0,0,31111,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31253,0,0,0,0,100113,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31238,0,0,0,0,100114,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31255,0,0,31256,0,100115,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31240,0,0,0,0,100116,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31199,31084,0,0,31086,0,100117,31144,0,0,5,0,0,0,0,0,31115,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31262,0,0,0,0,100118,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31246,0,0,31245,0,100119,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31091,0,0,31155,0,100120,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31118,0,0,31150,0,100121,31209,0,0,5,0,0,0,0,0,31207,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31248,0,0,31250,0,100122,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31266,0,0,0,0,100123,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31210,0,0,31211,0,100124,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31803,0,200001,0,31071,31181,0,0,31070,31809,0,31230,0,31182,31290,31801,0,31811,31806,100125,31264,0,0,5,31805,31808,0,31810,0,31265,1,0,1,0,31067,0,0,31804,31061,10,0,31802,0,31068,0,31807,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31088,0,0,31087,0,100126,31119,0,0,5,0,0,0,0,0,31120,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31269,0,0,31271,0,100127,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31200,0,0,0,0,100128,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31272,0,0,0,0,100129,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31215,0,0,0,0,100130,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31253,0,0,0,0,100131,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31275,0,0,0,0,100132,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31255,0,0,31256,0,100133,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
