ex_skill_lv_3,life_steal,hp,rarity,ex_skill_lv_1,resist_status_id,energy_recovery_rate,promotion_level,main_skill_lv_4,level,dodge,virtual_hp,physical_penetrate,energy_reduce_rate,unique_equipment_flag_1,wave_energy_recovery,unit_id,magic_critical,ex_skill_lv_5,def,enemy_id,magic_penetrate,main_skill_lv_9,ex_skill_lv_4,main_skill_lv_5,magic_str,ex_skill_lv_2,main_skill_lv_2,magic_def,atk,main_skill_lv_10,accuracy,main_skill_lv_3,main_skill_lv_1,break_durability,physical_critical,main_skill_lv_8,union_burst_level,hp_recovery_rate,resist_variation_id,wave_hp_recovery,main_skill_lv_6,name,main_skill_lv_7
0,0,444,1,0,200000003,30,1,4,2,1,0,0,0,0,0,201200,10,0,150,101010404,0,0,0,0,0,0,4,40,24,0,0,4,4,0,10,0,2,0,0,0,0,"골렘",0
0,0,337,1,0,200000001,30,1,4,3,1,0,0,0,0,0,200600,10,0,5,101010501,0,0,0,0,0,0,4,4,34,0,0,4,4,0,10,0,3,0,0,0,0,"랫튼",0
0,0,371,1,0,200000006,30,1,4,3,1,0,0,0,0,0,200700,10,0,5,101010502,0,0,0,0,26,0,4,5,0,0,0,4,4,0,10,0,3,0,0,0,0,"우드 소울",0
0,0,428,1,0,200000001,30,1,4,3,1,0,0,0,0,0,203000,10,0,7,101010503,0,0,0,0,29,0,4,4,0,0,0,4,4,0,10,0,3,0,0,0,0,"젤라티나",0
0,0,463,1,0,200000001,30,1,4,3,1,0,0,0,0,0,201100,10,0,5,101010504,0,0,0,0,0,0,4,4,29,0,0,4,4,0,10,0,3,0,0,0,0,"코볼트",0
0,0,624,1,0,200000001,30,1,0,3,1,0,0,0,0,0,204000,10,0,6,101010505,0,0,0,0,0,0,0,4,40,0,0,0,0,0,10,0,3,0,0,0,0,"쁘띠 그리핀",0
0,0,347,1,0,200000006,30,1,5,3,1,0,0,0,0,0,200100,10,0,5,101010601,0,0,0,0,0,0,5,4,32,0,0,5,5,0,10,0,3,0,0,0,0,"우끼끼",0
0,0,371,1,0,200000006,30,1,5,3,1,0,0,0,0,0,200700,10,0,4,101010602,0,0,0,0,26,0,5,4,0,0,0,5,5,0,10,0,3,0,0,0,0,"우드 소울",0
0,0,413,1,0,200000003,30,1,5,3,1,0,0,0,0,0,201200,10,0,98,101010603,0,0,0,0,0,0,5,6,63,0,0,5,5,0,10,0,3,0,0,0,0,"골렘",0
0,0,392,1,0,200000001,30,1,5,3,1,0,0,0,0,0,203000,10,0,6,101010604,0,0,0,0,45,0,5,4,0,0,0,5,5,0,10,0,3,0,0,0,0,"젤라티나",0
0,0,428,1,0,200000006,30,1,5,3,1,0,0,0,0,0,203100,10,0,7,101010605,0,0,0,0,24,0,5,4,0,0,0,5,5,0,10,0,3,0,0,0,0,"새끼 왕도마뱀",0
0,0,566,1,0,200000001,30,1,5,3,1,0,0,0,0,0,204000,10,0,6,101010606,0,0,0,0,0,0,5,4,79,0,0,5,5,0,10,0,3,0,0,0,0,"쁘띠 그리핀",0
0,0,347,1,0,200000006,30,1,5,4,1,0,0,0,0,0,200100,10,0,5,101010701,0,0,0,0,0,0,5,4,32,0,0,5,5,0,10,0,4,0,0,0,0,"우끼끼",0
0,0,288,1,0,200000001,30,1,5,4,1,0,0,0,0,0,200600,10,0,5,101010702,0,0,0,0,0,0,5,4,43,0,0,5,5,0,10,0,4,0,0,0,0,"랫튼",0
0,0,371,1,0,200000006,30,1,5,4,1,0,0,0,0,0,200700,10,0,4,101010703,0,0,0,0,26,0,5,4,0,0,0,5,5,0,10,0,4,0,0,0,0,"우드 소울",0
0,0,402,1,0,200000001,30,1,5,4,1,0,0,0,0,0,201100,10,0,5,101010704,0,0,0,0,0,0,5,4,29,0,0,5,5,0,10,0,4,0,0,0,0,"코볼트",0
0,0,372,1,0,200000001,30,1,5,4,1,0,0,0,0,0,203000,10,0,6,101010705,0,0,0,0,45,0,5,4,0,0,0,5,5,0,10,0,4,0,0,0,0,"젤라티나",0
0,0,476,1,0,200000006,30,1,5,4,1,0,0,0,0,0,203100,10,0,4,101010706,0,0,0,0,52,0,5,5,0,0,0,5,5,0,10,0,4,0,0,0,0,"새끼 왕도마뱀",0
0,0,527,1,0,200000001,30,1,5,4,1,0,0,0,0,0,200900,10,0,6,101010801,0,0,0,0,0,0,5,5,59,0,0,5,5,0,10,0,4,0,0,0,0,"스탬프",0
0,0,297,1,0,200000001,30,1,5,4,1,0,0,0,0,0,200600,10,0,5,101010802,0,0,0,0,0,0,5,4,49,0,0,5,5,0,10,0,4,0,0,0,0,"랫튼",0
0,0,407,1,0,200000006,30,1,5,4,1,0,0,0,0,0,200700,10,0,5,101010803,0,0,0,0,29,0,5,5,0,0,0,5,5,0,10,0,4,0,0,0,0,"우드 소울",0
0,0,409,1,0,200000001,30,1,5,4,1,0,0,0,0,0,201100,10,0,5,101010804,0,0,0,0,0,0,5,4,33,0,0,5,5,0,10,0,4,0,0,0,0,"코볼트",0
0,0,477,1,0,200000006,30,1,5,4,1,0,0,0,0,0,203100,10,0,5,101010805,0,0,0,0,66,0,5,5,0,0,0,5,5,0,10,0,4,0,0,0,0,"새끼 왕도마뱀",0
0,0,349,1,0,200000006,30,1,6,5,1,0,0,0,0,0,200100,10,0,5,101010901,0,0,0,0,0,0,6,4,35,0,0,6,6,0,10,0,5,0,0,0,0,"우끼끼",0
0,0,407,1,0,200000006,30,1,6,5,1,0,0,0,0,0,200700,10,0,5,101010902,0,0,0,0,34,0,6,5,0,0,0,6,6,0,10,0,5,0,0,0,0,"우드 소울",0
0,0,527,1,0,200000001,30,1,6,5,1,0,0,0,0,0,200900,10,0,6,101010903,0,0,0,0,0,0,6,5,54,0,0,6,6,0,10,0,5,0,0,0,0,"스탬프",0
0,0,394,1,0,200000001,30,1,6,5,1,0,0,0,0,0,203000,10,0,7,101010904,0,0,0,0,56,0,6,4,0,0,0,6,6,0,10,0,5,0,0,0,0,"젤라티나",0
0,0,477,1,0,200000006,30,1,6,5,1,0,0,0,0,0,203100,10,0,5,101010905,0,0,0,0,71,0,6,5,0,0,0,6,6,0,10,0,5,0,0,0,0,"새끼 왕도마뱀",0
0,0,574,1,0,200000001,30,1,6,5,1,0,0,0,0,0,204000,10,0,6,101010906,0,0,0,0,0,0,6,4,76,0,0,6,6,0,10,0,5,0,0,0,0,"쁘띠 그리핀",0
0,0,4582,1,0,300000003,50,1,7,5,1,0,0,0,0,0,300500,10,0,10,101011001,0,0,0,0,87,0,7,2,92,0,0,7,7,0,10,0,5,0,0,0,0,"리자드맨",0
0,0,505,1,0,200000006,30,1,7,5,1,0,0,0,0,0,200100,10,0,7,101011002,0,0,0,0,0,0,7,6,53,0,0,7,7,0,10,0,5,0,0,0,0,"우끼끼",0
0,0,517,1,0,200000006,30,1,7,5,1,0,0,0,0,0,200700,10,0,7,101011003,0,0,0,0,36,0,7,7,0,0,0,7,7,0,10,0,5,0,0,0,0,"우드 소울",0
0,0,519,1,0,200000001,30,1,7,5,1,0,0,0,0,0,201100,10,0,7,101011004,0,0,0,0,0,0,7,6,67,0,0,7,7,0,10,0,5,0,0,0,0,"코볼트",0
0,0,623,1,0,200000003,30,1,7,5,1,0,0,0,0,0,201200,10,0,105,101011005,0,0,0,0,0,0,7,9,126,0,0,7,7,0,10,0,5,0,0,0,0,"골렘",0
0,0,410,1,0,200000001,30,1,7,5,1,0,0,0,0,0,203000,10,0,10,101011006,0,0,0,0,106,0,7,6,0,0,0,7,7,0,10,0,5,0,0,0,0,"젤라티나",0
0,0,597,1,0,200000006,30,1,7,5,1,0,0,0,0,0,203100,10,0,7,101011007,0,0,0,0,99,0,7,8,0,0,0,7,7,0,10,0,5,0,0,0,0,"새끼 왕도마뱀",0
0,0,627,1,0,200000001,30,1,7,5,1,0,0,0,0,0,204000,10,0,9,101011008,0,0,0,0,0,0,7,6,114,0,0,7,7,0,10,0,5,0,0,0,0,"쁘띠 그리핀",0
0,0,405,1,0,200000001,30,1,8,6,1,0,0,0,0,0,203000,10,0,10,101020101,0,0,0,0,110,0,8,7,0,0,0,8,8,0,10,0,6,0,0,0,0,"젤라티나",0
0,0,623,1,0,200000006,30,1,9,6,1,0,0,0,0,0,200700,10,0,7,101020102,0,0,0,0,80,0,9,8,0,0,0,9,9,0,10,0,6,0,0,0,0,"우드 소울",0
0,0,573,1,0,200000001,30,1,9,6,1,0,0,0,0,0,203200,10,0,7,101020103,0,0,0,0,117,0,9,8,0,0,0,9,9,0,10,0,6,0,0,0,0,"임프",0
0,0,534,1,0,200000003,30,1,9,6,1,0,0,0,0,0,201300,10,0,9,101020104,0,0,0,0,0,0,9,7,62,0,0,9,9,0,10,0,6,0,0,0,0,"록 플라워",0
0,0,583,1,0,200000001,30,1,9,6,1,0,0,0,0,0,203300,10,0,194,101020105,0,0,0,0,0,0,9,7,96,0,0,9,9,0,10,0,6,0,0,0,0,"고블린 가드",0
0,0,651,1,0,200000001,30,1,9,6,1,0,0,0,0,0,204000,10,0,9,101020106,0,0,0,0,0,0,9,6,136,0,0,9,9,0,10,0,6,0,0,0,0,"쁘띠 그리핀",0
0,0,617,1,0,200000001,30,1,8,6,1,0,0,0,0,0,200900,10,0,8,101020201,0,0,0,0,0,0,8,7,96,0,0,8,8,0,10,0,6,0,0,0,0,"스탬프",0
0,0,573,1,0,200000001,30,1,8,6,1,0,0,0,0,0,203200,10,0,7,101020202,0,0,0,0,117,0,8,8,0,0,0,8,8,0,10,0,6,0,0,0,0,"임프",0
0,0,362,1,0,200000001,30,1,8,6,1,0,0,0,0,0,200600,10,0,7,101020203,0,0,0,0,0,0,8,6,96,0,0,8,8,0,10,0,6,0,0,0,0,"랫튼",0
0,0,520,1,0,200000006,30,1,8,6,1,0,0,0,0,0,203100,10,0,7,101020204,0,0,0,0,94,0,8,8,0,0,0,8,8,0,10,0,6,0,0,0,0,"새끼 왕도마뱀",0
0,0,632,1,0,200000001,30,1,8,6,1,0,0,0,0,0,201600,10,0,6,101020205,0,0,0,0,65,0,8,6,0,0,0,8,8,0,10,0,6,0,0,0,0,"드라이어드",0
0,0,367,1,0,200000006,30,1,8,6,1,0,0,0,0,0,200100,10,0,7,101020206,0,0,0,0,0,0,8,6,48,0,0,8,8,0,10,0,6,0,0,0,0,"우끼끼",0
0,0,626,1,0,200000003,30,1,10,7,1,0,0,0,0,0,201200,10,0,159,101020301,0,0,0,0,0,0,10,10,122,0,0,10,10,0,10,0,7,0,0,0,0,"골렘",0
0,0,587,1,0,200000001,30,1,10,7,1,0,0,0,0,0,203200,10,0,7,101020302,0,0,0,0,117,0,10,9,0,0,0,10,10,0,10,0,7,0,0,0,0,"임프",0
0,0,578,1,0,200000001,30,1,10,7,1,0,0,0,0,0,200900,10,0,8,101020303,0,0,0,0,0,0,10,8,122,0,0,10,10,0,10,0,7,0,0,0,0,"스탬프",0
0,0,487,1,0,200000001,30,1,10,7,1,0,0,0,0,0,201100,10,0,8,101020304,0,0,0,0,0,0,10,6,75,0,0,10,10,0,10,0,7,0,0,0,0,"코볼트",0
0,0,926,1,0,200000001,30,1,10,7,1,0,0,0,0,0,200500,10,0,8,101020305,0,0,0,0,0,0,10,6,169,0,0,10,10,0,10,0,7,0,0,0,0,"와일드 혼",0
0,0,903,1,0,200000003,30,1,10,7,1,0,0,0,0,0,201200,10,0,170,101020401,0,0,0,0,0,0,10,10,137,0,0,10,10,0,10,0,7,0,0,0,0,"골렘",0
0,0,861,1,0,200000001,30,1,10,7,1,0,0,0,0,0,200900,10,0,9,101020402,0,0,0,0,0,0,10,8,137,0,0,10,10,0,10,0,7,0,0,0,0,"스탬프",0
0,0,711,1,0,200000001,30,1,10,7,1,0,0,0,0,0,202101,10,0,8,101020403,0,0,0,0,0,0,10,6,121,0,0,10,10,0,10,0,7,0,0,0,0,"빨간 버섯",0
0,0,875,1,0,200000001,30,1,10,7,1,0,0,0,0,0,203200,10,0,7,101020404,0,0,0,0,122,0,10,9,0,0,0,10,10,0,10,0,7,0,0,0,0,"임프",0
0,0,728,1,0,200000003,30,1,10,7,1,0,0,0,0,0,201300,10,0,10,101020405,0,0,0,0,0,0,10,7,88,0,0,10,10,0,10,0,7,0,0,0,0,"록 플라워",0
0,0,1057,1,0,200000001,30,1,10,8,1,0,0,0,0,0,203200,10,0,8,101020501,0,0,0,0,127,0,10,10,0,0,0,10,10,0,10,0,8,0,0,0,0,"임프",0
0,0,904,1,0,200000003,30,1,10,8,1,0,0,0,0,0,201300,10,0,10,101020502,0,0,0,0,0,0,10,8,102,0,0,10,10,0,10,0,8,0,0,0,0,"록 플라워",0
0,0,1059,1,0,200000001,30,1,10,8,1,0,0,0,0,0,204000,10,0,10,101020503,0,0,0,0,0,0,10,7,186,0,0,10,10,0,10,0,8,0,0,0,0,"쁘띠 그리핀",0
0,0,934,1,0,200000001,30,1,10,8,1,0,0,0,0,0,203300,10,0,221,101020504,0,0,0,0,0,0,10,8,136,0,0,10,10,0,10,0,8,0,0,0,0,"고블린 가드",0
0,0,885,1,0,200000001,30,1,10,8,1,0,0,0,0,0,202101,10,0,8,101020505,0,0,0,0,0,0,10,7,136,0,0,10,10,0,10,0,8,0,0,0,0,"빨간 버섯",0
0,0,1597,1,0,200000001,30,1,10,8,1,0,0,0,0,0,200400,10,0,8,101020506,0,0,0,0,0,0,10,6,220,0,0,10,10,0,10,0,8,0,0,0,0,"웨어울프",0
0,0,1048,1,0,200000001,30,1,10,8,1,0,0,0,0,0,200900,10,0,9,101020507,0,0,0,0,0,0,10,9,152,0,0,10,10,0,10,0,8,0,0,0,0,"스탬프",0
0,0,1054,1,0,200000001,30,1,11,8,1,0,0,0,0,0,200900,10,0,9,101020601,0,0,0,0,0,0,11,9,157,0,0,11,11,0,10,0,8,0,0,0,0,"스탬프",0
0,0,1063,1,0,200000006,30,1,11,8,1,0,0,0,0,0,203500,10,0,10,101020602,0,0,0,0,0,0,11,7,80,0,0,11,11,0,10,0,8,0,0,0,0,"드릴 몰",0
0,0,1591,1,0,200000001,30,1,11,8,1,0,0,0,0,0,200500,10,0,9,101020603,0,0,0,0,0,0,11,7,186,0,0,11,11,0,10,0,8,0,0,0,0,"와일드 혼",0
0,0,529,1,0,200000001,30,1,11,8,1,0,0,0,0,0,200600,10,0,9,101020604,0,0,0,0,0,0,11,8,142,0,0,11,11,0,10,0,8,0,0,0,0,"랫튼",0
0,0,1608,1,0,200000001,30,1,11,8,1,0,0,0,0,0,200400,10,0,8,101020605,0,0,0,0,0,0,11,6,234,0,0,11,11,0,10,0,8,0,0,0,0,"웨어울프",0
0,0,1064,1,0,200000001,30,1,11,8,1,0,0,0,0,0,203200,10,0,8,101020606,0,0,0,0,128,0,11,10,0,0,0,11,11,0,10,0,8,0,0,0,0,"임프",0
0,0,948,1,0,200000001,30,1,12,9,1,0,0,0,0,0,203300,10,0,239,101020701,0,0,0,0,0,0,12,8,149,0,0,12,12,0,10,0,9,0,0,0,0,"고블린 가드",0
0,0,1091,1,0,200000006,30,1,12,9,1,0,0,0,0,0,203500,10,0,11,101020702,0,0,0,0,0,0,12,7,93,0,0,12,12,0,10,0,9,0,0,0,0,"드릴 몰",0
0,0,1080,1,0,200000001,30,1,12,9,1,0,0,0,0,0,200900,10,0,10,101020703,0,0,0,0,0,0,12,9,168,0,0,12,12,0,10,0,9,0,0,0,0,"스탬프",0
0,0,1091,1,0,200000001,30,1,12,9,1,0,0,0,0,0,204000,10,0,11,101020704,0,0,0,0,0,0,12,7,205,0,0,12,12,0,10,0,9,0,0,0,0,"쁘띠 그리핀",0
0,0,1657,1,0,200000001,30,1,12,9,1,0,0,0,0,0,200400,10,0,8,101020705,0,0,0,0,0,0,12,6,242,0,0,12,12,0,10,0,9,0,0,0,0,"웨어울프",0
0,0,932,1,0,200000003,30,1,12,9,1,0,0,0,0,0,201300,10,0,11,101020706,0,0,0,0,0,0,12,8,112,0,0,12,12,0,10,0,9,0,0,0,0,"록 플라워",0
0,0,937,1,0,200000001,30,1,12,10,1,0,0,0,0,0,202101,10,0,9,101020801,0,0,0,0,0,0,12,8,154,0,0,12,12,0,10,0,10,0,0,0,0,"빨간 버섯",0
0,0,1121,1,0,200000006,30,1,12,10,1,0,0,0,0,0,203500,10,0,11,101020802,0,0,0,0,0,0,12,8,97,0,0,12,12,0,10,0,10,0,0,0,0,"드릴 몰",0
0,0,1677,1,0,200000001,30,1,12,10,1,0,0,0,0,0,200500,10,0,10,101020803,0,0,0,0,0,0,12,8,201,0,0,12,12,0,10,0,10,0,0,0,0,"와일드 혼",0
0,0,810,1,0,200000006,30,1,12,10,1,0,0,0,0,0,200700,10,0,8,101020804,0,0,0,0,165,0,12,9,0,0,0,12,12,0,10,0,10,0,0,0,0,"우드 소울",0
0,0,1128,1,0,200000001,30,1,12,10,1,0,0,0,0,0,203200,10,0,8,101020805,0,0,0,0,148,0,12,11,0,0,0,12,12,0,10,0,10,0,0,0,0,"임프",0
0,0,1121,1,0,200000001,30,1,12,10,1,0,0,0,0,0,204000,10,0,11,101020806,0,0,0,0,0,0,12,8,212,0,0,12,12,0,10,0,10,0,0,0,0,"쁘띠 그리핀",0
0,0,810,1,0,200000001,30,1,12,10,1,0,0,0,0,0,201100,10,0,9,101020807,0,0,0,0,0,0,12,8,116,0,0,12,12,0,10,0,10,0,0,0,0,"코볼트",0
0,0,1677,1,0,200000001,30,1,14,11,1,0,0,0,0,0,200500,10,0,10,101020901,0,0,0,0,0,0,14,8,211,0,0,14,14,0,10,0,11,0,0,0,0,"와일드 혼",0
0,0,1121,1,0,200000001,30,1,14,11,1,0,0,0,0,0,204000,10,0,11,101020902,0,0,0,0,0,0,14,8,212,0,0,14,14,0,10,0,11,0,0,0,0,"쁘띠 그리핀",0
0,0,1036,1,0,200000001,30,1,14,11,1,0,0,0,0,0,200900,10,0,11,101020903,0,0,0,0,0,0,14,10,169,0,0,14,14,0,10,0,11,0,0,0,0,"스탬프",0
0,0,1128,1,0,200000001,30,1,14,11,1,0,0,0,0,0,203200,10,0,8,101020904,0,0,0,0,148,0,14,11,0,0,0,14,14,0,10,0,11,0,0,0,0,"임프",0
0,0,979,1,0,200000003,30,1,14,11,1,0,0,0,0,0,201300,10,0,12,101020905,0,0,0,0,0,0,14,9,119,0,0,14,14,0,10,0,11,0,0,0,0,"록 플라워",0
0,0,1010,1,0,200000001,30,1,16,12,1,0,0,0,0,0,203300,10,0,252,101021001,0,0,0,0,0,0,16,9,164,0,0,16,16,0,10,0,12,0,0,0,0,"고블린 가드",0
0,0,1180,1,0,200000006,30,1,16,12,1,0,0,0,0,0,203500,10,0,12,101021002,0,0,0,0,0,0,16,8,103,0,0,16,16,0,10,0,12,0,0,0,0,"드릴 몰",0
0,0,590,1,0,200000001,30,1,16,12,1,0,0,0,0,0,200600,10,0,10,101021003,0,0,0,0,0,0,16,9,184,0,0,16,16,0,10,0,12,0,0,0,0,"랫튼",0
0,0,1180,1,0,200000001,30,1,16,12,1,0,0,0,0,0,204000,10,0,12,101021004,0,0,0,0,0,0,16,8,225,0,0,16,16,0,10,0,12,0,0,0,0,"쁘띠 그리핀",0
0,0,1007,1,0,200000003,30,1,16,12,1,0,0,0,0,0,201300,10,0,12,101021005,0,0,0,0,0,0,16,9,123,0,0,16,16,0,10,0,12,0,0,0,0,"록 플라워",0
0,0,1183,1,0,200000001,30,1,16,12,1,0,0,0,0,0,203200,10,0,9,101021006,0,0,0,0,160,0,16,12,0,0,0,16,16,0,10,0,12,0,0,0,0,"임프",0
0,0,1791,1,0,200000001,30,1,16,12,1,0,0,0,0,0,200400,10,0,9,101021007,0,0,0,0,0,0,16,7,256,0,0,16,16,0,10,0,12,0,0,0,0,"웨어울프",0
0,0,1745,1,0,200000001,30,1,14,13,1,0,0,0,0,0,200500,10,0,15,101021101,0,0,0,0,0,0,14,11,250,0,0,14,14,0,10,0,13,0,0,0,0,"와일드 혼",0
0,0,1429,1,0,200000001,30,1,14,13,1,0,0,0,0,0,202101,10,0,13,101021102,0,0,0,0,0,0,14,11,240,0,0,14,14,0,10,0,13,0,0,0,0,"빨간 버섯",0
0,0,1229,1,0,200000006,30,1,14,13,1,0,0,0,0,0,200700,10,0,12,101021103,0,0,0,0,235,0,14,14,0,0,0,14,14,0,10,0,13,0,0,0,0,"우드 소울",0
0,0,1007,1,0,200000003,30,1,14,13,1,0,0,0,0,0,201300,10,0,12,101021104,0,0,0,0,0,0,14,9,123,0,0,14,14,0,10,0,13,0,0,0,0,"록 플라워",0
0,0,1180,1,0,200000006,30,1,14,13,1,0,0,0,0,0,203500,10,0,12,101021105,0,0,0,0,0,0,14,8,103,0,0,14,14,0,10,0,13,0,0,0,0,"드릴 몰",0
0,0,1010,1,0,200000001,30,1,14,13,1,0,0,0,0,0,203300,10,0,252,101021106,0,0,0,0,0,0,14,9,164,0,0,14,14,0,10,0,13,0,0,0,0,"고블린 가드",0
0,0,1791,1,0,200000001,30,1,14,13,1,0,0,0,0,0,200400,10,0,9,101021107,0,0,0,0,0,0,14,7,266,0,0,14,14,0,10,0,13,0,0,0,0,"웨어울프",0
13,0,1180,1,13,200000001,30,1,13,13,1,0,0,0,0,0,204000,10,13,12,101021108,0,13,13,13,0,13,13,9,225,13,0,13,13,0,10,13,13,0,0,0,13,"쁘띠 그리핀",13
0,0,1435,1,0,200000001,30,1,16,14,1,0,0,0,0,0,202101,10,0,15,101021201,0,0,0,0,0,0,16,12,240,0,0,16,16,0,10,0,14,0,0,0,0,"빨간 버섯",0
0,0,1445,1,0,200000003,30,1,16,14,1,0,0,0,0,0,201300,10,0,19,101021202,0,0,0,0,0,0,16,14,184,0,0,16,16,0,10,0,14,0,0,0,0,"록 플라워",0
0,0,1709,1,0,200000001,30,1,16,14,1,0,0,0,0,0,203200,10,0,14,101021203,0,0,0,0,188,0,16,18,0,0,0,16,16,0,10,0,14,0,0,0,0,"임프",0
0,0,2555,1,0,200000001,30,1,16,14,1,0,0,0,0,0,200500,10,0,17,101021204,0,0,0,0,0,0,16,12,322,0,0,16,16,0,10,0,14,0,0,0,0,"와일드 혼",0
0,0,1341,1,0,200000001,30,1,16,14,1,0,0,0,0,0,203300,10,0,300,101021205,0,0,0,0,0,0,16,14,240,0,0,16,16,0,10,0,14,0,0,0,0,"고블린 가드",0
0,0,11500,1,0,300000003,25,1,16,14,1,0,0,0,0,0,300800,10,0,22,101021206,0,0,0,0,185,0,16,17,225,0,0,16,16,0,10,0,14,0,0,0,0,"엘더 혼",0
0,0,928,1,0,200000003,30,1,18,13,1,0,0,0,0,0,201200,10,0,296,101030101,0,0,0,0,0,0,18,19,201,0,0,18,18,0,10,0,13,0,0,0,0,"골렘",0
0,0,1276,1,0,200000003,30,1,18,13,1,0,0,0,0,0,202901,10,0,18,101030102,0,0,0,0,0,0,18,12,222,0,0,18,18,0,10,0,13,0,0,0,0,"록 리자드",0
0,0,1170,1,0,200000001,30,1,18,13,1,0,0,0,0,0,203200,10,0,12,101030103,0,0,0,0,176,0,18,17,0,0,0,18,18,0,10,0,13,0,0,0,0,"임프",0
0,0,948,1,0,200000001,30,1,18,13,1,0,0,0,0,0,200900,10,0,15,101030104,0,0,0,0,0,0,18,14,151,0,0,18,18,0,10,0,13,0,0,0,0,"스탬프",0
0,0,941,1,0,200000003,30,1,18,13,1,0,0,0,0,0,201300,10,0,17,101030105,0,0,0,0,0,0,18,13,137,0,0,18,18,0,10,0,13,0,0,0,0,"록 플라워",0
0,0,963,1,0,200000001,30,1,19,14,1,0,0,0,0,0,200200,10,0,12,101030201,0,0,0,0,0,0,19,14,147,0,0,19,19,0,10,0,14,0,0,0,0,"벌룬 버드",0
