life_steal,union_burst_level,rarity,hp_recovery_rate,ex_skill_lv_2,dodge,break_durability,magic_penetrate,magic_str,main_skill_lv_4,main_skill_lv_6,atk,hp,energy_recovery_rate,virtual_hp,physical_critical,main_skill_lv_5,magic_def,energy_reduce_rate,physical_penetrate,enemy_id,main_skill_lv_9,promotion_level,resist_status_id,wave_energy_recovery,accuracy,ex_skill_lv_1,magic_critical,main_skill_lv_3,resist_variation_id,level,main_skill_lv_7,ex_skill_lv_5,main_skill_lv_10,ex_skill_lv_4,name,def,unit_id,main_skill_lv_2,ex_skill_lv_3,unique_equipment_flag_1,main_skill_lv_1,wave_hp_recovery,main_skill_lv_8
0,301,5,207,0,12,0,0,13901,301,0,0,5287114,19,0,0,301,3031,20,0,810100204,0,32,200000001,0,42,0,120,301,0,301,0,0,0,0,"쿠우카(오에도)의 섀도우",2191,609501,301,0,1,301,0,0
0,301,5,45,0,0,0,0,33886,301,0,0,3292795,24,0,0,301,457,17,0,810100205,0,32,200000001,0,42,0,2239,301,0,301,0,0,0,0,"캬루(새해)의 섀도우",385,612001,301,0,1,301,0,0
0,3010,0,0,0,0,0,0,0,3010,0,8814,8734904,0,0,0,3010,2265,0,0,810100301,0,1,200000001,0,42,0,0,3010,0,301,0,0,0,0,"정글 가드",906,251300,3010,0,0,3010,0,0
0,301,5,30,0,3,0,0,0,301,0,43840,5186139,27,0,2062,301,406,1,0,810100302,0,32,200000001,0,44,0,0,301,0,301,0,0,0,0,"크리스티나(크리스마스)의 섀도우",476,611502,301,0,1,301,0,0
0,301,6,35,0,12,0,0,0,301,0,45320,4764712,38,0,1921,301,853,0,0,810100303,0,32,200000001,0,65,0,0,301,0,301,0,0,0,0,"시오리의 섀도우",646,603801,301,0,1,301,0,0
0,301,5,30,0,5,0,0,0,301,0,42130,4300082,34,0,2026,301,700,0,0,810100304,0,32,200000001,0,65,0,0,301,0,301,0,0,0,0,"리노(원더)의 섀도우",489,612901,301,0,1,301,0,0
0,3010,0,903,0,0,0,0,0,3010,0,17600,8354042,0,0,0,3010,906,0,0,810100305,0,1,200000001,0,42,0,0,3010,0,301,0,0,0,0,"꽈리 벌레",604,258300,3010,0,0,3010,0,0
0,3020,0,0,0,0,0,0,0,3020,0,9724,10244800,0,0,0,3020,2273,0,0,810100401,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"터틀 타이런트",1515,251100,3020,0,0,3020,0,0
0,3020,0,0,0,200,0,0,0,3020,0,11670,13243084,0,0,0,3020,1364,0,0,810100402,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"고블린 리틀",303,250300,3020,0,0,3020,0,0
0,3020,0,0,0,0,0,0,6528,3020,0,0,12323722,0,0,0,3020,909,0,0,810100403,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"장난 너구리",606,250600,3020,0,0,3020,0,0
0,302,5,20,0,24,0,0,0,302,0,52112,6746755,40,0,2391,302,580,15,0,810100404,0,32,200000001,0,62,0,0,302,0,302,0,0,0,0,"치에루의 섀도우",772,610901,302,0,1,302,0,0
0,302,5,114,0,28,0,0,0,302,0,28169,7957592,20,0,652,302,1882,4,0,810100405,0,32,200000001,0,42,0,0,302,0,302,0,0,0,0,"노조미(크리스마스)의 섀도우",2744,611602,302,0,1,302,0,0
0,3020,0,0,0,0,0,0,0,3020,0,9951,12217327,0,0,0,3020,909,0,0,810100501,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"골렘",2424,250700,3020,0,0,3020,0,0
0,3020,0,0,0,0,0,0,35424,3020,0,0,11048088,0,0,0,3020,1364,0,0,810100502,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"플레어 젤라티나",909,252700,3020,0,0,3020,0,0
0,302,5,36,0,10,0,0,0,302,0,53888,8027121,30,0,2110,302,432,0,0,810100503,0,32,200000001,0,71,0,1208,302,0,302,0,0,0,0,"토모(매지컬)의 섀도우",499,614301,302,0,1,302,0,0
0,302,5,146,0,0,0,0,51298,302,0,0,8146777,20,0,0,302,841,29,0,810100504,0,32,200000001,0,42,0,1023,302,0,302,0,0,0,0,"나나카(여름)의 섀도우",559,613301,302,0,1,302,0,0
0,3020,0,906,0,0,0,0,25403,3020,0,0,13418414,0,0,0,3020,455,0,0,810100505,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"은방울꽃 벌레",303,258400,3020,0,0,3020,0,0
0,302,6,140,0,21,0,0,0,302,0,27753,11033748,26,0,493,302,2313,5,0,810100601,0,32,200000001,0,42,0,0,302,0,302,0,0,0,0,"페코린느의 섀도우",2493,605802,302,0,1,302,0,0
0,3020,0,0,0,0,0,0,0,3020,0,12951,12297640,0,0,0,3020,1818,0,0,810100602,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"샌드 보어",1212,253200,3020,0,0,3020,0,0
0,302,6,20,0,20,0,0,0,302,0,62481,9189303,49,0,2194,302,727,15,0,810100603,0,32,200000001,0,62,0,0,302,0,302,0,0,0,0,"히요리의 섀도우",856,600101,302,0,1,302,0,0
0,302,6,2740,0,3,0,0,48319,302,0,0,9140499,19,0,0,302,1743,21,0,810100604,0,32,200000001,0,42,0,522,302,0,302,0,0,0,0,"치카의 섀도우",1451,604201,302,0,1,302,0,0
0,3020,0,906,0,0,0,0,0,3020,0,1957,11258510,0,0,0,3020,1364,0,0,810100605,0,1,200000001,0,42,0,0,3020,0,302,0,0,0,0,"벌룬 버드",909,257600,3020,0,0,3020,0,0
0,3030,0,0,0,0,0,0,0,3030,0,9953,12976749,0,0,0,3030,912,0,0,810100701,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"골렘",2432,250700,3030,0,0,3030,0,0
0,3030,0,0,0,0,0,0,6526,3030,0,0,14306969,0,0,0,3030,912,0,0,810100702,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"장난 너구리",608,250600,3030,0,0,3030,0,0
0,3030,0,0,0,0,0,0,0,3030,0,11784,12098087,0,0,0,3030,1824,0,0,810100703,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"움직이는 전사 석상",1824,250900,3030,0,0,3030,0,0
0,303,5,86,0,12,0,0,26088,303,0,0,10708529,15,0,0,303,2167,20,0,810100704,0,32,200000001,0,42,0,130,303,0,303,0,0,0,0,"쿠우카(느와르)의 섀도우",2650,619101,303,0,1,303,0,0
0,303,6,40,0,15,0,0,0,303,0,56723,8710513,35,0,1984,303,773,0,0,810100705,0,32,200000001,0,75,0,0,303,0,303,0,0,0,0,"아리사의 섀도우",548,606301,303,0,1,303,0,0
0,3030,0,0,0,0,0,0,26865,3030,0,0,10975615,0,0,0,3030,2280,0,0,810100801,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"게이트 키퍼",1520,251500,3030,0,0,3030,0,0
0,3030,0,0,0,0,0,0,0,3030,0,11903,12063237,0,0,0,3030,2736,0,0,810100802,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"움직이는 검사 석상",1216,251000,3030,0,0,3030,0,0
0,303,5,1580,0,6,0,0,32023,303,0,0,9483730,23,0,0,303,2683,18,0,810100803,0,32,200000001,0,42,0,198,303,0,303,0,0,0,0,"요리(엔젤)의 섀도우",1815,613801,303,0,1,303,0,0
0,3030,0,0,0,0,0,0,46833,3030,0,0,11869295,0,0,0,3030,684,0,0,810100804,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"윙 롭",456,256000,3030,0,0,3030,0,0
0,303,6,45,0,0,0,0,59172,303,0,0,8824926,34,0,0,303,596,18,0,810100805,0,32,200000001,0,42,0,2393,303,0,303,0,0,0,0,"캬루(여름)의 섀도우",507,607801,303,0,1,303,0,0
0,3030,0,0,0,0,0,0,0,3030,0,11557,13035517,0,0,0,3030,2280,0,0,810100901,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"정글 가드",912,251300,3030,0,0,3030,0,0
0,303,6,69,0,26,0,0,0,303,0,23811,11252501,30,0,536,303,2936,5,0,810100902,0,32,200000001,0,42,0,0,303,0,303,0,0,0,0,"쥰의 섀도우",2558,604701,303,0,1,303,0,0
0,3030,0,0,0,0,0,0,0,3030,0,31676,11872997,0,0,0,3030,1368,0,0,810100903,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"랫튼",912,253700,3030,0,0,3030,0,0
0,303,6,64,0,41,0,0,0,303,0,28818,10665885,31,0,196,303,2271,4,0,810100904,0,32,200000001,0,42,0,0,303,0,303,0,0,0,0,"아유미의 섀도우",2978,605501,303,0,1,303,0,0
0,3030,0,0,0,0,0,0,0,3030,0,12468,11582580,0,0,0,3030,1140,0,0,810100905,0,1,200000001,0,42,0,0,3030,0,303,0,0,0,0,"망치 코브라",760,255000,3030,0,0,3030,0,0
0,1800,1,0,0,0,0,0,0,0,0,80000,145000000,70,0,0,0,1300,0,0,810101001,0,1,300000008,0,60,0,0,1200,0,310,0,0,0,0,"고블린 그레이트",1400,305705,0,0,0,600,0,0
0,0,1,0,0,0,0,0,0,100,5000,0,1000000000,0,0,0,0,0,0,0,810101002,0,1,300000008,0,100,0,0,125,0,310,150,0,0,0,"버스트 에너미",0,217300,125,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,810101003,0,1,300000008,0,100,0,0,0,0,310,0,0,0,0,"버스트 에너미",0,217301,0,0,0,100,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,810101004,0,1,300000008,0,100,0,0,0,0,310,0,0,0,0,"버스트 에너미",0,217303,3000,0,0,0,0,0
0,3040,0,0,0,0,0,0,0,3040,0,11008,13682634,0,0,0,3040,915,0,0,810101101,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"골렘",2440,250700,3040,0,0,3040,0,0
0,304,5,30,0,48,0,0,0,304,0,59852,9514010,18,0,2553,304,450,0,0,810101102,0,32,200000001,0,64,0,0,304,0,304,0,0,0,0,"클로에의 섀도우",605,610801,304,0,1,304,0,0
0,304,6,50,0,11,0,0,0,304,0,59250,10405471,32,0,1254,304,1112,0,0,810101103,0,32,200000001,0,47,0,0,304,0,304,0,0,0,0,"이노리의 섀도우",1187,606602,304,0,1,304,0,0
0,3040,0,0,0,0,0,0,0,3040,0,45193,12723732,0,0,0,3040,687,0,0,810101104,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"케이브 에이프",458,256800,3040,0,0,3040,0,0
0,3040,0,912,0,0,0,0,0,3040,0,24400,13243526,0,0,0,3040,915,0,0,810101105,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"꽈리 벌레",610,258300,3040,0,0,3040,0,0
0,3040,0,0,0,0,0,0,0,3040,0,10761,13170027,0,0,0,3040,2288,0,0,810101201,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"터틀 타이런트",1525,251100,3040,0,0,3040,0,0
0,3040,0,0,0,0,0,0,0,3040,0,12126,13646968,0,0,0,3040,1830,0,0,810101202,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"샌드 보어",1220,253200,3040,0,0,3040,0,0
0,3040,0,0,0,0,0,0,0,3040,0,12627,13653499,0,0,0,3040,1373,0,0,810101203,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"고블린 가드",1525,251200,3040,0,0,3040,0,0
0,304,5,147,0,21,0,0,0,304,0,28742,11650699,26,0,511,304,1961,5,0,810101204,0,32,200000001,0,42,0,0,304,0,304,0,0,0,0,"시즈루(여름)의 섀도우",2933,617101,304,0,1,304,0,0
0,304,6,60,0,0,0,0,60649,304,0,0,9813346,29,0,0,304,585,17,0,810101205,0,32,200000001,0,42,0,2460,304,0,304,0,0,0,0,"쿄우카의 섀도우",480,603602,304,0,1,304,0,0
0,304,6,59,0,36,0,0,0,304,0,34960,12642341,28,0,365,304,2367,4,0,810101301,0,32,200000001,0,42,0,0,304,0,304,0,0,0,0,"쿠루미의 섀도우",2305,602101,304,0,1,304,0,0
0,3040,0,0,0,0,0,0,39832,3040,0,0,13680314,0,0,0,3040,1373,0,0,810101302,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"젤라티나",915,252600,3040,0,0,3040,0,0
0,304,5,146,0,0,0,0,55499,304,0,0,10594265,20,0,0,304,857,29,0,810101303,0,32,200000001,0,42,0,1023,304,0,304,0,0,0,0,"나나카(여름)의 섀도우",571,613301,304,0,1,304,0,0
0,304,5,1580,0,6,0,0,40965,304,0,0,11357835,23,0,0,304,2734,18,0,810101304,0,32,200000001,0,42,0,201,304,0,304,0,0,0,0,"요리(엔젤)의 섀도우",1849,613801,304,0,1,304,0,0
0,3040,0,0,0,0,0,0,53440,3040,0,0,13860738,0,0,0,3040,687,0,0,810101305,0,1,200000001,0,42,0,0,3040,0,304,0,0,0,0,"임프",458,256300,3040,0,0,3040,0,0
0,3050,0,0,0,0,0,0,0,3050,0,11384,14485103,0,0,0,3050,2295,0,0,810101401,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"하이 오크",918,252900,3050,0,0,3050,0,0
0,3050,0,0,0,0,0,0,0,3050,0,12749,14412407,0,0,0,3050,2295,0,0,810101402,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"정글 가드",918,251300,3050,0,0,3050,0,0
0,305,6,141,0,21,0,0,0,305,0,28176,12722511,26,0,493,305,2358,5,0,810101403,0,32,200000001,0,42,0,0,305,0,305,0,0,0,0,"페코린느의 섀도우",2544,605802,305,0,1,305,0,0
0,305,5,45,0,0,0,0,68142,305,0,0,9549941,24,0,0,305,459,17,0,810101404,0,32,200000001,0,42,0,2268,305,0,305,0,0,0,0,"캬루(새해)의 섀도우",395,612001,305,0,1,305,0,0
0,3050,0,0,0,0,0,0,53438,3050,0,0,13479043,0,0,0,3050,689,0,0,810101405,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"임프",459,256300,3050,0,0,3050,0,0
0,3050,0,0,0,0,0,0,0,3050,0,11384,14708223,0,0,0,3050,2295,0,0,810101501,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"하이 오크",918,252900,3050,0,0,3050,0,0
0,3050,0,0,0,0,0,0,0,3050,0,11507,14428666,0,0,0,3050,1836,0,0,810101502,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"와일드 혼",1224,251600,3050,0,0,3050,0,0
0,3050,0,0,0,0,0,0,0,3050,0,12749,14635506,0,0,0,3050,2295,0,0,810101503,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"정글 가드",918,251300,3050,0,0,3050,0,0
0,305,5,208,0,12,0,0,27063,305,0,0,12183422,19,0,0,305,3207,20,0,810101504,0,32,200000001,0,42,0,120,305,0,305,0,0,0,0,"쿠우카(오에도)의 섀도우",2237,609501,305,0,1,305,0,0
0,305,6,45,0,0,0,0,72998,305,0,0,10490545,29,0,0,305,574,17,0,810101505,0,32,200000001,0,42,0,2341,305,0,305,0,0,0,0,"미사키의 섀도우",467,605001,305,0,1,305,0,0
0,305,6,24,0,12,0,0,0,305,0,26315,13592091,19,0,135,305,2506,6,0,810101601,0,32,200000001,0,42,0,0,305,0,305,0,0,0,0,"리마의 섀도우",3503,605202,305,0,1,305,0,0
0,305,6,20,0,20,0,0,0,305,0,62513,12013495,49,0,2197,305,769,15,0,810101602,0,32,200000001,0,62,0,0,305,0,305,0,0,0,0,"히요리의 섀도우",875,600101,305,0,1,305,0,0
0,305,6,2640,0,13,0,0,0,305,0,32893,12986070,26,0,575,305,2881,5,0,810101603,0,32,200000001,0,42,0,0,305,0,305,0,0,0,0,"유카리의 섀도우",2021,603401,305,0,1,305,0,0
0,3050,0,0,0,0,0,0,0,3050,0,44918,14602120,0,0,0,3050,689,0,0,810101604,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"방랑 까마귀",459,256100,3050,0,0,3050,0,0
0,3050,0,0,0,0,0,0,0,3050,0,45170,14556578,0,0,0,3050,689,0,0,810101605,0,1,200000001,0,42,0,0,3050,0,305,0,0,0,0,"케이브 에이프",459,256800,3050,0,0,3050,0,0
0,3060,0,0,0,0,0,0,0,3060,0,11507,14908947,0,0,0,3060,1842,0,0,810101701,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"와일드 혼",1228,251600,3060,0,0,3060,0,0
0,3060,0,0,0,0,0,0,0,3060,0,12624,14882731,0,0,0,3060,1382,0,0,810101702,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"고블린 가드",1535,251200,3060,0,0,3060,0,0
0,3060,0,0,0,0,0,0,0,3060,0,12994,14280959,0,0,0,3060,1842,0,0,810101703,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"움직이는 전사 석상",1842,250900,3060,0,0,3060,0,0
0,306,6,49,0,29,0,0,0,306,0,31261,12876732,25,0,565,306,2286,4,0,810101704,0,32,200000001,0,45,0,0,306,0,306,0,0,0,0,"노조미의 섀도우",2976,602901,306,0,1,306,0,0
0,306,6,22,0,17,0,0,0,306,0,52650,12068561,28,0,1400,306,1436,2,0,810101705,0,32,200000001,0,58,0,0,306,0,306,0,0,0,0,"모니카의 섀도우",1451,605301,306,0,1,306,0,0
0,3060,0,0,0,0,0,0,0,3060,0,11131,15938297,0,0,0,3060,3684,0,0,810101801,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"블루 골렘",614,250800,3060,0,0,3060,0,0
0,3060,0,0,0,0,0,0,47677,3060,0,0,13894026,0,0,0,3060,1152,0,0,810101802,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"케이브 뱃",768,254900,3060,0,0,3060,0,0
0,306,6,49,0,0,0,0,69248,306,0,0,11113683,34,0,0,306,761,16,0,810101803,0,32,200000001,0,42,0,2176,306,0,306,0,0,0,0,"나나카의 섀도우",600,601301,306,0,1,306,0,0
0,3060,0,918,0,0,0,0,1929,3060,0,0,14385049,0,0,0,3060,1382,0,0,810101804,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"케이브 스네일",921,256900,3060,0,0,3060,0,0
0,306,6,60,0,0,0,0,60736,306,0,0,11244578,29,0,0,306,586,17,0,810101805,0,32,200000001,0,42,0,2462,306,0,306,0,0,0,0,"쿄우카의 섀도우",482,603602,306,0,1,306,0,0
0,3060,0,0,0,0,0,0,0,3060,0,11383,15594947,0,0,0,3060,2303,0,0,810101901,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"하이 오크",921,252900,3060,0,0,3060,0,0
0,3060,0,0,0,0,0,0,0,3060,0,11507,15315245,0,0,0,3060,1842,0,0,810101902,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"와일드 혼",1228,251600,3060,0,0,3060,0,0
0,306,5,35,0,13,0,0,0,306,0,55211,11633792,29,0,1287,306,969,0,0,810101903,0,32,200000001,0,42,0,0,306,0,306,0,0,0,0,"미후유(작업복)의 섀도우",1137,616901,306,0,1,306,0,0
0,306,5,45,0,0,0,0,69482,306,0,0,10560197,24,0,0,306,522,17,0,810101904,0,32,200000001,0,42,0,2108,306,0,306,0,0,0,0,"라이라엘의 섀도우",470,626501,306,0,0,306,0,0
0,3060,0,0,0,0,0,0,23960,3060,0,0,14563726,0,0,0,3060,691,0,0,810101905,0,1,200000001,0,42,0,0,3060,0,306,0,0,0,0,"슬리피 아울",461,255700,3060,0,0,3060,0,0
0,650,1,0,0,0,0,0,0,0,0,40000,137000000,50,0,0,0,800,0,0,810102001,0,1,300000008,0,60,0,0,5000,0,313,0,0,0,0,"와이번",1200,302106,750,0,0,0,0,0
0,0,1,0,0,0,0,0,0,100,5000,0,1000000000,0,0,0,0,0,0,0,810102002,0,1,300000008,0,100,0,0,125,0,313,150,0,0,0,"버스트 에너미",0,217300,125,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,810102003,0,1,300000008,0,100,0,0,0,0,313,0,0,0,0,"버스트 에너미",0,217301,0,0,0,100,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,0,810102004,0,1,300000008,0,100,0,0,5000,0,313,0,0,0,0,"버스트 에너미",0,217302,0,0,0,0,0,0
0,3070,0,0,0,0,0,0,0,3070,0,12593,13991776,0,0,0,3070,2310,0,0,810102101,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"터틀 타이런트",1540,251100,3070,0,0,3070,0,0
0,3070,0,0,0,0,0,0,0,3070,0,13160,14548906,0,0,0,3070,1386,0,0,810102102,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"오크",1540,252800,3070,0,0,3070,0,0
0,3070,0,0,0,0,0,0,0,3070,0,13449,14501858,0,0,0,3070,1848,0,0,810102103,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"와일드 혼",1232,251600,3070,0,0,3070,0,0
0,307,6,45,0,17,0,0,0,307,0,68716,11751797,28,0,1474,307,1060,0,0,810102104,0,32,200000001,0,46,0,0,307,0,307,0,0,0,0,"아키노의 섀도우",1169,603201,307,0,1,307,0,0
0,307,5,115,0,28,0,0,0,307,0,43415,11347293,20,0,652,307,1986,4,0,810102105,0,32,200000001,0,42,0,0,307,0,307,0,0,0,0,"노조미(크리스마스)의 섀도우",2911,611602,307,0,1,307,0,0
0,3070,0,0,0,200,0,0,0,3070,0,15013,17103124,0,0,0,3070,1386,0,0,810102201,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"고블린 리틀",308,250300,3070,0,0,3070,0,0
0,307,5,45,0,0,0,0,92513,307,0,0,9910033,26,0,0,307,550,17,0,810102202,0,32,200000001,0,42,0,2354,307,0,307,0,0,0,0,"아카리(엔젤)의 섀도우",435,613701,307,0,1,307,0,0
0,3070,0,0,0,0,0,0,61709,3070,0,0,13954587,0,0,0,3070,693,0,0,810102203,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"윙 롭",462,256000,3070,0,0,3070,0,0
0,307,5,153,0,3,0,0,60140,307,0,0,10551257,19,0,0,307,1694,21,0,810102204,0,32,200000001,0,42,0,518,307,0,307,0,0,0,0,"카스미(매지컬)의 섀도우",2098,612201,307,0,1,307,0,0
0,3070,0,921,0,0,0,0,33526,3070,0,0,16052956,0,0,0,3070,462,0,0,810102205,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"은방울꽃 벌레",308,258400,3070,0,0,3070,0,0
0,3070,0,0,0,0,0,0,0,3070,0,15155,15452987,0,0,0,3070,1848,0,0,810102301,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"움직이는 전사 석상",1848,250900,3070,0,0,3070,0,0
0,307,5,30,0,3,0,0,0,307,0,63734,12291579,23,0,1951,307,735,1,0,810102302,0,32,200000001,0,42,0,0,307,0,307,0,0,0,0,"미츠키(오에도)의 섀도우",784,617501,307,0,1,307,0,0
0,307,5,30,0,5,0,0,0,307,0,71637,11043639,33,0,1900,307,781,0,0,810102303,0,32,200000001,0,65,0,0,307,0,307,0,0,0,0,"아오이(편입생)의 섀도우",579,610701,307,0,1,307,0,0
0,307,5,30,0,3,0,0,0,307,0,72111,10646520,33,0,2196,307,729,0,0,810102304,0,32,200000001,0,65,0,0,307,0,307,0,0,0,0,"시오리(매지컬)의 섀도우",529,612301,307,0,1,307,0,0
0,3070,0,921,0,0,0,0,0,3070,0,2171,14958707,0,0,0,3070,1386,0,0,810102305,0,1,200000001,0,42,0,0,3070,0,307,0,0,0,0,"벌룬 버드",924,257600,3070,0,0,3070,0,0
0,3080,0,0,0,0,0,0,0,3080,0,14156,14776441,0,0,0,3080,1854,0,0,810102401,0,1,200000001,0,42,0,0,3080,0,308,0,0,0,0,"샌드 보어",1236,253200,3080,0,0,3080,0,0
0,3080,0,0,0,0,0,0,0,3080,0,14870,15016012,0,0,0,3080,2318,0,0,810102402,0,1,200000001,0,42,0,0,3080,0,308,0,0,0,0,"정글 가드",927,251300,3080,0,0,3080,0,0
0,308,5,208,0,12,0,0,31129,308,0,0,12472794,19,0,0,308,3381,20,0,810102403,0,32,200000001,0,42,0,122,308,0,308,0,0,0,0,"쿠우카(오에도)의 섀도우",2321,609501,308,0,1,308,0,0
0,3080,0,0,0,0,0,0,46600,3080,0,0,13899752,0,0,0,3080,1391,0,0,810102404,0,1,200000001,0,42,0,0,3080,0,308,0,0,0,0,"젤라티나",927,252600,3080,0,0,3080,0,0
0,308,6,153,0,3,0,0,69120,308,0,0,11645884,29,0,0,308,1652,21,0,810102405,0,32,200000001,0,42,0,613,308,0,308,0,0,0,0,"아카리의 섀도우",1419,600601,308,0,1,308,0,0
0,3080,0,0,0,0,0,0,0,3080,0,12593,14378630,0,0,0,3080,2318,0,0,810102501,0,1,200000001,0,42,0,0,3080,0,308,0,0,0,0,"터틀 타이런트",1545,251100,3080,0,0,3080,0,0
0,3080,0,0,0,0,0,0,0,3080,0,13307,15168776,0,0,0,3080,2318,0,0,810102502,0,1,200000001,0,42,0,0,3080,0,308,0,0,0,0,"하이 오크",927,252900,3080,0,0,3080,0,0
