bgm_volume_rate,movie_id,se_id,fade_loop_flag,story_group_id,my_page_flag,story_id,bgm_id
1.0,200500681,"",1,2005,0,2005006,""
1.0,200600201,"",1,2006,1,2006002,bgm_M105_emt06_002
1.0,200600202,amb_adv_room_noise_night_01,1,2006,1,2006002,""
1.0,200600601,amb_adv_outdoors_day_01,1,2006,1,2006006,bgm_M55_emt06_006
1.0,200601301,amb_adv_prison_01,1,2006,1,2006013,bgm_M24_emt06_013
1.0,200601380,"",1,2006,1,2006013,""
1.0,200601381,"",1,2006,0,2006013,""
1.0,200700101,amb_adv_forest_01,1,2007,1,2007001,bgm_M34_emt07_001
1.0,200700401,amb_adv_town_day_01,1,2007,1,2007004,bgm_M34_emt07_004
1.0,200701001,"",1,2007,1,2007010,""
1.0,200701002,"",1,2007,1,2007010,bgm_M93_emt07_010
1.0,200701101,"",1,2007,1,2007011,bgm_M57_emt07_011
1.0,200701201,"",1,2007,1,2007012,""
1.0,200701380,"",1,2007,1,2007013,""
1.0,200701381,"",1,2007,0,2007013,""
1.0,200800101,"",1,2008,1,2008001,bgm_M05_emt08_001
1.0,200800601,amb_adv_room_noise_01,1,2008,1,2008006,bgm_M15_emt08_006
1.0,200800701,"",1,2008,1,2008007,""
1.0,200801201,"",1,2008,1,2008012,""
1.0,200801502,"",1,2008,1,2008015,""
1.0,200801580,"",1,2008,1,2008015,""
1.0,200801581,"",1,2008,0,2008015,""
1.0,200900201,"",1,2009,1,2009002,""
1.0,200900501,"",1,2009,1,2009005,bgm_M177_emt09_005
1.0,200900901,"",1,2009,1,2009009,""
1.0,200901101,"",1,2009,1,2009011,bgm_M60_emt09_011
1.0,200901380,"",1,2009,1,2009013,""
1.0,200901381,"",1,2009,0,2009013,""
1.0,200909901,"",1,2009,1,2009099,bgm_M188_emt10_00
1.0,201000101,"",1,2010,1,2010001,bgm_M201_emt10_001
1.0,201000401,"",1,2010,1,2010004,bgm_M204_emt10_004
1.0,201000601,"",1,2010,1,2010006,""
1.0,201000801,"",1,2010,1,2010008,""
1.0,201000880,"",1,2010,1,2010008,""
1.0,201000881,"",1,2010,0,2010008,""
1.0,201100101,"",1,2011,1,2011001,bgm_M211_emt11_001
1.0,201100301,"",1,2011,1,2011003,bgm_M234_emt11_003
1.0,201100701,"",1,2011,1,2011007,bgm_M95_emt11_007
1.0,201100801,"",1,2011,1,2011008,""
1.0,201100880,"",1,2011,1,2011008,""
1.0,201100881,"",1,2011,0,2011008,""
1.0,201200301,"",1,2012,1,2012003,bgm_M131_emt12_003
1.0,201200701,"",1,2012,1,2012007,bgm_M109_emt12_007
1.0,201201001,"",1,2012,1,2012010,bgm_M241_emt12_010
1.0,201201501,"",1,2012,0,2012015,bgm_M242_emt12_015
1.0,201201580,"",1,2012,1,2012015,""
1.0,201201581,"",1,2012,0,2012015,""
1.0,201300401,"",1,2013,1,2013004,bgm_M177_emt13_004
1.0,201301001,"",1,2013,1,2013010,bgm_M209_NoChorus_emt13_010
1.0,201301501,"",1,2013,1,2013015,bgm_M55_emt13_015
1.0,201301680,"",1,2013,1,2013016,""
1.0,201301681,"",1,2013,0,2013016,""
1.0,201400101,"",1,2014,1,2014001,""
1.0,201400401,"",1,2014,1,2014004,""
1.0,201400801,"",1,2014,1,2014008,bgm_M231_emt14_008
1.0,201400901,"",1,2014,1,2014009,""
1.0,201400980,"",1,2014,1,2014009,""
1.0,201400981,"",1,2014,0,2014009,""
1.0,201500301,"",1,2015,1,2015003,""
1.0,201500501,"",1,2015,1,2015005,bgm_M307_emt015_005
1.0,201500502,"",1,2015,1,2015005,""
1.0,201500601,"",1,2015,1,2015006,bgm_M300_emt015_006
1.0,201500980,"",1,2015,1,2015009,""
1.0,201500981,"",1,2015,0,2015009,""
1.0,210100101,"",1,2101,1,2101001,""
0.6,210100102,"",1,2101,1,2101001,""
1.0,210100301,"",1,2101,0,2101003,""
1.0,210101301,"",1,2101,1,2101013,""
1.0,210101401,"",1,2101,1,2101014,""
0.6,210101480,"",1,2101,1,2101014,""
1.0,210101481,"",1,2101,0,2101014,""
1.0,210200101,"",1,2102,1,2102001,bgm_M12_pt02_emt02_001
1.0,210200501,"",1,2102,1,2102005,""
1.0,210201001,"",1,2102,1,2102010,""
1.0,210201101,"",1,2102,1,2102011,""
0.3,210201180,"",1,2102,1,2102011,""
1.0,210201181,"",1,2102,0,2102011,""
1.0,210300101,"",1,2103,1,2103001,""
1.0,210301201,"",1,2103,1,2103012,""
1.0,210301301,"",1,2103,1,2103013,""
1.0,210301501,"",1,2103,1,2103015,bgm_M409_pt02_emt03_015
1.0,210301701,"",1,2103,1,2103017,""
0.3,210301880,"",1,2103,1,2103018,""
1.0,210301881,"",1,2103,0,2103018,""
1.0,210400201,"",1,2104,1,2104002,bgm_M321_pt02_emt04_002
1.0,210400401,"",1,2104,1,2104004,""
1.0,210400801,"",1,2104,1,2104008,""
0.3,210401080,"",1,2104,1,2104010,""
1.0,210401081,"",1,2104,0,2104010,""
1.0,210409801,"",1,2104,1,2104098,bgm_M109_pt02_emt04_011
1.0,210500101,"",1,2105,1,2105001,""
1.0,210500201,"",1,2105,1,2105002,""
1.0,210500401,"",1,2105,1,2105004,bgm_M431_pt02_emt05_004
1.0,210500801,"",1,2105,1,2105008,""
1.0,210500901,"",1,2105,1,2105009,""
1.0,210501001,"",1,2105,1,2105010,""
0.3,210501080,"",1,2105,1,2105010,""
1.0,210501081,"",1,2105,0,2105010,""
1.0,210600101,"",1,2106,1,2106001,bgm_M321_pt02_emt06_001
1.0,210600401,"",1,2106,1,2106004,""
1.0,210600601,"",1,2106,1,2106006,""
1.0,210600801,"",1,2106,1,2106008,""
0.3,210601080,"",1,2106,1,2106010,""
1.0,210601081,"",1,2106,0,2106010,""
1.0,210700101,"",1,2107,1,2107001,bgm_M23_pt02_emt07_001
1.0,210700501,"",1,2107,1,2107005,""
1.0,210700901,"",1,2107,1,2107009,""
0.3,210701080,"",1,2107,1,2107010,""
1.0,210701081,"",1,2107,0,2107010,""
1.0,210709901,"",1,2107,1,2107099,""
1.0,210709902,"",1,2107,1,2107099,bgm_M473_pt02_emt07_011
1.0,210800401,"",1,2108,1,2108004,""
1.0,210800501,"",1,2108,1,2108005,bgm_M482_pt02_emt08_005
1.0,210800701,"",1,2108,1,2108007,""
1.0,210800901,"",1,2108,1,2108009,""
0.3,210801080,"",1,2108,1,2108010,""
1.0,210801081,"",1,2108,0,2108010,""
1.0,210900201,"",1,2109,1,2109002,""
1.0,210900401,"",1,2109,1,2109004,""
1.0,210900701,"",1,2109,1,2109007,""
1.0,210900801,"",1,2109,1,2109008,bgm_M94_pt02_emt09_007
1.0,210900802,"",1,2109,1,2109008,""
1.0,210900901,"",1,2109,1,2109009,""
1.0,210901201,"",1,2109,1,2109012,bgm_M514_pt02_emt08_011
1.0,210901202,"",1,2109,1,2109012,""
0.3,210901280,"",1,2109,1,2109012,""
1.0,210901281,"",1,2109,0,2109012,""
1.0,211000101,"",1,2110,1,2110001,bgm_M106_pt02_emt10_001
1.0,211000501,"",1,2110,1,2110005,""
1.0,211001001,"",1,2110,1,2110010,""
1.0,211001002,"",1,2110,1,2110010,""
0.3,211001080,"",1,2110,1,2110010,""
1.0,211001081,"",1,2110,0,2110010,""
1.0,211100101,"",1,2111,1,2111001,""
1.0,211100102,"",1,2111,1,2111001,""
1.0,211100301,"",1,2111,1,2111003,""
1.0,211100701,"",1,2111,1,2111007,""
1.0,211100901,"",1,2111,1,2111009,""
0.3,211101080,"",1,2111,1,2111010,""
1.0,211101081,"",1,2111,0,2111010,""
1.0,211200101,"",1,2112,1,2112001,""
1.0,211200501,"",1,2112,1,2112005,""
1.0,211200701,"",1,2112,1,2112007,""
1.0,211200801,"",1,2112,1,2112008,""
0.3,211201080,"",1,2112,1,2112010,""
1.0,211201081,"",1,2112,0,2112010,""
1.0,211300201,"",1,2113,1,2113002,""
1.0,211300301,"",1,2113,1,2113003,""
1.0,211300701,"",1,2113,1,2113007,""
1.0,211300801,"",1,2113,1,2113008,""
0.3,211301080,"",1,2113,1,2113010,""
1.0,211301081,"",1,2113,0,2113010,""
1.0,211400501,"",1,2114,1,2114005,""
1.0,211400502,"",1,2114,1,2114005,""
1.0,211400601,"",1,2114,1,2114006,""
0.3,211401080,"",1,2114,1,2114010,""
1.0,211401081,"",1,2114,0,2114010,""
1.0,211409901,"",1,2114,1,2114099,""
1.0,211409981,"",1,2114,0,2114099,""
1.0,211500201,"",1,2115,1,2115002,bgm_M626_emt2115_002
1.0,211500501,"",1,2115,1,2115005,""
1.0,211500801,"",1,2115,1,2115008,""
1.0,211501001,"",1,2115,1,2115010,""
0.3,211501080,"",1,2115,1,2115010,""
1.0,211501081,"",1,2115,0,2115010,""
1.0,211600201,"",1,2116,1,2116002,""
1.0,211600401,"",1,2116,1,2116004,""
1.0,211600501,"",1,2116,1,2116005,""
1.0,211600701,"",1,2116,1,2116007,""
1.0,211600801,"",1,2116,1,2116008,""
1.0,211600802,"",1,2116,1,2116008,""
1.0,211600901,"",1,2116,1,2116009,""
1.0,211601101,"",1,2116,1,2116011,""
1.0,211601180,"",1,2116,1,2116011,""
1.0,211609981,"",1,2116,0,2116099,""
1.0,220100401,"",1,2201,1,2201004,""
1.0,220100502,"",1,2201,1,2201005,""
1.0,220100503,"",1,2201,1,2201005,""
1.0,220100504,"",1,2201,1,2201005,""
1.0,220100601,"",1,2201,1,2201006,""
1.0,220100701,"",1,2201,1,2201007,""
0.3,220100880,"",1,2201,1,2201008,""
1.0,220100881,"",1,2201,0,2201008,""
1.0,220200101,"",1,2202,1,2202001,bgm_MC032_emt0302_001
1.0,220200201,"",1,2202,1,2202002,bgm_MC033_emt0302_002
1.0,220200401,"",1,2202,1,2202004,""
1.0,220200601,"",1,2202,1,2202006,""
0.3,220200680,"",1,2202,1,2202006,""
1.0,220200681,"",1,2202,0,2202006,""
1.0,220300101,"",1,2203,1,2203001,""
1.0,220300201,"",1,2203,1,2203002,bgm_MC050_emt2203_002
1.0,220300301,"",1,2203,1,2203003,""
1.0,220300501,"",1,2203,1,2203005,""
1.0,220300601,"",1,2203,1,2203006,""
1.0,220300602,"",1,2203,1,2203006,bgm_MC059_emt2203_006
0.3,220300680,"",1,2203,1,2203006,""
1.0,220300681,"",1,2203,0,2203006,""
1.0,220400101,"",1,2204,1,2204001,""
1.0,220400201,"",1,2204,1,2204002,bgm_MC069B_emt2204_002
1.0,220400401,"",1,2204,1,2204004,""
1.0,220400601,"",1,2204,1,2204006,""
0.3,220400680,"",1,2204,1,2204006,""
1.0,220409981,"",1,2204,0,2204099,""
1.0,220500101,"",1,2205,1,2205001,""
1.0,220500102,"",1,2205,1,2205001,""
1.0,220500103,"",1,2205,1,2205001,""
1.0,220500201,"",1,2205,1,2205002,""
1.0,220500501,"",1,2205,1,2205005,""
1.0,220500601,"",1,2205,1,2205006,""
1.0,220500602,"",1,2205,1,2205006,""
1.0,220500680,"",1,2205,1,2205006,""
1.0,220500681,"",1,2205,0,2205006,""
1.0,220600101,"",1,2206,1,2206001,""
1.0,220600301,"",1,2206,1,2206003,""
1.0,220600401,"",1,2206,1,2206004,""
1.0,220600501,"",1,2206,1,2206005,""
1.0,220600502,"",1,2206,1,2206005,""
1.0,220600680,"",1,2206,1,2206006,""
1.0,220600681,"",1,2206,0,2206006,""
1.0,220700101,"",1,2207,1,2207001,""
1.0,220700301,"",1,2207,1,2207003,""
1.0,220700401,"",1,2207,1,2207004,bgm_MC088B_emt2207_004
1.0,220700402,"",1,2207,1,2207004,""
1.0,220700501,"",1,2207,1,2207005,bgm_M385_emt2207_005
1.0,220700601,"",1,2207,1,2207006,""
1.0,220700680,"",1,2207,1,2207006,""
1.0,220700681,"",1,2207,0,2207006,""
1.0,220800101,"",1,2208,1,2208001,""
1.0,220800102,"",1,2208,1,2208001,""
1.0,220800301,"",1,2208,1,2208003,""
1.0,220800401,"",1,2208,1,2208004,""
1.0,220800402,"",1,2208,1,2208004,""
1.0,220800601,"",1,2208,1,2208006,bgm_MC176A_emt2208_006
1.0,220800680,"",1,2208,1,2208006,""
1.0,220800681,"",1,2208,0,2208006,""
1.0,220900201,"",1,2209,1,2209002,""
1.0,220900301,"",1,2209,1,2209003,bgm_MC177_emt2209_003
1.0,220900601,"",1,2209,1,2209007,bgm_MC181B_emt220902_008
1.0,220900602,"",1,2209,1,2209007,bgm_AN02_emt220902_009
1.0,220900701,"",1,2209,1,2209007,bgm_MC200_emt2209_007
1.0,220900702,"",1,2209,1,2209007,""
1.0,220900901,"",1,2209,1,2209009,""
1.0,220900980,"",1,2209,1,2209009,""
1.0,301000301,"",1,3010,1,3010003,""
1.0,500100701,"",1,5001,1,5001007,""
1.0,500200701,"",1,5002,1,5002007,""
1.0,500300701,"",1,5003,1,5003007,""
1.0,500400601,"",1,5004,1,5004006,""
1.0,500400701,"",1,5004,1,5004007,""
1.0,500500301,"",1,5005,1,5005003,""
1.0,500500701,"",1,5005,1,5005007,""
1.0,500600601,"",1,5006,1,5006006,""
1.0,500600701,"",1,5006,0,5006007,""
1.0,500700601,"",1,5007,0,5007006,""
1.0,500700701,"",1,5007,1,5007007,""
1.0,500800601,"",1,5008,1,5008006,""
1.0,500800701,"",1,5008,1,5008007,""
1.0,500900601,"",1,5009,1,5009006,""
1.0,500900701,"",1,5009,1,5009007,""
1.0,501000601,"",1,5010,1,5010006,""
1.0,501000702,"",1,5010,1,5010007,""
1.0,501050101,"",1,5010,0,5010501,""
1.0,501100601,"",1,5011,1,5011006,bgm_M192_emt5011_005
1.0,501100701,"",1,5011,1,5011007,""
1.0,501200601,"",1,5012,1,5012006,bgm_M209_emt5012_006
1.0,501200701,"",1,5012,1,5012007,""
1.0,501300601,"",1,5013,1,5013006,bgm_M218_emt5013_006
1.0,501300701,"",1,5013,1,5013007,""
1.0,501500601,"",1,5015,1,5015006,""
1.0,501500701,"",1,5015,1,5015007,""
1.0,501700601,"",1,5017,1,5017006,""
1.0,501700701,"",1,5017,0,5017007,""
1.0,501900601,"",1,5019,1,5019006,""
1.0,501900701,"",1,5019,1,5019007,""
1.0,502100601,"",1,5021,1,5021006,""
1.0,502100701,"",1,5021,1,5021007,""
1.0,502300601,"",1,5023,1,5023006,bgm_M256_emt5023_006
1.0,502300701,"",1,5023,1,5023007,""
1.0,502500601,"",1,5025,1,5025006,""
1.0,502500701,"",1,5025,0,5025007,""
1.0,502500801,"",1,5025,1,5025008,""
1.0,502700601,"",1,5027,1,5027006,""
1.0,502700701,"",1,5027,1,5027007,""
1.0,502900601,"",1,5029,1,5029006,""
1.0,502900701,"",1,5029,1,5029007,""
1.0,503100001,"",1,5031,1,5031000,bgm_M185_emt5031_000
1.0,503100601,"",1,5031,1,5031006,""
1.0,503100701,"",1,5031,1,5031007,""
1.0,503150101,"",1,5031,0,5031501,""
1.0,503300001,"",1,5033,1,5033000,""
1.0,503300601,"",1,5033,1,5033006,""
1.0,503300701,"",1,5033,0,5033007,""
1.0,503300801,"",1,5033,1,5033008,""
1.0,503500001,"",1,5035,1,5035000,""
1.0,503600401,"",1,5036,1,5036004,""
1.0,503600501,"",1,5036,0,5036005,""
1.0,503650101,"",1,5036,0,5036501,""
1.0,503650201,"",1,5036,0,5036502,""
1.0,503650301,"",1,5036,0,5036503,""
1.0,503650401,"",1,5036,0,5036504,""
1.0,503800101,"",1,5038,1,5038001,bgm_M122_emt5038_001
1.0,503800501,"",1,5038,1,5038005,bgm_M346_emt5038_005
1.0,503800701,"",1,5038,1,5038007,""
1.0,504000001,"",1,5040,1,5040000,""
1.0,504000601,"",1,5040,1,5040006,""
1.0,504000701,"",1,5040,1,5040007,""
1.0,504200101,"",1,5042,1,5042001,""
1.0,504200601,"",1,5042,1,5042006,""
1.0,504200701,"",1,5042,1,5042007,""
1.0,504400101,"",1,5044,1,5044001,bgm_M113_emt5044_001
1.0,504400601,"",1,5044,1,5044006,bgm_M384_emt5044_006
1.0,504400701,"",1,5044,1,5044007,""
1.0,504600101,"",1,5046,1,5046001,bgm_M394_emt5046_001
1.0,504600601,"",1,5046,1,5046006,bgm_M397_emt5046_006
1.0,504600701,"",1,5046,1,5046007,""
1.0,504800301,"",1,5048,1,5048003,""
1.0,504800601,"",1,5048,1,5048006,""
1.0,504800701,"",1,5048,1,5048007,""
1.0,505000101,"",1,5050,0,5050001,""
1.0,505000601,"",1,5050,0,5050006,""
1.0,505000701,"",1,5050,0,5050007,""
1.0,505000801,"",1,5050,1,5050008,""
1.0,505200001,"",1,5052,1,5052000,""
1.0,505200601,"",1,5052,1,5052006,""
1.0,505200701,"",1,5052,0,5052007,""
1.0,505200801,"",1,5052,1,5052008,""
1.0,505400001,"",1,5054,1,5054000,bgm_M282_emt5054_000
1.0,505400701,"",1,5054,0,5054007,""
1.0,505400801,"",1,5054,1,5054008,""
1.0,505400802,"",1,5054,1,5054008,""
1.0,505600001,"",1,5056,1,5056000,""
1.0,505600601,"",1,5056,1,5056006,bgm_M438_emt5056_006
1.0,505600701,"",1,5056,1,5056007,""
1.0,505650101,"",1,5056,0,5056501,""
1.0,505800301,"",1,5058,1,5058003,""
1.0,505900601,"",1,5059,1,5059006,""
1.0,505900603,"",1,5059,1,5059006,""
1.0,505900604,"",1,5059,1,5059006,""
1.0,505900701,"",1,5059,1,5059007,""
1.0,505900702,"",1,5059,1,5059007,""
1.0,506100101,"",1,5061,1,5061001,bgm_M452_emt5061_001
1.0,506100601,"",1,5061,1,5061006,""
1.0,506100701,"",1,5061,1,5061007,""
1.0,506400101,"",1,5064,1,5064001,bgm_M459_emt5064_001
1.0,506400601,"",1,5064,1,5064006,""
1.0,506400701,"",1,5064,1,5064007,""
1.0,506600001,"",1,5066,1,5066000,""
1.0,506600601,"",1,5066,1,5066006,""
1.0,506600701,"",1,5066,1,5066007,""
1.0,506800101,"",1,5068,1,5068001,""
1.0,506800601,"",1,5068,1,5068006,bgm_M480_emt5068_006
1.0,506800701,"",1,5068,1,5068007,""
1.0,507000101,"",1,5070,1,5070001,""
1.0,507000501,"",1,5070,1,5070005,bgm_M488_emt5070_005
1.0,507000701,"",1,5070,1,5070007,""
1.0,507200001,"",1,5072,1,5072000,""
1.0,507200601,"",1,5072,1,5072006,""
1.0,507200602,"",1,5072,1,5072006,""
1.0,507400301,"",1,5074,1,5074003,bgm_M512_emt5074_003
1.0,507400601,"",1,5074,1,5074006,""
1.0,507400701,"",1,5074,1,5074007,""
1.0,507600201,"",1,5076,1,5076002,bgm_M192_emt5076_002
1.0,507600601,"",1,5076,1,5076006,""
1.0,507600701,"",1,5076,0,5076007,""
1.0,507600801,"",1,5076,1,5076008,""
1.0,507800401,"",1,5078,1,5078004,""
1.0,507800601,"",1,5078,1,5078006,""
1.0,507800701,"",1,5078,0,5078007,""
1.0,507800801,"",1,5078,1,5078008,""
1.0,508000201,"",1,5080,1,5080002,bgm_M173_emt5080_002
1.0,508000601,"",1,5080,1,5080006,""
1.0,508000701,"",1,5080,1,5080007,""
1.0,508200001,"",1,5082,1,5082000,""
1.0,508200601,"",1,5082,1,5082006,""
1.0,508200701,"",1,5082,1,5082007,""
1.0,508250101,"",1,5082,0,5082501,""
1.0,508400001,"",1,5084,1,5084000,""
1.0,508500501,"",1,5085,1,5085005,""
1.0,508500601,"",1,5085,1,5085006,bgm_M557_emt5085_010
1.0,508500602,"",1,5085,1,5085006,""
1.0,508800301,"",1,5088,1,5088003,""
1.0,508800601,"",1,5088,1,5088006,""
1.0,508800701,"",1,5088,1,5088007,""
1.0,509000201,"",1,5090,1,5090002,""
1.0,509000601,"",1,5090,1,5090006,""
1.0,509000701,"",1,5090,1,5090007,""
1.0,509200101,"",1,5092,1,5092001,""
1.0,509200601,"",1,5092,1,5092006,""
1.0,509200701,"",1,5092,1,5092007,""
1.0,509400501,"",1,5094,1,5094005,""
1.0,509400701,"",1,5094,1,5094007,""
1.0,509400702,"",1,5094,1,5094007,""
1.0,509600201,"",1,5096,1,5096002,""
1.0,509600701,"",1,5096,1,5096007,""
1.0,509600702,"",1,5096,1,5096007,""
1.0,509800001,"",1,5098,1,5098000,""
1.0,509800601,"",1,5098,1,5098006,""
1.0,509800701,"",1,5098,1,5098007,""
1.0,510000101,"",1,5100,1,5100001,""
1.0,510000601,"",1,5100,1,5100006,bgm_M108_emt5100_006
1.0,510000701,"",1,5100,1,5100007,""
1.0,510200201,"",1,5102,1,5102002,""
1.0,510200601,"",1,5102,1,5102006,""
1.0,510200701,"",1,5102,1,5102007,""
1.0,510400001,"",1,5104,1,5104000,""
1.0,510400601,"",1,5104,1,5104006,""
1.0,510400701,"",1,5104,1,5104007,""
