end_time,lv_from,reward_num,lv_to,id,mission_reward_id,reward_id,reward_type,start_time
"2030/12/31 23:59:59",1,400,-1,147,28002017,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,3000000,-1,148,28002017,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,149,28002017,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,150,28002018,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,3000000,-1,151,28002018,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,152,28002018,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,153,28002019,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,3000000,-1,154,28002019,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,155,28002019,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,156,28002020,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,5000000,-1,157,28002020,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,158,28002020,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,159,28002021,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,5000000,-1,160,28002021,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,161,28002021,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,162,28002022,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,5000000,-1,163,28002022,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,164,28002022,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,165,28002023,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,5000000,-1,166,28002023,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,167,28002023,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,600,-1,168,28002024,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,5000000,-1,169,28002024,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,170,28002024,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,171,28002025,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,7500000,-1,172,28002025,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,173,28002025,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,174,28002026,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,7500000,-1,175,28002026,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,176,28002026,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,177,28002027,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,7500000,-1,178,28002027,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,179,28002027,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,180,28002028,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000000,-1,181,28002028,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,182,28002028,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,183,28002029,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000000,-1,184,28002029,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,185,28002029,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,186,28002030,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000000,-1,187,28002030,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,188,28002030,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,189,28002031,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000000,-1,190,28002031,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,191,28002031,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,192,28002032,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000000,-1,193,28002032,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,194,28002032,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,195,28002033,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,196,28002033,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,197,28002033,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,198,28002034,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,199,28002034,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,200,28002034,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,201,28002035,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,202,28002035,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,203,28002035,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,204,28002036,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,205,28002036,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,206,28002036,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,207,28002037,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,208,28002037,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,209,28002037,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,210,28002038,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,211,28002038,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,212,28002038,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,213,26003002,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000,-1,214,26003002,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,215,26003003,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000,-1,216,26003003,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,217,26003004,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10000,-1,218,26003004,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,219,26003005,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50000,-1,220,26003005,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,221,26003006,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50000,-1,222,26003006,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,223,26003007,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,224,26003007,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,225,26003008,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,226,26003008,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,227,26003009,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,228,26003009,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,229,26003010,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,230,26003010,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,231,26003011,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,200000,-1,232,26003011,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,233,26003012,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,200000,-1,234,26003012,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,235,26003013,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,200000,-1,236,26003013,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,237,26003014,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,238,26003014,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,239,26003015,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,240,26003015,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,241,26003016,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,242,26003016,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,243,26003017,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,244,26003017,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,245,26003018,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,246,26003018,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,247,26003019,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,248,26003019,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,249,26003020,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,500000,-1,250,26003020,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,251,26003021,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,252,26003021,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,253,26003022,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,254,26003022,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,255,26003023,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,256,26003023,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,257,26003024,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,258,26003024,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,259,26003025,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,260,26003025,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,261,26003026,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,262,26003026,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,263,26003027,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,264,26003027,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,350,-1,265,26002011,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,350,-1,266,26002012,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,350,-1,267,26002013,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,350,-1,268,26002014,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,550,-1,269,26002015,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,550,-1,270,26002016,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,550,-1,271,26002017,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,550,-1,272,26002018,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,550,-1,273,26002019,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,274,26002020,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,275,26002021,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,276,26002022,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,277,26002023,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,278,26002024,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,279,26002025,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,280,26002026,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,281,26002027,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,282,26002028,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,800,-1,283,26002029,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1000,-1,284,26002030,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1000,-1,285,26002031,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,286,28012001,0,5,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,287,28012001,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,288,27004001,0,5,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,289,27004001,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100,-1,290,27004002,0,5,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,100000,-1,291,27004002,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,10,-1,292,11402001,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,60,199,293,15004001,0,5,"2024/01/15 5:00:00"
"2030/12/31 23:59:59",1,100,199,294,15004001,90007,2,"2024/01/15 5:00:00"
"2030/12/31 23:59:59",200,30,-1,295,15004001,0,5,"2024/01/15 5:00:00"
"2030/12/31 23:59:59",200,100,-1,296,15004001,90007,2,"2024/01/15 5:00:00"
"2030/12/31 23:59:59",1,100,-1,297,21005039,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,298,28002039,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,15000000,-1,299,28002039,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1500,-1,300,28002039,90007,2,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,50,-1,301,26003028,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,750000,-1,302,26003028,94002,12,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,250,-1,303,18001005,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,250,-1,304,18001006,93001,6,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1000,-1,305,26002032,91002,8,"2018/01/01 5:00:00"
"2030/12/31 23:59:59",1,1100,-1,306,28002040,91002,8,"2018/01/01 5:00:00"
