object_id,quest_id_5,quest_id_8,system_id_4,quest_id_9,quest_id_7,system_id_3,system_id_2,system_id_1,system_id_5,quest_id_6,quest_id_1,quest_id_10,quest_id_4,quest_id_2,quest_id_3
31028,0,0,0,0,0,0,0,0,0,0,12002003,0,0,12009003,12018003
31029,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0
31030,0,0,0,0,0,0,0,0,0,0,12004003,0,0,12010003,0
31031,0,0,0,0,0,0,0,0,0,0,12007003,0,0,12014002,0
31032,0,0,0,0,0,0,0,0,0,0,12008003,0,0,12012003,0
31033,0,0,0,0,0,0,0,0,0,0,12006002,0,0,12012001,12019002
31034,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0
31036,0,0,0,0,0,0,0,0,0,0,12016003,0,0,0,0
31037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31038,0,0,0,0,0,0,0,0,0,0,12005003,0,0,12012002,12018002
31040,0,0,0,0,0,0,0,0,0,0,12001003,0,0,12009001,12016001
31042,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0
31043,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0
31044,0,0,0,0,0,0,0,0,0,0,12017003,0,0,0,0
31045,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0
31046,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0
31047,0,0,0,0,0,0,0,0,0,0,12014003,0,0,0,0
31048,0,0,0,0,0,0,0,0,0,0,12005002,0,0,12010002,12016002
31049,0,0,0,0,0,0,0,0,0,0,12006003,0,0,12011003,0
31050,0,0,0,0,0,0,0,0,0,0,12004002,0,0,12010001,12019001
31051,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0
31052,0,0,0,0,0,0,0,0,0,0,12003002,0,0,12011001,0
31053,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0
31054,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0
31057,0,0,0,0,0,0,0,0,0,0,12013003,0,0,12019003,0
31058,0,0,0,0,0,0,0,0,0,0,12003001,0,0,12007001,12017001
31059,0,0,0,0,0,0,0,0,0,0,12001001,0,0,12004001,12013001
31060,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0
31063,0,0,0,0,0,0,0,0,0,0,12015003,0,0,0,0
31075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101011,0,0,0,0,0,0,0,0,0,0,11001001,0,11002001,11001005,11001010
101071,0,0,0,0,0,0,0,0,0,0,11001006,0,0,11002007,0
101101,0,0,0,0,0,0,0,0,0,0,11001004,0,0,11001008,0
101131,0,0,0,0,0,0,0,0,0,0,11001009,0,0,11002008,0
101161,0,0,0,0,0,0,0,0,0,0,11001003,0,0,11001005,12001001
101191,0,0,0,0,0,0,0,0,0,0,11001007,0,0,11002001,0
101251,0,0,0,0,0,0,0,0,0,0,11001002,0,11002006,11001007,11002002
101281,12001002,0,0,0,0,0,0,0,0,0,11001001,0,12001001,11001008,11002005
101371,0,0,0,0,0,0,0,0,0,0,11001004,0,0,11002002,0
101401,0,0,0,0,0,0,0,0,0,0,11001006,0,0,11001010,11002003
101431,12001003,0,0,0,0,0,0,0,0,0,11001003,0,12001001,11001006,11002007
101521,0,0,0,0,0,0,0,0,0,0,11001002,0,0,11001005,11002004
101551,12001002,0,0,0,0,0,0,0,0,0,11001002,0,11002003,11001004,11001009
101581,12003001,0,0,0,0,0,0,0,0,0,11001001,0,12001002,11002004,11002006
101611,0,0,0,0,0,0,0,0,0,0,11001003,0,11002008,11001007,11002005
102011,0,0,0,0,0,0,0,0,0,0,11002001,0,12002001,11002010,11003003
102013,0,0,0,0,0,0,0,0,0,0,11003005,0,0,11004003,12003001
102014,0,0,0,0,0,0,0,0,0,0,11003006,0,0,11004002,0
102041,0,0,0,0,0,0,0,0,0,0,11003007,0,0,11004003,12004003
102071,0,0,0,0,0,0,0,0,0,0,11002006,0,0,11003001,12002003
102101,0,0,0,0,0,0,0,0,0,0,11003006,0,0,11004001,0
102131,0,0,0,0,0,0,0,0,0,0,11003005,0,0,11004001,12001003
102162,0,0,0,0,0,0,0,0,0,0,11002003,0,0,11003007,12004001
102163,0,0,0,0,0,0,0,0,0,0,11003003,0,0,11004004,12003002
102191,0,0,0,0,0,0,0,0,0,0,11002005,0,0,11003004,0
102192,0,0,0,0,0,0,0,0,0,0,11003004,0,0,11004002,12003003
102221,0,0,0,0,0,0,0,0,0,0,11002004,0,0,11002012,11003005
102222,0,0,0,0,0,0,0,0,0,0,11003004,0,0,11004002,0
102251,0,0,0,0,0,0,0,0,0,0,11002002,0,0,11003002,12002002
102252,0,0,0,0,0,0,0,0,0,0,11003003,0,0,11004001,0
102281,0,0,0,0,0,0,0,0,0,0,11002008,0,0,11003010,0
102282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102461,0,0,0,0,0,0,0,0,0,0,11002011,0,0,0,0
102491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102551,0,0,0,0,0,0,0,0,0,0,11002011,0,0,11003001,12002001
102552,0,0,0,0,0,0,0,0,0,0,11003011,0,12004001,11004007,12003003
102581,0,0,0,0,0,0,0,0,0,0,11002010,0,0,11003012,12001003
102582,0,0,0,0,0,0,0,0,0,0,11003011,0,12003002,11004008,12002003
102611,0,0,0,0,0,0,0,0,0,0,11001010,0,0,11002009,12002002
102612,0,0,0,0,0,0,0,0,0,0,11002012,0,0,11003002,0
102613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113011,0,0,0,0,0,0,0,0,0,0,11004004,0,0,11004012,0
113012,0,0,0,0,0,0,0,0,0,0,11005004,0,12007001,11005012,11006004
113013,0,0,0,0,0,0,0,0,0,0,11006005,0,12006003,11006011,11007002
113071,0,0,0,0,0,0,0,0,0,0,11004003,0,0,11005001,11005002
113101,0,0,0,0,0,0,0,0,0,0,11005004,0,0,11005011,11006001
113131,0,0,0,0,0,0,0,0,0,0,11005006,0,12005003,11005012,11006001
113162,0,0,0,0,0,0,0,0,0,0,11005005,0,0,11005011,11006002
113191,0,0,0,0,0,0,0,0,0,0,11004006,0,0,11005001,12003003
113221,0,0,0,0,0,0,0,0,0,0,11004006,0,0,11004013,11005002
113222,0,0,0,0,0,0,0,0,0,0,11005013,0,12006001,11006006,11007001
113252,0,0,0,0,0,0,0,0,0,0,11004013,0,12004002,11005005,11006003
113283,11009013,0,0,0,0,0,0,0,0,12006003,11006007,0,11008009,11007008,11008001
113342,0,0,0,0,0,0,0,0,0,0,11005007,0,0,11006002,0
113372,11008015,0,0,0,0,0,0,0,0,11009011,11006009,0,11008008,11007012,11008005
113401,12007003,0,0,0,0,0,0,0,0,12008003,11005010,0,12004003,11006006,11007001
113431,0,0,0,0,0,0,0,0,0,0,11004010,0,0,11005006,12005002
113521,0,0,0,0,0,0,0,0,0,0,11004010,0,0,11005003,0
113522,0,0,0,0,0,0,0,0,0,0,11005007,0,12004002,11006008,11007005
113551,0,0,0,0,0,0,0,0,0,0,11004011,0,12005003,11005008,11006007
113552,12007002,0,0,0,0,0,0,0,0,0,11005011,0,12006003,11006009,11007007
113553,11008010,11009012,0,12008003,11009006,0,0,0,0,11008013,11006010,12009001,11008007,11007013,11008002
113581,12006002,0,0,0,0,0,0,0,0,12007001,11004011,0,12005001,11005007,11006009
113611,0,0,0,0,0,0,0,0,0,0,11004012,0,11006014,11005009,11006005
113614,11009008,12009003,0,0,12008002,0,0,0,0,11009014,11006011,0,11008012,11007011,11008006
114011,11008010,12008003,0,0,12008001,0,0,0,0,11009002,11007004,0,11008005,11007008,11008001
114012,11010008,0,0,0,0,0,0,0,0,12009003,11009005,0,11010001,11009011,11009015
114013,12011003,0,0,0,12013003,0,0,0,0,12012003,11011006,0,11012010,11011012,11012001
114014,11015003,12014003,0,0,12013003,0,0,0,0,11015007,11013006,0,11014014,11013012,11014001
114041,11009001,0,0,0,0,0,0,0,0,12007003,11007007,0,11008006,11007011,11008001
114043,0,0,0,0,0,0,0,0,0,0,11011008,0,0,11011017,11012009
114072,0,0,0,0,0,0,0,0,0,0,11009005,0,11010014,11009009,11010004
114073,0,0,0,0,0,0,0,0,0,0,11011004,0,11012016,11011009,11012004
114102,0,0,0,0,0,0,0,0,0,0,11009006,0,11010015,11009012,11010002
114104,11015002,0,0,0,0,0,0,0,0,0,11013007,0,11014008,11013015,11014002
114132,12009001,0,0,0,0,0,0,0,0,0,11009007,0,11010013,11009010,11010003
114133,12012002,0,0,0,0,0,0,0,0,0,11011008,0,11012015,11011016,11012003
114134,11014013,12016001,0,12018002,12015003,0,0,0,0,11015008,11013008,0,11014007,11013016,11014002
114162,0,0,0,0,0,0,0,0,0,0,11009004,0,11010011,11009010,11010002
114164,11015001,0,0,0,12013001,0,0,0,0,11015004,11013005,0,11014006,11013010,11014001
114191,11009003,0,0,0,0,0,0,0,0,12007002,11007005,0,11008008,11007013,11008004
114193,12011002,0,0,0,0,0,0,0,0,0,11011006,0,11012014,11011013,11012001
114194,11015003,0,0,0,12015002,0,0,0,0,12014001,11013006,0,11014010,11013013,11014002
114221,11008014,0,0,0,0,0,0,0,0,11009002,11007007,0,11008007,11007010,11008004
114222,12010001,0,0,0,0,0,0,0,0,0,11009008,0,11010010,11009014,11010002
114223,0,0,0,0,0,0,0,0,0,0,11011007,0,11012012,11011014,11012002
114252,11010009,0,0,0,0,0,0,0,0,0,11009007,0,11010003,11009013,11009015
114254,11015006,0,0,0,12015001,0,0,0,0,12013002,11013005,0,11014009,11013011,11014001
114281,0,0,0,0,0,0,0,0,0,0,11007009,0,0,11008005,11009007
114341,0,0,0,0,0,0,0,0,0,0,11007012,0,0,11008007,11008012
114371,0,0,0,0,0,0,0,0,0,0,11007013,0,12008002,11008011,11008015
114461,0,0,0,0,0,0,0,0,0,0,11008014,0,0,11009009,11010004
114551,11010017,11011012,0,11011015,11011007,0,0,0,0,11011001,11010008,11012005,11010015,11010011,11010013
114552,11013007,11014008,0,11014011,11013015,0,0,0,0,11013012,11012011,12012002,11013001,11012013,11012015
114553,11015007,11016001,0,11016007,11015013,0,0,0,0,11015011,11014004,11016012,11015003,11014008,11014014
114554,11015004,12014002,0,12015003,11015014,0,0,0,0,11015008,11014007,0,11014014,11014011,11014013
114581,11011003,11012006,0,12010002,11011016,0,0,0,0,11011011,11010007,12011001,11010016,11010009,11010012
114582,11013016,12012003,0,12013001,12012001,0,0,0,0,11014010,11012012,12014001,11013011,11012016,11013003
114583,11015001,11016003,0,11016011,11015010,0,0,0,0,11015005,11014006,12014001,11014013,11014010,11014012
114611,11011009,11012007,0,12010001,11011017,0,0,0,0,11011014,11010006,0,11011002,11010010,11010014
114612,11013009,11014009,0,12013002,11013017,0,0,0,0,11013014,11012010,0,11013002,11012014,11012017
114613,11015006,11016002,0,11016009,11015012,0,0,0,0,11015009,11014005,11016014,11015002,11014009,11014012
115011,11018010,12018003,0,12019003,12018001,0,0,0,0,12017001,11016006,0,11017012,11016012,11017004
115041,0,0,0,0,0,0,0,0,0,0,11016008,0,11018005,11017003,11017008
115042,0,0,0,0,0,0,0,0,0,0,11019007,0,0,11019010,0
115071,11018003,0,0,0,0,0,0,0,0,0,11016004,0,11017011,11016009,11017001
115102,0,0,0,0,0,0,0,0,0,0,11019006,0,0,0,0
115132,0,0,0,0,0,0,0,0,0,0,11019007,0,0,11019013,0
115161,11018011,0,0,0,0,0,0,0,0,12016002,11016005,0,11018004,11017001,11017007
115192,0,0,0,0,0,0,0,0,0,0,11019005,0,0,0,0
115221,11018006,0,0,0,12017003,0,0,0,0,12016003,11016007,0,11017014,11016014,11017003
115222,0,0,0,0,0,0,0,0,0,0,11019006,0,0,11019014,12019001
115251,11018008,0,0,0,0,0,0,0,0,0,11016005,0,11017013,11016011,11017002
115551,11018001,11018007,0,11018010,11018004,0,0,0,0,11018003,11017006,11018012,11017014,11017009,11017012
115581,11017013,11018005,0,11018008,11018002,0,0,0,0,11018001,11017004,11018011,11017012,11017007,11017010
115611,11017014,11018006,0,11018009,11018003,0,0,0,0,11018002,11017005,11018013,11017013,11017008,11017011
122282,0,0,0,0,0,0,0,0,0,0,11003007,0,0,11004004,0
122311,12003001,0,0,0,0,0,0,0,0,0,11001008,0,12002001,11002007,11003006
122312,0,0,0,0,0,0,0,0,0,0,11003008,0,0,11004007,12003002
122341,0,0,0,0,0,0,0,0,0,0,11002010,0,0,11003008,0
122342,0,0,0,0,0,0,0,0,0,0,11003008,0,0,11004006,0
122371,0,0,0,0,0,0,0,0,0,0,11001009,0,12002002,11002009,11003009
122372,0,0,0,0,0,0,0,0,0,0,11003009,0,0,11004008,0
122401,0,0,0,0,0,0,0,0,0,0,11003009,0,0,11004009,12005001
122431,0,0,0,0,0,0,0,0,0,0,11002009,0,0,11003011,0
122432,0,0,0,0,0,0,0,0,0,0,11003010,0,0,11004010,0
122491,0,0,0,0,0,0,0,0,0,0,11002012,0,0,11003002,0
122493,0,0,0,0,0,0,0,0,0,0,11002011,0,0,11003001,12002003
122521,0,0,0,0,0,0,0,0,0,0,11003010,0,0,11004005,0
122613,0,0,0,0,0,0,0,0,0,0,11003012,0,0,11004011,12004002
122614,0,0,0,0,0,0,0,0,0,0,11003012,0,0,11004009,0
123041,0,0,0,0,0,0,0,0,0,0,11005006,0,0,11005013,11006007
123042,0,0,0,0,0,0,0,0,0,0,11006006,0,12007003,11006013,11007006
123072,0,0,0,0,0,0,0,0,0,0,11005013,0,11007002,11006005,11006013
123132,0,0,0,0,0,0,0,0,0,0,11006004,0,0,11006011,11007003
123161,0,0,0,0,0,0,0,0,0,0,11004005,0,0,11005001,12004001
123192,0,0,0,0,0,0,0,0,0,0,11004013,0,12005002,11005003,11006002
123193,0,0,0,0,0,0,0,0,0,0,11006003,0,12006002,11006012,11007004
123251,0,0,0,0,0,0,0,0,0,0,11004005,0,0,11005003,0
123281,0,0,0,0,0,0,0,0,0,0,11004007,0,12005002,11005005,12004003
123282,12008001,0,0,0,0,0,0,0,0,0,11005009,0,12007002,11006001,12005001
123311,0,0,0,0,0,0,0,0,0,0,11004008,0,0,11005004,0
123341,0,0,0,0,0,0,0,0,0,0,11004009,0,0,11005002,12005003
123343,11009009,0,0,0,0,0,0,0,0,0,11006008,0,11008011,11007010,11008003
123371,0,0,0,0,0,0,0,0,0,0,11005008,0,0,11006004,12006001
123432,0,0,0,0,0,0,0,0,0,0,11005008,0,0,11006008,11007001
123461,0,0,0,0,0,0,0,0,0,0,11005009,0,0,11006010,11007002
123491,0,0,0,0,0,0,0,0,0,0,11005010,0,12006002,11006012,11007003
123582,0,0,0,0,0,0,0,0,0,0,11005012,0,12008001,11006010,11007014
123583,11009004,12009002,0,0,12007001,0,0,0,0,11009010,11006012,0,11008014,11007009,11008004
123612,0,0,0,0,0,0,0,0,0,0,11004012,0,12006001,11005010,11006003
