row_9,row_26,difficulty,row_27,row_40,row_55,min_clear_num,row_56,row_35,row_29,row_5,id,row_45,frame_id,row_22,row_15,row_3,row_2,row_47,row_19,row_36,row_8,row_1,row_54,row_51,row_38,row_28,row_37,row_49,row_33,row_18,row_39,row_16,row_44,row_50,row_42,row_12,row_31,row_4,row_32,row_60,row_48,row_52,row_10,row_34,row_11,row_13,row_24,row_17,row_59,row_30,row_6,row_46,row_58,row_53,row_21,lane,row_23,row_25,row_57,row_20,row_7,row_14,row_43,row_41
303,0,1,0,0,0,-4,0,0,0,0,100903,0,109,0,303,0,0,0,0,0,303,0,0,0,402,0,0,0,0,0,0,303,0,0,0,303,0,0,0,104,0,0,303,0,303,303,0,303,0,111,0,0,0,0,0,3,0,0,0,0,303,303,0,0
0,0,1,0,0,0,-4,0,0,0,0,100904,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,110,0,0,0,0,0,0,0,0,105,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,100905,0,109,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,402,0,0,108,0,401,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,101001,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,402,0,0,0,0,0,0,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0
401,0,1,0,0,0,-3,0,0,0,0,101002,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,2,0,0,0,401,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,101003,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,401,0,0,0,0,0,0,0,0,103,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,101004,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,4,0,0,0,0,0,401,0,0
0,0,1,0,0,0,-3,0,0,0,0,101005,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,5,0,0,0,0,0,0,403,0
0,0,1,0,0,0,-4,0,0,0,0,101101,0,111,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,404,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,303,0,-4,0,303,0,0,101102,0,111,0,301,0,0,0,301,303,0,0,0,0,303,0,303,0,303,301,303,301,0,0,0,301,303,0,303,140,0,0,301,303,301,301,0,301,0,110,0,0,0,0,301,2,0,0,0,301,0,301,0,0
0,0,1,0,0,303,-4,303,0,0,0,101103,0,111,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,114,401,0,0,0,0,0,0,0,303,105,0,0,303,303,0,3,0,0,303,401,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,101104,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,401,0,133,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-4,0,0,0,0,101105,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-5,0,0,0,0,101201,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,401,0,0,0,0,0,0,104,0,0,0,0,0,1,0,0,0,0,0,0,0,402
0,0,1,0,0,0,-5,0,0,0,0,101202,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,103,0,112,0,0,0,2,0,0,0,0,0,0,0,0
0,301,1,301,0,303,-5,303,0,301,0,101203,0,112,301,0,0,0,0,0,0,0,0,303,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,142,0,0,0,301,0,303,102,0,0,303,303,301,3,301,301,303,301,0,0,0,0
0,0,1,0,0,0,-5,0,303,0,0,101204,0,112,0,0,0,0,0,0,303,0,0,0,0,0,0,303,0,303,0,0,0,0,0,0,0,303,0,303,105,0,0,0,303,0,0,0,0,0,118,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-5,0,0,0,0,101205,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,101,0,403,0,0,0,0,0,0,0,143,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,101301,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,1,0,0,0,0,0,0,101,0
0,0,1,0,303,0,-1,0,0,0,0,101302,303,113,0,0,0,0,303,129,0,0,0,0,0,303,0,303,0,0,0,303,0,303,0,303,0,0,0,0,138,0,0,0,0,0,0,0,0,0,104,0,303,0,0,0,2,0,0,0,0,0,0,303,303
0,0,1,0,0,0,-1,0,0,0,0,101303,0,113,0,301,0,0,106,301,0,0,0,0,0,0,0,0,0,0,301,402,301,0,0,0,301,0,0,0,103,0,0,301,0,301,301,0,301,0,105,0,0,0,0,0,3,0,0,0,0,0,301,0,0
0,0,1,0,0,0,-1,0,0,0,0,101304,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,133,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,101305,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,5,0,0,0,402,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,101401,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,301,1,301,0,0,-2,0,0,301,0,101402,0,114,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,301,0,0,0,0,0,0,0,301,0,301,102,0,0,0,301,0,0,0,0,0,301,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,301,-2,301,0,0,0,101403,0,114,0,301,0,0,301,0,0,0,0,301,301,0,0,0,301,0,0,0,301,0,301,0,301,0,0,0,120,301,301,301,0,301,301,0,0,301,0,0,301,301,301,0,3,0,402,301,0,0,301,0,0
0,0,1,0,303,0,-2,0,0,0,0,101404,303,114,303,303,0,0,0,303,0,0,0,0,0,0,0,0,0,0,303,303,303,303,0,303,303,0,0,0,104,0,0,0,0,0,303,303,303,0,0,0,0,0,0,303,4,303,303,0,303,0,303,303,303
0,0,1,0,0,0,-2,0,0,0,0,101405,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,404,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,101501,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,123,0,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,303,0,301,101502,0,115,0,0,301,301,0,0,303,301,301,0,0,0,0,303,0,303,0,0,0,0,0,0,0,303,301,303,140,0,0,0,303,0,0,0,0,0,117,301,0,0,0,0,2,0,0,0,0,301,0,0,0
0,0,1,0,0,301,0,301,0,0,0,101503,0,115,0,0,0,0,0,0,0,0,0,301,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,301,0,0,111,0,0,0,301,104,0,0,301,301,0,3,0,0,301,0,0,0,0,0
0,303,1,303,0,0,0,0,0,303,0,101504,0,115,303,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,303,0,0,133,0,0,0,0,303,4,303,303,0,303,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,101505,0,115,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,102,0,0,0,402,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,101601,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,105,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,101602,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,301,1,301,301,0,1,0,0,301,0,101603,301,116,301,0,0,0,301,0,0,0,0,0,0,0,301,0,0,0,0,122,0,301,0,301,0,0,0,0,103,0,0,0,0,0,402,301,0,0,101,0,301,0,401,301,3,301,301,0,0,0,0,301,301
0,0,1,0,0,0,1,0,0,0,0,101604,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0,0,0,0,101605,0,116,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,5,0,0,0,0,0,0,0,0
303,0,1,0,0,0,-3,0,0,0,0,101701,0,117,0,0,0,0,0,0,0,303,0,0,0,0,0,405,0,0,0,0,0,0,0,0,303,0,0,0,142,0,0,303,0,303,303,0,0,0,103,0,0,0,0,0,1,0,0,0,0,0,303,0,0
0,301,1,301,301,0,-3,0,301,301,0,101702,0,117,0,0,0,0,0,0,301,0,0,0,0,301,301,301,0,301,0,301,401,0,0,0,0,301,0,301,102,0,0,0,301,0,0,301,0,0,104,0,0,0,0,0,2,301,301,0,0,0,0,0,0
0,0,1,0,0,0,-3,0,0,0,0,101703,0,117,0,303,0,0,0,303,0,0,0,0,0,0,0,0,0,0,303,402,303,0,0,0,303,0,0,0,108,0,0,303,0,303,303,0,303,0,112,0,0,0,0,0,3,0,0,0,0,0,303,0,0
0,0,1,0,303,0,-3,0,303,0,0,101704,0,117,0,0,0,0,0,0,303,0,0,0,0,303,0,303,0,303,0,303,0,0,0,0,0,303,0,303,103,0,0,0,303,0,0,0,0,0,101,0,0,0,0,0,4,0,0,0,0,0,0,0,303
0,0,1,0,0,0,-3,0,0,0,0,101705,0,117,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,104,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,5,0,0,0,0,0,0,0,142
0,0,1,0,0,0,-1,0,0,0,0,101801,0,118,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,101802,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,401,0,0,0,0,107,0,0,0,0,0,2,0,0,0,402,0,0,0,0
301,0,1,0,0,0,-1,0,0,0,0,101803,301,118,0,301,0,0,301,301,0,0,0,0,0,0,0,0,301,0,301,0,301,301,0,149,301,0,0,0,104,301,0,301,0,301,301,0,301,0,102,0,301,0,0,0,3,0,0,0,301,0,301,301,0
0,0,1,0,0,0,-1,0,0,0,0,101804,0,118,0,401,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,101805,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,101901,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,101902,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,117,0,0,105,0,0,0,0,103,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,303,1,303,0,0,0,0,0,303,0,101903,120,119,303,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,303,0,0,105,0,0,0,0,303,3,303,303,0,121,0,0,0,0
0,0,1,0,303,0,0,0,0,0,0,101904,303,119,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,303,0,303,0,303,0,0,0,0,104,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,4,402,0,0,0,0,0,303,303
0,0,1,0,0,0,0,0,0,0,0,101905,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,143,0,0,0,129,0,0,0,0,0,5,0,0,0,0,0,0,402,0
0,0,1,0,0,0,-1,0,0,0,0,102001,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,136,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,301,0,-1,0,0,0,0,102002,301,120,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,301,0,301,0,301,0,0,0,0,104,0,0,0,0,118,0,0,0,0,105,0,0,0,0,0,2,0,0,0,0,0,0,301,301
0,301,1,301,0,0,-1,0,0,301,0,102003,141,120,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,122,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,301,0,0,102,0,0,0,0,0,3,301,301,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,102004,0,120,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,108,0,0,0,0,0,0,0,104,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-1,0,0,0,0,102005,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,105,0,0,0,117,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,102101,0,121,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0,0,0,0
0,0,1,0,0,0,-2,0,0,0,0,102102,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,2,0,0,0,133,0,0,0,0
