wave_bgm_que_id,quest_detail_bg_id,area_map_boss_icon_position_y,detail_enemy_local_position_y_3,quest_id,quest_battle_bg_id,detail_enemy_size_3,detail_enemy_local_position_x_4,detail_enemy_local_position_y_2,detail_enemy_size_4,area_map_boss_icon_scale_y,detail_enemy_local_position_y_5,area_map_boss_icon_position_x,detail_enemy_size_2,quest_difficulty,detail_enemy_local_position_y_4,detail_enemy_size_5,area_map_boss_icon_scale_x,wave_bgm_sheet_id,detail_enemy_local_position_x_3,detail_enemy_local_position_x_5,detail_enemy_local_position_x_2,detail_enemy_size_1,detail_enemy_local_position_y_1,detail_enemy_local_position_x_1,quest_detail_bg_position
bgm_MC131,100198,0,0,81001027,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001028,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001029,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,60,0,81001030,100198,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC131,0,0,0,1.0,0,0,0
bgm_MC131,100198,0,0,81001031,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001032,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001033,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001034,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001035,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001036,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001037,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001038,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001039,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,60,0,81001040,100198,0.0,0,0,0.0,0.9,0,0,0.0,3,0,0.0,0.9,bgm_MC131,0,0,0,2.0,0,0,0
bgm_MC131,100198,0,0,81001041,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001042,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001043,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001044,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001045,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001046,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001047,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001048,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001049,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,50,0,81001050,100198,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC131,0,0,0,1.0,0,0,0
bgm_MC131,100198,0,0,81001051,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001052,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001053,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001054,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001055,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001056,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001057,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001058,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001059,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,50,0,81001060,100198,0.0,0,0,0.0,1.1,0,0,0.0,3,0,0.0,1.1,bgm_MC131,0,0,0,0.9,-30,-25,0
bgm_MC131,100198,0,0,81001061,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001062,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001063,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001064,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001065,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001066,100198,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001067,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001068,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,0,0,81001069,100198,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC131,-1,377,-190,0.8,0,-379,0
bgm_MC131,100198,70,0,81001070,100198,0.0,0,0,0.0,1.4,0,-10,0.0,3,0,0.0,1.4,bgm_MC131,0,0,0,1.1,0,0,0
bgm_MC132,101822,0,0,82001001,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001002,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001003,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001004,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001005,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001006,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001007,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001008,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001009,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,65,0,82001010,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,0.9,0,0,0
bgm_MC132,101822,0,0,82001011,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001012,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001013,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001014,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001015,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001016,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001017,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001018,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001019,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,50,0,82001020,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,0.95,0,0,0
bgm_MC132,101822,0,0,82001021,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001022,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001023,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001024,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001025,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001026,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001027,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001028,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001029,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,60,0,82001030,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,1.3,0,0,0
bgm_MC132,101822,0,0,82001031,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001032,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001033,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001034,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001035,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001036,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001037,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001038,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001039,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,60,0,82001040,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,1.0,0,0,0
bgm_MC132,101822,0,0,82001041,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001042,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001043,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001044,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001045,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001046,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001047,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001048,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001049,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,50,0,82001050,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,1.0,0,0,0
bgm_MC132,101822,0,0,82001051,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001052,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001053,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001054,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001055,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001056,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001057,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001058,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001059,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,60,0,82001060,101822,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC132,0,0,0,1.4,0,0,0
bgm_MC132,101822,0,0,82001061,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001062,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001063,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001064,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001065,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001066,101822,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001067,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001068,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,0,0,82001069,101822,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC132,-1,377,-190,0.8,0,-379,0
bgm_MC132,101822,60,0,82001070,101822,0.0,0,0,0.0,1.2,0,-10,0.0,3,0,0.0,1.2,bgm_MC132,0,0,0,1.0,0,0,0
bgm_MC133,101623,0,0,83001001,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001002,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001003,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001004,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001005,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001006,101623,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001007,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001008,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001009,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,60,0,83001010,101623,0.0,0,0,0.0,1.0,0,0,0.0,3,0,0.0,1.0,bgm_MC133,0,0,0,1.2,0,0,0
bgm_MC133,101623,0,0,83001011,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001012,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001013,101623,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001014,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001015,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001016,101623,0.8,188,0,0.8,1.0,0,0,0.8,2,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
bgm_MC133,101623,0,0,83001017,101623,0.8,188,0,0.8,1.0,0,0,0.8,1,0,0.8,1.0,bgm_MC133,-1,377,-190,0.8,0,-379,0
