lap_num_to,damage_rank_id_1,damage_rank_id_3,score_coefficient_3,phase,boss_id_1,wave_group_id_3,fix_reward_id_5,score_coefficient_1,boss_id_3,damage_rank_id_5,wave_group_id_2,score_coefficient_2,param_adjust_interval,wave_group_id_5,extra_battle_flag4,difficulty,rsl_unlock_lap,aura_effect,last_attack_reward_id,extra_battle_flag1,reward_gold_coefficient,wave_group_id_1,extra_battle_flag2,damage_rank_id_2,score_coefficient_5,extra_battle_flag5,wave_group_id_4,limited_mana,fix_reward_id_1,param_adjust_id,damage_rank_id_4,map_bg,extra_battle_flag3,lap_num_from,score_coefficient_4,clan_battle_id,fix_reward_id_4,boss_id_4,fix_reward_id_2,id,fix_reward_id_3,boss_id_2,boss_id_5
-1,0,0,2.5,4,10170101,401041831,1004110,2.0,10170103,0,401041821,2.0,0,401041851,0,1,9,2,0,0,0.06,401041811,0,0,3.0,0,401041841,100000,1004106,0,0,710051,0,11,2.5,1017,1004109,10170104,1004107,50,1004108,10170102,10170105
1,0,0,1.3,1,10180101,401041881,1004105,1.0,10180103,0,401041871,1.0,0,401041901,0,1,2,1,0,0,0.03,401041861,0,0,1.5,0,401041891,100000,1004101,0,0,710061,0,1,1.3,1018,1004104,10180104,1004102,51,1004103,10180102,10180105
3,0,0,1.3,2,10180101,401041881,1004110,1.0,10180103,0,401041871,1.0,0,401041901,0,1,3,1,0,0,0.03,401041861,0,0,1.5,0,401041891,100000,1004106,0,0,710061,0,2,1.3,1018,1004109,10180104,1004107,52,1004108,10180102,10180105
10,0,0,1.8,3,10180101,401041931,1004110,1.4,10180103,0,401041921,1.4,0,401041951,0,1,6,2,0,0,0.06,401041911,0,0,2.0,0,401041941,100000,1004106,0,0,710061,0,4,1.8,1018,1004109,10180104,1004107,53,1004108,10180102,10180105
-1,0,0,2.5,4,10180101,401041981,1004110,2.0,10180103,0,401041971,2.0,0,401042001,0,1,9,2,0,0,0.06,401041961,0,0,3.0,0,401041991,100000,1004106,0,0,710061,0,11,2.5,1018,1004109,10180104,1004107,54,1004108,10180102,10180105
1,0,0,1.3,1,10190101,401042331,1004105,1.0,10190103,0,401042321,1.0,0,401042351,0,1,2,1,0,0,0.03,401042311,0,0,1.5,0,401042341,1000000,1004101,0,0,710071,0,1,1.3,1019,1004104,10190104,1004102,55,1004103,10190102,10190105
3,0,0,1.8,2,10190101,401042381,1004110,1.4,10190103,0,401042371,1.4,0,401042401,0,1,3,2,0,0,0.06,401042361,0,0,2.0,0,401042391,1000000,1004106,0,0,710071,0,2,1.8,1019,1004109,10190104,1004107,57,1004108,10190102,10190105
4,0,0,1.8,3,10190101,401042431,1004115,1.4,10190103,0,401042421,1.4,0,401042451,0,1,5,2,0,0,0.06,401042411,0,0,2.0,0,401042441,1000000,1004111,0,0,710071,0,4,1.8,1019,1004114,10190104,1004112,58,1004113,10190102,10190105
-1,0,0,2.5,3,10190101,401042431,1004116,2.0,10190103,0,401042421,2.0,0,401042451,0,1,5,2,0,0,0.06,401042411,0,0,3.0,0,401042441,1000000,1004116,0,0,710071,0,5,2.5,1019,1004116,10190104,1004116,59,1004116,10190102,10190105
1,0,0,1.3,1,10200101,401042631,1005105,1.0,10200103,0,401042621,1.0,0,401042651,0,1,2,1,0,0,0.03,401042611,0,0,1.5,0,401042641,1000000,1005101,0,0,710081,0,1,1.3,1020,1005104,10200104,1005102,60,1005103,10200102,10200105
3,0,0,1.8,2,10200101,401042681,1005110,1.4,10200103,0,401042671,1.4,0,401042701,0,1,3,2,0,0,0.06,401042661,0,0,2.0,0,401042691,1000000,1005106,0,0,710081,0,2,1.8,1020,1005109,10200104,1005107,61,1005108,10200102,10200105
4,0,0,1.8,3,10200101,401042731,1005115,1.4,10200103,0,401042721,1.4,0,401042751,0,1,5,2,0,0,0.06,401042711,0,0,2.0,0,401042741,1000000,1005111,0,0,710081,0,4,1.8,1020,1005114,10200104,1005112,62,1005113,10200102,10200105
-1,0,0,2.5,3,10200101,401042731,1005116,2.0,10200103,0,401042721,2.0,0,401042751,0,1,5,2,0,0,0.06,401042711,0,0,3.0,0,401042741,1000000,1005116,0,0,710081,0,5,2.5,1020,1005116,10200104,1005116,63,1005116,10200102,10200105
1,0,0,1.3,1,10210101,401042931,1006105,1.0,10210103,0,401042921,1.0,0,401042951,0,1,2,1,0,0,0.03,401042911,0,0,1.5,0,401042941,1000000,1006101,0,0,710091,0,1,1.3,1021,1006104,10210104,1006102,64,1006103,10210102,10210105
3,0,0,1.8,2,10210101,401042981,1006110,1.4,10210103,0,401042971,1.4,0,401043001,0,1,3,2,0,0,0.06,401042961,0,0,2.0,0,401042991,1000000,1006106,0,0,710091,0,2,1.8,1021,1006109,10210104,1006107,65,1006108,10210102,10210105
4,0,0,1.8,3,10210101,401043031,1006115,1.4,10210103,0,401043021,1.4,0,401043051,0,1,5,2,0,0,0.06,401043011,0,0,2.0,0,401043041,1000000,1006111,0,0,710091,0,4,1.8,1021,1006114,10210104,1006112,66,1006113,10210102,10210105
-1,0,0,2.5,3,10210101,401043031,1006115,2.0,10210103,0,401043021,2.0,0,401043051,0,1,5,2,0,0,0.06,401043011,0,0,3.0,0,401043041,1000000,1006111,0,0,710091,0,5,2.5,1021,1006114,10210104,1006112,67,1006113,10210102,10210105
1,0,0,1.3,1,10220101,401043281,1007105,1.2,10220103,0,401043271,1.2,0,401043301,0,1,2,1,0,0,0.03,401043261,0,0,1.5,0,401043291,1000000,1007101,0,0,710101,0,1,1.4,1022,1007104,10220104,1007102,68,1007103,10220102,10220105
3,0,0,1.8,2,10220101,401043331,1007110,1.6,10220103,0,401043321,1.6,0,401043351,0,1,3,2,0,0,0.06,401043311,0,0,2.0,0,401043341,1000000,1007106,0,0,710101,0,2,1.9,1022,1007109,10220104,1007107,69,1007108,10220102,10220105
4,0,0,2.4,3,10220101,401043381,1007115,2.0,10220103,0,401043371,2.0,0,401043401,0,1,5,2,0,0,0.06,401043361,0,0,2.6,0,401043391,1000000,1007111,0,0,710101,0,4,2.4,1022,1007114,10220104,1007112,70,1007113,10220102,10220105
-1,0,0,2.4,3,10220101,401043381,1007116,2.0,10220103,0,401043371,2.0,0,401043401,0,1,5,2,0,0,0.06,401043361,0,0,2.6,0,401043391,1000000,1007116,0,0,710101,0,5,2.4,1022,1007116,10220104,1007116,71,1007116,10220102,10220105
1,0,0,1.3,1,10230101,401043631,1008105,1.2,10230103,0,401043621,1.2,0,401043651,0,1,2,1,0,0,0.03,401043611,0,0,1.5,0,401043641,1000000,1008101,0,0,710111,0,1,1.4,1023,1008104,10230104,1008102,72,1008103,10230102,10230105
3,0,0,1.8,2,10230101,401043681,1008110,1.6,10230103,0,401043671,1.6,0,401043701,0,1,3,2,0,0,0.06,401043661,0,0,2.0,0,401043691,1000000,1008106,0,0,710111,0,2,1.9,1023,1008109,10230104,1008107,73,1008108,10230102,10230105
4,0,0,2.4,3,10230101,401043731,1008115,2.0,10230103,0,401043721,2.0,0,401043751,0,1,5,2,0,0,0.06,401043711,0,0,2.6,0,401043741,1000000,1008111,0,0,710111,0,4,2.4,1023,1008114,10230104,1008112,74,1008113,10230102,10230105
-1,0,0,2.4,3,10230101,401043731,1008116,2.0,10230103,0,401043721,2.0,0,401043751,0,1,5,2,0,0,0.06,401043711,0,0,2.6,0,401043741,1000000,1008116,0,0,710111,0,5,2.4,1023,1008116,10230104,1008116,75,1008116,10230102,10230105
1,0,0,1.3,1,10240101,401043981,1009105,1.2,10240103,0,401043971,1.2,0,401044001,0,1,1,1,0,0,0.03,401043961,0,0,1.5,0,401043991,1000000,1009101,0,0,710121,0,1,1.4,1024,1009104,10240104,1009102,76,1009103,10240102,10240105
3,0,0,1.3,2,10240101,401044031,1009110,1.2,10240103,0,401044021,1.2,0,401044051,0,1,2,2,0,0,0.06,401044011,0,0,1.5,0,401044041,1000000,1009106,0,0,710121,0,2,1.4,1024,1009109,10240104,1009107,77,1009108,10240102,10240105
4,0,0,1.8,3,10240101,401044081,1009115,1.6,10240103,0,401044071,1.6,0,401044101,0,1,4,2,0,0,0.06,401044061,0,0,2.0,0,401044091,1000000,1009111,0,0,710121,0,4,1.9,1024,1009114,10240104,1009112,78,1009113,10240102,10240105
-1,0,0,2.4,3,10240101,401044081,1009116,2.0,10240103,0,401044071,2.0,0,401044101,0,1,4,2,0,0,0.06,401044061,0,0,2.6,0,401044091,1000000,1009116,0,0,710121,0,5,2.4,1024,1009116,10240104,1009116,79,1009116,10240102,10240105
1,0,0,1.3,1,10250101,401044331,1010105,1.2,10250103,0,401044321,1.2,0,401044351,0,1,1,1,0,0,0.03,401044311,0,0,1.5,0,401044341,1000000,1010101,0,0,710011,0,1,1.4,1025,1010104,10250104,1010102,80,1010103,10250102,10250105
3,0,0,1.3,2,10250101,401044381,1010110,1.2,10250103,0,401044371,1.2,0,401044401,0,1,2,2,0,0,0.06,401044361,0,0,1.5,0,401044391,1000000,1010106,0,0,710011,0,2,1.4,1025,1010109,10250104,1010107,81,1010108,10250102,10250105
4,0,0,1.8,3,10250101,401044431,1010115,1.6,10250103,0,401044421,1.6,0,401044451,0,1,4,2,0,0,0.06,401044411,0,0,2.0,0,401044441,1000000,1010111,0,0,710011,0,4,1.9,1025,1010114,10250104,1010112,82,1010113,10250102,10250105
-1,0,0,2.4,3,10250101,401044431,1010116,2.0,10250103,0,401044421,2.0,0,401044451,0,1,4,2,0,0,0.06,401044411,0,0,2.6,0,401044441,1000000,1010116,0,0,710011,0,5,2.4,1025,1010116,10250104,1010116,83,1010116,10250102,10250105
1,0,0,1.3,1,10260101,401044681,1011105,1.2,10260103,0,401044671,1.2,0,401044701,0,1,1,1,0,0,0.03,401044661,0,0,1.5,0,401044691,1000000,1011101,0,0,710021,0,1,1.4,1026,1011104,10260104,1011102,84,1011103,10260102,10260105
3,0,0,1.3,2,10260101,401044731,1011110,1.2,10260103,0,401044721,1.2,0,401044751,0,1,2,2,0,0,0.06,401044711,0,0,1.5,0,401044741,1000000,1011106,0,0,710021,0,2,1.4,1026,1011109,10260104,1011107,85,1011108,10260102,10260105
4,0,0,1.8,3,10260101,401044781,1011115,1.6,10260103,0,401044771,1.6,0,401044801,0,1,4,2,0,0,0.06,401044761,0,0,2.0,0,401044791,1000000,1011111,0,0,710021,0,4,1.9,1026,1011114,10260104,1011112,86,1011113,10260102,10260105
-1,0,0,2.4,3,10260101,401044781,1011116,2.0,10260103,0,401044771,2.0,0,401044801,0,1,4,2,0,0,0.06,401044761,0,0,2.6,0,401044791,1000000,1011116,0,0,710021,0,5,2.4,1026,1011116,10260104,1011116,87,1011116,10260102,10260105
1,0,0,1.3,1,10270101,401045031,1012105,1.2,10270103,0,401045021,1.2,0,401045051,0,1,1,1,0,0,0.03,401045011,0,0,1.5,0,401045041,1000000,1012101,0,0,710031,0,1,1.4,1027,1012104,10270104,1012102,88,1012103,10270102,10270105
3,0,0,1.3,2,10270101,401045081,1012110,1.2,10270103,0,401045071,1.2,0,401045101,0,1,2,2,0,0,0.06,401045061,0,0,1.5,0,401045091,1000000,1012106,0,0,710031,0,2,1.4,1027,1012109,10270104,1012107,89,1012108,10270102,10270105
4,0,0,1.8,3,10270101,401045131,1012115,1.6,10270103,0,401045121,1.6,0,401045151,0,1,4,2,0,0,0.06,401045111,0,0,2.0,0,401045141,1000000,1012111,0,0,710031,0,4,1.9,1027,1012114,10270104,1012112,90,1012113,10270102,10270105
-1,0,0,2.4,3,10270101,401045131,1012116,2.0,10270103,0,401045121,2.0,0,401045151,0,1,4,2,0,0,0.06,401045111,0,0,2.6,0,401045141,1000000,1012116,0,0,710031,0,5,2.4,1027,1012116,10270104,1012116,91,1012116,10270102,10270105
1,0,0,1.3,1,10280101,401045381,1013105,1.2,10280103,0,401045371,1.2,0,401045401,0,1,1,1,0,0,0.03,401045361,0,0,1.5,0,401045391,1000000,1013101,0,0,710041,0,1,1.4,1028,1013104,10280104,1013102,92,1013103,10280102,10280105
3,0,0,1.3,2,10280101,401045431,1013110,1.2,10280103,0,401045421,1.2,0,401045451,0,1,2,2,0,0,0.06,401045411,0,0,1.5,0,401045441,1000000,1013106,0,0,710041,0,2,1.4,1028,1013109,10280104,1013107,93,1013108,10280102,10280105
4,0,0,1.8,3,10280101,401045481,1013115,1.6,10280103,0,401045471,1.6,0,401045501,0,1,4,2,0,0,0.06,401045461,0,0,2.0,0,401045491,1000000,1013111,0,0,710041,0,4,1.9,1028,1013114,10280104,1013112,94,1013113,10280102,10280105
-1,0,0,2.4,3,10280101,401045481,1013116,2.0,10280103,0,401045471,2.0,0,401045501,0,1,4,2,0,0,0.06,401045461,0,0,2.6,0,401045491,1000000,1013116,0,0,710041,0,5,2.4,1028,1013116,10280104,1013116,95,1013116,10280102,10280105
1,0,0,1.3,1,10290101,401045731,1014105,1.2,10290103,0,401045721,1.2,0,401045751,0,1,1,1,0,0,0.03,401045711,0,0,1.5,0,401045741,1000000,1014101,0,0,710051,0,1,1.4,1029,1014104,10290104,1014102,96,1014103,10290102,10290105
3,0,0,1.3,2,10290101,401045781,1014110,1.2,10290103,0,401045771,1.2,0,401045801,0,1,2,2,0,0,0.06,401045761,0,0,1.5,0,401045791,1000000,1014106,0,0,710051,0,2,1.4,1029,1014109,10290104,1014107,97,1014108,10290102,10290105
4,0,0,1.8,3,10290101,401045831,1014115,1.6,10290103,0,401045821,1.6,0,401045851,0,1,4,2,0,0,0.06,401045811,0,0,2.0,0,401045841,1000000,1014111,0,0,710051,0,4,1.9,1029,1014114,10290104,1014112,98,1014113,10290102,10290105
-1,0,0,2.4,3,10290101,401045831,1014116,2.0,10290103,0,401045821,2.0,0,401045851,0,1,4,2,0,0,0.06,401045811,0,0,2.6,0,401045841,1000000,1014116,0,0,710051,0,5,2.4,1029,1014116,10290104,1014116,99,1014116,10290102,10290105
1,0,0,1.3,1,10300101,401046081,1015105,1.2,10300103,0,401046071,1.2,0,401046101,0,1,1,1,0,0,0.03,401046061,0,0,1.5,0,401046091,1000000,1015101,0,0,710061,0,1,1.4,1030,1015104,10300104,1015102,100,1015103,10300102,10300105
