reward_id_19,price_9,reward_id_6,price_15,price_type_5,price_type_4,currency_id_4,price_type_8,currency_id_20,reward_type_3,reward_type_18,price_1,reward_id_8,currency_id_1,currency_id_17,reward_count_14,price_type_1,reward_id_2,reward_id_15,reward_type_4,price_type_19,price_type_13,price_type_18,currency_id_9,price_type_7,reward_count_8,reward_id_18,reward_count_16,price_type_3,price_type_14,reward_type_15,currency_id_19,reward_id_1,reward_count_3,reward_count_15,price_11,currency_id_2,currency_id_15,reward_type_1,price_10,price_7,currency_id_3,currency_id_11,reward_type_6,reward_id_16,reward_type_17,reward_count_7,reward_count_9,price_3,price_type_9,price_type_12,reward_count_2,lineup_group_set_id,currency_id_12,reward_type_14,price_type_10,price_type_6,price_20,currency_id_7,reward_type_5,reward_id_7,reward_id_10,reward_type_11,price_16,reward_type_9,price_type_15,price_type_11,reward_count_13,reward_type_13,price_17,price_14,reward_count_17,reward_id_13,reward_type_20,reward_id_14,reward_type_10,currency_id_5,reward_id_9,reward_id_4,reward_count_11,price_12,reward_count_1,currency_id_13,currency_id_18,price_8,reward_id_5,reward_type_19,price_type_2,reward_count_20,price_type_20,reward_count_19,reward_count_4,currency_id_10,reward_type_2,price_6,reward_type_8,reward_id_11,reward_id_20,price_19,price_4,reward_count_10,price_13,price_type_17,reward_id_3,team_level_to,reward_count_5,currency_id_6,price_18,price_5,reward_id_12,reward_type_12,reward_type_7,price_type_16,reward_count_6,currency_id_8,currency_id_16,reward_id_17,reward_type_16,reward_count_18,currency_id_14,team_level_from,reward_count_12,price_2
0,0,31053,0,3,3,90003,0,0,2,0,800,0,90003,0,0,3,31023,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31013,5,0,0,90003,0,2,0,800,90003,0,2,0,0,5,0,800,0,0,5,1202001,0,0,0,3,0,90003,2,31011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90003,0,31004,0,0,5,0,0,0,31046,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31001,-1,5,90003,0,800,0,0,2,0,5,0,0,0,0,0,0,60,0,800
0,0,31012,0,3,3,90004,0,0,2,0,800,0,90004,0,0,3,31054,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31159,5,0,0,90004,0,2,0,800,90004,0,2,0,0,5,0,800,0,0,5,1203001,0,0,0,3,0,90004,2,31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90004,0,31007,0,0,5,0,0,0,31017,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31016,29,5,90004,0,800,0,0,2,0,5,0,0,0,0,0,0,1,0,800
0,0,31012,0,3,3,90004,0,0,2,0,800,0,90004,0,0,3,31054,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31159,5,0,0,90004,0,2,0,800,90004,0,2,0,0,5,0,800,0,0,5,1203001,0,0,0,3,0,90004,2,31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90004,0,31007,0,0,5,0,0,0,31017,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31016,59,5,90004,0,800,0,0,2,0,5,0,0,0,0,0,0,30,0,800
0,0,31012,0,3,3,90004,0,0,2,0,800,0,90004,0,0,3,31054,0,2,0,0,0,0,3,0,0,0,3,0,0,0,31159,5,0,0,90004,0,2,0,800,90004,0,2,0,0,5,0,800,0,0,5,1203001,0,0,0,3,0,90004,2,31009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90004,0,31007,0,0,5,0,0,0,31017,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31016,-1,5,90004,0,800,0,0,2,0,5,0,0,0,0,0,0,60,0,800
0,800,31034,0,3,3,90002,3,0,2,0,800,31045,90002,0,0,3,31005,0,2,0,0,0,90002,3,5,0,0,3,0,0,0,31055,5,0,800,90002,0,2,800,800,90002,90002,2,0,0,5,5,800,3,0,5,1204001,0,0,3,3,0,90002,2,31006,31010,2,0,2,0,3,0,0,0,0,0,0,0,0,2,90002,31051,31026,5,0,5,0,0,800,31060,0,3,0,0,0,5,90002,2,800,2,31029,0,0,800,5,0,0,31015,29,5,90002,0,800,0,0,2,0,5,90002,0,0,0,0,0,1,0,800
0,800,31034,0,3,3,90002,3,0,2,0,800,31045,90002,0,0,3,31005,0,2,0,0,0,90002,3,5,0,0,3,0,0,0,31055,5,0,800,90002,0,2,800,800,90002,90002,2,0,0,5,5,800,3,0,5,1204001,0,0,3,3,0,90002,2,31006,31010,2,0,2,0,3,0,0,0,0,0,0,0,0,2,90002,31051,31026,5,0,5,0,0,800,31060,0,3,0,0,0,5,90002,2,800,2,31029,0,0,800,5,0,0,31015,59,5,90002,0,800,0,0,2,0,5,90002,0,0,0,0,0,30,0,800
0,800,31034,0,3,3,90002,3,0,2,0,800,31045,90002,0,0,3,31005,0,2,0,0,0,90002,3,5,0,0,3,0,0,0,31055,5,0,800,90002,0,2,800,800,90002,90002,2,0,0,5,5,800,3,0,5,1204001,0,0,3,3,0,90002,2,31006,31010,2,0,2,0,3,0,0,0,0,0,0,0,0,2,90002,31051,31026,5,0,5,0,0,800,31060,0,3,0,0,0,5,90002,2,800,2,31029,0,0,800,5,0,0,31015,-1,5,90002,0,800,0,0,2,0,5,90002,0,0,0,0,0,60,0,800
0,0,31018,0,3,3,90006,0,0,2,0,800,0,90006,0,0,3,31025,0,2,0,0,0,0,0,0,0,0,3,0,0,0,31145,5,0,0,90006,0,2,0,0,90006,0,2,0,0,0,0,800,0,0,5,1205001,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90006,0,31042,0,0,5,0,0,0,31043,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31022,29,5,90006,0,800,0,0,0,0,5,0,0,0,0,0,0,1,0,800
0,0,31018,0,3,3,90006,0,0,2,0,800,0,90006,0,0,3,31025,0,2,0,0,0,0,0,0,0,0,3,0,0,0,31145,5,0,0,90006,0,2,0,0,90006,0,2,0,0,0,0,800,0,0,5,1205001,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90006,0,31042,0,0,5,0,0,0,31043,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31022,59,5,90006,0,800,0,0,0,0,5,0,0,0,0,0,0,30,0,800
0,0,31018,0,3,3,90006,0,0,2,0,800,0,90006,0,0,3,31025,0,2,0,0,0,0,0,0,0,0,3,0,0,0,31145,5,0,0,90006,0,2,0,0,90006,0,2,0,0,0,0,800,0,0,5,1205001,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90006,0,31042,0,0,5,0,0,0,31043,0,3,0,0,0,5,0,2,800,0,0,0,0,800,0,0,0,31022,-1,5,90006,0,800,0,0,0,0,5,0,0,0,0,0,0,60,0,800
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8000
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8000
0,0,0,0,0,0,0,0,0,0,0,8000,0,94000,0,0,1,20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20002,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20000
0,0,0,0,0,0,0,0,0,0,0,20000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20003,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,60000
0,0,0,0,0,0,0,0,0,0,0,20000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20003,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,60000
0,0,0,0,0,0,0,0,0,0,0,100000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20004,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1206001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,200000
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8000
0,0,0,0,0,0,0,0,0,0,0,1600,0,94000,0,0,1,20002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20001,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,8000
0,0,0,0,0,0,0,0,0,0,0,8000,0,94000,0,0,1,20003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20002,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20000
0,0,0,0,0,0,0,0,0,0,0,20000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20003,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,60000
0,0,0,0,0,0,0,0,0,0,0,20000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20003,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,60000
0,0,0,0,0,0,0,0,0,0,0,100000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20004,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,200000
0,0,0,0,0,0,0,0,0,0,0,100000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20004,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,300000
0,0,0,0,0,0,0,0,0,0,0,100000,0,94000,0,0,1,20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20004,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,400000
0,0,0,0,0,0,0,0,0,0,0,200000,0,94000,0,0,1,20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20004,0,0,0,94000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1212001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,400000
