fix_reward_id,reward_type_1,reward_id_1,reward_type_2,reward_id_2,reward_id_4,reward_num_5,reward_id_3,reward_num_1,reward_num_3,reward_type_3,reward_num_4,reward_type_4,reward_id_5,reward_type_5,reward_num_2
1005112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1005113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1005114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1005115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1005116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1006101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1006102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1006103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1006104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1006105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1006106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1006107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1006108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1006109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1006110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1006111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1006112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1006113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1006114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1006115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1006116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1007101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1007102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1007103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1007104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1007105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1007106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1007107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1007108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1007109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1007110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1007111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1007112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1007113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1007114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1007115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1007116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1008101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1008102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1008103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1008104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1008105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1008106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1008107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1008108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1008109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1008110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1008111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1008112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1008113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1008114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1008115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1008116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1009101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1009102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1009103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1009104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1009105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1009106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1009107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1009108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1009109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1009110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1009111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1009112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1009113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1009114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1009115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1009116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1010101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1010102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1010103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1010104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1010105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1010106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1010107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1010108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1010109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1010110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1010111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1010112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1010113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1010114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1010115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1010116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1011101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1011102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1011103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1011104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1011105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1011106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1011107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1011108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1011109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1011110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1011111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1011112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1011113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1011114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1011115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1011116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1012101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1012102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1012103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1012104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1012105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1012106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1012107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1012108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1012109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1012110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1012111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1012112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1012113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1012114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1012115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1012116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1013101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1013102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1013103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1013104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1013105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1013106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1013107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1013108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1013109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1013110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1013111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1013112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1013113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1013114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1013115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1013116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1014101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1014102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1014103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1014104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1014105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1014106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1014107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1014108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1014109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1014110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1014111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1014112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1014113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1014114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1014115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1014116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1015101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1015102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1015103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1015104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1015105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1015106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1015107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1015108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1015109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1015110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1015111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1015112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1015113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1015114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1015115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1015116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1016101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1016102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1016103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1016104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1016105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1016106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1016107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1016108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1016109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1016110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1016111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1016112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1016113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1016114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1016115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1016116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1017101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1017102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1017103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1017104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1017105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1017106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1017107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1017108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1017109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1017110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1017111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1017112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1017113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1017114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1017115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1017116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1018101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1018102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1018103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1018104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1018105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1018106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1018107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1018108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1018109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1018110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1018111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1018112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1018113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1018114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1018115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1018116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1019101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1019102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1019103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1019104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1019105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1019106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1019107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1019108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1019109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1019110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1019111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1019112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1019113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1019114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1019115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1019116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1020101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1020102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1020103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1020104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1020105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1020106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1020107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1020108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1020109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1020110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1020111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1020112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1020113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1020114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1020115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1020116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1021101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1021102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1021103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1021104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1021105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1021106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1021107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1021108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1021109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1021110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1021111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1021112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1021113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1021114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1021115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1021116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1022101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1022102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1022103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1022104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1022105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1022106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1022107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1022108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1022109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1022110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1022111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1022112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1022113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1022114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1022115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1022116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1023101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1023102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1023103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1023104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1023105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1023106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1023107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1023108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1023109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1023110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1023111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1023112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1023113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1023114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1023115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1023116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1024101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1024102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1024103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1024104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1024105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1024106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1024107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1024108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1024109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1024110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1024111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1024112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1024113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1024114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1024115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1024116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1025101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1025102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1025103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1025104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1025105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1025106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1025107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1025108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1025109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1025110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1025111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1025112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1025113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1025114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
