wave_energy_recovery,life_steal_growth,wave_energy_recovery_growth,dodge,unit_material_id,unit_id,wave_hp_recovery_growth,atk,life_steal,energy_recovery_rate_growth,physical_penetrate_growth,energy_reduce_rate_growth,hp_growth,physical_critical_growth,physical_penetrate,magic_def,magic_penetrate,magic_critical,def,consume_num,wave_hp_recovery,accuracy_growth,accuracy,magic_critical_growth,consume_gold,atk_growth,hp_recovery_rate_growth,magic_def_growth,magic_str_growth,magic_penetrate_growth,physical_critical,dodge_growth,def_growth,energy_recovery_rate,magic_str,energy_reduce_rate,rarity,hp,hp_recovery_rate
0.0,0.0,0.0,0.0,31002,100201,0.0,0.0,0.0,0.0,0.0,0.0,110.3,0.0,0.0,3.49,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.66,14.04,0.0,0.0,0.0,0.75,0.0,75.87,0.0,5,595.3,0.0
0.0,0.0,0.0,0.0,31002,100201,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,34.07,0.0,0.0,4.79,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.88,18.72,0.0,0.0,0.0,1.0,0.0,548.6,0.0,6,694.5,30.0
0.0,0.0,0.0,0.0,31003,100301,0.0,51.04,0.0,0.0,0.0,0.0,40.62,0.0,0.0,2.51,0.0,0.0,2.73,15,0.0,0.0,0.0,0.0,10000,5.67,0.0,0.28,0.0,0.0,15.0,0.0,0.3,0.0,0.0,0.0,1,365.6,0.0
0.0,0.0,0.0,0.0,31003,100301,0.0,61.24,0.0,0.0,0.0,0.0,60.93,0.0,0.0,3.01,0.0,0.0,3.27,30,0.0,0.0,0.0,0.0,20000,8.5,0.0,0.42,0.0,0.0,15.0,0.0,0.45,0.0,0.0,0.0,2,438.7,0.0
0.0,0.0,0.0,0.0,31003,100301,0.0,71.45,0.0,0.0,0.0,0.0,81.24,0.0,0.0,3.51,0.0,0.0,3.82,100,0.0,0.0,0.0,0.0,30000,11.34,0.0,0.56,0.0,0.0,15.0,0.0,0.6,0.0,0.0,0.0,3,511.9,0.0
0.0,0.0,0.0,0.0,31003,100301,0.0,81.66,0.0,0.0,0.0,0.0,101.6,0.0,0.0,4.01,0.0,0.0,4.36,120,0.0,0.0,0.0,0.0,40000,14.17,0.0,0.7,0.0,0.0,15.0,0.0,0.75,0.0,0.0,0.0,4,585.0,0.0
0.0,0.0,0.0,0.0,31003,100301,0.0,91.87,0.0,0.0,0.0,0.0,121.9,0.0,0.0,4.51,0.0,0.0,4.91,150,0.0,0.0,0.0,0.0,50000,17.01,0.0,0.84,0.0,0.0,15.0,0.0,0.9,0.0,0.0,0.0,5,658.1,0.0
0.0,0.0,0.0,0.0,31003,100301,0.0,1847.2,2.0,0.0,0.0,0.0,162.5,0.0,0.0,5.27,0.0,0.0,5.73,0,0.0,0.0,0.0,0.0,0,22.68,0.0,1.12,0.0,0.0,115.0,0.0,1.2,10.0,0.0,0.0,6,767.7,0.0
0.0,0.0,0.0,0.0,31004,100401,0.0,47.62,0.0,0.0,0.0,0.0,44.1,0.0,0.0,2.28,0.0,0.0,2.85,15,0.0,0.0,0.0,0.0,10000,5.29,0.0,0.25,0.0,0.0,20.0,0.0,0.32,0.0,0.0,0.0,1,397.0,0.0
0.0,0.0,0.0,0.0,31004,100401,0.0,57.14,0.0,0.0,0.0,0.0,66.15,0.0,0.0,2.73,0.0,0.0,3.42,30,0.0,0.0,0.0,0.0,20000,7.93,0.0,0.37,0.0,0.0,20.0,0.0,0.48,0.0,0.0,0.0,2,476.3,0.0
0.0,0.0,0.0,0.0,31004,100401,0.0,66.66,0.0,0.0,0.0,0.0,88.2,0.0,0.0,3.19,0.0,0.0,3.99,100,0.0,0.0,0.0,0.0,30000,10.58,0.0,0.5,0.0,0.0,20.0,0.0,0.64,0.0,0.0,0.0,3,555.7,0.0
0.0,0.0,0.0,0.0,31004,100401,0.0,76.19,0.0,0.0,0.0,0.0,110.3,0.0,0.0,3.64,0.0,0.0,4.56,120,0.0,0.0,0.0,0.0,40000,13.22,0.0,0.62,0.0,0.0,20.0,0.0,0.8,0.0,0.0,0.0,4,635.1,0.0
0.0,0.0,0.0,0.0,31004,100401,0.0,85.71,0.0,0.0,0.0,0.0,132.3,0.0,0.0,4.1,0.0,0.0,5.13,150,0.0,0.0,0.0,0.0,50000,15.87,0.0,0.75,0.0,0.0,20.0,0.0,0.96,0.0,0.0,0.0,5,714.5,0.0
0.0,0.0,0.0,10.0,31004,100401,0.0,1205.0,0.0,0.0,0.0,0.0,176.4,0.0,0.0,4.79,0.0,0.0,71.99,0,0.0,0.0,0.0,0.0,0,21.16,0.0,1.0,0.0,0.0,20.0,0.0,1.28,10.0,0.0,0.0,6,833.5,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,43.52,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.85,0.0,0.0,3.19,15,0.0,0.0,0.0,0.0,10000,4.84,0.0,0.32,0.0,0.0,10.0,0.0,0.35,0.0,0.0,0.0,1,423.0,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,52.22,0.0,0.0,0.0,0.0,70.5,0.0,0.0,3.42,0.0,0.0,3.83,30,0.0,0.0,0.0,0.0,20000,7.26,0.0,0.48,0.0,0.0,10.0,0.0,0.53,0.0,0.0,0.0,2,507.6,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,60.93,0.0,0.0,0.0,0.0,94.0,0.0,0.0,3.99,0.0,0.0,4.47,100,0.0,0.0,0.0,0.0,30000,9.68,0.0,0.64,0.0,0.0,10.0,0.0,0.7,0.0,0.0,0.0,3,592.2,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,69.63,0.0,0.0,0.0,0.0,117.5,0.0,0.0,4.56,0.0,0.0,5.1,120,0.0,0.0,0.0,0.0,40000,12.1,0.0,0.8,0.0,0.0,10.0,0.0,0.88,0.0,0.0,0.0,4,676.8,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,78.34,0.0,0.0,0.0,0.0,141.0,0.0,0.0,5.13,0.0,0.0,5.74,150,0.0,0.0,0.0,0.0,50000,14.52,0.0,0.96,0.0,0.0,10.0,0.0,1.05,0.0,0.0,0.0,5,761.4,0.0
0.0,0.0,0.0,0.0,31005,100501,0.0,691.4,0.0,0.0,0.0,0.0,188.0,0.0,0.0,35.99,0.0,0.0,36.7,0,0.0,0.0,0.0,0.0,0,19.36,0.0,1.28,0.0,0.0,10.0,0.0,1.4,10.0,0.0,0.0,6,3388.3,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,42.52,0.0,0.0,2.62,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.29,5.04,0.0,0.0,0.0,0.25,0.0,45.34,0.0,1,382.7,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,63.78,0.0,0.0,3.14,0.0,0.0,2.73,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.43,7.56,0.0,0.0,0.0,0.37,0.0,54.4,0.0,2,459.2,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,85.04,0.0,0.0,3.66,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.58,10.08,0.0,0.0,0.0,0.5,0.0,63.47,0.0,3,535.8,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,106.3,0.0,0.0,4.19,0.0,0.0,3.64,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.72,12.6,0.0,0.0,0.0,0.62,0.0,72.54,0.0,4,612.3,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,127.6,0.0,0.0,4.71,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.87,15.12,0.0,0.0,0.0,0.75,0.0,81.61,0.0,5,688.8,0.0
0.0,0.0,0.0,0.0,31006,100601,0.0,0.0,0.0,0.0,0.0,0.0,170.1,0.0,0.0,5.5,0.0,65.0,4.79,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.16,20.16,0.0,0.0,0.0,1.0,10.0,1685.3,0.0,6,803.6,0.0
0.0,0.0,0.0,0.0,31007,100701,0.0,33.84,0.0,0.0,0.0,0.0,56.28,0.0,0.0,2.28,0.0,0.0,3.53,15,0.0,0.0,0.0,0.0,10000,3.76,0.0,0.25,0.0,0.0,5.0,0.0,0.39,0.0,0.0,0.0,1,506.6,0.0
0.0,0.0,0.0,0.0,31007,100701,0.0,40.6,0.0,0.0,0.0,0.0,84.42,0.0,0.0,2.73,0.0,0.0,4.23,30,0.0,0.0,0.0,0.0,20000,5.64,0.0,0.37,0.0,0.0,5.0,0.0,0.58,0.0,0.0,0.0,2,607.9,0.0
0.0,0.0,0.0,0.0,31007,100701,0.0,47.37,0.0,0.0,0.0,0.0,112.6,0.0,0.0,3.19,0.0,0.0,4.94,100,0.0,0.0,0.0,0.0,30000,7.52,0.0,0.5,0.0,0.0,5.0,0.0,0.78,0.0,0.0,0.0,3,709.2,0.0
0.0,0.0,0.0,0.0,31007,100701,0.0,54.14,0.0,0.0,0.0,0.0,140.7,0.0,0.0,3.64,0.0,0.0,5.64,120,0.0,0.0,0.0,0.0,40000,9.4,0.0,0.62,0.0,0.0,5.0,0.0,0.97,0.0,0.0,0.0,4,810.5,0.0
0.0,0.0,0.0,0.0,31007,100701,0.0,60.91,0.0,0.0,0.0,0.0,168.9,0.0,0.0,4.1,0.0,0.0,6.35,150,0.0,0.0,0.0,0.0,50000,11.28,0.0,0.75,0.0,0.0,5.0,0.0,1.17,0.0,0.0,0.0,5,911.8,0.0
0.0,0.0,0.0,39.0,31007,100701,0.0,71.06,0.0,0.0,0.0,0.0,225.2,0.0,0.0,4.79,0.0,0.0,122.5,0,0.0,0.0,0.0,0.0,0,15.04,0.0,1.0,0.0,0.0,5.0,0.0,1.56,0.0,0.0,0.0,6,3563.7,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,37.72,0.0,0.0,1.94,0.0,0.0,2.51,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.22,4.47,0.0,0.0,0.0,0.28,0.0,40.22,0.0,1,339.5,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,56.58,0.0,0.0,2.32,0.0,0.0,3.01,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.33,6.7,0.0,0.0,0.0,0.42,0.0,48.26,0.0,2,407.4,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,75.44,0.0,0.0,2.71,0.0,0.0,3.51,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.44,8.94,0.0,0.0,0.0,0.56,0.0,56.3,0.0,3,475.3,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,3.1,0.0,0.0,4.01,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.55,11.17,0.0,0.0,0.0,0.7,0.0,64.35,0.0,4,543.2,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,113.2,0.0,0.0,3.49,0.0,0.0,4.51,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.66,13.41,0.0,0.0,0.0,0.84,0.0,72.39,0.0,5,611.1,0.0
0.0,0.0,0.0,0.0,31008,100801,0.0,0.0,0.0,0.0,0.0,0.0,150.9,0.0,0.0,4.07,0.0,75.0,5.27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.88,17.88,0.0,0.0,0.0,1.12,10.0,2394.5,1.0,6,712.9,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,35.97,0.0,0.0,2.16,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.24,6.01,0.0,0.0,0.0,0.25,0.0,54.11,0.0,1,323.8,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,53.95,0.0,0.0,2.59,0.0,0.0,2.73,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.36,9.01,0.0,0.0,0.0,0.37,0.0,64.93,0.0,2,388.6,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,71.94,0.0,0.0,3.02,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.48,12.02,0.0,0.0,0.0,0.5,0.0,75.75,0.0,3,453.3,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,89.92,0.0,0.0,3.45,0.0,0.0,3.64,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.6,15.02,0.0,0.0,0.0,0.62,0.0,86.57,0.0,4,518.1,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,3.88,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.72,18.03,0.0,0.0,0.0,0.75,0.0,97.39,0.0,5,582.8,0.0
0.0,0.0,0.0,0.0,31009,100901,0.0,0.0,0.0,0.0,0.0,0.0,143.9,0.0,0.0,4.54,0.0,150.0,4.79,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.96,24.04,0.0,0.0,0.0,1.0,10.0,3353.7,0.0,6,680.0,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,37.72,0.0,0.0,1.94,0.0,0.0,2.51,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.22,4.47,0.0,0.0,0.0,0.28,0.0,40.22,0.0,1,339.5,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,56.58,0.0,0.0,2.32,0.0,0.0,3.01,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.33,6.7,0.0,0.0,0.0,0.42,0.0,48.26,0.0,2,407.4,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,75.44,0.0,0.0,2.71,0.0,0.0,3.51,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.44,8.94,0.0,0.0,0.0,0.56,0.0,56.3,0.0,3,475.3,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,94.3,0.0,0.0,3.1,0.0,0.0,4.01,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.55,11.17,0.0,0.0,0.0,0.7,0.0,64.35,0.0,4,543.2,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,113.2,0.0,0.0,3.49,0.0,0.0,4.51,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.66,13.41,0.0,0.0,0.0,0.84,0.0,72.39,0.0,5,611.1,0.0
0.0,0.0,0.0,0.0,31010,101001,0.0,0.0,0.0,0.0,0.0,0.0,150.9,0.0,0.0,4.07,0.0,0.0,35.27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.88,17.88,0.0,0.0,0.0,1.12,0.0,544.5,0.0,6,712.9,30.0
0.0,0.0,0.0,0.0,31011,101101,0.0,46.59,0.0,0.0,0.0,0.0,31.91,0.0,0.0,1.82,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,5.18,0.0,0.2,0.0,0.0,10.0,0.0,0.25,0.0,0.0,0.0,1,287.2,0.0
0.0,0.0,0.0,0.0,31011,101101,0.0,55.9,0.0,0.0,0.0,0.0,47.86,0.0,0.0,2.18,0.0,0.0,2.73,30,0.0,0.0,0.0,0.0,20000,7.77,0.0,0.3,0.0,0.0,10.0,0.0,0.37,0.0,0.0,0.0,2,344.7,0.0
0.0,0.0,0.0,0.0,31011,101101,0.0,65.22,0.0,0.0,0.0,0.0,63.82,0.0,0.0,2.54,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,10.36,0.0,0.4,0.0,0.0,10.0,0.0,0.5,0.0,0.0,0.0,3,402.1,0.0
0.0,0.0,0.0,0.0,31011,101101,0.0,74.54,0.0,0.0,0.0,0.0,79.77,0.0,0.0,2.91,0.0,0.0,3.64,120,0.0,0.0,0.0,0.0,40000,12.95,0.0,0.5,0.0,0.0,10.0,0.0,0.62,0.0,0.0,0.0,4,459.6,0.0
0.0,0.0,0.0,0.0,31011,101101,0.0,83.86,0.0,0.0,0.0,0.0,95.73,0.0,0.0,3.27,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,15.54,0.0,0.6,0.0,0.0,10.0,0.0,0.75,0.0,0.0,0.0,5,517.0,0.0
0.0,0.0,0.0,0.0,31011,101101,0.0,1837.9,2.0,0.0,0.0,0.0,127.7,0.0,0.0,3.82,0.0,0.0,4.79,0,0.0,0.0,0.0,0.0,0,20.72,0.0,0.8,0.0,0.0,110.0,0.0,1.0,10.0,0.0,0.0,6,603.1,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,0.0,0.0,0.0,0.0,32.89,0.0,0.0,1.71,0.0,0.0,2.51,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.19,5.11,0.0,0.0,0.0,0.28,0.0,46.03,0.0,1,296.0,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,0.0,0.0,0.0,0.0,49.33,0.0,0.0,2.05,0.0,0.0,3.01,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.28,7.66,0.0,0.0,0.0,0.42,0.0,55.23,0.0,2,355.2,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,0.0,0.0,0.0,0.0,65.78,0.0,0.0,2.39,0.0,0.0,3.51,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.38,10.22,0.0,0.0,0.0,0.56,0.0,64.44,0.0,3,414.4,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,0.0,0.0,0.0,0.0,82.22,0.0,0.0,2.73,0.0,0.0,4.01,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.47,12.77,0.0,0.0,0.0,0.7,0.0,73.64,0.0,4,473.6,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,0.0,0.0,0.0,0.0,98.67,0.0,0.0,3.07,0.0,0.0,4.51,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.57,15.33,0.0,0.0,0.0,0.84,0.0,82.85,0.0,5,532.8,0.0
0.0,0.0,0.0,0.0,31012,101201,0.0,0.0,2.0,0.0,0.0,0.0,131.6,0.0,0.0,3.59,0.0,90.0,5.27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.76,20.44,0.0,0.0,0.0,1.12,5.0,1836.7,0.0,6,621.5,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,0.0,0.0,0.0,0.0,32.28,0.0,0.0,2.05,0.0,0.0,2.16,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.23,5.03,0.0,0.0,0.0,0.24,0.0,45.23,0.0,1,290.5,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,0.0,0.0,0.0,0.0,48.42,0.0,0.0,2.46,0.0,0.0,2.59,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.35,7.55,0.0,0.0,0.0,0.36,0.0,54.28,0.0,2,348.6,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,0.0,0.0,0.0,0.0,64.56,0.0,0.0,2.87,0.0,0.0,3.02,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.46,10.06,0.0,0.0,0.0,0.48,0.0,63.32,0.0,3,406.7,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,0.0,0.0,0.0,0.0,80.7,0.0,0.0,3.28,0.0,0.0,3.46,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.58,12.58,0.0,0.0,0.0,0.6,0.0,72.37,0.0,4,464.8,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,0.0,0.0,0.0,0.0,96.84,0.0,0.0,3.69,0.0,0.0,3.89,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.69,15.09,0.0,0.0,0.0,0.72,0.0,81.41,0.0,5,522.9,0.0
0.0,0.0,0.0,0.0,31013,101301,0.0,0.0,2.0,0.0,0.0,0.0,129.2,0.0,0.0,4.31,0.0,90.0,4.54,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.92,20.12,0.0,0.0,0.0,0.96,10.0,1610.0,0.0,6,610.1,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,37.03,0.0,0.0,2.28,0.0,0.0,2.51,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.25,4.18,0.0,0.0,0.0,0.28,0.0,37.59,0.0,1,333.2,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,55.55,0.0,0.0,2.74,0.0,0.0,3.01,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.38,6.27,0.0,0.0,0.0,0.42,0.0,45.11,0.0,2,399.8,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,74.06,0.0,0.0,3.19,0.0,0.0,3.51,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.5,8.36,0.0,0.0,0.0,0.56,0.0,52.63,0.0,3,466.5,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,92.58,0.0,0.0,3.65,0.0,0.0,4.02,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.63,10.45,0.0,0.0,0.0,0.7,0.0,60.14,0.0,4,533.1,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,111.1,0.0,0.0,4.1,0.0,0.0,4.52,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.75,12.54,0.0,0.0,0.0,0.84,0.0,67.66,0.0,5,599.8,0.0
0.0,0.0,0.0,0.0,31014,101401,0.0,0.0,0.0,0.0,0.0,0.0,148.2,0.0,0.0,87.79,0.0,0.0,88.27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,16.72,0.0,0.0,0.0,1.12,0.0,2389.0,0.0,6,699.7,0.0
0.0,0.0,0.0,0.0,31015,101501,0.0,0.0,0.0,0.0,0.0,0.0,36.08,0.0,0.0,1.94,0.0,0.0,2.39,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.22,4.54,0.0,0.0,0.0,0.27,0.0,40.9,0.0,1,324.7,0.0
0.0,0.0,0.0,0.0,31015,101501,0.0,0.0,0.0,0.0,0.0,0.0,54.12,0.0,0.0,2.33,0.0,0.0,2.87,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.33,6.81,0.0,0.0,0.0,0.41,0.0,49.08,0.0,2,389.6,0.0
0.0,0.0,0.0,0.0,31015,101501,0.0,0.0,0.0,0.0,0.0,0.0,72.16,0.0,0.0,2.72,0.0,0.0,3.35,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.44,9.08,0.0,0.0,0.0,0.54,0.0,57.26,0.0,3,454.6,0.0
0.0,0.0,0.0,0.0,31015,101501,0.0,0.0,0.0,0.0,0.0,0.0,90.2,0.0,0.0,3.1,0.0,0.0,3.82,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.55,11.35,0.0,0.0,0.0,0.68,0.0,65.44,0.0,4,519.5,0.0
0.0,0.0,0.0,0.0,31015,101501,0.0,0.0,0.0,0.0,0.0,0.0,108.3,0.0,0.0,3.49,0.0,0.0,4.3,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.66,13.62,0.0,0.0,0.0,0.81,0.0,73.62,0.0,5,584.5,0.0
