system_id,condition_value_2,start_time,condition_value_1,mission_condition,description,visible_flag,end_time,condition_num,mission_reward_id,category_icon,mission_id,condition_value_3,disp_group
108,0,"2015/04/01 15:00:00",71040150,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102004,0,801001
108,0,"2015/04/01 15:00:00",71050170,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102005,0,801001
108,0,"2015/04/01 15:00:00",71060190,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102006,0,801001
108,0,"2015/04/01 15:00:00",71070210,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102007,0,801001
108,0,"2015/04/01 15:00:00",71080230,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102008,0,801001
108,0,"2015/04/01 15:00:00",71090250,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102009,0,801001
108,0,"2019/06/14 12:00:00",71100270,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102010,0,801001
108,0,"2019/07/15 12:00:00",71110290,1102,"",0,"2030/04/01 14:59:59",1,0,208,51102011,0,801001
108,0,"2015/04/01 15:00:00",72010070,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103001,0,802001
108,0,"2015/04/01 15:00:00",72020110,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103002,0,802001
108,0,"2015/04/01 15:00:00",72030130,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103003,0,802001
108,0,"2015/04/01 15:00:00",72040150,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103004,0,802001
108,0,"2015/04/01 15:00:00",72050170,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103005,0,802001
108,0,"2015/04/01 15:00:00",72060190,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103006,0,802001
108,0,"2015/04/01 15:00:00",72070210,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103007,0,802001
108,0,"2015/04/01 15:00:00",72080230,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103008,0,802001
108,0,"2015/04/01 15:00:00",72090250,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103009,0,802001
108,0,"2019/06/14 12:00:00",72100270,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103010,0,802001
108,0,"2019/07/15 12:00:00",72110290,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103011,0,802001
108,0,"2019/08/14 10:00:00",72120310,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103012,0,802001
108,0,"2019/09/14 12:00:00",72130330,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103013,0,802001
108,0,"2019/10/14 12:00:00",72140350,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103014,0,802001
108,0,"2019/11/14 12:00:00",72150360,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103015,0,802001
108,0,"2019/12/14 12:00:00",72160370,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103016,0,802001
108,0,"2021/02/11 15:00:00",72170380,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103017,0,802001
108,0,"2021/03/16 15:00:00",72180390,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103018,0,802001
108,0,"2021/04/11 15:00:00",72190400,1103,"",0,"2030/04/01 14:59:59",1,0,208,51103019,0,802001
1001,0,"2023/11/30 15:00:00",0,1402,"어드벤처를 10회 완료하자",1,"2030/04/01 14:59:59",10,51402001,1000,51402001,0,904001
1001,0,"2023/11/30 15:00:00",0,1402,"어드벤처를 50회 완료하자",1,"2030/04/01 14:59:59",50,51402002,1000,51402002,0,904001
1001,0,"2023/11/30 15:00:00",0,1402,"어드벤처를 100회 완료하자",1,"2030/04/01 14:59:59",100,51402003,1000,51402003,0,904001
125,0,"2024/03/15 15:00:00",0,1501,"차원 단층의 PHASE 5를 클리어하자",1,"2030/04/01 14:59:59",5,51501001,211,51501001,0,605001
125,0,"2024/03/15 15:00:00",0,1502,"차원 단층의 EXTRA PHASE를 클리어하자",1,"2030/04/01 14:59:59",1,51502001,211,51502001,0,605002
127,0,"2024/10/04 12:00:00",0,1601,"배틀 스타디움에서 1000위 이내에 들자",1,"2030/04/01 14:59:59",1,51601001,1001,51601001,0,906001
127,0,"2024/10/04 12:00:00",0,1601,"배틀 스타디움에서 300위 이내에 들자",1,"2030/04/01 14:59:59",1,51601002,1001,51601002,0,906001
127,0,"2024/10/04 12:00:00",0,1601,"배틀 스타디움에서 100위 이내에 들자",1,"2030/04/01 14:59:59",1,51601003,1001,51601003,0,906001
129,0,"2025/03/13 8:00:00",0,20021,"프린세스 나이트 RANK를 200까지 올리자",1,"2030/04/01 14:59:59",200,51701001,1002,51701001,0,907001
132,0,"2025/08/03 12:00:00",0,1702,"심연 토벌전에서 모든 보스의 VERY HARD를 클리어하자",1,"2030/04/01 14:59:59",1,51801001,1007,51801001,0,607001
401,0,"2015/04/01 15:00:00",0,4002,"배틀 아레나에서 10회 승리하자",1,"2030/04/01 14:59:59",10,54002001,205,54002001,0,501001
401,0,"2015/04/01 15:00:00",0,4002,"배틀 아레나에서 50회 승리하자",1,"2030/04/01 14:59:59",50,54002002,205,54002002,0,501001
401,0,"2015/04/01 15:00:00",0,4002,"배틀 아레나에서 100회 승리하자",1,"2030/04/01 14:59:59",100,54002003,205,54002003,0,501001
402,0,"2015/04/01 15:00:00",0,4004,"프린세스 아레나에서 10회 승리하자",1,"2030/04/01 14:59:59",10,54004001,207,54004001,0,502001
402,0,"2015/04/01 15:00:00",0,4004,"프린세스 아레나에서 50회 승리하자",1,"2030/04/01 14:59:59",50,54004002,207,54004002,0,502001
402,0,"2015/04/01 15:00:00",0,4004,"프린세스 아레나에서 100회 승리하자",1,"2030/04/01 14:59:59",100,54004003,207,54004003,0,502001
107,0,"2015/04/01 15:00:00",0,5006,"클랜전에 1회 참가하자",1,"2030/04/01 14:59:59",1,55006001,501,55006001,0,601001
107,0,"2015/04/01 15:00:00",0,5006,"클랜전에 3회 참가하자",1,"2030/04/01 14:59:59",3,55006002,501,55006002,0,601001
107,0,"2015/04/01 15:00:00",0,5006,"클랜전에 6회 참가하자",1,"2030/04/01 14:59:59",6,55006003,501,55006003,0,601001
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 30000위 안에 들자",1,"2030/04/01 14:59:59",1,55008001,501,55008001,0,603001
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 10000위 안에 들자",1,"2030/04/01 14:59:59",1,55008002,501,55008002,0,603002
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 5000위 안에 들자",1,"2030/04/01 14:59:59",1,55008003,501,55008003,0,603003
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 3000위 안에 들자",1,"2030/04/01 14:59:59",1,55008004,501,55008004,0,603004
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 1000위 안에 들자",1,"2030/04/01 14:59:59",1,55008005,501,55008005,0,603005
107,0,"2021/05/26 5:00:00",0,5008,"클랜전(클랜 모드)에서 100위 안에 들자",1,"2030/04/01 14:59:59",1,55008006,501,55008006,0,603006
501,0,"2015/04/01 15:00:00",100101,6011,"히요리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011001,301,56011001,0,201001
501,0,"2015/04/01 15:00:00",100101,6011,"히요리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011002,301,56011002,0,201001
501,0,"2015/04/01 15:00:00",100101,6011,"히요리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011003,301,56011003,0,201001
501,0,"2015/04/01 15:00:00",100201,6011,"유이를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011004,301,56011004,0,201002
501,0,"2015/04/01 15:00:00",100201,6011,"유이를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011005,301,56011005,0,201002
501,0,"2015/04/01 15:00:00",100201,6011,"유이를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011006,301,56011006,0,201002
501,0,"2015/04/01 15:00:00",100301,6011,"레이를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011007,301,56011007,0,201003
501,0,"2015/04/01 15:00:00",100301,6011,"레이를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011008,301,56011008,0,201003
501,0,"2015/04/01 15:00:00",100301,6011,"레이를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011009,301,56011009,0,201003
501,0,"2015/04/01 15:00:00",100401,6011,"미소기를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011010,301,56011010,0,201004
501,0,"2015/04/01 15:00:00",100401,6011,"미소기를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011011,301,56011011,0,201004
501,0,"2015/04/01 15:00:00",100401,6011,"미소기를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011012,301,56011012,0,201004
501,0,"2018/09/18 15:00:00",100501,6011,"마츠리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011013,301,56011013,0,201005
501,0,"2018/09/18 15:00:00",100501,6011,"마츠리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011014,301,56011014,0,201005
501,0,"2018/09/18 15:00:00",100501,6011,"마츠리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011015,301,56011015,0,201005
501,0,"2015/04/01 15:00:00",100601,6011,"아카리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011016,301,56011016,0,201006
501,0,"2015/04/01 15:00:00",100601,6011,"아카리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011017,301,56011017,0,201006
501,0,"2015/04/01 15:00:00",100601,6011,"아카리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011018,301,56011018,0,201006
501,0,"2015/04/01 15:00:00",100701,6011,"미야코를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011019,301,56011019,0,201007
501,0,"2015/04/01 15:00:00",100701,6011,"미야코를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011020,301,56011020,0,201007
501,0,"2015/04/01 15:00:00",100701,6011,"미야코를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011021,301,56011021,0,201007
501,0,"2015/04/01 15:00:00",100801,6011,"유키를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011022,301,56011022,0,201008
501,0,"2015/04/01 15:00:00",100801,6011,"유키를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011023,301,56011023,0,201008
501,0,"2015/04/01 15:00:00",100801,6011,"유키를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011024,301,56011024,0,201008
501,0,"2015/04/01 15:00:00",100901,6011,"안나를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011025,301,56011025,0,201009
501,0,"2015/04/01 15:00:00",100901,6011,"안나를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011026,301,56011026,0,201009
501,0,"2015/04/01 15:00:00",100901,6011,"안나를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011027,301,56011027,0,201009
501,0,"2015/04/01 15:00:00",101001,6011,"마호를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011028,301,56011028,0,201010
501,0,"2015/04/01 15:00:00",101001,6011,"마호를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011029,301,56011029,0,201010
501,0,"2015/04/01 15:00:00",101001,6011,"마호를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011030,301,56011030,0,201010
501,0,"2015/04/01 15:00:00",101101,6011,"리노를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011031,301,56011031,0,201011
501,0,"2015/04/01 15:00:00",101101,6011,"리노를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011032,301,56011032,0,201011
501,0,"2015/04/01 15:00:00",101101,6011,"리노를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011033,301,56011033,0,201011
501,0,"2015/04/01 15:00:00",101201,6011,"하츠네를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011034,301,56011034,0,201012
501,0,"2015/04/01 15:00:00",101201,6011,"하츠네를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011035,301,56011035,0,201012
501,0,"2015/04/01 15:00:00",101201,6011,"하츠네를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011036,301,56011036,0,201012
501,0,"2018/11/19 15:00:00",101301,6011,"나나카를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011037,301,56011037,0,201013
501,0,"2018/11/19 15:00:00",101301,6011,"나나카를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011038,301,56011038,0,201013
501,0,"2018/11/19 15:00:00",101301,6011,"나나카를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011039,301,56011039,0,201013
501,0,"2019/02/28 12:00:00",101401,6011,"카스미를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011040,301,56011040,0,201014
501,0,"2019/02/28 12:00:00",101401,6011,"카스미를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011041,301,56011041,0,201014
501,0,"2019/02/28 12:00:00",101401,6011,"카스미를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011042,301,56011042,0,201014
501,0,"2015/04/01 15:00:00",101501,6011,"미사토를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011043,301,56011043,0,201015
501,0,"2015/04/01 15:00:00",101501,6011,"미사토를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011044,301,56011044,0,201015
501,0,"2015/04/01 15:00:00",101501,6011,"미사토를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011045,301,56011045,0,201015
501,0,"2015/04/01 15:00:00",101601,6011,"스즈나를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011046,301,56011046,0,201016
501,0,"2015/04/01 15:00:00",101601,6011,"스즈나를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011047,301,56011047,0,201016
501,0,"2015/04/01 15:00:00",101601,6011,"스즈나를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011048,301,56011048,0,201016
501,0,"2015/04/01 15:00:00",101701,6011,"카오리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011049,301,56011049,0,201017
501,0,"2015/04/01 15:00:00",101701,6011,"카오리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011050,301,56011050,0,201017
501,0,"2015/04/01 15:00:00",101701,6011,"카오리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011051,301,56011051,0,201017
501,0,"2015/04/01 15:00:00",101801,6011,"이오를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011052,301,56011052,0,201018
501,0,"2015/04/01 15:00:00",101801,6011,"이오를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011053,301,56011053,0,201018
501,0,"2015/04/01 15:00:00",101801,6011,"이오를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011054,301,56011054,0,201018
501,0,"2015/04/01 15:00:00",102001,6011,"미미를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011055,301,56011055,0,201019
501,0,"2015/04/01 15:00:00",102001,6011,"미미를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011056,301,56011056,0,201019
501,0,"2015/04/01 15:00:00",102001,6011,"미미를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011057,301,56011057,0,201019
501,0,"2015/04/01 15:00:00",102101,6011,"쿠루미를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011058,301,56011058,0,201020
501,0,"2015/04/01 15:00:00",102101,6011,"쿠루미를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011059,301,56011059,0,201020
501,0,"2015/04/01 15:00:00",102101,6011,"쿠루미를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011060,301,56011060,0,201020
501,0,"2015/04/01 15:00:00",102201,6011,"요리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011061,301,56011061,0,201021
501,0,"2015/04/01 15:00:00",102201,6011,"요리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011062,301,56011062,0,201021
501,0,"2015/04/01 15:00:00",102201,6011,"요리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011063,301,56011063,0,201021
501,0,"2015/04/01 15:00:00",102301,6011,"아야네를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011064,301,56011064,0,201022
501,0,"2015/04/01 15:00:00",102301,6011,"아야네를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011065,301,56011065,0,201022
501,0,"2015/04/01 15:00:00",102301,6011,"아야네를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011066,301,56011066,0,201022
501,0,"2015/04/01 15:00:00",102501,6011,"스즈메를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011067,301,56011067,0,201023
501,0,"2015/04/01 15:00:00",102501,6011,"스즈메를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011068,301,56011068,0,201023
501,0,"2015/04/01 15:00:00",102501,6011,"스즈메를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011069,301,56011069,0,201023
501,0,"2015/04/01 15:00:00",102601,6011,"린을 동료로 삼자",1,"2030/04/01 14:59:59",1,56011070,301,56011070,0,201024
501,0,"2015/04/01 15:00:00",102601,6011,"린을 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011071,301,56011071,0,201024
501,0,"2015/04/01 15:00:00",102601,6011,"린을 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011072,301,56011072,0,201024
501,0,"2015/04/01 15:00:00",102701,6011,"에리코를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011073,301,56011073,0,201025
501,0,"2015/04/01 15:00:00",102701,6011,"에리코를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011074,301,56011074,0,201025
501,0,"2015/04/01 15:00:00",102701,6011,"에리코를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011075,301,56011075,0,201025
501,0,"2015/04/01 15:00:00",102801,6011,"사렌을 동료로 삼자",1,"2030/04/01 14:59:59",1,56011076,301,56011076,0,201026
501,0,"2015/04/01 15:00:00",102801,6011,"사렌을 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011077,301,56011077,0,201026
501,0,"2015/04/01 15:00:00",102801,6011,"사렌을 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011078,301,56011078,0,201026
501,0,"2015/04/01 15:00:00",102901,6011,"노조미를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011079,301,56011079,0,201027
501,0,"2015/04/01 15:00:00",102901,6011,"노조미를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011080,301,56011080,0,201027
501,0,"2015/04/01 15:00:00",102901,6011,"노조미를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011081,301,56011081,0,201027
501,0,"2015/04/01 15:00:00",103001,6011,"니논을 동료로 삼자",1,"2030/04/01 14:59:59",1,56011082,301,56011082,0,201028
501,0,"2015/04/01 15:00:00",103001,6011,"니논을 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011083,301,56011083,0,201028
501,0,"2015/04/01 15:00:00",103001,6011,"니논을 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011084,301,56011084,0,201028
501,0,"2015/04/01 15:00:00",103101,6011,"시노부를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011085,301,56011085,0,201029
501,0,"2015/04/01 15:00:00",103101,6011,"시노부를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011086,301,56011086,0,201029
501,0,"2015/04/01 15:00:00",103101,6011,"시노부를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011087,301,56011087,0,201029
501,0,"2015/04/01 15:00:00",103201,6011,"아키노를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011088,301,56011088,0,201030
501,0,"2015/04/01 15:00:00",103201,6011,"아키노를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011089,301,56011089,0,201030
501,0,"2015/04/01 15:00:00",103201,6011,"아키노를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011090,301,56011090,0,201030
501,0,"2015/04/01 15:00:00",103301,6011,"마히루를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011091,301,56011091,0,201031
501,0,"2015/04/01 15:00:00",103301,6011,"마히루를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011092,301,56011092,0,201031
501,0,"2015/04/01 15:00:00",103301,6011,"마히루를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011093,301,56011093,0,201031
501,0,"2015/04/01 15:00:00",103401,6011,"유카리를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011094,301,56011094,0,201032
501,0,"2015/04/01 15:00:00",103401,6011,"유카리를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011095,301,56011095,0,201032
501,0,"2015/04/01 15:00:00",103401,6011,"유카리를 ★5로 만들자",1,"2030/04/01 14:59:59",5,56011096,301,56011096,0,201032
501,0,"2015/04/01 15:00:00",103601,6011,"쿄우카를 동료로 삼자",1,"2030/04/01 14:59:59",1,56011097,301,56011097,0,201033
501,0,"2015/04/01 15:00:00",103601,6011,"쿄우카를 ★3으로 만들자",1,"2030/04/01 14:59:59",3,56011098,301,56011098,0,201033
