wave_group_id_1,quest_id,quest_name,bg_skip_id,area_id
101010102,10010109,"이벤트 01 노멀 1-9",101471,10010101
101020305,10010110,"이벤트 01 노멀 1-10",101471,10010101
101010104,10010111,"이벤트 01 노멀 1-11",101471,10010101
101040807,10010112,"이벤트 01 노멀 1-12",101471,10010101
101080205,10010113,"이벤트 01 노멀 1-13",101471,10010101
101020103,10010114,"이벤트 01 노멀 1-14",101471,10010101
101041102,10010115,"이벤트 01 노멀 1-15",101471,10010101
101050306,10010201,"이벤트 01 하드 1-1",101481,10010201
101070504,10010202,"이벤트 01 하드 1-2",101481,10010201
101070902,10010203,"이벤트 01 하드 1-3",101481,10010201
101071207,10010204,"이벤트 01 하드 1-4",101481,10010201
101080107,10010205,"이벤트 01 하드 1-5",101481,10010201
101020403,10011101,"이벤트 01 노멀 1-1",101241,10011101
101010103,10011102,"이벤트 01 노멀 1-2",101241,10011101
101010203,10011103,"이벤트 01 노멀 1-3",101241,10011101
101010501,10011104,"이벤트 01 노멀 1-4",101241,10011101
101010603,10011105,"이벤트 01 노멀 1-5",101241,10011101
101050802,10011106,"이벤트 01 노멀 1-6",101541,10011101
101051003,10011107,"이벤트 01 노멀 1-7",101541,10011101
102040107,10011108,"이벤트 01 노멀 1-8",101541,10011101
101010102,10011109,"이벤트 01 노멀 1-9",101541,10011101
101020305,10011110,"이벤트 01 노멀 1-10",101541,10011101
101010104,10011111,"이벤트 01 노멀 1-11",101541,10011101
101040807,10011112,"이벤트 01 노멀 1-12",101541,10011101
101080205,10011113,"이벤트 01 노멀 1-13",101541,10011101
101020103,10011114,"이벤트 01 노멀 1-14",101541,10011101
101041102,10011115,"이벤트 01 노멀 1-15",101541,10011101
101050306,10011201,"이벤트 01 하드 1-1",101551,10011201
101070504,10011202,"이벤트 01 하드 1-2",101551,10011201
101070902,10011203,"이벤트 01 하드 1-3",101551,10011201
101071207,10011204,"이벤트 01 하드 1-4",101551,10011201
101080107,10011205,"이벤트 01 하드 1-5",101551,10011201
101020403,10012101,"이벤트 01 노멀 1-1",101581,10012101
101010103,10012102,"이벤트 01 노멀 1-2",101581,10012101
101010203,10012103,"이벤트 01 노멀 1-3",101581,10012101
101010501,10012104,"이벤트 01 노멀 1-4",101581,10012101
101010603,10012105,"이벤트 01 노멀 1-5",101581,10012101
101050802,10012106,"이벤트 01 노멀 1-6",101581,10012101
101051003,10012107,"이벤트 01 노멀 1-7",101581,10012101
102040107,10012108,"이벤트 01 노멀 1-8",101581,10012101
101010102,10012109,"이벤트 01 노멀 1-9",101581,10012101
101020305,10012110,"이벤트 01 노멀 1-10",101581,10012101
101010104,10012111,"이벤트 01 노멀 1-11",101581,10012101
101040807,10012112,"이벤트 01 노멀 1-12",101581,10012101
101080205,10012113,"이벤트 01 노멀 1-13",101581,10012101
101020103,10012114,"이벤트 01 노멀 1-14",101581,10012101
101041102,10012115,"이벤트 01 노멀 1-15",101581,10012101
101050306,10012201,"이벤트 01 하드 1-1",101591,10012201
101070504,10012202,"이벤트 01 하드 1-2",101591,10012201
101070902,10012203,"이벤트 01 하드 1-3",101591,10012201
101071207,10012204,"이벤트 01 하드 1-4",101591,10012201
101080107,10012205,"이벤트 01 하드 1-5",101591,10012201
101020403,10013101,"이벤트 01 노멀 1-1",100071,10013101
101010103,10013102,"이벤트 01 노멀 1-2",100021,10013101
101010203,10013103,"이벤트 01 노멀 1-3",100071,10013101
101010501,10013104,"이벤트 01 노멀 1-4",100071,10013101
101010603,10013105,"이벤트 01 노멀 1-5",100091,10013101
101050802,10013106,"이벤트 01 노멀 1-6",100091,10013101
101051003,10013107,"이벤트 01 노멀 1-7",100091,10013101
102040107,10013108,"이벤트 01 노멀 1-8",100091,10013101
101010102,10013109,"이벤트 01 노멀 1-9",100091,10013101
101020305,10013110,"이벤트 01 노멀 1-10",100091,10013101
101010104,10013111,"이벤트 01 노멀 1-11",100091,10013101
101040807,10013112,"이벤트 01 노멀 1-12",101651,10013101
101080205,10013113,"이벤트 01 노멀 1-13",101651,10013101
101020103,10013114,"이벤트 01 노멀 1-14",101651,10013101
101041102,10013115,"이벤트 01 노멀 1-15",101651,10013101
101050306,10013201,"이벤트 01 하드 1-1",101661,10013201
101070504,10013202,"이벤트 01 하드 1-2",101661,10013201
101070902,10013203,"이벤트 01 하드 1-3",101661,10013201
101071207,10013204,"이벤트 01 하드 1-4",101661,10013201
101080107,10013205,"이벤트 01 하드 1-5",101661,10013201
101020403,10014101,"이벤트 01 노멀 1-1",100011,10014101
101010103,10014102,"이벤트 01 노멀 1-2",100011,10014101
101010203,10014103,"이벤트 01 노멀 1-3",100091,10014101
101010501,10014104,"이벤트 01 노멀 1-4",100041,10014101
101010603,10014105,"이벤트 01 노멀 1-5",100091,10014101
101050802,10014106,"이벤트 01 노멀 1-6",100061,10014101
101051003,10014107,"이벤트 01 노멀 1-7",100021,10014101
102040107,10014108,"이벤트 01 노멀 1-8",100041,10014101
101010102,10014109,"이벤트 01 노멀 1-9",100011,10014101
101020305,10014110,"이벤트 01 노멀 1-10",100091,10014101
101010104,10014111,"이벤트 01 노멀 1-11",100101,10014101
101040807,10014112,"이벤트 01 노멀 1-12",100061,10014101
101080205,10014113,"이벤트 01 노멀 1-13",100041,10014101
101020103,10014114,"이벤트 01 노멀 1-14",100091,10014101
101041102,10014115,"이벤트 01 노멀 1-15",100091,10014101
101050306,10014201,"이벤트 01 하드 1-1",100361,10014201
101070504,10014202,"이벤트 01 하드 1-2",100771,10014201
101070902,10014203,"이벤트 01 하드 1-3",100451,10014201
101071207,10014204,"이벤트 01 하드 1-4",100731,10014201
101080107,10014205,"이벤트 01 하드 1-5",100381,10014201
101020403,10015101,"이벤트 01 노멀 1-1",101701,10015101
101010103,10015102,"이벤트 01 노멀 1-2",101701,10015101
101010203,10015103,"이벤트 01 노멀 1-3",101701,10015101
101010501,10015104,"이벤트 01 노멀 1-4",101701,10015101
101010603,10015105,"이벤트 01 노멀 1-5",101701,10015101
101050802,10015106,"이벤트 01 노멀 1-6",101701,10015101
101051003,10015107,"이벤트 01 노멀 1-7",101701,10015101
102040107,10015108,"이벤트 01 노멀 1-8",101701,10015101
101010102,10015109,"이벤트 01 노멀 1-9",101701,10015101
101020305,10015110,"이벤트 01 노멀 1-10",101701,10015101
101010104,10015111,"이벤트 01 노멀 1-11",101701,10015101
101040807,10015112,"이벤트 01 노멀 1-12",101701,10015101
101080205,10015113,"이벤트 01 노멀 1-13",101701,10015101
101020103,10015114,"이벤트 01 노멀 1-14",101701,10015101
101041102,10015115,"이벤트 01 노멀 1-15",101701,10015101
101050306,10015201,"이벤트 01 하드 1-1",101711,10015201
101070504,10015202,"이벤트 01 하드 1-2",101711,10015201
101070902,10015203,"이벤트 01 하드 1-3",101711,10015201
101071207,10015204,"이벤트 01 하드 1-4",101711,10015201
101080107,10015205,"이벤트 01 하드 1-5",101711,10015201
101020403,10016101,"이벤트 01 노멀 1-1",100061,10016101
101010103,10016102,"이벤트 01 노멀 1-2",100011,10016101
101010203,10016103,"이벤트 01 노멀 1-3",100061,10016101
101010501,10016104,"이벤트 01 노멀 1-4",100011,10016101
101010603,10016105,"이벤트 01 노멀 1-5",100041,10016101
101050802,10016106,"이벤트 01 노멀 1-6",100021,10016101
101051003,10016107,"이벤트 01 노멀 1-7",100201,10016101
102040107,10016108,"이벤트 01 노멀 1-8",100201,10016101
101010102,10016109,"이벤트 01 노멀 1-9",100201,10016101
101020305,10016110,"이벤트 01 노멀 1-10",100061,10016101
101010104,10016111,"이벤트 01 노멀 1-11",100171,10016101
101040807,10016112,"이벤트 01 노멀 1-12",100151,10016101
101080205,10016113,"이벤트 01 노멀 1-13",101141,10016101
101020103,10016114,"이벤트 01 노멀 1-14",101141,10016101
101041102,10016115,"이벤트 01 노멀 1-15",101141,10016101
101050306,10016201,"이벤트 01 하드 1-1",100471,10016201
101070504,10016202,"이벤트 01 하드 1-2",100571,10016201
101070902,10016203,"이벤트 01 하드 1-3",100791,10016201
101071207,10016204,"이벤트 01 하드 1-4",101151,10016201
101080107,10016205,"이벤트 01 하드 1-5",101151,10016201
101020403,10017101,"이벤트 01 노멀 1-1",100071,10017101
101010103,10017102,"이벤트 01 노멀 1-2",100011,10017101
101010203,10017103,"이벤트 01 노멀 1-3",100061,10017101
101010501,10017104,"이벤트 01 노멀 1-4",100071,10017101
101010603,10017105,"이벤트 01 노멀 1-5",100031,10017101
101050802,10017106,"이벤트 01 노멀 1-6",100031,10017101
101051003,10017107,"이벤트 01 노멀 1-7",100031,10017101
102040107,10017108,"이벤트 01 노멀 1-8",100031,10017101
101010102,10017109,"이벤트 01 노멀 1-9",100031,10017101
101020305,10017110,"이벤트 01 노멀 1-10",100031,10017101
101010104,10017111,"이벤트 01 노멀 1-11",101731,10017101
101040807,10017112,"이벤트 01 노멀 1-12",101731,10017101
101080205,10017113,"이벤트 01 노멀 1-13",101731,10017101
101020103,10017114,"이벤트 01 노멀 1-14",101731,10017101
101041102,10017115,"이벤트 01 노멀 1-15",101731,10017101
101050306,10017201,"이벤트 01 하드 1-1",101741,10017201
101070504,10017202,"이벤트 01 하드 1-2",101741,10017201
101070902,10017203,"이벤트 01 하드 1-3",101741,10017201
101071207,10017204,"이벤트 01 하드 1-4",101741,10017201
101080107,10017205,"이벤트 01 하드 1-5",101741,10017201
101020403,10018101,"이벤트 01 노멀 1-1",100061,10018101
101010103,10018102,"이벤트 01 노멀 1-2",100021,10018101
101010203,10018103,"이벤트 01 노멀 1-3",100061,10018101
101010501,10018104,"이벤트 01 노멀 1-4",100121,10018101
101010603,10018105,"이벤트 01 노멀 1-5",100081,10018101
101050802,10018106,"이벤트 01 노멀 1-6",100071,10018101
101051003,10018107,"이벤트 01 노멀 1-7",100111,10018101
102040107,10018108,"이벤트 01 노멀 1-8",100071,10018101
101010102,10018109,"이벤트 01 노멀 1-9",100051,10018101
101020305,10018110,"이벤트 01 노멀 1-10",100051,10018101
101010104,10018111,"이벤트 01 노멀 1-11",100031,10018101
101040807,10018112,"이벤트 01 노멀 1-12",100151,10018101
101080205,10018113,"이벤트 01 노멀 1-13",100011,10018101
101020103,10018114,"이벤트 01 노멀 1-14",100011,10018101
101041102,10018115,"이벤트 01 노멀 1-15",100011,10018101
101050306,10018201,"이벤트 01 하드 1-1",100791,10018201
101070504,10018202,"이벤트 01 하드 1-2",100771,10018201
101070902,10018203,"이벤트 01 하드 1-3",100751,10018201
101071207,10018204,"이벤트 01 하드 1-4",100361,10018201
101080107,10018205,"이벤트 01 하드 1-5",100361,10018201
101020403,10019101,"이벤트 01 노멀 1-1",101851,10019101
101010103,10019102,"이벤트 01 노멀 1-2",101851,10019101
101010203,10019103,"이벤트 01 노멀 1-3",101851,10019101
101010501,10019104,"이벤트 01 노멀 1-4",101851,10019101
101010603,10019105,"이벤트 01 노멀 1-5",101851,10019101
101050802,10019106,"이벤트 01 노멀 1-6",101851,10019101
101051003,10019107,"이벤트 01 노멀 1-7",101851,10019101
102040107,10019108,"이벤트 01 노멀 1-8",101851,10019101
101010102,10019109,"이벤트 01 노멀 1-9",101851,10019101
101020305,10019110,"이벤트 01 노멀 1-10",101851,10019101
101010104,10019111,"이벤트 01 노멀 1-11",101851,10019101
101040807,10019112,"이벤트 01 노멀 1-12",101851,10019101
101080205,10019113,"이벤트 01 노멀 1-13",101851,10019101
101020103,10019114,"이벤트 01 노멀 1-14",101851,10019101
101041102,10019115,"이벤트 01 노멀 1-15",101851,10019101
101050306,10019201,"이벤트 01 하드 1-1",101861,10019201
101070504,10019202,"이벤트 01 하드 1-2",101861,10019201
101070902,10019203,"이벤트 01 하드 1-3",101861,10019201
101071207,10019204,"이벤트 01 하드 1-4",101861,10019201
101080107,10019205,"이벤트 01 하드 1-5",101861,10019201
101020403,10020101,"이벤트 01 노멀 1-1",100201,10020101
101010103,10020102,"이벤트 01 노멀 1-2",100201,10020101
101010203,10020103,"이벤트 01 노멀 1-3",100201,10020101
101010501,10020104,"이벤트 01 노멀 1-4",100201,10020101
101010603,10020105,"이벤트 01 노멀 1-5",100201,10020101
101050802,10020106,"이벤트 01 노멀 1-6",100051,10020101
101051003,10020107,"이벤트 01 노멀 1-7",100051,10020101
102040107,10020108,"이벤트 01 노멀 1-8",100051,10020101
101010102,10020109,"이벤트 01 노멀 1-9",100581,10020101
101020305,10020110,"이벤트 01 노멀 1-10",100581,10020101
101010104,10020111,"이벤트 01 노멀 1-11",100011,10020101
101040807,10020112,"이벤트 01 노멀 1-12",100031,10020101
101080205,10020113,"이벤트 01 노멀 1-13",100201,10020101
101020103,10020114,"이벤트 01 노멀 1-14",100031,10020101
101041102,10020115,"이벤트 01 노멀 1-15",100201,10020101
101050306,10020201,"이벤트 01 하드 1-1",100471,10020201
101070504,10020202,"이벤트 01 하드 1-2",100471,10020201
101070902,10020203,"이벤트 01 하드 1-3",100601,10020201
101071207,10020204,"이벤트 01 하드 1-4",100891,10020201
101080107,10020205,"이벤트 01 하드 1-5",100471,10020201
101020403,10021101,"이벤트 01 노멀 1-1",100011,10021101
101010103,10021102,"이벤트 01 노멀 1-2",100011,10021101
101010203,10021103,"이벤트 01 노멀 1-3",100011,10021101
101010501,10021104,"이벤트 01 노멀 1-4",100011,10021101
101010603,10021105,"이벤트 01 노멀 1-5",100011,10021101
101050802,10021106,"이벤트 01 노멀 1-6",100011,10021101
101051003,10021107,"이벤트 01 노멀 1-7",100011,10021101
102040107,10021108,"이벤트 01 노멀 1-8",100011,10021101
101010102,10021109,"이벤트 01 노멀 1-9",101921,10021101
101020305,10021110,"이벤트 01 노멀 1-10",100011,10021101
101010104,10021111,"이벤트 01 노멀 1-11",101921,10021101
101040807,10021112,"이벤트 01 노멀 1-12",101921,10021101
101080205,10021113,"이벤트 01 노멀 1-13",101921,10021101
101020103,10021114,"이벤트 01 노멀 1-14",101921,10021101
101041102,10021115,"이벤트 01 노멀 1-15",101921,10021101
101050306,10021201,"이벤트 01 하드 1-1",100361,10021201
101070504,10021202,"이벤트 01 하드 1-2",101941,10021201
101070902,10021203,"이벤트 01 하드 1-3",101941,10021201
101071207,10021204,"이벤트 01 하드 1-4",101941,10021201
101080107,10021205,"이벤트 01 하드 1-5",101941,10021201
101020403,10022101,"이벤트 01 노멀 1-1",100201,10022101
101010103,10022102,"이벤트 01 노멀 1-2",100091,10022101
101010203,10022103,"이벤트 01 노멀 1-3",100091,10022101
101010501,10022104,"이벤트 01 노멀 1-4",100201,10022101
101010603,10022105,"이벤트 01 노멀 1-5",100011,10022101
101050802,10022106,"이벤트 01 노멀 1-6",100021,10022101
101051003,10022107,"이벤트 01 노멀 1-7",100031,10022101
102040107,10022108,"이벤트 01 노멀 1-8",100021,10022101
101010102,10022109,"이벤트 01 노멀 1-9",100031,10022101
101020305,10022110,"이벤트 01 노멀 1-10",100021,10022101
101010104,10022111,"이벤트 01 노멀 1-11",100031,10022101
101040807,10022112,"이벤트 01 노멀 1-12",100051,10022101
101080205,10022113,"이벤트 01 노멀 1-13",100051,10022101
101020103,10022114,"이벤트 01 노멀 1-14",100171,10022101
101041102,10022115,"이벤트 01 노멀 1-15",100171,10022101
101050306,10022201,"이벤트 01 하드 1-1",100891,10022201
101070504,10022202,"이벤트 01 하드 1-2",100891,10022201
101070902,10022203,"이벤트 01 하드 1-3",100691,10022201
101071207,10022204,"이벤트 01 하드 1-4",100931,10022201
101080107,10022205,"이벤트 01 하드 1-5",100571,10022201
101020403,10023101,"이벤트 01 노멀 1-1",100061,10023101
101010103,10023102,"이벤트 01 노멀 1-2",100061,10023101
101010203,10023103,"이벤트 01 노멀 1-3",100061,10023101
101010501,10023104,"이벤트 01 노멀 1-4",100061,10023101
101010603,10023105,"이벤트 01 노멀 1-5",101951,10023101
101050802,10023106,"이벤트 01 노멀 1-6",101951,10023101
